fps,value_loss,serial_timesteps,n_updates,policy_loss,clipfrac,total_timesteps,explained_variance,policy_entropy,time_elapsed,ep_reward_mean,approxkl,ep_len_mean
288,18.771542,1572864,768,-0.0009276027,0.009423828,1572864,0.04548364877700806,5.277902,5341.134339809418,1956.0005139600003,0.0011354114,2049.0
286,18.825808,1574912,769,-0.0007706812,0.018798828,1574912,0.019262313842773438,5.2981386,5348.228266239166,1955.9956013800006,0.0018071448,2049.0
287,18.7123,1576960,770,-0.0024236534,0.027880859,1576960,0.08927220106124878,5.295013,5355.366954565048,1955.5595370700003,0.0024882604,2049.0
288,19.140446,1579008,771,-0.0019963998,0.02211914,1579008,0.03402256965637207,5.2775397,5362.488270282745,1955.4397737800005,0.002049319,2049.0
285,18.152409,1581056,772,-0.0013584692,0.014453125,1581056,0.09547090530395508,5.2842016,5369.593478441238,1955.4969377700004,0.001497392,2049.0
287,18.827707,1583104,773,-0.0009093418,0.012597656,1583104,-0.0011572837829589844,5.2860227,5376.76434969902,1956.24926204,0.0013745043,2049.0
285,18.234028,1585152,774,-0.00022441083,0.012207031,1585152,0.08341747522354126,5.2805195,5383.897842168808,1956.3323414499996,0.0013104121,2049.0
287,18.233423,1587200,775,-5.2096722e-05,0.0032714843,1587200,0.09475809335708618,5.2825537,5391.0665371418,1956.47360099,0.0005945324,2049.0
284,16.496674,1589248,776,0.0005113107,0.010107422,1589248,0.26106327772140503,5.279746,5398.206314325333,1955.8561776000001,0.0010662477,2049.0
288,19.082907,1591296,777,-0.00063947577,0.016113281,1591296,-0.001577138900756836,5.284132,5405.402171373367,1956.0683778700002,0.0013771736,2049.0
283,16.853588,1593344,778,-0.00033916155,0.0029785156,1593344,0.17573577165603638,5.287941,5412.491095304489,1955.9347625700002,0.00044010044,2049.0
285,19.105738,1595392,779,-4.9737027e-05,0.0022460937,1595392,-0.011743545532226562,5.292242,5419.727958679199,1955.9664306900002,0.0003736457,2049.0
286,15.991223,1597440,780,-0.00079355144,0.011230469,1597440,0.26482993364334106,5.2986574,5426.90771985054,1956.0047271100002,0.0010932881,2049.0
287,18.730488,1599488,781,-0.0013236542,0.019970704,1599488,0.0887802243232727,5.30132,5434.063400268555,1955.6909861,0.0017601004,2049.0
287,17.105465,1601536,782,-0.00035552488,0.009716797,1601536,0.2859630584716797,5.2955236,5441.197151422501,1955.22508239,0.0009819393,2049.0
287,17.838245,1603584,783,-0.00019284249,0.006591797,1603584,0.19845181703567505,5.2982388,5448.318507194519,1955.0656247399997,0.00075932743,2049.0
289,18.800411,1605632,784,-0.00258367,0.021777343,1605632,0.03852713108062744,5.2954807,5455.431555747986,1955.07620081,0.002258012,2049.0
285,17.917976,1607680,785,-0.0019310117,0.02602539,1607680,0.09208947420120239,5.3060603,5462.519822835922,1954.92753481,0.0022352887,2049.0
288,15.218801,1609728,786,-0.00068742,0.006640625,1609728,0.35564643144607544,5.3281713,5469.705256223679,1954.6139979500003,0.0008308183,2049.0
287,18.29486,1611776,787,-0.0011469978,0.03261719,1611776,0.11950993537902832,5.3479176,5476.814036846161,1954.6216109800005,0.0027163574,2049.0
288,18.953108,1613824,788,9.571392e-05,0.0053222654,1613824,-0.0020917654037475586,5.3567057,5483.947412490845,1954.0018371200003,0.0006513165,2049.0
286,19.077034,1615872,789,-0.0018809878,0.022607422,1615872,0.024462103843688965,5.3486404,5491.0435791015625,1953.91344622,0.0018494781,2049.0
287,18.031965,1617920,790,-0.0013357648,0.017431641,1617920,0.07356530427932739,5.349808,5498.204527854919,1953.81796591,0.0016776237,2049.0
283,16.79671,1619968,791,-0.0022455186,0.019140625,1619968,0.19664883613586426,5.3567157,5505.334262609482,1953.4158373399998,0.0017919488,2049.0
288,19.288393,1622016,792,-0.0002185168,0.0034667968,1622016,-0.03003108501434326,5.3606195,5512.558016300201,1953.4042286099998,0.0006498735,2049.0
290,19.329021,1624064,793,-0.0012654454,0.025146484,1624064,0.07910525798797607,5.3630133,5519.666251659393,1953.2772303600002,0.00204741,2049.0
289,17.116142,1626112,794,-0.0009392911,0.012890625,1626112,0.1659311056137085,5.3551097,5526.716912746429,1953.19769501,0.001506469,2049.0
288,17.620909,1628160,795,-0.001482016,0.015625,1628160,0.14065104722976685,5.3449645,5533.786897659302,1952.46332773,0.0014178704,2049.0
289,18.403397,1630208,796,-0.0031170163,0.042529296,1630208,0.037459731101989746,5.3514166,5540.875253677368,1952.2295833700002,0.0032813963,2049.0
289,18.798494,1632256,797,-0.00015585318,0.01118164,1632256,-0.017222046852111816,5.361133,5547.956697702408,1952.5657769,0.0011168702,2049.0
286,17.92574,1634304,798,-0.0017261144,0.048779298,1634304,0.10741788148880005,5.376686,5555.024677991867,1952.0840330799997,0.0050851163,2049.0
290,18.11214,1636352,799,-0.002464236,0.029541016,1636352,0.08693373203277588,5.396228,5562.17616891861,1951.58312433,0.0024529654,2049.0
289,18.020895,1638400,800,-0.0020511986,0.014013672,1638400,0.08811300992965698,5.4107018,5569.230971336365,1951.7553153299998,0.0016132476,2049.0
290,17.933765,1640448,801,-0.0008428769,0.015722657,1640448,0.13168853521347046,5.421878,5576.316113471985,1951.5213290499998,0.0014681708,2049.0
290,19.402365,1642496,802,-0.0011973359,0.020898437,1642496,-0.10522091388702393,5.412126,5583.365175008774,1950.7741799299997,0.002049169,2049.0
287,18.32754,1644544,803,-0.00036476372,0.009228515,1644544,0.047152578830718994,5.403651,5590.426953554153,1950.9900174799998,0.0010258674,2049.0
285,19.009418,1646592,804,-0.0019686718,0.029003907,1646592,-0.011184215545654297,5.4209294,5597.558913469315,1950.97724267,0.0024146142,2049.0
286,18.337568,1648640,805,0.00014803318,0.009082031,1648640,0.07160544395446777,5.439811,5604.725217580795,1950.89922577,0.0009816751,2049.0
292,19.123812,1650688,806,-0.00016463196,0.004931641,1650688,-0.04239463806152344,5.4528537,5611.883290052414,1950.87861435,0.0006730957,2049.0
292,17.440098,1652736,807,-0.0015156751,0.012304688,1652736,0.16979873180389404,5.454962,5618.887977361679,1951.0060132399997,0.0011310141,2049.0
289,17.986544,1654784,808,-0.00020097045,0.0065429686,1654784,0.09479230642318726,5.453515,5625.888165473938,1950.5910713999997,0.0006914537,2049.0
288,18.77644,1656832,809,-0.0007081194,0.0073242188,1656832,0.07940119504928589,5.445625,5632.960521697998,1950.516799,0.0010928035,2049.0
291,18.826876,1658880,810,0.00018594263,0.005419922,1658880,0.037966251373291016,5.4479933,5640.0508625507355,1950.4832325099999,0.0007040429,2049.0
285,18.921171,1660928,811,-0.00051369995,0.0056640627,1660928,0.024683117866516113,5.459775,5647.066414833069,1950.63611244,0.00063945504,2049.0
291,18.757145,1662976,812,-0.0018957362,0.027832031,1662976,-0.011038422584533691,5.4675817,5654.232202291489,1950.9167232799998,0.0024582336,2049.0
290,18.02945,1665024,813,8.443702e-05,0.0034179688,1665024,0.042360901832580566,5.46472,5661.270175933838,1950.73114636,0.00048037255,2049.0
287,17.747303,1667072,814,-0.00070620305,0.0128417965,1667072,0.12293589115142822,5.4698243,5668.332094669342,1950.8712400100003,0.0011602321,2049.0
289,17.574245,1669120,815,-0.0017488645,0.020947266,1669120,0.1629704236984253,5.4733534,5675.456669807434,1950.92715729,0.001735823,2049.0
290,18.797058,1671168,816,-3.2374577e-05,0.004296875,1671168,0.005593061447143555,5.48728,5682.520477294922,1951.14057889,0.00063709065,2049.0
286,18.833471,1673216,817,-0.0032948558,0.024560547,1673216,0.006759583950042725,5.4927216,5689.562793016434,1950.98278475,0.0022127621,2049.0
285,18.373602,1675264,818,-0.001268219,0.01118164,1675264,0.07381987571716309,5.50195,5696.701085805893,1951.3487345499996,0.0012502553,2049.0
287,17.385307,1677312,819,-0.0007249488,0.013964844,1677312,0.14899659156799316,5.5081944,5703.872040987015,1951.11813028,0.0013193798,2049.0
287,18.957146,1679360,820,3.683963e-05,0.0017089844,1679360,0.005262494087219238,5.5072637,5710.988399028778,1951.97671503,0.00043971077,2049.0
287,18.887337,1681408,821,-0.0006679908,0.005761719,1681408,0.023227453231811523,5.507154,5718.118753910065,1952.3934905299998,0.0007166128,2049.0
290,17.826488,1683456,822,2.5244755e-05,0.015429688,1683456,0.11107802391052246,5.506192,5725.237962961197,1952.1278856,0.0017434377,2049.0
287,19.029728,1685504,823,-0.0012996291,0.005859375,1685504,0.010236382484436035,5.5098047,5732.280497312546,1952.4027265299997,0.0008381455,2049.0
290,18.685337,1687552,824,-0.0013808763,0.02421875,1687552,0.03458470106124878,5.511429,5739.3987855911255,1952.3581798999999,0.0018594787,2049.0
291,19.241442,1689600,825,-0.0037301308,0.028564453,1689600,0.015347540378570557,5.497875,5746.462135314941,1952.6039327099998,0.0026962447,2049.0
290,18.038488,1691648,826,-0.00079837034,0.021923829,1691648,0.10775035619735718,5.486638,5753.4956130981445,1952.65666422,0.001890138,2049.0
289,18.333172,1693696,827,-0.0019746511,0.0147949215,1693696,0.09429073333740234,5.4841332,5760.538920164108,1952.3662191299998,0.0013332117,2049.0
286,19.26397,1695744,828,-0.00080704514,0.009619141,1695744,0.01653188467025757,5.486709,5767.61384510994,1952.13148594,0.0009957247,2049.0
288,19.427557,1697792,829,-0.0014864282,0.029443359,1697792,-0.021393537521362305,5.4990134,5774.755706548691,1952.5350326000002,0.002450146,2049.0
287,19.109074,1699840,830,-0.00017570192,0.0058105467,1699840,0.007037937641143799,5.509984,5781.85507440567,1952.1631579300001,0.00083340553,2049.0
292,18.710144,1701888,831,-0.0012926064,0.015625,1701888,-0.0019682645797729492,5.5109124,5788.9906001091,1952.08631318,0.0014247063,2049.0
289,18.265469,1703936,832,-0.00050147466,0.011572266,1703936,0.06038480997085571,5.512742,5795.997975111008,1952.2525191000002,0.0011960845,2049.0
291,18.476587,1705984,833,-0.0019795103,0.037402343,1705984,0.03653651475906372,5.514535,5803.067596912384,1952.1553865,0.0032223687,2049.0
292,18.975182,1708032,834,-0.0036387648,0.028466797,1708032,-0.015529155731201172,5.5208693,5810.101765394211,1952.28953499,0.002233735,2049.0
291,17.904018,1710080,835,-0.0007788156,0.004931641,1710080,0.1152796745300293,5.527262,5817.104216337204,1952.4955348199999,0.0005918719,2049.0
286,17.888783,1712128,836,-0.0010844808,0.015429688,1712128,0.08338505029678345,5.534877,5824.128573656082,1951.9996603200002,0.0014599947,2049.0
287,18.878729,1714176,837,-0.0007807809,0.01875,1714176,0.00927501916885376,5.5324993,5831.288164138794,1951.6178537499998,0.001769868,2049.0
290,18.907574,1716224,838,-0.0017251887,0.019726563,1716224,0.0006660819053649902,5.5344477,5838.422897100449,1952.0551021800002,0.0017470395,2049.0
292,18.984676,1718272,839,-0.0022112671,0.034082033,1718272,-0.01515817642211914,5.552472,5845.47994351387,1951.7017309,0.0029616095,2049.0
289,18.053225,1720320,840,-0.0027552708,0.033984374,1720320,0.0847933292388916,5.5554247,5852.490785598755,1951.29060463,0.0027880338,2049.0
291,18.733866,1722368,841,-0.00321067,0.031689454,1722368,0.012502431869506836,5.539406,5859.572155237198,1950.6625013100002,0.0028026893,2049.0
293,18.923458,1724416,842,-0.0006565751,0.013085937,1724416,0.010966122150421143,5.523174,5866.6106152534485,1950.8555127900001,0.0016081622,2049.0
287,18.58157,1726464,843,-0.001362274,0.02211914,1726464,0.05950409173965454,5.5179267,5873.593465566635,1950.9508908999999,0.0019030418,2049.0
286,18.844057,1728512,844,-0.0014037293,0.021289062,1728512,0.03427034616470337,5.522182,5880.718774318695,1950.6987686599998,0.0019055133,2049.0
291,18.603954,1730560,845,-0.0014051248,0.024267578,1730560,0.06750857830047607,5.5177236,5887.862300872803,1950.5669105899997,0.0020341554,2049.0
287,18.495472,1732608,846,-0.0015680013,0.018945312,1732608,0.019121766090393066,5.5185795,5894.895123004913,1950.24214573,0.0017069301,2049.0
290,19.04456,1734656,847,-0.0015041444,0.015332031,1734656,-0.011988043785095215,5.5401254,5902.012437582016,1950.5182415699999,0.0014412518,2049.0
290,18.217756,1736704,848,-0.00024731547,0.0061035156,1736704,0.09427022933959961,5.5479193,5909.069534301758,1950.6376512800002,0.00076237565,2049.0
288,19.057186,1738752,849,-0.0003087666,0.00625,1738752,-0.0057561397552490234,5.5540066,5916.11115860939,1950.9178230599998,0.00077017274,2049.0
288,17.85275,1740800,850,-0.0023277313,0.02265625,1740800,0.14002424478530884,5.556317,5923.213639974594,1951.0241674099996,0.0021511063,2049.0
291,18.40928,1742848,851,-0.0013915043,0.017578125,1742848,0.09116619825363159,5.5681586,5930.307567119598,1951.2735116799997,0.0015336673,2049.0
292,18.762417,1744896,852,-0.0012244757,0.022314453,1744896,0.028171777725219727,5.582309,5937.331526756287,1951.1180337899998,0.0020283055,2049.0
293,18.948357,1746944,853,-0.0007373085,0.0044433596,1746944,0.032997310161590576,5.5830755,5944.339300870895,1951.4244743999998,0.000647805,2049.0
291,18.532026,1748992,854,-0.002470975,0.03300781,1748992,0.07496863603591919,5.590625,5951.315036773682,1951.6256161000001,0.002578015,2049.0
292,18.04064,1751040,855,-0.0004095522,0.01928711,1751040,0.10864436626434326,5.599236,5958.349802970886,1951.3312763499998,0.001771043,2049.0
293,19.1289,1753088,856,-0.0010547562,0.013867187,1753088,-0.016078472137451172,5.5942807,5965.362113714218,1951.31665942,0.0015705877,2049.0
292,18.596409,1755136,857,-0.0019871842,0.015332031,1755136,0.06806004047393799,5.591985,5972.345995664597,1951.6890298600001,0.0015413382,2049.0
292,19.366095,1757184,858,-0.00014076293,0.004736328,1757184,-0.04309093952178955,5.589586,5979.3390855789185,1951.81736817,0.0007581823,2049.0
291,18.877405,1759232,859,-0.00079856615,0.010546875,1759232,0.017251670360565186,5.590124,5986.35378408432,1951.5759790800005,0.0011313767,2049.0
293,18.385235,1761280,860,-0.0051361993,0.023535157,1761280,0.07334697246551514,5.5968337,5993.370543956757,1951.2116693600003,0.0019469194,2049.0
291,17.836226,1763328,861,-0.0014381576,0.0234375,1763328,0.12983185052871704,5.6089954,6000.34454870224,1951.0272992799999,0.0021262942,2049.0
290,18.20218,1765376,862,-0.00036875202,0.0007324219,1765376,0.07868868112564087,5.6268907,6007.38100028038,1950.86898152,0.00030277786,2049.0
290,18.201982,1767424,863,-0.0027772547,0.024365235,1767424,0.08390814065933228,5.644711,6014.427390098572,1950.8692992400001,0.0021770892,2049.0
290,18.320751,1769472,864,-0.00051850977,0.008886719,1769472,0.13011878728866577,5.659036,6021.471835374832,1950.7565115500004,0.0010797615,2049.0
289,17.910782,1771520,865,-0.0005711897,0.012744141,1771520,0.1409052014350891,5.665074,6028.532548666,1950.9292068900004,0.0013276461,2049.0
293,19.350704,1773568,866,-0.0018996658,0.035302736,1773568,-0.01165926456451416,5.662195,6035.608240604401,1950.4329328500003,0.0031975429,2049.0
297,19.005903,1775616,867,-0.0018137346,0.009033203,1775616,-0.02783358097076416,5.635017,6042.586553096771,1950.3122210400002,0.001350702,2049.0
291,18.404202,1777664,868,-0.00040154732,0.013867187,1777664,0.06592017412185669,5.61415,6049.469037532806,1950.29151549,0.0012886657,2049.0
293,19.239357,1779712,869,-0.00025004047,0.0016601563,1779712,-0.023693203926086426,5.6209764,6056.4974048137665,1950.4646707500003,0.0003749915,2049.0
292,18.711153,1781760,870,-0.0011078282,0.024169922,1781760,0.02133125066757202,5.636899,6063.4679226875305,1950.37910742,0.0021260376,2049.0
294,18.578753,1783808,871,-0.001126741,0.012158203,1783808,0.019103705883026123,5.6464643,6070.482692956924,1950.5184365099997,0.0013800566,2049.0
285,18.614769,1785856,872,-0.0008660294,0.014990235,1785856,0.03812485933303833,5.6374187,6077.431536912918,1950.76550207,0.0014726052,2049.0
289,18.715008,1787904,873,-0.0024153108,0.026904296,1787904,0.00045484304428100586,5.6335363,6084.60656452179,1950.4573565599997,0.002452781,2049.0
292,18.420132,1789952,874,-0.0007881198,0.02578125,1789952,0.048619747161865234,5.6488547,6091.694034576416,1950.3978155099999,0.00225944,2049.0
292,18.893095,1792000,875,-0.0019136965,0.02319336,1792000,-0.01870250701904297,5.651012,6098.697709798813,1950.4027006100002,0.0019453876,2049.0
286,18.19253,1794048,876,1.6195152e-05,0.0023925782,1794048,0.06269031763076782,5.654067,6105.708796262741,1950.4603438299998,0.00043820863,2049.0
289,19.087887,1796096,877,-0.00015964847,0.0011230469,1796096,0.016339659690856934,5.6512485,6112.853990316391,1950.6819858399997,0.00029835326,2049.0
290,18.831661,1798144,878,-0.0010011566,0.016015625,1798144,-0.006822943687438965,5.652713,6119.937925815582,1950.7166476599998,0.0013580895,2049.0
286,18.59587,1800192,879,-0.0018820514,0.019677734,1800192,0.028468966484069824,5.6649127,6126.978600978851,1950.75808939,0.0016855173,2049.0
291,18.573004,1802240,880,-0.00018676226,0.01303711,1802240,0.05760657787322998,5.670769,6134.1389718055725,1950.6757769499998,0.0015277758,2049.0
286,18.134392,1804288,881,-0.0023410365,0.02060547,1804288,0.08989399671554565,5.6749434,6141.1735010147095,1951.14824178,0.0019101684,2049.0
291,19.217266,1806336,882,-0.00041887973,0.011816407,1806336,-0.005250096321105957,5.685605,6148.318633556366,1951.7743147900003,0.0011081926,2049.0
295,18.749489,1808384,883,-0.00049882464,0.004345703,1808384,0.0535656213760376,5.690864,6155.341411113739,1951.4377997400004,0.00062052207,2049.0
289,18.468754,1810432,884,-0.00091930444,0.019140625,1810432,0.04725635051727295,5.686549,6162.2792427539825,1951.6803141900004,0.0018159617,2049.0
295,19.039577,1812480,885,-0.0027285626,0.03017578,1812480,0.016386747360229492,5.6861773,6169.36360168457,1951.6501511100003,0.0026006412,2049.0
287,19.067062,1814528,886,-0.00041561673,0.014941406,1814528,-0.007199406623840332,5.693817,6176.303214073181,1951.7063255500002,0.0013862113,2049.0
290,18.904547,1816576,887,0.00010118754,0.0029785156,1816576,0.013066768646240234,5.701175,6183.438781738281,1951.94611489,0.0005147079,2049.0
288,18.507572,1818624,888,-0.0025006414,0.024316406,1818624,0.04598438739776611,5.7009997,6190.501179933548,1952.5037097,0.002221068,2049.0
290,18.84391,1820672,889,-0.0013593786,0.024267578,1820672,0.03097689151763916,5.700829,6197.589527130127,1952.83783146,0.0020419215,2049.0
289,18.981203,1822720,890,-0.00027810328,0.0052246093,1822720,0.007885932922363281,5.7035832,6204.637271404266,1952.8513211099998,0.00071498734,2049.0
294,18.096127,1824768,891,-0.0045378623,0.037646484,1824768,0.1277613639831543,5.7157793,6211.718117952347,1953.1641780300001,0.0034919172,2049.0
295,18.877247,1826816,892,-0.0012268566,0.01640625,1826816,0.0019268393516540527,5.720416,6218.666141271591,1953.2943672700003,0.0016792264,2049.0
290,18.894985,1828864,893,-0.0044124173,0.030810546,1828864,0.030199706554412842,5.7169333,6225.608699560165,1953.35590152,0.0024810024,2049.0
288,18.566889,1830912,894,-0.00040349877,0.0071289064,1830912,0.02989882230758667,5.730208,6232.6671233177185,1953.38944512,0.0009837608,2049.0
288,18.912823,1832960,895,-0.0009785917,0.020263672,1832960,0.05484193563461304,5.7296567,6239.776900291443,1953.836601,0.0018673431,2049.0
295,18.992496,1835008,896,-0.0016315661,0.021435548,1835008,0.010189056396484375,5.7130995,6246.886090755463,1954.3250368,0.001976379,2049.0
290,18.421627,1837056,897,-0.0018066221,0.009912109,1837056,0.08532524108886719,5.7073393,6253.823290109634,1954.59174493,0.0010775193,2049.0
286,18.966482,1839104,898,-0.0015594973,0.016455078,1839104,-0.020482540130615234,5.7191496,6260.875933647156,1954.8124922399998,0.0014868143,2049.0
288,18.711727,1841152,899,-0.00013402072,0.00546875,1841152,0.045011818408966064,5.724566,6268.0251042842865,1954.8948584399998,0.0007883642,2049.0
288,18.656042,1843200,900,-0.00120933,0.014111328,1843200,0.024478137493133545,5.7253647,6275.130749464035,1954.6084202299994,0.0015058159,2049.0
291,18.888165,1845248,901,-0.0028562075,0.026416015,1845248,0.01638132333755493,5.7163534,6282.224996089935,1954.7837141599998,0.002354716,2049.0
285,19.077885,1847296,902,-0.0017131465,0.028710937,1847296,0.008156418800354004,5.7073307,6289.258344173431,1955.4440388199992,0.0024896269,2049.0
283,18.462385,1849344,903,-0.00067128066,0.010205078,1849344,0.06619608402252197,5.7133923,6296.425384044647,1955.3691978499994,0.0010487961,2049.0
287,18.73175,1851392,904,-0.0024571356,0.032568358,1851392,0.05690920352935791,5.7219596,6303.6508848667145,1955.4903743999998,0.0027646783,2049.0
292,18.278782,1853440,905,-0.0008593172,0.014111328,1853440,0.12092763185501099,5.725293,6310.783164978027,1955.7167030799997,0.001327636,2049.0
287,18.320831,1855488,906,-0.001401538,0.017675782,1855488,0.15432637929916382,5.7339563,6317.78731751442,1955.8209588099999,0.0016367305,2049.0
287,19.009007,1857536,907,-0.0010885677,0.010644531,1857536,0.041606366634368896,5.7420473,6324.906942605972,1955.67723852,0.0012829285,2049.0
287,19.519657,1859584,908,-0.0004567523,0.013476563,1859584,-0.020958781242370605,5.7450686,6332.03670167923,1955.8804037199998,0.0013390003,2049.0
291,19.192572,1861632,909,-0.0016060624,0.03652344,1861632,0.011397838592529297,5.754739,6339.149983167648,1955.9124065099998,0.0029053302,2049.0
287,19.006626,1863680,910,-0.00095709076,0.015722657,1863680,0.05762600898742676,5.760514,6346.186280965805,1956.14394052,0.0014481986,2049.0
286,19.123722,1865728,911,-0.001159448,0.021777343,1865728,0.02633655071258545,5.7545905,6353.319629669189,1956.23007265,0.0020256483,2049.0
290,18.21114,1867776,912,-0.002742753,0.039501954,1867776,0.15470796823501587,5.745942,6360.467521429062,1956.2361483000004,0.0033179112,2049.0
289,19.187704,1869824,913,-0.002130483,0.019384766,1869824,0.04982399940490723,5.742125,6367.513720750809,1956.7407867100003,0.0018535306,2049.0
291,18.997124,1871872,914,-0.0005760294,0.012451172,1871872,0.020336449146270752,5.732917,6374.599140167236,1957.0092611,0.0012546957,2049.0
286,19.35783,1873920,915,-0.0017840422,0.03754883,1873920,-0.044756412506103516,5.741233,6381.635594844818,1956.8629615300001,0.0028631794,2049.0
284,18.71391,1875968,916,-0.0008474584,0.013818359,1875968,0.054540932178497314,5.7596827,6388.789722919464,1956.4333630099998,0.0013705438,2049.0
287,19.23549,1878016,917,-0.0018410459,0.016796876,1878016,-0.021045923233032227,5.778161,6395.977723121643,1956.6221844499998,0.0015595964,2049.0
292,18.960773,1880064,918,-0.00022721438,0.013769532,1880064,-0.019225001335144043,5.789251,6403.100366830826,1956.32598541,0.0012977964,2049.0
290,19.050861,1882112,919,-0.0012455384,0.014355469,1882112,-0.0019441843032836914,5.7923117,6410.094476222992,1956.17560421,0.0013698216,2049.0
287,19.036104,1884160,920,-0.00011171043,0.008251953,1884160,-0.0007712841033935547,5.800598,6417.155556917191,1955.97297739,0.00094490807,2049.0
289,19.26009,1886208,921,-0.00049216754,0.023535157,1886208,0.0068122148513793945,5.7945375,6424.279687643051,1955.8682078699997,0.002114942,2049.0
289,19.378706,1888256,922,-0.0019610259,0.027978515,1888256,0.015043854713439941,5.795974,6431.366718053818,1956.1384626499996,0.0026902698,2049.0
292,18.920578,1890304,923,-1.7484988e-05,0.0089355465,1890304,0.016570329666137695,5.794212,6438.4421446323395,1955.97252957,0.0011317048,2049.0
289,19.07679,1892352,924,0.0005218602,0.008740234,1892352,0.008350253105163574,5.786736,6445.45258808136,1955.7148917799998,0.00097074016,2049.0
291,19.158524,1894400,925,-0.0010308739,0.025585938,1894400,0.021103382110595703,5.7781,6452.530391454697,1955.6165980800004,0.0022827343,2049.0
287,19.184193,1896448,926,-0.0010257841,0.013134765,1896448,0.0022566914558410645,5.77378,6459.562960147858,1955.5507112399998,0.0013302133,2049.0
287,18.699482,1898496,927,1.1350698e-05,0.005126953,1898496,0.06582164764404297,5.7713704,6466.680261135101,1955.82852243,0.0007443298,2049.0
290,19.450657,1900544,928,-0.0028289382,0.032666016,1900544,-0.0045244693756103516,5.773726,6473.800475358963,1955.71727262,0.002876528,2049.0
290,18.585667,1902592,929,-0.00068859034,0.010302735,1902592,0.0707176923751831,5.778617,6480.85009098053,1955.3179184699998,0.0011235962,2049.0
288,18.931618,1904640,930,-0.0016910093,0.01796875,1904640,-0.009803533554077148,5.7708235,6487.907715797424,1955.71506847,0.0018076617,2049.0
286,19.036892,1906688,931,-0.00044542085,0.009960937,1906688,-0.0039942264556884766,5.759817,6495.005263566971,1955.7238811199998,0.0010505578,2049.0
290,18.655834,1908736,932,-0.003313745,0.03857422,1908736,0.042945921421051025,5.7610664,6502.157867431641,1956.1842007799999,0.0034172807,2049.0
287,18.766691,1910784,933,-0.0018864846,0.01484375,1910784,0.03090536594390869,5.777868,6509.212937116623,1956.3240196400002,0.0015722209,2049.0
286,18.874702,1912832,934,-0.0013456999,0.03461914,1912832,0.01797199249267578,5.8026233,6516.338598251343,1956.57600144,0.002773263,2049.0
289,18.721294,1914880,935,6.4380976e-05,0.012109375,1914880,-0.0008696317672729492,5.8099694,6523.48593878746,1956.3707286299996,0.0012616772,2049.0
287,18.93137,1916928,936,-0.0011540022,0.0056152344,1916928,-0.006029367446899414,5.805175,6530.557415008545,1956.5901032099996,0.0009714449,2049.0
288,18.982847,1918976,937,-0.0018376373,0.008105469,1918976,0.013053953647613525,5.7942624,6537.673172712326,1956.9356489099996,0.0009702629,2049.0
288,18.438145,1921024,938,-0.0011228616,0.017333984,1921024,0.08345311880111694,5.808795,6544.777827262878,1956.9065510399998,0.0015637807,2049.0
286,18.7145,1923072,939,-0.0010518542,0.01640625,1923072,0.08099949359893799,5.828525,6551.877686023712,1957.30819724,0.0014754863,2049.0
291,18.80684,1925120,940,-0.00014250234,0.007714844,1925120,0.021507680416107178,5.839835,6559.031051635742,1957.5649181099998,0.00086405623,2049.0
291,18.93641,1927168,941,-0.0004883866,0.005566406,1927168,0.048509836196899414,5.844121,6566.052456617355,1957.76961575,0.0007553565,2049.0
285,18.58195,1929216,942,-0.001164018,0.015478516,1929216,0.07015788555145264,5.84888,6573.086220741272,1957.8041566699999,0.0014946151,2049.0
291,18.786253,1931264,943,-0.0015754716,0.013232422,1931264,0.08381319046020508,5.847083,6580.25092625618,1957.25442254,0.0014261681,2049.0
288,19.307125,1933312,944,-0.0007056096,0.013818359,1933312,-0.0012902021408081055,5.845061,6587.28043961525,1957.31736515,0.0013657522,2049.0
292,34.88024,1935360,945,-0.0017418128,0.0041503906,1935360,0.12102687358856201,5.8548536,6594.377305030823,1942.98724266,0.00087633065,2033.92
292,18.976978,1937408,946,-0.00032420974,0.011914062,1937408,-0.015197992324829102,5.867545,6601.386518001556,1942.8850271499998,0.0011436689,2033.92
295,18.57986,1939456,947,-0.004653449,0.0359375,1939456,0.10771238803863525,5.861354,6608.39245057106,1942.7483332300003,0.002842262,2033.92
290,18.255808,1941504,948,-0.002232491,0.019824218,1941504,0.05925571918487549,5.8585033,6615.337056398392,1942.34278013,0.0018092205,2033.92
290,18.449306,1943552,949,-0.0013209389,0.011621093,1943552,0.09249842166900635,5.863282,6622.394111633301,1942.5428714600002,0.0011435354,2033.92
298,18.47367,1945600,950,-0.003048899,0.035888672,1945600,0.09496128559112549,5.8699493,6629.457079410553,1942.2490718899999,0.0029687006,2033.92
289,18.945168,1947648,951,-0.0013618523,0.011865234,1947648,-0.01629459857940674,5.875259,6636.313452959061,1942.0334743899998,0.0013677746,2033.92
287,18.412737,1949696,952,-0.00041750036,0.011572266,1949696,0.06989520788192749,5.8718743,6643.399710893631,1941.80232203,0.0012770377,2033.92
292,18.489738,1951744,953,-0.0015204094,0.021630859,1951744,0.06836515665054321,5.8764577,6650.513599395752,1941.64211893,0.0020731888,2033.92
287,19.351513,1953792,954,-0.00023520211,0.004248047,1953792,-0.0003873109817504883,5.8839865,6657.522404909134,1941.47346702,0.0006924566,2033.92
