fps,value_loss,serial_timesteps,n_updates,policy_loss,clipfrac,total_timesteps,explained_variance,policy_entropy,time_elapsed,ep_reward_mean,approxkl,ep_len_mean
291,18.863277,792576,387,-0.0018922616,0.039404295,792576,0.015327811241149902,3.6297348,2655.760974884033,1925.7472279600001,0.0036108927,2023.28
290,18.882006,794624,388,-0.00495688,0.068798825,794624,0.03802299499511719,3.647002,2662.791120290756,1925.7321826100003,0.005235551,2023.28
296,18.77105,796672,389,-0.0011599403,0.02368164,796672,0.035768866539001465,3.6519954,2669.833915948868,1925.38131167,0.002148632,2023.28
294,18.618172,798720,390,-0.001523794,0.027246093,798720,0.02294445037841797,3.661447,2676.7363669872284,1925.2909485000005,0.002587013,2023.28
295,18.121172,800768,391,-0.0024797113,0.024023438,800768,0.0735439658164978,3.689301,2683.690863609314,1925.2772155000005,0.002399811,2023.28
297,18.88955,802816,392,-0.0022721677,0.03779297,802816,0.023666858673095703,3.7071526,2690.612601995468,1925.6569701900007,0.003485186,2023.28
295,18.978401,804864,393,-0.0026972028,0.04111328,804864,-0.009155631065368652,3.7100651,2697.5060510635376,1925.8637772000004,0.0037283308,2023.28
295,16.707468,806912,394,-0.0007916201,0.025097657,806912,0.21759033203125,3.72324,2704.4487698078156,1923.9961364500004,0.0025444548,2021.55
294,18.923176,808960,395,-0.00078731496,0.018994141,808960,-0.002009749412536621,3.7231822,2711.3833796977997,1924.0623635900004,0.0020637864,2021.55
297,19.140995,811008,396,-0.00073647546,0.017431641,811008,-0.0061075687408447266,3.7143607,2718.348788022995,1923.7242363200005,0.0019971298,2021.55
293,32.62377,813056,397,-0.0015584544,0.016796876,813056,0.2524847388267517,3.7312808,2725.2323429584503,1903.2013271100002,0.0017281619,2000.9
295,18.88488,815104,398,-0.0010291456,0.01850586,815104,0.017348289489746094,3.7473474,2732.20592045784,1903.41273023,0.0021032863,2000.9
294,19.03272,817152,399,-0.00093431806,0.012890625,817152,0.0037994980812072754,3.7581089,2739.1361050605774,1903.5049378200001,0.0014076269,2000.9
292,18.874796,819200,400,-0.00079565786,0.011230469,819200,0.00859600305557251,3.7746787,2746.0909032821655,1903.58919893,0.0013399723,2000.9
292,18.11077,821248,401,-0.002398278,0.04501953,821248,0.05659747123718262,3.780084,2753.09645652771,1903.6515223300003,0.0037807294,2000.9
295,17.51396,823296,402,-0.0018734684,0.028857421,823296,0.17416203022003174,3.7859015,2760.0989077091217,1903.73775159,0.0027778102,2000.9
292,18.487644,825344,403,-0.0003100102,0.024902344,825344,0.030505836009979248,3.78992,2767.029163122177,1904.0014904400002,0.0024796296,2000.9
295,18.46853,827392,404,-0.0006706609,0.0049804687,827392,0.09260183572769165,3.788625,2774.0225648880005,1904.32052328,0.00089791056,2000.9
293,17.91448,829440,405,-0.0024889747,0.015722657,829440,0.13461750745773315,3.7954826,2780.9484646320343,1904.4120487699997,0.0016955972,2000.9
297,17.97541,831488,406,-0.001747529,0.028515626,831488,0.08485919237136841,3.819783,2787.9289498329163,1903.0782118700001,0.0025665462,1999.2
296,18.828194,833536,407,-0.0010843615,0.015234375,833536,0.026153922080993652,3.8261895,2794.8128077983856,1903.2031902200001,0.0019002131,1999.2
294,17.080704,835584,408,-0.0035472382,0.03017578,835584,0.2300817370414734,3.8248906,2801.7291271686554,1903.1494009400003,0.0027921083,1999.2
293,18.535795,837632,409,-0.0020689578,0.033496093,837632,0.04287010431289673,3.8293853,2808.694129705429,1903.3031426400003,0.0028909598,1999.2
296,18.718964,839680,410,-0.002057191,0.02084961,839680,0.046865642070770264,3.8292,2815.6839668750763,1903.6169569700005,0.0024949964,1999.2
292,19.189524,841728,411,-0.0015393794,0.021826172,841728,-0.018205881118774414,3.8301377,2822.5828273296356,1903.2524689600004,0.0022772034,1999.2
295,18.684704,843776,412,-0.0047678514,0.024023438,843776,0.07228320837020874,3.8343537,2829.5789728164673,1902.9006159000005,0.0024590795,1999.2
295,18.963882,845824,413,-0.0015122577,0.02470703,845824,-0.0024671554565429688,3.851577,2836.513003587723,1903.1457519000003,0.002276,1999.2
292,18.936111,847872,414,-0.00014817492,0.004931641,847872,0.037425875663757324,3.864777,2843.4564962387085,1912.6856479900005,0.0011197863,2008.82
293,19.04816,849920,415,-0.0010613464,0.021289062,849920,0.010675013065338135,3.875239,2850.4596400260925,1923.2042757200002,0.0023098912,2019.83
290,17.827309,851968,416,-0.0007249146,0.015625,851968,0.15525221824645996,3.8785877,2857.4416394233704,1923.75470253,0.0019672827,2019.83
293,18.17049,854016,417,-0.003100927,0.049707033,854016,0.1060250997543335,3.8853889,2864.483941078186,1923.8640495900001,0.0042188717,2019.83
294,18.592167,856064,418,-0.00080076355,0.019580077,856064,0.07107853889465332,3.88698,2871.4629378318787,1924.2450366700004,0.0023394688,2019.83
293,19.266296,858112,419,-0.0021237936,0.022265624,858112,-0.0015681982040405273,3.8886495,2878.4202613830566,1924.0204381100004,0.0023976113,2019.83
295,19.22755,860160,420,-0.0017365845,0.043164063,860160,0.0014677047729492188,3.8836968,2885.411640882492,1923.92384288,0.0037758022,2019.83
294,18.904026,862208,421,-0.0018408162,0.027832031,862208,0.023702800273895264,3.8753624,2892.334568500519,1924.31784277,0.0028420805,2019.83
292,19.281403,864256,422,-0.0002996307,0.0048828125,864256,0.016004502773284912,3.8662705,2899.2946693897247,1924.7875502499999,0.00071966613,2019.83
291,19.036873,866304,423,-0.00079593377,0.0147949215,866304,0.007166564464569092,3.8688176,2906.294968366623,1924.7818141399998,0.0016896192,2019.83
289,18.755985,868352,424,0.00037253328,0.020458985,868352,0.01943117380142212,3.8793473,2913.3175976276398,1924.63628037,0.0021923578,2019.83
290,18.844852,870400,425,-0.0031677852,0.036376953,870400,0.045065343379974365,3.8780773,2920.3884201049805,1924.7224372,0.0036064736,2019.83
292,18.167934,872448,426,-0.0006325179,0.023144532,872448,0.07217139005661011,3.8721337,2927.435601711273,1924.8672884399996,0.002546132,2019.83
290,18.687906,874496,427,0.0009857786,0.021289062,874496,0.011358261108398438,3.8779876,2934.431782722473,1925.1435943799997,0.0019435395,2019.83
291,19.021486,876544,428,-0.001531053,0.032226562,876544,0.025519967079162598,3.8960068,2941.478191614151,1924.9742647399999,0.0030995687,2019.83
295,18.494738,878592,429,-0.00021082998,0.0039550783,878592,0.03791403770446777,3.9069061,2948.4974048137665,1924.5589817100001,0.00095809076,2019.83
291,18.462797,880640,430,-0.0023473967,0.04116211,880640,0.03814208507537842,3.9127364,2955.432750940323,1924.47466666,0.0036522981,2019.83
291,18.198215,882688,431,-0.0017091278,0.04042969,882688,0.0961952805519104,3.9104161,2962.462955236435,1924.33474552,0.0035089185,2019.83
291,17.88166,884736,432,-0.0025861121,0.019873047,884736,0.09931027889251709,3.9047751,2969.479427576065,1924.2690198300002,0.0020091909,2019.83
296,19.092274,886784,433,-0.00041978798,0.0016601563,886784,-0.018107056617736816,3.8940368,2976.5042469501495,1924.3535220000003,0.0006547517,2019.83
293,18.53648,888832,434,-0.003381358,0.027832031,888832,0.057398200035095215,3.8812268,2983.406098127365,1924.7021737799996,0.002501071,2019.83
293,18.592026,890880,435,-0.0049815825,0.027490234,890880,0.03593647480010986,3.885667,2990.379100561142,1924.9560772300001,0.0023801092,2019.83
290,19.430607,892928,436,-0.0013611127,0.011914062,892928,-0.02910792827606201,3.8885741,2997.3704977035522,1925.0703115000003,0.0015893995,2019.83
291,19.198643,894976,437,-0.0019323431,0.021826172,894976,-0.05680108070373535,3.890161,3004.4258601665497,1925.3620693100002,0.0025502078,2019.83
293,18.969028,897024,438,-0.0031450395,0.038427733,897024,0.0031502842903137207,3.8953576,3011.4445009231567,1925.2830362900004,0.003540783,2019.83
293,18.745443,899072,439,-0.0007844884,0.01928711,899072,0.025413095951080322,3.8980336,3018.4349348545074,1925.4908643100002,0.0019976196,2019.83
292,18.171492,901120,440,-0.0019061913,0.01665039,901120,0.08155810832977295,3.8966231,3025.4167850017548,1925.1280720900004,0.0019039598,2019.83
292,19.251812,903168,441,-0.000852151,0.024365235,903168,-0.03724551200866699,3.898114,3032.4156579971313,1925.2760357900002,0.002352281,2019.83
292,17.881552,905216,442,-0.0012565948,0.014355469,905216,0.09164243936538696,3.9026947,3039.4198372364044,1925.6085162,0.0016186122,2019.83
294,18.0135,907264,443,-0.0005503571,0.0068359375,907264,0.12653297185897827,3.907847,3046.4205763339996,1925.8962647,0.0010794662,2019.83
292,18.430075,909312,444,-0.0010283459,0.025732422,909312,0.10209554433822632,3.9143224,3053.3831198215485,1925.8478392200004,0.002461655,2019.83
292,19.344769,911360,445,-0.00071583764,0.018359374,911360,-0.013311505317687988,3.9200962,3060.380705833435,1925.6969174100002,0.0021890015,2019.83
296,19.271046,913408,446,-0.0028405492,0.051220704,913408,-0.039643168449401855,3.9236767,3067.3781654834747,1925.6319045400003,0.004230288,2019.83
295,18.422533,915456,447,-0.0034086928,0.038867187,915456,0.05012708902359009,3.9176838,3074.279170513153,1925.62741462,0.0033230665,2019.83
294,17.710587,917504,448,-0.003369762,0.03364258,917504,0.10108679533004761,3.9186726,3081.2197222709656,1925.54225276,0.0030656047,2019.83
293,18.743254,919552,449,-0.0025453258,0.022265624,919552,-0.00562596321105957,3.9267812,3088.1856713294983,1925.53196174,0.0022491948,2019.83
292,18.181557,921600,450,-0.005941675,0.047167968,921600,0.06513357162475586,3.9208004,3095.1572453975677,1925.49344213,0.0041559725,2019.83
293,18.810005,923648,451,-0.0013592349,0.024023438,923648,0.016606390476226807,3.910955,3102.1669833660126,1925.51975243,0.0025441423,2019.83
291,18.158236,925696,452,-0.0020563616,0.032080077,925696,0.06659215688705444,3.9074745,3109.1506357192993,1925.8127015499997,0.0030515376,2019.83
287,18.47868,927744,453,-0.0023884163,0.019628907,927744,0.006979167461395264,3.9074695,3116.1740469932556,1925.55990237,0.00251835,2019.83
289,17.916998,929792,454,-0.0019549364,0.023339843,929792,0.08505469560623169,3.900251,3123.2973823547363,1926.05406952,0.0025631136,2019.83
290,18.480083,931840,455,0.00043560294,0.03491211,931840,0.09480732679367065,3.9023845,3130.384003162384,1925.9844886100002,0.0032478687,2019.83
290,19.568323,933888,456,-0.003250633,0.04741211,933888,-0.019269227981567383,3.911734,3137.432550430298,1925.96243785,0.004074696,2019.83
291,15.012744,935936,457,-0.0006990362,0.017333984,935936,0.3140181303024292,3.9264596,3144.477432489395,1926.11293232,0.0019214457,2019.83
290,18.163975,937984,458,-0.0011067304,0.016015625,937984,0.0479695200920105,3.9284968,3151.5152485370636,1925.87267706,0.0018616619,2019.83
288,16.775951,940032,459,-0.00047440798,0.013867187,940032,0.2804933786392212,3.9104939,3158.569168806076,1925.37921264,0.001976027,2019.83
291,16.634354,942080,460,-0.0025133335,0.029394532,942080,0.2556593418121338,3.9103436,3165.661871910095,1925.3184853400003,0.0026100155,2019.83
287,14.727911,944128,461,-0.0031534233,0.02060547,944128,0.3794406056404114,3.9198031,3172.6851246356964,1922.11049629,0.002229953,2016.65
289,17.478954,946176,462,-0.0019498293,0.017871093,946176,0.19354718923568726,3.9248376,3179.800905942917,1922.1634508600002,0.0017878155,2016.65
286,17.184893,948224,463,-0.0035759818,0.058642577,948224,0.2005055546760559,3.942746,3186.865897655487,1922.03742949,0.004800719,2016.65
287,18.300287,950272,464,-0.0022279026,0.027734375,950272,0.10272955894470215,3.965316,3194.0050842761993,1921.8968228499996,0.0024935878,2016.65
293,18.28397,952320,465,-0.0018054314,0.027734375,952320,0.14402341842651367,3.9730523,3201.131587743759,1921.38120362,0.0027094982,2016.65
289,17.749645,954368,466,-0.00048596584,0.017089844,954368,0.19997775554656982,3.9749165,3208.1005144119263,1925.8389753699998,0.0020651994,2021.74
290,17.340363,956416,467,-0.0017392479,0.016748047,956416,0.1398942470550537,3.980598,3215.165631532669,1926.20229766,0.0019672948,2021.74
290,17.537735,958464,468,-0.0010058125,0.026220703,958464,0.1281779408454895,3.9933705,3222.210146665573,1926.30338181,0.002632475,2021.74
288,16.915415,960512,469,-0.0023861171,0.040966798,960512,0.21945065259933472,3.9975255,3229.2626769542694,1926.67177283,0.0040593473,2021.74
290,18.902351,962560,470,-0.0012158967,0.028173828,962560,0.05317544937133789,3.9904075,3236.3512015342712,1927.3343901199996,0.0029521675,2021.74
288,18.759449,964608,471,-0.0011488358,0.052783202,964608,0.049965500831604004,3.9840722,3243.405562400818,1927.44742587,0.0045403903,2021.74
287,18.901989,966656,472,-0.00027855887,0.034179688,966656,0.03321641683578491,3.9926949,3250.496693134308,1927.76031605,0.0031396777,2021.74
293,19.241964,968704,473,-0.00070523936,0.026806641,968704,0.008740246295928955,4.0106273,3257.623792886734,1927.3950576900002,0.0025919545,2021.74
296,16.054749,970752,474,-0.0022254884,0.043310545,970752,0.3107806444168091,4.01762,3264.6011097431183,1927.50586034,0.0039363094,2021.74
292,18.752708,972800,475,-0.0026426502,0.04448242,972800,0.05100119113922119,4.026352,3271.5194261074066,1927.2192840400003,0.0037377602,2021.74
290,18.452093,974848,476,-0.00043687457,0.0041503906,974848,0.08795768022537231,4.027434,3278.537298679352,1927.16346334,0.00082012854,2021.74
292,19.063019,976896,477,-0.001996116,0.05102539,976896,0.016453266143798828,4.018083,3285.5899777412415,1926.87284456,0.004196633,2021.74
285,18.176044,978944,478,-0.00014031783,0.02080078,978944,0.06736129522323608,4.0237627,3292.601781606674,1926.86870388,0.002061933,2021.74
289,19.307932,980992,479,-0.000694856,0.0146484375,980992,0.017705261707305908,4.0287695,3299.7863771915436,1926.8136262800003,0.0021425376,2021.74
292,18.268805,983040,480,-0.0014998218,0.051757812,983040,0.060907065868377686,4.0385633,3306.8584752082825,1926.73653277,0.0043121325,2021.74
292,19.185139,985088,481,-0.002583613,0.038330078,985088,-0.04148828983306885,4.0468926,3313.8565545082092,1926.3452270800003,0.003466085,2021.74
293,16.788212,987136,482,-0.0010172226,0.02709961,987136,0.15781646966934204,4.060318,3320.862372159958,1925.7824747999998,0.0023384916,2021.74
294,19.11038,989184,483,-0.00044548992,0.02080078,989184,-0.004136204719543457,4.084849,3327.849737882614,1925.84664512,0.0021761185,2021.74
289,17.648722,991232,484,-0.0022294328,0.030273438,991232,0.17713510990142822,4.0857816,3334.800496816635,1925.65052776,0.0029027318,2021.74
290,17.892572,993280,485,-0.003303375,0.046142578,993280,0.09477835893630981,4.0847893,3341.8842294216156,1925.6766384700002,0.0038216983,2021.74
286,18.694971,995328,486,-0.0019280104,0.015429688,995328,0.03019082546234131,4.101705,3348.9404973983765,1925.7831886799997,0.0016820729,2021.74
289,18.358753,997376,487,-0.001275026,0.028222656,997376,0.08630269765853882,4.123101,3356.1007900238037,1925.96122076,0.0025174478,2021.74
290,18.914867,999424,488,-0.003942159,0.039501954,999424,0.0409088134765625,4.1491737,3363.173745393753,1926.54517382,0.0035209726,2021.74
290,18.581287,1001472,489,-0.00090887316,0.021044921,1001472,0.05473548173904419,4.1611643,3370.2226209640503,1926.7783290600003,0.002135744,2021.74
288,18.848259,1003520,490,-0.000574662,0.015380859,1003520,0.036090195178985596,4.167515,3377.2835001945496,1927.09703266,0.0018582899,2021.74
288,19.437967,1005568,491,-0.0022890326,0.04951172,1005568,0.005371749401092529,4.167081,3384.384053707123,1927.38060046,0.004160261,2021.74
288,18.468369,1007616,492,-0.0027930657,0.054638673,1007616,0.10942095518112183,4.177742,3391.484776496887,1927.59802165,0.004524976,2021.74
290,19.521088,1009664,493,-0.001475652,0.020117188,1009664,-0.04813718795776367,4.181775,3398.5906794071198,1929.45057609,0.0022735132,2023.47
284,18.727413,1011712,494,3.4112025e-05,0.014404297,1011712,0.031045079231262207,4.179331,3405.652804851532,1929.0688992199998,0.001698429,2023.47
285,19.355143,1013760,495,-0.0006703883,0.017724609,1013760,0.004317045211791992,4.1874743,3412.855133295059,1929.37215527,0.001854939,2023.47
285,19.332783,1015808,496,0.00019064524,0.0015625,1015808,-0.02385854721069336,4.1981044,3420.0287647247314,1937.33571577,0.00061273953,2031.54
285,18.265623,1017856,497,-0.0014991481,0.02241211,1017856,0.10704362392425537,4.2085624,3427.2024314403534,1949.6619603600002,0.0023287577,2044.12
288,19.29976,1019904,498,7.67197e-05,0.0010742188,1019904,0.005079329013824463,4.216753,3434.3814730644226,1949.8045066999998,0.00046747582,2044.12
289,18.248592,1021952,499,-0.0022836227,0.037158202,1021952,0.08486318588256836,4.227638,3441.483382701874,1949.93621528,0.0031217507,2044.12
288,18.923603,1024000,500,-0.0011566064,0.035351563,1024000,0.05777674913406372,4.237415,3448.5700538158417,1949.55437285,0.003243072,2044.12
286,18.578285,1026048,501,-0.0036270537,0.044189453,1026048,0.06200706958770752,4.257149,3455.6752922534943,1949.7971641499998,0.003586193,2044.12
289,19.180681,1028096,502,-0.0011674899,0.016455078,1028096,0.002875387668609619,4.2771163,3462.831780433655,1949.60084231,0.0018430445,2044.12
287,19.12098,1030144,503,-0.0024118582,0.04008789,1030144,-0.032157301902770996,4.287804,3469.8963375091553,1949.0467822899998,0.0034436216,2044.12
289,18.609179,1032192,504,-0.0009356941,0.01977539,1032192,0.022897064685821533,4.294337,3477.028750181198,1948.63649347,0.0021919704,2044.12
286,16.898245,1034240,505,-0.0015263909,0.03354492,1034240,0.18965768814086914,4.285572,3484.1109433174133,1948.0326241100001,0.0032505107,2044.12
286,18.559391,1036288,506,-0.0028113455,0.03725586,1036288,0.06788170337677002,4.2887254,3491.2511010169983,1949.5260492000002,0.0035264324,2045.82
290,18.724197,1038336,507,-0.0014585725,0.047753908,1038336,0.028729140758514404,4.2987905,3498.3987057209015,1949.44125387,0.0041191997,2045.82
291,18.522709,1040384,508,-0.0009997563,0.011865234,1040384,0.02991008758544922,4.3119,3505.4537703990936,1949.2066363,0.0015545161,2045.82
282,18.818985,1042432,509,-0.0019204352,0.028125,1042432,0.010059595108032227,4.321907,3512.4738483428955,1949.0911477599998,0.0024671587,2045.82
289,18.218351,1044480,510,-0.00014182445,0.015966797,1044480,0.05076783895492554,4.323902,3519.7234268188477,1949.1112152499998,0.0019346466,2045.82
287,18.458616,1046528,511,-0.002162078,0.034960937,1046528,0.044333040714263916,4.3259964,3526.8105585575104,1949.22161098,0.002974234,2045.82
288,19.211542,1048576,512,-0.0013661108,0.016796876,1048576,-0.0005998611450195312,4.3344107,3533.929394721985,1949.30185739,0.0020046965,2045.82
287,18.80938,1050624,513,-0.0001872534,0.019091796,1050624,0.032914936542510986,4.3396945,3541.025989294052,1949.51356825,0.0023684427,2045.82
289,18.899431,1052672,514,-0.000990779,0.0040527345,1052672,0.021397411823272705,4.3372493,3548.1631503105164,1949.49733585,0.0009129752,2045.82
287,18.775032,1054720,515,-0.0006778375,0.00859375,1054720,0.04800981283187866,4.331019,3555.2482454776764,1949.6113534999997,0.0015255775,2045.82
286,19.355,1056768,516,-5.0216746e-05,0.009619141,1056768,0.0065634846687316895,4.32953,3562.362956762314,1949.7268402699995,0.0014040733,2045.82
287,18.391798,1058816,517,-0.000189902,0.012744141,1058816,0.06317555904388428,4.3259416,3569.5212314128876,1949.4944893199995,0.0014124087,2045.82
287,17.88413,1060864,518,-0.0064475713,0.09257813,1060864,0.11473274230957031,4.3272524,3576.654799938202,1949.0348191199994,0.0077337725,2045.82
285,19.096615,1062912,519,-0.0026445314,0.04272461,1062912,-0.02294135093688965,4.336993,3583.791859149933,1949.3430695399993,0.0038046055,2045.82
288,18.5183,1064960,520,-0.00074778247,0.015820313,1064960,0.07005226612091064,4.351305,3590.971493959427,1949.3215507799996,0.0017005487,2045.82
287,18.039516,1067008,521,-0.0015573007,0.028857421,1067008,0.12551361322402954,4.3660254,3598.0832114219666,1949.2620327599996,0.0027083016,2045.82
287,18.445698,1069056,522,-0.0041301297,0.040771484,1069056,0.04605531692504883,4.36195,3605.211431980133,1948.5996398399998,0.0033490006,2045.82
283,18.268276,1071104,523,-0.0048622573,0.052001953,1071104,0.07637983560562134,4.3646827,3612.3353395462036,1948.23043762,0.004203115,2045.82
286,18.871082,1073152,524,-0.004087635,0.042333983,1073152,0.05556970834732056,4.374627,3619.571338415146,1948.47577039,0.0037040424,2045.82
288,18.319365,1075200,525,-0.003379165,0.039892577,1075200,0.050195515155792236,4.377312,3626.7232990264893,1948.52461915,0.0035773725,2045.82
286,19.134954,1077248,526,-0.00034091814,0.013232422,1077248,-0.014867424964904785,4.37423,3633.8302850723267,1948.17909636,0.0016406917,2045.82
289,18.188828,1079296,527,-0.00059536455,0.036035158,1079296,0.08421003818511963,4.373522,3640.9788913726807,1948.1347383900002,0.0033350843,2045.82
288,18.804165,1081344,528,-0.0004169583,0.0125488285,1081344,-0.0277252197265625,4.369159,3648.047567844391,1948.0030629299997,0.0015996424,2045.82
288,18.465282,1083392,529,-0.0010105399,0.021191407,1083392,0.04183399677276611,4.369272,3655.15602517128,1948.4688232600001,0.0020839404,2045.82
285,18.041813,1085440,530,4.9994025e-05,0.020019531,1085440,0.11732268333435059,4.380997,3662.2514429092407,1948.41276095,0.0019911337,2045.82
285,18.39555,1087488,531,-0.0036028635,0.04560547,1087488,0.06173890829086304,4.397317,3669.429224014282,1948.54763037,0.004237101,2045.82
288,18.25506,1089536,532,-0.0012391898,0.038232423,1089536,0.0868789553642273,4.412915,3676.624876976013,1949.0760088499997,0.0034849246,2045.82
286,19.118582,1091584,533,-0.0012165678,0.024609376,1091584,-5.3882598876953125e-05,4.420688,3683.733601808548,1949.4219592499999,0.002480486,2045.82
288,18.919348,1093632,534,-0.0021934095,0.045214843,1093632,0.009784519672393799,4.432001,3690.885598897934,1949.45232505,0.0039631207,2045.82
284,19.111614,1095680,535,-0.00020205075,0.008154297,1095680,-0.01352536678314209,4.432579,3697.981918811798,1949.8120315999997,0.0011033996,2045.82
288,18.68676,1097728,536,-0.0022390466,0.039501954,1097728,0.03482300043106079,4.4412284,3705.1862766742706,1949.8469665599998,0.0035148587,2045.82
288,19.339867,1099776,537,-0.0061394274,0.081884764,1099776,-0.02839028835296631,4.451497,3712.2984297275543,1949.63647665,0.0063835355,2045.82
286,17.963852,1101824,538,-0.0009891188,0.022070313,1101824,0.12435728311538696,4.4619765,3719.3910748958588,1949.9895617,0.0022010072,2045.82
289,17.945263,1103872,539,-0.001329443,0.028027344,1103872,0.12505096197128296,4.4783254,3726.5336713790894,1949.9798940400003,0.0024878574,2045.82
290,19.241407,1105920,540,-0.00016803197,0.018603515,1105920,-0.0037894248962402344,4.489983,3733.598232269287,1950.3542634599999,0.0019419959,2045.82
287,18.762245,1107968,541,6.209199e-05,0.026806641,1107968,0.042455077171325684,4.498973,3740.652090072632,1950.3236062100002,0.002370658,2045.82
289,18.892855,1110016,542,-0.0050029075,0.06318359,1110016,0.02880418300628662,4.495256,3747.782443523407,1950.37362806,0.0055342712,2045.82
291,19.447641,1112064,543,-0.00034093685,0.0064941407,1112064,-0.023115873336791992,4.48153,3754.849165201187,1950.25591257,0.00083905616,2045.82
288,18.697006,1114112,544,-0.0024372563,0.04902344,1114112,0.024242758750915527,4.488008,3761.8885946273804,1950.4230496399998,0.003954443,2045.82
284,19.020594,1116160,545,-0.0013784951,0.017285157,1116160,0.009227275848388672,4.510106,3768.9797189235687,1950.4726839699997,0.0017074539,2045.82
287,18.820349,1118208,546,-0.0012654233,0.028076172,1118208,0.04111969470977783,4.526202,3776.1709322929382,1950.4347427499995,0.0023661298,2045.82
287,19.069195,1120256,547,-0.00096136297,0.02368164,1120256,-0.0007628202438354492,4.5425696,3783.288323163986,1950.3743194399995,0.0021918097,2045.82
286,18.364767,1122304,548,-0.00041409404,0.0053222654,1122304,0.0377083420753479,4.555479,3790.4045209884644,1950.6014204499998,0.00096151384,2045.82
285,18.222841,1124352,549,-0.0026678238,0.046533205,1124352,0.08332276344299316,4.552101,3797.5514526367188,1950.67945636,0.0037277439,2045.82
285,18.366587,1126400,550,-0.0025811254,0.036572266,1126400,0.077889084815979,4.5534673,3804.7295389175415,1950.5150156700004,0.0035734815,2045.82
288,19.182713,1128448,551,-0.0012034664,0.01875,1128448,-0.03826034069061279,4.557603,3811.9156486988068,1950.5113917800002,0.0021615222,2045.82
284,18.276682,1130496,552,-0.00011831287,0.020263672,1130496,0.07286286354064941,4.563664,3819.022013425827,1950.1704364100003,0.002115592,2045.82
288,18.260952,1132544,553,-0.0019579607,0.027392577,1132544,0.062070608139038086,4.567984,3826.2273139953613,1950.1012541,0.0026040212,2045.82
292,18.462841,1134592,554,-0.001453128,0.018066406,1134592,0.04292482137680054,4.5711765,3833.3396213054657,1949.86156049,0.0016541102,2045.82
288,18.741816,1136640,555,-0.0046192072,0.02236328,1136640,0.011891305446624756,4.5837493,3840.354957342148,1949.7566742999998,0.0021611631,2045.82
291,18.579592,1138688,556,-0.0008376384,0.018652344,1138688,0.023401081562042236,4.5882607,3847.4504573345184,1950.0163401799998,0.002126576,2045.82
290,19.311897,1140736,557,-0.0012573989,0.016503906,1140736,0.024136364459991455,4.5923758,3854.478638648987,1950.3064548299997,0.0018338587,2045.82
290,19.333149,1142784,558,-0.0012390858,0.027783204,1142784,-0.0483250617980957,4.600301,3861.52973651886,1950.2567412500002,0.002699666,2045.82
287,18.998615,1144832,559,-0.0012681294,0.03017578,1144832,-0.0075501203536987305,4.606367,3868.5754957199097,1950.6982656199998,0.0029413924,2045.82
289,19.085226,1146880,560,-0.0047312966,0.064697266,1146880,-0.016422152519226074,4.6163163,3875.689942598343,1950.65636857,0.0049498016,2045.82
290,19.024523,1148928,561,-0.0010895228,0.0072265626,1148928,-0.003431081771850586,4.620098,3882.7539393901825,1953.61351875,0.0010468643,2049.0
290,19.17954,1150976,562,-0.0026102613,0.034228515,1150976,-0.007339835166931152,4.6108427,3889.7942249774933,1953.7664203100003,0.0031460016,2049.0
288,18.328032,1153024,563,-0.002072433,0.043066405,1153024,0.06416082382202148,4.618486,3896.846289873123,1953.36657882,0.0035487066,2049.0
291,18.371235,1155072,564,-0.00256319,0.044433594,1155072,0.056491732597351074,4.631547,3903.939844608307,1953.62277963,0.0037396555,2049.0
289,18.979277,1157120,565,-0.0014184995,0.028564453,1157120,-0.011447429656982422,4.645072,3910.9720771312714,1953.9689773899997,0.0024349405,2049.0
292,17.726635,1159168,566,-0.0012188053,0.032421876,1159168,0.12296545505523682,4.6492167,3918.039436817169,1954.2591114599993,0.0032385061,2049.0
290,17.949415,1161216,567,-0.00043222524,0.014892578,1161216,0.14308404922485352,4.651988,3925.0357661247253,1953.7330134799995,0.0016571885,2049.0
291,18.354317,1163264,568,-0.0006748563,0.017822266,1163264,0.041670143604278564,4.6577477,3932.0831084251404,1953.75754667,0.0020493239,2049.0
293,17.995453,1165312,569,-0.0014177988,0.021435548,1165312,0.10543078184127808,4.661315,3939.120574235916,1953.05999647,0.0022467426,2049.0
293,18.26987,1167360,570,0.00027305115,0.008056641,1167360,0.058595240116119385,4.6631627,3946.109051465988,1952.2650131999999,0.0011639395,2049.0
295,19.023754,1169408,571,-0.0006206441,0.012060547,1169408,0.02541804313659668,4.667791,3953.092824459076,1952.2853928200002,0.001529718,2049.0
295,19.10439,1171456,572,-0.0016766622,0.035742186,1171456,-0.0015949010848999023,4.6626635,3960.0195705890656,1952.3894621200002,0.0034633242,2049.0
297,18.22572,1173504,573,-0.0035872005,0.07993164,1173504,0.07842504978179932,4.664335,3966.9565358161926,1952.8704487200002,0.005915838,2049.0
292,18.370512,1175552,574,-0.002270678,0.039746094,1175552,0.04587423801422119,4.6698036,3973.842913866043,1952.7883738600003,0.0036870628,2049.0
294,18.521591,1177600,575,-0.002110845,0.0375,1177600,0.019295573234558105,4.677166,3980.8475880622864,1952.9165763600001,0.003400303,2049.0
296,18.413074,1179648,576,-0.00031714045,0.007519531,1179648,0.03200268745422363,4.692792,3987.811314344406,1952.9056354000004,0.0011999815,2049.0
