ep_len_mean,n_updates,fps,ep_reward_mean,serial_timesteps,clipfrac,total_timesteps,time_elapsed,value_loss,approxkl,explained_variance,policy_loss,policy_entropy
1901.81,349,297,1809.8841397300002,714752,0.0045898436,714752,2338.575446128845,18.53687,0.00092378014,0.05086696147918701,-0.00072488753,3.6926823
1901.81,350,300,1809.76884772,716800,0.02451172,716800,2345.450527191162,18.577679,0.0022812411,0.046241700649261475,-0.0027598809,3.7054667
1920.86,351,299,1828.1240039499999,718848,0.015332031,718848,2352.2797389030457,18.194403,0.0017321452,0.07883989810943604,-0.00093292503,3.71256
1935.27,352,299,1842.3474403299997,720896,0.021240234,720896,2359.1178166866302,18.572073,0.0022521734,0.04062545299530029,-0.0014080845,3.7144463
1948.91,353,296,1855.4103835,722944,0.022021484,722944,2365.961142063141,18.745316,0.0023533865,0.05602532625198364,-0.0013007557,3.7182336
1955.47,354,292,1861.8148991500002,724992,0.0108886715,724992,2372.8677122592926,19.057875,0.001656956,0.033155739307403564,-0.0005832592,3.719165
1958.89,355,298,1865.05237456,727040,0.026904296,727040,2379.8626985549927,18.211971,0.002517209,0.15432393550872803,-0.0008537352,3.7279096
1958.89,356,298,1865.33286928,729088,0.025439452,729088,2386.72141623497,19.13859,0.0026762106,-0.009446144104003906,-0.002239442,3.736929
1962.5,357,300,1869.2636412999993,731136,0.03022461,731136,2393.587042093277,18.849884,0.0029487475,0.012326538562774658,-0.003669488,3.745641
1962.5,358,299,1869.3837680699994,733184,0.040966798,733184,2400.4131507873535,18.502499,0.003492256,0.10185098648071289,-0.0032403027,3.7587833
1962.5,359,297,1869.1306298499994,735232,0.04018555,735232,2407.2572524547577,19.63983,0.0034489078,-0.056221723556518555,-0.0021570078,3.7675567
1962.49,360,294,1869.0861453299995,737280,0.05419922,737280,2414.137159347534,12.958586,0.004612231,0.5148967206478119,-0.004733014,3.7774506
1967.22,361,299,1873.87008548,739328,0.013183594,739328,2421.0947403907776,19.296316,0.0016520113,0.020286977291107178,-0.0008729954,3.7811928
1967.22,362,303,1873.59403827,741376,0.06762695,741376,2427.9376287460327,17.916403,0.005560935,0.12054818868637085,-0.0041472744,3.7801604
1970.34,363,296,1877.1953464700002,743424,0.008544922,743424,2434.696354866028,19.174511,0.0012803848,0.0024059414863586426,-0.0005221801,3.7788653
1982.93,364,301,1889.1103825300004,745472,0.027148437,745472,2441.5986642837524,17.529465,0.0027285803,0.1484408974647522,-0.002704847,3.7751606
1982.93,365,294,1888.8572044600003,747520,0.028320312,747520,2448.3931975364685,18.547932,0.0029110273,0.03973579406738281,-0.00020281135,3.7828312
1989.75,366,297,1895.28929371,749568,0.020068359,749568,2455.344588279724,16.460611,0.0020868245,0.18517464399337769,0.00014580131,3.7911706
1989.75,367,301,1895.51547628,751616,0.01821289,751616,2462.231776237488,19.155886,0.0021432033,-0.007520198822021484,-0.00065880833,3.7959378
1989.75,368,299,1895.67744335,753664,0.005859375,753664,2469.0332021713257,19.101513,0.0007948315,-0.0036497116088867188,-0.00039670587,3.7979176
1989.75,369,299,1896.2787709499999,755712,0.044287108,755712,2475.880149126053,18.723255,0.0036982945,0.04957246780395508,-0.0040844767,3.804259
1989.75,370,299,1896.5392088199997,757760,0.052978516,757760,2482.7253844738007,18.631687,0.004240819,0.02054738998413086,-0.0028876024,3.804932
1989.75,371,301,1896.40616835,759808,0.03666992,759808,2489.5587995052338,18.557669,0.0031734805,0.01902991533279419,-0.000963937,3.812207
1989.75,372,297,1896.22809857,761856,0.004296875,761856,2496.353750705719,18.742754,0.0008057578,0.05892336368560791,0.0002303659,3.82436
1989.75,373,297,1896.07649285,763904,0.01928711,763904,2503.2514550685883,19.184849,0.0018223437,-0.007243752479553223,-0.00047682677,3.8414922
1989.75,374,298,1896.0179675099998,765952,0.029199218,765952,2510.131106376648,18.593458,0.002748208,0.05460399389266968,-0.001302103,3.8588505
1990.54,375,299,1896.7171792699999,768000,0.034326173,768000,2517.0016951560974,18.395617,0.0028749618,0.01948714256286621,-0.00469697,3.8820176
2008.81,376,297,1913.8942465899997,770048,0.006982422,770048,2523.8449749946594,18.80991,0.0009660095,0.02168142795562744,-0.0007017835,3.903714
2008.81,377,301,1913.6822855099997,772096,0.04951172,772096,2530.7366819381714,18.535732,0.0039481823,0.055551111698150635,-0.0020288615,3.9071088
2008.81,378,296,1913.9134180299995,774144,0.021289062,774144,2537.543229341507,17.508015,0.0020522699,0.08389586210250854,-0.0020289258,3.907903
2008.81,379,297,1913.9296697699995,776192,0.03540039,776192,2544.447913169861,18.922665,0.0032181614,0.006099104881286621,-0.0025270921,3.9235904
2008.81,380,301,1914.1295934599996,778240,0.034179688,778240,2551.336839914322,18.572071,0.003170643,0.0234525203704834,-0.0016252222,3.9345188
2008.81,381,302,1913.93467955,780288,0.02475586,780288,2558.128868818283,19.017786,0.0028905345,-0.033557772636413574,-0.0017266383,3.9344673
2008.81,382,303,1913.57032554,782336,0.0418457,782336,2564.8949613571167,18.667313,0.0036401327,0.05996108055114746,-0.0017415753,3.943079
2008.81,383,296,1913.28604241,784384,0.026513672,784384,2571.643461704254,18.757244,0.0026130094,0.026575148105621338,-0.0035973855,3.9499068
2008.81,384,300,1912.8730254699997,786432,0.031445313,786432,2578.5593769550323,18.690683,0.002922854,-0.0032465457916259766,-0.0013659556,3.9568572
2008.81,385,302,1912.76879436,788480,0.009912109,788480,2585.379248857498,19.018034,0.0016620366,0.00645214319229126,1.1839962e-05,3.954731
2008.81,386,297,1913.10188391,790528,0.027490234,790528,2592.1570801734924,18.712715,0.0027335729,0.004544079303741455,-0.0004234962,3.9489186
2008.81,387,301,1912.8258396400001,792576,0.015234375,792576,2599.0427951812744,18.896055,0.001956293,0.0512843132019043,-0.0011249294,3.9439235
2005.6,388,301,1909.0007061000003,794624,0.0234375,794624,2605.829419374466,17.05476,0.0024328397,0.21344834566116333,-0.001032906,3.937488
2005.6,389,301,1908.47461762,796672,0.019677734,796672,2612.613251209259,18.503334,0.0020576194,0.026217401027679443,-0.0008691206,3.936914
2005.6,390,294,1907.7006195899999,798720,0.021533202,798720,2619.418494939804,18.58372,0.002225801,0.008691251277923584,-0.00097372243,3.9355996
2005.6,391,301,1908.1621773499999,800768,0.01694336,800768,2626.3771810531616,18.98524,0.0020284879,0.013331115245819092,-0.00086200965,3.9323628
1991.78,392,300,1894.3550416600003,802816,0.020507812,802816,2633.1802475452423,34.583935,0.0022696985,0.1766858696937561,-0.001370438,3.9349065
1985.96,393,304,1888.6491661399998,804864,0.012304688,804864,2639.9874444007874,18.528624,0.0015426837,0.11842983961105347,-0.0027627281,3.92424
1985.96,394,305,1888.4936818299998,806912,0.057421874,806912,2646.709233522415,17.986242,0.0046678823,0.07651841640472412,-0.006313441,3.9130204
1985.96,395,294,1888.67177974,808960,0.04472656,808960,2653.422960996628,18.749475,0.0037933197,-0.02095770835876465,-0.0019273047,3.9332695
1985.96,396,304,1888.8553717999996,811008,0.012158203,811008,2660.3747889995575,18.07623,0.0012753706,0.06961655616760254,-0.00036069524,3.9604332
1985.96,397,296,1889.0072162600002,813056,0.02998047,813056,2667.1132316589355,18.287155,0.0027152158,0.03428751230239868,-0.001803663,3.9866645
1985.96,398,299,1889.27476285,815104,0.029589843,815104,2674.0288619995117,17.646637,0.0028629513,0.10624778270721436,-0.0010816557,3.9966636
1985.96,399,297,1889.3446497,817152,0.043603517,817152,2680.8580181598663,18.857927,0.0039489428,0.03720545768737793,-0.0041095656,3.9944897
1985.96,400,296,1889.2441976000002,819200,0.013232422,819200,2687.7375798225403,18.723043,0.0015899921,0.07579129934310913,-0.0011443789,3.9921708
1985.96,401,295,1889.81319052,821248,0.028759766,821248,2694.6536808013916,18.405458,0.002842872,0.06984704732894897,-0.0025728191,3.9901261
1985.96,402,293,1889.7781592400002,823296,0.015283203,823296,2701.5854122638702,18.60616,0.001887439,0.04496049880981445,-0.0011050779,3.990951
1985.96,403,289,1889.82589922,825344,0.016259765,825344,2708.561193227768,18.50052,0.0019339875,0.04580795764923096,-0.00066093047,3.9981647
1985.96,404,288,1890.2396666700004,827392,0.0045410157,827392,2715.648546934128,18.73817,0.00075682043,0.031194090843200684,-6.603314e-05,4.0085506
1985.96,405,273,1890.20725764,829440,0.01303711,829440,2722.7503147125244,17.711987,0.001703894,0.1214299201965332,-0.0005841601,4.0002384
1985.96,406,276,1890.6677086400002,831488,0.028466797,831488,2730.250262260437,19.367193,0.0026073088,0.012152552604675293,-0.0010777453,4.000856
1985.96,407,256,1890.3972664,833536,0.039208986,833536,2737.673130750656,19.097218,0.0034829073,-0.003870248794555664,-0.0029087453,4.011632
1995.28,408,256,1899.36603561,835584,0.009960937,835584,2745.665185689926,18.890955,0.0016161414,0.011005818843841553,-0.00078095647,4.0190673
2002.73,409,270,1906.4100800200001,837632,0.019238282,837632,2753.645665884018,18.916504,0.002042717,0.02527034282684326,-0.000989951,4.023267
2002.73,410,277,1906.0799324500001,839680,0.015771484,839680,2761.2094242572784,18.8573,0.0017536187,0.04056364297866821,-0.0010225173,4.027914
2002.73,411,271,1905.7644157800003,841728,0.04121094,841728,2768.592036008835,19.086384,0.0032230117,-0.030376672744750977,-0.0040718145,4.0352407
2002.73,412,265,1905.5376804,843776,0.0020996095,843776,2776.1347510814667,18.588776,0.0006460968,0.040924072265625,0.00012940553,4.0380607
2002.73,413,264,1905.7436405499998,845824,0.055078126,845824,2783.8543660640717,18.609432,0.0045686914,-0.00790250301361084,-0.0045545897,4.038146
2002.73,414,264,1905.95260527,847872,0.005078125,847872,2791.593234062195,19.08868,0.00091596006,-0.0081559419631958,0.00033050135,4.043331
2002.73,415,268,1906.1722378300003,849920,0.005761719,849920,2799.3408303260803,18.690594,0.0009740006,-0.004246354103088379,-0.0005282882,4.044377
2002.73,416,267,1906.1167340700003,851968,0.023925781,851968,2806.957955121994,17.842112,0.0024121176,0.11667060852050781,-0.0009849349,4.06326
2002.73,417,280,1905.48844325,854016,0.028564453,854016,2814.604683637619,18.785458,0.0028573337,-0.017577290534973145,-0.0018005155,4.075994
2002.73,418,270,1905.32047387,856064,0.027978515,856064,2821.9015493392944,18.391968,0.002659662,0.029409587383270264,-0.0019281125,4.0735226
2002.73,419,274,1905.3476014700002,858112,0.0039550783,858112,2829.4653260707855,18.510647,0.0010182082,0.03400450944900513,-0.0016414976,4.0609255
2002.73,420,272,1905.28660613,860160,0.021044921,860160,2836.917900323868,18.948603,0.0022729926,-0.02943098545074463,-0.00095688493,4.050477
2002.73,421,266,1905.42279113,862208,0.028808594,862208,2844.446243286133,16.51805,0.0027532256,0.2447229027748108,-0.0018923307,4.04874
2002.73,422,265,1905.38985455,864256,0.046875,864256,2852.1291332244873,18.206064,0.0038541895,0.11108767986297607,-0.0034805622,4.055457
