policy_loss,fps,n_updates,serial_timesteps,ep_reward_mean,value_loss,approxkl,explained_variance,ep_len_mean,clipfrac,policy_entropy,time_elapsed,total_timesteps
-0.005116634,433,29,59392,185.9071757037037,2.0483754,0.0039346665,0.3204890489578247,730.1111111111111,0.046972655,1.4073281,142.97061157226562,59392
-0.0063302317,375,30,61440,188.73535023170732,1.1758008,0.004103872,0.7019027471542358,741.170731707317,0.050488282,1.4059159,147.70095896720886,61440
-0.002003131,409,31,63488,190.691828373494,3.8538895,0.0023466167,0.5689679086208344,745.6385542168674,0.021630859,1.4040405,153.15062308311462,63488
-0.004213496,398,32,65536,196.70875210714289,3.3063111,0.0032395907,0.631292849779129,759.9404761904761,0.034179688,1.4036491,158.1575915813446,65536
-0.00024499808,392,33,67584,201.47012412790698,3.021337,0.0020786324,0.0474429726600647,772.9302325581396,0.014990235,1.4030235,163.29738068580627,67584
-0.0045581693,376,34,69632,206.25121196551723,2.05744,0.00405521,0.039732515811920166,787.5977011494252,0.048046876,1.4108865,168.51600170135498,69632
-0.0056054792,414,35,71680,210.23893892045453,1.3731484,0.0042983415,0.3995661735534668,801.9318181818181,0.046289064,1.4132681,173.95445132255554,71680
-0.00258344,412,36,73728,214.8999472696629,1.6206166,0.0040196693,0.26136040687561035,815.943820224719,0.047265626,1.4145324,178.89300799369812,73728
-0.0008955918,393,37,75776,217.53277108791207,2.6699772,0.0023096674,0.10284996032714844,825.4505494505495,0.021582032,1.4179713,183.85602259635925,75776
-0.0022119551,344,38,77824,222.05805104347826,2.2659903,0.0034836275,0.12045592069625854,838.75,0.037402343,1.4231342,189.05683135986328,77824
-0.0047739004,403,39,79872,226.18675165591395,1.7831789,0.004179446,0.5011151731014252,850.3333333333334,0.04423828,1.4188044,195.00926423072815,79872
-0.00030128245,412,40,81920,225.92823570833332,2.9217112,0.0025895361,0.14245659112930298,849.1354166666666,0.027148437,1.4167142,200.08385610580444,81920
-0.0013682556,380,41,83968,230.08357910309275,1.7209784,0.0034432677,0.4456291198730469,861.5051546391752,0.035009764,1.4285793,205.04739665985107,83968
-0.0014926848,380,42,86016,229.18652028571427,1.5431224,0.002302485,0.4318735599517822,858.5918367346939,0.016308594,1.4237478,210.43691849708557,86016
-0.0035833258,418,43,88064,234.66805551000002,2.28132,0.0033026983,0.1748787760734558,876.49,0.035107423,1.4172603,215.8243350982666,88064
-0.0013186602,430,44,90112,239.70234553000003,2.0520282,0.002666542,0.28570854663848877,892.9,0.02446289,1.4199859,220.71874260902405,90112
-0.0026116986,412,45,92160,241.60795574,2.0596526,0.0037144306,0.5228694081306458,891.52,0.038183592,1.4122511,225.48875212669373,92160
-0.0043883487,370,46,94208,242.73934433000002,1.4098442,0.0044800057,0.4771080017089844,888.52,0.05292969,1.4165375,230.45144653320312,94208
-0.0020859845,387,47,96256,242.04824227,2.5979302,0.0044470383,0.4840572476387024,878.4,0.051416017,1.4199809,235.97485542297363,96256
-0.0046437215,403,48,98304,242.27529465,2.0046244,0.004214865,0.2707511782646179,875.18,0.049853515,1.4292228,241.26526498794556,98304
-0.0025209968,383,49,100352,244.40650093,3.3129106,0.0036975208,0.37652891874313354,875.18,0.040234376,1.4376378,246.3462474346161,100352
-0.0024270548,400,50,102400,247.20687398,3.8005664,0.0029508101,0.40702754259109497,879.77,0.030957032,1.4350094,251.68869733810425,102400
-0.0024857656,372,51,104448,250.56148655,2.468088,0.0027631551,0.491938054561615,885.75,0.026904296,1.4304178,256.7998380661011,104448
-0.00096418103,364,52,106496,256.45780885,3.2983894,0.0034082904,0.3720352053642273,899.15,0.03691406,1.4233625,262.2954227924347,106496
-0.0014457407,410,53,108544,264.27397286999997,4.9349437,0.0020203353,0.4271807074546814,915.04,0.016064454,1.4165938,267.91001081466675,108544
-0.00068217906,400,54,110592,269.91582327,2.8459227,0.0033332687,0.4704400897026062,929.95,0.03745117,1.414284,272.90167784690857,110592
-0.002458107,391,55,112640,276.39128055000003,2.539214,0.003450236,0.3160374164581299,948.28,0.038427733,1.4164135,278.0116283893585,112640
-0.0015096193,386,56,114688,282.77430904,2.1979547,0.003640902,0.405392587184906,966.93,0.038085938,1.415739,283.2500174045563,114688
-0.0015767717,402,57,116736,287.97574033,1.821146,0.0048100697,0.23168420791625977,985.13,0.058886718,1.411757,288.5507035255432,116736
-0.0033275192,367,58,118784,293.41737415,1.7338241,0.003414847,0.4154090881347656,1002.56,0.03779297,1.4165175,293.6403079032898,118784
-0.0025196956,402,59,120832,295.87757593000003,1.3466983,0.0044179074,0.6200153827667236,1010.34,0.051123045,1.4239454,299.2074987888336,120832
-0.0009586824,402,60,122880,301.11976473,2.179987,0.0030993794,0.3499048948287964,1028.85,0.03339844,1.4258857,304.29250955581665,122880
-0.0028293417,390,61,124928,307.62896093,2.109171,0.0039876364,0.4737768769264221,1047.59,0.04663086,1.4227548,309.3833258152008,124928
-0.002735547,411,62,126976,312.33354893,2.0200088,0.0033928666,0.4482070803642273,1062.22,0.036621094,1.4162365,314.6323118209839,126976
-0.004217417,383,63,129024,319.05322304000003,2.3734577,0.0039218725,0.5681262612342834,1080.27,0.04550781,1.4140724,319.6122953891754,129024
-0.0028124484,390,64,131072,325.62502646,2.2630048,0.0038640597,0.62195685505867,1098.51,0.04243164,1.41939,324.9534990787506,131072
-0.0026814558,410,65,133120,331.10375369,2.0555396,0.004019839,0.5231810808181763,1115.51,0.045410156,1.4129325,330.1975827217102,133120
-0.0038853283,387,66,135168,335.91881322,1.9499861,0.004588889,0.6794321835041046,1130.73,0.052978516,1.4121175,335.19034218788147,135168
-0.0049227546,372,67,137216,347.7530226999999,3.6341782,0.004361571,0.5433765351772308,1162.29,0.051416017,1.4147623,340.4760057926178,137216
-0.0034208882,421,68,139264,354.70576270999993,2.920773,0.0038471394,0.40266138315200806,1180.43,0.042041015,1.4154617,345.9686014652252,139264
-0.0013919745,422,69,141312,359.88854948999995,2.0918891,0.004280406,0.5546648502349854,1198.65,0.04873047,1.4078995,350.8275339603424,141312
-0.0013932596,391,70,143360,366.34448577999996,2.8913372,0.003791945,0.5938052237033844,1214.46,0.042626955,1.4066924,355.67761182785034,143360
-0.0028108838,389,71,145408,368.46702642,1.8468153,0.003978687,0.7400802671909332,1220.55,0.046923827,1.409794,360.916729927063,145408
-0.0013912298,389,72,147456,376.15046458999996,3.7596989,0.0035796736,0.6340458393096924,1238.82,0.03828125,1.3972828,366.1801896095276,147456
-0.0035664565,380,73,149504,382.78265303,2.7420194,0.0045107873,0.6171359121799469,1251.67,0.053466797,1.3910648,371.44543647766113,149504
-0.0037683405,406,74,151552,384.69239932000005,2.644288,0.004647347,0.6219927668571472,1252.88,0.05649414,1.3958765,376.8227970600128,151552
-0.004127315,392,75,153600,390.91268467000003,2.6405182,0.0052340818,0.6454591751098633,1271.72,0.064013675,1.4011376,381.86656165122986,153600
-0.0019730101,389,76,155648,397.78493471,3.2216694,0.005052046,0.6358321309089661,1290.8,0.060058594,1.4047714,387.0922782421112,155648
-0.00021111181,368,77,157696,405.00068542,4.79014,0.0036114939,0.5959863066673279,1306.12,0.04111328,1.4115064,392.35497188568115,157696
-0.002535522,395,78,159744,412.23373188,7.1183953,0.0044896686,0.5140716433525085,1320.9,0.053808592,1.4268435,397.91531586647034,159744
-0.0017483188,395,79,161792,415.75534673999994,4.8389926,0.00433152,0.6748422682285309,1325.85,0.05288086,1.4391007,403.0900945663452,161792
-0.0007210476,380,80,163840,419.96133065999993,2.6688762,0.0034934003,0.771626204252243,1335.17,0.039990235,1.441341,408.27267503738403,163840
-0.0014607197,363,81,165888,427.65753934,4.075608,0.0023787394,0.6393257081508636,1353.11,0.023486327,1.4472458,413.65163397789,165888
-0.0012392725,398,82,167936,439.3157427499999,5.5824013,0.003335144,0.5994892418384552,1379.52,0.029345702,1.4513026,419.28733134269714,167936
-0.0013813161,388,83,169984,446.54754410999993,3.3999512,0.0048472327,0.5027637779712677,1395.16,0.054833986,1.4455862,424.42494463920593,169984
-0.005428239,429,84,172032,449.94268533,2.445319,0.0053786426,0.7471838295459747,1402.96,0.064404294,1.4395716,429.6992280483246,172032
-0.004089111,419,85,174080,458.5173458500001,6.4411573,0.0050889784,0.5383756458759308,1420.68,0.06367187,1.4526727,434.4634304046631,174080
-0.004370141,397,86,176128,467.32412318,5.194273,0.004371618,0.6385470032691956,1436.11,0.054296874,1.4739664,439.3480887413025,176128
-0.0048317537,411,87,178176,475.02031056000015,4.166099,0.0053449566,0.7095113694667816,1452.61,0.06333008,1.4838274,444.49605894088745,178176
-0.0030524365,379,88,180224,484.11637780000007,5.96264,0.004035703,0.7011315226554871,1472.1,0.045556642,1.4888928,449.46926283836365,180224
-0.005431805,383,89,182272,488.49511321,6.3507266,0.0041751517,0.5820801258087158,1476.26,0.04848633,1.4998789,454.8719177246094,182272
-0.0028420698,373,90,184320,486.17848122000004,7.736135,0.004477021,0.6422758102416992,1463.06,0.047314454,1.504034,460.2142617702484,184320
-0.0027720667,389,91,186368,493.4860741,5.861868,0.0030916343,0.7151077389717102,1474.62,0.031640626,1.507847,465.70265007019043,186368
-0.0050587356,420,92,188416,495.50869345,9.603828,0.004571313,0.5710195302963257,1472.11,0.05419922,1.5129365,470.9652500152588,188416
-0.0032216671,378,93,190464,498.56020583,5.3630695,0.0034576263,0.6689431369304657,1472.11,0.03564453,1.520539,475.83994793891907,190464
-0.0015781358,375,94,192512,506.09771802999995,4.696569,0.0035163336,0.6087994277477264,1484.35,0.040136717,1.5335653,481.25147891044617,192512
-0.0026316743,410,95,194560,510.71310988000005,4.4703712,0.0041262265,0.6769605278968811,1490.1,0.04736328,1.5458465,486.71098136901855,194560
-0.0056144907,393,96,196608,510.80204679,3.3660178,0.0052605886,0.752139538526535,1487.34,0.061669923,1.5513586,491.69817996025085,196608
-0.0036052954,386,97,198656,503.94081845,5.7417555,0.005188329,0.6552490293979645,1463.41,0.06586914,1.5491257,496.90265107154846,198656
-0.0042293067,404,98,200704,503.12875305,5.6210504,0.0031602927,0.6665915846824646,1451.75,0.03339844,1.5516508,502.2006206512451,200704
-0.004375992,401,99,202752,507.8979826000001,5.2265406,0.005511555,0.6261764168739319,1458.49,0.064697266,1.5614629,507.2677400112152,202752
-0.0047017783,408,100,204800,509.89188430999997,8.403145,0.004954866,0.5888789892196655,1449.26,0.059228517,1.5624825,512.3717036247253,204800
-0.002672072,336,101,206848,514.87136619,5.364398,0.005115059,0.6862752437591553,1451.49,0.061865233,1.5550282,517.3895962238312,206848
-0.004231669,377,102,208896,510.80982804,9.64127,0.0035475292,0.6013184487819672,1429.99,0.04082031,1.5508864,523.468243598938,208896
-0.0013839732,391,103,210944,515.5180229199999,5.2106586,0.00489059,0.731029748916626,1436.88,0.055859376,1.5418675,528.8928880691528,210944
-0.003048477,419,104,212992,513.7490567099999,7.289653,0.0042687156,0.6249211132526398,1418.32,0.0453125,1.5352404,534.1247634887695,212992
-0.00287552,409,105,215040,512.89443279,3.9200969,0.0035486363,0.6037459373474121,1410.4,0.041308593,1.5487756,539.0121645927429,215040
-0.00248509,399,106,217088,515.66715732,4.2027283,0.0037030124,0.7331399619579315,1407.55,0.041992188,1.5545458,544.0183799266815,217088
-0.0022743442,347,107,219136,523.36538053,3.9019513,0.0048430846,0.651576429605484,1423.56,0.058691405,1.5622444,549.1412992477417,219136
-0.0030944147,390,108,221184,525.07268915,4.1775646,0.0060875933,0.5786149501800537,1423.56,0.07426758,1.5706213,555.0298194885254,221184
-0.003537447,386,109,223232,527.2874345199999,4.3919787,0.0040897387,0.5894896388053894,1424.89,0.04873047,1.5760238,560.2690243721008,223232
-0.0036613278,408,110,225280,533.99102492,6.9795694,0.0044256514,0.5560654699802399,1435.05,0.054785155,1.5796818,565.570276260376,225280
-0.0027491082,407,111,227328,541.62551101,4.525702,0.0053057345,0.7562980055809021,1448.93,0.064892575,1.5831732,570.5864863395691,227328
-0.003980187,427,112,229376,544.17849658,7.7418814,0.0069167106,0.6441331505775452,1446.64,0.074121095,1.5917462,575.6163280010223,229376
-0.00258196,401,113,231424,538.44167967,10.782118,0.004147287,0.5602597296237946,1416.17,0.04663086,1.6001362,580.4062063694,231424
-0.0037794313,418,114,233472,545.4171813,7.6118674,0.0065070665,0.6615720987319946,1424.63,0.082617186,1.6109117,585.5136344432831,233472
-0.0024979555,398,115,235520,544.0806333899999,7.794946,0.0040429826,0.5914360582828522,1413.36,0.042822264,1.6124661,590.4116430282593,235520
-0.00047264606,394,116,237568,545.92890541,8.794287,0.0040904405,0.7080862820148468,1409.18,0.048828125,1.613088,595.5530114173889,237568
-0.0065647485,405,117,239616,547.00589286,5.2116556,0.006037738,0.8028990030288696,1404.85,0.07763672,1.6197214,600.7473528385162,239616
-0.0022821904,408,118,241664,550.3854049,8.740311,0.003948682,0.6623807847499847,1403.09,0.046533205,1.6210934,605.8015854358673,241664
-0.0037614997,388,119,243712,551.56699818,4.1016,0.004119615,0.7001358270645142,1404.04,0.048046876,1.6289866,610.8158173561096,243712
-0.0067359516,392,120,245760,560.0332293199999,5.0691867,0.006631163,0.7013056874275208,1421.23,0.08632813,1.6387924,616.0822064876556,245760
-0.001747046,406,121,247808,566.3319212299999,9.688227,0.003985064,0.6867833733558655,1425.04,0.0440918,1.6400621,621.3040165901184,247808
-0.006734426,416,122,249856,564.66054198,4.6871214,0.0065238243,0.8039597272872925,1419.73,0.08276367,1.6455324,626.3495419025421,249856
-0.0004673639,385,123,251904,566.8181274799999,9.538909,0.0032890681,0.6547013223171234,1419.53,0.035302736,1.6482776,631.2728705406189,251904
-0.0030041684,423,124,253952,559.7299956499999,11.432133,0.003948276,0.6581866145133972,1388.88,0.043798827,1.6410307,636.5912265777588,253952
-0.0006748712,393,125,256000,561.2259693399999,9.44999,0.0059654275,0.7404634654521942,1372.46,0.0730957,1.6453485,641.4233965873718,256000
-0.002382626,418,126,258048,561.5300381800001,8.927801,0.0034689642,0.6894284784793854,1360.51,0.03803711,1.6471485,646.6286771297455,258048
-0.00020070032,416,127,260096,551.39468791,14.476656,0.0044838204,0.5305629372596741,1320.2,0.05263672,1.6448866,651.5188286304474,260096
-0.0062620444,400,128,262144,546.2553694999999,10.265931,0.0042831246,0.6237720251083374,1296.38,0.05292969,1.6389192,656.4385638237,262144
-0.0007398979,416,129,264192,538.8063189999999,13.326395,0.0038169562,0.6101349294185638,1266.26,0.04375,1.6449932,661.5587291717529,264192
-0.004594033,375,130,266240,529.6109258800001,12.973183,0.0044923383,0.7186765074729919,1227.31,0.05390625,1.6476195,666.473466873169,266240
-0.0006435614,422,131,268288,526.00344005,8.48806,0.003136569,0.6552236080169678,1213.71,0.032080077,1.6505009,671.9322922229767,268288
-0.0049382346,411,132,270336,515.3099020999999,12.628795,0.0058847093,0.6383279263973236,1176.61,0.0753418,1.6550163,676.780485868454,270336
-0.00043019158,389,133,272384,512.89385539,10.668636,0.002064809,0.6813217997550964,1162.03,0.01484375,1.6531862,681.7598257064819,272384
-0.004071002,390,134,274432,508.67785556,13.7218275,0.0035637007,0.6032637357711792,1147.86,0.042382814,1.6441362,687.0133056640625,274432
-0.0029677916,418,135,276480,507.16590095,18.951975,0.0034888715,0.563704639673233,1139.45,0.039697267,1.649605,692.2641966342926,276480
-0.00484384,398,136,278528,493.4281250199999,14.194208,0.005253985,0.6048350036144257,1103.84,0.06455078,1.6598513,697.1637833118439,278528
-0.0006625898,407,137,280576,486.56121228999996,13.378332,0.0057017445,0.7277038097381592,1080.12,0.06333008,1.6766866,702.30526304245,280576
-0.0045623025,422,138,282624,479.46278076000004,8.883071,0.0043772245,0.7308035492897034,1064.14,0.05234375,1.6835334,707.3378901481628,282624
3.0332292e-05,426,139,284672,471.71790747,9.706659,0.0046853004,0.7127853035926819,1044.79,0.055322267,1.6918713,712.1901018619537,284672
-0.003008467,412,140,286720,476.1282599599999,12.746282,0.0035887905,0.7100920379161835,1046.85,0.0390625,1.698076,716.9902513027191,286720
-0.0034183625,432,141,288768,480.78798654999997,14.340681,0.0043371497,0.6482594311237335,1051.22,0.052099608,1.7095839,721.9535481929779,288768
-0.004789834,423,142,290816,475.36161029000004,13.839747,0.0049426146,0.6758148074150085,1034.88,0.05913086,1.7057121,726.6858615875244,290816
-0.000991293,406,143,292864,469.22420173,13.019278,0.0029410685,0.6865269839763641,1019.6,0.029248048,1.697942,731.5261967182159,292864
-0.0030390816,376,144,294912,451.36794033999996,12.520816,0.0029063656,0.7678386569023132,977.55,0.03178711,1.6977135,736.5657706260681,294912
-0.003813944,413,145,296960,448.7626616500001,13.823305,0.004099497,0.6146233677864075,967.68,0.04609375,1.7039595,742.0067100524902,296960
-0.0023944464,415,146,299008,437.67989253,13.469861,0.004142592,0.6496122181415558,944.09,0.04458008,1.7010635,746.9592740535736,299008
-0.0064193755,383,147,301056,429.3353051,7.7327447,0.006104016,0.8010522425174713,926.71,0.076416016,1.6980278,751.8867788314819,301056
-0.0017950867,417,148,303104,435.31263484999994,10.064332,0.0033452187,0.7538827061653137,933.24,0.03779297,1.7135823,757.2287230491638,303104
0.00090891693,392,149,305152,432.47172639999997,12.334401,0.0034670823,0.774824857711792,923.32,0.035839844,1.7186167,762.1303606033325,305152
-0.002555906,406,150,307200,420.56102556999997,13.386778,0.0045510437,0.7521539032459259,893.56,0.05317383,1.717849,767.3489122390747,307200
-0.0003662547,421,151,309248,392.45498569999995,20.272997,0.003577665,0.5221412777900696,824.84,0.039013673,1.7182926,772.3900542259216,309248
-0.0039654244,413,152,311296,379.512018,22.58185,0.0034653514,0.5157707333564758,793.49,0.036083985,1.724225,777.254148721695,311296
-0.0012459051,389,153,313344,365.2438617699999,16.394293,0.003523936,0.699401319026947,760.38,0.040771484,1.7395223,782.2137548923492,313344
-0.002963914,432,154,315392,352.20944695000003,15.890834,0.0021114915,0.6931242048740387,731.86,0.02109375,1.7371638,787.4745328426361,315392
-0.0027954343,407,155,317440,327.10035710000005,14.258978,0.0027526708,0.6498589217662811,679.41,0.028515626,1.7392061,792.2064092159271,317440
-0.0019897963,393,156,319488,320.9694149,16.454184,0.004501077,0.6433959305286407,664.7,0.049365234,1.7338266,797.2379765510559,319488
-0.0004940267,392,157,321536,309.33169317,14.433947,0.0034167827,0.7060021162033081,643.86,0.036230467,1.724041,802.4503073692322,321536
-0.0035664649,393,158,323584,305.45683797000004,15.64442,0.0042600078,0.7157484889030457,635.16,0.046044923,1.7237555,807.6721994876862,323584
-0.005138916,402,159,325632,301.88513169000004,12.079004,0.004847725,0.7476514875888824,627.62,0.05859375,1.7288688,812.8777832984924,325632
-0.003627353,434,160,327680,295.91854449000004,16.024397,0.004091522,0.7181015610694885,615.48,0.04584961,1.7397211,817.9713666439056,327680
-0.0017614178,394,161,329728,289.09437266000003,11.523789,0.0035845186,0.7542283982038498,601.17,0.039160155,1.7432493,822.682124376297,329728
-0.005431998,430,162,331776,281.22505703999997,12.27672,0.0066634677,0.7315383851528168,585.36,0.07670899,1.7409887,827.8730735778809,331776
-0.0020756,415,163,333824,281.25892923000004,15.522131,0.0039015557,0.6368302702903748,583.88,0.046826173,1.742856,832.6302189826965,333824
-0.0020996737,431,164,335872,282.43799942000004,10.551125,0.005250917,0.7322048246860504,584.31,0.062060546,1.7444185,837.5579509735107,335872
-0.0019988911,379,165,337920,277.76673132,12.692067,0.003574346,0.7354626059532166,576.28,0.040234376,1.7421706,842.3084325790405,337920
-0.0051558996,411,166,339968,275.92927805999994,9.854399,0.0046903985,0.7961738258600235,570.64,0.055859376,1.7399323,847.7061874866486,339968
-0.0022023264,392,167,342016,275.33248119,10.057666,0.0039256155,0.6715235710144043,569.47,0.04916992,1.7414249,852.6902437210083,342016
-0.0026179296,403,168,344064,280.35377861,8.580645,0.0052933577,0.808522418141365,576.03,0.061767578,1.751364,857.9116849899292,344064
-0.0025193768,390,169,346112,279.32051778,12.787845,0.0033097584,0.7958578914403915,572.97,0.03642578,1.7607222,862.9892377853394,346112
-0.0029725954,425,170,348160,273.49911586999997,8.009752,0.003474071,0.7643201500177383,563.38,0.040771484,1.7648634,868.2354557514191,348160
-0.0080954265,396,171,350208,276.28368731,9.434339,0.005802732,0.8252973556518555,566.72,0.06894531,1.7753065,873.0447387695312,350208
-0.003949635,429,172,352256,278.19562956,10.811991,0.0047262968,0.770314946770668,569.03,0.057421874,1.7897476,878.2150311470032,352256
1.560077e-05,418,173,354304,284.2377824,15.186757,0.0026947495,0.7574710100889206,576.56,0.029394532,1.7927635,882.9829080104828,354304
0.00061431044,404,174,356352,285.95950585,11.145935,0.003435655,0.7556673586368561,578.54,0.036132812,1.7876953,887.8770060539246,356352
-0.0025309005,408,175,358400,287.61261765,9.101173,0.0029684394,0.8024379462003708,580.07,0.03173828,1.7904863,892.9381363391876,358400
-0.0026243408,436,176,360448,280.80721063000004,9.869291,0.0052786497,0.7706699520349503,569.08,0.058544923,1.8024887,897.9510605335236,360448
-0.0018500716,431,177,362496,283.82289915999996,12.162936,0.0040658484,0.7938262373209,573.57,0.047216795,1.8019329,902.6456639766693,362496
-0.0029717109,425,178,364544,282.75971864,11.475216,0.004051985,0.7666497081518173,572.25,0.04609375,1.8194708,907.3960196971893,364544
-0.00077089993,421,179,366592,287.86946176000004,7.924633,0.0028461763,0.8209464699029922,580.77,0.030273438,1.8319206,912.2148897647858,366592
-0.0038279525,429,180,368640,297.40682195,8.414488,0.004404689,0.8126731812953949,597.45,0.050439455,1.8296744,917.0780754089355,368640
-0.0017525867,412,181,370688,302.68896194,8.915119,0.0037594768,0.8114372044801712,606.51,0.041748047,1.8301389,921.843621969223,370688
-0.0012980534,396,182,372736,307.95095526999995,9.586195,0.0045301067,0.8137982189655304,615.66,0.045458984,1.8260348,926.814190864563,372736
-0.0026959467,400,183,374784,318.84403797999994,10.698089,0.0058052894,0.7376534640789032,631.26,0.07353516,1.8227028,931.9841420650482,374784
-0.0028083662,420,184,376832,333.26508034,11.8746195,0.0053865626,0.7808086425065994,655.39,0.06557617,1.8313878,937.0941679477692,376832
-0.005740124,425,185,378880,336.21704067999997,9.982266,0.0052472153,0.7665513455867767,660.53,0.06455078,1.8391157,941.9687697887421,378880
-0.0010458834,401,186,380928,346.06452303,8.369979,0.004433143,0.8387409299612045,675.38,0.04868164,1.8444407,946.785749912262,380928
-0.003253371,400,187,382976,349.9046092299999,5.6467757,0.008256233,0.8711916655302048,682.04,0.10454102,1.8430252,951.8925447463989,382976
-0.0019371815,408,188,385024,365.3685991599999,9.226533,0.004325409,0.821139857172966,706.03,0.04711914,1.8439506,957.0134809017181,385024
-0.0066185505,421,189,387072,368.17579005,6.334498,0.00509726,0.8412308394908905,711.28,0.061083984,1.8456377,962.0224463939667,387072
-0.0037384313,385,190,389120,373.45734876999995,5.6051993,0.0032530886,0.8844415917992592,719.77,0.03701172,1.842625,966.8874447345734,389120
-0.0015908983,407,191,391168,383.13114829,7.180333,0.0046987804,0.8187061995267868,735.41,0.05605469,1.8354437,972.2062530517578,391168
-0.0029656312,393,192,393216,393.25669287,9.512864,0.005616585,0.7359199821949005,751.24,0.06689453,1.834446,977.235212802887,393216
-0.0031640406,405,193,395264,403.59574280999993,8.670265,0.0046709296,0.745297372341156,768.12,0.056005858,1.8374075,982.4471387863159,395264
-0.0044015786,394,194,397312,412.30997912999993,6.6976013,0.005087135,0.8173227608203888,782.41,0.059033204,1.8253872,987.4948670864105,397312
-0.0016733606,396,195,399360,420.69795572999993,8.53018,0.008338244,0.7611787170171738,797.39,0.10014649,1.8090973,992.6926128864288,399360
