policy_loss,total_timesteps,n_updates,serial_timesteps,explained_variance,fps,ep_reward_mean,clipfrac,policy_entropy,value_loss,approxkl,ep_len_mean,time_elapsed
-0.0008801309,282624,138,282624,0.18011319637298584,253,715.82833565,0.021191407,1.8877008,22.962475,0.0023035505,895.17,1522.1367256641388
-0.0020900434,284672,139,284672,0.13033872842788696,395,732.19344256,0.026660156,1.8982322,19.682507,0.002738596,914.42,1530.210452079773
-0.0034565385,286720,140,286720,0.15964603424072266,368,748.8371344,0.020898437,1.9034204,19.520111,0.0023734441,933.63,1535.3855454921722
-0.0018967487,288768,141,288768,0.2624623775482178,393,765.2379904999999,0.012207031,1.9017627,19.315624,0.0015580492,952.55,1540.9519839286804
-0.004393253,290816,142,290816,0.10689449310302734,362,781.6203623899997,0.053369142,1.9020364,20.308502,0.004422874,971.59,1546.161503791809
-0.002656763,292864,143,292864,0.13431930541992188,293,798.49828466,0.0125,1.9107955,19.948711,0.0016622177,990.67,1551.8134207725525
-0.0031040185,294912,144,294912,0.0901716947555542,314,815.2761446399999,0.018408203,1.9175761,19.378847,0.0023767152,1009.53,1558.7934911251068
-0.0030652913,296960,145,296960,0.1886540651321411,435,831.9429323500001,0.03930664,1.9175485,19.184221,0.0033123498,1028.41,1565.3110048770905
-0.0024914844,299008,146,299008,0.11288857460021973,311,848.62581751,0.044287108,1.9192526,19.320992,0.0036177938,1047.32,1570.0108046531677
-0.0026237178,301056,147,301056,0.12414979934692383,184,865.63513755,0.028125,1.9195383,27.065643,0.0029154152,1066.8,1576.5827550888062
-0.0015539028,303104,148,303104,0.13778668642044067,308,882.0458913900001,0.018603515,1.9163778,18.08414,0.0020856804,1085.51,1587.6914865970612
-0.0038888648,305152,149,305152,0.11704897880554199,323,898.5115942200001,0.028320312,1.9142603,17.822155,0.002697018,1104.32,1594.3360829353333
-0.0024915352,307200,150,307200,0.11881673336029053,93,905.47411823,0.022998046,1.9125773,57.84913,0.0023947454,1111.82,1600.6668865680695
-0.00345226,309248,151,309248,0.10433071851730347,79,856.2209563,0.04008789,1.9006395,82.35115,0.0038293507,1052.83,1622.539125919342
-0.0042595724,311296,152,311296,0.09422045946121216,91,818.3274808800002,0.035986327,1.8958857,72.66655,0.0032872383,1007.31,1648.277090549469
-0.0026437014,313344,153,313344,0.30637574195861816,292,815.1647030099999,0.038671874,1.905269,32.357414,0.0035682921,1004.12,1670.5457043647766
-0.0045433315,315392,154,315392,0.3427802324295044,120,823.0995260900002,0.033447266,1.9175193,56.750286,0.0030285765,1012.67,1677.5560348033905
-0.0038438397,317440,155,317440,0.46367907524108887,243,802.59557998,0.039746094,1.9314356,20.096231,0.003601813,988.45,1694.4878425598145
-0.0016221913,319488,156,319488,0.25024163722991943,98,636.7725994600002,0.0126953125,1.9353031,60.3951,0.0015514593,799.38,1702.8914685249329
-0.0032577286,321536,157,321536,0.3275616765022278,104,473.96470624,0.016845703,1.9312143,44.15902,0.0021988184,614.46,1723.6446137428284
-0.0014351973,323584,158,323584,0.47907328605651855,240,441.34231624999995,0.012792969,1.9282639,18.048223,0.0014294755,577.14,1743.1959006786346
-0.0024243325,325632,159,325632,0.43491554260253906,234,424.7071979999999,0.008837891,1.9298996,19.230104,0.0013827772,558.34,1751.706463098526
-0.0017701059,327680,160,327680,0.48813319206237793,210,391.20055460000003,0.027246093,1.9297221,26.963404,0.0026863215,519.97,1760.451096534729
-0.003867299,329728,161,329728,0.506607711315155,190,357.81360418,0.03779297,1.9356344,22.658926,0.0035785302,481.79,1770.1844573020935
-0.002401603,331776,162,331776,0.48116379976272583,239,358.12912397,0.020898437,1.9364336,18.76867,0.0020329584,481.8,1780.9301328659058
-0.0039116954,333824,163,333824,0.2662801146507263,381,358.23533294000003,0.056152344,1.9334711,16.032557,0.004596336,481.8,1789.4949309825897
-0.0040154406,335872,164,335872,0.25872641801834106,320,358.42045679,0.04067383,1.9428034,15.5924015,0.0034517846,481.8,1794.8667097091675
-0.0019279458,337920,165,337920,0.21857362985610962,353,358.41896854,0.032128908,1.958802,16.313452,0.0030644464,481.8,1801.2549057006836
-0.0017321088,339968,166,339968,0.2323036789894104,258,358.43757394,0.02084961,1.9554815,16.726109,0.002447605,481.8,1807.0500745773315
-0.0028966106,342016,167,342016,0.30537599325180054,350,358.58079427999996,0.028222656,1.9384619,16.251806,0.0033291169,481.8,1814.9763045310974
-0.0035075326,344064,168,344064,0.48867112398147583,262,342.04007156,0.0390625,1.9442589,19.936743,0.003398925,463.09,1820.8139312267303
-0.003359293,346112,169,346112,0.35124391317367554,255,342.35163728,0.024951171,1.9535745,20.336315,0.002595805,463.08,1828.6106147766113
-0.002813463,348160,170,348160,0.3228193521499634,295,358.99418876999994,0.031445313,1.9439045,15.666316,0.0032244413,481.81,1836.6137228012085
-0.0026621046,350208,171,350208,0.26808780431747437,361,358.5688867199999,0.024951171,1.9392523,14.978033,0.0026090634,481.81,1843.5378000736237
-0.005285822,352256,172,352256,0.34639936685562134,388,358.48910526,0.027490234,1.9455382,15.290204,0.0028532138,481.81,1849.2000615596771
-0.0023802118,354304,173,354304,0.2828074097633362,297,358.42073146999996,0.026806641,1.9595816,15.593007,0.0026107659,481.81,1854.469384431839
-0.0016178958,356352,174,356352,0.25976425409317017,348,375.20890496999994,0.022753906,1.9738811,15.40332,0.0023513034,501.05,1861.3463151454926
-0.004833994,358400,175,358400,0.30213314294815063,274,390.26413293999997,0.057714842,1.9764084,15.271871,0.004898787,517.33,1867.2273304462433
-0.0038972571,360448,176,360448,0.30249035358428955,310,406.97780721000004,0.03515625,1.9707499,14.740572,0.0032225337,536.69,1874.6997787952423
-0.0056244656,362496,177,362496,0.24078428745269775,398,423.49541604000007,0.062646486,1.9686496,14.37632,0.0056275874,555.74,1881.297126531601
-0.004917497,364544,178,364544,0.214732825756073,302,440.0511485100001,0.036083985,1.9906008,14.616862,0.0031054097,574.44,1886.4371984004974
-0.0053019016,366592,179,366592,0.2962544560432434,346,456.98933506000003,0.03569336,1.9964702,15.089163,0.00367655,593.39,1893.2020618915558
-0.0024669045,368640,180,368640,0.2973218560218811,270,473.8736550699999,0.0171875,1.9937397,15.12343,0.0019791701,612.69,1899.1214752197266
-0.0029895634,370688,181,370688,0.3342539072036743,280,490.70532215,0.029296875,2.0167043,21.586071,0.0027878054,632.01,1906.699404001236
-0.0034285814,372736,182,372736,0.2634504437446594,325,507.97269597999997,0.02607422,2.0217214,22.112568,0.0025414308,651.32,1914.0135245323181
-0.0018491913,374784,183,374784,0.3190456032752991,292,524.8509964699999,0.01875,2.0248013,14.271372,0.002277023,670.49,1920.3068397045135
-0.0015247811,376832,184,376832,0.2752077579498291,283,541.40423681,0.027246093,2.0253778,14.179144,0.0027377976,689.36,1927.3010296821594
-0.003017249,378880,185,378880,0.2996854782104492,326,558.19782878,0.028955078,2.0301201,14.167656,0.0029656512,708.43,1934.5163853168488
-0.007656736,380928,186,380928,0.5442661046981812,386,558.36705334,0.046435546,2.0423217,11.250853,0.0042001675,708.57,1940.7928400039673
-0.002207688,382976,187,382976,0.3318443298339844,271,574.5784341499999,0.024414062,2.043449,13.387067,0.00265662,727.21,1946.0978152751923
-0.0017845442,385024,188,385024,0.24763107299804688,297,591.21066281,0.01850586,2.0395932,13.54996,0.0021759975,746.51,1953.6425552368164
-0.0031486042,387072,189,387072,0.3791239857673645,314,607.8569619599999,0.030761719,2.0429933,13.465426,0.0028804806,765.73,1960.5286190509796
-0.0017257885,389120,190,389120,0.3365342617034912,321,624.46701673,0.020068359,2.04176,13.640289,0.0024675075,784.8,1967.046246290207
-0.0033208001,391168,191,391168,0.5087625086307526,162,641.30212463,0.028173828,2.0436008,25.206097,0.0024848427,803.95,1973.4082446098328
-0.0014968847,393216,192,393216,0.48618459701538086,262,656.7060428100001,0.008105469,2.0534902,20.12112,0.0012047717,821.59,1986.0051498413086
