#{"t_start": 1567444091.1814919, "env_id": null}
r,l,t
1532.554909,1905,7.724928
1182.662497,1558,13.756701
306.307,523,16.970882
200.467243,379,19.434335
115.124185,236,19.991704
104.988249,222,22.735981
198.038164,370,26.252132
99.675027,207,29.158569
602.602309,931,32.005046
93.25689,201,35.277357
92.135059,195,36.231102
92.692127,194,39.113888
103.568357,211,40.254204
86.74686,184,40.822695
88.987921,180,43.563012
99.7613,201,46.825763
102.083542,217,48.913028
98.175911,201,52.403616
94.139764,200,56.052267
82.550841,181,58.248052
81.352179,177,59.318997
92.448787,199,60.302102
101.79134,227,63.57514
99.126297,236,64.22184
88.386791,209,64.993691
90.547409,186,67.862973
97.454321,196,69.063243
97.513043,201,72.364528
91.079422,205,73.914917
90.031289,190,74.341428
467.689175,743,77.952243
77.797042,173,79.866181
91.001724,198,80.658119
88.4335,181,81.749732
89.817179,206,85.199649
85.963507,181,87.833063
89.089571,197,90.338127
108.912124,224,92.583503
89.853319,181,93.128854
93.361308,192,93.908328
94.874876,190,94.685749
132.237285,294,98.129493
92.538481,190,99.742962
104.271968,219,102.341074
196.503068,352,104.573187
96.473744,195,108.420404
94.626127,196,109.742198
96.844541,194,110.686082
94.893421,199,111.683445
86.304673,178,114.201142
87.932632,182,116.932687
272.515947,488,120.242244
85.263557,179,123.394707
84.009277,177,124.678467
84.938921,182,127.030226
107.531543,214,129.094148
352.436891,581,131.109602
388.488141,659,134.791163
96.935317,209,137.025277
93.399778,189,138.042938
95.643206,197,141.410228
89.678011,206,143.848815
92.393036,210,146.031183
98.438485,200,148.446361
92.434159,186,151.18693
443.984725,702,153.219236
87.920377,184,156.473704
92.096853,198,159.67856
106.73906,220,162.824037
96.794014,216,165.177058
101.114712,206,167.977302
82.237325,181,168.626734
82.398766,172,169.389693
85.887719,181,170.915635
92.849844,196,174.299711
92.992866,193,174.790889
83.349894,179,175.574527
84.247662,179,176.117524
94.442059,194,178.726056
97.509395,206,181.711088
101.510869,219,183.321102
90.778872,192,184.658744
382.220475,623,188.797621
86.204087,202,191.680203
215.575577,403,194.510257
87.340274,182,197.153702
80.398671,176,198.466722
87.70361,182,200.605865
249.965738,453,204.480033
85.783493,190,206.588869
84.313183,185,207.598603
278.243087,479,209.432302
86.74844,177,211.294696
424.083027,670,213.607294
90.909837,198,215.058294
88.12572,185,216.962586
90.408396,190,219.488974
90.281848,183,220.619117
89.278523,180,223.319481
340.319022,535,226.371412
86.984933,176,229.493653
89.447356,184,231.342072
92.431059,200,232.403155
261.142633,426,234.849918
106.406028,236,236.340198
85.402001,179,238.187658
90.591711,194,241.071892
97.337809,191,242.394611
203.694024,381,244.237351
95.531859,188,246.75986
1752.744614,2049,252.807521
98.324233,200,255.288931
1769.108621,2049,261.084999
430.83076,686,265.793878
87.472644,182,266.59357
254.142585,422,270.105638
1766.086051,2049,275.79569
321.4737,535,279.063547
514.656496,794,283.669161
1741.384625,2049,290.296479
1736.372509,2049,295.584976
276.836287,452,296.949644
566.882583,776,301.361383
1740.299487,2049,309.485311
1762.47065,2049,315.787532
1782.970087,2049,324.064411
208.209019,366,325.494978
1707.999539,2049,332.12208
1719.221408,2049,338.903998
1735.813546,2049,345.437469
1713.071782,2049,350.851245
1726.16732,2049,356.3826
126.911634,267,358.741548
198.356611,370,360.757103
121.977967,247,363.83598
159.250717,345,366.226779
102.871617,204,369.645725
97.731858,202,372.032561
95.608656,189,374.473809
213.228265,380,375.929155
99.081483,195,377.886374
316.385158,559,380.162293
98.854626,205,383.510044
1686.528887,2049,388.968708
103.779965,202,390.94573
214.946441,395,393.740064
93.703159,195,396.31852
206.451366,391,397.39115
91.398477,180,398.897738
105.601871,205,402.171623
126.39293,259,403.92742
117.287375,237,406.097418
213.067742,390,409.826658
103.009216,202,412.380719
126.938208,270,415.898565
129.192899,258,419.401974
217.3992,384,420.926646
108.853824,210,424.505712
124.399165,259,427.000453
99.516682,220,429.960998
102.803937,215,431.996106
93.996979,183,434.308061
208.02368,371,437.219396
125.769667,261,439.566271
329.722573,566,442.607581
322.231469,584,446.105503
1689.83547,2049,452.96954
219.661899,404,455.880638
221.566425,395,459.843765
1743.925493,2049,465.917974
1679.661948,2049,471.198476
165.826943,334,474.793324
212.861075,389,476.153738
102.797027,196,476.788531
107.577438,211,479.657851
1650.573913,2049,487.662569
1756.329967,2049,495.758319
1781.348705,2049,501.493899
1764.755958,2049,507.319254
1650.687741,2049,515.220034
93.77126,196,518.696295
1641.071437,2049,525.958735
1704.405836,2049,533.054291
1754.494225,2049,539.27602
1750.21986,2049,547.254816
1794.847497,2049,554.873844
1779.916418,2049,560.346338
1855.657898,2049,567.67699
94.240982,191,570.667192
1853.656838,2049,575.896021
1862.117723,2049,582.474514
1828.311172,2049,589.174609
1783.236259,2049,595.435652
429.341343,680,600.588219
1763.071035,2049,607.766062
86.116086,172,610.504313
89.972023,178,612.247376
103.520843,206,613.974197
259.567994,420,614.977945
67.583759,184,615.55284
1809.717793,2049,621.605504
1803.618861,2049,629.179592
107.371756,213,632.934057
86.906699,171,633.775669
66.69551,155,635.271462
68.649496,152,636.085736
78.80182,175,637.473347
72.552255,164,640.744957
66.778976,153,643.101654
71.997844,155,645.337921
79.116348,171,648.402962
81.404167,178,650.969092
87.346962,179,653.666641
86.913663,177,654.519994
66.195882,159,655.731397
73.316812,169,656.698187
87.971007,177,658.837171
84.812151,183,659.990691
93.13209,193,661.250108
88.109859,183,663.355145
60.801397,148,664.743705
88.689599,198,667.923505
87.075882,196,670.578549
77.137047,178,673.175966
81.06964,180,676.011626
72.088512,178,678.084487
65.838721,148,679.28079
69.519077,155,682.508345
84.014015,189,684.691267
83.503903,172,685.474167
89.585063,198,688.062134
66.185997,158,688.750668
79.493777,174,689.887718
84.106416,170,691.957379
82.185441,164,694.072892
76.649425,167,696.633003
95.385225,192,698.238146
76.389189,164,700.395592
82.744163,164,702.529667
71.472871,162,703.307116
83.948441,175,704.872846
81.898981,173,705.302781
78.639519,176,706.772633
80.685812,169,710.111717
71.119811,155,712.618065
66.611125,152,713.050315
96.035486,198,716.005238
62.077241,151,716.796735
75.795065,171,717.741361
63.648943,151,720.383373
76.235537,163,723.688893
72.694025,168,724.200119
76.610345,171,726.374421
60.813747,139,727.646168
70.965545,169,729.760814
77.67636,171,732.026732
90.894352,185,734.485065
76.787105,166,736.054111
77.701128,167,737.229068
79.028696,174,738.519883
85.330583,185,739.460666
73.457448,165,742.081001
84.800324,175,745.175163
90.917082,185,748.064825
91.582203,184,749.866379
87.719718,179,750.353788
1815.458753,2049,758.15412
61.078364,149,758.465274
83.255632,176,760.976139
82.487588,175,761.480211
73.419374,169,764.588559
81.659647,174,767.4909
79.193989,179,768.514597
70.465593,154,771.670043
83.69295,180,773.034059
87.627292,177,774.58513
260.194228,438,776.332404
82.262412,179,778.100806
86.672838,180,778.696523
88.817558,199,779.766714
97.336573,197,782.407271
80.795113,176,783.674225
356.033077,553,787.359862
64.920623,151,789.166388
73.412763,161,791.671732
69.604742,158,792.666208
75.522203,174,793.897317
70.52159,159,795.981624
70.327905,159,798.697891
83.794296,177,799.225338
85.889532,178,799.836707
96.514482,189,801.73957
83.213453,183,803.010583
258.180925,422,804.339928
256.157834,433,807.654455
85.834531,171,810.843116
93.722344,189,813.414474
82.390566,172,814.064939
79.742905,169,815.413863
59.948026,133,818.033527
74.487407,163,819.52868
95.594366,189,820.233005
76.779561,182,822.310226
82.950355,177,825.200259
89.902798,182,827.048354
70.516771,166,828.484163
73.760954,163,831.163833
91.456727,197,834.477623
248.483838,446,836.01413
91.037839,187,839.361125
84.115402,174,841.422002
87.995636,185,842.563061
75.689604,158,844.086509
77.108987,171,845.619589
88.853062,178,847.289361
1753.484122,2049,853.019918
93.136992,192,854.162905
103.760021,225,855.76622
88.468551,179,856.550935
90.3352,194,859.42154
1784.811788,2049,866.669509
1815.820316,2049,874.473478
86.575743,168,875.728414
93.525733,191,878.011976
102.764093,194,881.529016
90.46842,179,883.902495
1812.732357,2049,890.482329
85.140525,183,891.787177
89.831762,186,894.646078
75.676446,167,897.572098
87.159669,191,898.909755
78.246241,171,901.231183
95.060728,180,903.674466
1847.486487,2049,909.886547
1856.273647,2049,916.050315
77.258399,166,917.328163
65.833388,156,919.7903
89.551169,180,920.686069
76.698773,167,923.114931
76.023894,168,926.325476
73.197708,165,927.636693
80.071485,169,930.289781
80.55817,172,932.628285
80.69237,169,934.458361
75.27447,160,934.899024
68.771656,161,936.392811
88.642603,184,939.594331
91.845817,185,941.792471
95.864025,186,943.147684
85.032013,171,946.392293
88.031496,176,947.926959
78.66554,168,950.327011
75.495866,161,951.406165
95.712212,191,952.396718
72.984491,159,954.152362
1784.616853,2049,961.557013
84.230431,174,963.392859
88.068811,176,965.994291
79.925732,165,966.61583
94.409229,188,968.186064
89.411914,180,970.33162
76.207477,160,972.67464
68.328926,157,976.094812
81.506628,171,978.923013
88.0826,181,980.978972
93.055848,177,983.213152
86.000252,175,984.060103
83.016011,176,985.566629
88.976977,186,986.691944
80.969749,187,989.945957
92.415765,207,991.683773
88.077095,172,993.292287
91.360089,196,994.33537
88.522626,173,996.532425
75.561917,175,997.945191
90.096692,179,1000.413644
87.764083,181,1001.386922
93.230072,185,1004.556425
77.418776,189,1007.128448
81.594172,176,1007.856261
85.440878,173,1010.211493
91.535006,183,1011.184586
92.344887,192,1012.694968
93.506734,184,1013.34318
97.685091,197,1014.958697
92.476532,191,1015.638315
92.92384,183,1017.152202
91.556014,175,1019.050376
1738.357526,2049,1027.459705
