total_timesteps,ep_reward_mean,clipfrac,value_loss,explained_variance,fps,ep_len_mean,time_elapsed,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps
2258944,0.0,0.11030273,4.7196265e-09,0.09311181306838989,394,823.1,5486.864862918854,-0.21619992,-0.004013355,0.009632051,1103,2258944
2260992,0.0,0.115039065,1.6608256e-07,0.08190733194351196,405,824.06,5492.056911945343,-0.20777583,-0.004640032,0.009631733,1104,2260992
2263040,0.0,0.10087891,2.467316e-07,-0.0196380615234375,393,824.91,5497.108939647675,-0.21886699,-0.0036764243,0.008235581,1105,2263040
2265088,0.0,0.095019534,4.286776e-08,0.09558224678039551,399,824.11,5502.318686246872,-0.22851081,-0.00041723344,0.0073726038,1106,2265088
2267136,0.0,0.116601564,8.629008e-09,-0.08165931701660156,389,824.93,5507.451520204544,-0.22333956,-0.0066878432,0.0098213395,1107,2267136
2269184,0.0,0.10610352,6.848375e-08,0.017482519149780273,385,826.73,5512.713972568512,-0.22506773,-0.0018054936,0.009010593,1108,2269184
2271232,0.0,0.12158203,8.020659e-08,0.19068646430969238,394,828.68,5518.030753850937,-0.22882004,-0.0062124357,0.010891857,1109,2271232
2273280,0.0,0.08896484,8.19409e-08,-0.21213030815124512,410,829.17,5523.224503040314,-0.22774926,0.0010657111,0.0075406423,1110,2273280
2275328,0.0,0.07880859,5.97513e-08,0.003211379051208496,407,831.44,5528.209069013596,-0.24123223,0.0014582206,0.006575809,1111,2275328
2277376,0.0,0.11972656,4.5345396e-07,0.10248333215713501,414,832.55,5533.232561826706,-0.24418795,-0.006136526,0.01036598,1112,2277376
2279424,0.0,0.103955075,2.1514172e-08,-0.19649839401245117,390,832.17,5538.175596237183,-0.24459486,-0.003908631,0.00951851,1113,2279424
2281472,0.0,0.1121582,2.9608198e-09,0.061778366565704346,397,832.04,5543.42556643486,-0.24599156,-0.0040285746,0.009217058,1114,2281472
2283520,0.0,0.10493164,2.475195e-09,0.011080741882324219,408,832.4,5548.582020044327,-0.24983004,0.0002839214,0.008752626,1115,2283520
2285568,0.0,0.09375,8.614365e-09,0.09537458419799805,384,832.32,5553.595258235931,-0.24708147,-0.00049256394,0.007554367,1116,2285568
2287616,0.0,0.11000977,2.8065477e-07,-0.10261988639831543,386,833.65,5558.926482915878,-0.25124985,-0.00033695725,0.010342492,1117,2287616
2289664,0.0,0.12939453,1.6371857e-09,-0.18912732601165771,372,834.86,5564.229532241821,-0.25675058,-0.004201292,0.010801289,1118,2289664
2291712,0.0,0.12456055,2.676668e-08,-0.23451447486877441,404,837.02,5569.733087062836,-0.25683904,-0.005328075,0.0099526225,1119,2291712
2293760,0.0,0.09267578,4.9784273e-07,0.13864541053771973,416,839.12,5574.795177936554,-0.24927315,-0.0018835089,0.0076730014,1120,2293760
2295808,0.0,0.09873047,3.30528e-08,-0.052548885345458984,401,841.52,5579.7100918293,-0.24734876,-0.001199982,0.0081671905,1121,2295808
2297856,0.0,0.111376956,6.2534147e-09,0.013548552989959717,376,845.34,5584.8159193992615,-0.2517456,-0.0035565787,0.008910825,1122,2297856
2299904,0.0,0.10185547,5.606544e-09,0.05729532241821289,407,846.07,5590.250924348831,-0.2532504,-0.0036340207,0.008340214,1123,2299904
2301952,0.0,0.11630859,1.309169e-08,-0.09124314785003662,391,850.18,5595.272786617279,-0.25374353,0.0002847773,0.009815535,1124,2301952
2304000,0.0,0.11240234,2.8953455e-09,-0.16814064979553223,396,850.65,5600.506898880005,-0.24871655,-0.0038379047,0.009927064,1125,2304000
2306048,0.0,0.14282227,1.7380792e-06,-0.28763389587402344,401,851.18,5605.675741910934,-0.24166498,-0.0076957704,0.01264632,1126,2306048
2308096,0.0,0.08945312,4.182854e-09,-0.18981242179870605,408,851.36,5610.781781673431,-0.24084103,-0.0009803614,0.0076996773,1127,2308096
2310144,0.0,0.13828126,1.9894513e-09,0.006893455982208252,396,853.14,5615.800648212433,-0.25094548,-0.004969307,0.011759224,1128,2310144
2312192,0.0,0.1338379,3.6202858e-09,-0.7892520427703857,414,853.59,5620.961129903793,-0.2544499,-0.005537925,0.011982108,1129,2312192
2314240,0.0,0.13466796,1.0860615e-06,-0.15697062015533447,397,853.93,5625.90590763092,-0.25286886,-0.004668311,0.011916799,1130,2314240
2316288,0.0,0.10668945,3.7211482e-08,-0.0368497371673584,382,856.37,5631.063193559647,-0.2611794,-0.0020382456,0.008761503,1131,2316288
2318336,0.0,0.11875,6.3557444e-09,0.13825714588165283,362,856.37,5636.421992063522,-0.2670156,-0.0043136524,0.009722298,1132,2318336
2320384,0.0,0.13779297,4.186638e-09,0.08088648319244385,381,858.8,5642.069633483887,-0.2667461,-0.0044704466,0.010952847,1133,2320384
2322432,0.0,0.09770508,2.7564513e-09,0.106117844581604,374,862.0,5647.445919513702,-0.26375008,-7.998674e-05,0.008360844,1134,2322432
2324480,0.0,0.12006836,1.8338268e-08,-0.15792322158813477,398,863.64,5652.915810108185,-0.24319872,-0.0066983886,0.010327535,1135,2324480
2326528,0.0,0.091357425,1.9906004e-09,-0.0036776065826416016,409,863.69,5658.056406736374,-0.2319644,-0.00084607955,0.00774785,1136,2326528
2328576,0.0,0.09516601,3.2182168e-09,-0.05620086193084717,406,863.71,5663.060892343521,-0.23863289,-0.0021805821,0.007524126,1137,2328576
2330624,0.0,0.11694336,9.234172e-08,-0.3180328607559204,372,865.61,5668.096800088882,-0.24799868,-0.003142571,0.010088804,1138,2330624
2332672,0.0,0.10107422,1.4736716e-08,-0.10064244270324707,401,867.56,5673.5972468853,-0.25619298,-0.003240981,0.00873016,1139,2332672
2334720,0.0,0.093164064,6.1260295e-09,-0.2476027011871338,406,869.78,5678.701917171478,-0.25786215,-0.0038338422,0.008434149,1140,2334720
2336768,0.0,0.119091794,6.971297e-08,-0.033913373947143555,410,870.39,5683.745188713074,-0.24501128,-0.004676559,0.010057027,1141,2336768
2338816,0.0,0.109277345,3.760367e-09,-0.08574163913726807,395,872.04,5688.7314889431,-0.24195047,-0.0036337604,0.009259628,1142,2338816
2340864,0.0,0.13154297,5.7971704e-07,0.10982441902160645,401,874.36,5693.911609172821,-0.23373716,-0.004936802,0.0107410345,1143,2340864
2342912,0.0,0.13598633,2.6607028e-09,-0.49503493309020996,396,878.37,5699.0191905498505,-0.22079012,-0.005057481,0.010990967,1144,2342912
2344960,0.0,0.10639648,6.015911e-08,-0.013330578804016113,385,879.77,5704.1849455833435,-0.22192355,-0.0056745037,0.009597716,1145,2344960
2347008,0.0,0.09296875,1.3719396e-06,-0.2753041982650757,413,879.92,5709.49906873703,-0.22799893,-0.0019220136,0.008019622,1146,2347008
2349056,0.0,0.099804685,7.830141e-09,0.02760016918182373,368,882.14,5714.448482751846,-0.21804507,-0.007282731,0.0114351995,1147,2349056
2351104,0.0,0.08662109,3.6345487e-09,0.05996823310852051,380,882.06,5720.011018753052,-0.1972945,-0.0026583227,0.007042286,1148,2351104
2353152,0.0,0.123046875,1.9934944e-08,0.10805368423461914,383,882.29,5725.389586687088,-0.19593671,-0.0063769855,0.010896182,1149,2353152
2355200,0.0,0.10126953,3.8400016e-09,-0.0003381967544555664,395,882.32,5730.73469877243,-0.21190104,-0.003065732,0.008545586,1150,2355200
2357248,0.0,0.11689453,2.8216214e-09,0.04428422451019287,367,881.58,5735.916083097458,-0.21883292,-0.00477198,0.009332741,1151,2357248
2359296,0.0,0.111767575,1.7573845e-07,0.13012033700942993,420,879.44,5741.4867424964905,-0.21025462,-0.0040573827,0.009621886,1152,2359296
2361344,0.0,0.10063477,1.15263425e-07,-0.08849716186523438,393,879.95,5746.360565900803,-0.19889499,0.0005271706,0.008243663,1153,2361344
2363392,0.0,0.09311523,1.3559838e-07,-0.04181087017059326,408,876.9,5751.568528413773,-0.18551323,-0.00065534835,0.008248803,1154,2363392
2365440,0.0,0.102832034,6.2966075e-07,0.05303853750228882,375,877.2,5756.583010196686,-0.17881335,-0.0036119237,0.008167757,1155,2365440
2367488,0.0,0.10463867,1.10352254e-07,-0.10902154445648193,378,875.13,5762.040930747986,-0.16524296,-0.004207068,0.009151453,1156,2367488
2369536,0.0,0.115039065,3.9199033e-08,-0.07526063919067383,390,875.17,5767.449202537537,-0.16003844,-0.0026282154,0.009580938,1157,2369536
2371584,0.0,0.09536133,2.8156043e-07,0.010763883590698242,363,873.32,5772.688950061798,-0.16192225,-0.0033769268,0.008195879,1158,2371584
2373632,0.0,0.1043457,1.13392495e-08,0.0335351824760437,388,872.06,5778.317498922348,-0.15255322,-0.0030955705,0.008984735,1159,2373632
2375680,0.0,0.1284668,4.4547242e-08,-0.22301387786865234,378,869.94,5783.584989309311,-0.14921476,-0.0066064843,0.010363818,1160,2375680
2377728,0.0,0.11679687,4.963957e-09,-0.29854798316955566,371,869.56,5788.998538732529,-0.15322821,-0.0048188223,0.009404245,1161,2377728
2379776,0.0,0.10634766,5.298736e-07,-0.6483218669891357,372,867.95,5794.511892795563,-0.16255651,-0.0031834363,0.008595135,1162,2379776
2381824,0.0,0.11635742,3.5409482e-07,-0.179787278175354,401,865.94,5800.009286165237,-0.17056966,-0.0028508578,0.010459856,1163,2381824
2383872,0.0,0.10888672,1.6342985e-07,0.02205061912536621,426,865.37,5805.117118597031,-0.16257192,-0.0018923851,0.009495732,1164,2383872
2385920,0.0,0.111523435,8.049205e-08,0.08316534757614136,426,865.72,5809.915777683258,-0.16865759,-0.0061981706,0.009745308,1165,2385920
2387968,0.0,0.08754883,1.1612384e-08,0.14787143468856812,417,865.25,5814.723344326019,-0.17187986,-0.00176764,0.007390097,1166,2387968
2390016,0.0,0.12514648,1.42066074e-08,0.13499218225479126,411,862.99,5819.636096715927,-0.16742149,-0.005914064,0.011241931,1167,2390016
2392064,0.0,0.1331543,7.211092e-08,-0.13757967948913574,426,862.78,5824.6203718185425,-0.15705314,-0.0043065776,0.012011686,1168,2392064
2394112,0.0,0.08823242,1.0325002e-08,-0.04828202724456787,392,859.04,5829.419037103653,-0.1575195,-0.0027743962,0.008000618,1169,2394112
2396160,0.0,0.09379883,5.3432325e-07,-0.10595238208770752,394,860.42,5834.641927719116,-0.17084803,-0.0036034815,0.007938335,1170,2396160
2398208,0.0,0.10527344,3.5789682e-09,-0.14794528484344482,405,861.93,5839.840636253357,-0.18448883,-0.0049202917,0.008673697,1171,2398208
2400256,0.0,0.1237793,3.0774622e-08,-0.29623353481292725,427,860.01,5844.895261764526,-0.19398272,-0.0058099627,0.009901644,1172,2400256
2402304,0.0,0.12045898,9.541351e-09,-0.11715209484100342,424,858.81,5849.687115907669,-0.19177422,-0.0051191007,0.009892005,1173,2402304
2404352,0.0,0.1194336,6.522281e-07,-0.06767106056213379,415,860.43,5854.510855913162,-0.19352761,-0.0055256905,0.010512325,1174,2404352
2406400,0.0,0.115722656,1.4396241e-08,0.0011644959449768066,403,854.69,5859.440518140793,-0.21082458,-0.004590326,0.009365262,1175,2406400
2408448,0.0,0.10366211,4.8146975e-09,-0.17718720436096191,435,853.07,5864.514312505722,-0.21913457,-0.005454886,0.008261693,1176,2408448
2410496,0.0,0.12768555,2.4095326e-07,0.034489989280700684,404,847.99,5869.216033697128,-0.21792357,-0.008216311,0.01154278,1177,2410496
2412544,0.0,0.11391602,3.1462737e-09,-0.04381418228149414,434,846.67,5874.27893447876,-0.22332366,-0.002325857,0.009607943,1178,2412544
2414592,0.0,0.12421875,6.784945e-09,0.1633586883544922,410,843.5,5878.997755765915,-0.22652626,-0.0054403283,0.011023195,1179,2414592
2416640,0.0,0.11166992,3.980383e-08,-0.1654188632965088,408,837.32,5883.982226371765,-0.2135948,-0.0053417785,0.009933898,1180,2416640
2418688,0.0,0.11030273,1.2312779e-06,-0.14645612239837646,423,829.9,5888.99923658371,-0.20474562,-0.0030864468,0.009514568,1181,2418688
2420736,0.0,0.10874023,6.319278e-07,-0.08871114253997803,400,826.39,5893.84149646759,-0.20031786,-0.0038096148,0.009212246,1182,2420736
2422784,0.0,0.10483398,1.727726e-07,0.04487401247024536,432,822.33,5898.962938070297,-0.19001421,-0.0038645708,0.008941151,1183,2422784
2424832,0.0,0.09541015,8.877044e-08,0.08847767114639282,442,812.07,5903.7039041519165,-0.17944501,-0.0030069163,0.0075716353,1184,2424832
2426880,0.0,0.10634766,3.7503312e-08,0.11581540107727051,392,807.68,5908.338253974915,-0.17684932,-0.0035335342,0.009212497,1185,2426880
2428928,0.0,0.11987305,2.2081696e-08,0.1558551788330078,422,799.96,5913.560089588165,-0.17618804,-0.005528687,0.009245026,1186,2428928
2430976,0.0,0.10756836,1.5195559e-08,0.11408853530883789,414,795.56,5918.412640571594,-0.17814349,-0.0033844996,0.009081317,1187,2430976
2433024,0.0,0.0980957,2.2950099e-08,-0.013241171836853027,437,793.33,5923.35550904274,-0.1741197,-0.0028713723,0.007907593,1188,2433024
2435072,0.0,0.086279295,1.1196487e-08,0.04124617576599121,410,791.56,5928.034943580627,-0.16883215,-0.0018153632,0.0069316975,1189,2435072
2437120,0.0,0.09428711,1.3626054e-06,0.04283630847930908,418,786.3,5933.024305820465,-0.17389901,-0.0023425585,0.008941086,1190,2437120
2439168,0.0,0.1144043,1.0767827e-08,-0.0021033287048339844,415,781.2,5937.923563957214,-0.1854758,-0.002754548,0.010070379,1191,2439168
2441216,0.0,0.091308594,7.0366823e-09,0.14111298322677612,430,778.63,5942.8486387729645,-0.18304914,-0.004156322,0.007635665,1192,2441216
2443264,0.0,0.109472655,6.295622e-09,0.07316583395004272,443,775.78,5947.6107931137085,-0.17077151,-0.005039542,0.009249747,1193,2443264
2445312,0.0,0.103564456,7.771876e-09,0.03702491521835327,407,775.18,5952.233845710754,-0.1770269,-0.0025525715,0.008515929,1194,2445312
2447360,0.0,0.1003418,7.07484e-09,-0.10869920253753662,415,770.57,5957.261175394058,-0.18825641,-0.0024418358,0.008876393,1195,2447360
2449408,0.0,0.10415039,4.0275916e-09,-0.08459484577178955,435,772.12,5962.187284708023,-0.18377788,-0.0011522054,0.008775303,1196,2449408
2451456,0.0,0.12055664,2.1682813e-06,-0.5913482904434204,458,768.36,5966.890483140945,-0.17859498,-0.007941282,0.01017595,1197,2451456
2453504,0.0,0.11875,5.812966e-07,-0.12064826488494873,407,767.2,5971.354580402374,-0.18054746,-0.0009767555,0.009941045,1198,2453504
2455552,0.0,0.097070314,1.2163605e-07,0.0280153751373291,451,766.12,5976.379398584366,-0.1903913,-0.0016407272,0.008453984,1199,2455552
2457600,0.0,0.11074219,4.6090477e-08,0.04355299472808838,424,765.68,5980.91962480545,-0.19497298,-0.0077270814,0.008734205,1200,2457600
2459648,0.0,0.115234375,3.8215376e-08,0.12102758884429932,448,762.38,5985.75278878212,-0.19763713,-0.0046070237,0.0104510635,1201,2459648
2461696,0.0,0.110644534,1.1580419e-08,0.22489452362060547,409,761.95,5990.315495729446,-0.19153844,-0.004450989,0.009196177,1202,2461696
2463744,0.0,0.11079101,6.1282983e-09,0.3985533118247986,409,758.59,5995.313352823257,-0.19067332,-0.0046009296,0.009210448,1203,2463744
2465792,0.0,0.09208985,3.91464e-09,0.5636051297187805,430,757.61,6000.312246322632,-0.1992039,-0.0045627546,0.0077480534,1204,2465792
2467840,0.0,0.112011716,8.217694e-09,0.6529152989387512,431,754.79,6005.068032741547,-0.20466273,-0.006139864,0.00933001,1205,2467840
2469888,0.0,0.13920899,3.2482865e-07,0.5056193470954895,422,753.41,6009.810730218887,-0.21470876,-0.003293251,0.011667278,1206,2469888
2471936,0.0,0.07319336,1.3359506e-08,0.25460880994796753,430,749.94,6014.664028644562,-0.22374368,0.0014936095,0.0060049645,1207,2471936
2473984,0.0,0.10898437,4.183382e-08,0.37035512924194336,414,747.72,6019.423300743103,-0.2259179,-0.0038596902,0.009133584,1208,2473984
2476032,0.0,0.097558595,2.0165244e-08,-0.017706990242004395,434,748.54,6024.370560407639,-0.22153458,0.0008041222,0.00812891,1209,2476032
2478080,0.0,0.107470706,6.97433e-09,0.08975797891616821,449,747.18,6029.086316823959,-0.22084725,-0.005426778,0.008675328,1210,2478080
2480128,0.0,0.109033205,2.843247e-08,0.11192631721496582,438,745.45,6033.640827178955,-0.2136643,-0.005212312,0.010032745,1211,2480128
2482176,0.0,0.11079101,1.5237498e-08,0.13040035963058472,438,743.19,6038.30913734436,-0.22108483,-0.002522624,0.008809598,1212,2482176
2484224,0.0,0.08803711,9.78874e-07,-0.18233060836791992,423,743.33,6042.983691692352,-0.23322375,-0.001842134,0.007763453,1213,2484224
2486272,0.0,0.097070314,5.053573e-09,0.03147059679031372,433,742.79,6047.8190586566925,-0.24661028,-0.0027138614,0.007927818,1214,2486272
2488320,0.0,0.08847656,2.6783977e-09,0.14160722494125366,438,743.69,6052.542993545532,-0.25840658,-0.0036045276,0.0076499186,1215,2488320
2490368,0.0,0.12670898,9.763788e-09,0.13382184505462646,439,744.25,6057.214589834213,-0.2731526,-0.004989603,0.010944122,1216,2490368
2492416,0.0,0.11079101,7.59998e-08,-0.23321795463562012,428,745.03,6061.875717878342,-0.28552857,-0.005806247,0.009291659,1217,2492416
2494464,0.0,0.118945315,4.0347018e-08,-0.02937614917755127,379,744.52,6066.657135248184,-0.29226124,-0.0014783682,0.010380792,1218,2494464
2496512,0.0,0.12475586,9.689893e-09,0.0412026047706604,409,744.62,6072.060484170914,-0.30350822,-0.002757025,0.009634221,1219,2496512
2498560,0.0,0.0894043,7.119873e-08,-0.06463062763214111,442,748.34,6077.057406425476,-0.30820388,-0.0015323174,0.0070718005,1220,2498560
2500608,0.0,0.09946289,3.4304645e-07,-0.08538460731506348,412,747.9,6081.683089733124,-0.31017962,-0.0022193454,0.008415051,1221,2500608
2502656,0.0,0.11035156,1.276236e-07,0.05956476926803589,431,751.12,6086.644013643265,-0.31539983,-0.001911488,0.00977575,1222,2502656
2504704,0.0,0.11206055,2.5412685e-08,-0.3412058353424072,442,752.47,6091.393762588501,-0.3108688,-0.0038791236,0.009368547,1223,2504704
2506752,0.0,0.07792969,8.033676e-09,0.00300753116607666,415,753.75,6096.025916814804,-0.2990628,-0.00010436893,0.006750175,1224,2506752
2508800,0.0,0.09887695,9.65531e-09,0.05458277463912964,413,752.28,6100.961037397385,-0.29564497,-0.00020679829,0.0083410535,1225,2508800
2510848,0.0,0.101660155,3.901368e-08,0.09805148839950562,428,751.45,6105.914618015289,-0.29346964,-0.000576584,0.009054763,1226,2510848
2512896,0.0,0.080029294,3.29509e-08,0.07565730810165405,439,752.6,6110.700203418732,-0.30874366,2.8529e-05,0.006850554,1227,2512896
2514944,0.0,0.097314455,3.4976424e-08,-0.023681282997131348,461,752.79,6115.358206510544,-0.3181563,-0.0032913596,0.008063102,1228,2514944
2516992,0.0,0.10117187,2.5642657e-07,-0.019729137420654297,409,754.24,6119.800390005112,-0.32112864,-0.002556727,0.008695424,1229,2516992
2519040,0.0,0.119140625,1.6940554e-06,0.031023800373077393,431,752.86,6124.797173023224,-0.3254285,-0.00023650829,0.0107912375,1230,2519040
2521088,0.0,0.09760742,2.6322908e-08,-0.07847285270690918,443,752.36,6129.549413204193,-0.32902774,-0.0016128222,0.00791461,1231,2521088
2523136,0.0,0.08129883,6.294603e-09,0.172681987285614,433,752.16,6134.163662433624,-0.32423878,-0.00241181,0.006697918,1232,2523136
2525184,0.0,0.11928711,4.327881e-09,0.21029478311538696,446,749.91,6138.886116504669,-0.32136285,-0.003410713,0.010885963,1233,2525184
2527232,0.0,0.115917966,4.0166213e-09,0.0692184567451477,419,750.47,6143.475398302078,-0.3310926,-0.0026515943,0.01053833,1234,2527232
2529280,0.0,0.10024414,1.7358481e-09,0.052301645278930664,459,752.1,6148.363799095154,-0.3400651,-0.0026986522,0.008513559,1235,2529280
2531328,0.0,0.13227539,3.1192354e-07,-0.45208513736724854,430,752.63,6152.82399392128,-0.3399273,-0.0056369863,0.011529091,1236,2531328
2533376,0.0,0.10839844,2.4907705e-09,-0.07753336429595947,439,754.74,6157.585787057877,-0.3452195,-0.0023179702,0.00908892,1237,2533376
2535424,0.0,0.09907226,1.8846693e-08,-0.22767174243927002,452,756.44,6162.242088317871,-0.3660064,-0.0021608756,0.008011167,1238,2535424
2537472,0.0,0.11381836,1.9093358e-09,-0.9012402296066284,423,754.41,6166.770533084869,-0.37945423,-0.0031090465,0.009929297,1239,2537472
2539520,0.0,0.119824216,1.3986053e-09,-0.6357249021530151,432,755.92,6171.605489015579,-0.39348146,-0.0034551553,0.01035377,1240,2539520
2541568,0.0,0.10991211,1.3317189e-08,-1.0877752304077148,427,755.47,6176.3416929244995,-0.39816153,-0.001992062,0.0092171,1241,2541568
2543616,0.0,0.124853514,3.4897991e-09,-0.8754931688308716,442,756.63,6181.128579616547,-0.40070838,-0.002811398,0.010154498,1242,2543616
2545664,0.0,0.1269043,2.4205388e-08,-0.2016310691833496,410,757.47,6185.757539510727,-0.40746754,-0.007162797,0.010965876,1243,2545664
2547712,0.0,0.10229492,1.617371e-08,-0.24077904224395752,435,757.36,6190.751665353775,-0.41102594,0.0014233076,0.008967747,1244,2547712
2549760,0.0,0.11801758,4.329535e-09,-0.09941506385803223,398,755.42,6195.459823846817,-0.4247818,-0.0018509722,0.0105842175,1245,2549760
2551808,0.0,0.13051757,3.7820973e-09,-0.1519930362701416,462,755.29,6200.604169845581,-0.42063403,-0.0032606819,0.010872966,1246,2551808
2553856,0.0,0.13144532,1.0821733e-08,-0.9626890420913696,414,754.03,6205.036329507828,-0.3999641,-0.0032031469,0.011633181,1247,2553856
2555904,0.0,0.115283206,2.9277203e-08,-0.4468635320663452,430,755.07,6209.98376750946,-0.40107495,-0.003076228,0.009955223,1248,2555904
2557952,0.0,0.095898435,7.755549e-08,-0.10993635654449463,423,753.37,6214.745322704315,-0.4141242,-0.00054728205,0.0074625225,1249,2557952
2560000,0.0,0.11289062,6.745394e-08,-0.018001198768615723,393,752.03,6219.581997394562,-0.41969404,-0.0045115957,0.012856528,1250,2560000
2562048,0.0,0.11416016,3.852959e-06,-0.19782018661499023,425,750.07,6224.787955284119,-0.4205644,-0.0017996635,0.010327745,1251,2562048
2564096,0.0,0.10688476,1.6311988e-09,0.09946596622467041,441,750.68,6229.605231046677,-0.41567796,-0.00030201577,0.008478619,1252,2564096
2566144,0.0,0.11904297,1.0748546e-09,0.02980053424835205,426,750.29,6234.248326301575,-0.41266933,-0.002159906,0.010299116,1253,2566144
2568192,0.0,0.11772461,1.1127848e-09,-0.06397426128387451,419,749.86,6239.056631088257,-0.42001194,0.00012897029,0.009284378,1254,2568192
2570240,0.0,0.09819336,1.4465871e-09,0.10968536138534546,429,750.89,6243.9365220069885,-0.43416238,-0.0038067885,0.008067733,1255,2570240
2572288,0.0,0.14086914,1.7048665e-09,0.08367812633514404,444,751.25,6248.707320928574,-0.4530519,-0.0061328663,0.013228635,1256,2572288
2574336,0.0,0.13520508,4.817026e-09,-0.5213268995285034,442,751.74,6253.313447475433,-0.45426694,-0.0024832943,0.011273818,1257,2574336
2576384,0.0,0.12954101,1.0808848e-09,-0.36136794090270996,427,749.48,6257.941110610962,-0.45294508,-0.0032563128,0.011453247,1258,2576384
2578432,0.0,0.12368164,5.945991e-09,-0.47116613388061523,441,749.29,6262.72886633873,-0.45736867,-0.00071619765,0.010587106,1259,2578432
2580480,0.0,0.13222656,1.305634e-09,-0.3854933977127075,447,749.65,6267.37021279335,-0.4638129,-0.0055954745,0.011294871,1260,2580480
2582528,0.0,0.12783203,4.119608e-09,-0.6458350419998169,445,748.92,6271.95294046402,-0.47566953,-0.0013420049,0.011011036,1261,2582528
2584576,0.0,0.13354492,7.558742e-09,-0.20150232315063477,440,751.31,6276.551815032959,-0.48266578,-0.00426113,0.012382275,1262,2584576
2586624,0.0,0.12021484,8.335736e-08,-1.205397129058838,406,753.78,6281.207672357559,-0.48320395,-0.0040355916,0.011562043,1263,2586624
2588672,0.0,0.111572266,3.3238685e-08,-0.2061326503753662,408,755.06,6286.2482714653015,-0.49189478,0.0018197147,0.010845488,1264,2588672
2590720,0.0,0.0980957,8.063724e-09,0.04181516170501709,416,756.44,6291.257482051849,-0.48566765,-0.0016671943,0.008229509,1265,2590720
2592768,0.0,0.099804685,1.9500273e-08,0.13183629512786865,429,758.69,6296.172363519669,-0.4720827,0.00052334636,0.008527261,1266,2592768
2594816,0.0,0.11367188,6.52327e-08,0.03569519519805908,441,761.29,6300.944835662842,-0.46833378,-0.0031097904,0.009462483,1267,2594816
2596864,0.0,0.10966797,1.4584806e-08,-0.27231693267822266,455,761.87,6305.583704948425,-0.4689254,-0.00037524197,0.010170846,1268,2596864
2598912,0.0,0.13139649,2.0733891e-07,0.031269073486328125,421,766.42,6310.083033800125,-0.47548586,-0.0028754428,0.012024834,1269,2598912
2600960,0.0,0.15463868,2.836786e-09,0.00273817777633667,431,766.55,6314.9487562179565,-0.4843654,-0.005314468,0.015149554,1270,2600960
2603008,0.0,0.10317383,1.1142492e-08,-0.1365649700164795,399,767.19,6319.695012331009,-0.4804558,-0.0008238774,0.008825585,1271,2603008
2605056,0.0,0.12900391,1.0448014e-06,-0.15246331691741943,446,767.29,6324.816977024078,-0.46396127,-0.0033342387,0.010690549,1272,2605056
2607104,0.0,0.13413087,5.623694e-08,-0.07499444484710693,430,764.91,6329.402235507965,-0.43950057,-0.0066320887,0.0124662975,1273,2607104
2609152,0.0,0.12705079,3.7098823e-06,-0.28526246547698975,428,763.39,6334.160034418106,-0.42676982,0.0004330703,0.010657838,1274,2609152
2611200,0.0,0.10039063,1.9029295e-08,0.012558221817016602,438,761.87,6338.939769268036,-0.41955954,-0.00039603832,0.008395701,1275,2611200
2613248,0.0,0.11577149,9.584725e-09,0.12771087884902954,446,763.38,6343.615618228912,-0.4120993,-0.0020539444,0.010307776,1276,2613248
2615296,0.0,0.11782227,5.081058e-09,0.15795296430587769,450,762.07,6348.208199739456,-0.3946659,-0.0017106129,0.00993505,1277,2615296
2617344,0.0,0.09306641,2.609768e-09,0.14892572164535522,444,763.07,6352.759041786194,-0.38239256,-0.0013518168,0.008066858,1278,2617344
2619392,0.0,0.1203125,1.7118149e-09,0.060394883155822754,433,762.36,6357.36302781105,-0.37575147,-0.0044799647,0.010300314,1279,2619392
2621440,0.0,0.11772461,1.2774553e-09,0.031152725219726562,458,763.25,6362.0892078876495,-0.3679612,-0.0036853359,0.009821675,1280,2621440
2623488,0.0,0.1309082,2.2490159e-09,-0.17297399044036865,417,763.41,6366.560284376144,-0.3761863,-0.006022832,0.01149839,1281,2623488
2625536,0.0,0.115625,1.3213796e-09,-0.13420510292053223,448,764.01,6371.4669778347015,-0.37984255,-0.0019973998,0.010001836,1282,2625536
2627584,0.0,0.12382813,2.0016517e-09,-0.2669105529785156,427,761.94,6376.033643007278,-0.39077297,-0.0016491385,0.010349271,1283,2627584
2629632,0.0,0.14926758,1.5619197e-08,-0.4510248899459839,423,761.41,6380.826309204102,-0.40527287,-0.005010721,0.013546395,1284,2629632
2631680,0.0,0.11625977,5.852245e-08,-0.32328879833221436,425,760.7,6385.661420583725,-0.4110055,-0.0042195683,0.010382193,1285,2631680
2633728,0.0,0.12578125,2.7660008e-09,-1.0119683742523193,395,761.77,6390.473047733307,-0.40626892,-0.0054050763,0.011021357,1286,2633728
2635776,0.0,0.12592773,1.1148221e-08,-0.1811506748199463,434,762.4,6395.652689695358,-0.40979204,-0.00021738186,0.010562951,1287,2635776
2637824,0.0,0.12338867,4.3080405e-08,-0.06693804264068604,431,760.97,6400.371369838715,-0.41737452,-0.004702539,0.01074644,1288,2637824
2639872,0.0,0.1144043,2.6263848e-08,-0.057817697525024414,451,761.18,6405.1195912361145,-0.4278915,-2.0893722e-05,0.00927019,1289,2639872
2641920,0.0,0.11723633,1.480754e-09,-0.1707981824874878,422,760.42,6409.659860610962,-0.43273503,-0.0025758105,0.009919558,1290,2641920
