total_timesteps,ep_reward_mean,clipfrac,value_loss,explained_variance,fps,ep_len_mean,time_elapsed,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps
727040,0.0,0.06894531,8.282562e-07,-0.04089152812957764,427,535.81,1732.219084739685,0.6372137,-0.0036119497,0.005530314,355,727040
729088,0.0,0.05708008,9.0423896e-08,-0.08143675327301025,434,533.85,1737.0136852264404,0.626504,-0.0029997162,0.0044230283,356,729088
731136,0.0,0.079394534,3.0910462e-06,-0.0674668550491333,422,530.37,1741.733832359314,0.62763965,-0.0019561597,0.006176928,357,731136
733184,0.0,0.07739258,7.873721e-08,-0.657233476638794,411,534.74,1746.582418680191,0.6227261,-0.0026451712,0.0061572692,358,733184
735232,0.0,0.049804688,4.2553552e-08,-0.27939820289611816,414,532.09,1751.5625851154327,0.6143788,-0.0024198408,0.0042679207,359,735232
737280,0.0,0.06977539,9.015854e-07,-0.25811874866485596,441,532.42,1756.5105888843536,0.6060184,-0.0043603685,0.0057968814,360,737280
739328,0.0,0.062158205,3.5527702e-07,-1.1346478462219238,401,530.21,1761.147999048233,0.59441394,-0.002324339,0.0053186174,361,739328
741376,0.0,0.068408206,5.4801585e-08,-0.5260274410247803,405,529.1,1766.255084514618,0.59033304,-0.0024532122,0.005663229,362,741376
743424,0.0,0.1125,1.983443e-06,-0.8055319786071777,430,527.13,1771.3131449222565,0.6069855,-0.009378194,0.009272208,363,743424
745472,0.0,0.1071289,9.426586e-06,-0.5385712385177612,406,526.93,1776.067242860794,0.6241968,-0.0057690903,0.008535252,364,745472
747520,0.0,0.063964844,9.4584575e-06,-0.29858577251434326,404,522.98,1781.102311372757,0.6372523,-0.0021434345,0.0051925792,365,747520
749568,0.0,0.073632814,3.1004643e-06,-0.14305627346038818,418,521.32,1786.162542104721,0.64534754,-0.0036236085,0.0058998177,366,749568
751616,0.0,0.046240233,1.6156877e-06,-0.11788511276245117,409,516.41,1791.0539524555206,0.65086025,-0.00010434167,0.004001298,367,751616
753664,0.0,0.072216794,6.7637535e-07,-0.0547713041305542,397,510.59,1796.0525443553925,0.661792,-0.00474952,0.005787174,368,753664
755712,0.0,0.05805664,3.188247e-07,-0.04936981201171875,426,510.2,1801.2116498947144,0.6661655,-0.00188466,0.0048882808,369,755712
757760,0.0,0.069726564,3.4293151e-07,-0.012535691261291504,432,503.18,1806.0201110839844,0.66378087,-0.0031359051,0.0056604333,370,757760
759808,0.0,0.05605469,2.3190737e-06,-0.11992061138153076,447,502.28,1810.7603137493134,0.67204857,-0.002282334,0.004822553,371,759808
761856,0.0,0.046923827,4.1337518e-07,-0.18484902381896973,406,497.74,1815.3404386043549,0.67466015,0.00034283992,0.0040250765,372,761856
763904,0.0,0.06337891,5.8420716e-07,-0.1936403512954712,406,497.24,1820.3774824142456,0.67776316,-0.0031834184,0.005246054,373,763904
765952,0.0,0.09326172,8.487204e-08,-2.346909999847412,412,492.49,1825.4172720909119,0.68173325,-0.003276735,0.0070443265,374,765952
768000,0.0,0.06865235,8.5607314e-07,-0.4241145849227905,421,491.28,1830.3829352855682,0.6787908,-0.0033266316,0.0057554506,375,768000
770048,0.0,0.07763672,3.5649427e-06,-0.7446731328964233,424,487.12,1835.2453258037567,0.6736244,-0.0047131563,0.006258012,376,770048
772096,0.0,0.080126956,9.1976653e-07,-0.5748389959335327,404,482.72,1840.0668561458588,0.6867366,-0.0051848744,0.00672811,377,772096
774144,0.0,0.08071289,9.8770634e-08,-0.7482019662857056,415,484.21,1845.1341478824615,0.69283396,-0.003946545,0.0065712025,378,774144
776192,0.0,0.06865235,1.0344083e-06,-0.795707106590271,415,481.29,1850.0604379177094,0.6739241,-0.0033396897,0.0061587263,379,776192
778240,0.0,0.07119141,8.638619e-07,-0.3947453498840332,402,478.8,1854.9956164360046,0.6661418,-0.0041051907,0.005845526,380,778240
780288,0.0,0.08510742,6.003868e-08,-0.32617294788360596,410,477.54,1860.086733341217,0.6746581,-0.003739077,0.006633503,381,780288
782336,0.0,0.070458986,3.9691166e-08,-0.9664058685302734,431,472.73,1865.0789203643799,0.6729372,-0.0026665442,0.005660494,382,782336
784384,0.0,0.07124023,3.541546e-08,-1.1330265998840332,423,468.58,1869.8275232315063,0.66777384,-0.001967897,0.005727879,383,784384
786432,0.0,0.099121094,5.267321e-07,-1.2274062633514404,412,467.29,1874.6650159358978,0.6484939,-0.003669851,0.008430295,384,786432
788480,0.0,0.053710938,9.821268e-06,-0.2755863666534424,390,468.8,1879.6268916130066,0.63036764,-0.00045170108,0.004424167,385,788480
790528,0.0,0.059375,6.815168e-08,0.15295004844665527,401,470.39,1884.8732209205627,0.62394935,-0.0032723784,0.0052283267,386,790528
792576,0.0,0.080761716,1.4128106e-07,0.023893296718597412,426,466.73,1889.9790375232697,0.63702536,-0.004912753,0.006711991,387,792576
794624,0.0,0.069042966,1.200348e-07,0.09003716707229614,411,469.91,1894.7873260974884,0.6633965,-0.0024822294,0.00531911,388,794624
796672,0.0,0.0909668,7.6113196e-08,0.14533007144927979,409,471.38,1899.7680201530457,0.67329216,-0.006944029,0.007170779,389,796672
798720,0.0,0.0715332,1.30339e-07,0.09075051546096802,424,474.18,1904.775544166565,0.6850451,-0.00584856,0.0057097725,390,798720
800768,0.0,0.05698242,2.463822e-07,-0.044999003410339355,428,476.64,1909.5976235866547,0.6792829,-0.0024279042,0.0050365264,391,800768
802816,0.0,0.056933593,1.180742e-07,-0.1231691837310791,410,479.31,1914.3758914470673,0.6538311,-0.0038686465,0.0049561323,392,802816
804864,0.0,0.06010742,9.678728e-06,-0.5302314758300781,422,480.68,1919.3629999160767,0.6314069,-0.0029395279,0.0051364773,393,804864
806912,0.0,0.06586914,3.682306e-07,-0.051862478256225586,405,483.64,1924.2134926319122,0.62684196,-0.0021849193,0.0052139806,394,806912
808960,0.0,0.05444336,9.130174e-08,-0.0825045108795166,415,484.75,1929.2635967731476,0.6380876,-0.0004135281,0.004792075,395,808960
811008,0.0,0.048095703,4.069026e-08,0.010559499263763428,407,487.08,1934.1964800357819,0.64012855,-0.0010218949,0.0043342295,396,811008
813056,0.0,0.08457031,3.5054093e-08,-0.010449528694152832,417,488.76,1939.2296569347382,0.65188825,-0.004257167,0.006864684,397,813056
815104,0.0,0.08105469,5.1969277e-08,-0.3096276521682739,407,491.71,1944.1387569904327,0.66773105,-0.0056287916,0.0064260573,398,815104
817152,0.0,0.08500977,6.241047e-07,-0.1894824504852295,437,491.09,1949.1702635288239,0.6686711,-0.0035693187,0.007165955,399,817152
819200,0.0,0.072070315,1.1465592e-07,-0.39197731018066406,424,494.71,1953.8537502288818,0.66077656,-0.0040480755,0.006261307,400,819200
821248,0.0,0.06826172,8.299446e-06,-1.5161621570587158,421,497.59,1958.6762266159058,0.6722403,-0.0037569702,0.0055701407,401,821248
823296,0.0,0.058398437,2.8145246e-06,-0.09257209300994873,429,501.85,1963.5410623550415,0.6798733,-0.0020728316,0.004962688,402,823296
825344,0.0,0.059814453,8.499743e-07,0.005363643169403076,412,505.07,1968.3074901103973,0.68226683,-0.0035458659,0.005250699,403,825344
827392,0.0,0.062304687,4.619357e-07,0.10135596990585327,420,509.11,1973.268809080124,0.67819107,-0.003347503,0.0053085694,404,827392
829440,0.0,0.073632814,5.269834e-07,0.1293850541114807,456,512.57,1978.1405756473541,0.6807375,-0.0044282577,0.0059716017,405,829440
831488,0.0,0.063085936,1.0025612e-06,-0.22666537761688232,428,515.19,1982.6296043395996,0.6893819,-0.001076072,0.0053365603,406,831488
833536,0.0,0.07026367,1.8046441e-07,-0.029357075691223145,432,517.52,1987.4079933166504,0.6837771,-0.0028646942,0.005743215,407,833536
835584,0.0,0.06992187,4.0068135e-06,0.04992687702178955,423,523.28,1992.142953157425,0.67966455,-0.0047169584,0.005917179,408,835584
837632,0.0,0.051757812,3.425753e-07,-0.1954284906387329,420,526.47,1996.9766795635223,0.6855453,0.00039545354,0.0046317587,409,837632
839680,0.0,0.06313477,1.12694536e-07,0.038764894008636475,422,529.33,2001.8492550849915,0.6783417,-0.002476771,0.005411544,410,839680
841728,0.0,0.052783202,2.102687e-07,0.038304924964904785,374,529.49,2006.6960439682007,0.67465,-0.00088887336,0.0044723866,411,841728
843776,0.0,0.064648435,2.2786612e-07,-0.005377054214477539,380,529.4,2012.1729686260223,0.67892843,-0.0032640076,0.005365597,412,843776
845824,0.0,0.082177736,1.2781001e-06,-0.09074974060058594,426,530.87,2017.5600731372833,0.6731287,-0.005839426,0.00678934,413,845824
847872,0.0,0.089257814,8.822063e-08,-0.17736291885375977,443,532.23,2022.362135887146,0.67853916,-0.0048860153,0.006953831,414,847872
849920,0.0,0.03779297,1.032509e-07,-0.11742210388183594,416,532.8,2026.9764943122864,0.6765326,-0.00015594273,0.00361774,415,849920
851968,0.0,0.06303711,1.7106828e-07,-0.28531861305236816,413,532.6,2031.8930604457855,0.66750157,-0.002404373,0.0052431533,416,851968
854016,0.0,0.07133789,3.383273e-07,-0.27391648292541504,428,534.11,2036.842657327652,0.6491428,-0.0049516764,0.006091957,417,854016
856064,0.0,0.08125,3.090212e-06,-0.33028876781463623,426,534.02,2041.6229751110077,0.6334332,-0.0026554223,0.006572048,418,856064
858112,0.0,0.051464844,6.957816e-08,-0.2942880392074585,412,535.65,2046.4238677024841,0.6388938,-0.0026313425,0.0042166132,419,858112
860160,0.0,0.071777344,4.0038603e-07,-0.3484461307525635,385,536.31,2051.3949241638184,0.64053077,-0.004164381,0.00557631,420,860160
862208,0.0,0.058251955,6.5152545e-07,-0.03479444980621338,403,536.74,2056.712727546692,0.6306879,-0.0014676498,0.0048929653,421,862208
864256,0.0,0.065625,1.0396503e-06,0.23302841186523438,406,536.5,2061.7906200885773,0.62858784,-0.0012643837,0.005379082,422,864256
866304,0.0,0.054785155,1.1591368e-07,0.026587247848510742,430,536.36,2066.8331451416016,0.62978256,-0.003372895,0.004512082,423,866304
868352,0.0,0.06113281,1.5504683e-07,-0.1515357494354248,430,537.39,2071.597186088562,0.6356105,-0.006177568,0.0051660603,424,868352
870400,0.0,0.050732423,1.0676524e-06,-0.137678861618042,399,538.55,2076.3517446517944,0.6439931,-0.0012001736,0.0042375075,425,870400
872448,0.0,0.07353516,6.354743e-08,-0.22528290748596191,424,536.42,2081.4758820533752,0.6528779,-0.0063844034,0.005900462,426,872448
874496,0.0,0.072509766,2.1513775e-07,0.2199985384941101,415,536.52,2086.2984223365784,0.65599406,-0.0040297615,0.0063998075,427,874496
876544,0.0,0.070654295,2.1962167e-07,0.1304294466972351,423,536.1,2091.225992679596,0.66661894,-0.002130927,0.0054390286,428,876544
878592,0.0,0.069726564,1.2009846e-07,-0.13412201404571533,392,534.29,2096.0626492500305,0.6812422,-0.0037869662,0.005773754,429,878592
880640,0.0,0.062597655,1.0912866e-07,-0.17484116554260254,416,533.24,2101.2853400707245,0.68280375,-0.0015739368,0.0050824746,430,880640
882688,0.0,0.0758789,3.008889e-06,-0.2497323751449585,419,533.73,2106.2074568271637,0.6793572,-0.005261702,0.006116743,431,882688
884736,0.0,0.073632814,6.428536e-08,-0.27941250801086426,425,537.03,2111.092499732971,0.66013926,-0.0026304075,0.006235703,432,884736
886784,0.0,0.07167969,1.1248752e-07,-0.39189112186431885,415,536.81,2115.909861087799,0.6475155,-0.005428807,0.0061451327,433,886784
888832,0.0,0.06586914,4.6593946e-08,-1.7262232303619385,420,536.9,2120.8432087898254,0.65636885,-0.0044098822,0.0052115535,434,888832
890880,0.0,0.08564453,1.024486e-06,-0.9818069934844971,400,536.41,2125.714945793152,0.6744971,-0.007611894,0.007408085,435,890880
892928,0.0,0.06313477,6.6415105e-08,-0.2364128828048706,437,539.01,2130.8284645080566,0.67717546,-0.0022613718,0.005119997,436,892928
894976,0.0,0.074121095,2.1398417e-07,-0.765143632888794,434,539.29,2135.506897687912,0.6766041,-0.0040109144,0.0058579706,437,894976
897024,0.0,0.07236328,9.526192e-07,-1.0686008930206299,440,540.59,2140.2236919403076,0.6784891,-0.0039959187,0.005984907,438,897024
899072,0.0,0.095703125,3.023361e-06,-0.6831233501434326,418,541.64,2144.879518032074,0.67460907,-0.0051430203,0.0072622662,439,899072
901120,0.0,0.06992187,1.2433724e-06,-0.22932803630828857,422,542.6,2149.7750737667084,0.679552,-0.0040463572,0.005668751,440,901120
903168,0.0,0.08383789,3.3187796e-08,-0.2525724172592163,406,544.52,2154.623510122299,0.67966866,-0.0055605522,0.0068696653,441,903168
905216,0.0,0.076123044,2.26897e-08,-0.3493386507034302,424,545.83,2159.664036512375,0.66740996,-0.0040538358,0.0062429258,442,905216
907264,0.0,0.067919925,3.364471e-08,-0.6828650236129761,426,545.22,2164.487714290619,0.6598794,-0.0052847206,0.0056431163,443,907264
909312,0.0,0.094091795,9.799264e-08,-0.6722781658172607,402,546.65,2169.294291496277,0.6532788,-0.0047785128,0.007291774,444,909312
911360,0.0,0.082177736,2.0060038e-06,-1.2299013137817383,430,546.92,2174.385955095291,0.65099245,-0.0062096557,0.006494208,445,911360
913408,0.0,0.08017578,1.55231e-07,-0.937340497970581,422,549.34,2179.144086122513,0.64492613,-0.00604231,0.0063471505,446,913408
915456,0.0,0.11010742,4.034516e-08,-0.5797151327133179,436,548.32,2183.9877429008484,0.6451921,-0.005651233,0.008913639,447,915456
917504,0.0,0.054589845,1.2978936e-07,-0.06799817085266113,398,549.27,2188.6825156211853,0.6516085,-0.0017286667,0.0046135997,448,917504
919552,0.0,0.068359375,1.2924147e-07,-0.1414036750793457,427,552.04,2193.819278240204,0.6623804,-0.0018088758,0.005615678,449,919552
921600,0.0,0.08427735,5.7140523e-06,-0.6475541591644287,411,553.44,2198.61034655571,0.663832,-0.0058848113,0.007091183,450,921600
923648,0.0,0.08432617,3.1124593e-08,-0.33422601222991943,424,555.18,2203.585504055023,0.66842026,-0.0074060448,0.0069816993,451,923648
925696,0.0,0.063085936,1.9311504e-08,-0.6007817983627319,414,556.8,2208.415278673172,0.6862087,-0.0036397115,0.0051487554,452,925696
927744,0.0,0.06552734,2.8866666e-08,-1.3115620613098145,346,561.45,2213.3619236946106,0.69874275,-0.0045287693,0.00533637,453,927744
929792,0.0,0.057421874,2.3313824e-08,-0.8063390254974365,328,564.34,2219.275467157364,0.6997892,-0.0017308273,0.004642141,454,929792
931840,0.0,0.072460935,3.9865463e-06,-0.40418732166290283,410,565.23,2225.5184378623962,0.7135482,-0.0026167282,0.0060299216,455,931840
933888,0.0,0.06821289,1.4430918e-06,-0.2972993850708008,412,566.12,2230.504242658615,0.7367681,-0.0057048476,0.0053757844,456,933888
935936,0.0,0.057910156,2.321046e-07,-0.07096195220947266,415,565.66,2235.4726901054382,0.7512926,-0.0017240302,0.0048136143,457,935936
937984,0.0,0.050195314,8.388794e-08,0.017848730087280273,400,565.93,2240.3989186286926,0.7548557,-0.0019750013,0.004274283,458,937984
940032,0.0,0.080517575,4.1462837e-08,0.01790463924407959,423,565.09,2245.5154268741608,0.77283806,-0.0048915907,0.006121855,459,940032
942080,0.0,0.076367185,3.2995533e-07,-0.19079136848449707,390,565.26,2250.3559336662292,0.78977495,-0.0032988482,0.00599677,460,942080
944128,0.0,0.06967773,1.0159175e-06,-0.12143886089324951,417,566.46,2255.5973970890045,0.80226326,-0.004246208,0.005593967,461,944128
946176,0.0,0.07373047,6.885109e-07,-0.3459293842315674,401,566.38,2260.50706243515,0.79855555,-0.005037302,0.0062500066,462,946176
948224,0.0,0.06386719,1.2358336e-06,-1.1717872619628906,401,567.34,2265.6151015758514,0.7809644,-0.003551355,0.0053544594,463,948224
950272,0.0,0.06962891,4.828654e-07,-0.03648555278778076,447,569.05,2270.7162132263184,0.7780725,-0.0034447894,0.0058757393,464,950272
952320,0.0,0.05205078,4.2543564e-07,-0.4640618562698364,396,570.72,2275.2969596385956,0.78605783,-0.00406677,0.0044520632,465,952320
954368,0.0,0.070166014,9.776335e-08,-0.17824983596801758,431,572.26,2280.467782497406,0.7850596,-0.0048616645,0.006190268,466,954368
956416,0.0,0.0597168,2.9820683e-08,-0.15791213512420654,424,572.25,2285.2116436958313,0.77570134,-0.0033715523,0.004979936,467,956416
958464,0.0,0.10615234,1.3284856e-07,-0.06415355205535889,407,571.59,2290.0326685905457,0.77036923,-0.006945704,0.0086482,468,958464
960512,0.0,0.07807617,2.3550834e-07,-0.3186819553375244,403,569.49,2295.0654463768005,0.77225834,-0.004636313,0.006515623,469,960512
962560,0.0,0.057275392,1.1918094e-06,-0.17164373397827148,412,570.22,2300.145196914673,0.77621603,-0.0026361807,0.004853909,470,962560
964608,0.0,0.05913086,1.4092065e-07,-0.025466322898864746,392,572.48,2305.1124827861786,0.77814597,-0.0030870691,0.005090223,471,964608
966656,0.0,0.07197265,2.9612792e-07,0.002576112747192383,413,574.02,2310.3264243602753,0.765638,-0.004153689,0.0060705794,472,966656
968704,0.0,0.056933593,4.298606e-06,-0.19519317150115967,428,575.87,2315.2766859531403,0.75050753,-0.0035231772,0.0046136584,473,968704
970752,0.0,0.06386719,3.0300194e-07,-0.09348559379577637,410,579.82,2320.0543060302734,0.7512585,-0.0028042234,0.005364738,474,970752
972800,0.0,0.05605469,6.922383e-07,0.09745842218399048,429,582.85,2325.045354604721,0.74824405,-0.0018401969,0.005117905,475,972800
974848,0.0,0.06645508,5.9968465e-07,0.04827988147735596,408,587.02,2329.813412427902,0.7473021,-0.004325536,0.005522869,476,974848
976896,0.0,0.06196289,1.4624453e-07,0.058017611503601074,382,589.1,2334.828188896179,0.75652975,-0.004545669,0.00597033,477,976896
978944,0.0,0.06303711,5.4201355e-08,-0.07994771003723145,430,589.35,2340.185148715973,0.76228964,-0.0023470095,0.005639193,478,978944
980992,0.0,0.06171875,2.8065338e-07,-0.4052993059158325,412,591.97,2344.9487903118134,0.75449,-0.0030014438,0.0049489634,479,980992
983040,0.0,0.070214845,9.395133e-06,-0.17919230461120605,427,593.94,2349.91006231308,0.7600631,-0.005444072,0.005533426,480,983040
985088,0.0,0.0796875,1.4813816e-07,-0.26770853996276855,421,598.0,2354.7047171592712,0.76169336,-0.0041739447,0.0065459968,481,985088
987136,0.0,0.059033204,6.506609e-08,-0.008780956268310547,425,600.27,2359.5641820430756,0.7467159,-0.0029781756,0.0052760555,482,987136
989184,0.0,0.08095703,5.969402e-08,-0.08034920692443848,442,600.29,2364.3780801296234,0.74718136,-0.0063244076,0.006685564,483,989184
991232,0.0,0.080029294,8.103651e-08,-0.06102621555328369,415,602.35,2369.0090408325195,0.75941396,-0.0058329348,0.0069806315,484,991232
993280,0.0,0.07993164,3.3471657e-08,0.1151624321937561,421,600.6,2373.9353692531586,0.7573548,-0.00516436,0.0064442223,485,993280
995328,0.0,0.106982425,1.6041648e-07,-0.18982553482055664,408,605.99,2378.8008682727814,0.75693214,-0.007244269,0.008244301,486,995328
997376,0.0,0.07949219,1.3088449e-07,-0.030629873275756836,437,611.89,2383.813639163971,0.75990933,-0.0049256287,0.006232451,487,997376
999424,0.0,0.06035156,1.1233641e-06,-0.11641299724578857,425,615.84,2388.4987127780914,0.73565614,-0.0042788093,0.0052980045,488,999424
1001472,0.0,0.042822264,5.416068e-07,0.10424351692199707,429,621.72,2393.3097281455994,0.7146935,-0.00248393,0.0039299815,489,1001472
1003520,0.0,0.045458984,3.525481e-08,0.3900133967399597,434,624.95,2398.0796949863434,0.71225,-0.003190967,0.0038975899,490,1003520
1005568,0.0,0.05683594,3.8034855e-08,0.36822372674942017,419,630.55,2402.7893018722534,0.7067635,-0.0018191289,0.004687482,491,1005568
1007616,0.0,0.06147461,1.194502e-07,0.2230677604675293,411,633.24,2407.669635772705,0.69812727,-0.004757858,0.0049481746,492,1007616
1009664,0.0,0.072460935,4.9189393e-06,-0.13078391551971436,428,637.96,2412.642637729645,0.6947461,-0.0037364606,0.0058207694,493,1009664
1011712,0.0,0.06298828,3.2575834e-08,-0.31773436069488525,404,641.95,2417.4247138500214,0.68443406,-0.0028333475,0.0053435415,494,1011712
1013760,0.0,0.073632814,3.5788055e-08,-0.03388166427612305,431,644.36,2422.4868540763855,0.694909,-0.0050990176,0.005796572,495,1013760
1015808,0.0,0.086083986,3.2307796e-08,-0.08981454372406006,432,645.36,2427.2289884090424,0.7030128,-0.0049114814,0.0067211227,496,1015808
1017856,0.0,0.08452149,1.5097792e-06,-0.36700427532196045,393,647.6,2431.965392589569,0.70559204,-0.0061658537,0.006714467,497,1017856
1019904,0.0,0.053369142,1.1828971e-06,-0.39455103874206543,382,646.52,2437.1718459129333,0.72540057,-0.004248415,0.004352783,498,1019904
1021952,0.0,0.047607422,5.252584e-08,-0.19798195362091064,415,649.3,2442.5285658836365,0.74130976,-0.0024843898,0.0043306723,499,1021952
1024000,0.0,0.052734375,4.7898947e-08,-0.10888957977294922,414,651.95,2447.4618809223175,0.74540764,-0.0015447006,0.0044848956,500,1024000
1026048,0.0,0.07807617,5.2695327e-08,-0.0565643310546875,423,656.11,2452.4046065807343,0.74446094,-0.0059614494,0.0061845626,501,1026048
1028096,0.0,0.053710938,4.340128e-06,-0.18208622932434082,423,660.49,2457.242753267288,0.74666,-0.003608726,0.004614211,502,1028096
1030144,0.0,0.0640625,3.45417e-06,-0.165496826171875,434,663.93,2462.0827357769012,0.7504624,-0.0038111582,0.0051891925,503,1030144
1032192,0.0,0.086083986,4.912256e-08,0.17521679401397705,429,669.55,2466.798892259598,0.75872177,-0.005583775,0.0068991864,504,1032192
1034240,0.0,0.040771484,5.8085938e-08,0.23364406824111938,405,672.85,2471.5705168247223,0.75361973,-0.0019543376,0.0038004252,505,1034240
1036288,0.0,0.06938477,1.5815512e-07,0.3014402389526367,416,673.55,2476.616776227951,0.7435974,-0.004688354,0.0060234815,506,1036288
1038336,0.0,0.06547852,2.2683295e-08,0.2670634388923645,419,675.84,2481.534066915512,0.75113004,-0.004949882,0.0052288435,507,1038336
1040384,0.0,0.07495117,1.621365e-07,0.08133232593536377,410,679.73,2486.4156556129456,0.7582396,-0.005081876,0.006238897,508,1040384
1042432,0.0,0.043408204,8.5052285e-08,-0.2504417896270752,414,682.04,2491.408208847046,0.76499116,-6.784707e-05,0.0036973269,509,1042432
1044480,0.0,0.05908203,2.4345586e-06,-0.21505701541900635,423,682.01,2496.3457250595093,0.76444715,-0.0017479941,0.00499469,510,1044480
1046528,0.0,0.06621094,1.517008e-06,-0.020745158195495605,401,684.04,2501.1871104240417,0.7594818,-0.0038511776,0.005555732,511,1046528
1048576,0.0,0.05288086,2.1896653e-07,0.015538215637207031,435,685.29,2506.292155981064,0.76053613,-0.00310171,0.0046326527,512,1048576
1050624,0.0,0.049609374,1.0145961e-06,0.0083082914352417,413,687.25,2510.995920419693,0.7556584,-0.0034905646,0.004240005,513,1050624
1052672,0.0,0.06098633,1.1065398e-07,0.022946834564208984,424,692.2,2515.955532312393,0.74661154,-0.0035722188,0.0051438166,514,1052672
1054720,0.0,0.06943359,2.1645558e-07,0.05358785390853882,410,693.92,2520.783385515213,0.7315032,-0.0053131734,0.0058683306,515,1054720
1056768,0.0,0.05629883,1.5945527e-07,-0.20461738109588623,433,697.08,2525.7770323753357,0.7166594,-0.0043583536,0.00483911,516,1056768
1058816,0.0,0.047070313,1.3249345e-06,-0.25821447372436523,431,700.96,2530.5074627399445,0.7131351,-0.0021768915,0.0042682607,517,1058816
1060864,0.0,0.09267578,6.283138e-08,-0.004246830940246582,401,704.53,2535.260089159012,0.71806294,-0.006185004,0.0073912204,518,1060864
1062912,0.0,0.047705077,2.8672926e-07,-0.06610274314880371,424,706.64,2540.3607602119446,0.7234932,-0.00019874708,0.004173361,519,1062912
1064960,0.0,0.05229492,1.2465823e-06,-0.1614542007446289,433,708.29,2545.183284521103,0.7297817,-0.0024575423,0.0046080453,520,1064960
1067008,0.0,0.06826172,4.0069676e-07,-0.04207348823547363,422,704.16,2549.911859035492,0.7443179,-0.0037311942,0.005409889,521,1067008
1069056,0.0,0.046191406,2.3890293e-06,-0.008416533470153809,397,704.95,2554.7600882053375,0.7530895,-0.00328265,0.0038826286,522,1069056
1071104,0.0,0.07836914,1.3476898e-07,-0.2703319787979126,420,703.9,2559.9184477329254,0.74838173,-0.0074279667,0.006626093,523,1071104
1073152,0.0,0.06713867,2.1121654e-08,-0.10745203495025635,415,700.44,2564.7857320308685,0.74446666,-0.0033676128,0.00540272,524,1073152
1075200,0.0,0.07880859,8.3814214e-08,-0.73143470287323,433,697.82,2569.715453147888,0.74880415,-0.0067700213,0.0060006203,525,1075200
1077248,0.0,0.06743164,6.2849736e-08,-0.7874271869659424,419,695.53,2574.4486413002014,0.75205046,-0.005982532,0.0055918517,526,1077248
1079296,0.0,0.07763672,8.6641114e-07,-0.44656872749328613,404,693.47,2579.334937810898,0.74675274,-0.0070399754,0.0064621186,527,1079296
1081344,0.0,0.059375,7.9305244e-07,-0.47423648834228516,432,692.29,2584.3985974788666,0.7368326,-0.0041385526,0.004880853,528,1081344
1083392,0.0,0.06782226,8.32453e-08,-0.39679014682769775,403,693.19,2589.1306421756744,0.7413335,-0.005471114,0.0054231524,529,1083392
1085440,0.0,0.051757812,8.105061e-08,-0.038097500801086426,442,693.8,2594.2017307281494,0.73935187,-0.0032823575,0.0048798765,530,1085440
1087488,0.0,0.076367185,9.9975615e-08,-0.32821786403656006,418,695.43,2598.8285467624664,0.73756295,-0.006530785,0.006012255,531,1087488
1089536,0.0,0.06572266,2.767265e-06,-0.29713869094848633,432,698.86,2603.7282428741455,0.74128443,-0.005338684,0.0053056395,532,1089536
1091584,0.0,0.06948242,1.926015e-08,-0.38586747646331787,401,701.49,2608.4688942432404,0.73475754,-0.005124109,0.005772193,533,1091584
1093632,0.0,0.07050781,2.7833678e-08,-0.7844516038894653,428,703.49,2613.568392753601,0.72788435,-0.005910576,0.005625902,534,1093632
1095680,0.0,0.052685548,1.2317403e-08,-0.740094780921936,420,701.32,2618.3496742248535,0.7200917,-0.0023836151,0.0048163612,535,1095680
1097728,0.0,0.117529295,1.1479906e-05,-0.9455674886703491,414,700.11,2623.2244873046875,0.7322658,-0.007580983,0.009885737,536,1097728
1099776,0.0,0.07861328,1.1745444e-08,-0.5856761932373047,404,699.72,2628.163232088089,0.7458548,-0.0046901857,0.005983008,537,1099776
1101824,0.0,0.07490234,1.2729923e-08,-0.6790227890014648,430,696.2,2633.229020833969,0.74556464,-0.0052056415,0.0063401996,538,1101824
1103872,0.0,0.07402344,9.7322035e-09,-0.8810323476791382,409,696.74,2637.986316919327,0.7334669,-0.0043453183,0.006246629,539,1103872
1105920,0.0,0.07119141,1.1765901e-08,-1.2853634357452393,416,695.72,2642.9833102226257,0.7173419,-0.005857402,0.0058637625,540,1105920
1107968,0.0,0.061767578,1.3840219e-08,-2.194593906402588,399,691.27,2647.902106523514,0.7109764,-0.004669399,0.005196087,541,1107968
1110016,0.0,0.08041992,1.4835763e-08,-1.861100673675537,382,687.51,2653.0282175540924,0.7064166,-0.005772573,0.006591294,542,1110016
1112064,0.0,0.05205078,1.1976892e-08,-0.5768404006958008,398,689.29,2658.3835504055023,0.70532,-0.0036990265,0.0044554565,543,1112064
1114112,0.0,0.07280274,1.3937166e-08,-0.5794432163238525,413,690.26,2663.527559518814,0.7034017,-0.006733498,0.005782068,544,1114112
1116160,0.0,0.054296874,4.0397246e-08,-0.8520326614379883,422,689.31,2668.478600502014,0.70263,-0.002734848,0.004511819,545,1116160
1118208,0.0,0.07421875,2.0138339e-07,-0.7501664161682129,409,689.04,2673.3234515190125,0.7111076,-0.0067586773,0.0063157254,546,1118208
1120256,0.0,0.06386719,7.910081e-07,-0.0073049068450927734,417,689.1,2678.3291096687317,0.72120875,-0.0045984774,0.005235686,547,1120256
1122304,0.0,0.060009766,1.654663e-06,0.008451879024505615,412,683.98,2683.2361931800842,0.7186445,-0.0045522363,0.0048411423,548,1122304
