ep_len_mean,policy_loss,explained_variance,n_updates,time_elapsed,policy_entropy,serial_timesteps,fps,total_timesteps,value_loss,ep_reward_mean,approxkl,clipfrac
205.59,0.0021562655,0.9979641851969063,375,2296.847934961319,0.39939314,768000,344,768000,0.28818807,74.33,0.007025832,0.080517575
204.81,-0.0021548609,0.9978611362166703,376,2302.803769350052,0.38820836,770048,341,770048,0.6100642,74.49,0.0050910213,0.06201172
203.25,0.00076343276,0.9965798903722316,377,2308.8004665374756,0.38604063,772096,345,772096,0.65018135,72.79,0.0042858636,0.04921875
199.64,3.701652e-05,0.9946901756338775,378,2314.7350373268127,0.39510298,774144,345,774144,0.52919495,69.29,0.008588856,0.09487305
199.78,-0.00029058274,0.9941208711825311,379,2320.6602053642273,0.40327224,776192,341,776192,1.0055592,68.87,0.007943288,0.1
203.47,0.0007912329,0.9971741756889969,380,2326.6524500846863,0.4060114,778240,331,778240,0.8674712,72.45,0.004259366,0.050927736
203.34,-0.0029995888,0.9955439763143659,381,2332.8310935497284,0.4141356,780288,346,780288,0.6164563,71.46,0.0075081913,0.08828125
200.15,-0.001215095,0.9983579919207841,382,2338.740157365799,0.41626507,782336,342,782336,0.2716197,67.93,0.0063104085,0.0746582
198.28,0.0029247205,0.9984564810292795,383,2344.728883743286,0.40650457,784384,347,784384,0.22830649,65.67,0.006980215,0.07324219
197.85,0.003316442,0.9982631177408621,384,2350.616349220276,0.39567024,786432,347,786432,0.1495784,65.31,0.0068996823,0.08496094
196.13,0.0019682967,0.9991341509739868,385,2356.5155799388885,0.38936073,788480,343,788480,0.079082906,63.42,0.006462644,0.07783203
197.46,0.00066975364,0.9985342310974374,386,2362.481997489929,0.38985133,790528,337,790528,0.31577456,64.81,0.0042363564,0.04814453
197.4,-0.00028454108,0.9985722973942757,387,2368.5440843105316,0.39657277,792576,341,792576,0.25245982,64.86,0.0052020876,0.06386719
198.44,-0.002084111,0.998309958493337,388,2374.5505855083466,0.40849525,794624,340,794624,0.26689765,66.19,0.006649821,0.076123044
199.43,-0.0017298299,0.998432346736081,389,2380.570037841797,0.40699798,796672,344,796672,0.2947914,67.64,0.0071225404,0.086035155
197.67,-0.00060522836,0.999305808218196,390,2386.517198562622,0.42788824,798720,345,798720,0.1105904,66.04,0.0057437397,0.070410155
198.87,-0.0026677658,0.9984314726898447,391,2392.4413170814514,0.44546667,800768,342,800768,0.32455814,67.79,0.0060236105,0.070654295
199.99,-0.00056320784,0.9991097934544086,392,2398.4291360378265,0.44180712,802816,340,802816,0.17049411,69.27,0.008200521,0.101660155
200.51,-0.0020497602,0.9974702941253781,393,2404.4515833854675,0.44177818,804864,344,804864,0.60343,70.34,0.0068648285,0.08271484
200.54,0.0019170465,0.9990194406127557,394,2410.3925399780273,0.44783217,806912,344,806912,0.110012434,70.74,0.009390593,0.11074219
200.41,-0.0019075021,0.9981536177219823,395,2416.336849927902,0.4454059,808960,340,808960,0.38138545,70.45,0.006151672,0.07719727
198.4,0.0028979054,0.9970327913761139,396,2422.351902961731,0.44052076,811008,345,811008,0.525493,68.9,0.005780856,0.072265625
200.01,8.256228e-05,0.9983331636758521,397,2428.2830061912537,0.4362608,813056,349,813056,0.32810587,70.42,0.0059126415,0.07539062
199.8,0.0016842347,0.996351154986769,398,2434.1527576446533,0.44285455,815104,343,815104,0.44094235,70.68,0.009768752,0.1137207
199.92,0.0011862535,0.9985279941465706,399,2440.1172206401825,0.4472251,817152,337,817152,0.37319607,71.21,0.0054467125,0.06416015
197.51,-0.00057709997,0.9981414768844843,400,2446.1932587623596,0.44283763,819200,338,819200,0.41485104,69.14,0.0069095856,0.08574219
198.27,0.0005125295,0.9965621801093221,401,2452.256515979767,0.4366796,821248,341,821248,0.42761642,69.8,0.0069849044,0.08569336
197.84,0.0023347847,0.9987345185363665,402,2458.2562069892883,0.44031006,823296,342,823296,0.20849371,69.27,0.0051161395,0.06010742
197.9,0.0017630204,0.9985016444697976,403,2464.2295610904694,0.45328236,825344,343,825344,0.30268127,69.39,0.0038963098,0.04296875
197.75,-0.003241225,0.9988646085839719,404,2470.1952679157257,0.4741386,827392,345,827392,0.20189361,69.44,0.007969943,0.09311523
196.89,0.0031462878,0.9964812034741044,405,2476.132220506668,0.5028788,829440,341,829440,0.50277734,68.77,0.0046820566,0.058789063
197.43,-0.0014119669,0.9973770750220865,406,2482.1375257968903,0.5174962,831488,338,831488,0.3936916,69.83,0.007885979,0.097998045
198.23,-0.00078995776,0.9988792283693328,407,2488.18092918396,0.51560324,833536,338,833536,0.23488733,71.0,0.0047140787,0.056884766
196.35,0.0022496292,0.9975262994412333,408,2494.2272481918335,0.5264718,835584,347,835584,0.16173007,68.97,0.006669577,0.0809082
197.54,-0.002896597,0.9960141396149993,409,2500.1241512298584,0.5438458,837632,333,837632,1.5463036,69.87,0.009363839,0.11489258
196.74,0.0002534617,0.9992002179496922,410,2506.2752492427826,0.5450104,839680,344,839680,0.10441182,69.63,0.0049291514,0.059179686
196.51,0.002908202,0.9993061001878232,411,2512.21924328804,0.5427872,841728,340,841728,0.07398908,69.62,0.0047535123,0.058447264
193.68,0.0005565768,0.9990960919531062,412,2518.228616952896,0.55000055,843776,338,843776,0.07539873,66.75,0.0065920637,0.08173828
192.81,-0.0011658504,0.9981258631451055,413,2524.287978410721,0.56721914,845824,332,845824,0.29023293,65.6,0.0075812936,0.09243164
192.54,-0.002406613,0.999041334784124,414,2530.4445140361786,0.5812049,847872,336,847872,0.12069342,65.03,0.0063885944,0.08256836
192.5,0.0027679945,0.9988948865793645,415,2536.5277903079987,0.58340716,849920,342,849920,0.08350511,64.94,0.006317731,0.07392578
192.62,-0.002731988,0.9985796873224899,416,2542.5023131370544,0.5836508,851968,335,851968,0.33440226,64.97,0.0064934134,0.08295898
194.16,-0.00072537846,0.9979138460475951,417,2548.6099755764008,0.5954398,854016,350,854016,0.31957027,66.34,0.008398763,0.09702148
193.3,-0.0049447687,0.9994652904570103,418,2554.448256254196,0.6053887,856064,332,856064,0.09824035,65.59,0.0068320697,0.08291016
192.25,-0.0035196922,0.9958832752890885,419,2560.6008853912354,0.6216568,858112,341,858112,0.70532405,63.69,0.008252105,0.096142575
193.19,-0.0030493394,0.9979094993323088,420,2566.601481437683,0.6332809,860160,336,860160,0.5181128,64.73,0.008494439,0.10703125
195.3,-0.0029086638,0.9982877071015537,421,2572.688795566559,0.6221085,862208,336,862208,0.30375785,66.61,0.007997772,0.091992185
197.61,0.0009367721,0.998332723393105,422,2578.7842316627502,0.6077317,864256,330,864256,0.48302397,69.05,0.0041247923,0.04511719
196.84,-0.0041104876,0.9985588080016896,423,2584.980281352997,0.6185882,866304,340,866304,0.1498002,68.56,0.008894216,0.10649414
197.11,-0.004565907,0.9975899653509259,424,2590.994106054306,0.63551694,868352,345,868352,0.4586598,68.26,0.00778623,0.09262695
196.07,0.0012901828,0.9987186307553202,425,2596.931079149246,0.63670474,870400,339,870400,0.10777134,67.24,0.007630083,0.080126956
194.96,-0.001372468,0.9981706239050254,426,2602.972533226013,0.6323494,872448,336,872448,0.450337,66.07,0.0048633944,0.059326172
194.87,-0.0012231646,0.9982480175094679,427,2609.0595581531525,0.6212069,874496,338,874496,0.3452287,66.19,0.007352329,0.08891602
194.41,-0.00080755225,0.9958843635395169,428,2615.11602807045,0.6147309,876544,338,876544,0.5674123,65.68,0.0066171438,0.07944336
192.18,-0.00047405722,0.9991947539383546,429,2621.168746948242,0.61770034,878592,342,878592,0.11215818,63.61,0.0060003405,0.07504883
192.23,-0.002840959,0.9980496587231755,430,2627.1552000045776,0.6153465,880640,339,880640,0.3599057,64.05,0.005750873,0.06992187
191.9,0.0015475337,0.9980373401194811,431,2633.194467306137,0.6116162,882688,338,882688,0.51143944,63.73,0.0056398953,0.065625
192.36,7.051679e-05,0.9966072260867804,432,2639.2401773929596,0.6203686,884736,339,884736,0.5929783,63.7,0.0052127605,0.06196289
190.13,-0.0029139845,0.9906449113041162,433,2645.266094684601,0.63040054,886784,343,886784,0.6815885,61.67,0.0063309954,0.07470703
192.77,-0.001587452,0.9988072250271216,434,2651.2325286865234,0.6271821,888832,337,888832,0.23354253,64.74,0.00871507,0.10063477
192.54,0.0017394696,0.999263605568558,435,2657.3080525398254,0.6202539,890880,339,890880,0.09198297,64.61,0.007456074,0.090625
193.33,-0.002903981,0.9992194218793884,436,2663.3469915390015,0.6287941,892928,338,892928,0.12332755,65.59,0.0073035844,0.08828125
192.75,-0.0027374981,0.9959937273524702,437,2669.4069805145264,0.66444397,894976,339,894976,0.5614404,64.98,0.0067474497,0.08129883
193.64,-0.0022172877,0.9979982750955969,438,2675.4433157444,0.70088124,897024,342,897024,0.4039835,66.0,0.0068018697,0.08364258
196.85,0.0015243535,0.997007395606488,439,2681.430837392807,0.71106476,899072,332,899072,1.0153632,69.68,0.003166377,0.03413086
198.38,0.00058784476,0.9986789503600448,440,2687.596817970276,0.7048553,901120,338,901120,0.25498053,71.12,0.0055874633,0.068603516
196.21,0.0041588843,0.9964502893853933,441,2693.646814107895,0.694997,903168,335,903168,0.48696834,69.28,0.0054350053,0.060791016
194.28,-0.0023829222,0.9966182068455964,442,2699.752053976059,0.69372654,905216,340,905216,0.28302816,67.52,0.007960321,0.096142575
194.79,0.002810157,0.9983930251328275,443,2705.767158985138,0.69114697,907264,336,907264,0.27791375,68.45,0.0072587193,0.0921875
193.88,0.000656885,0.9988475263817236,444,2711.8518521785736,0.6740993,909312,335,909312,0.27232575,67.44,0.006265531,0.072216794
195.02,-0.006381755,0.9971318389289081,445,2717.964680671692,0.6735014,911360,339,911360,0.531636,68.54,0.011147073,0.12998047
194.96,0.0017974314,0.9976400204468518,446,2724.0003068447113,0.68747914,913408,341,913408,0.41048393,68.45,0.0065772273,0.07509766
194.78,0.0016467922,0.9990156490821391,447,2730.004822254181,0.6885689,915456,339,915456,0.10561671,68.72,0.0067190477,0.08095703
191.13,4.3638984e-06,0.9980375501327217,448,2736.04780292511,0.6895868,917504,337,917504,0.29233485,64.77,0.008167543,0.09116211
190.83,0.0032109127,0.998914240160957,449,2742.1207451820374,0.69748735,919552,336,919552,0.14247745,64.7,0.0048682275,0.057861328
188.94,-0.0015782835,0.9979047109372914,450,2748.2039675712585,0.70073724,921600,339,921600,0.36737478,62.69,0.0069315797,0.083300784
194.38,-0.0073478622,0.998397356714122,451,2754.2407042980194,0.7064834,923648,331,923648,0.46896872,68.28,0.008485475,0.1015625
198.15,-0.0013160898,0.997849325183779,452,2760.4230451583862,0.70762956,925696,334,925696,0.7850159,72.18,0.0076283677,0.09306641
197.58,-0.00010680989,0.9988811681978405,453,2766.543009519577,0.71548665,927744,343,927744,0.1489376,71.56,0.0075204237,0.08989258
197.76,0.003167351,0.9977954342029989,454,2772.5080530643463,0.7415727,929792,333,929792,0.40495187,71.15,0.006241926,0.07055664
199.94,0.002786267,0.9968805487733334,455,2778.655982732773,0.7671417,931840,334,931840,0.74923337,73.23,0.008646384,0.10117187
200.83,0.0016167096,0.9978648263495415,456,2784.785464525223,0.7901914,933888,333,933888,0.53262407,73.62,0.006335846,0.07773437
201.11,-0.0017751893,0.9986513855401427,457,2790.9291009902954,0.81062996,935936,335,935936,0.3134816,73.28,0.0073662675,0.09165039
201.92,-0.0007123325,0.9963992412667722,458,2797.043259382248,0.81279147,937984,330,937984,0.74722135,74.14,0.0072311177,0.087695315
204.54,-0.0011864532,0.9979449235834181,459,2803.2367708683014,0.8182093,940032,330,940032,0.55298305,76.61,0.0061577945,0.07792969
205.99,0.0002552523,0.9979171131271869,460,2809.4278903007507,0.8437166,942080,335,942080,0.34894854,77.84,0.007908577,0.097998045
202.68,0.0020195744,0.9959992188960314,461,2815.5355277061462,0.8565895,944128,334,944128,0.9203801,74.4,0.003854422,0.04375
198.28,0.0028572236,0.997472605202347,462,2821.663227558136,0.86062926,946176,339,946176,0.23846054,69.29,0.0068698153,0.08208008
199.39,-0.002445634,0.9984019799157977,463,2827.702526807785,0.8775452,948224,331,948224,0.3492846,70.83,0.008741284,0.10092773
198.81,0.003327161,0.9977201239671558,464,2833.889183998108,0.87708443,950272,330,950272,0.4860486,70.87,0.0044928137,0.050927736
199.8,0.00029609483,0.998015470104292,465,2840.078718185425,0.8762703,952320,330,952320,0.48147798,72.09,0.0052610915,0.061621092
199.2,0.0003794721,0.9974256679415703,466,2846.2730762958527,0.8875042,954368,331,954368,0.6424035,71.66,0.0054137018,0.065625
196.65,-0.00036344025,0.9987489996710792,467,2852.459510087967,0.89769995,956416,333,956416,0.120985195,69.1,0.0038944725,0.044384766
195.53,-6.668507e-05,0.9987197101581842,468,2858.5976841449738,0.90731364,958464,336,958464,0.1921441,67.72,0.0061249086,0.077539064
194.42,-0.0005541063,0.998147756094113,469,2864.6963143348694,0.9128308,960512,329,960512,0.38292915,66.79,0.005899041,0.068115234
196.6,-0.001798847,0.9983393603470176,470,2870.9095211029053,0.94375575,962560,327,962560,0.31371668,69.17,0.0069177365,0.08364258
196.36,-0.002435549,0.9978590123355389,471,2877.1723845005035,0.96812975,964608,330,964608,0.35278335,69.37,0.0056324136,0.06567383
198.63,0.001163839,0.9989696622360498,472,2883.3725295066833,0.9722131,966656,325,966656,0.27788585,71.61,0.0074110604,0.095263675
197.79,0.00039607953,0.9990098421694711,473,2889.6653249263763,0.9588146,968704,331,968704,0.115586616,70.4,0.006212769,0.0737793
195.1,-0.002010677,0.9990344864781946,474,2895.853517770767,0.9497746,970752,335,970752,0.14439315,67.38,0.0066948207,0.07763672
195.67,-0.0006669875,0.998798270826228,475,2901.966386079788,0.93832797,972800,331,972800,0.2020028,68.02,0.005766336,0.06977539
196.95,0.0010182323,0.9984350505983457,476,2908.1447126865387,0.9391799,974848,338,974848,0.2995774,69.63,0.0062070666,0.08071289
198.16,0.0017127423,0.9978416666854173,477,2914.201695203781,0.94507426,976896,334,976896,0.3204823,70.82,0.005980138,0.07265625
200.72,-0.0037057467,0.9970776536501944,478,2920.325179576874,0.94899213,978944,328,978944,0.9221544,73.39,0.0071641193,0.083496094
202.84,-0.0037091519,0.9980185420718044,479,2926.566832780838,0.9510288,980992,326,980992,0.5674477,75.54,0.006582032,0.07861328
204.02,0.0024695972,0.9964149927254766,480,2932.832714319229,0.9427846,983040,327,983040,0.9347726,76.25,0.005084503,0.05625
205.04,-0.0052589457,0.9992556071374565,481,2939.089945793152,0.9420341,985088,332,985088,0.083070464,77.2,0.008252716,0.10209961
201.9,-0.0036739975,0.9986708805663511,482,2945.245722055435,0.9556695,987136,332,987136,0.13342759,73.89,0.0075740716,0.09829102
201.83,-0.0030063144,0.9987249181140214,483,2951.411066055298,0.9657593,989184,333,989184,0.22065778,73.73,0.0061430545,0.07578125
204.96,0.003059698,0.9984835332725197,484,2957.554906606674,0.9643739,991232,330,991232,0.30481014,76.55,0.0062790154,0.076171875
203.31,0.0014359888,0.9979199361987412,485,2963.7536673545837,0.9648489,993280,337,993280,0.21260321,74.4,0.0057181846,0.07475586
201.15,0.0010025637,0.9978876614477485,486,2969.824153661728,0.9678941,995328,328,995328,0.34797388,71.65,0.0052294154,0.06323242
204.39,-0.00014028189,0.9968882640823722,487,2976.0680072307587,0.9698165,997376,327,997376,1.1024566,74.95,0.004566625,0.052001953
201.62,-0.0013375689,0.9985100525664166,488,2982.321575641632,0.9602728,999424,330,999424,0.2626217,71.88,0.0055663884,0.06958008
199.61,-0.0004544395,0.9984664364019409,489,2988.5174264907837,0.94898015,1001472,330,1001472,0.22558351,69.56,0.0070553916,0.078271486
197.63,0.00034926814,0.9990695770829916,490,2994.7149872779846,0.93736947,1003520,332,1003520,0.17673156,67.46,0.0054519856,0.063085936
200.27,-3.3425807e-05,0.9988296517403796,491,3000.883135318756,0.9326844,1005568,328,1005568,0.3279347,69.91,0.00352856,0.038867187
200.97,-0.0037286088,0.999089835153427,492,3007.1277692317963,0.91275835,1007616,333,1007616,0.14618349,70.53,0.0058592428,0.06958008
201.79,-0.0030929467,0.9985025463392958,493,3013.275782585144,0.89116013,1009664,337,1009664,0.29602596,71.24,0.006061687,0.07529297
200.81,0.00169927,0.9975261457730085,494,3019.3379340171814,0.88197696,1011712,329,1011712,0.6231362,70.19,0.0043074684,0.04916992
201.78,-0.0016930366,0.9980169637128711,495,3025.546804666519,0.8938896,1013760,330,1013760,0.2665415,71.0,0.0063343244,0.07675781
201.67,-0.0017036458,0.9978186024818569,496,3031.7467873096466,0.9092644,1015808,329,1015808,0.44802076,71.33,0.006215733,0.07265625
200.71,-0.0020612092,0.9981567665236071,497,3037.965631723404,0.9099032,1017856,327,1017856,0.2641801,70.88,0.0067714034,0.07919922
200.19,-0.0021605282,0.9986758831655607,498,3044.230102300644,0.89731836,1019904,332,1019904,0.2220972,70.22,0.008483636,0.11230469
199.46,-0.0019726618,0.9971300410106778,499,3050.39173913002,0.9200829,1021952,331,1021952,0.41920894,69.96,0.009267966,0.11166992
197.08,0.002194713,0.9982002797769383,500,3056.580929040909,0.94605386,1024000,332,1024000,0.26397482,67.45,0.005781073,0.0675293
196.31,-0.003965983,0.9980446880217642,501,3062.744297981262,0.93860686,1026048,334,1026048,0.38228732,67.0,0.006346586,0.076611325
197.23,0.00086234475,0.9985185307450593,502,3068.872691631317,0.9268874,1028096,335,1028096,0.28707418,68.7,0.0035576536,0.037988283
195.54,0.0016923345,0.9980134780053049,503,3074.979041337967,0.9237769,1030144,336,1030144,0.24546127,67.18,0.0052853646,0.062402345
194.18,-0.004556313,0.9955671075731516,504,3081.0662276744843,0.91829205,1032192,331,1032192,0.8431653,66.26,0.008083337,0.091113284
194.19,-0.0036759838,0.9982278725365177,505,3087.243669986725,0.91885614,1034240,330,1034240,0.27814558,66.84,0.00840548,0.095654294
194.34,-0.0010355603,0.9977101129479706,506,3093.4356122016907,0.91303986,1036288,331,1036288,0.542457,66.86,0.0048934026,0.055078126
191.92,-0.0012148749,0.9972176891751587,507,3099.6089696884155,0.9138277,1038336,332,1038336,0.3724512,64.28,0.0056628645,0.06870117
192.5,-0.0022860519,0.9967910440173,508,3105.762077331543,0.91929483,1040384,331,1040384,0.4713211,65.55,0.004709707,0.053515624
193.61,-0.001154873,0.9962305834051222,509,3111.943895816803,0.9179757,1042432,329,1042432,0.88725674,67.23,0.0075759604,0.08540039
194.57,-0.0055617904,0.9978232106659561,510,3118.16153717041,0.92509854,1044480,336,1044480,0.5641149,68.21,0.0068408484,0.087695315
196.82,0.002909981,0.9964077866170555,511,3124.2573096752167,0.93462837,1046528,336,1046528,0.74782455,70.26,0.009536708,0.09794922
197.39,0.00015357978,0.998748407815583,512,3130.3381168842316,0.94191253,1048576,328,1048576,0.27594745,71.11,0.00487801,0.05859375
196.16,-0.001845566,0.999059526482597,513,3136.579742193222,0.9275588,1050624,331,1050624,0.1052381,69.72,0.005926846,0.0647461
196.84,-0.006330681,0.9991709812311456,514,3142.7608206272125,0.91988325,1052672,328,1052672,0.11755546,70.34,0.008744786,0.10239258
197.63,0.00022134355,0.9971759058535099,515,3148.992777109146,0.92399836,1054720,335,1054720,0.39112768,70.79,0.006550701,0.08095703
196.23,0.0020788354,0.9984111703233793,516,3155.1085293293,0.93556595,1056768,328,1056768,0.29852402,69.62,0.005841137,0.070214845
196.19,-3.7251295e-05,0.9979435098357499,517,3161.3406987190247,0.9538144,1058816,332,1058816,0.29633138,69.49,0.006570631,0.079882815
196.39,-0.00021723665,0.9979509799741209,518,3167.5071976184845,0.96322995,1060864,331,1060864,0.29550734,69.14,0.0063794134,0.07368164
194.89,-0.0017530278,0.9988528614630923,519,3173.6789309978485,0.96490383,1062912,332,1062912,0.20554829,66.87,0.005741488,0.06459961
195.75,-0.00013192807,0.9967612782493234,520,3179.8464295864105,0.9540909,1064960,333,1064960,1.0268852,67.53,0.0064576194,0.07519531
196.02,0.00011449732,0.9979728332255036,521,3185.994701385498,0.93822795,1067008,332,1067008,0.39497754,67.54,0.008343255,0.09511719
194.6,-0.0013657978,0.9970587673597038,522,3192.151086807251,0.9266267,1069056,331,1069056,0.46389285,65.47,0.0066529466,0.07514648
194.0,0.0016011404,0.9974107667803764,523,3198.337621450424,0.9227482,1071104,330,1071104,0.2806191,64.56,0.006446595,0.07290039
193.98,-0.0028012581,0.995172007009387,524,3204.5341098308563,0.9511858,1073152,331,1073152,0.6244427,63.79,0.0066568395,0.079833984
192.96,-0.00032004435,0.9990018092794344,525,3210.723487138748,0.95614594,1075200,337,1075200,0.1528866,62.27,0.0046194578,0.05239258
193.78,0.0014444605,0.9989160149125382,526,3216.8026094436646,0.9417137,1077248,329,1077248,0.21807735,62.92,0.0056899125,0.064257815
197.81,-0.0037607155,0.9985099891200662,527,3223.0140693187714,0.9400197,1079296,328,1079296,0.37268543,67.29,0.0073673865,0.08588867
198.41,-0.001783957,0.9972373431082815,528,3229.2576563358307,0.9318922,1081344,336,1081344,0.57719636,67.88,0.006965517,0.079589844
199.92,-0.00042564265,0.9977487956639379,529,3235.344799757004,0.9140342,1083392,334,1083392,0.4870349,69.5,0.0062579997,0.06992187
200.14,0.00074351183,0.998581733671017,530,3241.4776968955994,0.88866913,1085440,326,1085440,0.3724942,69.64,0.0050492305,0.05986328
199.08,0.0017894976,0.9971721819601953,531,3247.743143558502,0.89024574,1087488,334,1087488,0.26215893,68.41,0.008065143,0.0894043
201.33,0.0013814459,0.9986048253485933,532,3253.8739864826202,0.9009509,1089536,328,1089536,0.4169467,70.77,0.0032709371,0.033203125
204.16,0.00067108625,0.9983358107274398,533,3260.105710744858,0.91250026,1091584,330,1091584,0.32825047,73.34,0.00556749,0.058886718
205.33,-0.0002712749,0.9972705675754696,534,3266.303042650223,0.931656,1093632,330,1093632,0.45651707,74.27,0.005826271,0.066308595
208.53,0.0011882139,0.9981231223791838,535,3272.5084438323975,0.9368377,1095680,325,1095680,0.48244682,77.28,0.0052841743,0.06201172
207.32,0.0036253445,0.9984085544710979,536,3278.8074102401733,0.9295559,1097728,328,1097728,0.23546414,75.79,0.0050618323,0.060253907
205.56,-0.0015220671,0.9980834568850696,537,3285.0398478507996,0.93035,1099776,334,1099776,0.3513392,73.24,0.0054125157,0.06694336
205.45,0.003047175,0.9981562322936952,538,3291.1670117378235,0.9332136,1101824,337,1101824,0.30234963,72.67,0.0072752484,0.08847656
205.7,-0.0035669804,0.9983950322493911,539,3297.2425713539124,0.9391969,1103872,326,1103872,0.27611887,72.59,0.008297741,0.09853516
203.18,-0.001438089,0.9948993250727654,540,3303.514716386795,0.94870406,1105920,328,1105920,0.6346208,69.59,0.0059288745,0.07197265
203.77,0.0005477923,0.9987639846513048,541,3309.748933315277,0.947271,1107968,330,1107968,0.14175329,70.49,0.006901744,0.082177736
199.59,-0.00043692812,0.9952803333289921,542,3315.955890893936,0.93016875,1110016,334,1110016,0.4469208,65.4,0.007674837,0.07919922
199.66,-0.0020342793,0.9984427500749007,543,3322.0746240615845,0.91563034,1112064,332,1112064,0.23960881,66.06,0.0066872477,0.08344726
198.39,0.0002808228,0.9990633362322114,544,3328.2318415641785,0.9025793,1114112,332,1114112,0.094722,65.04,0.0046957983,0.05390625
195.63,-0.0016529221,0.9986449924763292,545,3334.3936779499054,0.9014226,1116160,332,1116160,0.16224763,62.22,0.0047524213,0.05834961
194.6,0.00041390993,0.9992354678688571,546,3340.556133031845,0.89817774,1118208,329,1118208,0.12359063,61.43,0.0053566573,0.0625
192.69,-0.0026214672,0.9987216994632035,547,3346.7652938365936,0.8910626,1120256,337,1120256,0.20309737,60.2,0.007958519,0.10239258
191.91,0.00020381964,0.9979493438731879,548,3352.8360979557037,0.89414597,1122304,330,1122304,0.40213647,59.64,0.006048978,0.071777344
193.02,0.0032289424,0.9976838298607618,549,3359.025719165802,0.90346146,1124352,330,1124352,0.3104934,61.59,0.005781715,0.06665039
191.99,-0.0023664082,0.9973624600097537,550,3365.2330453395844,0.9206317,1126400,333,1126400,0.22637813,59.94,0.0045784595,0.054248046
192.98,-0.0041394727,0.9982957064639777,551,3371.3762764930725,0.94293106,1128448,327,1128448,0.4725727,61.6,0.00532614,0.06577148
193.63,0.002499403,0.9989494209876284,552,3377.6375093460083,0.9511627,1130496,331,1130496,0.098047234,62.68,0.0071163974,0.09072266
195.72,-0.0012830775,0.9989904770627618,553,3383.8116149902344,0.94797134,1132544,322,1132544,0.22871542,65.34,0.004196645,0.047802735
194.58,0.0036178597,0.9990260502672754,554,3390.168872356415,0.9407145,1134592,332,1134592,0.07691326,64.18,0.006726043,0.0809082
194.76,-0.0039323512,0.9987121328013018,555,3396.3318860530853,0.931811,1136640,331,1136640,0.24738729,65.17,0.0074417433,0.094091795
196.75,0.0021389523,0.9983852071454749,556,3402.513364315033,0.934251,1138688,329,1138688,0.33130902,67.77,0.0046252953,0.049121093
195.39,0.0016066923,0.9981673696311191,557,3408.7285668849945,0.9359439,1140736,330,1140736,0.32523742,66.58,0.004901741,0.05756836
196.6,-0.004812156,0.9963625024538487,558,3414.9336819648743,0.950916,1142784,328,1142784,0.9176618,68.08,0.008065274,0.09921875
198.95,-0.006166455,0.9982404203619808,559,3421.1625747680664,0.98442286,1144832,327,1144832,0.37387466,71.16,0.009238509,0.10825195
198.98,0.00032010901,0.9986098022200167,560,3427.409049987793,0.9919596,1146880,331,1146880,0.2657527,71.94,0.004510951,0.05292969
195.37,-0.0025617918,0.996273878030479,561,3433.5974366664886,0.98433924,1148928,334,1148928,0.46133417,67.76,0.0071282648,0.07993164
196.42,0.0013840784,0.9986107372678816,562,3439.724155664444,0.9784385,1150976,324,1150976,0.30756754,69.27,0.0045309747,0.05229492
195.51,0.0016073578,0.9973356297705323,563,3446.0435240268707,0.9845767,1153024,326,1153024,0.42219678,68.39,0.005775015,0.07080078
194.42,-0.00059064786,0.9969635314773768,564,3452.3120861053467,0.98309356,1155072,329,1155072,0.5539305,67.21,0.0064604827,0.08017578
194.07,-0.0018393125,0.9995897951885127,565,3458.532463788986,0.9751604,1157120,325,1157120,0.07516019,67.08,0.0041585867,0.04765625
195.17,0.00022873326,0.9973999476060271,566,3464.8223984241486,0.9598671,1159168,331,1159168,0.64215094,68.19,0.0074029407,0.09047852
195.5,-0.0013313541,0.9939472419209778,567,3471.000319004059,0.9488527,1161216,327,1161216,1.28819,68.05,0.007929431,0.09482422
193.21,0.0010008197,0.9976679196115583,568,3477.2643823623657,0.94907486,1163264,329,1163264,0.43678403,65.84,0.0045488947,0.053369142
193.0,0.0010492797,0.9981028536567464,569,3483.4863998889923,0.94536275,1165312,331,1165312,0.35495,65.89,0.005442559,0.0625
194.8,0.00073462917,0.992572189308703,570,3489.6757197380066,0.9549099,1167360,331,1167360,1.0293688,67.37,0.0058324602,0.0730957
195.3,0.00027447898,0.9962448789738119,571,3495.8545200824738,0.97039235,1169408,330,1169408,1.2547938,68.46,0.004929016,0.058886718
195.33,-0.003248132,0.9939246983267367,572,3502.0616965293884,0.977085,1171456,329,1171456,1.1507547,67.62,0.0058733206,0.06738281
198.36,3.5436486e-05,0.9988320185802877,573,3508.282503604889,0.9775112,1173504,325,1173504,0.2958431,70.79,0.0037293949,0.04067383
197.41,0.0018046603,0.9952611550688744,574,3514.5854313373566,0.98412067,1175552,328,1175552,0.56810415,69.54,0.0072445525,0.09194336
196.79,0.0003161289,0.9973094367887825,575,3520.8214597702026,1.0030404,1177600,333,1177600,0.47505307,67.9,0.0100811515,0.087841794
196.73,0.00088022446,0.9958644164726138,576,3526.9646425247192,1.0247796,1179648,329,1179648,0.973564,67.66,0.0037301057,0.043261718
197.54,-0.0014898608,0.9879970736801624,577,3533.181539297104,1.0383904,1181696,327,1181696,2.2848098,67.43,0.0071956865,0.092236325
194.7,-0.0009142776,0.9983633981319144,578,3539.432255744934,1.0448958,1183744,330,1183744,0.10969677,63.68,0.006540998,0.08291016
