approxkl,time_elapsed,policy_loss,ep_len_mean,policy_entropy,total_timesteps,serial_timesteps,n_updates,fps,ep_reward_mean,explained_variance,clipfrac,value_loss
0.0055315373,4065.2554268836975,-0.004341578,1216.46,2.8470883,1161216,1161216,567,284,806.6753055500002,0.7529245316982269,0.06586914,10.26739
0.004343829,4072.4477536678314,-0.003708866,1216.46,2.850491,1163264,1163264,568,280,805.63556815,0.553179144859314,0.042089842,12.973361
0.0021565934,4079.7481372356415,-0.0019004721,1206.1,2.8495722,1165312,1165312,569,284,797.9422633400001,0.9104082882404327,0.0203125,7.982618
0.0034131762,4086.9578177928925,-0.004267928,1209.15,2.858828,1167360,1167360,570,284,798.8227294099997,0.791741818189621,0.038720705,11.679048
0.0025716233,4094.162398815155,-0.0036576365,1198.32,2.8759139,1169408,1169408,571,285,792.0920489299999,0.9020069614052773,0.029003907,7.707049
0.0039050276,4101.331990003586,-0.0050324714,1188.11,2.8877082,1171456,1171456,572,280,783.8398391399999,0.9030937105417252,0.047265626,7.653942
0.0037313364,4108.633608341217,-0.0048167864,1172.2,2.8947604,1173504,1173504,573,273,770.9383816199999,0.8158220052719116,0.04350586,13.683104
0.003422207,4116.12647485733,-0.006276516,1170.23,2.9089541,1175552,1175552,574,258,770.2868753399999,0.9129165560007095,0.037597656,4.6243415
0.0030183177,4124.060109615326,-0.0043052398,1168.04,2.9017167,1177600,1177600,575,301,767.2852325999999,0.8433814197778702,0.02890625,12.096079
0.0038662262,4130.848905086517,-0.0042516673,1155.76,2.889895,1179648,1179648,576,289,758.2710201799997,0.8581925332546234,0.045654297,7.1888185
0.004745463,4137.9189648628235,-0.0038913232,1172.92,2.8935823,1181696,1181696,577,287,770.89527999,0.7553218454122543,0.058154296,10.99579
0.007574033,4145.053581237793,-0.008618238,1187.91,2.9000587,1183744,1183744,578,276,781.74882698,0.908706545829773,0.088574216,4.752685
0.004888942,4152.454341888428,-0.0042188084,1207.42,2.8997185,1185792,1185792,579,284,796.2639526900001,0.8446484953165054,0.053027343,12.478224
0.0046302984,4159.645530939102,-0.0031872757,1207.42,2.8974168,1187840,1187840,580,287,794.7947678699999,0.7210690379142761,0.05283203,13.134445
0.0019268512,4166.75878739357,-0.0013596865,1226.44,2.8958611,1189888,1189888,581,288,807.9034987499998,0.8871935904026031,0.019140625,9.145321
0.0035432074,4173.85046672821,-0.004098592,1241.2,2.8964126,1191936,1191936,582,277,819.2255559800002,0.9164357408881187,0.03388672,4.864145
0.0049858154,4181.22460269928,-0.0024827498,1258.11,2.8990743,1193984,1193984,583,262,830.59597267,0.6762864887714386,0.0609375,10.204107
0.0030859918,4189.038782119751,-0.001839946,1275.15,2.9110239,1196032,1196032,584,266,842.67033758,0.7869123816490173,0.032714844,9.06295
0.0056117876,4196.718787431717,-0.0019052246,1292.17,2.920855,1198080,1198080,585,284,855.1779544700001,0.6311030089855194,0.06704102,12.660689
0.0033217322,4203.926081418991,-0.0011966629,1309.39,2.9224198,1200128,1200128,586,288,867.22656696,0.7236811518669128,0.034814455,10.791224
0.003823717,4211.032998085022,-0.004947015,1319.88,2.9149296,1202176,1202176,587,288,874.9175918600001,0.7632831186056137,0.044921875,9.807567
0.002487055,4218.145696640015,-0.0015577609,1329.91,2.9060469,1204224,1204224,588,288,881.48958352,0.9007507786154747,0.024609376,5.764949
0.0060958313,4225.244672775269,-0.004678074,1296.14,2.90291,1206272,1206272,589,296,860.9525528200002,0.6715890765190125,0.065820314,35.86243
0.0032020833,4232.160879611969,-0.0020271044,1296.14,2.9053686,1208320,1208320,590,282,862.7906463600001,0.7569951713085175,0.03330078,11.601834
0.0039764494,4239.417901515961,-0.0038543567,1312.11,2.9179251,1210368,1210368,591,271,876.13389009,0.8221367001533508,0.04458008,12.285564
0.0047052703,4246.954987049103,-0.006275886,1312.11,2.9300618,1212416,1212416,592,277,877.5731565799999,0.7131767868995667,0.050488282,11.6487255
0.0034092981,4254.3335909843445,-0.0033294507,1314.07,2.9307213,1214464,1214464,593,283,879.5130081699998,0.8998067826032639,0.040478516,9.087931
0.0045160605,4261.54859828949,-0.004575511,1315.2,2.9187598,1216512,1216512,594,277,880.2311863599997,0.925095222890377,0.04711914,3.9679215
0.0021546038,4268.931380748749,-0.0046079415,1321.36,2.9031773,1218560,1218560,595,280,883.03541104,0.8721040934324265,0.021337891,11.400588
0.0060700155,4276.233227491379,-0.0096907215,1321.73,2.8959079,1220608,1220608,596,283,884.36656229,0.7164209485054016,0.07094727,11.638459
0.0044659087,4283.461842298508,-0.003910422,1319.96,2.8965662,1222656,1222656,597,284,882.0208437000002,0.906825378537178,0.055419922,5.5204077
0.0037513524,4290.658463478088,-0.0050273016,1324.08,2.8990397,1224704,1224704,598,284,885.7596418100001,0.8616730272769928,0.04375,13.252475
0.0030986974,4297.861971616745,-0.002329742,1334.27,2.9035048,1226752,1226752,599,281,893.0240257600001,0.7829558998346329,0.03491211,9.821028
0.0031428416,4305.126585006714,-0.0020115243,1334.27,2.9031665,1228800,1228800,600,280,892.46535205,0.7157398760318756,0.035302736,14.677022
0.0040248125,4312.444340229034,-0.003958386,1349.38,2.9030962,1230848,1230848,601,270,903.44768713,0.6866858899593353,0.047558594,14.215686
0.006966581,4320.024357318878,-0.0043467507,1349.38,2.9070115,1232896,1232896,602,283,904.3497761199999,0.6903834342956543,0.076123044,12.010345
0.0036628384,4327.258556127548,-0.005394966,1331.46,2.915387,1234944,1234944,603,288,890.97837764,0.9110050722956657,0.042138673,9.100447
0.0043774103,4334.358260393143,-0.0064390292,1313.71,2.933039,1236992,1236992,604,293,878.5501602899999,0.8022067844867706,0.052197266,16.373123
0.003298691,4341.343371629715,-0.0024111446,1313.71,2.950583,1239040,1239040,605,288,878.5716985600001,0.7854972332715988,0.039648436,11.743812
0.0038229078,4348.447413921356,-0.003893733,1319.74,2.959684,1241088,1241088,606,296,883.1545901700001,0.9305062368512154,0.040966798,4.4172034
0.003183674,4355.363593816757,-0.0016049223,1331.12,2.9667616,1243136,1243136,607,278,892.6511540200003,0.7737428396940231,0.03310547,21.677681
0.0030201583,4362.731159925461,-0.0041696317,1322.54,2.9631,1245184,1245184,608,280,885.7262821500002,0.9371108114719391,0.03286133,5.488968
0.0048831454,4370.025733232498,-0.0030786288,1322.54,2.9709516,1247232,1247232,609,280,886.47814931,0.6864480078220367,0.052783202,13.978685
