total_timesteps,serial_timesteps,ep_len_mean,approxkl,n_updates,clipfrac,time_elapsed,fps,ep_reward_mean,policy_loss,explained_variance,value_loss,policy_entropy
874496,874496,334.46,0.005952512,427,0.07163086,2271.5461809635162,396,0.0,-0.005125046,-0.3434969186782837,3.9455413e-06,0.61734426
876544,876544,329.46,0.005800142,428,0.07216797,2276.712076663971,376,0.0,-0.003974054,-0.4784020185470581,4.4712775e-07,0.62004817
878592,878592,329.19,0.005628083,429,0.06923828,2282.157340526581,359,0.0,-0.0040074466,-0.660531759262085,1.0995474e-07,0.61008734
880640,880640,320.56,0.006800084,430,0.08867188,2287.8598985671997,399,0.0,-0.0057845498,-0.832931637763977,2.157955e-07,0.60216224
882688,882688,322.19,0.008048331,431,0.09677734,2292.98220539093,429,0.0,-0.0077495025,-1.9052951335906982,1.568366e-07,0.5887642
884736,884736,331.54,0.008768393,432,0.107421875,2297.748645067215,401,0.0,-0.0068437285,-1.345595121383667,5.2507147e-07,0.57580304
886784,886784,332.39,0.0073880283,433,0.09760742,2302.8526468276978,383,0.0,-0.0053342115,-2.2144949436187744,1.3671665e-06,0.5722414
888832,888832,334.83,0.0072303005,434,0.08115234,2308.194255590439,343,0.0,-0.0065314346,-1.8275043964385986,2.4214222e-07,0.5638921
890880,890880,347.78,0.006373762,435,0.07700195,2314.1613981723785,384,0.0,-0.0035961606,-5.321428298950195,9.973961e-07,0.5593436
892928,892928,349.51,0.008062106,436,0.09741211,2319.4919826984406,369,0.0,-0.0071476065,-0.06387245655059814,2.6585852e-07,0.5553802
894976,894976,343.29,0.007905101,437,0.0993164,2325.040036201477,427,0.0,-0.0081745,-0.2199101448059082,4.345634e-07,0.56771237
897024,897024,347.36,0.0068002543,438,0.08530273,2329.832758665085,393,0.0,-0.0065989955,-0.03411900997161865,8.673788e-08,0.5745515
899072,899072,337.29,0.0068340064,439,0.07817383,2335.0422649383545,406,0.0,-0.0059875366,-0.1634211540222168,3.7648435e-06,0.56477034
901120,901120,340.51,0.006755414,440,0.085791014,2340.087371110916,413,0.0,-0.006435522,-0.7611075639724731,1.16989625e-07,0.5573584
903168,903168,337.88,0.006546817,441,0.07314453,2345.0460119247437,403,0.0,-0.0053019347,-0.33623039722442627,3.4558295e-07,0.5486655
905216,905216,345.13,0.0069447933,442,0.08554687,2350.128303050995,398,0.0,-0.0041771596,-0.8128945827484131,1.1886431e-07,0.5382802
907264,907264,347.86,0.00658534,443,0.08276367,2355.275455236435,382,0.0,-0.0037043684,-0.9084168672561646,7.550725e-07,0.54736054
909312,909312,343.59,0.0060232244,444,0.0737793,2360.6278433799744,414,0.0,-0.0031097792,-0.6328796148300171,1.7551696e-07,0.5536723
911360,911360,332.6,0.0069599613,445,0.08291016,2365.5715613365173,382,0.0,-0.006872674,-0.016379475593566895,4.325841e-07,0.54317224
913408,913408,330.73,0.0060792034,446,0.0730957,2370.9333112239838,390,0.0,-0.005605518,-0.09077489376068115,1.2240031e-07,0.53581876
915456,915456,338.41,0.0058283554,447,0.071777344,2376.1777737140656,376,0.0,-0.0028363783,-0.5309126377105713,1.6939737e-06,0.5377414
917504,917504,314.38,0.0071101403,448,0.08305664,2381.6117749214172,380,0.0,-0.002685142,0.24347752332687378,7.3050893e-07,0.5298364
919552,919552,294.83,0.00567534,449,0.06958008,2386.9892089366913,374,0.0,-0.001211935,-0.10304915904998779,2.8509538e-07,0.52092713
921600,921600,289.02,0.0059898826,450,0.07084961,2392.454262971878,372,0.0,-0.0046041585,0.31658297777175903,1.0042153e-07,0.51326025
923648,923648,273.58,0.00465753,451,0.05332031,2397.962730407715,402,0.0,0.0023093142,-0.6430867910385132,5.4951915e-06,0.50762355
925696,925696,274.02,0.0071963654,452,0.08867188,2403.0492022037506,376,0.0,-0.0040855655,0.13700217008590698,2.103886e-08,0.5035792
927744,927744,264.27,0.008106997,453,0.1078125,2408.4843447208405,356,0.0,-0.0028008532,0.3685775399208069,1.3661119e-07,0.4987175
929792,929792,251.03,0.006297118,454,0.07768555,2414.228332042694,379,0.0,-0.0031628353,-0.0002422332763671875,1.2085688e-07,0.50698215
931840,931840,245.41,0.006890998,455,0.084375,2419.6234018802643,330,0.0,0.0020083399,0.04347991943359375,8.774467e-07,0.50694525
933888,933888,234.16,0.0055242865,456,0.0659668,2425.8139469623566,400,0.0,-0.003852471,0.27430135011672974,5.72183e-08,0.5117081
935936,935936,229.2,0.0058136294,457,0.070898436,2430.9303102493286,395,0.0,-0.001335933,-0.7002825736999512,2.318189e-07,0.5141561
937984,937984,218.28,0.0059015686,458,0.07285156,2436.112375020981,382,0.0,-0.00078299304,0.3773006796836853,1.1973189e-06,0.51324177
940032,940032,218.54,0.0054220203,459,0.066992186,2441.4621584415436,348,0.0,-0.00301714,0.5894545614719391,7.540099e-08,0.517507
942080,942080,222.5,0.006862417,460,0.084667966,2447.3408155441284,419,0.0,-0.0029023257,0.6349133849143982,2.431887e-07,0.5294527
944128,944128,217.7,0.009337319,461,0.11884765,2452.2252266407013,405,0.0,-0.0046940274,0.6514084339141846,3.0728674e-07,0.55661196
946176,946176,220.72,0.005710629,462,0.07319336,2457.2804124355316,379,0.0,-0.0038349542,0.5416449904441833,7.301609e-07,0.56440765
948224,948224,215.52,0.0059151175,463,0.07373047,2462.671877145767,390,0.0,-0.003325799,0.610916018486023,2.0423588e-06,0.560305
950272,950272,218.51,0.0047628554,464,0.056005858,2467.9145879745483,385,0.0,-0.0035980016,0.3956518769264221,3.3437336e-06,0.56813574
952320,952320,220.04,0.0056766476,465,0.07172851,2473.225639104843,367,0.0,-0.0011912312,0.5769984722137451,6.859704e-07,0.5751232
954368,954368,218.55,0.008201821,466,0.10844727,2478.80708193779,399,0.0,-0.007012131,0.6832360327243805,4.0941654e-06,0.5811009
956416,956416,215.45,0.00580399,467,0.07114258,2483.930831670761,390,0.0,-0.003713678,0.7804050743579865,1.2226862e-07,0.5859624
958464,958464,214.64,0.005615637,468,0.06518555,2489.174169063568,384,0.0,-0.0017339464,0.7888843864202499,1.38176e-07,0.59133923
960512,960512,218.65,0.00506588,469,0.061914064,2494.503523826599,407,0.0,-0.0032321878,0.8345175832509995,2.7406543e-07,0.6005836
962560,962560,216.33,0.0049681826,470,0.058154296,2499.533192396164,393,0.0,-0.00054063724,0.8083772212266922,8.8456986e-08,0.59962326
964608,964608,218.53,0.0057267053,471,0.06992187,2504.7460267543793,373,0.0,-0.0026296272,0.7935462892055511,7.014283e-07,0.5913308
966656,966656,216.39,0.0044308547,472,0.047851562,2510.2314882278442,428,0.0,-0.0036702987,0.5213870704174042,2.5078753e-06,0.5843066
968704,968704,218.92,0.0067133433,473,0.08681641,2515.009091615677,390,0.0,-0.0034303279,0.5599364340305328,5.662013e-06,0.5814309
970752,970752,221.96,0.006339611,474,0.07807617,2520.260349035263,386,0.0,-0.0035475425,0.6204281747341156,1.1871949e-07,0.5798769
972800,972800,227.39,0.008375971,475,0.1015625,2525.5539491176605,409,0.0,-0.0059179296,-0.5152487754821777,6.0456034e-07,0.5686915
974848,974848,237.88,0.005771259,476,0.072509766,2530.555241584778,379,0.0,-0.0038350257,-0.6304143667221069,3.180545e-07,0.5582543
976896,976896,240.67,0.006758521,477,0.07773437,2535.950303554535,404,0.0,-0.002279796,-1.0580039024353027,1.0336992e-06,0.54007345
978944,978944,251.55,0.0062807137,478,0.07026367,2541.021039247513,403,0.0,-0.0056743496,-0.503625750541687,3.6540462e-07,0.51568544
980992,980992,261.54,0.0061728815,479,0.068408206,2546.0968844890594,383,0.0,-0.0072989995,-0.7814819812774658,4.5449042e-07,0.50345695
983040,983040,269.12,0.005769938,480,0.0734375,2551.433935880661,413,0.0,-0.003996977,-0.8028615713119507,1.2330675e-07,0.5026027
985088,985088,277.93,0.0076135546,481,0.09975586,2556.385751247406,376,0.0,-0.006088616,-1.9053399562835693,4.3783476e-07,0.51076424
987136,987136,285.18,0.0056609726,482,0.07314453,2561.8210830688477,386,0.0,-0.003977335,0.02719968557357788,3.65912e-07,0.52814305
989184,989184,281.88,0.007258193,483,0.08510742,2567.1192779541016,365,0.0,0.00071566505,0.2806447744369507,4.5213665e-06,0.54741687
991232,991232,287.56,0.0066753356,484,0.07734375,2572.723261117935,397,0.0,-0.0046517383,0.19984686374664307,9.146838e-07,0.56237215
993280,993280,291.6,0.007917245,485,0.10317383,2577.877907037735,390,0.0,-0.0061455546,0.037099242210388184,6.036427e-07,0.57378525
995328,995328,304.23,0.00749773,486,0.09462891,2583.119904756546,385,0.0,-0.002417345,-0.5840728282928467,4.1733642e-07,0.57755905
997376,997376,313.28,0.0071527036,487,0.095458984,2588.4338989257812,389,0.0,-0.0047838334,0.3604418635368347,4.3299542e-07,0.5900675
999424,999424,320.25,0.0049731834,488,0.05834961,2593.6947820186615,374,0.0,-0.00279458,-0.06522619724273682,3.129963e-07,0.59974355
1001472,1001472,317.11,0.0060182833,489,0.07441406,2599.1689417362213,390,0.0,-0.0050609936,0.307409405708313,1.9754391e-07,0.5925126
1003520,1003520,310.16,0.008051503,490,0.10615234,2604.409098148346,381,0.0,-0.0054681706,0.3935818076133728,1.7364528e-07,0.58528054
1005568,1005568,300.36,0.0055406117,491,0.063769534,2609.782938480377,370,0.0,-0.002045374,0.11973357200622559,1.4769526e-07,0.5898684
1007616,1007616,275.14,0.0058378633,492,0.07338867,2615.308533191681,352,0.0,-0.004286147,0.03699082136154175,4.0243976e-06,0.5954565
1009664,1009664,251.62,0.004128334,493,0.04951172,2621.113852262497,381,0.0,-0.0017910665,0.3896545171737671,1.2552141e-07,0.60214484
1011712,1011712,254.7,0.0051918537,494,0.06533203,2626.490338563919,389,0.0,-0.0054384177,-0.619365930557251,4.5673514e-07,0.60705024
1013760,1013760,253.5,0.0058592986,495,0.06845703,2631.7517828941345,387,0.0,-0.003270266,-0.16627204418182373,7.722018e-08,0.608657
1015808,1015808,247.15,0.006011176,496,0.075976565,2637.04048705101,403,0.0,-0.0017468218,0.3317335844039917,4.5528147e-08,0.6156601
1017856,1017856,232.58,0.007286171,497,0.09853516,2642.1195900440216,373,0.0,-0.004917561,0.03454035520553589,5.111399e-08,0.62469816
1019904,1019904,209.43,0.0065400205,498,0.07861328,2647.5991480350494,363,0.0,-0.0015509089,-1.6886870861053467,2.5925083e-06,0.62836504
1021952,1021952,196.31,0.007583386,499,0.094091795,2653.2336344718933,394,0.0,-0.0023951796,-1.6107959747314453,1.7033123e-06,0.631968
1024000,1024000,182.65,0.0060196156,500,0.07060547,2658.4265933036804,426,0.0,-0.00094559713,-0.4106189012527466,7.3776473e-06,0.62039727
1026048,1026048,174.32,0.0054152315,501,0.069726564,2663.2322974205017,408,0.0,-0.00016709421,0.14490240812301636,2.0664729e-07,0.6216248
1028096,1028096,158.29,0.005508463,502,0.06669922,2668.250125646591,378,0.0,-0.002560571,0.5014173090457916,3.6691493e-08,0.6227663
1030144,1030144,152.05,0.0056334473,503,0.063964844,2673.6683855056763,422,0.0,-0.0013154312,0.44147276878356934,4.4762775e-08,0.607339
1032192,1032192,138.53,0.00639451,504,0.080761716,2678.522525548935,360,0.0,-0.0013252975,0.1194801926612854,4.2920213e-08,0.6120238
1034240,1034240,136.9,0.0066886656,505,0.079638675,2684.2117989063263,416,0.0,-0.0014281132,-0.3911522626876831,3.341352e-06,0.6299213
1036288,1036288,136.99,0.0048483633,506,0.057666015,2689.1366200447083,372,0.0,-0.0007664058,-1.239011526107788,3.4190386e-08,0.6269269
1038336,1038336,135.63,0.0053834254,507,0.061328124,2694.6426482200623,360,0.0,-0.0013076348,-2.850527286529541,4.2385373e-08,0.61885583
1040384,1040384,137.14,0.006713829,508,0.089746095,2700.3186314105988,379,0.0,-0.0018866872,-2.6541450023651123,5.6440605e-08,0.616457
1042432,1042432,139.19,0.00634657,509,0.07885742,2705.7177476882935,439,0.0,-0.0038626525,-2.6115808486938477,5.1101656e-06,0.6063793
1044480,1044480,141.05,0.0057497853,510,0.068115234,2710.3758404254913,407,0.0,-0.00027079316,-1.424121618270874,1.4019764e-08,0.5917365
1046528,1046528,146.97,0.0072791926,511,0.08701172,2715.4036135673523,422,0.0,-0.0010573417,-1.9476299285888672,2.073838e-08,0.57580096
1048576,1048576,153.66,0.0054886835,512,0.0640625,2720.2481241226196,416,0.0,-0.00027646322,-2.1512579917907715,4.731615e-06,0.5614487
1050624,1050624,164.51,0.005872775,513,0.06982422,2725.1619744300842,397,0.0,-0.0027244885,0.2613714337348938,2.8444998e-07,0.54806507
1052672,1052672,172.42,0.0069579845,514,0.0847168,2730.311847448349,353,0.0,-0.0045054136,0.40098267793655396,2.0126276e-07,0.5335135
1054720,1054720,178.76,0.006602317,515,0.085839845,2736.105933189392,406,0.0,-0.004155026,0.6151142120361328,5.57505e-08,0.53756154
1056768,1056768,189.57,0.0061187423,516,0.07426758,2741.144497871399,375,0.0,-0.0020110835,0.6815239489078522,2.98788e-08,0.5454954
1058816,1058816,197.5,0.0062786466,517,0.072509766,2746.598441839218,362,0.0,-0.0027103121,0.644316703081131,1.9196957e-08,0.5284857
1060864,1060864,206.11,0.0063376026,518,0.0803711,2752.246763944626,390,0.0,-0.0044057835,0.5755631327629089,1.30629685e-08,0.51523805
1062912,1062912,215.98,0.006894415,519,0.08232422,2757.4937765598297,380,0.0,-0.004456964,0.24305403232574463,2.8486639e-08,0.5163177
1064960,1064960,220.66,0.006566163,520,0.084667966,2762.882885694504,397,0.0,-0.006141975,0.12849199771881104,9.041196e-07,0.51301956
1067008,1067008,227.0,0.00584554,521,0.06850586,2768.038756608963,342,0.0,-0.00550221,-0.5513129234313965,5.792816e-07,0.51354825
1069056,1069056,228.62,0.006348009,522,0.08198242,2774.0122587680817,409,0.0,-0.0030554957,0.46894335746765137,1.3366755e-06,0.52341527
1071104,1071104,226.54,0.0053735175,523,0.06035156,2779.009354829788,407,0.0,-0.001773303,-0.015531182289123535,1.5675318e-05,0.5301402
1073152,1073152,229.17,0.006817891,524,0.08725586,2784.0421030521393,404,0.0,-0.0059886845,0.44067448377609253,1.7152628e-07,0.53620124
1075200,1075200,228.67,0.006967175,525,0.080761716,2789.102604150772,400,0.0,-0.0041090613,-0.09316527843475342,3.294671e-07,0.5505846
1077248,1077248,229.9,0.0060649607,526,0.076123044,2794.215833425522,391,0.0,-0.00696782,0.033226609230041504,1.936789e-07,0.56819075
1079296,1079296,228.52,0.005694893,527,0.070654295,2799.450885295868,393,0.0,-0.005581459,-0.009915828704833984,8.340476e-08,0.577859
1081344,1081344,229.96,0.006484264,528,0.082177736,2804.65371966362,374,0.0,-0.005344148,-0.16755962371826172,4.778698e-07,0.57718056
1083392,1083392,239.52,0.0067605684,529,0.089501955,2810.1279485225677,383,0.0,-0.0061183097,-1.9734973907470703,5.549399e-07,0.57543766
1085440,1085440,240.85,0.0059379134,530,0.07504883,2815.4695131778717,381,0.0,-0.0050765607,-0.6004238128662109,8.528197e-08,0.5759283
1087488,1087488,245.18,0.0050296965,531,0.064892575,2820.8360142707825,383,0.0,-0.0049760607,-1.2979519367218018,1.6258119e-07,0.5772614
1089536,1089536,252.48,0.0061653918,532,0.074316405,2826.1744787693024,382,0.0,-0.0064210286,-1.1742527484893799,1.9341765e-07,0.56869805
1091584,1091584,257.96,0.005914677,533,0.0725586,2831.53431391716,396,0.0,-0.006349118,-0.8498868942260742,1.6410864e-07,0.5574867
1093632,1093632,259.0,0.006262002,534,0.07626953,2836.6959936618805,387,0.0,-0.004722105,-0.3892052173614502,1.0063511e-07,0.54408115
1095680,1095680,264.42,0.0060106153,535,0.07163086,2841.9785459041595,424,0.0,-0.00501459,-1.1377453804016113,5.2331247e-06,0.53608024
1097728,1097728,271.19,0.007002107,536,0.0881836,2846.8038618564606,390,0.0,-0.006810396,0.06904035806655884,1.8013985e-07,0.5311739
1099776,1099776,270.46,0.008357882,537,0.10610352,2852.056051969528,393,0.0,-0.009580779,0.1855904459953308,1.2689247e-07,0.53069925
1101824,1101824,274.13,0.0050187195,538,0.058398437,2857.267791748047,394,0.0,-0.003520824,-0.006251335144042969,3.351051e-07,0.52948684
1103872,1103872,277.18,0.008107183,539,0.09907226,2862.4627289772034,404,0.0,-0.0064825388,-2.0965259075164795,2.420639e-07,0.52800184
1105920,1105920,282.4,0.006626806,540,0.07558594,2867.5295417308807,381,0.0,-0.007961745,-2.478447914123535,1.1638857e-06,0.5324155
1107968,1107968,288.86,0.0065327897,541,0.079394534,2872.9028668403625,376,0.0,-0.004002345,-2.114727020263672,3.4091542e-07,0.5223403
1110016,1110016,287.95,0.0056224377,542,0.067871094,2878.345936059952,405,0.0,-0.0049434677,-2.9687891006469727,2.5149448e-06,0.5113853
1112064,1112064,289.2,0.0076398863,543,0.09414063,2883.3989255428314,392,0.0,-0.008618167,-0.46236884593963623,2.8567098e-07,0.5065403
1114112,1114112,288.31,0.0075251414,544,0.09213867,2888.6169893741608,376,0.0,-0.007106094,-0.5081040859222412,2.9229483e-07,0.5058531
1116160,1116160,298.19,0.006238255,545,0.07514648,2894.0644116401672,385,0.0,-0.0063404976,-4.2357177734375,8.5178755e-07,0.5050515
1118208,1118208,296.09,0.006559255,546,0.07944336,2899.381374359131,353,0.0,-0.0065442836,-2.6298465728759766,6.024749e-06,0.5105535
1120256,1120256,302.4,0.0066101165,547,0.083544925,2905.179704427719,382,0.0,-0.0057134633,0.25709062814712524,1.1230115e-06,0.5283307
1122304,1122304,301.67,0.007087186,548,0.08095703,2910.5393285751343,398,0.0,-0.0067600147,0.2793080806732178,1.3719239e-06,0.5283403
1124352,1124352,309.44,0.005515556,549,0.064892575,2915.6833341121674,386,0.0,-0.0047207745,0.15844637155532837,5.108228e-07,0.5156823
1126400,1126400,319.89,0.0064191422,550,0.083789065,2920.9780325889587,402,0.0,-0.0057217646,0.19665181636810303,5.1368824e-07,0.5205258
1128448,1128448,305.22,0.008122355,551,0.099365234,2926.064639568329,403,0.0,-0.0073036104,-0.08557748794555664,2.8154054e-06,0.53385264
1130496,1130496,307.74,0.0065034344,552,0.078710936,2931.1393904685974,352,0.0,-0.0068280892,-2.038404941558838,7.9040746e-07,0.53078645
1132544,1132544,303.08,0.006282395,553,0.07524414,2936.947293281555,388,0.0,-0.003544142,-1.2753825187683105,2.9647268e-07,0.52177906
1134592,1134592,299.6,0.0069827223,554,0.0836914,2942.219660282135,395,0.0,-0.0073834183,-1.1281874179840088,2.8070048e-07,0.5228496
1136640,1136640,301.73,0.0069878986,555,0.09023438,2947.402181625366,398,0.0,-0.008617731,-0.40178394317626953,3.227415e-07,0.52479327
1138688,1138688,301.19,0.0071763294,556,0.08754883,2952.5456845760345,395,0.0,-0.008999072,-1.4478082656860352,2.2264626e-06,0.52202815
1140736,1140736,309.34,0.0081859715,557,0.0984375,2957.720452785492,383,0.0,-0.008458151,-0.9525198936462402,1.4052113e-06,0.5210938
1142784,1142784,305.45,0.006980207,558,0.08276367,2963.0582468509674,385,0.0,-0.008413827,-0.42849206924438477,5.4261255e-07,0.5073749
1144832,1144832,310.78,0.007265882,559,0.09033203,2968.3765771389008,392,0.0,-0.0044291196,-0.7476458549499512,4.4753315e-07,0.49526206
1146880,1146880,279.4,0.0053736577,560,0.06381836,2973.5901985168457,377,0.0,-0.002019988,0.03941464424133301,2.59413e-07,0.4864253
1148928,1148928,279.72,0.0070135766,561,0.08828125,2979.015744447708,393,0.0,-0.006539169,-0.9181716442108154,2.9395207e-07,0.4819549
1150976,1150976,269.36,0.0069505014,562,0.080273435,2984.222536802292,397,0.0,-0.0059667868,-1.446138858795166,7.2700016e-07,0.48111105
1153024,1153024,262.2,0.0073188446,563,0.09243164,2989.3720059394836,388,0.0,-0.0068434193,-0.92354416847229,7.9518156e-07,0.47739363
1155072,1155072,277.2,0.007353666,564,0.0836914,2994.6423950195312,393,0.0,-0.006052452,-1.5796029567718506,4.167995e-06,0.47071466
1157120,1157120,282.07,0.00629885,565,0.07607422,2999.8515224456787,372,0.0,-0.010776578,-1.352839708328247,4.1779535e-07,0.4610167
1159168,1159168,264.26,0.008379066,566,0.09863281,3005.3455233573914,380,0.0,-0.008895213,-1.1097846031188965,1.963397e-06,0.4474593
1161216,1161216,268.51,0.008132312,567,0.10268555,3010.726263523102,393,0.0,-0.00916462,-0.04100775718688965,5.614304e-07,0.44110337
1163264,1163264,272.54,0.0085022235,568,0.096191406,3015.9379427433014,370,0.0,-0.0061880355,-0.8402299880981445,2.436702e-06,0.434242
1165312,1165312,287.49,0.0070603862,569,0.08515625,3021.465141773224,417,0.0,-0.008582697,0.2803336977958679,2.6736707e-06,0.42969084
1167360,1167360,300.54,0.005975221,570,0.06557617,3026.3770983219147,384,0.0,-0.004823652,0.15675467252731323,4.724541e-06,0.42037645
1169408,1169408,303.51,0.008004697,571,0.09482422,3031.703754901886,400,0.0,-0.008282542,0.1493707299232483,8.515884e-07,0.40034103
1171456,1171456,313.36,0.007852431,572,0.084667966,3036.8139913082123,433,0.0,-0.0065911673,-3.7522482872009277,5.6692284e-06,0.37801376
1173504,1173504,311.8,0.0077159107,573,0.08896484,3041.538941860199,416,0.0,-0.008044818,-0.0391392707824707,1.4953885e-06,0.35895625
1175552,1175552,320.25,0.0076842434,574,0.09296875,3046.4624438285828,394,0.0,-0.006522557,-0.08068764209747314,2.4863107e-06,0.35765472
1177600,1177600,332.78,0.0068143434,575,0.08300781,3051.659322500229,410,0.0,-0.004679142,-0.19186198711395264,1.1667588e-06,0.3645872
1179648,1179648,346.61,0.007534541,576,0.098242186,3056.655830383301,405,0.0,-0.006580312,-2.6105329990386963,2.5036384e-06,0.35448924
1181696,1181696,366.62,0.008319469,577,0.10239258,3061.711476802826,427,0.0,-0.008066146,-2.421027660369873,1.2874184e-06,0.33397478
1183744,1183744,365.38,0.0074717365,578,0.07758789,3066.506230354309,425,0.0,-0.003959696,-0.737846851348877,1.6809317e-06,0.33429873
1185792,1185792,379.54,0.0075423443,579,0.09375,3071.322241306305,382,0.0,-0.005460212,-5.3144755363464355,2.3876466e-06,0.33805546
1187840,1187840,394.2,0.009398905,580,0.11220703,3076.6829113960266,389,0.0,-0.004817808,0.11411678791046143,2.1270375e-06,0.33134955
1189888,1189888,401.53,0.0063081654,581,0.0737793,3081.94011592865,388,0.0,-0.008103957,-0.3825935125350952,7.569848e-07,0.32641265
1191936,1191936,401.53,0.006933021,582,0.086279295,3087.2114827632904,403,0.0,-0.0052271513,-0.3265244960784912,2.701167e-06,0.32857406
1193984,1193984,418.17,0.0074096136,583,0.091357425,3092.294035434723,380,0.0,-0.0036021706,0.16542750597000122,5.904061e-07,0.3291548
1196032,1196032,419.87,0.007110475,584,0.08623047,3097.6788449287415,424,0.0,-0.006718443,-0.5572236776351929,1.1192169e-06,0.3191985
1198080,1198080,419.87,0.009212501,585,0.099414065,3102.5015325546265,380,0.0,-0.0077955066,-0.6153213977813721,3.3466645e-06,0.31901416
1200128,1200128,419.87,0.0075796368,586,0.08759765,3107.8897721767426,425,0.0,-0.005989433,-0.3630863428115845,1.8593715e-06,0.32256073
1202176,1202176,461.07,0.0068992474,587,0.08457031,3112.7067353725433,384,0.0,-0.007864275,-1.1126461029052734,1.3658721e-06,0.3169692
1204224,1204224,461.07,0.007345737,588,0.08828125,3118.032818555832,395,0.0,-0.0030769666,-0.8877077102661133,2.956095e-06,0.31614202
1206272,1206272,461.07,0.008332455,589,0.104199216,3123.2184484004974,386,0.0,-0.004197031,-0.15760397911071777,3.2302626e-06,0.30881822
1208320,1208320,461.07,0.006647921,590,0.08115234,3128.5252752304077,407,0.0,-0.0036413167,-0.05067002773284912,1.7810826e-06,0.30516604
1210368,1210368,538.52,0.008147612,591,0.09790039,3133.5481185913086,398,0.0,-0.00587378,-0.5164215564727783,1.1505169e-06,0.3006795
1212416,1212416,538.52,0.007648924,592,0.096142575,3138.6926527023315,397,0.0,-0.006148581,-0.30402708053588867,5.679043e-07,0.29131606
1214464,1214464,583.69,0.0059716017,593,0.0737793,3143.850572824478,398,0.0,-0.004145666,-0.36827337741851807,8.398938e-07,0.28219873
1216512,1216512,589.55,0.0098298425,594,0.110644534,3148.997169494629,401,0.0,-0.010587806,-0.6650280952453613,1.6880676e-06,0.26965183
1218560,1218560,605.77,0.0077731498,595,0.093408205,3154.1027607917786,387,0.0,-0.0071142567,-0.17319095134735107,1.1316782e-06,0.26934502
1220608,1220608,620.57,0.008172989,596,0.097070314,3159.3908433914185,406,0.0,-0.0062127225,-0.45367884635925293,5.1979055e-07,0.2712885
1222656,1222656,635.51,0.01010746,597,0.11450195,3164.4270906448364,403,0.0,-0.007815288,-0.7377644777297974,8.417807e-07,0.26374307
1224704,1224704,642.09,0.007963419,598,0.09882812,3169.5093755722046,417,0.0,-0.008949298,-0.5877580642700195,2.1711137e-06,0.2594496
1226752,1226752,648.27,0.007597127,599,0.09082031,3174.4153513908386,393,0.0,-0.0064557223,-0.19409096240997314,8.662534e-07,0.25265333
1228800,1228800,640.47,0.0068298415,600,0.0815918,3179.6248190402985,421,0.0,-0.0042184982,-0.8902168273925781,7.250811e-07,0.24204758
1230848,1230848,627.77,0.009155123,601,0.111376956,3184.483458995819,381,0.0,-0.00642194,-1.5325520038604736,7.9816374e-07,0.22953276
1232896,1232896,639.3,0.007917827,602,0.095507815,3189.854348897934,421,0.0,-0.0029829424,-1.2824411392211914,2.472393e-06,0.21874778
1234944,1234944,628.26,0.0074131684,603,0.092041016,3194.7167298793793,404,0.0,-0.0052838326,0.2197589874267578,6.8779804e-07,0.21600766
1236992,1236992,632.92,0.0062161656,604,0.07866211,3199.7815339565277,400,0.0,-0.00316272,0.17172133922576904,4.284123e-07,0.21145026
1239040,1239040,602.84,0.009164542,605,0.10830078,3204.900862932205,405,0.0,-0.008505692,0.02816253900527954,5.7703863e-07,0.2122534
1241088,1241088,595.78,0.007401737,606,0.08520508,3209.951021194458,388,0.0,-0.006644489,0.0021453499794006348,1.1180684e-06,0.2229683
1243136,1243136,603.54,0.0076270252,607,0.09453125,3215.2205290794373,405,0.0,-0.0061319945,-0.9671182632446289,4.854731e-07,0.22803275
1245184,1245184,600.55,0.009078867,608,0.11298828,3220.2728230953217,401,0.0,-0.00790132,-0.25874876976013184,4.8640356e-07,0.22911215
1247232,1247232,583.54,0.008734422,609,0.11401367,3225.374963283539,394,0.0,-0.0076965364,-1.1431097984313965,1.4834949e-06,0.2306998
1249280,1249280,601.13,0.0066142133,610,0.081689455,3230.571343421936,428,0.0,-0.0054855915,-1.5765635967254639,3.4007152e-07,0.23636098
1251328,1251328,577.9,0.008545797,611,0.1015625,3235.3548085689545,416,0.0,-0.0061985203,-2.096644163131714,3.0336906e-07,0.23871699
1253376,1253376,582.15,0.008411021,612,0.099804685,3240.2771599292755,391,0.0,-0.00960079,-1.694399356842041,1.1339613e-06,0.23937666
1255424,1255424,412.53,0.0092830425,613,0.10473633,3245.5097181797028,396,0.0,-0.006806192,-0.2259584665298462,1.655443e-07,0.24228323
1257472,1257472,399.37,0.009396792,614,0.11274414,3250.676733016968,395,0.0,-0.006785416,-0.3312324285507202,1.0672063e-06,0.23901768
1259520,1259520,384.88,0.008722663,615,0.10151367,3255.857162475586,383,0.0,-0.008482062,-0.8190892934799194,2.2812783e-07,0.22800088
1261568,1261568,359.13,0.011272879,616,0.13095704,3261.196511745453,385,0.0,-0.009050282,-2.9552040100097656,6.59099e-07,0.2101733
1263616,1263616,355.26,0.011008001,617,0.13129883,3266.509180545807,405,0.0,-0.011437008,-1.3562078475952148,2.4764304e-07,0.20050728
1265664,1265664,330.19,0.009078335,618,0.109277345,3271.5572638511658,430,0.0,-0.004547283,-1.800565242767334,2.5421127e-06,0.19059072
1267712,1267712,327.58,0.009893926,619,0.11674805,3276.3165023326874,398,0.0,-0.0064415643,0.00787574052810669,1.1890729e-06,0.18181652
