#{"t_start": 1584239078.4975712, "env_id": null}
r,l,t
152.141996,494,2.844896
43.04695,117,3.274264
26.126032,184,3.914616
38.502266,156,4.436537
81.696094,547,6.366798
56.701907,182,7.028852
74.488939,142,7.560372
27.840889,131,7.984411
20.947281,99,9.408662
214.255021,726,12.199999
30.844373,155,12.7211
100.393422,443,14.30759
94.571667,445,15.916365
85.661971,207,16.738107
107.458013,561,19.491226
44.980641,195,20.261426
157.189181,908,23.731554
249.453504,936,28.21281
0.109925,1,28.217736
68.38463,466,29.917825
295.965196,1601,37.062187
274.990882,1451,42.832411
4.342171,30,42.924323
559.639811,2956,55.300728
240.118588,1074,58.782288
22.688428,150,59.872237
5.352971,30,59.969215
0.711207,1,59.973568
397.846214,1746,65.590186
163.833672,681,68.424988
8.451108,29,68.525505
188034.526974,514030,2009.123929
2.842403,21,2009.238442
14.067975,43,2009.384892
94.988377,178,2009.979095
5.262324,31,2010.087709
0.527239,1,2010.092141
6.01412,33,2010.200921
19.271829,74,2010.45559
252.776936,462,2012.025157
2.790393,20,2012.091441
12.595919,56,2012.285855
24.763824,94,2012.594075
20.321485,77,2012.842405
87.081535,244,2013.642231
14.94205,59,2013.796057
19.874047,72,2014.014554
18.618664,75,2014.261712
168.731968,268,2015.768116
21.442692,85,2016.029389
0.335603,1,2016.033929
188.729441,466,2017.68663
18.617427,65,2017.88415
0.141068,1,2017.889367
12.885154,51,2018.048451
25.92839,92,2018.327602
96.960003,238,2019.131897
16.475745,61,2019.321463
22.634684,89,2019.602501
19.059512,71,2019.821027
1085.632713,2177,2027.996579
0.156028,1,2027.999521
20.921797,82,2028.256985
16.298965,66,2028.477708
50.968214,163,2028.975246
133.276734,313,2030.650862
14309.540711,26865,2130.754632
3406.605447,6260,2154.445265
24.895438,102,2154.770627
16.243711,67,2154.985804
56.957412,162,2155.516556
21.172868,87,2155.806334
0.334683,1,2155.809229
0.782024,1,2155.813638
24.928092,98,2156.085153
16.255985,64,2156.277123
19.383829,71,2156.480755
90.464017,168,2157.040258
0.238299,1,2157.044527
15.217417,58,2157.223978
22.520348,88,2157.504771
21.312564,79,2157.762274
13.984074,54,2157.925762
14.083961,56,2158.086194
47.293948,73,2158.32751
24.410607,91,2158.582811
18.045766,70,2158.764276
20.110995,81,2159.019955
14.413499,63,2159.233981
29.106606,111,2160.209551
15.855747,68,2160.412046
33.346426,108,2160.776286
24.839949,98,2161.076855
83.717006,184,2161.696534
21.814039,87,2161.956501
0.386183,1,2161.960583
12.411444,50,2162.100552
79.214255,156,2162.654082
61.73538,189,2163.297441
9.074743,43,2163.462058
43.669302,126,2163.886813
13.205881,52,2164.049318
0.41137,1,2164.053609
15.380295,66,2164.26673
22.069232,85,2164.536338
23.548028,93,2164.819865
33.371516,110,2165.195426
571.874577,1144,2169.838473
151.516415,424,2171.333827
58.810939,97,2171.64015
0.204196,1,2171.64537
50.932991,187,2172.218472
20.745807,80,2172.442973
0.145486,1,2172.447284
0.384471,1,2172.451456
21.543619,83,2172.714634
21.285433,78,2172.980161
15.977968,67,2173.196558
11.458433,55,2173.392169
10.420198,46,2173.554385
4.76599,25,2173.645719
11.258299,50,2173.81215
9.607148,39,2173.943608
0.078562,1,2173.948007
0.393562,1,2173.952185
0.488286,1,2173.956275
15.202736,68,2174.185923
24.477292,91,2175.111631
1194.108304,2411,2184.306461
24.115231,92,2184.552277
8.37938,39,2184.686165
19.22181,76,2184.895609
11.491574,49,2185.032597
0.310322,1,2185.036777
15.753804,59,2185.210793
0.258531,1,2185.214934
19.570715,75,2185.456238
24.176039,97,2185.755278
13.981697,54,2185.90221
37.120045,120,2186.288407
1442.83538,2990,2197.520303
88.802991,129,2198.557033
43.358377,133,2198.963991
35.44734,118,2199.35341
569.570745,1366,2204.274658
71.750844,249,2205.048842
57.125823,167,2206.237601
21.533506,80,2206.471758
22.030571,78,2206.708112
0.273416,1,2206.71263
14.093115,61,2206.91069
14.233423,55,2207.072253
23.372982,93,2207.353546
5820.401199,11317,2250.145801
22.673224,88,2250.385037
2.753363,20,2250.452554
18.988939,76,2250.696288
64.275455,180,2251.248076
124.286669,337,2252.993711
24.935958,97,2253.301345
16.264085,72,2253.545608
56.694739,154,2254.046403
0.242671,1,2254.050619
20.96928,85,2254.331174
22.135674,84,2254.595106
46.405789,163,2255.111487
0.08627,1,2255.115942
18.665446,72,2255.330869
17.962001,73,2255.531653
7.039684,27,2255.613281
21.133721,77,2255.84228
18.908674,69,2256.084448
20.277296,81,2256.39347
103.539321,259,2257.3479
15.447478,67,2257.571401
34.473902,108,2257.936125
19.696657,79,2258.189878
11.905164,59,2258.389051
21.617409,90,2258.64963
20.241303,81,2258.906978
57.792563,170,2260.058363
271.620905,460,2261.586569
24.590611,97,2261.850577
26.273783,103,2262.201173
12.410713,58,2262.405569
4.982377,28,2262.502011
71.148276,280,2263.336009
0.350294,1,2263.340551
12.008754,59,2263.548536
20.929979,78,2263.780735
10.117894,50,2263.960731
15.942536,63,2264.157299
19.821538,76,2264.380069
372.155873,868,2268.063389
54.514166,165,2268.593538
13.215009,60,2268.804633
1115.970177,1959,2276.163413
16.856644,68,2276.375914
8.592392,32,2276.478788
11.378993,53,2276.652577
18.885123,76,2276.882885
64.759077,191,2277.523845
3.654652,10,2277.559484
28.860417,115,2277.879446
21.76233,88,2278.166446
0.269177,1,2278.169324
0.592498,1,2278.173508
0.108021,1,2278.177667
125.519221,364,2279.379972
16.170238,64,2279.56389
19.370306,77,2279.817797
12.412722,51,2279.96683
40.711028,129,2280.396808
153.171025,370,2282.285432
19.464329,79,2282.530099
13.490013,64,2282.744852
19.092552,74,2282.958112
20.117643,76,2283.188432
22.592146,86,2283.458291
21.144258,83,2283.678435
359.055726,692,2286.01535
72.033202,210,2286.762288
18.784293,72,2286.978824
14.340637,55,2287.136966
0.172602,1,2287.140027
200.410629,506,2288.864178
36.751107,112,2289.88312
77.923782,206,2290.610157
173.186261,387,2291.955403
137.770458,419,2293.359528
33.971174,113,2293.73736
0.554372,1,2293.741674
40.759001,128,2294.168647
0.112861,1,2294.171789
20.031751,81,2294.432145
6.158902,33,2294.543492
49.757927,182,2295.059368
66.257424,193,2295.71098
560.886664,1038,2299.940207
64.922749,196,2300.615928
16.585003,70,2300.822111
13.564698,60,2301.001415
11.172851,54,2301.195465
53.641822,191,2301.75433
22.182984,80,2301.994617
22.098858,87,2302.281158
18.13739,77,2302.530086
50.882794,152,2303.030298
22.038562,89,2303.317145
0.257237,1,2303.321606
19.326205,83,2303.551257
0.116443,1,2303.55589
694.120041,1331,2308.670532
46.443072,128,2309.078157
17.370968,68,2309.277507
15.461036,67,2309.500051
1091.134992,1955,2316.829627
1657.078232,3058,2328.832877
19.247704,74,2329.079865
47.255703,145,2329.559652
24.375169,90,2329.842979
40.705771,120,2330.23309
20.82887,88,2330.481582
42.837321,149,2330.940604
48.63966,171,2331.455065
13.93413,62,2331.669426
16.354651,66,2331.848366
18.030931,77,2332.110488
24.445333,94,2332.365771
16.922409,68,2332.549126
63.404476,162,2333.083955
235.484396,538,2335.570925
1400.622935,2404,2344.460843
42.050551,130,2344.839092
2.506138,19,2344.904274
1005.62883,1732,2351.432574
66.265899,200,2352.121668
35.436926,115,2352.493161
17.505873,69,2352.711038
22.130667,90,2352.99542
0.164431,1,2352.999736
19.020558,75,2353.214767
100.409462,269,2354.148604
21.812318,86,2354.42263
0.278975,1,2354.427102
54.416419,195,2354.99129
0.130205,1,2354.994163
18.40777,71,2355.21394
0.232493,1,2355.218497
7.963887,40,2355.3588
21.639505,78,2355.602288
0.157987,1,2355.60646
17.809041,71,2355.836326
11.888607,50,2355.973054
0.428649,1,2355.977251
8.066111,43,2356.118712
68.166843,194,2357.394864
19.778855,82,2357.65495
21.587063,91,2357.933923
18.857359,78,2358.185908
19.549924,74,2358.402437
34.900529,79,2358.687901
35.780976,110,2359.017512
0.210999,1,2359.02152
20.834347,89,2359.267337
0.141806,1,2359.271658
0.55131,1,2359.275913
47.616717,172,2359.795069
1788.117775,3320,2372.423146
22.182421,86,2372.689101
50.052619,147,2373.167835
45.302126,131,2373.590086
16.412207,65,2373.764835
0.249974,1,2373.768939
0.193613,1,2373.772985
24.302245,89,2374.05291
0.365866,1,2374.057226
23.627157,90,2374.351609
226.425009,530,2376.233835
54.975352,202,2376.896956
198.326092,535,2378.685807
933.619234,1594,2384.680291
22.410219,81,2384.922632
22.165555,90,2385.175414
17.610948,74,2385.423576
14.025575,52,2385.594721
98.803644,298,2387.199585
20.094267,78,2387.412183
21.630424,91,2387.699378
24.829396,104,2388.022062
16.327305,72,2388.252531
0.503698,1,2388.256762
0.200124,1,2388.261115
118.12904,316,2389.283341
26.51682,100,2389.584238
0.067725,1,2389.587518
23.802647,95,2389.872707
22.67464,87,2390.140521
0.298631,1,2390.144838
7.975828,36,2390.25862
22.18385,86,2390.496788
20.623124,77,2390.771272
14.841554,71,2391.010582
5.615227,31,2391.114832
690.623479,1182,2395.71527
112.693712,176,2396.286393
78.339258,292,2397.153811
501.336152,766,2399.675296
16.211261,72,2399.95807
0.309568,1,2399.963204
64.246173,188,2400.592996
20.547067,84,2400.831308
26.308086,110,2401.802366
23.953238,86,2402.075764
22.117586,87,2402.333924
15.487538,67,2402.545786
17.937851,68,2402.743131
17.066634,72,2402.979408
1462.369139,2451,2411.890018
205.029729,323,2413.002178
68.696123,203,2413.70351
10.801861,48,2413.83871
47.385954,145,2414.305557
642.610191,1065,2418.496876
20.832832,80,2418.751815
25.076361,99,2419.052729
13.746175,59,2419.257544
16.848396,48,2419.440433
19.764047,77,2419.681894
28.278435,107,2420.007443
18.18294,73,2420.231413
12.286391,50,2420.392352
0.161305,1,2420.395777
682.224306,1153,2425.021851
347.776813,504,2426.662877
57.480662,201,2427.307739
21.828578,89,2427.582488
15.298272,70,2427.821649
22.38538,90,2428.108951
20.198507,77,2428.359647
13.23143,56,2428.529639
68.080367,159,2429.04913
137.130991,464,2430.546607
21.376905,78,2431.444072
40.541334,134,2431.888151
39.474162,81,2432.188935
143.58328,320,2433.270235
180.477413,415,2434.729991
21.526421,83,2434.988663
0.204187,1,2434.992863
119.448223,352,2436.13798
22.252897,91,2436.398631
26.431658,105,2436.723581
12.471623,52,2436.898113
27.163823,107,2437.214416
536.322395,895,2440.82462
56.944244,218,2441.452432
24.887231,93,2441.741473
747.323905,1324,2446.958234
21.044818,85,2447.237871
21.906188,89,2447.497717
0.125777,1,2447.500623
16.222031,65,2447.703678
22.698304,90,2447.983624
300.605227,657,2450.291346
15.254755,58,2450.489531
122.252085,348,2451.601882
0.116915,1,2451.606166
20.224515,83,2451.867898
19.975358,82,2452.120122
396.830161,670,2455.001926
18.779322,79,2455.260542
18.212299,70,2455.486356
25.503931,106,2455.819242
15.405543,70,2456.044508
46.092981,132,2456.490489
20.413388,79,2456.727632
24.347847,95,2457.032483
13.448873,55,2457.187825
19.428872,76,2457.414452
14.227191,64,2457.619534
22.010659,79,2457.849372
22.800796,90,2458.126064
22.799693,88,2458.408639
21.373063,84,2458.670332
0.231649,1,2458.673289
99.954883,273,2459.638107
13.202274,61,2459.852665
4.555469,15,2459.897224
24.85505,98,2460.205327
28.371421,109,2461.173582
76.317981,207,2461.875078
1.421329,8,2461.898043
13.072975,65,2462.11839
21.633353,80,2462.374718
81.957887,291,2463.247678
18.787858,72,2463.464829
23.491963,95,2463.729224
0.399395,1,2463.733331
