serial_timesteps,ep_reward_mean,ep_len_mean,policy_loss,approxkl,value_loss,policy_entropy,total_timesteps,clipfrac,n_updates,fps,time_elapsed,explained_variance
1570816,1942.6323208200001,2037.79,-0.0024179895,0.0018050277,17.91991,5.692439,1570816,0.015771484,767,296,5303.099652051926,0.1436856985092163
1572864,1942.43460807,2037.79,-0.002182311,0.0018392861,19.039516,5.6904855,1572864,0.014208985,768,295,5309.99977517128,-0.009474635124206543
1574912,1941.7823395900004,2037.79,-0.0010460182,0.0022899618,18.482832,5.6855636,1574912,0.019921875,769,293,5316.935935020447,0.060383737087249756
1576960,1927.44945088,2023.03,-0.0023755059,0.0010769377,34.352936,5.681131,1576960,0.007910157,770,296,5323.909246206284,0.14407336711883545
1579008,1927.59091622,2023.03,-0.0019650266,0.0023159753,19.312948,5.68753,1579008,0.025244141,771,298,5330.816948413849,-0.011039495468139648
1581056,1927.60008363,2023.03,-0.0010621112,0.00186554,19.01382,5.692178,1581056,0.016796876,772,294,5337.68506026268,0.016122519969940186
1583104,1927.2694708900003,2023.03,-0.00057183317,0.0011638476,18.04777,5.687338,1583104,0.008203125,773,296,5344.631834745407,0.05017369985580444
1585152,1927.31187672,2023.03,-0.00056802353,0.001249373,18.61536,5.687885,1585152,0.0087890625,774,293,5351.546256542206,0.0062010884284973145
1587200,1927.0181926799999,2023.03,-0.0005680627,0.0014440902,18.671627,5.6895823,1587200,0.01328125,775,295,5358.523802518845,0.04175293445587158
1589248,1925.8477029699995,2022.17,-0.002571686,0.0023696362,17.16927,5.7008467,1589248,0.02421875,776,297,5365.458695650101,0.16090506315231323
1591296,1925.6741705799996,2022.17,-0.0009642703,0.0017673647,18.551624,5.7078295,1591296,0.016162109,777,293,5372.34560585022,0.0339849591255188
1593344,1925.85774357,2022.17,-0.0009806056,0.0023331877,17.44664,5.7108545,1593344,0.024853516,778,291,5379.318909168243,0.1480054259300232
1595392,1925.44641515,2022.17,-0.0008134341,0.0020201367,18.499405,5.709545,1595392,0.01953125,779,296,5386.3411774635315,0.06372886896133423
1597440,1920.9762979900001,2017.71,-0.0025259152,0.0025038873,15.347699,5.7097588,1597440,0.025830079,780,290,5393.257920503616,0.3256593942642212
1599488,1883.0245587600002,1978.86,-0.0016619196,0.002108251,45.58227,5.7088437,1599488,0.023828125,781,294,5400.31365609169,0.2766075134277344
1601536,1858.5704823800004,1953.27,-0.0011960294,0.0016499658,24.594841,5.7195206,1601536,0.015820313,782,292,5407.272302150726,0.5106208920478821
1603584,1855.6036371400003,1950.45,-0.0046302034,0.0024996502,15.491514,5.7279997,1603584,0.029101562,783,297,5414.27786898613,0.3496561646461487
1605632,1848.23483099,1942.92,-0.0040412033,0.0015445134,11.663251,5.7409196,1605632,0.016601562,784,296,5421.15355181694,0.6046130657196045
1607680,1848.35726761,1942.92,-0.0015316112,0.0022258272,18.202488,5.76088,1607680,0.0265625,785,293,5428.061844587326,0.08597290515899658
1609728,1848.1883386,1942.92,-0.005067271,0.0026245143,17.191433,5.7730093,1609728,0.027978515,786,292,5435.052963256836,0.13720864057540894
1611776,1835.22471956,1929.92,-0.002994943,0.0022244332,30.848644,5.789564,1611776,0.027197266,787,296,5442.0679178237915,0.25658291578292847
1613824,1824.6103132099995,1919.72,-0.0018159738,0.0016568138,29.8116,5.7994227,1613824,0.015722657,788,293,5448.972928762436,0.3212888240814209
1615872,1798.2672882099996,1892.76,-0.0040120054,0.0023011132,28.477697,5.802148,1615872,0.022851562,789,294,5455.9510498046875,0.35162895917892456
1617920,1798.4456607299999,1892.76,-0.0019573173,0.0011233275,16.866909,5.79637,1617920,0.008398438,790,293,5462.899927139282,0.18488037586212158
1619968,1791.5099582399998,1885.67,-0.0068246434,0.003694368,14.196129,5.798493,1619968,0.039794922,791,295,5469.873900413513,0.3486969470977783
1622016,1785.76500185,1880.08,0.00064876606,0.0015604281,13.383182,5.8109965,1622016,0.014599609,792,295,5476.796066761017,0.459572970867157
1624064,1763.70576654,1857.76,-0.0049625896,0.0025359117,45.98677,5.831704,1624064,0.027929688,793,297,5483.732882499695,0.27731382846832275
1626112,1763.8748309100004,1857.76,-0.002521657,0.0013274878,17.963514,5.852378,1626112,0.011621093,794,294,5490.611225605011,0.10407018661499023
1628160,1763.55820846,1857.76,-0.0026240759,0.002497536,18.493734,5.860816,1628160,0.028271485,795,293,5497.57527589798,0.0878261923789978
1630208,1763.10177223,1857.76,-0.0012760715,0.0015742888,18.566357,5.859561,1630208,0.01669922,796,294,5504.54369187355,-0.0024051666259765625
1632256,1762.7552400099999,1857.76,-0.0018252712,0.0024884099,17.908613,5.8685284,1632256,0.030761719,797,295,5511.493946790695,0.16252100467681885
1634304,1761.95579235,1856.91,-0.0013749411,0.0012934485,17.68667,5.8729463,1634304,0.010546875,798,297,5518.4203312397,0.13121283054351807
1636352,1762.35116229,1856.91,-0.0011473723,0.001185861,18.792662,5.863162,1636352,0.010693359,799,292,5525.297318458557,0.005102992057800293
1638400,1762.1242509699996,1856.91,-0.004758374,0.0038195974,17.991564,5.871361,1638400,0.047167968,800,295,5532.310823202133,0.09086120128631592
1640448,1762.1056365600002,1856.91,-0.0011399759,0.0012303768,18.339127,5.8705106,1640448,0.008398438,801,294,5539.256390810013,0.09806382656097412
1642496,1761.95727178,1856.91,-0.0014887059,0.00092620833,18.65141,5.8576074,1642496,0.0056152344,802,294,5546.206550836563,0.04654473066329956
1644544,1762.0477831000003,1856.91,-0.0027657216,0.0029358023,18.840525,5.833476,1644544,0.028759766,803,295,5553.155086755753,0.015861034393310547
1646592,1761.8118755699998,1856.91,-0.0014602588,0.0014475947,17.939947,5.821672,1646592,0.01225586,804,292,5560.082474470139,0.01954019069671631
1648640,1762.0911974800003,1856.91,-0.0009983408,0.0016960526,18.640926,5.8194056,1648640,0.016992187,805,294,5567.076988697052,0.022732555866241455
1650688,1762.2008654400001,1856.91,-0.0016928961,0.0022092937,18.25197,5.807203,1650688,0.01826172,806,292,5574.038077354431,0.0844607949256897
1652736,1762.1605684400001,1856.91,-0.0018871145,0.0011065019,17.522438,5.801243,1652736,0.0076660155,807,289,5581.0418581962585,0.18036425113677979
1654784,1762.33909659,1856.91,-0.0006401511,0.0013373994,17.531704,5.806575,1654784,0.0128417965,808,294,5588.125900506973,0.11360090970993042
1656832,1762.7357058700002,1856.91,-0.0007722755,0.0012460889,19.242737,5.8132963,1656832,0.00859375,809,291,5595.079784393311,-0.02772831916809082
1658880,1762.4592678000001,1856.91,-0.0024902737,0.0022694357,18.997313,5.825119,1658880,0.026660156,810,296,5602.103222370148,0.028420090675354004
1660928,1755.2091323800005,1849.36,-0.00019120096,0.00096798583,16.559101,5.8311105,1660928,0.008544922,811,291,5609.0092260837555,0.19852638244628906
1662976,1754.8580155200002,1849.36,-0.0014458718,0.0018157182,17.945257,5.836152,1662976,0.018115234,812,293,5616.045798301697,0.19854968786239624
1665024,1746.37534107,1840.73,-0.00067709043,0.0013014263,16.3941,5.833596,1665024,0.009912109,813,297,5623.033821821213,0.25461655855178833
1667072,1746.2701490099998,1840.73,9.6132004e-05,0.0013918485,18.347763,5.834324,1667072,0.012890625,814,295,5629.928415775299,0.022339046001434326
1669120,1746.17762359,1840.73,-0.0006106977,0.0013929482,18.316156,5.841916,1669120,0.014160156,815,296,5636.863570690155,0.039116740226745605
1671168,1746.6822144,1840.73,-0.00077191426,0.0011722452,18.00868,5.8407145,1671168,0.0067382813,816,297,5643.780061244965,0.08998829126358032
1673216,1746.4450122899998,1840.73,-0.0016165592,0.0019339755,18.889414,5.8383236,1673216,0.01826172,817,292,5650.658826351166,-0.0003178119659423828
1675264,1746.19636993,1840.73,-0.0018413378,0.002328426,18.13602,5.8439198,1675264,0.023828125,818,296,5657.65576171875,0.07805699110031128
1677312,1746.1695786700002,1840.73,-0.0009753122,0.0015957433,19.289608,5.837095,1677312,0.010253906,819,292,5664.56255364418,-0.05957794189453125
1679360,1746.4158498400002,1840.73,-0.00039238026,0.0005749003,18.42134,5.8292828,1679360,0.0023925782,820,298,5671.562935113907,0.01951432228088379
1681408,1746.29354799,1840.73,-0.0019228996,0.002060023,18.1707,5.837824,1681408,0.020947266,821,300,5678.436325550079,0.09031784534454346
1683456,1746.1751527899999,1840.73,-0.0017357782,0.0021101038,18.189713,5.844535,1683456,0.020410156,822,296,5685.248238325119,0.08098220825195312
1685504,1745.91430717,1840.73,-0.0014439565,0.0015696563,18.847319,5.841319,1685504,0.01430664,823,297,5692.168088436127,0.052016496658325195
1687552,1745.2362011799996,1840.07,-0.002203645,0.0015807257,17.790722,5.826884,1687552,0.009960937,824,299,5699.059468746185,0.15205681324005127
1689600,1745.2260059999994,1840.07,-0.00091873965,0.0019813909,18.73401,5.809018,1689600,0.018115234,825,296,5705.896025180817,0.034388601779937744
1691648,1745.4262888599997,1840.07,-0.0019422872,0.0022634668,18.271297,5.8108616,1691648,0.026806641,826,293,5712.799190282822,0.06159019470214844
1693696,1745.4066911499997,1840.07,-0.0003435135,0.00086949335,18.354574,5.819607,1693696,0.0059082033,827,294,5719.783039093018,0.09269440174102783
1695744,1745.0873775299997,1840.07,-0.0014288552,0.0022039234,17.76988,5.8155813,1695744,0.022705078,828,293,5726.742706537247,0.09875893592834473
1697792,1745.0912569499997,1840.07,-0.0009804887,0.0015714609,18.676868,5.8217154,1697792,0.0145019535,829,295,5733.731491327286,0.024234414100646973
1699840,1745.61813872,1840.07,-0.0012826368,0.001515709,18.766697,5.822959,1699840,0.012109375,830,296,5740.655970096588,0.0005047321319580078
1701888,1745.68810137,1840.07,-0.0010146105,0.0017437324,19.474775,5.8180704,1701888,0.01303711,831,296,5747.564188241959,-0.03459429740905762
1703936,1746.24865246,1840.07,-0.0010583617,0.001428421,18.866869,5.8182626,1703936,0.013769532,832,291,5754.482792139053,0.021675169467926025
1705984,1746.2624549200002,1840.07,-0.0011193522,0.0024015107,19.30752,5.8212824,1705984,0.026953125,833,292,5761.501351118088,-0.049820542335510254
1708032,1746.9145620200004,1840.07,-0.00039565787,0.00025686153,19.010208,5.8246274,1708032,0.00034179687,834,290,5768.494601249695,-0.0002810955047607422
1710080,1747.5750319800004,1840.07,-0.0061924653,0.00474693,18.71166,5.8387938,1710080,0.058251955,835,290,5775.557559967041,0.06241327524185181
1712128,1747.7546314000003,1840.07,-0.0015955754,0.0030152593,18.5434,5.8538218,1712128,0.03046875,836,289,5782.598067522049,0.03034806251525879
1714176,1747.7081060800006,1840.07,0.0003962287,0.0019529427,18.48493,5.860417,1714176,0.020019531,837,296,5789.663642883301,0.053656160831451416
1716224,1747.3574743700003,1840.07,-0.00049077877,0.001121091,18.840797,5.8634205,1716224,0.006787109,838,295,5796.568673849106,0.030909299850463867
1718272,1747.4767833000003,1840.07,-0.0012808964,0.0021019443,18.663738,5.860966,1718272,0.018847656,839,294,5803.504719018936,0.03501087427139282
1720320,1747.33550776,1840.07,-0.00033491463,0.0011382692,18.835302,5.865371,1720320,0.009716797,840,295,5810.449173212051,0.018798530101776123
1722368,1747.4157361599998,1840.07,8.950301e-05,0.00095066306,18.048243,5.8608317,1722368,0.006787109,841,292,5817.3821794986725,0.11921197175979614
1724416,1747.8104132299998,1840.07,-0.0017055437,0.0026304822,18.228302,5.8511043,1724416,0.025390625,842,292,5824.385018825531,0.08531832695007324
1726464,1747.3220357099997,1840.07,-0.0020785774,0.0030108108,18.437931,5.8602767,1726464,0.036572266,843,289,5831.380801439285,0.05651450157165527
1728512,1747.26064301,1840.07,-0.0011249252,0.001364691,18.757053,5.880125,1728512,0.012158203,844,292,5838.448098659515,0.03844648599624634
1730560,1747.80524714,1840.07,-0.00031217042,0.0011387707,18.850977,5.890842,1730560,0.010253906,845,294,5845.4478549957275,0.043034255504608154
1732608,1747.83350672,1840.07,-0.0017038649,0.0010391216,18.558552,5.8835382,1732608,0.0069335937,846,290,5852.397593259811,0.05630308389663696
1734656,1747.80528512,1840.07,-0.0023553225,0.0026995535,18.960014,5.888527,1734656,0.025878906,847,291,5859.447850942612,-0.005625724792480469
1736704,1747.4370766199997,1840.07,-0.0028923282,0.0030394925,18.824284,5.9103594,1736704,0.037353516,848,290,5866.472902297974,-0.009689927101135254
1738752,1747.5381116199999,1840.07,-0.0014357837,0.001273935,18.669767,5.9102325,1738752,0.0078125,849,289,5873.5198431015015,0.025468647480010986
1740800,1747.8592933700002,1840.07,-0.0010219587,0.0027229495,18.686401,5.913803,1740800,0.031152343,850,290,5880.60435795784,0.04072624444961548
1742848,1747.7404184499997,1840.07,-0.00424545,0.004199056,19.177267,5.9345455,1742848,0.05229492,851,293,5887.670252323151,-0.01787436008453369
1744896,1747.6270936599997,1840.07,-0.0017842561,0.0023931472,19.163559,5.9558973,1744896,0.025878906,852,291,5894.6605570316315,-0.04193401336669922
1746944,1747.7547313199998,1840.07,-0.00044815373,0.001195747,18.94618,5.962974,1746944,0.009423828,853,294,5901.676436662674,0.010494530200958252
1748992,1748.05116355,1840.07,-0.0010547974,0.001783357,19.241774,5.955004,1748992,0.01303711,854,295,5908.642798423767,-0.050379276275634766
1751040,1758.77749032,1851.28,-0.0007447364,0.0023403754,18.666409,5.9554715,1751040,0.02470703,855,295,5915.5732588768005,0.05288875102996826
1753088,1759.2162459600002,1851.28,-0.0014815668,0.0020634974,18.659636,5.9688406,1753088,0.02265625,856,293,5922.50558590889,0.046514928340911865
1755136,1759.3064403899998,1851.28,-0.0013798199,0.0031285733,17.985504,5.9864526,1755136,0.038232423,857,294,5929.475351333618,0.11227893829345703
1757184,1759.5044565399999,1851.28,-0.00023727294,0.0009940052,18.20503,6.0002127,1757184,0.007080078,858,295,5936.446523189545,0.0825265645980835
1759232,1759.74624069,1851.28,-0.0019182374,0.002582152,18.575712,6.0181036,1759232,0.027294923,859,293,5943.382848024368,0.06518012285232544
1761280,1760.1017894000001,1851.28,-0.004039758,0.0045993766,18.605007,6.0148964,1761280,0.05986328,860,295,5950.358575344086,0.06263977289199829
1763328,1760.0553760000005,1851.28,-0.001889237,0.0029477482,19.415607,6.006547,1763328,0.031396486,861,292,5957.301898241043,-0.04995262622833252
1765376,1773.9547231000001,1866.04,-0.0018239336,0.002168818,18.719479,6.011578,1765376,0.023828125,862,293,5964.296901702881,0.06659412384033203
1767424,1773.9168385300006,1866.04,-0.00066509773,0.0011956394,18.45023,6.0255136,1767424,0.012060547,863,295,5971.27014374733,0.05697125196456909
1769472,1774.0533381700004,1866.04,-0.00031169545,0.00083086174,19.10705,6.033667,1769472,0.005126953,864,293,5978.205984592438,0.009459257125854492
1771520,1774.5196879500002,1866.04,-0.0021729795,0.0026821485,18.661453,6.030484,1771520,0.032714844,865,295,5985.193242311478,-0.04760622978210449
1773568,1773.8896516700001,1866.04,-0.00051729137,0.0010424919,18.473354,6.0389357,1773568,0.0109375,866,291,5992.116404056549,0.029165983200073242
1775616,1773.7590510000002,1866.04,-0.0009478593,0.0010052895,18.680359,6.037856,1775616,0.007958984,867,293,5999.150349378586,0.03798753023147583
1777664,1775.0270766000003,1866.9,-0.0005021718,0.00060917746,18.554287,6.034212,1777664,0.004003906,868,291,6006.138365268707,0.07919824123382568
1779712,1774.8227407700003,1866.9,-0.0025638551,0.0015325642,18.583817,6.057844,1779712,0.016748047,869,290,6013.158959388733,0.06732451915740967
1781760,1758.0232576500005,1848.57,-0.003793478,0.0018763884,33.767605,6.086821,1781760,0.020263672,870,295,6020.202976226807,0.19314002990722656
1783808,1762.7228271200001,1853.03,-0.002144086,0.0023963598,18.715153,6.0966306,1783808,0.03173828,871,289,6027.140076637268,0.04568976163864136
1785856,1773.6024332500006,1864.5,1.8997578e-05,0.00030916271,17.164236,6.1028147,1785856,0.0012695312,872,290,6034.218773841858,0.1560249924659729
1787904,1787.3344001700002,1878.88,-0.0016183403,0.0009196123,18.551693,6.1018353,1787904,0.006787109,873,288,6041.2614579200745,0.03495478630065918
1789952,1799.69692011,1891.88,0.0007953642,0.00070382457,17.545628,6.1002717,1789952,0.0046875,874,292,6048.37003660202,0.16034621000289917
1792000,1814.3495131900002,1907.04,-0.0014895003,0.0008991413,31.297754,6.0977635,1792000,0.006689453,875,292,6055.3815195560455,0.24710631370544434
1794048,1816.8354174699998,1909.86,-0.0014141039,0.0014400374,18.63795,6.0955405,1794048,0.015722657,876,292,6062.382240772247,0.022858023643493652
1796096,1824.33891544,1917.39,-0.0015873399,0.0017221303,18.27471,6.100697,1796096,0.017382812,877,291,6069.38849234581,0.07863044738769531
1798144,1824.00166169,1917.39,-0.0018633448,0.0016668288,16.84333,6.1164155,1798144,0.02084961,878,296,6076.404544830322,0.21772146224975586
1800192,1823.9397569,1917.39,-0.005585882,0.004549415,18.642374,6.1307783,1800192,0.04941406,879,294,6083.32027888298,0.07042944431304932
1802240,1823.70969743,1917.39,-0.00035921423,0.0012049583,18.897364,6.1332793,1802240,0.010791016,880,296,6090.267303466797,-0.03081488609313965
1804288,1835.7925822099999,1930.39,-0.0010000457,0.0018777825,17.846092,6.1358185,1804288,0.02319336,881,295,6097.176464557648,0.10759562253952026
1806336,1836.1886139499998,1930.39,-0.0013797372,0.0019383205,17.590263,6.139613,1806336,0.019921875,882,296,6104.1064665317535,0.1305696964263916
1808384,1846.18660271,1940.59,-0.0004860451,0.0012804407,18.675344,6.144993,1808384,0.009228515,883,297,6111.004283905029,0.024767696857452393
1810432,1861.3883943699998,1956.5,-0.00019321707,0.0008363464,18.164139,6.1468296,1810432,0.0060058595,884,295,6117.896000862122,0.1042337417602539
1812480,1872.22380041,1967.55,-0.0004052353,0.00069736864,18.287563,6.1535397,1812480,0.006201172,885,294,6124.838697433472,0.07647669315338135
1814528,1872.3452635,1967.55,-0.0023685258,0.0035095017,19.205883,6.1453543,1814528,0.0375,886,297,6131.791711091995,-0.0040738582611083984
1816576,1879.3111653899998,1974.64,-0.0017599122,0.0019909157,18.574463,6.13653,1816576,0.022265624,887,302,6138.666996002197,0.08230233192443848
1818624,1873.82989936,1968.5,-0.00079038145,0.0009470973,17.37151,6.1272664,1818624,0.005517578,888,303,6145.437098264694,0.19104820489883423
1820672,1873.84817826,1968.5,-0.001054845,0.0010806373,18.452559,6.134998,1820672,0.009521484,889,299,6152.18180513382,0.08977329730987549
1822720,1889.1308317499997,1984.17,-0.0012757344,0.0014548758,18.379562,6.1402707,1822720,0.013476563,890,298,6159.014174222946,0.06837916374206543
1824768,1895.63975414,1990.82,-0.00064419943,0.002411353,19.492538,6.1359053,1824768,0.027294923,891,301,6165.879215717316,-0.02164006233215332
1826816,1895.4359190200003,1990.82,-0.0011854068,0.0014680999,18.74327,6.138783,1826816,0.013623047,892,298,6172.676164627075,0.0539172887802124
1828864,1895.7260041000002,1990.82,-0.0015184978,0.0018194221,18.23059,6.150602,1828864,0.020654297,893,299,6179.543932199478,0.07795798778533936
1830912,1895.36594296,1990.82,-0.00023174856,0.0010758541,18.222813,6.160352,1830912,0.009472656,894,295,6186.391196489334,0.09971386194229126
1832960,1893.2025900699998,1988.36,-0.0013116003,0.0012802505,35.401653,6.160103,1832960,0.0076660155,895,301,6193.326610803604,0.06542199850082397
1835008,1892.94671557,1988.36,0.00030491833,0.0011950177,18.584703,6.141769,1835008,0.00859375,896,301,6200.127551078796,0.026778697967529297
1837056,1892.7719972999998,1988.36,-0.0027958758,0.003037235,18.773493,6.1357603,1837056,0.034960937,897,299,6206.922367572784,0.019076526165008545
1839104,1890.72768284,1986.44,-0.0027072907,0.0011168895,16.60013,6.1391187,1839104,0.009521484,898,301,6213.7652060985565,0.27740639448165894
1841152,1890.5539229699998,1986.44,-0.0020232797,0.002353981,18.702677,6.1487145,1841152,0.026464844,899,296,6220.560689210892,0.008788108825683594
1843200,1890.3960633300003,1986.44,-0.0002978806,0.0016125655,17.937511,6.159133,1843200,0.015673827,900,295,6227.472800731659,0.08050912618637085
1845248,1890.8483374500001,1986.44,-0.00035666133,0.0013757345,19.023027,6.1657295,1845248,0.010351563,901,291,6234.405125379562,0.026992440223693848
1847296,1890.5781313900004,1986.44,-0.0005702155,0.00047264394,18.422382,6.1510553,1847296,0.0016601563,902,291,6241.428359746933,0.023341834545135498
1849344,1890.4267967900003,1986.44,-0.0011398958,0.0023968832,18.466892,6.145597,1849344,0.024804687,903,293,6248.462288618088,0.0019335150718688965
1851392,1890.5091791100003,1986.44,-0.0008430908,0.0013831204,18.15448,6.1397233,1851392,0.013183594,904,296,6255.441533565521,0.11450570821762085
1853440,1890.09435997,1986.44,-0.00042251166,0.0019067029,17.774563,6.130456,1853440,0.018994141,905,293,6262.361565589905,0.08063650131225586
1855488,1889.6397056399999,1986.44,-0.0010036452,0.0021174564,18.341583,6.127761,1855488,0.020751953,906,289,6269.343571901321,0.0515785813331604
1857536,1889.9321173299998,1986.44,-0.0001269007,0.0008438455,18.820892,6.127761,1857536,0.00703125,907,294,6276.428218603134,0.021226227283477783
1859584,1897.35580545,1993.99,-0.0003816535,0.0008195919,18.448175,6.1366878,1859584,0.004638672,908,290,6283.380653381348,0.05397874116897583
1861632,1897.6717603,1993.99,-0.0003547555,0.0012904381,19.3138,6.140431,1861632,0.011621093,909,293,6290.421137571335,-0.031775712966918945
1863680,1906.39664143,2002.62,-0.0007952147,0.0018124183,19.146227,6.1450343,1863680,0.018701172,910,291,6297.4069647789,-0.006903886795043945
1865728,1906.4201639799999,2002.62,-0.0015943546,0.001521551,18.78599,6.16521,1865728,0.014404297,911,293,6304.423496723175,0.018509089946746826
1867776,1906.3882996699997,2002.62,-0.0005180553,0.0015497557,18.107494,6.178229,1867776,0.015966797,912,291,6311.414874315262,0.10459589958190918
1869824,1905.8925611299994,2002.62,-0.0037396322,0.0039888667,17.803879,6.1807423,1869824,0.05253906,913,291,6318.437494754791,0.12675893306732178
1871872,1902.5834417099995,1999.37,-0.0025858341,0.0024517614,16.593729,6.1847277,1871872,0.02758789,914,294,6325.454931259155,0.23464012145996094
1873920,1902.0653132699997,1999.37,-0.0006315049,0.0021255123,18.43714,6.178475,1873920,0.020507812,915,291,6332.4086673259735,0.027663886547088623
1875968,1901.77208779,1999.37,-0.0025881024,0.0030577274,18.708141,6.1810493,1875968,0.036865234,916,290,6339.442844867706,0.016407310962677002
1878016,1901.7960238599999,1999.37,-3.9430975e-05,0.0009649127,18.923885,6.1842823,1878016,0.0058105467,917,295,6346.4926517009735,0.015556812286376953
1880064,1901.7183271400002,1999.37,-0.0021305047,0.0034622927,18.156559,6.1884775,1880064,0.037353516,918,295,6353.424110412598,0.06931531429290771
1882112,1902.1606217800002,1999.37,-0.00091267127,0.0013436025,17.996365,6.19401,1882112,0.013330078,919,291,6360.345362901688,0.11124086380004883
1884160,1902.4543190400002,1999.37,-0.0009541722,0.0023868713,18.546755,6.1972446,1884160,0.026220703,920,287,6367.381199121475,0.0770220160484314
1886208,1903.0687791,2000.03,-0.00013966332,0.0018067425,18.743881,6.1957593,1886208,0.017382812,921,286,6374.502007961273,0.006943166255950928
1888256,1903.2446452499998,2000.03,-0.0016833509,0.0016034317,18.856436,6.188405,1888256,0.014941406,922,291,6381.65220451355,0.013994038105010986
1890304,1903.1258677699998,2000.03,-0.001242023,0.0012512982,18.740444,6.1851664,1890304,0.011425781,923,291,6388.690536975861,0.04065781831741333
1892352,1903.2541985500002,2000.03,-0.0015943137,0.0023577246,18.719013,6.190392,1892352,0.026757812,924,291,6395.712070226669,0.015533983707427979
1894400,1903.54430095,2000.03,-0.0012805207,0.0024694144,18.015871,6.1906013,1894400,0.028027344,925,293,6402.729603528976,0.1015283465385437
1896448,1903.52576371,2000.03,-0.0028482184,0.0029773773,16.848177,6.181342,1896448,0.031542968,926,295,6409.709752321243,0.23312383890151978
1898496,1903.56229911,2000.03,0.0001783774,0.0007998068,18.470654,6.183155,1898496,0.006689453,927,289,6416.651659011841,0.09301090240478516
1900544,1903.82645658,2000.03,-0.00022075947,0.0008137082,18.469982,6.1919193,1900544,0.006201172,928,291,6423.72447180748,0.13678795099258423
1902592,1903.4628289700004,2000.03,-0.0026330657,0.002473596,18.41177,6.2008486,1902592,0.02998047,929,290,6430.762712478638,0.05788850784301758
1904640,1903.3954854100002,2000.03,-0.0011647504,0.0019505126,19.618818,6.1932726,1904640,0.01875,930,292,6437.826152086258,-0.05589795112609863
1906688,1903.18688905,2000.03,-0.00030527863,0.00063474546,19.066622,6.182838,1906688,0.0035644532,931,292,6444.838820695877,-0.0026407241821289062
1908736,1902.8057038000004,2000.03,-0.0011838792,0.0010307354,18.80849,6.1754313,1908736,0.0063964846,932,294,6451.8458087444305,0.062170326709747314
1910784,1902.8119225000005,2000.03,1.2794388e-05,0.0009785945,18.313763,6.172328,1910784,0.009033203,933,292,6458.802750587463,0.06477397680282593
1912832,1902.9644873600005,2000.03,-0.0021777116,0.0016481424,17.909197,6.1738367,1912832,0.015625,934,294,6465.801342010498,0.11379861831665039
1914880,1902.5956315700003,2000.03,-0.00091707957,0.0015125971,19.035437,6.1744776,1914880,0.015478516,935,292,6472.767179727554,-0.004436612129211426
1916928,1902.5596377600002,2000.03,-0.0004053635,0.00075974,18.766834,6.1761026,1916928,0.005078125,936,292,6479.763943433762,0.01664912700653076
1918976,1902.6958382100001,2000.03,-0.0016126493,0.0024373059,17.952017,6.1797276,1918976,0.026953125,937,295,6486.77193403244,0.08834105730056763
1921024,1902.8897993,2000.03,-0.0018139037,0.0024153101,18.664324,6.184218,1921024,0.027880859,938,298,6493.703283786774,0.016056418418884277
1923072,1902.8598272,2000.03,-0.00095445226,0.0027253288,18.909376,6.189938,1923072,0.031591795,939,295,6500.5662841796875,0.0012500882148742676
1925120,1903.2550921499999,2000.03,-0.0015443375,0.0029492772,18.606398,6.193863,1925120,0.03022461,940,296,6507.49415397644,0.029230177402496338
1927168,1903.3459961299998,2000.03,-0.0012059554,0.0019845143,19.032469,6.1897154,1927168,0.02060547,941,297,6514.412347316742,-0.01949763298034668
1929216,1903.42043219,2000.03,-0.0014902924,0.0020419932,18.525665,6.195951,1929216,0.022705078,942,294,6521.29328751564,0.06059885025024414
1931264,1903.3254496799998,2000.03,-0.00096861896,0.002333749,18.72141,6.207383,1931264,0.023730468,943,290,6528.242148160934,0.009173154830932617
1933312,1903.2278308100001,2000.03,-0.0013700279,0.0025185463,18.679188,6.226802,1933312,0.027783204,944,293,6535.288555622101,-0.0021952390670776367
1935360,1903.6020546099999,2000.03,-0.0013919048,0.0033656012,18.18958,6.243286,1935360,0.041992188,945,293,6542.263585567474,0.07195067405700684
1937408,1903.4992000799996,2000.03,-0.0021205468,0.0027797674,18.40167,6.256924,1937408,0.03178711,946,295,6549.249493360519,0.09858858585357666
1939456,1903.2296490999995,2000.03,-0.0028227374,0.0030955847,18.475193,6.2686243,1939456,0.035839844,947,298,6556.179245471954,0.05364847183227539
1941504,1903.3511434499994,2000.03,-0.00060208014,0.0019089968,18.493677,6.2723,1941504,0.021142578,948,299,6563.034417390823,0.07638579607009888
1943552,1903.1670661999995,2000.03,-0.00054299866,0.0010835455,19.25116,6.261357,1943552,0.0067382813,949,295,6569.8810176849365,-0.009067535400390625
1945600,1903.3431169999997,2000.03,-0.0010020575,0.0017940623,18.824078,6.259918,1945600,0.016308594,950,300,6576.808086633682,0.0318375825881958
1947648,1903.1743521599994,2000.03,0.00020024092,0.0013290697,18.748312,6.269319,1947648,0.011083985,951,297,6583.629460334778,0.01084601879119873
1949696,1903.2874205099995,2000.03,-0.0016830706,0.0023339535,18.210289,6.2779098,1949696,0.028173828,952,297,6590.519098997116,0.0712173581123352
1951744,1903.2960407399996,2000.03,-0.0010985809,0.0013618721,18.73295,6.2954893,1951744,0.013183594,953,300,6597.400826931,0.03639531135559082
1953792,1903.4586254899998,2000.03,-0.0018173095,0.0019501343,19.33501,6.297262,1953792,0.017578125,954,300,6604.228554487228,-0.02365577220916748
