serial_timesteps,ep_reward_mean,ep_len_mean,policy_loss,approxkl,value_loss,policy_entropy,total_timesteps,clipfrac,n_updates,fps,time_elapsed,explained_variance
675840,1887.3063746500002,1984.6,-0.003105007,0.0030431906,10.693664,3.7528396,675840,0.03310547,330,299,2263.9797546863556,0.6350803375244141
677888,1887.2692797099999,1984.6,-0.000462808,0.001612806,19.008991,3.7667694,677888,0.016064454,331,295,2270.8109169006348,0.013147175312042236
679936,1887.21941381,1984.6,-0.0021809416,0.002085218,17.700005,3.7797668,679936,0.021484375,332,298,2277.7440745830536,0.19176411628723145
681984,1886.9438131000002,1984.6,0.00050038594,0.0020846059,19.051382,3.7945523,681984,0.020117188,333,295,2284.6102118492126,0.005813181400299072
684032,1887.03287414,1984.6,-0.0010089807,0.0015409917,17.946457,3.8014102,684032,0.0109375,334,299,2291.5351328849792,0.1356595754623413
686080,1887.0475441400004,1984.6,-0.00011110019,0.0021357986,19.048605,3.8065372,686080,0.018945312,335,294,2298.3786656856537,-0.007547497749328613
688128,1887.2108285900001,1984.19,-0.0008351741,0.001897427,16.623999,3.811335,688128,0.019042969,336,296,2305.333222389221,0.2564135193824768
690176,1868.67568949,1964.52,-5.6041164e-05,0.0017769721,35.49199,3.8197587,690176,0.012597656,337,294,2312.240885734558,0.07392030954360962
692224,1868.2773885800002,1964.52,-0.0015716311,0.0011772224,18.124857,3.8233936,692224,0.008203125,338,293,2319.2081983089447,0.10427898168563843
694272,1868.4827587099999,1964.52,-0.0011348973,0.0020771108,18.981834,3.8215134,694272,0.018847656,339,300,2326.1849524974823,0.04753983020782471
696320,1868.2226122,1964.52,-0.0051984508,0.003941021,18.278229,3.8276448,696320,0.047802735,340,295,2333.0048015117645,0.1276114583015442
698368,1868.4295246099998,1964.52,-0.0006469932,0.002539416,19.007301,3.835767,698368,0.025585938,341,295,2339.9453740119934,0.01811307668685913
700416,1868.3299610200002,1964.52,-0.003111082,0.004644111,19.089067,3.8477516,700416,0.053808592,342,295,2346.8744945526123,-0.014699459075927734
702464,1868.6826222299999,1964.52,-0.0014602217,0.0019096399,19.319092,3.8691745,702464,0.01845703,343,299,2353.818395137787,0.0694698691368103
704512,1854.44211577,1950.62,-0.002730292,0.0030949176,34.825577,3.8922317,704512,0.035449218,344,300,2360.660068511963,0.11431187391281128
706560,1854.4758961199998,1950.62,-0.0015483854,0.0013297684,18.807308,3.90935,706560,0.009912109,345,295,2367.481304168701,0.03758317232131958
708608,1854.26855734,1950.62,0.0001307622,0.0015127382,18.843498,3.9118028,708608,0.01328125,346,300,2374.407684326172,0.04676830768585205
710656,1853.8483537199997,1950.62,-0.00093864667,0.002278593,18.60188,3.9155128,710656,0.022021484,347,298,2381.2136600017548,0.02173030376434326
712704,1853.6540939700003,1950.62,-0.0017951535,0.0022303397,19.214087,3.9226635,712704,0.021630859,348,301,2388.086395740509,-0.02671968936920166
714752,1853.8938091900002,1950.62,-0.0015582832,0.0024095196,18.629053,3.92481,714752,0.025390625,349,296,2394.8910262584686,0.025521934032440186
716800,1853.90917954,1950.62,-0.0017422844,0.0025063492,18.219185,3.9290383,716800,0.023974609,350,295,2401.7965545654297,0.07488298416137695
718848,1853.60272281,1950.62,-0.001358232,0.003041897,19.116528,3.928865,718848,0.03227539,351,301,2408.7213048934937,0.014559566974639893
720896,1852.9922528299999,1950.62,-0.0036539354,0.0043928986,18.776436,3.9356701,720896,0.049707033,352,301,2415.526589155197,0.06298071146011353
722944,1853.2791784199997,1950.62,-0.0006598573,0.0017431227,18.733097,3.9478755,722944,0.013818359,353,299,2422.324565887451,0.04220074415206909
724992,1853.2123680700001,1950.62,-0.0023904839,0.0030061605,18.435734,3.9563587,724992,0.031933594,354,300,2429.167370080948,0.07179516553878784
727040,1853.3737587199998,1950.62,-0.0015388327,0.0028668435,18.911251,3.9598217,727040,0.025634766,355,299,2435.9916441440582,-0.011099576950073242
729088,1853.48451289,1950.62,-0.0018722524,0.0025744126,18.666143,3.9574368,729088,0.02578125,356,296,2442.832874774933,0.044497013092041016
731136,1853.2088958599998,1950.62,-0.0006941423,0.0013907241,19.23016,3.959123,731136,0.011230469,357,299,2449.739405632019,-0.04496657848358154
733184,1853.6201724099997,1950.62,-0.00090467575,0.0033487577,18.530151,3.9621396,733184,0.036474608,358,296,2456.57559299469,0.037941157817840576
735232,1852.8855324899998,1950.62,-0.0012892636,0.0018910915,18.825163,3.9617112,735232,0.011035156,359,293,2463.480612039566,0.014527618885040283
737280,1853.32871697,1950.62,-0.00034231175,0.00087876327,19.077145,3.9573548,737280,0.0059082033,360,294,2470.457672357559,0.01450568437576294
739328,1853.5392409400001,1950.62,-0.0010653108,0.0025187554,18.653921,3.9487698,739328,0.028808594,361,293,2477.411195755005,0.04099833965301514
741376,1853.8975821399997,1950.62,-0.0013796322,0.00232886,18.966686,3.9454474,741376,0.021533202,362,297,2484.385180234909,0.009597599506378174
743424,1854.1471985099997,1950.62,-0.0011426341,0.002263238,18.723217,3.9453368,743424,0.021191407,363,295,2491.2792394161224,0.009473860263824463
745472,1841.7804438199998,1937.55,-1.9557687e-05,0.0014005194,18.418087,3.9550827,745472,0.010839844,364,296,2498.2038214206696,0.05121040344238281
747520,1852.47789362,1949.04,-0.0016027683,0.003190922,18.530745,3.9604504,747520,0.03276367,365,292,2505.112054824829,0.07169747352600098
749568,1851.7929365299997,1949.04,-0.0011307131,0.0018499264,18.910126,3.9563282,749568,0.011376953,366,298,2512.11234998703,0.014893949031829834
751616,1851.6549770199997,1949.04,-0.0028501125,0.0040620277,18.907156,3.9653144,751616,0.047314454,367,293,2518.981616973877,-0.011350393295288086
753664,1862.3536561199999,1960.39,0.0002570771,0.0014546203,18.733576,3.9753106,753664,0.012158203,368,295,2525.9562468528748,0.03551441431045532
755712,1861.93865089,1960.39,-0.0010769132,0.0023211904,18.1327,3.9728847,755712,0.023291016,369,294,2532.8912065029144,0.11349964141845703
757760,1862.1506083399997,1960.39,-0.00063190743,0.0014765393,18.102823,3.971148,757760,0.010693359,370,293,2539.8558361530304,0.09858840703964233
759808,1866.04530045,1964.1,-0.0016672704,0.0025177244,18.902294,3.9716194,759808,0.02421875,371,297,2546.8266530036926,0.04054880142211914
761856,1866.5007859899997,1964.1,-3.7597267e-05,0.0007720402,18.908823,3.9763942,761856,0.0033691407,372,296,2553.7094962596893,0.00019180774688720703
763904,1882.2556163499996,1980.37,-0.0016393159,0.0018999099,18.640867,3.991727,763904,0.018945312,373,295,2560.613095521927,0.03754830360412598
765952,1893.4365490399996,1992.01,-0.0013546192,0.0027738092,19.283352,4.009638,765952,0.027001953,374,296,2567.538543701172,-0.015933752059936523
768000,1894.0845656199995,1992.53,-0.00082278985,0.002647588,18.279564,4.017612,768000,0.02470703,375,299,2574.4556839466095,0.10844248533248901
770048,1894.1567457899996,1992.53,-0.0007154716,0.0012787923,19.34938,4.0185785,770048,0.00625,376,295,2581.3074102401733,0.002934753894805908
772096,1894.3526175999996,1992.53,-0.0001433697,0.0010369287,19.176708,4.023396,772096,0.004248047,377,297,2588.22931599617,0.02379971742630005
774144,1894.3699724999997,1992.53,-0.00078587903,0.0011960038,18.888027,4.022975,774144,0.007373047,378,298,2595.103518486023,0.00021582841873168945
776192,1894.29722474,1992.53,0.00038198903,0.0020349927,19.11124,4.021697,776192,0.015673827,379,296,2601.9700372219086,-0.010952234268188477
778240,1894.5251383700001,1992.53,0.00021953885,0.0013100752,18.808033,4.0192895,778240,0.006787109,380,295,2608.88592505455,0.02493453025817871
780288,1894.3986560600001,1992.53,-0.0010312172,0.0025490574,19.246357,4.017482,780288,0.027246093,381,298,2615.824231147766,-0.01640033721923828
782336,1894.7650397799998,1992.53,-0.0030851616,0.0034202212,18.800797,4.011116,782336,0.034423828,382,299,2622.677130460739,0.027069270610809326
784384,1895.1124786899998,1992.53,-0.0014388731,0.002919357,18.512924,4.017526,784384,0.033740234,383,297,2629.5142769813538,0.034226298332214355
786432,1894.52880864,1992.53,-0.002553773,0.003179965,19.007038,4.038899,786432,0.039941408,384,299,2636.3912937641144,-0.014020800590515137
788480,1894.73478677,1992.53,-0.0016880783,0.0026666925,18.760395,4.043378,788480,0.026171874,385,294,2643.2212870121,0.030755460262298584
790528,1894.96999045,1992.53,-0.0014711855,0.0038181432,18.659111,4.0500402,790528,0.04638672,386,298,2650.1741416454315,0.022338569164276123
792576,1894.7967370899999,1992.53,-0.005019291,0.0035422412,18.35178,4.084015,792576,0.041503906,387,292,2657.027417421341,0.06873810291290283
794624,1894.8805466300003,1992.53,0.0002799697,0.0006831112,19.337093,4.098216,794624,0.0017578125,388,300,2664.0195682048798,-0.022573113441467285
796672,1895.21292727,1992.53,-0.00082218525,0.0018540649,18.670757,4.1011133,796672,0.016357422,389,298,2670.8460433483124,0.04917103052139282
798720,1895.3338839999997,1992.53,-0.00344275,0.00328935,18.803328,4.1236596,798720,0.03569336,390,298,2677.7106761932373,-0.004672646522521973
800768,1894.9286380299998,1992.53,-0.0014823229,0.0026910475,18.869894,4.1360707,800768,0.029492188,391,294,2684.5701637268066,0.009105503559112549
802816,1895.3677582999999,1992.53,-0.00083409576,0.002963725,19.004517,4.134438,802816,0.032470703,392,299,2691.517540216446,0.02935028076171875
804864,1895.42697561,1992.53,-0.0004824064,0.002300206,17.771145,4.1366696,804864,0.023339843,393,299,2698.357973575592,0.11633825302124023
806912,1895.71673407,1992.53,-0.00053486315,0.0011111409,18.986399,4.145961,806912,0.00859375,394,295,2705.208705186844,0.015162169933319092
808960,1896.4052648600002,1992.53,-0.0010944089,0.003219894,19.553349,4.1440167,808960,0.027490234,395,297,2712.1454091072083,-0.038285017013549805
811008,1896.3739291200002,1992.53,-0.0010359089,0.002650617,19.127714,4.1450324,811008,0.026513672,396,297,2719.0306890010834,0.017712175846099854
813056,1896.20890897,1992.53,0.0011815781,0.0020393445,17.900421,4.14635,813056,0.016748047,397,296,2725.911641597748,0.13292145729064941
815104,1895.83071945,1992.53,-0.0008976927,0.0025861526,18.351784,4.146378,815104,0.022753906,398,295,2732.8258440494537,0.029027462005615234
817152,1895.76208136,1992.53,-0.0006410413,0.0021324544,18.716537,4.149493,817152,0.01665039,399,298,2739.754876613617,0.040812134742736816
819200,1895.4218179,1992.53,-0.0027915959,0.0037794015,19.07917,4.155195,819200,0.043359376,400,298,2746.6143107414246,0.03963005542755127
821248,1895.5562226600002,1992.53,-0.0011348497,0.0015313424,19.11975,4.16367,821248,0.0125,401,301,2753.490109205246,-0.006998777389526367
823296,1895.57187159,1992.53,-0.0006654652,0.0018478122,18.404434,4.169026,823296,0.016455078,402,306,2760.287737131119,0.0321618914604187
825344,1895.43912927,1992.53,-0.001473565,0.0028214953,19.16615,4.181965,825344,0.028076172,403,299,2766.9776599407196,-0.03761780261993408
827392,1895.27930135,1992.53,-0.0022528905,0.0026267737,18.19804,4.1929297,827392,0.029541016,404,306,2773.8171694278717,0.0749158263206482
829440,1895.2297108800003,1992.53,-0.00031570107,0.0016059907,19.057446,4.203009,829440,0.014453125,405,303,2780.4912247657776,0.0039566755294799805
831488,1895.3541895400003,1992.53,-0.0016499776,0.0039806105,18.745974,4.2077913,831488,0.04790039,406,303,2787.240513563156,0.02137744426727295
833536,1894.9565997200002,1992.53,-0.0030995102,0.0044022133,18.987898,4.212346,833536,0.05620117,407,300,2793.995604991913,-0.02153325080871582
835584,1895.0302555400003,1992.53,-0.00028839416,0.0005386321,18.777279,4.212804,835584,0.0013183594,408,294,2800.8089151382446,0.008496105670928955
837632,1895.5948295400003,1992.53,-0.0033747095,0.0046525477,17.86104,4.217472,837632,0.055761717,409,297,2807.764459133148,0.13146144151687622
839680,1896.0318571700002,1992.53,-0.0021508597,0.0032376393,18.85248,4.225045,839680,0.03691406,410,295,2814.640026807785,-0.0017729997634887695
841728,1901.6995534600003,1998.3,-0.0003575896,0.0015965268,18.09514,4.2346563,841728,0.013720703,411,294,2821.582436323166,0.07522982358932495
843776,1901.9298875500003,1998.3,-0.00034592344,0.0012053957,18.61366,4.2437925,843776,0.0075683594,412,296,2828.545496702194,0.08836531639099121
845824,1901.52571487,1998.3,-0.00033391622,0.0013348528,18.473421,4.253325,845824,0.010205078,413,297,2835.449828147888,0.04622340202331543
847872,1901.2767151300002,1998.3,-0.0025763288,0.0035302292,18.585455,4.256527,847872,0.03725586,414,294,2842.340975046158,0.050860822200775146
849920,1901.54903795,1998.3,-0.0008938154,0.0014121112,19.267015,4.2555666,849920,0.012207031,415,292,2849.286900281906,-0.011444568634033203
851968,1901.5346470700001,1998.3,-0.0009555233,0.0023427957,18.840574,4.2607284,851968,0.025195312,416,291,2856.2879486083984,0.0031082630157470703
854016,1901.59247474,1998.3,-0.00056289806,0.00088821986,19.17939,4.2691503,854016,0.0052734376,417,294,2863.3040642738342,0.01773059368133545
856064,1901.6961064299999,1998.3,-0.0011847097,0.002284055,19.046055,4.276063,856064,0.022314453,418,294,2870.257093191147,0.03265446424484253
858112,1901.4929632099997,1998.3,-0.0024010024,0.0028280024,18.218487,4.2738624,858112,0.029394532,419,296,2877.2158279418945,0.08328056335449219
860160,1901.3390918699997,1998.3,-0.0010096281,0.0019375791,17.194235,4.256444,860160,0.017431641,420,295,2884.1263382434845,0.207866370677948
862208,1889.5633164999997,1986.42,-0.003258915,0.0035700544,35.93522,4.257165,862208,0.043554686,421,295,2891.048031806946,0.06897109746932983
864256,1874.9052495300002,1970.53,-0.00212293,0.002284607,32.65856,4.2607746,864256,0.021582032,422,294,2897.9793746471405,0.24200767278671265
866304,1865.64183301,1960.77,-0.0042491863,0.004635143,15.986781,4.243247,866304,0.053027343,423,301,2904.9426612854004,0.39092379808425903
868352,1865.17667288,1960.77,-0.0040689786,0.0037103235,19.033688,4.227088,868352,0.043896485,424,297,2911.7368092536926,0.027172565460205078
870400,1865.12624578,1960.77,0.0008372933,0.0010536121,19.174738,4.2308593,870400,0.0040527345,425,295,2918.628099679947,-0.0019725561141967773
872448,1868.90433549,1964.42,-0.003352391,0.004423463,19.296951,4.2385287,872448,0.056347657,426,297,2925.569274663925,0.005268514156341553
874496,1869.0401056399996,1964.42,-0.0010096176,0.002584754,16.776524,4.24446,874496,0.027685547,427,295,2932.4604682922363,0.24548089504241943
876544,1869.0305991399998,1964.42,-0.0012440868,0.0021237105,17.75713,4.247874,876544,0.020996094,428,292,2939.393513917923,0.17274737358093262
878592,1869.1097736799995,1964.42,-0.00054516265,0.002158298,18.819069,4.257207,878592,0.020507812,429,293,2946.396768808365,0.01204007863998413
880640,1869.0246188599997,1964.42,-0.0025283098,0.001377701,16.458973,4.2683053,880640,0.011035156,430,293,2953.3727328777313,0.3201313614845276
882688,1869.3230789499999,1964.42,-0.0007111255,0.0016457068,18.04632,4.2768483,882688,0.013085937,431,290,2960.3507928848267,0.1837349534034729
884736,1869.3282126499998,1964.83,-0.00043767464,0.0010619552,19.250387,4.273343,884736,0.0068359375,432,293,2967.39146733284,0.11036175489425659
886784,1871.6802095899998,1967.75,-0.0012111178,0.0027448707,17.871521,4.270902,886784,0.032226562,433,293,2974.3748750686646,0.06481540203094482
888832,1887.72482105,1984.5,-0.0023449915,0.0019558806,19.119762,4.2654476,888832,0.01328125,434,293,2981.354824781418,0.052809715270996094
890880,1887.96783182,1984.5,-0.0015997967,0.0032436147,18.49476,4.2751107,890880,0.037890624,435,291,2988.333719730377,0.18632268905639648
892928,1871.4591549800002,1967.34,-0.0003287498,0.0019986832,32.87601,4.2888055,892928,0.019677734,436,296,2995.354948282242,0.18727540969848633
894976,1871.2888794999997,1967.34,-0.0009217335,0.002623171,15.165265,4.304637,894976,0.027001953,437,290,3002.258471727371,0.2812841534614563
897024,1871.55485412,1967.34,-0.0023546298,0.002078344,18.466633,4.3062015,897024,0.017236328,438,291,3009.3036725521088,0.044284939765930176
899072,1871.03599631,1967.34,-0.0002584344,0.0018284743,18.568954,4.30883,899072,0.015673827,439,289,3016.3384256362915,0.04576420783996582
901120,1871.2903777200002,1967.34,-0.0033842232,0.003536074,17.389566,4.316595,901120,0.041992188,440,294,3023.4054052829742,0.17493706941604614
903168,1884.5946232800002,1981.24,-0.0015825272,0.0023764719,18.816702,4.330858,903168,0.02421875,441,290,3030.3596243858337,0.03256160020828247
905216,1884.33549546,1981.24,-0.00084432506,0.002701785,18.661,4.3364983,905216,0.029248048,442,291,3037.4117996692657,0.07773137092590332
907264,1855.6164224099996,1950.27,-0.0020540962,0.002063477,38.697716,4.349721,907264,0.019580077,443,289,3044.4325721263885,0.4566265344619751
909312,1838.34775608,1932.02,-0.0018446198,0.0023663952,13.103067,4.3709598,909312,0.024023438,444,294,3051.5058813095093,0.4577000141143799
911360,1838.13397035,1932.02,-0.0014484685,0.002309483,17.827616,4.3854604,911360,0.023291016,445,296,3058.458082675934,0.10776931047439575
913408,1837.9829062699998,1932.02,-0.0024744512,0.0018792335,15.869116,4.3913264,913408,0.017675782,446,301,3065.3624081611633,0.286648690700531
915456,1838.34279462,1932.02,-0.00039935057,0.00087938376,19.041607,4.398963,915456,0.005957031,447,297,3072.156971216202,0.017052173614501953
917504,1837.85357642,1932.02,-0.0041571907,0.0028207453,18.818527,4.4085727,917504,0.032177735,448,294,3079.0378346443176,0.03003162145614624
919552,1837.8315440400004,1932.02,-0.0010370762,0.0016783932,18.858192,4.4198284,919552,0.014941406,449,294,3085.9888303279877,-0.012789130210876465
921600,1830.4171948,1924.29,-0.0029771805,0.0026457135,30.012432,4.431588,921600,0.026660156,450,295,3092.9475662708282,0.2864255905151367
923648,1819.8606433599998,1912.96,-0.006224005,0.0044891424,13.864866,4.436456,923648,0.056591798,451,296,3099.8839144706726,0.4036332368850708
925696,1816.4874767800002,1909.94,-0.0010035207,0.0017758781,14.092662,4.442946,925696,0.014453125,452,295,3106.7832248210907,0.3556947112083435
927744,1803.23856117,1895.61,-0.0018198384,0.0028565065,33.49906,4.4470043,927744,0.028271485,453,290,3113.7164828777313,0.18507510423660278
929792,1802.6537375599999,1895.61,-0.0011355049,0.0018757854,18.452597,4.4487133,929792,0.015332031,454,293,3120.765063524246,0.08016365766525269
931840,1802.55731434,1895.61,-0.0052897,0.0049455613,18.529333,4.4566565,931840,0.064208984,455,288,3127.7359907627106,0.03058147430419922
933888,1802.37816577,1895.61,-0.0014177229,0.0019739557,18.422491,4.45849,933888,0.014111328,456,292,3134.8436863422394,0.08781641721725464
935936,1814.9320617600001,1908.68,-0.0042635826,0.0052686655,18.8822,4.4591494,935936,0.068164065,457,290,3141.8491439819336,0.02943319082260132
937984,1815.1500246800001,1908.68,-0.0011053467,0.002278211,18.97467,4.456985,937984,0.0203125,458,290,3148.905732154846,0.05530649423599243
940032,1815.57640295,1908.68,-0.0004237905,0.0027300795,18.239788,4.461526,940032,0.026367188,459,291,3155.9480443000793,0.08142280578613281
942080,1815.2909834800002,1908.68,-0.00030881024,0.0017312784,17.975262,4.468196,942080,0.012744141,460,291,3162.9815990924835,0.08383673429489136
944128,1815.03894162,1908.68,0.00038761325,0.001818688,18.600409,4.4797015,944128,0.016064454,461,292,3170.0182592868805,0.046507418155670166
946176,1815.0915304500002,1908.68,-0.0013056349,0.0013952833,19.119566,4.482773,946176,0.0108886715,462,292,3177.0217592716217,-0.006676316261291504
948224,1815.3297088000002,1908.68,-0.00035875128,0.0011661605,18.441935,4.4845457,948224,0.008740234,463,287,3184.023932695389,0.05956470966339111
950272,1815.5125603200001,1908.68,-0.001903868,0.0021121367,18.330935,4.4878325,950272,0.018701172,464,288,3191.1433188915253,0.0575101375579834
952320,1814.91967322,1908.68,-0.0027517737,0.0026578417,17.178303,4.486141,952320,0.027392577,465,290,3198.243709087372,0.23327088356018066
954368,1814.9116191400003,1908.68,-0.0011237435,0.001620339,18.437225,4.4928927,954368,0.015380859,466,292,3205.291848182678,0.07079482078552246
956416,1814.66914332,1908.68,-0.00044452198,0.0013129592,16.161854,4.50644,956416,0.009570313,467,292,3212.2942078113556,0.29646044969558716
958464,1814.1949408300002,1908.68,-0.0020946448,0.0024956332,17.676065,4.51164,958464,0.02265625,468,294,3219.302041053772,0.13392287492752075
960512,1813.9593002,1908.68,-0.0007231366,0.0010325081,18.434256,4.512011,960512,0.0073242188,469,290,3226.2633213996887,0.0636480450630188
962560,1813.65017627,1908.68,-0.0039839325,0.0038052413,18.433432,4.534777,962560,0.044189453,470,288,3233.3226850032806,0.016823291778564453
964608,1813.1664919799996,1908.68,-0.0006810111,0.0013426362,18.768353,4.5521564,964608,0.011425781,471,288,3240.4325914382935,0.014835238456726074
966656,1813.12189612,1908.68,0.00018950885,0.0007700121,17.63363,4.556654,966656,0.0045410157,472,288,3247.5282282829285,0.16372698545455933
968704,1812.9593685199995,1908.68,-0.001796379,0.0012861731,18.567244,4.562459,968704,0.00859375,473,294,3254.6192734241486,0.07048773765563965
970752,1812.9850974800001,1908.68,-0.0018287359,0.0026905388,18.495869,4.5754724,970752,0.024658203,474,297,3261.5818355083466,-0.04152989387512207
972800,1812.6989614999998,1908.68,-0.0009068162,0.0010340092,18.948992,4.5978365,972800,0.009423828,475,296,3268.474308013916,0.019275426864624023
974848,1812.4499722699998,1908.68,-0.0015305446,0.0023669002,18.221966,4.60867,974848,0.024121094,476,292,3275.389468431473,0.02652508020401001
976896,1812.5873478799995,1908.68,-0.0015667472,0.0017430021,18.09751,4.609624,976896,0.016601562,477,301,3282.3907730579376,0.09313750267028809
978944,1812.4411198399998,1908.68,-0.0017459672,0.0021883459,17.764202,4.6176457,978944,0.020117188,478,293,3289.1908473968506,0.15504521131515503
980992,1812.2192347699995,1908.68,-0.0021301066,0.0025382591,18.649094,4.6300364,980992,0.021337891,479,294,3296.167922973633,0.04949682950973511
983040,1812.4481558199998,1908.68,-0.0003937472,0.0013407356,18.152845,4.6401567,983040,0.009619141,480,295,3303.1187183856964,0.11625242233276367
985088,1812.4367920099999,1908.68,-0.00025938253,0.0010146118,18.130056,4.6385603,985088,0.005078125,481,295,3310.0604014396667,0.08039247989654541
987136,1812.0971054599995,1908.68,6.320254e-05,0.00036530645,18.01601,4.631359,987136,0.00078125,482,296,3316.988045692444,0.0377078652381897
989184,1811.5552746599997,1908.68,-7.398962e-06,0.0007498214,18.217701,4.6267385,989184,0.0041503906,483,296,3323.898905277252,0.06948429346084595
991232,1812.0543824200001,1908.68,-0.0005400881,0.00060245,18.355438,4.6360407,991232,0.003515625,484,295,3330.8022854328156,0.12066060304641724
993280,1812.0640227,1908.68,-0.002613493,0.0027790037,18.992498,4.6435466,993280,0.029541016,485,297,3337.727345228195,-0.01324605941772461
995328,1812.20994639,1908.68,-0.002147892,0.0021955152,17.914091,4.645028,995328,0.01875,486,295,3344.6153061389923,0.07814055681228638
997376,1811.5302805599997,1908.68,-0.0026311046,0.0032290549,18.288504,4.635984,997376,0.033203125,487,300,3351.543855905533,0.039874136447906494
999424,1777.2590159700003,1873.59,-0.0024112044,0.0029124497,51.173412,4.616243,999424,0.027880859,488,305,3358.364878177643,0.1508275270462036
1001472,1777.3501660300003,1873.59,-0.0036588784,0.0029824814,18.40889,4.6074877,1001472,0.03364258,489,302,3365.074786901474,0.06444138288497925
1003520,1777.2278479800004,1873.59,-0.0002917056,0.00079217146,18.872734,4.6069746,1003520,0.002001953,490,300,3371.838061094284,0.007582962512969971
1005568,1777.6633558600004,1873.59,-0.0012515641,0.0031342425,18.256916,4.607887,1005568,0.03691406,491,296,3378.66401553154,0.043831586837768555
1007616,1769.7490198100004,1865.22,-0.0032969457,0.0035603927,16.626497,4.6199927,1007616,0.042138673,492,305,3385.5628612041473,0.18518561124801636
1009664,1769.36471827,1865.22,-0.0014575353,0.0022883685,17.637796,4.6337423,1009664,0.025,493,300,3392.2575533390045,0.08562201261520386
1011712,1769.4749823999998,1865.22,-0.0013421667,0.0022405959,19.300182,4.654115,1011712,0.020166015,494,297,3399.078727722168,-0.031529903411865234
1013760,1769.4640339,1865.22,0.00020067659,0.00026291894,18.347218,4.6683025,1013760,0.00014648438,495,297,3405.9748618602753,0.06396186351776123
1015808,1769.56467669,1865.22,-0.0025049853,0.002626547,18.431547,4.6634793,1015808,0.023291016,496,298,3412.8539221286774,0.06527078151702881
1017856,1769.03518191,1865.22,-0.0002831508,0.0015924847,18.799223,4.6555085,1017856,0.013818359,497,294,3419.723089694977,0.007786214351654053
1019904,1769.0179205,1865.22,-0.0009845942,0.0013695216,18.755728,4.659826,1019904,0.010302735,498,295,3426.686397790909,-0.00012755393981933594
1021952,1768.6975645799998,1865.22,-0.0014155514,0.0019160795,18.393576,4.663887,1021952,0.019335937,499,295,3433.6210458278656,0.014890968799591064
1024000,1768.2991359100006,1865.22,-0.0027511616,0.004090402,18.312473,4.6626935,1024000,0.047753908,500,297,3440.5606825351715,0.028896212577819824
1026048,1768.1904913300002,1865.22,-0.0010404518,0.002275527,18.14627,4.667163,1026048,0.02451172,501,301,3447.4491789340973,0.07552748918533325
1028096,1768.3265252300002,1865.22,-0.0018629472,0.002497307,18.374693,4.6793323,1028096,0.0203125,502,299,3454.2545113563538,0.03916895389556885
1030144,1768.0698865800002,1865.22,-0.00035614293,0.0010755408,18.98856,4.685514,1030144,0.008447265,503,296,3461.094313621521,0.00953972339630127
1032192,1768.6435814699998,1865.22,-0.0033072685,0.0036087106,18.108831,4.6854653,1032192,0.03857422,504,297,3467.9968605041504,0.08134341239929199
1034240,1768.6902617300002,1865.22,-0.0002143399,0.0008472965,19.099445,4.6735706,1034240,0.0034179688,505,292,3474.892597436905,-0.04176032543182373
1036288,1768.32105477,1865.22,-0.0010309208,0.0015994448,18.311811,4.663018,1036288,0.013916016,506,293,3481.9012064933777,0.06909596920013428
1038336,1768.12696397,1865.22,-0.0009191381,0.0006291679,18.84182,4.6703157,1038336,0.0033691407,507,293,3488.8784251213074,-0.012967705726623535
1040384,1768.3181953199999,1865.22,-0.0009283116,0.0012146141,19.22754,4.674011,1040384,0.006689453,508,293,3495.85209441185,-0.017279505729675293
1042432,1767.7963674700002,1865.22,-0.0022628778,0.0015235892,18.204746,4.6638403,1042432,0.012988281,509,291,3502.8283500671387,0.08983820676803589
1044480,1767.9654186899998,1865.22,-0.0008939005,0.0018745568,18.133282,4.6576433,1044480,0.014013672,510,294,3509.85107088089,0.10952752828598022
1046528,1768.3116718200001,1865.22,-0.00021247668,0.0010458515,18.813663,4.6567717,1046528,0.0073242188,511,292,3516.818371772766,0.029487192630767822
1048576,1768.1699507799997,1865.22,-0.0020314155,0.0019609805,18.09742,4.6571,1048576,0.015673827,512,293,3523.8189628124237,0.040695011615753174
1050624,1779.4350897599998,1877.1,-0.0006106704,0.002097486,18.33507,4.6568136,1050624,0.02319336,513,288,3530.8025250434875,0.08301782608032227
1052672,1779.62434144,1877.1,-0.0012242317,0.0018390085,19.094143,4.6537714,1052672,0.016357422,514,290,3537.9135043621063,0.024088561534881592
1054720,1794.9851250600002,1892.99,-0.0017590278,0.0019901982,17.81758,4.6611934,1054720,0.021533202,515,288,3544.9759559631348,0.08315092325210571
1056768,1803.96724611,1902.75,-0.0049168575,0.0028269698,16.304153,4.6783056,1056768,0.031103516,516,288,3552.085782289505,0.3483262062072754
1058816,1804.38759261,1902.75,-0.0012122272,0.0011492798,18.331444,4.695959,1058816,0.008056641,517,290,3559.1765370368958,0.07150238752365112
1060864,1804.7731523100001,1902.75,-0.0013779487,0.0024288048,18.044754,4.7016177,1060864,0.023583984,518,291,3566.2261340618134,0.09557616710662842
1062912,1804.61953779,1902.75,-0.0007082684,0.0010803982,18.128834,4.7009363,1062912,0.0078125,519,286,3573.255732536316,0.08650839328765869
1064960,1804.7362147600004,1902.75,-0.0009350988,0.0027378146,18.297928,4.6998024,1064960,0.02861328,520,288,3580.3955376148224,0.11713117361068726
