time_elapsed,explained_variance,clipfrac,total_timesteps,approxkl,policy_loss,n_updates,policy_entropy,fps,serial_timesteps,ep_reward_mean,value_loss,ep_len_mean
288.2905831336975,0.39846354722976685,0.03461914,75776,0.0032248676,-0.0024329005,37,1.3859421,242,75776,293.56220769565215,2.0391536,972.3913043478261
296.73033380508423,0.4291941523551941,0.032421876,77824,0.0032148578,-0.0024304956,38,1.3841064,246,77824,293.56220769565215,0.8994957,972.3913043478261
305.0526907444,0.4834316372871399,0.035791017,79872,0.0036857245,-0.0033143167,39,1.3759494,244,79872,293.56220769565215,0.91486275,972.3913043478261
313.43159675598145,0.49397242069244385,0.032324217,81920,0.0030852016,-0.0024400826,40,1.3689109,265,81920,293.56220769565215,0.14632747,972.3913043478261
321.1428380012512,0.6337558925151825,0.038916014,83968,0.0034890783,-0.0031965817,41,1.374553,265,83968,293.56220769565215,0.18758741,972.3913043478261
328.8680691719055,0.5251266062259674,0.055419922,86016,0.004527636,-0.0035695364,42,1.3835976,254,86016,293.56220769565215,0.5071986,972.3913043478261
336.90747356414795,0.33167099952697754,0.045654297,88064,0.003971113,-0.005326831,43,1.3899212,246,88064,293.56220769565215,5.005903,972.3913043478261
345.21354508399963,0.3345469832420349,0.036230467,90112,0.0033933427,-0.0019184698,44,1.3972851,247,90112,293.56220769565215,3.185559,972.3913043478261
353.50010538101196,0.33057600259780884,0.029833984,92160,0.0030332825,-0.00082516327,45,1.4045393,248,92160,293.56220769565215,2.5576682,972.3913043478261
361.755863904953,0.37331944704055786,0.049072266,94208,0.0043114997,-0.005507668,46,1.4139253,246,94208,293.56220769565215,2.648788,972.3913043478261
370.05666637420654,0.23479652404785156,0.020166015,96256,0.0024719255,-0.0019793187,47,1.4207505,247,96256,293.56220769565215,5.786084,972.3913043478261
378.3487675189972,0.16861730813980103,0.04116211,98304,0.003662069,-0.0048643835,48,1.4226236,249,98304,293.56220769565215,4.771743,972.3913043478261
386.5686070919037,0.15538418292999268,0.014990235,100352,0.002029106,-0.0021117167,49,1.4124739,246,100352,293.56220769565215,3.0137744,972.3913043478261
394.8819258213043,0.06544405221939087,0.03339844,102400,0.0031609838,-0.0035855111,50,1.415251,250,102400,472.6777903380282,4.8954163,1424.605633802817
403.12486743927,0.18914467096328735,0.03701172,104448,0.0035330013,-0.003958409,51,1.4232845,251,104448,473.8775866805556,2.5811229,1427.0694444444443
411.260281085968,0.47145187854766846,0.036230467,106496,0.0034620161,-0.0017821075,52,1.4289446,244,106496,473.8775866805556,1.1343995,1427.0694444444443
419.62245869636536,0.5354909598827362,0.04350586,108544,0.0041167163,-0.0036783486,53,1.4271386,246,108544,473.8775866805556,1.4265232,1427.0694444444443
427.94414162635803,0.508135050535202,0.03149414,110592,0.0029622535,-0.0024701753,54,1.4140598,245,110592,473.8775866805556,1.3905898,1427.0694444444443
436.28843545913696,0.45390135049819946,0.027978515,112640,0.002755969,-0.0034528126,55,1.41453,241,112640,473.8775866805556,2.183554,1427.0694444444443
444.7531201839447,0.3983656167984009,0.037890624,114688,0.0034250137,-0.0035706,56,1.411795,244,114688,473.8775866805556,3.1885765,1427.0694444444443
453.12798857688904,0.3410993814468384,0.04057617,116736,0.0034170407,-0.0022413863,57,1.405038,244,116736,473.8775866805556,2.7276003,1427.0694444444443
461.5186800956726,0.1342405080795288,0.029638672,118784,0.0029396298,-0.003924128,58,1.4075127,252,118784,557.4137406216217,7.361413,1604.5405405405406
469.644091129303,0.1768900752067566,0.0375,120832,0.003432716,-0.0050609806,59,1.4196185,250,120832,546.9991241578948,6.627176,1570.921052631579
477.80646872520447,0.23075228929519653,0.01796875,122880,0.002137627,-0.0014564351,60,1.4251264,251,122880,533.7347483125,5.6921444,1526.3125
485.96310448646545,0.3864421844482422,0.027441407,124928,0.00290607,-0.0026563467,61,1.4194158,254,124928,535.3522267195121,6.2619414,1521.878048780488
494.0189700126648,0.49148881435394287,0.029589843,126976,0.0030160435,-0.0025952524,62,1.4152648,253,126976,532.2721788928571,4.947032,1510.8333333333333
502.0944793224335,0.49218106269836426,0.044042967,129024,0.0036588765,-0.004460654,63,1.4234179,254,129024,517.5166561704546,6.21967,1463.8863636363637
510.1270890235901,0.4401854872703552,0.013867187,131072,0.0017143267,-0.001321106,64,1.4349799,259,131072,492.0046915000001,8.649043,1391.2446808510638
518.0136795043945,0.5226024389266968,0.048046876,133120,0.004211,-0.0027072928,65,1.4488841,256,133120,493.59471234374996,6.227191,1385.4583333333333
525.9920499324799,0.510610431432724,0.025244141,135168,0.0026059048,-0.002670412,66,1.4637225,265,135168,482.58453649,9.081499,1349.29
533.7059636116028,0.5267373919487,0.025683593,137216,0.0027625426,-0.0045097144,67,1.4595766,255,137216,488.5946795800001,4.1758375,1359.14
541.7143096923828,0.43447309732437134,0.022949219,139264,0.0023644515,-0.002538877,68,1.4551685,255,139264,495.37480352,6.8302383,1366.9
549.739960193634,0.5625503659248352,0.022998046,141312,0.0025615988,-0.0031637386,69,1.459046,255,141312,500.80703431,4.437633,1379.14
557.7682375907898,0.5698632895946503,0.020947266,143360,0.0023349503,-0.0014371274,70,1.4619424,259,143360,509.2989247600001,5.2863903,1393.5
565.6487741470337,0.6197080910205841,0.036865234,145408,0.0034006634,-0.0031708763,71,1.4631906,252,145408,513.2732527300001,5.1336503,1403.2
573.7746601104736,0.5704024136066437,0.03461914,147456,0.003177433,-0.003659308,72,1.4618716,254,147456,519.7651110500001,5.4274306,1411.53
581.8159618377686,0.7035772204399109,0.03286133,149504,0.0029836944,-0.005036367,73,1.4685152,258,149504,517.2478753199999,8.596044,1399.9
589.7378890514374,0.6915433704853058,0.026416015,151552,0.0024692,-0.0024550394,74,1.48537,259,151552,524.95144548,10.057617,1411.4
597.6312031745911,0.8167167603969574,0.041992188,153600,0.0034273514,-0.0054213945,75,1.5036153,260,153600,526.95985424,5.7491765,1414.49
605.5900840759277,0.6707178950309753,0.0362793,155648,0.0031802696,-0.0038710032,76,1.5374812,263,155648,525.85488458,14.4519825,1396.85
613.3500649929047,0.8719234764575958,0.04921875,157696,0.004216147,-0.005370561,77,1.5566452,255,157696,529.0284539600001,4.997245,1398.76
621.3622508049011,0.8451197892427444,0.02368164,159744,0.0026688552,-0.0014718436,78,1.5556009,255,159744,537.23602024,5.965247,1411.01
629.3901228904724,0.8194359093904495,0.06757812,161792,0.0053205197,-0.004673817,79,1.5518911,261,161792,544.0211052599999,6.025773,1422.62
637.2313597202301,0.7704921513795853,0.058935545,163840,0.0048557674,-0.006087711,80,1.5584037,256,163840,545.6048968999999,4.8215833,1424.48
645.2200322151184,0.791953518986702,0.028955078,165888,0.002844482,-0.000609529,81,1.5649383,258,165888,555.4393026199999,6.2155805,1445.04
653.1580760478973,0.7290512323379517,0.06137695,167936,0.004734288,-0.0060968967,82,1.5691733,266,167936,432.31855973,18.455936,1043.19
660.8578996658325,0.7685679644346237,0.04067383,169984,0.0035380325,-0.005738134,83,1.5862745,258,169984,430.05778964999996,8.21628,1031.45
668.7935476303101,0.709403932094574,0.017871093,172032,0.0020090747,-0.0029939523,84,1.6068802,260,172032,214.87954200000001,14.211087,504.44
676.6649901866913,0.672988086938858,0.03305664,174080,0.0030129256,-0.0069844634,85,1.6145942,263,174080,210.22730736999998,12.092997,491.63
684.4259774684906,0.826783150434494,0.03652344,176128,0.0033059535,-0.0013751935,86,1.6256125,270,176128,201.77599068,8.910406,472.16
692.0036959648132,0.7044996321201324,0.055078126,178176,0.0046539693,-0.0035784661,87,1.6301504,253,178176,207.35719484999998,8.145741,483.1
700.0741004943848,0.7196601033210754,0.0145019535,180224,0.0017286291,-0.001867963,88,1.6348307,256,180224,199.26017932000002,9.165941,464.71
708.0633606910706,0.8552024811506271,0.047167968,182272,0.0041178116,-0.0031444922,89,1.641298,255,182272,201.69257107000004,3.6632323,471.04
716.0818018913269,0.6322982013225555,0.014013672,184320,0.0021044766,-0.001048176,90,1.6452501,263,184320,213.09836230999997,11.12859,491.73
723.8579199314117,0.7952285557985306,0.052001953,186368,0.004383185,-0.0057782093,91,1.6512959,268,186368,203.23081992000004,9.557173,467.6
731.4947152137756,0.8049437552690506,0.061865233,188416,0.0051650973,-0.005616979,92,1.6629725,267,188416,204.98411354,6.4671493,468.46
739.1621975898743,0.8091486394405365,0.043359376,190464,0.0038077212,-0.0031602525,93,1.6689613,268,190464,204.90636375000003,4.0534167,466.69
746.8013660907745,0.7441480755805969,0.036230467,192512,0.0034860154,-0.0062603964,94,1.6705862,266,192512,220.20072167,8.543428,491.69
754.4831354618073,0.7034953534603119,0.029394532,194560,0.0029857322,-0.0027585158,95,1.6740242,260,194560,214.07092464000002,8.718679,472.93
762.3345062732697,0.8126011043787003,0.0734375,196608,0.00651423,-0.0033851385,96,1.6514742,263,196608,218.40544933,3.7673614,480.77
770.1176526546478,0.8368837982416153,0.031396486,198656,0.003055301,-0.0018886223,97,1.6221106,260,198656,227.42676057,4.0410123,496.66
