ep_reward_mean,time_elapsed,explained_variance,serial_timesteps,ep_len_mean,n_updates,fps,policy_loss,value_loss,clipfrac,policy_entropy,approxkl,total_timesteps
36.35,89.47848749160767,0.3879687786102295,36864,146.26,18,404,-0.0005397989,13.243886,0.0058105467,1.3491471,0.0014957886,36864
39.76,94.53918194770813,0.4325063228607178,38912,153.6,19,366,-0.0027290618,21.252996,0.024609376,1.3351158,0.0028277538,38912
42.46,100.1333863735199,0.4285370707511902,40960,159.58,20,392,-4.8415648e-05,23.635496,0.007958984,1.3166842,0.0015671836,40960
43.02,105.34945273399353,0.4913594126701355,43008,163.52,21,360,-2.0131847e-05,14.908865,0.014941406,1.3133256,0.0019603658,43008
45.15,111.03297996520996,0.47638005018234253,45056,167.48,22,335,-0.0003909246,24.735195,0.006982422,1.3063293,0.0012899989,45056
49.53,117.14262127876282,0.49429064989089966,47104,173.61,23,379,-0.0017734,32.57588,0.029541016,1.2959335,0.0029512676,47104
50.66,122.54098343849182,0.5121951401233673,49152,177.87,24,391,-0.0002844947,12.88069,0.025439452,1.2934712,0.0026519492,49152
52.49,127.77692365646362,0.5082710683345795,51200,183.78,25,334,-0.0015640331,25.099758,0.023828125,1.2919271,0.0025119393,51200
54.26,133.9181933403015,0.5415971279144287,53248,187.68,26,379,-0.002083424,14.965876,0.017333984,1.2916495,0.0023280105,53248
55.59,139.3195779323578,0.5376759171485901,55296,191.71,27,355,-0.0011396748,24.861382,0.021777343,1.2826556,0.0027950956,55296
58.08,145.09007668495178,0.5655344724655151,57344,198.22,28,375,-0.0015726084,12.448713,0.014404297,1.2740878,0.0022163298,57344
56.23,150.54863810539246,0.5822062194347382,59392,202.33,29,350,-0.0007142213,12.562239,0.02084961,1.2623513,0.0025196043,59392
55.26,156.40017986297607,0.6234014332294464,61440,205.8,30,400,-0.0027568182,8.478476,0.045214843,1.2539036,0.0038359906,61440
56.6,161.51560020446777,0.607226550579071,63488,211.23,31,369,-0.0008495532,19.623922,0.017919922,1.2491758,0.0022946207,63488
58.21,167.06569027900696,0.6374546885490417,65536,217.08,32,388,-0.0012165913,19.240185,0.03178711,1.2484677,0.003151739,65536
57.11,172.33598494529724,0.6634331941604614,67584,221.26,33,378,-0.003136348,8.8683,0.041259766,1.255048,0.003655666,67584
58.19,177.74616169929504,0.6448604762554169,69632,227.17,34,384,-0.0030706206,29.119757,0.039990235,1.2501653,0.0040416215,69632
59.02,183.07538652420044,0.6627785265445709,71680,232.39,35,386,-0.0010100144,13.707352,0.01796875,1.2401193,0.0021575615,71680
61.59,188.37706184387207,0.6469098031520844,73728,237.44,36,387,-0.0019072281,20.834682,0.029492188,1.2379049,0.0030569213,73728
59.74,193.65703535079956,0.7270427942276001,75776,238.86,37,398,-0.0013450163,7.3258696,0.03310547,1.2429705,0.0030900952,75776
61.11,198.79907822608948,0.6775674223899841,77824,245.16,38,372,-0.00088021095,14.22549,0.013085937,1.2500743,0.0016286128,77824
62.04,204.29590392112732,0.6863771975040436,79872,249.21,39,381,2.0952337e-05,20.505993,0.021289062,1.259435,0.002292631,79872
61.59,209.661226272583,0.732838898897171,81920,249.41,40,353,-0.00058377313,16.393776,0.027539063,1.2596372,0.0028096193,81920
63.95,215.4600727558136,0.7565719783306122,83968,251.98,41,355,-0.00041318467,11.588555,0.019677734,1.2580209,0.0024923182,83968
67.77,221.22570657730103,0.7408958971500397,86016,257.57,42,375,-0.0015686217,19.097889,0.029492188,1.259472,0.003193431,86016
70.9,226.68836736679077,0.7420617640018463,88064,262.53,43,347,-0.003192197,21.820856,0.034716796,1.249262,0.0038374942,88064
70.83,232.58005356788635,0.7669558078050613,90112,266.69,44,374,-0.0018573964,8.592303,0.035546876,1.2357209,0.003977048,90112
69.76,238.05598998069763,0.7998938709497452,92160,271.99,45,344,-0.00082572317,6.075429,0.024902344,1.2317514,0.0025526178,92160
67.12,243.9972939491272,0.7997469455003738,94208,268.08,46,415,-0.0028248993,6.669121,0.039453126,1.2315404,0.004020132,94208
60.96,248.9272174835205,0.8242114037275314,96256,260.7,47,369,-0.00081221835,4.065517,0.026855469,1.2272043,0.002835876,96256
62.29,254.46619939804077,0.7916634678840637,98304,262.2,48,388,-0.0005008083,18.159021,0.028076172,1.241031,0.0024906287,98304
63.06,259.74077224731445,0.8172525465488434,100352,263.78,49,362,-0.001605945,10.030987,0.045654297,1.2632673,0.003916746,100352
61.38,265.39056158065796,0.8173606544733047,102400,258.36,50,395,-0.0015111371,7.173875,0.04584961,1.2807527,0.004109905,102400
61.17,270.5767152309418,0.8504859656095505,104448,257.19,51,369,-0.0002880062,7.3502135,0.021337891,1.2816641,0.0026738439,104448
58.11,276.1181831359863,0.8298677802085876,106496,251.55,52,309,-0.0023221732,6.9218154,0.059179686,1.2832032,0.004899651,106496
57.93,282.73812651634216,0.813124030828476,108544,249.48,53,374,-0.0045864866,15.966212,0.047802735,1.2826095,0.0044666985,108544
58.57,288.2021803855896,0.819473922252655,110592,245.63,54,368,-0.002939805,18.296373,0.06621094,1.2915056,0.005226119,110592
59.38,293.76599192619324,0.8324233144521713,112640,246.42,55,357,7.739545e-05,18.896479,0.024169922,1.3058237,0.0026223082,112640
59.17,299.4984405040741,0.8093832284212112,114688,241.72,56,375,-0.00043852738,19.721752,0.027441407,1.3080904,0.002643043,114688
62.03,304.95934319496155,0.8638717830181122,116736,237.67,57,379,-0.0012558284,7.3061776,0.015673827,1.3101257,0.0019212073,116736
64.29,310.36040449142456,0.8759255036711693,118784,240.83,58,370,-0.00043870826,7.5674706,0.0359375,1.310694,0.0031660565,118784
66.51,315.8915967941284,0.8523818105459213,120832,242.23,59,377,-0.00052374403,13.23414,0.008007812,1.3024983,0.001303448,120832
62.85,321.3145046234131,0.8570313155651093,122880,236.59,60,366,-0.0013151966,6.7020884,0.046533205,1.2912827,0.00452024,122880
63.33,326.8968667984009,0.8632383942604065,124928,232.8,61,397,-0.0019594787,10.006014,0.039941408,1.2922665,0.003670549,124928
64.41,332.04945278167725,0.8899447843432426,126976,229.43,62,377,-0.0002312715,9.317759,0.02080078,1.292139,0.0022867075,126976
66.13,337.4791696071625,0.8909517303109169,129024,227.63,63,386,-0.0011569433,9.816979,0.020507812,1.2984176,0.0022994129,129024
66.2,342.780800819397,0.9012992605566978,131072,225.23,64,376,-0.0024024518,7.3041735,0.045458984,1.2960813,0.004210073,131072
60.38,348.2232940196991,0.9120730236172676,133120,214.24,65,384,-0.0034994904,4.6338806,0.043066405,1.291832,0.0037557217,133120
59.38,353.54953479766846,0.9053042829036713,135168,209.57,66,373,-0.00050431443,7.5298796,0.0265625,1.301382,0.0025235075,135168
56.74,359.0317177772522,0.8769830092787743,137216,202.81,67,380,-0.0004510275,10.697206,0.0171875,1.308474,0.0021804366,137216
56.2,364.41336011886597,0.9049182310700417,139264,198.02,68,378,-0.0013256023,8.093237,0.025976563,1.3012218,0.0027346397,139264
59.15,369.818678855896,0.8986624702811241,141312,196.37,69,381,-0.0004717744,11.754175,0.025292968,1.2896341,0.0026445733,141312
59.45,375.1911373138428,0.9046783745288849,143360,198.15,70,360,-0.00034088216,6.009408,0.010302735,1.2795364,0.0017048214,143360
59.5,380.8797416687012,0.9224275574088097,145408,196.15,71,364,-0.0012419838,6.812017,0.031152343,1.2668191,0.0030718963,145408
57.93,386.4947326183319,0.9140397533774376,147456,196.5,72,386,-0.0019313095,4.829115,0.03330078,1.2658427,0.0032469195,147456
57.13,391.7946720123291,0.8875415995717049,149504,197.23,73,373,-0.0013422759,8.052253,0.030810546,1.2677794,0.0029346948,149504
56.42,397.27562618255615,0.9183310940861702,151552,195.98,74,375,-0.0010889235,6.7334175,0.028564453,1.2613037,0.0029607161,151552
56.55,402.73064374923706,0.9302640780806541,153600,199.88,75,364,-0.0014668081,4.390469,0.035449218,1.2419523,0.0035890646,153600
55.9,408.35819816589355,0.9332963675260544,155648,201.92,76,352,-0.0011685838,3.1737056,0.042285156,1.2331504,0.004050464,155648
56.68,414.1779444217682,0.9060342982411385,157696,204.29,77,365,-0.0007055227,10.058747,0.039257813,1.224088,0.0038389494,157696
54.76,419.7779746055603,0.8996877074241638,159744,204.71,78,353,-0.0032805887,4.9720697,0.04345703,1.2179747,0.0038803243,159744
54.03,425.5799264907837,0.9015068262815475,161792,207.31,79,401,-5.8868638e-05,10.662901,0.025244141,1.2111444,0.0029272386,161792
56.49,430.68662571907043,0.9103510081768036,163840,210.15,80,386,-0.005025438,13.772408,0.056689452,1.1922079,0.0052508134,163840
60.27,435.9842941761017,0.9133744984865189,165888,214.71,81,367,-0.0017095385,12.449111,0.03959961,1.1893795,0.0037929222,165888
59.33,441.56411576271057,0.9261526167392731,167936,214.96,82,334,-0.0016606351,6.18694,0.032666016,1.1808063,0.0033121563,167936
60.0,447.68199372291565,0.9208144918084145,169984,216.03,83,360,-0.0014066688,7.9038215,0.045556642,1.1727266,0.0038556703,169984
58.7,453.3592872619629,0.9222094714641571,172032,216.76,84,363,-0.0040993867,5.3550806,0.04892578,1.1702411,0.0042293426,172032
60.25,458.99577593803406,0.91883584856987,174080,221.57,85,387,-0.0010396019,11.798906,0.0496582,1.1548247,0.004529122,174080
61.78,464.2830557823181,0.9164043217897415,176128,223.08,86,396,-0.0015679306,10.42679,0.042919923,1.1466157,0.003844687,176128
64.17,469.4496304988861,0.9530380554497242,178176,224.29,87,385,-0.0019762358,2.9187465,0.035742186,1.1431645,0.00351653,178176
63.39,474.7635772228241,0.958590779453516,180224,223.35,88,395,-0.0007430138,3.2725964,0.04526367,1.1418549,0.0038334331,180224
66.54,479.9373691082001,0.9369158893823624,182272,224.96,89,393,-0.0015251993,8.104532,0.039501954,1.1469679,0.003737123,182272
66.23,485.1385898590088,0.9326962754130363,184320,223.61,90,336,-0.0030388553,6.882869,0.047314454,1.1391197,0.004206172,184320
63.56,491.2311689853668,0.9378937184810638,186368,220.73,91,385,-0.0030905658,5.5640516,0.043359376,1.125597,0.004041402,186368
60.62,496.5506639480591,0.9567432887852192,188416,216.06,92,362,-0.00034589268,4.0950227,0.032470703,1.1134369,0.0031542205,188416
63.69,502.1962103843689,0.9379711486399174,190464,215.88,93,392,-0.004066212,10.884202,0.050439455,1.0994198,0.0050129415,190464
64.14,507.41531443595886,0.9514721445739269,192512,211.77,94,384,-0.0003171986,4.1038485,0.045800783,1.0897434,0.0042805453,192512
61.79,512.7462639808655,0.9562116377055645,194560,203.32,95,361,-0.002834193,3.6527362,0.0578125,1.0844452,0.0050177006,194560
62.2,518.4160289764404,0.9495842345058918,196608,195.21,96,341,-0.0012020319,7.575535,0.05859375,1.0871418,0.005243414,196608
65.14,524.4168221950531,0.9489508233964443,198656,192.7,97,402,-0.002403239,7.470627,0.045996092,1.0930197,0.0045477757,198656
62.07,529.5013329982758,0.9579268842935562,200704,182.43,98,373,-0.0005997194,4.7413893,0.026611328,1.0855569,0.0029363506,200704
61.61,534.9812116622925,0.9526021182537079,202752,174.37,99,377,-0.0012102339,7.0124497,0.050585937,1.0762893,0.0047047236,202752
66.61,540.4046568870544,0.9541256539523602,204800,175.33,100,417,-0.0013510201,8.8840275,0.05205078,1.0680631,0.0042837756,204800
64.59,545.3168578147888,0.9593044333159924,206848,167.19,101,375,-0.0027407678,4.722715,0.04926758,1.0655851,0.004242556,206848
63.97,550.7656052112579,0.9391467086970806,208896,163.02,102,366,-0.0003863174,8.581465,0.026513672,1.0695363,0.0026096671,208896
65.15,556.3595464229584,0.9511629529297352,210944,160.65,103,348,-0.001209775,8.36013,0.034472656,1.0732536,0.0034525364,210944
64.06,562.242604970932,0.9455801472067833,212992,160.87,104,392,-0.0009577467,7.4333735,0.017871093,1.0661231,0.002375362,212992
62.51,567.4614248275757,0.9618216902017593,215040,157.64,105,364,-0.0025294009,3.6843314,0.031103516,1.0514292,0.0033101817,215040
63.36,573.0841548442841,0.9504958018660545,217088,160.25,106,385,-0.0025847957,6.688352,0.04848633,1.0428053,0.0044133994,217088
63.0,578.3978610038757,0.963394109159708,219136,160.19,107,366,0.000783404,7.07948,0.034375,1.0401986,0.003598762,219136
60.2,583.9846863746643,0.9598085284233093,221184,159.72,108,399,-0.00036600203,5.2408285,0.026464844,1.0383463,0.0029445412,221184
62.7,589.1149618625641,0.9629198275506496,223232,165.34,109,389,-0.0018925453,6.04431,0.052197266,1.0365556,0.004572654,223232
63.76,594.3729345798492,0.9636970609426498,225280,167.54,110,391,-0.00082091044,6.0057616,0.031298827,1.0415257,0.0031133608,225280
68.45,599.6066408157349,0.9562082663178444,227328,172.84,111,381,-0.0029312766,10.059811,0.03720703,1.0339267,0.0035781874,227328
66.81,604.9824368953705,0.9663543328642845,229376,172.18,112,369,-0.002915414,5.6946764,0.059814453,1.0304458,0.005040426,229376
67.02,610.5264840126038,0.9806379918009043,231424,171.35,113,362,-0.0005764148,1.6204555,0.03378906,1.0259594,0.0032272395,231424
69.62,616.1841921806335,0.9569062143564224,233472,173.92,114,394,0.0007179099,8.92957,0.029833984,1.0200144,0.003151561,233472
67.96,621.3727993965149,0.9623737037181854,235520,173.74,115,410,-0.0006444472,5.1577573,0.02836914,1.0051454,0.0029731733,235520
67.49,626.3611240386963,0.9650744833052158,237568,172.73,116,410,-0.0013393176,4.820393,0.031542968,0.9915577,0.0031945235,237568
63.12,631.3503873348236,0.9749579727649689,239616,166.04,117,380,0.00010928027,2.164135,0.032910157,0.9982783,0.0031005198,239616
61.06,636.7352719306946,0.9723252020776272,241664,163.13,118,381,-0.0011616121,3.9619846,0.06015625,1.011083,0.005494113,241664
61.03,642.10755610466,0.9702254850417376,243712,162.59,119,369,-0.000665972,7.5866675,0.03930664,1.0164512,0.0037400275,243712
61.65,647.6557879447937,0.971744766458869,245760,163.46,120,388,-0.0009237907,4.8829966,0.044384766,1.0134082,0.0037656263,245760
63.62,652.932541847229,0.9716565664857626,247808,167.57,121,389,-0.001268659,4.2736826,0.028564453,1.0056375,0.0032709732,247808
65.04,658.1955387592316,0.9758738894015551,249856,169.54,122,396,-0.0020348444,4.826694,0.062158205,0.9998447,0.0053752223,249856
63.97,663.3610239028931,0.9688284173607826,251904,170.55,123,401,-4.866207e-05,4.3330803,0.027929688,0.9999399,0.0030736274,251904
63.27,668.4632709026337,0.9864264903590083,253952,171.19,124,389,-0.0024955787,1.4977151,0.07470703,0.9879567,0.006139229,253952
65.1,673.7241554260254,0.9559971392154694,256000,176.84,125,328,-0.00042390794,6.1194916,0.05180664,0.9759687,0.004640534,256000
65.85,679.9555308818817,0.9772804714739323,258048,178.52,126,393,-0.0028750985,3.1781077,0.038671874,0.9642321,0.0040128483,258048
66.4,685.1643996238708,0.9803236369043589,260096,182.4,127,378,-0.002026366,2.0011024,0.048046876,0.95094806,0.004483857,260096
61.54,690.5708010196686,0.9853192288428545,262144,182.46,128,389,-0.00065544824,1.7200199,0.06728516,0.9426054,0.0057999957,262144
61.52,695.836003780365,0.9780696108937263,264192,187.01,129,382,0.00027714355,4.024165,0.04824219,0.9404534,0.0041543366,264192
60.29,701.1965198516846,0.9794001150876284,266240,186.87,130,357,-0.00069569447,4.089764,0.031884767,0.93568486,0.0034545292,266240
60.4,706.9263401031494,0.9791382420808077,268288,188.64,131,375,0.0009514916,3.3842194,0.049804688,0.9289347,0.004218713,268288
59.88,712.3819136619568,0.9799117911607027,270336,186.4,132,381,-0.0013831261,2.5384047,0.02758789,0.9271987,0.0029615827,270336
60.65,717.7484579086304,0.976110091432929,272384,188.13,133,355,-0.0020804561,3.9154792,0.07197265,0.9215719,0.0057799737,272384
57.88,723.5170028209686,0.9848760226741433,274432,184.01,134,408,-0.002727104,0.81036615,0.051757812,0.91868466,0.0045068474,274432
57.85,728.5291242599487,0.9884204473346472,276480,185.2,135,371,0.00010735933,1.3472618,0.039111327,0.9127696,0.0034959908,276480
58.7,734.0386192798615,0.9818746205419302,278528,186.91,136,382,-0.0010413395,2.749385,0.07470703,0.9111382,0.0061547067,278528
60.44,739.3965165615082,0.9764299895614386,280576,188.58,137,381,-0.0038715315,5.0428767,0.05986328,0.90971977,0.004993714,280576
61.38,744.7662737369537,0.9860374331474304,282624,188.66,138,367,0.0006586076,2.7039313,0.07353516,0.9037199,0.0063709035,282624
57.72,750.3456206321716,0.9695916399359703,284672,187.55,139,405,-0.0039474987,2.171238,0.07646485,0.8974905,0.0058902046,284672
57.02,755.3934304714203,0.9897016622126102,286720,188.29,140,380,-0.002391119,1.5046989,0.06713867,0.8863572,0.005338134,286720
58.53,760.7834441661835,0.9859350379556417,288768,192.83,141,408,-0.0015554124,1.933891,0.031201173,0.8800341,0.003218298,288768
61.89,765.7951459884644,0.9813793078064919,290816,197.48,142,351,0.0014496378,4.765199,0.03310547,0.8787714,0.0033671986,290816
62.72,771.6212470531464,0.988129866309464,292864,199.38,143,368,0.0009213571,2.368962,0.023388673,0.8785752,0.002828011,292864
65.02,777.1801748275757,0.99134193174541,294912,201.91,144,412,-0.0014864871,1.2620767,0.069970705,0.86358166,0.005850558,294912
65.26,782.1429595947266,0.9919419111683965,296960,202.66,145,414,-0.00016077417,1.0980816,0.047949217,0.83408946,0.004372904,296960
64.48,787.0896916389465,0.9898024639114738,299008,199.57,146,397,-0.001171294,1.3643708,0.04609375,0.8251611,0.0039930255,299008
65.25,792.2478950023651,0.9898071512579918,301056,197.98,147,345,0.00017827148,1.827886,0.029736329,0.8272861,0.0029071148,301056
67.39,798.1779246330261,0.9889305420219898,303104,197.97,148,371,-6.0544942e-05,2.881271,0.037353516,0.8262676,0.0035849933,303104
67.38,803.6984386444092,0.9892632961273193,305152,195.33,149,387,-0.00023609516,1.282867,0.034472656,0.82950974,0.0033066962,305152
67.38,808.9841759204865,0.9885747926309705,307200,194.64,150,402,-0.0010903389,1.983066,0.039697267,0.8228034,0.003848257,307200
66.07,814.0787525177002,0.9935182211920619,309248,191.72,151,395,-0.0007230282,0.8770962,0.044384766,0.8005592,0.0042539695,309248
65.15,819.2543609142303,0.9872377477586269,311296,189.78,152,405,-5.5924327e-05,3.1160512,0.055273436,0.78924227,0.0047129826,311296
65.69,824.307559967041,0.9909664699807763,313344,189.33,153,384,0.0006893572,1.2388954,0.028515626,0.7780379,0.0028784396,313344
64.2,829.6293275356293,0.9914505369961262,315392,186.75,154,381,-0.0010254101,1.3025095,0.06557617,0.76733744,0.0053294217,315392
64.43,834.9940674304962,0.9936308413743973,317440,188.8,155,392,0.0021197174,0.89720094,0.06518555,0.7667464,0.005191529,317440
65.65,840.2140908241272,0.9924882515333593,319488,191.8,156,392,0.00044163922,1.4004937,0.05239258,0.7658342,0.0043701148,319488
64.25,845.4366910457611,0.994449351914227,321536,192.98,157,386,0.0002726069,1.0159005,0.045996092,0.7469898,0.0044620614,321536
63.97,850.7312805652618,0.9893613113090396,323584,195.26,158,397,-0.00031807306,2.9517963,0.035595704,0.7347369,0.0032944358,323584
66.93,855.8831944465637,0.9838944356888533,325632,199.91,159,417,-0.0005396858,4.304573,0.040625,0.74228203,0.0036198883,325632
69.16,860.7948558330536,0.9929858581162989,327680,202.46,160,396,0.0002827419,1.551489,0.050683595,0.744665,0.004644838,327680
69.18,865.9594528675079,0.9924755585379899,329728,205.24,161,390,-0.000744793,1.2213418,0.053125,0.7380492,0.0043520094,329728
65.77,871.1995153427124,0.9951981483027339,331776,204.71,162,397,-0.00033492967,0.47111368,0.06381836,0.73876756,0.005194965,331776
64.77,876.3500981330872,0.9949646638706326,333824,207.6,163,397,-0.00066319335,0.526862,0.050927736,0.7371355,0.004401944,333824
68.06,881.501898765564,0.9963234178721905,335872,214.27,164,401,-0.0017971704,0.61506754,0.05654297,0.73076373,0.0048901797,335872
