fps,value_loss,explained_variance,total_timesteps,policy_loss,serial_timesteps,time_elapsed,n_updates,ep_len_mean,ep_reward_mean,approxkl,policy_entropy,clipfrac
303,20.46673,-0.007796525955200195,395264,0.00053137203,395264,1379.8925609588623,193,1932.45,1892.8838590999999,0.0038449285,2.826656,0.03828125
305,19.49373,0.05973094701766968,397312,-0.0036948025,397312,1386.652527809143,194,1942.0,1902.50873261,0.0048525822,2.8180478,0.05332031
305,20.261654,-0.007239103317260742,399360,-0.00066396623,399360,1393.3621487617493,195,1951.2,1911.7491273600003,0.002810945,2.8190799,0.03227539
305,20.181911,-0.003529191017150879,401408,-0.0013852108,401408,1400.0653219223022,196,1963.79,1924.2824666300005,0.0033468648,2.8283496,0.038330078
306,20.116919,0.0040302276611328125,403456,-0.0014044136,403456,1406.7777297496796,197,1973.52,1934.17312606,0.0037239604,2.8303924,0.04067383
304,19.833702,0.019050955772399902,405504,-0.0015061141,405504,1413.4615259170532,198,1983.46,1944.27971766,0.0032018658,2.830545,0.03388672
281,20.019217,0.007430911064147949,407552,-0.003457814,407552,1420.1797399520874,199,1993.33,1954.25905558,0.005910368,2.8238957,0.076367185
298,20.14459,0.0004194974899291992,409600,-0.0011571973,409600,1427.4465517997742,200,2003.47,1964.7130725099998,0.0034693046,2.8216186,0.032470703
306,19.888641,0.018133103847503662,411648,-0.0029423577,411648,1434.3079099655151,201,2009.62,1971.37752232,0.004885312,2.8196244,0.06074219
305,20.140142,-0.0050476789474487305,413696,-0.0011377947,413696,1440.98997092247,202,2014.19,1976.3906075100003,0.0029925718,2.8306816,0.033740234
303,20.00911,-0.002866983413696289,415744,-0.0016396018,415744,1447.6957550048828,203,2014.19,1976.9015573300003,0.0038758963,2.8358123,0.04609375
301,20.104036,-0.004755377769470215,417792,-0.0018235337,417792,1454.4432027339935,204,2014.19,1977.1632887800004,0.004798607,2.828629,0.058447264
302,20.107311,-0.005978703498840332,419840,-0.0017659869,419840,1461.2284848690033,205,2014.19,1977.7181117600003,0.003496978,2.8265414,0.038085938
303,20.063343,0.002379000186920166,421888,-0.0009423482,421888,1467.9924139976501,206,2014.19,1978.26384156,0.0019209546,2.8352032,0.018798828
302,20.100256,-0.0017824172973632812,423936,-0.0011465643,423936,1474.734827041626,207,2014.19,1979.0748939599998,0.0041581946,2.8449092,0.050830077
305,20.0263,-0.011117339134216309,425984,-0.00020816215,425984,1481.5031979084015,208,2018.67,1984.03020767,0.00151533,2.8384824,0.009375
303,19.394943,0.025800466537475586,428032,-0.002965334,428032,1488.2194378376007,209,2018.67,1984.31496245,0.006453915,2.8379662,0.08364258
305,19.784697,0.008741259574890137,430080,-0.0029198085,430080,1494.965162038803,210,2018.67,1984.59453999,0.0067273667,2.8414865,0.08964844
303,20.05239,-0.0028542280197143555,432128,-0.00049242715,432128,1501.6768019199371,211,2020.7,1987.0077949899996,0.0024494887,2.842011,0.023339843
301,20.075804,-0.004331707954406738,434176,-0.0015510155,434176,1508.4192457199097,212,2020.7,1987.4288016100002,0.003971699,2.8428972,0.042871095
303,19.981392,0.0027426481246948242,436224,-0.0017886175,436224,1515.2071697711945,213,2020.7,1987.9540901,0.0042858166,2.8447201,0.052197266
301,19.666183,0.012052536010742188,438272,-0.003780594,438272,1521.9476480484009,214,2020.7,1988.2206686799996,0.0039297557,2.8461041,0.042871095
304,19.712671,0.00360947847366333,440320,-8.606292e-05,440320,1528.731262922287,215,2020.7,1988.44649123,0.0027519895,2.843349,0.02836914
303,19.458988,0.0015581250190734863,442368,-0.00016701943,442368,1535.448879957199,216,2020.7,1988.4993748799998,0.0020436267,2.8414922,0.019091796
305,18.974983,0.04456007480621338,444416,-0.0002929924,444416,1542.1944239139557,217,2020.7,1988.48140533,0.0058929278,2.8419487,0.07236328
304,19.492825,0.02785879373550415,446464,-0.004256387,446464,1548.904725074768,218,2020.7,1988.6044418200001,0.00536655,2.843568,0.06538086
305,19.84149,0.013445436954498291,448512,4.2671258e-05,448512,1555.631106853485,219,2020.7,1988.92688373,0.0012357899,2.847822,0.008056641
303,19.795141,0.024307608604431152,450560,-0.0015566405,450560,1562.335923910141,220,2020.7,1989.45487917,0.0031232366,2.8548398,0.032128908
303,19.836245,0.029855549335479736,452608,-0.0026689381,452608,1569.0806248188019,221,2020.7,1989.7250121,0.0035956278,2.8666043,0.03540039
303,19.91156,0.012925565242767334,454656,-0.0017526506,454656,1575.8360908031464,222,2020.7,1990.2537635899998,0.0036554362,2.8766065,0.04086914
304,19.25358,0.019889533519744873,456704,-0.0024013424,456704,1582.575392961502,223,2020.7,1990.59257309,0.0032182478,2.8820386,0.029833984
304,19.362352,0.048652470111846924,458752,-0.0035767201,458752,1589.309331893921,224,2020.7,1990.4194673600002,0.0069671483,2.8851213,0.096142575
305,20.692003,-0.007357120513916016,460800,-0.0021064742,460800,1596.027822971344,225,2020.7,1990.6694452100003,0.0035898064,2.8995664,0.040283203
306,20.624722,-0.009569287300109863,462848,-0.002014834,462848,1602.7371039390564,226,2020.7,1991.07719682,0.00516439,2.9058623,0.058300782
304,20.398981,0.009777724742889404,464896,-0.0004460955,464896,1609.4173257350922,227,2020.7,1991.1072058599998,0.0025580197,2.903031,0.023291016
306,19.834045,0.04436725378036499,466944,-0.002088071,466944,1616.1504459381104,228,2020.7,1990.80688791,0.004917727,2.9164014,0.06298828
300,20.05321,0.016635537147521973,468992,8.7939065e-05,468992,1622.826397895813,229,2020.7,1990.87565183,0.001418359,2.9198859,0.0051757814
298,19.933636,0.027891337871551514,471040,-0.0008152399,471040,1629.6323499679565,230,2020.7,1990.84207469,0.0020134302,2.920138,0.017382812
305,18.205124,0.17182320356369019,473088,-0.00070512545,473088,1636.506446838379,231,2020.7,1990.55190071,0.0035682884,2.921905,0.03769531
305,19.555294,0.07506555318832397,475136,-0.0016135605,475136,1643.2061789035797,232,2020.7,1990.37216795,0.00290933,2.918634,0.021582032
305,20.2276,0.0013486146926879883,477184,-0.0009738114,477184,1649.9125771522522,233,2027.47,1997.4788932199997,0.002182403,2.907984,0.016357422
306,19.243618,0.051383256912231445,479232,-0.002867716,479232,1656.6197357177734,234,2035.53,2005.6618084599997,0.0057464046,2.9044127,0.07495117
306,20.111172,0.0072931647300720215,481280,-0.00097318535,481280,1663.307247877121,235,2038.83,2009.14986088,0.0023702052,2.9102705,0.025292968
304,20.23003,-0.0038732290267944336,483328,-0.00012932536,483328,1669.9861788749695,236,2044.85,2015.5926695400003,0.0006393751,2.9193466,0.002734375
252,19.467997,0.045930564403533936,485376,-0.0017199197,485376,1676.7187321186066,237,2044.85,2015.70421693,0.0032487393,2.921421,0.034765624
262,19.409008,0.05664384365081787,487424,-0.003442546,487424,1684.8415780067444,238,2048.0,2019.0235526700003,0.0044471393,2.92444,0.052001953
257,19.865158,0.029321908950805664,489472,-0.0017869506,489472,1692.65527677536,239,2048.0,2019.0169768800001,0.004510466,2.9327626,0.04863281
279,20.46033,0.0023422837257385254,491520,-0.0010731486,491520,1700.6239948272705,240,2048.0,2019.11460999,0.0032101995,2.9391587,0.032666016
301,20.389042,-0.005225419998168945,493568,-0.00074088294,493568,1707.9503738880157,241,2048.0,2019.39966729,0.0047837216,2.941067,0.05629883
285,20.341148,-0.0031118392944335938,495616,-0.0009169611,495616,1714.7464468479156,242,2048.0,2019.4672377799998,0.0015291723,2.954065,0.009423828
298,20.332478,-0.007516264915466309,497664,0.00056824915,497664,1721.9233968257904,243,2048.0,2019.5194173000004,0.0012099129,2.9657657,0.0076660155
274,20.25507,-0.0012748241424560547,499712,-0.00051920826,499712,1728.779480934143,244,2048.0,2019.4326104600002,0.0020180084,2.9709744,0.011669922
261,20.07466,0.0030921101570129395,501760,-0.0007114472,501760,1736.2305858135223,245,2048.0,2019.69499968,0.0025609077,2.9709387,0.02109375
223,19.747396,0.01876777410507202,503808,-0.00038738974,503808,1744.0585207939148,246,2048.0,2019.54703824,0.0027777362,2.9742422,0.025292968
248,20.101652,0.006516098976135254,505856,-0.0019437235,505856,1753.2418949604034,247,2048.0,2019.4073622399999,0.002139337,2.9732463,0.019628907
270,20.216597,0.0030705928802490234,507904,0.00035032677,507904,1761.4695239067078,248,2048.0,2019.4908413899998,0.0010013775,2.9767854,0.002734375
279,20.361624,-0.01653909683227539,509952,-0.0002091114,509952,1769.0514860153198,249,2048.0,2019.55970205,0.0025847387,2.9776464,0.024658203
231,20.285774,-0.0031055212020874023,512000,-0.0019245399,512000,1776.3722100257874,250,2048.0,2019.7567871200001,0.002594555,2.9750378,0.025244141
242,20.163816,0.003819406032562256,514048,-0.0012724277,514048,1785.2259328365326,251,2048.0,2019.82526637,0.0045481524,2.9665124,0.055419922
267,20.071117,-0.001611948013305664,516096,-0.0008293524,516096,1793.661320924759,252,2048.0,2020.09918722,0.0026317576,2.962336,0.026464844
248,19.587141,0.04100149869918823,518144,0.00061283994,518144,1801.3283829689026,253,2048.0,2020.29746195,0.0017583275,2.9618897,0.009619141
274,19.846363,0.007976233959197998,520192,-0.0025817114,520192,1809.5831530094147,254,2048.0,2020.3557227899998,0.0051935003,2.9779491,0.06357422
293,19.810566,0.029298484325408936,522240,-0.0013775419,522240,1817.0577628612518,255,2048.0,2020.3715059499998,0.0031759855,2.9937577,0.030761719
274,19.620129,0.055985212326049805,524288,-0.0017377113,524288,1824.0312099456787,256,2048.0,2020.3868226900001,0.0035714835,3.0010176,0.041503906
280,20.456175,-0.006580233573913574,526336,0.0006162347,526336,1831.498496055603,257,2048.0,2020.50167736,0.001984855,3.010562,0.014599609
279,20.333838,-0.001450657844543457,528384,-0.0017200212,528384,1838.7891438007355,258,2048.0,2020.7095955000002,0.004319485,3.0124137,0.05390625
262,20.355175,-0.00879812240600586,530432,-0.00030577945,530432,1846.1088678836823,259,2048.0,2020.9484297800002,0.0019898445,3.0165207,0.017138671
247,20.298578,-0.0048062801361083984,532480,-0.0015955472,532480,1853.922189950943,260,2048.0,2020.9642942500002,0.0023374306,3.0284321,0.021337891
183,20.096216,0.01574265956878662,534528,-0.0010687422,534528,1862.1928339004517,261,2048.0,2020.9678938000004,0.0018533816,3.0394566,0.01430664
232,20.115631,0.011918306350708008,536576,-0.0027518515,536576,1873.3490300178528,262,2048.0,2021.09662197,0.005589136,3.0454135,0.0690918
289,20.060246,0.02179276943206787,538624,-0.0019672594,538624,1882.174122095108,263,2048.0,2021.1997899,0.004650696,3.046771,0.052978516
292,18.900036,0.13833802938461304,540672,-0.00039598392,540672,1889.2558767795563,264,2048.0,2021.2565606199998,0.0026388005,3.0544696,0.025048828
292,8.348035,0.8173846453428268,542720,-0.00227939,542720,1896.2582049369812,265,2045.89,2018.61349891,0.0053470177,3.051092,0.06762695
292,15.99188,0.34878480434417725,544768,-0.0062098717,544768,1903.2565760612488,266,2045.89,2018.2124370400002,0.007320208,3.048732,0.09604492
294,19.071447,0.10230720043182373,546816,-0.0022068934,546816,1910.2627549171448,267,2045.89,2018.0780316100002,0.0045554442,3.0537076,0.05620117
296,20.226238,0.003708362579345703,548864,-0.0020445064,548864,1917.2160429954529,268,2045.89,2018.15926476,0.0032971445,3.054584,0.034960937
296,20.270199,0.0022537708282470703,550912,-0.0021266912,550912,1924.1173131465912,269,2045.89,2018.25299812,0.003594678,3.0558887,0.03666992
296,20.286636,0.001919388771057129,552960,0.00011784262,552960,1931.0254800319672,270,2045.89,2018.4861963199999,0.002713805,3.0514846,0.02421875
296,20.34626,-0.003908753395080566,555008,0.00020942526,555008,1937.9236497879028,271,2045.89,2018.7446159800002,0.0007515509,3.0532262,0.0024414062
297,20.15999,-0.009140610694885254,557056,-0.002332352,557056,1944.8296809196472,272,2045.89,2019.1562404299996,0.0029176439,3.0494146,0.02475586
297,19.863865,0.013925313949584961,559104,2.0378642e-05,559104,1951.71258187294,273,2045.89,2019.3904293899998,0.00050592556,3.0446758,0.0023925782
298,19.158064,0.04680943489074707,561152,-0.00085544196,561152,1958.5876297950745,274,2045.89,2019.3911718699999,0.003067747,3.045959,0.028759766
297,18.769678,0.1053398847579956,563200,-0.0005235918,563200,1965.4487829208374,275,2045.89,2019.0614238199998,0.004426024,3.0435994,0.051074218
296,19.247028,0.028158128261566162,565248,-0.0020528059,565248,1972.343556880951,276,2045.89,2019.06382554,0.004924339,3.0515313,0.06621094
296,18.875313,0.05813169479370117,567296,-0.00047812276,567296,1979.2516739368439,277,2045.89,2019.0848510499998,0.002721323,3.0636277,0.025292968
296,18.522446,0.1328173279762268,569344,-0.0008981087,569344,1986.1496300697327,278,2045.89,2019.03580359,0.003006659,3.0713162,0.032470703
288,17.568602,0.19039815664291382,571392,-0.00055589445,571392,1993.0656909942627,279,2045.89,2018.9629332499999,0.0031875516,3.0734766,0.035253905
292,17.375206,0.29706382751464844,573440,-0.0008685657,573440,2000.1659758090973,280,2045.89,2018.75050391,0.0020779101,3.0813472,0.022460938
294,20.464725,-0.014035701751708984,575488,-0.0017601677,575488,2007.1666510105133,281,2045.89,2019.08384018,0.0042199316,3.0795465,0.04838867
293,18.999638,0.11937767267227173,577536,-0.00083247415,577536,2014.1329369544983,282,2045.89,2019.0246578899998,0.0022836209,3.0737252,0.022460938
281,19.349865,0.09269154071807861,579584,-0.0010324987,579584,2021.1096999645233,283,2045.89,2019.10167199,0.0032380794,3.084313,0.030029297
293,20.317982,0.0027130842208862305,581632,3.6086807e-05,581632,2028.3913617134094,284,2045.89,2019.58351494,0.002310226,3.0856118,0.018554688
294,19.570232,0.051171183586120605,583680,-0.0029703116,583680,2035.3638339042664,285,2045.89,2019.6862739800004,0.0053124586,3.0876222,0.06503906
295,20.207432,0.00823599100112915,585728,-0.001068949,585728,2042.31422996521,286,2045.89,2019.6578941600005,0.0028309901,3.0933495,0.025390625
294,20.292135,-0.00494992733001709,587776,-0.006354467,587776,2049.2459619045258,287,2045.89,2019.6728725100004,0.0078041116,3.0969152,0.105810545
294,19.574217,0.05076730251312256,589824,-0.004261407,589824,2056.2067358493805,288,2045.89,2019.70286209,0.0048064813,3.112808,0.05654297
290,19.41167,0.04904204607009888,591872,-0.0017457312,591872,2063.156353712082,289,2045.89,2019.6074723400002,0.0050494536,3.1328986,0.065136716
295,19.411095,0.0511476993560791,593920,-0.0011299128,593920,2070.2047848701477,290,2045.89,2019.4173226000003,0.0031663,3.1459157,0.029296875
293,19.715034,0.05622971057891846,595968,-0.0011550919,595968,2077.145280122757,291,2045.89,2019.27980682,0.0030748784,3.1572301,0.03022461
294,20.33219,-0.000780940055847168,598016,-0.0009237942,598016,2084.119491815567,292,2045.89,2019.32553617,0.0027243167,3.167701,0.02216797
294,20.015505,0.01806783676147461,600064,-0.00088667625,600064,2091.078612089157,293,2045.89,2019.3574491099998,0.0032532767,3.1617708,0.033691406
290,19.782806,0.03802973031997681,602112,-0.0010016462,602112,2098.0367209911346,294,2045.89,2019.5648861900002,0.002901671,3.1574137,0.031201173
294,20.11959,0.0046686530113220215,604160,-0.00092704117,604160,2105.079150915146,295,2045.89,2019.81432846,0.0028884795,3.1564317,0.028125
293,20.159843,0.004576325416564941,606208,0.0004099757,606208,2112.025761127472,296,2045.89,2020.03176135,0.00089690683,3.157435,0.003515625
292,19.321814,0.058165132999420166,608256,0.0002991324,608256,2119.0078608989716,297,2045.89,2020.2070595,0.0016927818,3.1637707,0.009716797
294,19.55076,0.03561818599700928,610304,-0.0017474703,610304,2126.0012958049774,298,2045.89,2020.2683427900001,0.0044272398,3.1643448,0.056103516
293,18.769085,0.08544176816940308,612352,-0.0029980903,612352,2132.9483280181885,299,2045.89,2020.3201748899999,0.0054769022,3.1690397,0.064941406
294,19.971819,0.028645038604736328,614400,-0.0004397627,614400,2139.9315519332886,300,2045.89,2020.2058096700002,0.0029292973,3.187221,0.028857421
293,20.22407,-0.0005429983139038086,616448,-0.0007853253,616448,2146.880935907364,301,2045.89,2020.26767058,0.004487618,3.1959803,0.05258789
293,20.375204,-0.0006392002105712891,618496,0.0003282615,618496,2153.854497909546,302,2045.89,2020.40567002,0.003536985,3.197258,0.035986327
294,20.434183,-0.006698489189147949,620544,0.00010980781,620544,2160.8357660770416,303,2045.89,2020.5147147700002,0.0019111335,3.1957138,0.013964844
289,20.211891,0.007268130779266357,622592,-0.0029307362,622592,2167.7851531505585,304,2045.89,2020.6626338500002,0.0072186543,3.2049282,0.09443359
292,20.330173,-0.001872420310974121,624640,0.0001534284,624640,2174.8575518131256,305,2045.89,2020.7421187400003,0.001573481,3.2106266,0.012109375
292,20.208355,0.004147171974182129,626688,-0.00082211755,626688,2181.857652902603,306,2045.89,2020.82362818,0.0036156815,3.2154164,0.036132812
293,20.369473,-0.0022771358489990234,628736,-0.0030139585,628736,2188.858342885971,307,2045.89,2020.8931733600004,0.008067032,3.2222342,0.11040039
291,20.01848,0.009059369564056396,630784,-0.0015190123,630784,2195.82661986351,308,2045.89,2020.8793827400002,0.0027632911,3.238362,0.02470703
294,19.546715,0.0470583438873291,632832,3.6428613e-05,632832,2202.8511769771576,309,2045.89,2020.9499810400002,0.0028324004,3.247277,0.026708985
293,19.763094,0.03574925661087036,634880,-0.0014937451,634880,2209.8188869953156,310,2045.89,2021.1649108499998,0.0039639072,3.2553082,0.0440918
293,20.337292,0.01026827096939087,636928,0.0003702075,636928,2216.786883831024,311,2045.89,2021.2709559600003,0.001747307,3.255981,0.009814453
293,20.487528,-0.005504608154296875,638976,0.0001806146,638976,2223.7575409412384,312,2045.89,2021.3552577699998,0.0045190174,3.259873,0.055126954
292,20.392231,-0.0012377500534057617,641024,-0.0012914628,641024,2230.7439229488373,313,2045.89,2021.3896864900003,0.0041721524,3.2638702,0.045410156
293,20.392628,-0.0030525922775268555,643072,-0.0015169445,643072,2237.754951953888,314,2045.89,2021.4741687600003,0.0048669074,3.2704666,0.05625
294,20.319798,-0.0014008283615112305,645120,-0.00022140433,645120,2244.735991716385,315,2045.89,2021.6478404300003,0.0023992327,3.2666543,0.021289062
292,20.249594,-0.0007987022399902344,647168,-0.000840356,647168,2251.6845388412476,316,2045.89,2021.9284313899998,0.0039257305,3.2676659,0.04511719
293,20.13328,6.92605972290039e-05,649216,-0.0007691033,649216,2258.695780992508,317,2045.89,2022.2564414300002,0.004469573,3.2659028,0.052001953
291,20.147655,-0.0016669034957885742,651264,-0.0015688573,651264,2265.685153722763,318,2045.89,2022.60995222,0.0038236096,3.2744725,0.043115236
293,20.189217,0.0011712908744812012,653312,-0.0019660883,653312,2272.723760843277,319,2045.89,2022.7086185799997,0.0037100576,3.2840161,0.040380858
293,20.216057,-0.008690595626831055,655360,-0.0014529432,655360,2279.703978061676,320,2045.89,2022.77351248,0.0040132953,3.2900436,0.045996092
292,20.028439,0.005993306636810303,657408,-0.0024341976,657408,2286.674535036087,321,2045.89,2022.8068930099998,0.0054183225,3.2965221,0.07299805
217,20.19233,-0.004080772399902344,659456,-0.00093581603,659456,2293.6851868629456,322,2045.89,2022.8358402400002,0.0021167544,3.3147488,0.02084961
229,20.152086,0.0032152533531188965,661504,-0.0013048,661504,2303.1240000724792,323,2045.89,2022.92657489,0.0034136034,3.3316493,0.034326173
286,20.17095,0.002635657787322998,663552,-0.001274545,663552,2312.039496898651,324,2045.89,2023.23923565,0.004720408,3.3256278,0.05834961
288,20.288788,-0.009361028671264648,665600,-0.0011990012,665600,2319.1838898658752,325,2045.89,2023.30694116,0.0036947057,3.3253174,0.041796874
292,20.214325,-0.0005382299423217773,667648,-0.0036917124,667648,2326.2841789722443,326,2045.89,2023.5689905899997,0.0053543407,3.326697,0.0680664
292,20.244566,-0.0035812854766845703,669696,-0.0005915636,669696,2333.295091867447,327,2045.89,2023.7077265099997,0.0027991743,3.323993,0.027441407
273,20.265333,-0.0028535127639770508,671744,-0.00035097843,671744,2340.30513381958,328,2045.89,2024.1258666599997,0.0024314453,3.3308377,0.021777343
283,20.140696,-0.0021386146545410156,673792,4.7443436e-06,673792,2347.7866468429565,329,2045.89,2024.5250370999995,0.0023149033,3.3418534,0.023779297
292,20.18858,-6.568431854248047e-05,675840,-0.003815158,675840,2355.0125551223755,330,2045.89,2024.9093689499998,0.0050540306,3.3509898,0.060546875
289,20.243738,-0.00286865234375,677888,-0.0018742228,677888,2362.02418589592,331,2045.89,2025.36694684,0.0043769316,3.3602455,0.050097656
291,20.228079,-0.004344344139099121,679936,-0.0012611923,679936,2369.0979747772217,332,2045.89,2025.7958185800003,0.003113111,3.3731277,0.034179688
292,20.136944,-0.0014622211456298828,681984,-0.00036610913,681984,2376.125988960266,333,2045.89,2025.8133770499999,0.0019663658,3.384655,0.017773438
293,19.809124,0.022029519081115723,684032,0.00067784917,684032,2383.1235411167145,334,2045.89,2026.0211033800003,0.0037658692,3.3878617,0.039208986
293,20.045507,0.00149613618850708,686080,-9.4131006e-05,686080,2390.1086299419403,335,2045.89,2026.34059622,0.0030532572,3.3886955,0.029101562
293,20.031256,0.004658937454223633,688128,-0.0020905875,688128,2397.0906689167023,336,2045.89,2026.3217156999997,0.0039050593,3.390133,0.043847658
291,20.309336,-0.009205102920532227,690176,0.00090170605,690176,2404.070410013199,337,2045.89,2026.47557582,0.00318946,3.3893113,0.03388672
292,20.158678,0.0016216039657592773,692224,-0.00036208573,692224,2411.1019678115845,338,2045.89,2026.8308499399998,0.0024200717,3.3933983,0.01875
293,19.875248,0.02113938331604004,694272,-0.0014941944,694272,2418.105137825012,339,2045.89,2027.0052111599998,0.0036778576,3.4021175,0.040478516
292,20.26257,-0.005215764045715332,696320,-0.001154071,696320,2425.0811858177185,340,2045.89,2027.0307575499996,0.003412832,3.403344,0.036816407
292,20.105375,0.0007188320159912109,698368,-0.0011634581,698368,2432.0764169692993,341,2045.89,2027.2036028199998,0.003968975,3.4009132,0.04609375
294,20.10344,0.004510343074798584,700416,-0.00053831376,700416,2439.0810067653656,342,2045.89,2027.4421405200003,0.0025252162,3.3912532,0.021533202
292,20.013798,0.008689820766448975,702464,-0.00041822466,702464,2446.046224832535,343,2045.89,2027.4972420800002,0.0019388789,3.3950126,0.016552735
291,20.116507,-0.015461325645446777,704512,-0.0013020351,704512,2453.038367986679,344,2045.89,2027.58706125,0.0025453696,3.411755,0.024609376
292,20.05277,-0.007925271987915039,706560,-0.0016762919,706560,2460.070625066757,345,2045.89,2027.56618904,0.0030825806,3.4289498,0.033447266
292,19.972282,-0.003603219985961914,708608,1.0379765e-05,708608,2467.074026107788,346,2045.89,2027.7553334,0.0023817571,3.4339967,0.019824218
292,20.066885,-0.004551529884338379,710656,-0.00161338,710656,2474.0775439739227,347,2045.89,2027.95858454,0.0036670975,3.441599,0.043603517
292,19.983603,0.007594287395477295,712704,-0.0021526876,712704,2481.0928897857666,348,2045.89,2027.9344439499996,0.0055025285,3.4516811,0.07402344
293,20.172794,0.00023096799850463867,714752,-0.0012063953,714752,2488.0869567394257,349,2045.89,2027.9038417799998,0.0023207546,3.4517708,0.02241211
292,20.163628,-0.0019016265869140625,716800,7.317535e-05,716800,2495.070426940918,350,2045.89,2027.9231712099997,0.0020572124,3.4602032,0.019189453
292,20.355145,-0.013137340545654297,718848,-0.0009601846,718848,2502.0665690898895,351,2045.89,2027.9642660699994,0.0031672493,3.4751267,0.03745117
293,20.253483,-0.0036879777908325195,720896,-0.0010879663,720896,2509.058919906616,352,2045.89,2027.9984302499995,0.0022433805,3.4909267,0.015820313
292,20.142937,-0.0013728141784667969,722944,-0.0017837649,722944,2516.0503029823303,353,2045.89,2028.2357818299997,0.0042334124,3.4929328,0.049609374
291,20.052723,0.00573420524597168,724992,-0.00038620032,724992,2523.063006877899,354,2045.89,2028.4366275199998,0.0016003128,3.5057569,0.014257813
292,20.187523,-0.007559061050415039,727040,-0.0012615619,727040,2530.079927921295,355,2045.89,2028.6510921799993,0.0027984045,3.5263486,0.026464844
291,20.08456,0.005218386650085449,729088,-0.0014913295,729088,2537.079873085022,356,2045.89,2028.6780282299994,0.005909414,3.5262783,0.07441406
292,19.994001,0.01628708839416504,731136,0.0005597213,731136,2544.1034638881683,357,2045.89,2028.6771724999996,0.003592262,3.528913,0.04272461
293,20.18325,0.0010482072830200195,733184,-0.0021018353,733184,2551.1075069904327,358,2045.89,2028.6864392199998,0.0046693706,3.536485,0.053759765
292,19.887438,0.013311326503753662,735232,-0.0009921382,735232,2558.087146997452,359,2045.89,2028.737436,0.0033456006,3.5368743,0.033154298
291,20.163437,-0.007997274398803711,737280,-0.0025308044,737280,2565.0937039852142,360,2045.89,2028.78932583,0.0046934783,3.534472,0.0578125
293,19.926105,0.017283976078033447,739328,0.00030246063,739328,2572.119833946228,361,2045.89,2028.89726217,0.0027295074,3.543424,0.027783204
292,20.031612,0.010458230972290039,741376,-0.00033718935,741376,2579.105047941208,362,2045.89,2028.8742676099998,0.0021405837,3.540957,0.01953125
284,20.198029,-0.006690263748168945,743424,-0.0013494933,743424,2586.119478702545,363,2045.89,2028.8343629599997,0.0030911234,3.5351574,0.03100586
292,20.131784,0.0003370046615600586,745472,-0.0015765168,745472,2593.311938762665,364,2045.89,2028.8085634799997,0.004322323,3.5455925,0.0519043
292,20.201256,-0.001532912254333496,747520,-0.0018904854,747520,2600.3108088970184,365,2048.0,2031.5527695099997,0.0042657284,3.5540283,0.04975586
293,19.974794,0.013017594814300537,749568,-0.00047960487,749568,2607.304167985916,366,2048.0,2032.1288499799996,0.0021364596,3.5497882,0.020166015
292,20.231983,-0.012207388877868652,751616,-0.0013036977,751616,2614.2936227321625,367,2048.0,2032.4663367599999,0.0030311197,3.5506217,0.03300781
275,20.068153,-0.007862091064453125,753664,0.00060351565,753664,2621.302585840225,368,2048.0,2032.4998624599998,0.0012465921,3.5631967,0.0089355465
283,19.863348,0.018285691738128662,755712,-0.0030334569,755712,2628.7385947704315,369,2048.0,2032.35880697,0.0057264017,3.5682864,0.07392578
291,19.81538,0.016744256019592285,757760,-0.0009233174,757760,2635.960340976715,370,2048.0,2032.2886276899994,0.0027087582,3.5800083,0.028222656
291,20.044617,0.00030684471130371094,759808,-0.003939105,759808,2642.980148077011,371,2048.0,2032.2833725199996,0.005676609,3.5816295,0.07851563
286,20.129978,-0.004896879196166992,761856,-0.00017283238,761856,2649.9995000362396,372,2048.0,2032.1794039699994,0.0036558495,3.5861104,0.042871095
263,20.147863,-0.01052713394165039,763904,-0.0011823467,763904,2657.1479408740997,373,2048.0,2032.2155189699997,0.0021329871,3.5915725,0.017871093
292,20.094841,-0.006816983222961426,765952,-0.0002602585,765952,2664.93444108963,374,2048.0,2032.2465288,0.0014764788,3.5944982,0.0086425785
291,20.020655,0.0006943345069885254,768000,-0.000360949,768000,2671.9305188655853,375,2048.0,2032.64744187,0.001313858,3.6041236,0.010302735
292,19.981144,0.0017024874687194824,770048,-0.0025959716,770048,2678.950558900833,376,2048.0,2032.8116146599998,0.004254882,3.611548,0.053222656
293,20.022404,0.00018030405044555664,772096,-7.17242e-05,772096,2685.953924894333,377,2048.0,2033.09630225,0.002354318,3.618951,0.01953125
292,20.12769,-0.013654708862304688,774144,0.00094468164,774144,2692.9375789165497,378,2048.0,2033.4856526100002,0.0019952226,3.6254864,0.014746094
293,20.033361,-0.008379578590393066,776192,-0.00039293524,776192,2699.9413678646088,379,2048.0,2033.8002188300002,0.001911236,3.6289132,0.019970704
291,20.009281,-0.0029764175415039062,778240,-0.0011234636,778240,2706.9210228919983,380,2048.0,2034.18485719,0.003488678,3.6285515,0.041650392
288,19.92735,-0.0043239593505859375,780288,0.00028908293,780288,2713.93673992157,381,2048.0,2034.21297396,0.0014880698,3.6250134,0.009765625
291,19.95228,-0.003318309783935547,782336,0.00075333455,782336,2721.0267839431763,382,2048.0,2034.51498555,0.0020461439,3.6330085,0.020166015
292,20.05394,-0.01198875904083252,784384,-0.0010680453,784384,2728.049306869507,383,2048.0,2034.6886840900002,0.0031225784,3.638982,0.03359375
