fps,explained_variance,policy_loss,n_updates,ep_reward_mean,serial_timesteps,value_loss,policy_entropy,approxkl,total_timesteps,time_elapsed,clipfrac,ep_len_mean
328,0.9967985630501062,9.369687e-05,201,66.34,411648,0.4802441,0.3817739,0.006082218,411648,1223.75568151474,0.07543945,206.93
329,0.9972062578890473,-0.00034039194,202,64.62,413696,0.71916306,0.38323838,0.006140383,413696,1229.9845008850098,0.07783203,205.81
333,0.9961303046438843,0.0009790988,203,65.32,415744,0.69220835,0.37907138,0.0058037993,415744,1236.2059869766235,0.07241211,206.39
333,0.9949717628769577,-0.004546485,204,67.47,417792,1.0016162,0.36537904,0.0074314387,417792,1242.3543479442596,0.0925293,208.2
327,0.9927809303626418,7.244673e-05,205,71.08,419840,3.259259,0.3698369,0.0046650423,419840,1248.4916381835938,0.056689452,211.59
340,0.993646654766053,-0.0016950539,206,69.99,421888,0.7992373,0.38898498,0.007581522,421888,1254.7504019737244,0.095898435,210.13
334,0.9960077637806535,-0.0009676547,207,71.05,423936,1.0789038,0.3958339,0.00514168,423936,1260.764569759369,0.06386719,210.65
332,0.9965753832366318,-0.0011209629,208,70.04,425984,0.5169139,0.40418157,0.0040989397,425984,1266.8862097263336,0.046972655,209.66
326,0.995437029749155,0.00035823602,209,69.65,428032,1.4105208,0.4136501,0.0038300767,428032,1273.0391421318054,0.041552734,209.91
332,0.9985080529004335,-0.0037777033,210,70.27,430080,0.24479052,0.41429597,0.006493113,430080,1279.3069257736206,0.08320312,210.72
329,0.995728291105479,-0.0026572228,211,71.01,432128,0.83930093,0.41324267,0.011419652,432128,1285.4609491825104,0.12851563,211.74
334,0.9975515799596906,-0.0014458257,212,69.77,434176,0.2567253,0.41680437,0.0055507207,434176,1291.6729724407196,0.06953125,210.78
332,0.9933199672959745,-0.0009258104,213,65.27,436224,0.4280347,0.41661835,0.0044304426,436224,1297.8040564060211,0.052099608,206.67
334,0.9975933500099927,-0.009416396,214,64.91,438272,0.5177926,0.4186152,0.008374823,438272,1303.9687597751617,0.115625,206.33
329,0.9961038928013295,-0.0011442775,215,67.42,440320,1.8395622,0.41500816,0.0033346526,440320,1310.0999100208282,0.033984374,208.77
330,0.9961313831154257,0.0007327867,216,67.96,442368,1.0939302,0.4146371,0.0058445097,442368,1316.3132545948029,0.067919925,209.24
330,0.9969399783294648,-0.0020782638,217,67.04,444416,0.5196,0.40966862,0.0044943234,444416,1322.5045700073242,0.051123045,208.29
335,0.9961336134001613,-0.0007517501,218,67.37,446464,0.619636,0.42152834,0.005789629,446464,1328.70028090477,0.07504883,208.0
327,0.9959988547489047,-0.00080231426,219,67.78,448512,1.3537096,0.42006874,0.0051051164,448512,1334.8011033535004,0.057910156,206.96
329,0.9968132476788014,0.00054778403,220,69.47,450560,0.9018033,0.41554418,0.003760953,450560,1341.056331396103,0.042578124,207.94
331,0.9919638531282544,0.0012402765,221,67.13,452608,0.8989426,0.41297927,0.005191383,452608,1347.2753248214722,0.06171875,204.7
330,0.9962759839836508,-0.001267365,222,70.16,454656,0.8572095,0.41782665,0.004389112,454656,1353.4494006633759,0.0519043,206.7
326,0.9964654170908034,-0.004406473,223,75.29,456704,1.3322401,0.41975337,0.0050589824,456704,1359.6512637138367,0.06362305,210.74
332,0.9969832042697817,0.00044844058,224,78.0,458752,0.7960232,0.42324504,0.0059854547,458752,1365.9193141460419,0.074804686,213.05
338,0.996904127066955,0.0005064669,225,77.49,460800,0.7417636,0.42793876,0.00415227,460800,1372.0774409770966,0.046435546,211.92
332,0.9963988563977182,-0.0006647868,226,72.57,462848,0.8375386,0.43122777,0.0039461623,462848,1378.135750055313,0.046582032,206.56
333,0.9973377708811313,0.00051959977,227,74.3,464896,0.64584976,0.43537077,0.0037830279,464896,1384.3036415576935,0.043408204,208.6
330,0.998118199990131,0.00125028,228,73.56,466944,0.27329573,0.4319592,0.0061639617,466944,1390.450148820877,0.07875977,207.79
330,0.9980793730355799,-0.0023027589,229,72.94,468992,0.4296151,0.4302644,0.012590354,468992,1396.642365694046,0.15371093,208.02
332,0.997714820317924,0.00012519018,230,72.9,471040,0.4142641,0.4227469,0.005070043,471040,1402.834976196289,0.05961914,209.2
328,0.9968685163185,-0.0012997871,231,74.4,473088,0.96912086,0.4070808,0.004799944,473088,1409.0028614997864,0.055517577,212.38
333,0.9973307482432574,-0.0058065234,232,77.66,475136,1.0999358,0.39301437,0.009208479,475136,1415.2366845607758,0.121679686,215.95
334,0.9982139321509749,-0.0012431208,233,79.6,477184,0.589943,0.3860996,0.006224822,477184,1421.3708138465881,0.08071289,218.43
338,0.9968835522886366,-0.0021850348,234,77.63,479232,1.1529238,0.37900248,0.0057346895,479232,1427.4903755187988,0.06948242,217.22
335,0.9974079204257578,-0.0032672896,235,79.82,481280,0.8999999,0.37273297,0.0047693127,481280,1433.5459988117218,0.055761717,221.0
331,0.99814035394229,-0.0011597055,236,80.04,483328,0.4816467,0.3749344,0.0040372037,483328,1439.6571745872498,0.044677734,222.54
335,0.99697659839876,-0.0038065873,237,79.66,485376,0.46764946,0.37224665,0.0070099146,485376,1445.8441309928894,0.0881836,223.17
331,0.9972481923177838,-0.0015742548,238,78.79,487424,1.0978416,0.3732445,0.008734069,487424,1451.9435427188873,0.111376956,222.65
329,0.9968890743330121,0.0006580404,239,81.33,489472,0.5246384,0.37806085,0.0055694864,489472,1458.1216735839844,0.06552734,227.58
327,0.9968018655199558,-0.0034925207,240,82.25,491520,0.8182227,0.37285626,0.005204107,491520,1464.332290172577,0.06572266,230.32
320,0.9952405686490238,-0.0024141434,241,87.71,493568,2.5108433,0.37983322,0.007906197,493568,1470.5970375537872,0.10405274,236.71
336,0.9958290243521333,0.0016646652,242,89.78,495616,1.4400883,0.40396842,0.0057107564,495616,1476.9941477775574,0.07011719,240.09
330,0.9961913151200861,0.0013789282,243,89.27,497664,1.0452578,0.40808636,0.003277395,497664,1483.0909192562103,0.033447266,241.97
338,0.9902119552716613,-0.00026525848,244,89.66,499712,1.849624,0.39676926,0.0061064693,499712,1489.2820637226105,0.07382812,245.23
330,0.9965663424227387,-0.0004282103,245,88.81,501760,1.243552,0.38933215,0.0048410883,501760,1495.330498456955,0.05859375,246.89
329,0.9957915069535375,-0.00230364,246,91.86,503808,1.1477952,0.38556436,0.0054112794,503808,1501.5317215919495,0.06484375,253.16
331,0.9962552057113498,-0.003774419,247,86.92,505856,1.0709697,0.3910126,0.0056484668,505856,1507.7448408603668,0.07163086,249.56
336,0.9937468166463077,0.0015811184,248,84.84,507904,0.79857653,0.39980027,0.0035863356,507904,1513.9299931526184,0.036328126,248.78
333,0.9958454351872206,-0.002886443,249,83.92,509952,0.5775468,0.4022788,0.0051866407,509952,1520.010240316391,0.06435547,250.34
331,0.9952735202386975,-0.00020400411,250,83.65,512000,0.90947425,0.40728584,0.0040884293,512000,1526.1607918739319,0.046777345,251.68
335,0.9963197375182062,0.0012580047,251,80.89,514048,0.89091,0.41805243,0.0036076333,514048,1532.3365185260773,0.041503906,249.86
333,0.9934065937995911,-0.0008760829,252,82.43,516096,1.6682419,0.41420612,0.0038983736,516096,1538.443218946457,0.042236328,255.19
333,0.9962877167854458,0.00043907258,253,77.85,518144,1.5886282,0.41300637,0.0038044453,518144,1544.5933074951172,0.043261718,250.77
335,0.9971047032158822,-0.0013567557,254,79.76,520192,0.43920976,0.41091198,0.006069968,520192,1550.7356269359589,0.07563476,253.5
333,0.9969657510519028,-0.00017512926,255,76.11,522240,0.69851243,0.39837366,0.004773066,522240,1556.849980354309,0.054736327,249.89
330,0.9919347381219268,-0.002925618,256,74.77,524288,1.2583283,0.39607015,0.006839741,524288,1562.9854068756104,0.08452149,251.62
329,0.9968667034991086,-0.004260886,257,75.1,526336,1.1752685,0.39531934,0.005576751,526336,1569.180522441864,0.06948242,249.94
334,0.9948513065464795,0.0009018829,258,70.92,528384,0.7777013,0.39358622,0.0048168628,528384,1575.4034769535065,0.055664062,245.75
335,0.9979325640015304,-0.0054215216,259,71.8,530432,0.49064654,0.38650036,0.0079655675,530432,1581.53058719635,0.10083008,245.64
337,0.9937232076190412,-5.013163e-05,260,71.95,532480,0.7779237,0.38160858,0.0044506113,532480,1587.6316635608673,0.05292969,247.1
337,0.9945951774716377,-0.0004912863,261,76.18,534528,1.5099673,0.3971364,0.0036929194,534528,1593.703118801117,0.040039062,250.75
328,0.997729473747313,-0.0069307312,262,77.05,536576,0.8926175,0.40046677,0.008188027,536576,1599.770034790039,0.10664062,250.48
339,0.9923971681855619,-0.0036219496,263,74.84,538624,0.7274586,0.38585517,0.0082885325,538624,1606.0069513320923,0.09604492,247.79
337,0.9964179133530706,0.0017868703,264,73.38,540672,1.0289279,0.38235393,0.0056845853,540672,1612.04159283638,0.064453125,244.04
334,0.9908886030316353,-0.0024433364,265,72.57,542720,2.436957,0.38266712,0.0067488714,542720,1618.1138589382172,0.07006836,244.7
333,0.9971682061441243,-0.008143477,266,74.68,544768,0.89341414,0.3776314,0.009420008,544768,1624.2336983680725,0.12578125,248.37
334,0.9956448869779706,0.0009845527,267,77.33,546816,1.9644858,0.37147686,0.006266266,546816,1630.38161110878,0.077783205,249.84
338,0.9511011987924576,0.009236212,268,79.92,548864,9.53736,0.37601334,0.013069028,548864,1636.5062186717987,0.08842774,249.93
344,0.9669733457267284,0.0019506222,269,74.36,550912,3.0565274,0.3833364,0.014148602,550912,1642.5591983795166,0.082177736,245.47
333,0.9822645634412766,0.0050423704,270,76.91,552960,6.9921584,0.39642748,0.017852267,552960,1648.5067682266235,0.076660156,247.07
338,0.9424544684588909,0.002616097,271,77.26,555008,20.32008,0.4076323,0.0062364745,555008,1654.6535849571228,0.054345705,246.94
339,0.9787507895380259,-0.0031437143,272,79.62,557056,9.4872,0.4117554,0.009883565,557056,1660.7048346996307,0.07441406,248.35
336,0.9891694197431207,-0.0028334588,273,82.18,559104,4.052718,0.4194026,0.0090734605,559104,1666.7446975708008,0.069970705,250.86
334,0.9941694857552648,0.0012603855,274,80.15,561152,1.8699515,0.41721457,0.0043660877,561152,1672.841005563736,0.04824219,250.26
335,0.9705487228929996,0.005006748,275,79.54,563200,4.666062,0.41435426,0.010338739,563200,1678.9667465686798,0.08862305,249.48
328,0.9913381803780794,-0.00019443478,276,85.26,565248,3.643509,0.4083394,0.004565545,565248,1685.0819730758667,0.05131836,256.22
341,0.9456027559936047,0.00048158522,277,82.06,567296,13.166206,0.4120922,0.005027525,567296,1691.3111686706543,0.04736328,251.16
335,0.9887694604694843,0.0028268138,278,84.05,569344,4.554454,0.41675434,0.0066674473,569344,1697.3191261291504,0.06171875,251.45
339,0.9163197353482246,0.0038105242,279,73.75,571392,8.070826,0.4098332,0.014856857,571392,1703.4287793636322,0.08300781,238.01
334,0.8197570443153381,0.004234268,280,70.48,573440,41.003548,0.4086656,0.012369143,573440,1709.4701581001282,0.12475586,221.88
336,0.8788027465343475,0.000620754,281,65.6,575488,31.191105,0.40945244,0.0069438256,575488,1715.6000440120697,0.068554685,208.67
336,0.9279762357473373,0.0021912702,282,59.49,577536,8.210112,0.40952396,0.0099283755,577536,1721.6941680908203,0.08916016,200.5
334,0.9953508945181966,0.0015669791,283,55.72,579584,0.6158544,0.40727505,0.005606546,579584,1727.7908103466034,0.06611328,197.43
333,0.9821311850100756,-0.005253006,284,57.58,581632,6.1802363,0.39950386,0.008831279,581632,1733.9231185913086,0.11079101,197.31
346,0.9747384637594223,0.00011208262,285,54.82,583680,5.9932404,0.40024439,0.014236955,583680,1740.0694453716278,0.0915039,191.82
331,0.9977587070316076,-0.0036662582,286,57.8,585728,0.8932749,0.3968546,0.0067182565,585728,1745.9838004112244,0.08613281,195.18
335,0.9848664617165923,-0.002733497,287,51.9,587776,1.3647894,0.39186904,0.022185966,587776,1752.158194065094,0.08842774,190.59
333,0.9975001132115722,-0.0098657515,288,53.56,589824,0.74435973,0.3926196,0.008204149,589824,1758.2617361545563,0.11103515,195.15
334,0.9858371019363403,0.0023729554,289,59.75,591872,4.2855678,0.38696814,0.007934129,591872,1764.4139852523804,0.08598633,201.73
338,0.9735373202711344,0.0011652552,290,63.88,593920,10.229219,0.38824323,0.0066649676,593920,1770.529803276062,0.0671875,212.09
335,0.9971694557461888,0.0024722577,291,67.31,595968,0.6393899,0.3999758,0.0058639823,595968,1776.5759024620056,0.07338867,220.25
335,0.9726338926702738,0.001696503,292,71.18,598016,5.6951356,0.41397253,0.0117167225,598016,1782.677408695221,0.0519043,227.8
339,0.9968580375425518,-0.0030499278,293,73.44,600064,0.65163684,0.40352535,0.007882039,600064,1788.7842223644257,0.08662109,233.87
338,0.9894013423472643,0.0021008297,294,73.04,602112,0.7516676,0.37868282,0.0050374614,602112,1794.821038722992,0.05722656,232.5
335,0.9955079769715667,-0.002632158,295,71.49,604160,1.3754224,0.36651504,0.0070150183,604160,1800.8647201061249,0.047753908,230.41
335,0.9955357862636447,-0.00031258524,296,73.46,606208,0.9689196,0.3550169,0.0046582613,606208,1806.9747903347015,0.05239258,234.76
336,0.9245655834674835,0.0057993378,297,68.55,608256,17.498943,0.35120684,0.016829211,608256,1813.0898752212524,0.11000977,222.69
331,0.9968172311782837,-0.0013014344,298,74.34,610304,1.2548702,0.3519286,0.0048984243,610304,1819.1810331344604,0.057714842,228.81
327,0.9947644257918,0.0013587488,299,78.3,612352,2.9499419,0.34129652,0.008150595,612352,1825.3699133396149,0.10087891,232.04
331,0.9972706118132919,0.0010135262,300,81.11,614400,1.0193822,0.32930857,0.002854634,614400,1831.618997335434,0.02866211,234.87
341,0.9803599901497364,0.0030907576,301,78.81,616448,6.1395087,0.32599583,0.005000011,616448,1837.797535419464,0.048291016,232.19
336,0.9966216869652271,0.00020242715,302,81.29,618496,0.7219894,0.32160708,0.0069858506,618496,1843.7983074188232,0.09067383,237.24
334,0.8939165696501732,-0.00037980598,303,78.92,620544,17.99999,0.31678873,0.007936324,620544,1849.8868148326874,0.07578125,234.93
332,0.9943741601891816,0.0014533115,304,80.58,622592,2.2006195,0.31646875,0.008119285,622592,1856.0108189582825,0.08730469,235.35
337,0.9943974958732724,-0.006622351,305,84.37,624640,1.8435402,0.29278678,0.007338015,624640,1862.171850681305,0.09194336,240.32
337,0.98516861256212,0.0014763752,306,84.28,626688,3.5246067,0.28604442,0.006464186,626688,1868.2433383464813,0.068359375,241.45
339,0.7828440517187119,-0.001535084,307,77.09,628736,25.411577,0.30061394,0.010126055,628736,1874.320888519287,0.07680664,228.32
339,0.8410608768463135,-0.0008559131,308,75.58,630784,73.56181,0.31023496,0.0039324895,630784,1880.3573410511017,0.04350586,209.43
338,0.905903548002243,0.00064380607,309,56.21,632832,26.200928,0.31311792,0.007993926,632832,1886.398849248886,0.096142575,174.09
338,0.926319807767868,-0.0051972107,310,53.73,634880,27.78363,0.32480055,0.010512859,634880,1892.4537749290466,0.09394531,164.89
337,0.9439031444489956,0.0054711187,311,54.94,636928,14.317316,0.33725697,0.008574212,636928,1898.5111229419708,0.08105469,163.89
334,0.9960593809373677,-0.0049127527,312,55.28,638976,1.1736159,0.34078133,0.0071561076,638976,1904.5880196094513,0.09082031,167.71
331,0.9777474347501993,-7.826531e-05,313,52.3,641024,7.9772096,0.33597413,0.0069370577,641024,1910.704130411148,0.088134766,159.96
335,0.9737560469657183,0.00025769547,314,53.46,643072,7.445306,0.33971384,0.009355662,643072,1916.8904824256897,0.11103515,157.53
334,0.9012538716197014,-0.0018491019,315,58.84,645120,24.81963,0.3541944,0.012033524,645120,1922.9900078773499,0.09350586,163.64
337,0.9919525040313601,-8.191973e-05,316,62.32,647168,2.1705523,0.353998,0.004658564,647168,1929.1233038902283,0.054736327,177.38
335,0.9281002804636955,0.0016415676,317,62.08,649216,20.21569,0.35256666,0.009672312,649216,1935.1912446022034,0.077978514,182.33
336,0.9694162514060736,-0.003321431,318,65.62,651264,9.650338,0.37002492,0.012610967,651264,1941.3008933067322,0.11582031,191.42
332,0.9799270462244749,-0.0016244806,319,65.04,653312,3.660371,0.38442424,0.009682585,653312,1947.3952820301056,0.1144043,196.23
325,0.9942833557724953,3.344824e-05,320,72.03,655360,3.0634074,0.38925225,0.005562697,655360,1953.562831878662,0.064013675,209.24
334,0.9698506649583578,-0.00021358414,321,71.63,657408,3.496558,0.3852002,0.004787115,657408,1959.858125925064,0.051611327,212.21
329,0.986861964687705,0.0025151437,322,72.76,659456,4.53985,0.38259658,0.010784519,659456,1965.9784507751465,0.08979492,215.96
330,0.997330523096025,0.0019874992,323,68.54,661504,0.42013112,0.3654006,0.008039345,661504,1972.2002749443054,0.0953125,215.68
336,0.9785727337002754,0.0016383544,324,71.28,663552,6.7441735,0.3573177,0.0056287847,663552,1978.4068372249603,0.06313477,220.3
332,0.9941173824481666,-0.00017632656,325,69.17,665600,0.81668884,0.34385285,0.006508271,665600,1984.4918303489685,0.07670899,223.68
333,0.9981055618263781,-0.0023192102,326,68.6,667648,0.35547104,0.33360147,0.004473892,667648,1990.6512813568115,0.05180664,227.74
326,0.9964831820689142,-0.004656621,327,72.02,669696,1.6368904,0.32563674,0.0055273576,669696,1996.7874064445496,0.06503906,238.92
326,0.9862274490296841,-0.0018393954,328,71.58,671744,4.571981,0.3153104,0.01695068,671744,2003.0635509490967,0.102832034,240.03
329,0.9896402787417173,-0.00075105316,329,72.8,673792,1.976724,0.303263,0.0061990186,673792,2009.3428661823273,0.07368164,250.02
331,0.9955628151074052,0.00084977306,330,76.27,675840,1.0974295,0.29377615,0.0050986367,675840,2015.5662586688995,0.062841795,259.61
324,0.9956410713493824,-0.0009321726,331,73.94,677888,1.1508627,0.2790421,0.0077509256,677888,2021.7513790130615,0.08735351,260.44
324,0.991196770220995,0.0018309616,332,79.91,679936,4.982252,0.2658049,0.0059762383,679936,2028.0576663017273,0.072460935,268.12
326,0.9922894709743559,-0.0020641582,333,84.14,681984,3.6505992,0.27318418,0.0071575656,681984,2034.3716351985931,0.08881836,276.85
328,0.9955534506589174,-0.00022028349,334,83.02,684032,1.0914887,0.28235593,0.0064119324,684032,2040.6378605365753,0.08022461,275.61
328,0.9965944783762097,-0.0034887888,335,83.15,686080,1.0979879,0.2882119,0.0065280437,686080,2046.8804140090942,0.082617186,277.88
327,0.9959446638822556,-0.0072599975,336,82.61,688128,0.89751136,0.2891909,0.009651235,688128,2053.1205563545227,0.13520508,281.04
328,0.9957562312483788,0.0014371913,337,83.43,690176,0.79201204,0.27549586,0.004583423,690176,2059.375989675522,0.05283203,285.2
322,0.996946870116517,-0.00021302546,338,84.91,692224,1.1630322,0.26444057,0.005326295,692224,2065.618991613388,0.06679688,290.0
324,0.9929425632581115,-0.0023908415,339,88.73,694272,3.4857247,0.25739145,0.011263034,694272,2071.965106487274,0.12998047,293.28
326,0.9892298188060522,0.0034238535,340,96.75,696320,5.4250174,0.25103453,0.009563031,696320,2078.286815404892,0.06347656,297.27
321,0.993523764424026,-0.0013161045,341,101.38,698368,4.7179065,0.23497498,0.00573478,698368,2084.562537431717,0.066552736,302.53
327,0.9934442201629281,-0.0005350237,342,100.42,700416,1.2917373,0.21831992,0.0070589185,700416,2090.9413166046143,0.08725586,300.51
331,0.989411897957325,0.0012349121,343,102.53,702464,3.3907917,0.20862904,0.005152996,702464,2097.2013895511627,0.061523438,305.47
327,0.993889179546386,-0.004202595,344,102.59,704512,0.8236338,0.21112373,0.0065379767,704512,2103.37269115448,0.08486328,307.84
330,0.9825951475650072,-0.0014232543,345,99.03,706560,1.5241512,0.22519791,0.0067992755,706560,2109.6246469020844,0.07329102,306.66
323,0.9763654414564371,0.0072518797,346,96.87,708608,12.912964,0.24462506,0.011833524,708608,2115.819245815277,0.10585938,304.94
323,0.9701451808214188,-0.0029348726,347,93.79,710656,5.3184347,0.25292334,0.0063969158,710656,2122.1603503227234,0.06918945,299.44
327,0.9956051576882601,-0.005843949,348,90.65,712704,2.0265226,0.25153023,0.008077371,712704,2128.5024893283844,0.10566406,301.19
323,0.9973140242509544,-0.012363246,349,95.08,714752,1.1094909,0.23675385,0.009437872,714752,2134.7650952339172,0.12421875,310.12
331,0.9943623850122094,-0.000991929,350,95.77,716800,1.2495471,0.22522561,0.010019055,716800,2141.1060202121735,0.13310547,317.65
320,0.9982283466961235,-0.0061013657,351,101.63,718848,0.9882437,0.21544357,0.009581327,718848,2147.296554327011,0.12631837,326.4
324,0.9945710422471166,-0.0031227851,352,106.52,720896,2.9934046,0.21465388,0.010026087,720896,2153.6832184791565,0.12250976,332.79
320,0.9961415803991258,-0.0016257837,353,110.9,722944,2.250642,0.20943975,0.004732462,722944,2159.987743616104,0.057617188,341.15
327,0.998751531005837,-0.0011726085,354,112.55,724992,0.55479664,0.18961577,0.008047031,724992,2166.3726012706757,0.0959961,345.7
328,0.9811512418091297,0.0008242984,355,109.01,727040,2.965947,0.18355104,0.008060237,727040,2172.6188509464264,0.07680664,345.71
325,0.9975914810784161,-0.006717585,356,107.75,729088,0.7927197,0.18024582,0.006520536,729088,2178.8490364551544,0.08364258,348.14
322,0.9954526014626026,-0.002928617,357,110.2,731136,2.6856422,0.17815939,0.0085921455,731136,2185.137687444687,0.113378905,355.76
319,0.9976379368454218,-0.0049891914,358,109.56,733184,2.1762342,0.17867449,0.008366482,733184,2191.4865062236786,0.107373044,362.3
318,0.9983110874891281,-0.009661168,359,121.2,735232,0.6910847,0.16771118,0.007821193,735232,2197.890806913376,0.10825195,378.82
324,0.9973707874305546,0.0007052392,360,113.04,737280,0.7391482,0.15790746,0.0069702156,737280,2204.3284180164337,0.08569336,377.66
322,0.9967047113459557,-0.0062932684,361,117.91,739328,1.1043384,0.14795978,0.006898458,739328,2210.6500058174133,0.095703125,387.18
330,0.9968258670996875,-0.0025688575,362,113.15,741376,0.74107176,0.14266835,0.008063374,741376,2216.9957888126373,0.09628906,385.43
325,0.9953725156374276,-0.0011547115,363,117.53,743424,1.6689495,0.15259612,0.0074257255,743424,2223.1854796409607,0.09326172,392.2
326,0.9953520828858018,0.00060055364,364,121.62,745472,2.140736,0.16084583,0.0051003797,745472,2229.482414007187,0.06171875,401.22
323,0.9983670710353181,-0.0087032085,365,127.19,747520,1.2096353,0.14734621,0.009191783,747520,2235.764396429062,0.11987305,409.55
326,0.9949960862286389,-0.0039759213,366,135.52,749568,2.0510173,0.12979741,0.0073050708,749568,2242.090317249298,0.093164064,423.8
322,0.9979774644598365,0.0006059051,367,140.63,751616,1.5267593,0.11254066,0.007186731,751616,2248.3607680797577,0.08549805,434.62
323,0.997927054297179,-0.008190593,368,144.79,753664,1.0105984,0.09741304,0.0074575855,753664,2254.7058506011963,0.09145508,440.49
324,0.9949903162196279,0.0018506676,369,148.2,755712,1.2288475,0.09023328,0.0070581427,755712,2261.0323433876038,0.0887207,451.66
321,0.9966698412317783,0.00079880876,370,153.72,757760,2.53401,0.09535494,0.0076672384,757760,2267.340571641922,0.09902344,463.55
322,0.9982269930187613,-0.0007673373,371,157.09,759808,1.6402231,0.100557104,0.007816164,759808,2273.704837322235,0.09760742,469.61
325,0.9921678453683853,-0.0023265516,372,164.32,761856,5.3252172,0.09225552,0.0051681064,761856,2280.0524191856384,0.059423827,480.57
327,0.9982080506160855,-0.0046146275,373,165.75,763904,0.50564736,0.07769723,0.008637758,763904,2286.342008113861,0.10429688,485.92
323,0.9955354547128081,-0.006650588,374,173.1,765952,3.440089,0.06755023,0.0062651085,765952,2292.600047826767,0.082617186,497.72
328,0.9974994224030524,-0.0033985525,375,168.24,768000,0.7151689,0.061586987,0.0075449673,768000,2298.926998615265,0.09233399,495.09
324,0.9913894664496183,-0.0011100172,376,169.11,770048,2.912003,0.056066453,0.007346352,770048,2305.1712663173676,0.08066406,497.44
328,0.9824760984629393,-0.0020399238,377,166.34,772096,4.372118,0.03915177,0.0073292903,772096,2311.490235567093,0.087207034,501.39
324,0.9983726089121774,0.0021546916,378,167.92,774144,1.1902959,0.029313749,0.006549115,774144,2317.7305030822754,0.076611325,508.06
321,0.998878494487144,-0.008679634,379,169.7,776192,0.76287615,0.023988903,0.009451667,776192,2324.048570871353,0.11713867,513.93
326,0.9986865348182619,-0.0069559156,380,182.99,778240,1.0966923,0.016948465,0.009632235,778240,2330.410881996155,0.12924805,530.24
322,0.9988634324399754,0.0013294071,381,187.47,780288,0.6831583,0.010076433,0.00980148,780288,2336.686096429825,0.12182617,539.72
325,0.9737513195723295,0.00056044117,382,190.29,782336,6.7501435,0.008020454,0.0049031256,782336,2343.0427198410034,0.054882813,552.95
325,0.9967192180920392,0.0005025427,383,194.97,784384,2.15977,-0.0014309518,0.006732545,784384,2349.3379459381104,0.077783205,564.15
319,0.9926096103154123,-0.0023724777,384,194.25,786432,5.08419,-0.03440016,0.0066690496,786432,2355.6225593090057,0.074365236,568.54
325,0.9986873756861314,-0.005432402,385,194.08,788480,0.70785534,-0.051789433,0.012878726,788480,2362.032408952713,0.13256836,575.5
324,0.9908924382179976,-0.0026577336,386,198.34,790528,3.5927567,-0.055283748,0.004604378,790528,2368.3339626789093,0.055517577,586.53
317,0.9990320925135165,-0.001873563,387,203.29,792576,0.69478846,-0.067521185,0.007085991,792576,2374.6402003765106,0.08613281,599.67
324,0.9964216994121671,-0.0023708537,388,198.75,794624,2.5325646,-0.083555646,0.008359498,794624,2381.0997202396393,0.099414065,599.49
329,0.9990826091379859,-0.010614165,389,196.52,796672,1.4668576,-0.113187276,0.18197282,796672,2387.4137716293335,0.19838867,601.09
330,0.9985142266377807,-0.0027095804,390,216.36,798720,1.0614847,-0.12766482,0.00576674,798720,2393.6290431022644,0.07543945,619.5
333,0.9986944410484284,-0.015037566,391,216.58,800768,1.1045797,-0.12480782,0.011935918,800768,2399.827677488327,0.16030273,618.25
334,0.9986543020932004,-0.00010813006,392,216.95,802816,0.5349699,-0.12124463,0.011009393,802816,2405.979398727417,0.13896485,620.78
326,0.9965139164123684,-0.0023913353,393,224.43,804864,3.3815765,-0.12257178,0.005240034,804864,2412.104495048523,0.0647461,630.74
330,0.9994630337459967,-0.0042001703,394,231.57,806912,0.5711153,-0.14767686,0.010013379,806912,2418.3863129615784,0.100976564,638.51
326,0.9979476807639003,-0.007103339,395,249.21,808960,1.9659513,-0.16501449,0.008573802,808960,2424.5932602882385,0.107617185,660.25
328,0.9969172491692007,-0.0036309748,396,254.59,811008,2.0332713,-0.17160705,0.012112553,811008,2430.865317106247,0.13276367,673.05
331,0.9975747603457421,0.0018929302,397,257.88,813056,2.6200285,-0.18261334,0.0065887673,813056,2437.0930836200714,0.08071289,679.9
332,0.9969847251195461,-0.005853881,398,268.76,815104,3.0575557,-0.18372038,0.008704795,815104,2443.279980659485,0.11787109,694.03
323,0.9961736539844424,0.00241287,399,276.09,817152,4.5821214,-0.19300434,0.0075503187,817152,2449.443728208542,0.089941405,705.37
326,0.9931633519008756,0.0025456855,400,291.07,819200,5.541556,-0.203757,0.005710137,819200,2455.783877849579,0.07124023,725.37
325,0.9991204214747995,-0.0034279525,401,287.07,821248,0.2749708,-0.20682946,0.009410353,821248,2462.0554740428925,0.11274414,729.9
326,0.9989834201987833,0.0025770196,402,285.81,823296,0.86753863,-0.20936076,0.01064617,823296,2468.346578359604,0.13017578,737.11
331,0.9981944476021454,-0.0015855102,403,300.88,825344,1.9997438,-0.21813938,0.007940812,825344,2474.6149411201477,0.09414063,756.35
333,0.9975776679348201,-0.009244615,404,300.03,827392,1.750035,-0.23341107,0.008419471,827392,2480.7909088134766,0.10795899,766.17
331,0.9463598355650902,-0.0030177166,405,300.03,829440,1.3799547,-0.2562856,0.008639828,829440,2486.929434299469,0.09926758,766.17
332,0.9106876105070114,-0.0053565605,406,300.03,831488,1.0561225,-0.27714893,0.010369218,831488,2493.10893535614,0.13266602,766.17
