#{"t_start": 1566531232.441966, "env_id": null}
r,l,t
30,99,0.888403
10,58,0.99279
4,53,1.095342
14,64,1.212954
22,90,1.387772
20,73,1.526541
10,48,1.614537
17,54,1.719103
13,42,1.797562
0,45,1.878106
16,58,1.982678
5,57,2.08881
11,62,2.201805
12,69,2.327396
9,40,2.400244
26,87,2.569005
23,70,2.699753
0,76,2.844049
16,105,3.051801
18,100,3.244425
0,49,3.332164
11,45,3.417582
20,58,3.528502
18,110,3.754482
10,44,3.837294
4,46,3.92327
3,36,3.982826
10,49,4.073227
8,67,4.198787
9,60,4.310085
4,46,4.393006
6,80,4.554736
11,53,5.210602
6,63,5.354997
30,84,5.532061
19,78,5.697885
14,75,5.87128
37,128,6.121359
6,56,6.225255
22,92,6.428486
5,50,6.522865
3,38,6.59478
6,45,6.668999
4,67,6.804259
36,95,6.999834
8,57,7.11613
0,36,7.184841
24,78,7.340588
21,95,7.524378
34,118,7.77339
3,72,7.91012
19,64,8.035997
16,81,8.199538
28,74,8.344526
17,62,8.458254
8,58,8.568934
14,75,8.745554
11,101,8.962954
3,85,9.122785
32,85,9.681332
25,74,9.835156
7,52,9.930182
10,48,10.030518
13,78,10.180168
4,70,10.315562
12,72,10.456219
25,75,10.646385
16,54,10.767881
16,76,10.925
2,47,11.032294
11,46,11.135553
8,49,11.22735
18,99,11.422164
6,72,11.569077
28,119,11.834164
6,58,11.946658
15,53,12.050261
24,50,12.181465
5,52,12.351749
9,57,12.505513
9,46,12.597454
6,54,12.710828
18,107,12.965651
22,102,13.17516
36,85,13.3434
7,52,13.450665
11,60,13.565286
28,81,13.718954
32,81,13.872166
5,43,13.956053
58,116,14.608563
0,53,14.70758
7,56,14.820543
42,100,15.021087
14,74,15.170284
30,123,15.409651
9,94,15.59246
42,152,15.908944
44,142,16.188919
29,126,16.44786
14,75,16.591461
4,68,16.728324
17,69,16.862118
6,89,17.036555
23,77,17.184359
0,73,17.330412
29,106,17.540725
16,62,17.657908
34,89,17.828749
10,84,17.986418
8,84,18.143466
44,85,18.313412
13,56,18.42067
28,100,19.028853
20,82,19.189228
16,77,19.34507
2,77,19.495816
0,58,19.607469
9,68,19.742412
0,57,19.848442
39,88,20.046359
0,75,20.22353
13,55,20.326431
32,116,20.563484
15,106,20.776788
51,110,20.994998
10,67,21.120143
14,90,21.306717
6,72,21.449541
15,73,21.590035
6,72,21.736664
8,68,21.868322
38,101,22.073615
36,116,22.300553
8,62,22.420531
5,52,22.514019
6,67,22.643334
38,89,22.820516
17,105,23.425222
56,123,23.683291
10,77,23.901718
26,98,24.141309
0,92,24.343102
4,70,24.528689
3,57,24.710098
18,65,24.928902
10,79,25.160573
13,89,25.354508
49,122,25.624462
20,59,25.732458
14,74,25.875266
49,105,26.109224
0,72,26.27922
39,109,26.561415
97,154,26.906721
3,107,27.125442
0,73,27.282582
23,90,27.522067
5,86,27.693448
6,69,27.843678
39,90,28.032083
5,118,28.658501
0,89,28.833592
14,109,29.070707
30,102,29.336225
2,85,29.632182
42,111,29.922966
28,69,30.064651
39,123,30.361269
3,147,30.697882
47,112,30.925623
0,64,31.047665
28,92,31.261789
62,132,31.598242
15,71,31.753637
50,135,32.103094
115,192,32.65669
28,94,32.923669
72,213,33.397512
47,122,34.056975
66,148,34.443306
49,115,34.923028
40,122,35.350309
93,288,36.036294
0,90,36.320108
41,126,36.59267
50,138,36.907721
137,214,37.417543
26,113,37.663804
37,103,37.870999
13,102,38.080492
85,187,38.487578
50,150,38.877173
58,152,39.838186
9,105,40.086221
8,83,40.252422
18,119,40.5028
55,169,40.856147
49,121,41.109817
97,183,41.487434
5,96,41.681408
37,125,41.940987
13,124,42.195863
24,101,42.400865
58,140,42.68802
42,122,42.937304
86,188,43.327406
0,139,43.610661
85,174,44.386951
20,93,44.572376
33,118,44.824829
20,93,45.00838
0,107,45.228827
18,116,45.471794
63,136,45.760349
46,128,46.034637
136,263,46.596759
25,83,46.765739
0,81,46.927486
16,106,47.144668
31,126,47.407247
61,132,47.681002
45,128,47.944593
34,129,48.212635
63,128,48.469624
8,104,49.087302
0,94,49.281777
59,146,49.587375
51,145,49.891908
31,111,50.121837
76,151,50.434949
5,107,50.651234
118,304,51.280831
15,130,51.553822
0,95,51.742505
30,114,51.967194
89,181,52.340005
87,177,52.747716
112,187,53.200451
6,101,53.827553
1,132,54.105566
67,149,54.516715
36,129,54.856741
55,131,55.204705
62,159,55.568092
81,144,55.97401
54,143,56.341594
14,108,56.600765
0,81,56.760999
58,154,57.100185
58,137,57.407363
50,130,57.743801
0,92,58.083596
57,168,58.572869
45,137,58.972263
36,125,59.657115
30,130,59.958626
115,199,60.469944
77,162,60.921326
54,138,61.227276
54,144,61.543271
52,134,61.91527
26,111,62.189829
26,103,62.423317
20,106,62.653884
0,89,62.878179
64,142,63.208266
1,100,63.407094
13,112,63.639295
79,166,64.021407
15,97,64.252945
42,155,64.966205
85,188,65.373602
25,137,65.664279
39,136,65.959917
69,155,66.465255
67,137,66.801254
116,213,67.252486
17,127,67.522284
10,111,67.748085
65,169,68.110501
27,118,68.346793
58,215,68.791486
30,112,69.028637
39,134,69.710849
20,117,69.955498
0,112,70.189142
55,144,70.487823
96,181,70.873518
2,91,71.055751
0,100,71.256234
41,202,71.674206
32,109,71.893481
57,152,72.204384
162,243,72.717582
0,96,72.909955
94,191,73.307544
69,166,73.646605
0,82,73.810882
53,133,74.505064
70,168,74.863684
16,153,75.204629
88,177,75.582473
31,244,76.088818
41,123,76.34264
72,181,76.725594
3,82,76.889776
60,157,77.211354
6,111,77.434711
30,120,77.676332
72,151,77.987363
1,110,78.218993
9,111,78.459463
14,120,79.177613
36,123,79.454739
104,197,79.892512
160,305,80.56905
7,99,80.812754
36,118,81.115711
66,145,81.464989
60,169,81.822985
49,136,82.131099
65,151,82.56268
15,127,83.026091
53,140,83.317687
0,118,83.624718
0,112,83.925679
38,133,84.655294
49,145,84.984515
67,171,85.424115
90,253,86.052383
38,251,86.675854
31,112,86.919236
50,144,87.282552
61,148,87.637852
48,156,87.9794
18,116,88.230206
118,218,88.695067
0,93,88.905521
26,135,89.813993
56,122,90.094297
68,179,90.474033
93,195,90.882113
52,115,91.113923
44,155,91.436514
38,98,91.63299
82,172,91.992364
21,120,92.23901
78,161,92.582612
32,131,92.918496
58,135,93.313302
10,94,93.514001
63,167,93.89481
84,163,94.261507
5,113,94.909302
29,125,95.239821
85,178,95.718282
121,206,96.30933
120,219,96.929764
18,105,97.188215
63,168,97.545165
38,129,97.810591
111,213,98.25887
35,131,98.53647
37,133,98.817281
13,116,99.050121
47,132,99.322736
37,117,99.559682
96,167,100.311509
94,173,100.679835
45,151,101.008244
71,161,101.368615
0,85,101.551338
9,80,101.723677
8,100,101.941142
23,129,102.217959
12,102,102.438758
1,91,102.627366
28,104,102.851043
39,209,103.313192
9,100,103.528553
88,166,103.948855
35,134,104.26172
48,160,105.010642
31,113,105.247623
0,107,105.511379
28,114,105.780343
38,125,106.070317
28,128,106.352458
37,121,106.671417
80,174,107.072154
71,146,107.437654
7,111,107.671559
68,146,108.065552
63,185,108.603253
73,204,109.299439
50,176,109.776501
25,124,110.070375
144,233,111.007341
0,145,111.302812
15,158,111.634869
24,133,111.906055
67,177,112.286479
26,131,112.555854
80,176,112.928025
16,116,113.167205
74,159,113.498859
52,155,113.822798
0,95,114.026361
53,131,114.304884
38,125,114.579512
68,179,115.419232
73,169,115.813962
16,90,116.019803
71,221,116.606215
42,146,116.967151
67,198,117.43172
115,234,118.086915
48,157,118.587204
51,155,119.069432
43,142,119.511362
58,160,119.981523
49,151,120.365374
60,160,120.708099
45,145,121.417108
86,168,121.797153
105,203,122.220595
0,91,122.416762
77,163,122.76506
32,127,123.036703
111,203,123.490148
49,137,123.818166
50,156,124.155506
60,158,124.485809
31,132,124.787529
31,105,125.015679
49,157,125.369232
53,141,126.095662
91,187,126.529413
72,170,126.93445
35,123,127.21203
66,151,127.649454
0,104,127.944066
36,123,128.21845
34,111,128.452541
131,203,128.932554
26,119,129.19104
0,96,129.383662
57,154,129.724361
58,144,130.058768
49,147,130.371055
9,112,130.634107
9,94,131.251197
48,162,131.61099
41,149,131.920527
8,111,132.163512
148,257,132.751337
48,163,133.130087
0,92,133.31882
47,151,133.639546
18,142,133.970772
46,153,134.325611
25,160,134.665121
63,153,135.010369
33,127,135.290995
1,130,135.621994
74,182,136.487894
53,141,136.789959
47,173,137.183572
38,151,137.501675
90,183,137.907179
78,183,138.32053
51,176,138.820177
48,166,139.351027
58,155,139.719797
50,141,140.051503
49,151,140.504657
27,115,140.796463
131,227,141.701073
58,167,142.122839
66,145,142.462181
0,166,142.876822
25,124,143.172477
54,152,143.522557
64,161,143.885429
40,134,144.276883
52,143,144.610138
80,194,145.05771
0,168,145.434491
124,226,145.995378
42,101,146.230689
34,170,147.00687
21,114,147.281341
78,192,147.789037
22,127,148.154235
59,151,148.663324
30,140,149.015947
67,208,149.505273
61,226,150.069926
50,155,150.42123
89,184,150.878128
15,135,151.195993
126,256,151.815169
24,142,152.140584
52,163,153.004688
0,125,153.310673
44,157,153.773566
50,193,154.224293
71,210,154.723487
38,129,155.014597
71,189,155.498585
8,111,155.804036
48,153,156.214634
55,184,156.731612
0,125,157.078008
27,220,157.7082
96,238,158.945464
20,139,159.338114
91,200,159.936203
90,197,160.540488
19,111,160.843272
134,233,161.497782
46,146,161.904844
0,110,162.229006
35,150,162.642301
59,162,163.092275
62,154,163.525498
45,258,164.243774
254,382,165.941628
37,155,166.440273
0,112,166.738851
70,189,167.269407
55,174,167.75768
19,153,168.16882
60,184,168.683529
63,198,169.266324
180,319,170.173929
55,154,170.610288
34,131,171.497208
0,270,172.354761
51,159,172.820807
50,172,173.318649
36,153,173.73949
53,163,174.204654
62,182,174.716197
0,126,175.07531
57,181,175.578555
47,157,176.007643
31,165,176.492389
49,170,176.952127
13,144,177.950668
169,270,178.760927
99,217,179.387546
9,223,180.018485
99,209,180.595973
60,211,181.209684
40,147,181.603141
44,158,182.045859
56,186,182.568938
64,194,183.116138
70,193,184.298309
32,136,184.712507
109,263,185.484163
53,181,185.982422
32,141,186.367499
111,234,187.023026
2,150,187.444174
57,170,187.940791
63,189,188.481686
7,156,188.925709
92,228,189.576911
41,144,190.018239
50,205,191.19648
48,182,191.717549
89,249,192.421393
70,209,193.012288
80,231,193.67313
7,304,194.530523
0,122,194.876747
67,178,195.389747
31,154,195.811928
43,173,196.371797
52,194,197.503604
58,168,197.96647
62,188,198.498147
32,152,198.913006
82,199,199.48269
0,145,199.885526
4,146,200.284395
46,173,200.755448
38,163,201.226805
79,218,201.858459
26,163,202.361619
69,184,202.907051
27,238,204.143964
74,170,204.621219
107,231,205.292145
19,146,205.707795
110,263,206.446341
30,201,207.026993
81,217,207.629049
0,153,208.051416
0,206,208.722199
45,176,209.235003
43,158,210.249293
62,194,210.77459
0,141,211.148396
132,254,211.852561
3,138,212.237926
55,191,212.747504
0,120,213.063097
23,146,213.462655
126,211,214.059802
0,162,214.520477
38,167,215.053816
113,244,215.739347
59,216,216.870251
48,383,217.930892
7,137,218.298929
129,278,219.078618
108,237,219.752737
