explained_variance,serial_timesteps,approxkl,value_loss,ep_reward_mean,n_updates,fps,time_elapsed,policy_entropy,total_timesteps,clipfrac,policy_loss,ep_len_mean
0.9984722561202943,421888,0.008610984,0.26877797,68.8,206,389,1027.563104391098,0.59824693,421888,0.10507812,-0.0008452151,144.31
0.9985219382215291,423936,0.009039908,0.21688974,68.84,207,407,1032.8287885189056,0.60925925,423936,0.10942383,0.00036148966,144.3
0.9990597596624866,425984,0.007262462,0.19192539,68.64,208,403,1037.8562018871307,0.61544794,425984,0.08637695,0.00080474943,144.11
0.9982848148792982,428032,0.008042768,0.37704173,70.03,209,413,1042.9362261295319,0.60831684,428032,0.10107422,-0.0011222609,145.41
0.9986376729793847,430080,0.007627316,0.37585562,71.06,210,411,1047.8909101486206,0.60164607,430080,0.09511719,0.0005680019,145.83
0.9971729253884405,432128,0.0073170303,0.7915508,70.19,211,413,1052.8665888309479,0.5927831,432128,0.091357425,0.0005141833,144.59
0.998483149218373,434176,0.009682957,0.32317674,69.08,212,409,1057.818016052246,0.5892682,434176,0.11118164,0.000787308,143.1
0.9985064335633069,436224,0.009306234,0.29304284,69.48,213,412,1062.824386358261,0.58874255,436224,0.11230469,0.00030228595,143.57
0.9991468198713847,438272,0.0112211555,0.13789304,69.47,214,392,1067.7900817394257,0.5829842,438272,0.1309082,-0.0040771216,143.45
0.9982763653388247,440320,0.010438181,0.24780393,69.94,215,409,1073.0100486278534,0.58062553,440320,0.1203125,0.0033146557,143.5
0.9978863366413862,442368,0.008534615,0.30716115,67.53,216,410,1078.013023853302,0.5820147,442368,0.10820313,-0.0010980723,141.38
0.9978433873038739,444416,0.006375605,0.6326568,68.71,217,412,1083.0043692588806,0.5847331,444416,0.082617186,-0.00059669843,142.6
0.9993017259985209,446464,0.0068168677,0.11763998,67.42,218,413,1087.9740319252014,0.5777195,446464,0.08066406,0.002852625,141.4
0.9984223789069802,448512,0.008961471,0.2617767,64.92,219,411,1092.9326066970825,0.56350094,448512,0.106982425,-0.00045308407,139.56
0.9988395614782348,450560,0.012831358,0.2112602,66.31,220,415,1097.907846212387,0.5596863,450560,0.14848633,-0.0010820787,141.15
0.9990533909876831,452608,0.011143001,0.18864217,65.83,221,415,1102.838287115097,0.56182635,452608,0.13413087,0.00022879681,141.23
0.9991420009173453,454656,0.0106286295,0.12190086,66.05,222,414,1107.7639973163605,0.56260175,454656,0.1274414,0.0018457451,141.71
0.9981975937262177,456704,0.012320885,0.3754375,68.08,223,393,1112.7074410915375,0.5621935,456704,0.13886718,0.003788311,143.83
0.9968774444423616,458752,0.013701519,0.8929283,65.7,224,407,1117.9174406528473,0.56084967,458752,0.12856445,0.003531998,141.94
0.9982223910046741,460800,0.008966574,0.319788,67.94,225,414,1122.939304113388,0.5698412,460800,0.10913086,-0.0001677069,144.21
0.9974306779913604,462848,0.009612265,0.64433455,70.11,226,404,1127.8823425769806,0.5783796,462848,0.115673825,0.0027655892,146.15
0.9962774398736656,464896,0.0065924237,0.8219859,72.44,227,412,1132.944269657135,0.58651245,464896,0.07861328,-0.00149138,148.03
0.9981431965716183,466944,0.008805874,0.25716603,71.57,228,414,1137.9059545993805,0.5892985,466944,0.09736328,0.0014465733,147.13
0.9979257676750422,468992,0.011657586,0.4758306,72.31,229,409,1142.851535320282,0.59386146,468992,0.1397461,0.001798716,147.91
0.9979909008834511,471040,0.009312123,0.58681977,73.52,230,408,1147.8530836105347,0.6003461,471040,0.115917966,-0.0020191537,149.06
0.996897483477369,473088,0.008164151,0.8290356,76.07,231,391,1152.8694188594818,0.6053623,473088,0.099121094,0.0027132002,151.43
0.9989486555568874,475136,0.011205594,0.20717421,74.02,232,409,1158.1085453033447,0.59985197,475136,0.13242188,-0.0022560381,148.47
0.9967000659089535,477184,0.006622039,0.9928381,72.96,233,405,1163.1175637245178,0.597099,477184,0.08286133,0.002711701,147.27
0.9981307529378682,479232,0.00718707,0.41912216,72.94,234,405,1168.175818681717,0.5926756,479232,0.09262695,0.0019761256,146.92
0.9980207381304353,481280,0.006740938,0.5543164,72.95,235,406,1173.2309725284576,0.5952772,481280,0.08706055,0.0018900385,146.78
0.9967528551351279,483328,0.0067091314,0.69185394,72.62,236,410,1178.2669486999512,0.59709483,483328,0.084179685,0.0020017407,146.93
0.998286877758801,485376,0.0064426796,0.37906,70.66,237,392,1183.2580618858337,0.6009073,485376,0.07880859,0.00043969997,144.77
0.9981910125352442,487424,0.0073380186,0.5149783,70.02,238,409,1188.4784228801727,0.59370744,487424,0.09033203,0.0037056222,144.13
0.9987026060698554,489472,0.00667606,0.27589375,71.38,239,409,1193.476892709732,0.59806484,489472,0.08540039,0.0038434851,145.64
0.9978758282959461,491520,0.008984565,0.6686505,73.02,240,406,1198.477334022522,0.6008135,491520,0.111767575,0.0028248245,147.39
0.9984213225543499,493568,0.011977235,0.32287395,73.26,241,407,1203.518444776535,0.60043347,493568,0.14726563,0.0005528586,147.58
0.9982519984478131,495616,0.008112786,0.42526704,74.55,242,413,1208.5428926944733,0.59426445,495616,0.09863281,0.0011723873,148.06
0.9976135389879346,497664,0.0077913394,0.5288093,76.56,243,413,1213.4980132579803,0.5938887,497664,0.09907226,0.0018209482,148.58
0.9977888304274529,499712,0.009508786,0.48580226,72.76,244,410,1218.4489421844482,0.6009375,499712,0.11782227,0.00046122624,145.44
0.996786042349413,501760,0.008677447,0.94160616,74.8,245,411,1223.440148115158,0.59574986,501760,0.10136719,0.0030396697,146.93
0.9950445094145834,503808,0.009118272,1.3296301,78.42,246,411,1228.424390077591,0.59402215,503808,0.10200195,-4.3650285e-05,150.12
0.9976373224053532,505856,0.012020854,0.54135156,76.31,247,415,1233.39946103096,0.59852016,505856,0.14370117,0.0021885831,148.21
0.9982192467432469,507904,0.009966416,0.27241728,73.2,248,393,1238.330872297287,0.6034176,507904,0.121191405,0.0050867246,144.96
0.9978925916366279,509952,0.007951552,0.4700449,70.58,249,406,1243.53870844841,0.59455776,509952,0.101464845,-0.0040919036,143.13
0.99873482005205,512000,0.008658134,0.29678747,72.46,250,414,1248.5767335891724,0.5880695,512000,0.10634766,-0.0027455755,145.5
0.9982050511753187,514048,0.005749191,0.5511788,77.66,251,409,1253.5266909599304,0.59176815,514048,0.07026367,0.0025193184,149.67
0.998913055867888,516096,0.012167274,0.1692616,77.64,252,413,1258.5279541015625,0.59848815,516096,0.15424804,-0.007463129,149.27
0.9973833477124572,518144,0.0076595,0.7848599,75.03,253,413,1263.4818065166473,0.5990463,518144,0.097558595,0.0026949537,146.76
0.997524936683476,520192,0.006446647,0.70188314,74.01,254,409,1268.4357841014862,0.59833866,520192,0.076855466,0.001209242,145.99
0.998820514883846,522240,0.011784018,0.1796535,75.83,255,409,1273.4359385967255,0.60380304,522240,0.13671875,0.0010336563,146.83
0.9986972751794383,524288,0.010396539,0.20448466,75.77,256,411,1278.4400568008423,0.6157758,524288,0.12504883,6.9152986e-05,145.93
0.9977354302536696,526336,0.0061368058,0.84882104,74.81,257,406,1283.421983718872,0.6226095,526336,0.07651367,0.00079068076,144.23
0.9436219409108162,528384,0.014124808,7.7756586,69.18,258,394,1288.4589977264404,0.626604,528384,0.1493164,0.0013345144,138.47
0.9987481830175966,530432,0.0059325737,0.22014058,65.76,259,408,1293.653511762619,0.6317518,530432,0.07392578,0.0032380843,135.84
0.9989816974848509,532480,0.008962156,0.17613474,61.1,260,411,1298.6668157577515,0.63574785,532480,0.11098633,0.00017924744,131.42
0.9975673088338226,534528,0.006067562,1.0777386,66.35,261,404,1303.6402962207794,0.6347389,534528,0.075683594,0.0021442664,135.88
0.998358023352921,536576,0.00593626,0.51745796,69.69,262,407,1308.6999802589417,0.6263712,536576,0.07485352,0.00052523316,139.96
0.9987786314450204,538624,0.007978143,0.28352442,70.66,263,409,1313.727014541626,0.6189206,538624,0.10234375,-0.003569524,141.52
0.9993181477766484,540672,0.008895658,0.17543754,70.05,264,407,1318.7352294921875,0.6135779,540672,0.11860351,-0.003894731,141.3
0.9641717784106731,542720,0.01427875,7.452014,71.86,265,410,1323.7605321407318,0.62003696,542720,0.1425293,-0.0068802945,143.21
0.9386232569813728,544768,0.018154075,16.099041,73.12,266,390,1328.7485935688019,0.6330512,544768,0.15830079,0.004191459,140.71
0.967579010874033,546816,0.013509038,6.2352915,72.54,267,400,1333.9888017177582,0.6477588,546816,0.15698242,-0.002531825,138.89
0.9777489081025124,548864,0.010424367,3.128683,61.13,268,403,1339.104538679123,0.6581628,548864,0.12773438,-0.004387826,127.03
0.998721900396049,550912,0.009017399,0.24669111,60.7,269,409,1344.1858673095703,0.6655881,550912,0.110888675,0.003067409,125.85
0.9508243203163147,552960,0.0077953013,10.645402,57.88,270,404,1349.1846215724945,0.6860386,552960,0.08383789,-0.005166153,120.11
0.9899384267628193,555008,0.010703993,3.3200257,59.34,271,407,1354.247449874878,0.6959123,555008,0.13847657,-0.0040917816,121.31
0.9986183104338124,557056,0.006833782,0.40798753,63.96,272,407,1359.2788836956024,0.687372,557056,0.08427735,-0.0025411188,127.72
0.9865709999576211,559104,0.011876943,4.2152033,65.01,273,392,1364.3102493286133,0.6757816,559104,0.13916016,0.00010364836,128.86
0.9982449564849958,561152,0.005520672,0.41760167,67.51,274,404,1369.5289330482483,0.6577035,561152,0.06201172,0.0016579326,133.01
0.9979391081724316,563200,0.006891249,0.55101955,73.45,275,403,1374.5980472564697,0.64281595,563200,0.080566406,0.0028177367,138.97
0.9982414870755747,565248,0.0068221325,0.55143774,73.79,276,406,1379.684255361557,0.64362776,565248,0.08134766,0.00059240236,140.33
0.9978583033662289,567296,0.012059731,0.52765834,74.51,277,406,1384.726096868515,0.6392872,567296,0.13686523,-0.0005652943,143.65
0.9983579108957201,569344,0.0074681016,0.36115032,74.85,278,406,1389.7602655887604,0.6385642,569344,0.08989258,0.0013736816,144.76
0.9988456803839654,571392,0.008364242,0.32187444,74.75,279,411,1394.7945759296417,0.63926136,571392,0.10083008,0.00017323019,145.49
0.9989608932519332,573440,0.008780455,0.12958333,72.18,280,390,1399.7730469703674,0.6287112,573440,0.105322264,0.0015101868,144.42
0.9973170247394592,575488,0.0059904587,0.57491773,73.17,281,403,1405.015840291977,0.64798033,575488,0.073876955,-0.0001589719,146.01
0.9993978511192836,577536,0.010066564,0.13630348,72.73,282,402,1410.0921099185944,0.65568453,577536,0.13549805,-0.006776482,145.21
0.9778024069964886,579584,0.008623504,6.161235,72.32,283,407,1415.185617685318,0.6450082,579584,0.10019531,-0.0021714054,144.17
0.9990164500195533,581632,0.007742808,0.16058895,73.39,284,406,1420.2158443927765,0.63665664,581632,0.09702148,0.0025772755,145.62
0.9988383145537227,583680,0.008978835,0.29138,71.5,285,409,1425.25625538826,0.6257644,583680,0.12226562,-0.0021392372,144.07
0.9988164133392274,585728,0.0079126265,0.38141015,71.01,286,407,1430.2563979625702,0.6145422,585728,0.10068359,-0.0009439691,143.64
0.9990499781561084,587776,0.0071792104,0.1841964,73.13,287,407,1435.2794008255005,0.601465,587776,0.08657227,-0.0026567676,145.06
0.9991195923066698,589824,0.011342322,0.25151587,74.99,288,408,1440.303194284439,0.5736204,589824,0.13310547,-0.0048739994,146.02
0.9973218771629035,591872,0.011067377,0.92000437,74.2,289,386,1445.3229405879974,0.5525888,591872,0.1303711,0.0030023325,145.26
0.9976318120025098,593920,0.008155299,0.58845055,74.48,290,411,1450.6224002838135,0.55365026,593920,0.09848633,-0.0032336854,145.81
0.9981813039630651,595968,0.008468827,0.69233435,77.26,291,410,1455.6030209064484,0.5582849,595968,0.09975586,0.0005888525,149.21
0.9982739499537274,598016,0.0062220246,0.40112576,79.12,292,409,1460.5950531959534,0.5479813,598016,0.08017578,0.0030080737,150.9
0.9977421369403601,600064,0.007330163,0.80107796,82.32,293,410,1465.6020741462708,0.5446321,600064,0.085351564,0.0027218645,154.24
0.9984860275872052,602112,0.008993168,0.31803483,79.0,294,412,1470.5926523208618,0.5394007,602112,0.114990234,0.002751703,151.08
0.9901026552543044,604160,0.012385047,2.0690913,77.76,295,403,1475.557904958725,0.5387559,604160,0.1385254,0.001750969,150.28
0.9775690827518702,606208,0.0138916895,4.8093204,72.44,296,407,1480.6309387683868,0.5530942,606208,0.14233398,-0.0012537299,145.09
0.998629986657761,608256,0.0067038625,0.40303117,70.13,297,409,1485.661248922348,0.57135177,608256,0.086279295,0.0022323695,142.87
0.9990553004317917,610304,0.00887326,0.16760245,69.16,298,393,1490.6618807315826,0.5852406,610304,0.11098633,0.0010998717,140.61
0.9975827198941261,612352,0.009889567,0.57020783,69.48,299,409,1495.8668427467346,0.5787463,612352,0.11347656,0.0013481716,140.08
0.9975913765374571,614400,0.010063187,0.5289055,68.0,300,411,1500.8744201660156,0.5768343,614400,0.12583008,0.0015165303,138.01
0.9978208697866648,616448,0.006783633,0.46947637,68.19,301,408,1505.851462841034,0.59378684,616448,0.08276367,0.0026197953,137.7
0.9722866714000702,618496,0.0144997835,5.064629,69.35,302,412,1510.8683879375458,0.60779494,618496,0.14726563,0.0041925125,138.15
0.9881316469982266,620544,0.0140874805,2.5758817,69.29,303,409,1515.8353407382965,0.6061573,620544,0.15737304,-0.0011793318,137.07
0.9910933999344707,622592,0.01053345,1.9611111,68.11,304,406,1520.8342096805573,0.6081921,622592,0.12636718,-0.0031247013,135.13
0.9991280737449415,624640,0.0070744427,0.13962217,66.73,305,384,1525.8753790855408,0.62290376,624640,0.09208985,-0.0019075603,134.39
0.9986502930987626,626688,0.0078068078,0.3378575,68.95,306,405,1531.2089138031006,0.6396221,626688,0.10258789,0.0010820851,136.29
0.9987294340971857,628736,0.009460807,0.25296545,67.15,307,409,1536.2672290802002,0.65440357,628736,0.11679687,0.0008810524,135.21
0.9989914861507714,630784,0.0066318354,0.21872494,66.97,308,409,1541.2710571289062,0.6589285,630784,0.08530273,0.0016497951,135.51
0.9976382760796696,632832,0.009973092,0.44988996,68.76,309,414,1546.2789988517761,0.6784018,632832,0.1262207,-0.002859513,138.0
0.9876144770532846,634880,0.009706879,3.4646072,70.41,310,404,1551.2199158668518,0.6886747,634880,0.0987793,0.0036693134,139.66
0.9984970629448071,636928,0.0071814097,0.45775613,73.18,311,405,1556.2813122272491,0.69515514,636928,0.09379883,0.0014229448,143.01
0.9705263171344995,638976,0.009303718,11.209665,74.76,312,409,1561.3318712711334,0.70824504,638976,0.09428711,0.0008876022,143.66
0.9985885967034847,641024,0.006017522,0.38346243,74.16,313,388,1566.3332166671753,0.70793086,641024,0.075732425,0.00053504866,143.46
0.9990715786698274,643072,0.010172037,0.17522205,73.5,314,400,1571.6003789901733,0.68965685,643072,0.109716795,-0.0018782348,142.2
0.996545817470178,645120,0.0055193743,1.0848454,73.91,315,402,1576.7222273349762,0.6764994,645120,0.06669922,0.0016638816,143.21
0.9972061640582979,647168,0.006477537,0.65453064,75.94,316,406,1581.812834262848,0.6726688,647168,0.07460938,0.0030158139,145.95
0.9955790541134775,649216,0.010216014,1.0929669,74.39,317,405,1586.8479628562927,0.6697671,649216,0.12446289,0.0028031028,145.8
0.9966965026687831,651264,0.0053825537,0.9539792,70.72,318,406,1591.8976678848267,0.67008257,651264,0.06538086,0.0032804604,143.27
0.9981840605614707,653312,0.011361765,0.39750093,69.79,319,404,1596.933116197586,0.6756496,653312,0.13364258,0.00026187865,143.45
0.9976498067844659,655360,0.010571672,0.6043997,69.19,320,391,1601.9926953315735,0.6824249,655360,0.12021484,0.003302304,143.57
0.9964269732590765,657408,0.006291689,1.2701067,73.58,321,404,1607.226746082306,0.68650955,657408,0.07734375,-0.002161953,147.82
0.9970801898743957,659456,0.010023138,0.92207766,75.07,322,406,1612.2873764038086,0.69335526,659456,0.12680665,-0.00251783,149.31
0.9958005943335593,661504,0.0086031,1.3321264,73.15,323,409,1617.3337337970734,0.6884292,661504,0.102832034,0.0005908113,147.95
0.992157494649291,663552,0.010208419,1.960705,75.97,324,408,1622.333731174469,0.68132585,663552,0.12197266,0.0010710561,149.9
0.9946807981468737,665600,0.008172035,1.5741949,76.79,325,408,1627.35081076622,0.6871044,665600,0.10019531,-0.00033335068,151.54
0.9969929787330329,667648,0.00793799,0.5812852,75.17,326,409,1632.3718955516815,0.6855315,667648,0.095654294,0.0029051385,150.42
0.999007381615229,669696,0.007997366,0.15940556,76.11,327,410,1637.3740255832672,0.6855366,669696,0.1027832,-7.1586415e-05,151.82
0.9983736319700256,671744,0.0059496243,0.5447188,71.13,328,404,1642.3592686653137,0.6918505,671744,0.07514648,0.0020679173,148.0
0.9978824306745082,673792,0.0070395977,0.76272136,75.16,329,387,1647.4278028011322,0.6916991,673792,0.08852539,-0.00059297413,152.91
0.9983302582986653,675840,0.006599392,0.5209139,76.23,330,407,1652.7080147266388,0.6857229,675840,0.083496094,0.0019251012,154.14
0.9981984426267445,677888,0.009094319,0.59147847,76.25,331,406,1657.7384934425354,0.6853498,677888,0.11806641,-0.0034938355,154.09
0.9983205025782809,679936,0.009108753,0.48489016,78.72,332,410,1662.7736456394196,0.698687,679936,0.11469726,0.00023474809,156.36
0.9984163421904668,681984,0.007248178,0.33503425,77.49,333,403,1667.767282485962,0.7093763,681984,0.09023438,-0.00048678723,154.98
0.9980245179031044,684032,0.008771984,0.61518186,78.89,334,408,1672.8475637435913,0.7075898,684032,0.112939455,-0.0018923063,155.55
0.9941323748789728,686080,0.008212259,1.2382451,79.66,335,410,1677.865107536316,0.7073738,686080,0.09282227,-0.001176196,154.54
0.9826195240020752,688128,0.009349518,3.9756641,75.41,336,411,1682.8592281341553,0.718778,688128,0.11298828,0.0023319751,149.58
0.9982264052378014,690176,0.006965729,0.6849235,79.78,337,406,1687.8436346054077,0.72296345,690176,0.09350586,-0.004627625,152.23
0.9982874392298982,692224,0.00605788,0.36853698,74.73,338,406,1692.885790348053,0.72558993,692224,0.07373047,0.003324543,147.39
0.9846930960193276,694272,0.0064675575,3.0206118,72.77,339,393,1697.9243030548096,0.7353123,694272,0.08085938,0.0011708251,144.65
0.9986283015459776,696320,0.008281573,0.3706364,73.83,340,411,1703.1287913322449,0.74395806,696320,0.10932617,-0.0061670635,144.43
0.9804884232580662,698368,0.011040935,4.385031,71.94,341,409,1708.1118853092194,0.75550115,698368,0.14135742,-0.0026204735,141.42
0.9975269900169224,700416,0.0069115264,0.6932715,74.31,342,404,1713.1091575622559,0.7752716,700416,0.08271484,0.002051624,144.39
0.9883963270112872,702464,0.006623662,3.6247551,74.94,343,403,1718.178513765335,0.7830769,702464,0.082373045,0.0006745083,144.3
0.9695019088685513,704512,0.010715025,5.301644,69.96,344,408,1723.2562503814697,0.7818616,704512,0.13041992,-0.0016468394,139.42
0.9728748872876167,706560,0.009145764,6.7672524,68.47,345,410,1728.2700424194336,0.78749573,706560,0.10546875,0.0020044742,137.33
0.9985723285935819,708608,0.01157873,0.19564033,66.94,346,406,1733.2559473514557,0.8088927,708608,0.14614257,-0.010136262,135.2
0.983596807345748,710656,0.011457431,2.8636203,65.17,347,387,1738.2963964939117,0.8123261,710656,0.13276367,0.0015001119,132.62
0.949799258261919,712704,0.0070001013,9.823939,62.38,348,411,1743.5828404426575,0.8095953,712704,0.07949219,0.0022114343,129.12
0.9977000942453742,714752,0.006813439,0.418967,61.24,349,403,1748.5633206367493,0.81006986,714752,0.084179685,0.0035814468,128.63
0.9975401575211436,716800,0.00698203,0.48618993,60.87,350,401,1753.6375486850739,0.79889363,716800,0.082617186,-0.0008896695,128.28
0.9669335596263409,718848,0.0052741645,7.7157183,61.31,351,409,1758.7375586032867,0.79189557,718848,0.064257815,-0.0013097299,129.45
0.9779290091246367,720896,0.010118874,5.4265447,64.48,352,412,1763.738508939743,0.79635483,720896,0.12026367,0.00022200875,132.75
0.9825485423207283,722944,0.0101947,4.0977736,65.66,353,410,1768.7067568302155,0.8126853,722944,0.12387695,0.0005652221,134.87
0.9957066886126995,724992,0.0084025515,1.1042378,67.78,354,407,1773.6952230930328,0.8308228,724992,0.10200195,-0.00017009546,137.5
0.961951483041048,727040,0.007599565,7.9145555,69.13,355,391,1778.7228157520294,0.85132897,727040,0.089501955,0.00034463085,139.28
0.9580149352550507,729088,0.01020957,9.459872,65.94,356,411,1783.9625096321106,0.8661481,729088,0.121435545,0.0010850673,132.86
0.9644025787711143,731136,0.0060336217,6.1713805,64.02,357,407,1788.9360871315002,0.87081224,731136,0.076220706,0.0012945831,130.19
0.9342778101563454,733184,0.005681202,17.256876,61.07,358,401,1793.969847202301,0.8764367,733184,0.066064455,0.0021798245,125.15
0.9309053868055344,735232,0.0057120332,17.992342,58.2,359,408,1799.0683290958405,0.8830908,735232,0.07133789,-0.0003998649,119.05
0.923464223742485,737280,0.008323239,18.891323,52.18,360,410,1804.0806345939636,0.8930807,737280,0.09848633,0.0014583236,109.33
0.9120811000466347,739328,0.00721452,21.01743,52.78,361,407,1809.0751037597656,0.8979532,739328,0.08916016,0.0030739538,109.52
0.9302009791135788,741376,0.0066137486,18.839321,54.07,362,410,1814.098471879959,0.89716244,741376,0.08046875,-0.00062997395,107.84
0.9844505647197366,743424,0.005117667,4.226716,54.92,363,390,1819.0924785137177,0.89625376,743424,0.06352539,-0.00085124606,108.77
0.9973956770263612,745472,0.0077760527,0.7610185,59.69,364,401,1824.3422167301178,0.8903683,745472,0.08916016,-0.0027263924,116.24
0.9854328325018287,747520,0.010834465,3.463298,61.17,365,403,1829.4398827552795,0.8730613,747520,0.11577149,-0.0021307808,120.3
0.9982272129273042,749568,0.004413603,0.5948896,68.51,366,407,1834.5215561389923,0.8687385,749568,0.05053711,-0.00018962639,129.23
0.9850484058260918,751616,0.0051999064,5.030537,70.13,367,404,1839.548570394516,0.8741617,751616,0.06484375,-0.00209558,133.29
0.9457918852567673,753664,0.00897635,17.049168,73.93,368,412,1844.6076667308807,0.86752236,753664,0.10131836,0.00023984598,138.03
0.960758488625288,755712,0.007231193,9.476046,72.26,369,408,1849.5771079063416,0.8636567,755712,0.08486328,0.0012231182,138.56
0.9755956623703241,757760,0.008869367,6.917259,70.64,370,407,1854.595118522644,0.8678486,757760,0.11445312,-0.0008023453,135.62
0.9931966317817569,759808,0.00457204,2.200931,70.71,371,388,1859.6273233890533,0.8716817,759808,0.05419922,-0.00025456585,135.42
0.9902481259778142,761856,0.007191132,2.2271438,65.81,372,408,1864.9034979343414,0.8669532,761856,0.09003906,0.00070819625,131.64
0.9970878893509507,763904,0.006657197,0.96394366,64.97,373,405,1869.9170343875885,0.8524245,763904,0.07836914,0.00067880814,132.51
0.988365676254034,765952,0.006876198,2.7827306,64.41,374,406,1874.9721925258636,0.84017456,765952,0.08842774,0.002883785,133.06
0.9956291280686855,768000,0.006013428,0.9851693,66.05,375,411,1880.0148136615753,0.8472387,768000,0.07495117,0.0024873053,137.7
0.9982405850896612,770048,0.00461683,0.33753195,67.05,376,409,1885.0015769004822,0.8515533,770048,0.057861328,0.000695671,141.3
0.9865851774811745,772096,0.009536578,4.095814,68.29,377,406,1890.007882118225,0.84883183,772096,0.11230469,-0.00411425,143.8
0.9978890637867153,774144,0.008423617,0.6824478,73.75,378,404,1895.0441091060638,0.8569745,774144,0.10708008,-0.0021002525,149.76
0.9985021558823064,776192,0.006985566,0.47908878,76.35,379,388,1900.1044743061066,0.8673105,776192,0.08955078,-0.0009171722,153.21
0.9968368192203343,778240,0.004212065,0.92706853,79.66,380,404,1905.3789570331573,0.87230766,778240,0.04941406,0.0007232136,157.22
0.9988401143345982,780288,0.0084768515,0.22096975,76.37,381,410,1910.4495115280151,0.8687876,780288,0.10410156,-0.0025599771,154.36
0.9984873767243698,782336,0.0062362636,0.32290992,79.11,382,406,1915.44291639328,0.859173,782336,0.075976565,0.00013275858,157.45
0.9879731060937047,784384,0.010183006,3.4265518,79.9,383,408,1920.486028432846,0.853189,784384,0.11625977,-0.0021644763,156.8
0.9974014475010335,786432,0.0084115425,0.66991,80.13,384,405,1925.5000121593475,0.84514254,786432,0.11240234,-0.0018560828,157.59
0.9539489895105362,788480,0.0082119815,9.6819105,77.07,385,410,1930.5512964725494,0.8444209,788480,0.091796875,0.0009223328,154.61
0.987355318851769,790528,0.009049911,2.2792377,67.36,386,408,1935.5475990772247,0.8576511,790528,0.102832034,0.00035646994,145.22
0.9848925769329071,792576,0.0062732836,4.9363217,64.1,387,387,1940.568303823471,0.8763851,792576,0.07416992,0.002932239,140.78
0.9976415780838579,794624,0.00854099,0.62952465,63.9,388,400,1945.8533809185028,0.8873642,794624,0.110839844,-0.004226393,141.54
0.9981875835219398,796672,0.00346866,0.70686275,67.63,389,402,1950.9738512039185,0.8851015,796672,0.03413086,0.0008899607,144.39
0.983441635966301,798720,0.0056547076,3.2977283,67.56,390,405,1956.063746213913,0.88176334,798720,0.0690918,0.00053772324,144.29
0.9965428039431572,800768,0.004490465,0.9726397,66.75,391,405,1961.1106827259064,0.8855524,800768,0.053955078,0.0011627839,143.13
0.9986997834639624,802816,0.0066776164,0.29702598,69.03,392,411,1966.1613364219666,0.87158346,802816,0.078271486,-0.00090740185,146.6
0.9966891543008387,804864,0.0065370435,0.5947494,71.5,393,392,1971.1410768032074,0.8641392,804864,0.08598633,-0.00035393386,149.65
0.9809664729982615,806912,0.005562273,4.32745,70.05,394,405,1976.359765291214,0.87480414,806912,0.06982422,0.0005488301,147.64
0.9979601106606424,808960,0.0046623615,0.742372,71.83,395,408,1981.406553030014,0.88214666,808960,0.050195314,0.00030858474,149.07
0.9913258133456111,811008,0.007331766,1.8750508,67.16,396,413,1986.425120830536,0.8774524,811008,0.07539062,-0.0036934298,143.96
0.9501227475702763,813056,0.0062648105,10.458911,63.29,397,410,1991.3819828033447,0.8716806,813056,0.0734375,-0.0015094915,138.36
0.9584394581615925,815104,0.006216542,8.834555,62.58,398,412,1996.3678197860718,0.87431765,815104,0.07446289,-0.0010403857,136.47
0.9323958903551102,817152,0.005901109,16.94672,61.1,399,412,2001.3345029354095,0.87578917,817152,0.06962891,-0.0002313749,131.58
0.9981721618678421,819200,0.0061510773,0.5037781,61.17,400,408,2006.2984035015106,0.86846244,819200,0.072509766,0.0022647958,131.39
0.9970169649459422,821248,0.008905338,0.4673535,59.41,401,401,2011.3202273845673,0.8585726,821248,0.11166992,-0.00031871235,129.74
0.9955901196226478,823296,0.007279779,1.17984,62.27,402,391,2016.425258398056,0.8474504,823296,0.09462891,-0.0017593957,130.94
0.9989050215808675,825344,0.0066385223,0.28943795,65.72,403,402,2021.6623504161835,0.84817326,825344,0.08139648,0.00016982491,135.3
0.9986268302891403,827392,0.0043736347,0.47103938,72.8,404,404,2026.751267671585,0.84318095,827392,0.04824219,0.0025809128,143.0
0.989201926626265,829440,0.008039882,2.1895835,71.3,405,405,2031.8205745220184,0.8410074,829440,0.1003418,-0.0050581293,142.92
0.9365374818444252,831488,0.009952949,13.333506,72.01,406,405,2036.8684096336365,0.85156757,831488,0.10195313,0.0027514615,143.54
0.9979648201260716,833536,0.0069505707,0.5181969,71.85,407,406,2041.923186302185,0.85700685,833536,0.09052734,-0.0048278873,142.44
0.9980465471744537,835584,0.005780853,0.65591073,74.48,408,408,2046.969481229782,0.8425536,835584,0.07148437,-0.0016844807,144.28
0.9526903554797173,837632,0.009289398,12.671759,70.17,409,417,2051.979928970337,0.83217734,837632,0.103271484,0.0015984329,139.04
0.9704820346087217,839680,0.0052643884,7.740383,65.88,410,387,2056.8916988372803,0.8379887,839680,0.06459961,-0.00060000445,133.15
0.9976946150418371,841728,0.0056229266,0.7415381,63.27,411,401,2062.1830463409424,0.83680916,841728,0.07055664,0.001992351,130.19
0.9976097298786044,843776,0.0066596577,0.54311424,66.44,412,402,2067.2817058563232,0.8458489,843776,0.086523436,0.0009660347,132.65
0.9985404406907037,845824,0.0055378526,0.3591306,69.72,413,400,2072.3780376911163,0.8456439,845824,0.06645508,0.00034526963,137.01
