total_timesteps,value_loss,clipfrac,fps,policy_entropy,serial_timesteps,approxkl,n_updates,explained_variance,ep_reward_mean,policy_loss,ep_len_mean,time_elapsed
2291712,20.333136,0.08540039,283,3.515609,2291712,0.00638747,1119,0.018838107585906982,1978.28,-0.0018150441,2049.0,7138.884162664413
2293760,20.382986,0.09658203,286,3.518893,2293760,0.0071442598,1120,-0.002801060676574707,1977.99,-0.0031775546,2049.0,7146.111495733261
2295808,20.375477,0.05678711,288,3.5200768,2295808,0.004685088,1121,-0.004098057746887207,1978.24,0.00079885405,2049.0,7153.256322860718
2297856,22.788042,0.043310545,288,3.5223308,2297856,0.003800089,1122,0.20252776145935059,1978.4,-0.00087436987,2049.0,7160.356598854065
2299904,21.801088,0.055371094,285,3.5211277,2299904,0.0045440528,1123,0.45325177907943726,1977.3,-0.0026010962,2049.0,7167.455442905426
2301952,20.390463,0.11738281,285,3.5301182,2301952,0.008757419,1124,-0.013213157653808594,1976.12,-0.00420141,2049.0,7174.631533384323
2304000,20.43849,0.10566406,285,3.5421948,2304000,0.008614262,1125,-0.0011609792709350586,1976.67,-0.0024704325,2049.0,7181.818597078323
2306048,20.360828,0.08164062,282,3.5619369,2306048,0.006380804,1126,-0.0049474239349365234,1976.67,-0.0021601142,2049.0,7189.00617480278
2308096,20.326048,0.07319336,286,3.5828443,2308096,0.006289178,1127,-0.003826618194580078,1976.8,0.00052519795,2049.0,7196.267304182053
2310144,20.604628,0.041748047,280,3.5995116,2310144,0.0037561886,1128,0.0031319856643676758,1976.8,0.0009939127,2049.0,7203.423389196396
2312192,21.923979,0.029199218,284,3.5931423,2312192,0.0029196043,1129,0.34015345573425293,1976.84,-0.00014815092,2049.0,7210.713348865509
2314240,20.258572,0.042089842,282,3.6042366,2314240,0.0037098422,1130,0.010902047157287598,1975.97,4.038261e-06,2049.0,7217.910190105438
2316288,22.046194,0.04951172,286,3.6143696,2316288,0.0041861604,1131,0.49610453844070435,1975.88,3.246091e-05,2049.0,7225.160812139511
2318336,20.30032,0.066552736,283,3.629682,2318336,0.005836341,1132,-0.002320408821105957,1974.87,0.0001910535,2049.0,7232.312697172165
2320384,20.63554,0.060058594,285,3.6364264,2320384,0.004660829,1133,0.1280369758605957,1976.24,-0.00066403375,2049.0,7239.530571937561
2322432,20.419119,0.026611328,283,3.6408467,2322432,0.002675441,1134,0.30049294233322144,1978.49,0.0008120237,2049.0,7246.714221000671
2324480,20.648386,0.069042966,288,3.6557693,2324480,0.005526385,1135,0.008193671703338623,1982.72,-0.0012512314,2049.0,7253.935185432434
2326528,22.100079,0.029492188,285,3.66063,2326528,0.002958113,1136,0.3095415234565735,1983.61,-1.29759665e-05,2049.0,7261.026108980179
2328576,20.427591,0.053271484,282,3.6798568,2328576,0.004464217,1137,-0.0002899169921875,1982.59,-0.0009427612,2049.0,7268.211700439453
2330624,20.226921,0.054052733,286,3.7299714,2330624,0.0045752022,1138,0.006572723388671875,1982.5,0.0017710952,2049.0,7275.453032016754
2332672,20.410715,0.049707033,283,3.7541423,2332672,0.0041915765,1139,0.052853405475616455,1982.78,0.0003182886,2049.0,7282.597841501236
2334720,20.578678,0.039257813,286,3.7480114,2334720,0.003640707,1140,0.014933288097381592,1983.04,-0.00047138697,2049.0,7289.818368196487
2336768,20.414042,0.028320312,287,3.7440052,2336768,0.0028520236,1141,-0.008797764778137207,1982.78,0.0012993442,2049.0,7296.957174539566
2338816,20.280945,0.08183594,284,3.7460904,2338816,0.0066525103,1142,0.004375159740447998,1983.89,-0.0011493086,2049.0,7304.072506427765
2340864,20.397284,0.07563476,284,3.7519677,2340864,0.0060234317,1143,0.0026660561561584473,1983.9,-0.0027108376,2049.0,7311.276396036148
2342912,20.42514,0.07504883,285,3.7604203,2342912,0.0057081375,1144,0.0009159445762634277,1983.92,-0.0009987684,2049.0,7318.469623804092
2344960,21.146938,0.051757812,287,3.7633262,2344960,0.004444496,1145,0.045410871505737305,1983.85,-0.0036447556,2049.0,7325.644895792007
2347008,20.371052,0.10439453,282,3.7752476,2347008,0.007768432,1146,-0.0011446475982666016,1983.02,-9.774098e-05,2049.0,7332.78058886528
2349056,21.413374,0.054394532,287,3.7845473,2349056,0.0046220063,1147,0.16711372137069702,1984.26,-0.001289061,2049.0,7340.026913881302
2351104,20.722813,0.05522461,282,3.7864819,2351104,0.0045021214,1148,0.2164379358291626,1985.72,-0.002000519,2049.0,7347.1612803936005
2353152,20.579296,0.030566406,283,3.7915776,2353152,0.0030447869,1149,0.16297167539596558,1987.71,0.00022847686,2049.0,7354.422261238098
2355200,21.067959,0.0637207,281,3.7895312,2355200,0.005277467,1150,0.3398445248603821,1988.88,-0.0019403703,2049.0,7361.651772975922
2357248,20.39012,0.07260742,285,3.7840533,2357248,0.00599273,1151,0.012290239334106445,1989.0,-0.0013368478,2049.0,7368.929132461548
2359296,20.644642,0.06289063,286,3.7945282,2359296,0.005016947,1152,0.6079408526420593,1991.97,-0.003399993,2049.0,7376.101174592972
2361344,20.38304,0.06479492,284,3.8094532,2361344,0.005236493,1153,0.0784299373626709,1990.64,-0.001487999,2049.0,7383.252861499786
2363392,20.44165,0.06611328,284,3.8185475,2363392,0.005467743,1154,0.19813066720962524,1991.14,0.002089621,2049.0,7390.443786144257
2365440,20.409832,0.09052734,284,3.8230896,2365440,0.0071740644,1155,0.03513479232788086,1990.98,-0.0015319297,2049.0,7397.633912324905
2367488,22.635311,0.05229492,287,3.8176086,2367488,0.004516324,1156,0.610369861125946,1991.61,0.00011533371,2049.0,7404.845027208328
2369536,20.120226,0.07539062,286,3.823146,2369536,0.006773339,1157,0.017042994499206543,1989.83,0.0003489467,2049.0,7411.968940973282
2371584,20.505356,0.057910156,285,3.8405876,2371584,0.0049355975,1158,-0.019318103790283203,1991.14,0.00075764896,2049.0,7419.109250307083
2373632,20.445751,0.034716796,283,3.8619742,2373632,0.003183322,1159,-0.01495349407196045,1991.18,0.00081931613,2049.0,7426.2739543914795
2375680,20.448713,0.05444336,286,3.8794632,2375680,0.0044742995,1160,9.042024612426758e-05,1991.5,-0.00031916657,2049.0,7433.510917901993
2377728,20.235073,0.09428711,290,3.8913684,2377728,0.007063438,1161,0.003270447254180908,1992.26,-0.0010639501,2049.0,7440.648845911026
2379776,20.413502,0.05908203,287,3.9062724,2379776,0.00499455,1162,0.0005565285682678223,1992.37,0.00012508573,2049.0,7447.7013466358185
2381824,20.12504,0.05732422,283,3.9194973,2381824,0.0049040276,1163,0.00888824462890625,1992.32,-0.0009879129,2049.0,7454.818598747253
2383872,20.36494,0.07705078,283,3.931059,2383872,0.005913187,1164,0.00536346435546875,1992.97,-0.002222919,2049.0,7462.035284519196
2385920,20.337742,0.06459961,287,3.9392784,2385920,0.0052703316,1165,0.00584942102432251,1993.02,0.00031046214,2049.0,7469.2520270347595
2387968,20.338968,0.06992187,285,3.9474235,2387968,0.0055306847,1166,0.011993050575256348,1992.99,0.0017249987,2049.0,7476.38805437088
2390016,20.323017,0.0362793,286,3.9538627,2390016,0.0034364196,1167,0.005894005298614502,1993.19,0.00015538941,2049.0,7483.550816059113
2392064,20.477636,0.07509766,283,3.9663181,2392064,0.0061712964,1168,0.034552693367004395,1995.01,-0.0012643328,2049.0,7490.6941974163055
2394112,20.771784,0.072216794,283,3.982977,2394112,0.0060246186,1169,0.5308910310268402,1995.8,-0.00026041912,2049.0,7497.912098407745
2396160,20.427057,0.07626953,284,3.9880433,2396160,0.0062894947,1170,0.004501044750213623,1994.83,-0.00261286,2049.0,7505.135041236877
2398208,21.973904,0.07470703,283,3.9929967,2398208,0.005997723,1171,0.15054655075073242,1994.81,-0.0026612822,2049.0,7512.33998131752
2400256,20.635181,0.08110352,283,3.9993458,2400256,0.006190951,1172,0.07678824663162231,1995.21,-0.002439597,2049.0,7519.556016206741
2402304,20.782667,0.08701172,282,4.005899,2402304,0.006926663,1173,0.28553932905197144,1998.14,-0.0017641792,2049.0,7526.770218372345
2404352,20.33205,0.036376953,287,4.023099,2404352,0.003541007,1174,-0.0019134283065795898,1999.23,0.0006593664,2049.0,7534.027713537216
2406400,20.487247,0.03671875,286,4.0311823,2406400,0.003542908,1175,-0.0015064477920532227,2001.39,-0.00067062874,2049.0,7541.161465883255
2408448,20.031263,0.06074219,287,4.0411477,2408448,0.0049344134,1176,0.014295101165771484,2003.99,-0.000895772,2049.0,7548.31472158432
2410496,20.465788,0.04790039,287,4.0591364,2410496,0.0041850917,1177,0.09824341535568237,2006.92,0.00037874008,2049.0,7555.451356172562
2412544,20.409752,0.052001953,285,4.055921,2412544,0.004548568,1178,0.41300296783447266,2007.14,0.0011889589,2049.0,7562.583787441254
2414592,20.250557,0.05029297,287,4.05754,2414592,0.0042577675,1179,0.005070686340332031,2008.4,0.0010592584,2049.0,7569.753904104233
2416640,20.27536,0.07080078,286,4.0784354,2416640,0.0061295833,1180,0.0006963014602661133,2009.21,0.004436213,2049.0,7576.8792288303375
2418688,20.394867,0.057666015,282,4.1091375,2418688,0.004723605,1181,0.01000279188156128,2009.22,-0.0004671921,2049.0,7584.038728952408
2420736,21.106903,0.06298828,285,4.115494,2420736,0.0050458703,1182,0.528587132692337,2010.44,-0.0020674663,2049.0,7591.283702611923
2422784,20.299068,0.091113284,286,4.117737,2422784,0.007098195,1183,-0.006593942642211914,2009.39,0.00082219794,2049.0,7598.464862823486
2424832,20.353912,0.034814455,287,4.1310244,2424832,0.003160668,1184,-0.004580378532409668,2009.46,0.001006351,2049.0,7605.620091676712
2426880,20.524769,0.024560547,286,4.137452,2426880,0.00260611,1185,0.13101863861083984,2010.88,-0.00018945891,2049.0,7612.755596637726
2428928,20.74029,0.03310547,284,4.1374693,2428928,0.0031748689,1186,0.06623804569244385,2010.85,-0.00037633762,2049.0,7619.917299032211
2430976,20.293848,0.082177736,285,4.139369,2430976,0.006428911,1187,-0.007767677307128906,2011.36,-0.0008704375,2049.0,7627.116189241409
2433024,20.283428,0.09541015,286,4.1444807,2433024,0.0073980144,1188,-0.000722050666809082,2011.36,-0.0046828496,2049.0,7634.279294729233
2435072,20.208225,0.050585937,283,4.1449833,2435072,0.004251446,1189,0.11627250909805298,2011.42,-0.00036912097,2049.0,7641.441101551056
2437120,20.314974,0.097558595,281,4.146037,2437120,0.00733645,1190,0.043367087841033936,2011.38,-0.002767745,2049.0,7648.679428815842
2439168,20.404362,0.08120117,281,4.1655946,2439168,0.006818121,1191,-0.002384662628173828,2011.18,-0.0009632309,2049.0,7655.957525014877
2441216,20.268047,0.08022461,280,4.188124,2441216,0.005976887,1192,0.004498302936553955,2011.58,-0.00012950515,2049.0,7663.2399027347565
2443264,20.649677,0.06430664,282,4.199558,2443264,0.0052126874,1193,0.7428905367851257,2012.05,-0.00060178334,2049.0,7670.539179563522
2445312,20.407665,0.065820314,282,4.2223697,2445312,0.0055276165,1194,0.0022086501121520996,2010.79,0.0012755463,2049.0,7677.782311677933
2447360,20.464165,0.062402345,283,4.238431,2447360,0.0050289794,1195,-0.007300734519958496,2011.01,-0.0007543181,2049.0,7685.0238301754
2449408,20.365986,0.02709961,284,4.245461,2449408,0.0027628755,1196,-0.0007184743881225586,2011.08,0.00022111493,2049.0,7692.25661277771
2451456,20.407948,0.10083008,286,4.260273,2451456,0.007615163,1197,-0.009385466575622559,2011.3,-0.0016529238,2049.0,7699.447751522064
2453504,20.446934,0.040234376,282,4.2754655,2453504,0.0036883564,1198,-0.0038475990295410156,2011.27,0.0008336275,2049.0,7706.604842424393
2455552,20.453005,0.091552734,283,4.2906466,2455552,0.0069951615,1199,0.0013661980628967285,2011.25,-0.0032390575,2049.0,7713.860370635986
2457600,21.25698,0.07553711,283,4.29564,2457600,0.0060551334,1200,0.09528809785842896,2011.13,-0.0011880302,2049.0,7721.075718164444
2459648,20.812021,0.04550781,285,4.296149,2459648,0.0038585286,1201,0.07178229093551636,2011.09,-0.00039150007,2049.0,7728.305008888245
2461696,20.141611,0.04560547,280,4.307431,2461696,0.00377637,1202,0.01268470287322998,2010.83,0.0006321132,2049.0,7735.493422746658
2463744,20.387966,0.043603517,281,4.3257766,2463744,0.0038564217,1203,0.1673109531402588,2010.99,-0.00048569543,2049.0,7742.787650346756
2465792,27.22616,0.029248048,283,4.3295183,2465792,0.0029554567,1204,0.6436140835285187,2010.01,-0.0017600621,2049.0,7750.060625553131
2467840,21.516964,0.024658203,283,4.3282976,2467840,0.0026454562,1205,0.13804221153259277,2007.79,0.00033925343,2049.0,7757.278830766678
2469888,20.407759,0.034423828,282,4.3384495,2469888,0.0032304046,1206,-0.010958194732666016,2007.26,-6.2860317e-06,2049.0,7764.503613948822
2471936,22.781101,0.026367188,282,4.352671,2471936,0.0025547394,1207,0.37531113624572754,2007.56,0.000971869,2049.0,7771.752279996872
2473984,28.045218,0.058203124,280,4.353388,2473984,0.0048009576,1208,0.7891375571489334,2007.55,-0.0035932313,2049.0,7778.9975481033325
2476032,21.33343,0.044921875,282,4.346899,2476032,0.0039105294,1209,0.2326691746711731,2002.19,-0.0020824862,2049.0,7786.288240432739
2478080,20.894512,0.03540039,284,4.3446755,2478080,0.0033024647,1210,0.1675560474395752,2003.63,-0.00027390476,2049.0,7793.527730464935
2480128,20.28362,0.059570312,284,4.345881,2480128,0.0048825964,1211,0.44215887784957886,2002.75,-0.00018117888,2049.0,7800.72704911232
2482176,18.815636,0.057421874,284,4.3536487,2482176,0.0048492732,1212,0.3640211820602417,2002.94,0.0016170265,2049.0,7807.936198234558
2484224,20.580055,0.084179685,286,4.3597007,2484224,0.0067494735,1213,0.08989769220352173,2002.64,-0.0031753958,2049.0,7815.141234874725
2486272,20.33821,0.04711914,283,4.3591866,2486272,0.004100981,1214,0.010754823684692383,2002.57,-0.00021281,2049.0,7822.289208650589
2488320,20.41943,0.025634766,284,4.3631144,2488320,0.002691837,1215,0.6007054150104523,2002.48,0.00083963823,2049.0,7829.507869958878
2490368,21.054455,0.06547852,282,4.358218,2490368,0.0055650794,1216,0.01056891679763794,2001.59,-0.0026243064,2049.0,7836.708395719528
2492416,21.620317,0.039160155,281,4.349813,2492416,0.0033739936,1217,0.18792706727981567,2000.99,-0.0010857418,2049.0,7843.957798957825
2494464,19.899107,0.06577148,279,4.3536925,2494464,0.005650823,1218,0.0502968430519104,2001.38,-0.0023031128,2049.0,7851.228485107422
2496512,21.725887,0.039111327,283,4.366325,2496512,0.003625973,1219,0.35321247577667236,2001.54,-0.00065360434,2049.0,7858.548426151276
2498560,19.41635,0.044189453,279,4.3786774,2498560,0.003975921,1220,0.276650071144104,2000.66,-0.003763937,2049.0,7865.781145811081
2500608,21.358269,0.029736329,284,4.3878336,2500608,0.002785314,1221,0.3600601553916931,2000.15,-0.0010110995,2049.0,7873.0991196632385
2502656,20.61908,0.046044923,281,4.387161,2502656,0.0041275583,1222,0.7561197429895401,1999.38,0.00032281847,2049.0,7880.31106877327
2504704,20.291142,0.09970703,282,4.3991265,2504704,0.008890957,1223,-0.004025697708129883,1999.1,-0.0015890042,2049.0,7887.590337514877
2506752,20.670456,0.058642577,283,4.4390745,2506752,0.005014539,1224,0.08984100818634033,2000.02,0.00014582336,2049.0,7894.853149175644
2508800,20.388027,0.063085936,285,4.4708266,2508800,0.005438815,1225,-0.004908084869384766,2000.06,0.00053125276,2049.0,7902.066614866257
2510848,20.62834,0.09189453,284,4.4805617,2510848,0.0072269617,1226,0.8019492775201797,2000.02,-0.001680001,2049.0,7909.244465827942
2512896,22.881199,0.044384766,284,4.49416,2512896,0.0038596173,1227,0.36447256803512573,1998.57,-0.0018227082,2049.0,7916.452132940292
2514944,33.33848,0.05883789,287,4.502881,2514944,0.0049370574,1228,0.7444619834423065,1996.36,-0.004415149,2049.0,7923.660924196243
2516992,31.070858,0.03178711,285,4.5029683,2516992,0.0029961376,1229,0.7896905839443207,1990.13,-0.0023699214,2049.0,7930.786256074905
2519040,21.313213,0.025488282,282,4.5063176,2519040,0.0024126593,1230,0.6115506589412689,1987.0,-0.0015892669,2049.0,7937.959964513779
2521088,31.400867,0.06743164,285,4.517798,2521088,0.0053152265,1231,0.8436892181634903,1983.31,-0.0034596603,2049.0,7945.203138828278
2523136,22.183105,0.040039062,283,4.5296082,2523136,0.0035169707,1232,0.4084763526916504,1982.21,-0.0025165884,2049.0,7952.388975381851
2525184,22.112614,0.020898437,284,4.535146,2525184,0.0023887972,1233,0.5021072328090668,1980.9,-0.00019956662,2049.0,7959.619891405106
2527232,20.319748,0.04799805,277,4.5372744,2527232,0.0041783685,1234,0.01570683717727661,1978.85,-0.0009919561,2049.0,7966.821151256561
2529280,19.664036,0.032080077,286,4.528304,2529280,0.0029751933,1235,0.5752488374710083,1979.19,-0.00040814336,2049.0,7974.194204330444
2531328,20.163687,0.061035156,283,4.522742,2531328,0.005197191,1236,0.31691259145736694,1977.37,0.00086402165,2049.0,7981.344638109207
2533376,16.895218,0.04375,283,4.5288744,2533376,0.0037755414,1237,0.5158111453056335,1977.42,-0.0015610281,2049.0,7988.579325675964
2535424,19.798231,0.05673828,280,4.537122,2535424,0.0051505123,1238,0.027880430221557617,1977.39,-0.003850482,2049.0,7995.797568798065
2537472,20.318327,0.07392578,285,4.54778,2537472,0.006061135,1239,-0.006982922554016113,1977.42,0.00017307958,2049.0,8003.109451293945
2539520,20.850542,0.02602539,283,4.550067,2539520,0.0027258235,1240,0.039070308208465576,1977.55,0.0009675392,2049.0,8010.292854785919
2541568,20.399624,0.055517577,286,4.554282,2541568,0.004675758,1241,0.24668735265731812,1977.36,-0.0008947433,2049.0,8017.507686853409
2543616,20.12913,0.059814453,282,4.564744,2543616,0.0049946415,1242,0.008015275001525879,1976.75,-0.0001982764,2049.0,8024.652537584305
2545664,20.45545,0.080273435,284,4.573821,2545664,0.006380821,1243,0.17627376317977905,1976.7,-0.0041922955,2049.0,8031.89875125885
2547712,20.432407,0.062109374,287,4.583852,2547712,0.0050704973,1244,0.514686107635498,1976.32,-0.0034685445,2049.0,8039.0999755859375
2549760,20.001759,0.034228515,284,4.5897245,2549760,0.0032397558,1245,0.01404350996017456,1975.69,0.0017598092,2049.0,8046.232452869415
2551808,20.02568,0.055371094,284,4.5881176,2551808,0.004564791,1246,0.09052753448486328,1976.52,-0.0012318667,2049.0,8053.424837112427
2553856,20.362127,0.06352539,285,4.6069117,2553856,0.005430323,1247,-0.02022838592529297,1976.35,-0.00086120545,2049.0,8060.634978055954
2555904,20.117182,0.03666992,282,4.6278954,2555904,0.0034617328,1248,0.044659554958343506,1977.23,0.0002286697,2049.0,8067.817767858505
2557952,20.197327,0.03339844,280,4.637048,2557952,0.0031334884,1249,0.001816391944885254,1977.61,0.0011385097,2049.0,8075.0710105896
2560000,20.613646,0.03354492,283,4.6430144,2560000,0.003415802,1250,-0.0002149343490600586,1978.11,-0.00022272665,2049.0,8082.361700057983
2562048,20.521027,0.07558594,281,4.6371603,2562048,0.006012945,1251,0.14251971244812012,1978.28,-0.00439248,2049.0,8089.580691099167
2564096,20.372654,0.079638675,281,4.6305437,2564096,0.0062076175,1252,-0.009668350219726562,1977.63,-0.0010118722,2049.0,8096.84911441803
2566144,20.62849,0.040380858,282,4.638673,2566144,0.003535105,1253,0.7383290529251099,1978.97,8.496218e-05,2049.0,8104.130429267883
2568192,20.453316,0.050341796,281,4.6415644,2568192,0.004270304,1254,-0.016585826873779297,1978.08,-0.0007171618,2049.0,8111.389808654785
2570240,20.492588,0.03227539,282,4.640064,2570240,0.003178101,1255,0.00838768482208252,1978.49,0.00038500316,2049.0,8118.676887273788
2572288,22.103643,0.043261718,283,4.6305075,2572288,0.003786033,1256,0.549760103225708,1978.37,-0.0014277548,2049.0,8125.9181797504425
2574336,20.807821,0.012646484,283,4.6345806,2574336,0.0015749295,1257,0.4516459107398987,1978.98,0.0005623653,2049.0,8133.137019872665
2576384,24.281967,0.07836914,283,4.6446295,2576384,0.0062123546,1258,0.45870280265808105,1978.09,-0.0042444565,2049.0,8140.354461193085
2578432,20.076069,0.072216794,283,4.6435823,2578432,0.0063010477,1259,0.0036637187004089355,1976.12,-0.0018161137,2049.0,8147.5893132686615
2580480,22.150042,0.036328126,284,4.6420174,2580480,0.0032029836,1260,0.41138970851898193,1976.09,-0.0019525597,2049.0,8154.819066286087
2582528,19.975834,0.08613281,282,4.652589,2582528,0.0073928265,1261,0.36055153608322144,1975.18,-0.0026523713,2049.0,8162.0198476314545
2584576,23.69312,0.041064452,278,4.6617627,2584576,0.003398335,1262,0.7075606286525726,1974.53,-0.0022545918,2049.0,8169.279324293137
2586624,20.758177,0.068164065,281,4.6536074,2586624,0.0053643463,1263,0.07497924566268921,1972.91,4.01122e-05,2049.0,8176.631819725037
2588672,21.93172,0.05913086,280,4.648301,2588672,0.0047179256,1264,0.6335991621017456,1972.62,-0.0040723574,2049.0,8183.911902189255
2590720,21.065044,0.058984376,282,4.6512246,2590720,0.004964291,1265,0.6757354140281677,1970.98,-0.0007176647,2049.0,8191.214453220367
2592768,20.347027,0.1071289,282,4.6485853,2592768,0.0085662585,1266,0.586670845746994,1969.78,-0.0022915856,2049.0,8198.459878206253
2594816,20.232704,0.055566408,283,4.652229,2594816,0.004539392,1267,-0.006581425666809082,1969.05,-5.728664e-05,2049.0,8205.716814279556
2596864,20.252014,0.07211914,280,4.657759,2596864,0.006055187,1268,0.001788020133972168,1969.0,-0.0014825013,2049.0,8212.954451084137
2598912,20.264877,0.05698242,285,4.6574907,2598912,0.0049563637,1269,-0.0005776882171630859,1969.24,-0.002072683,2049.0,8220.269903182983
2600960,20.22078,0.061865233,283,4.655495,2600960,0.0051169298,1270,0.0002523660659790039,1970.32,0.0002495703,2049.0,8227.437023162842
2603008,20.09951,0.06313477,286,4.664817,2603008,0.0053977626,1271,0.010105669498443604,1970.45,-0.0013942278,2049.0,8234.660620212555
2605056,20.522697,0.043359376,281,4.685376,2605056,0.0034204915,1272,0.36443662643432617,1971.83,-0.00031251126,2049.0,8241.809185266495
2607104,20.23029,0.034716796,281,4.709337,2607104,0.0029358596,1273,0.25328338146209717,1971.49,0.0006218084,2049.0,8249.087484359741
2609152,19.97192,0.038769532,284,4.70809,2609152,0.0034474179,1274,0.5229412913322449,1972.04,-0.0004922184,2049.0,8256.365638017654
2611200,20.384335,0.031982422,281,4.708777,2611200,0.0029426764,1275,0.12209165096282959,1971.1,-0.0005561526,2049.0,8263.572286605835
2613248,20.918339,0.043701172,281,4.720826,2613248,0.003648112,1276,0.09884881973266602,1970.81,-0.00057454634,2049.0,8270.85485291481
2615296,20.486797,0.083740234,281,4.7362423,2615296,0.007591387,1277,0.010588884353637695,1970.75,-0.0007917623,2049.0,8278.132035017014
2617344,20.382616,0.038330078,282,4.742997,2617344,0.0034030662,1278,0.005498290061950684,1970.9,-0.00059505866,2049.0,8285.40254020691
2619392,20.29092,0.06357422,281,4.748905,2619392,0.004838316,1279,-0.0003833770751953125,1971.48,-0.00109064,2049.0,8292.657531738281
2621440,20.548687,0.057666015,282,4.7531915,2621440,0.004603815,1280,0.12725001573562622,1971.36,-0.0012884922,2049.0,8299.928913116455
2623488,21.156008,0.056152344,279,4.758029,2623488,0.004873889,1281,0.05409276485443115,1970.94,-0.00053518807,2049.0,8307.184979915619
2625536,20.705502,0.025634766,285,4.769057,2625536,0.0024979063,1282,0.09882622957229614,1970.41,0.0008801667,2049.0,8314.504790067673
2627584,21.561895,0.042919923,283,4.7726088,2627584,0.0038962446,1283,0.5067940056324005,1971.27,-0.0016422747,2049.0,8321.678809165955
2629632,25.764456,0.01508789,282,4.76781,2629632,0.0017016118,1284,0.6012805700302124,1968.69,0.000915806,2049.0,8328.897530078888
2631680,33.90554,0.0609375,284,4.767699,2631680,0.0053242203,1285,0.8697952926158905,1965.08,-0.0022290102,2049.0,8336.15636920929
2633728,21.027006,0.047949217,281,4.7692604,2633728,0.0041604405,1286,0.2116425633430481,1961.98,-0.0010649767,2049.0,8343.357289791107
2635776,24.646116,0.0390625,283,4.7661,2635776,0.0032800827,1287,0.6888012588024139,1961.41,-0.0022650312,2049.0,8350.636690855026
2637824,19.754642,0.04790039,280,4.7676196,2637824,0.0041484768,1288,0.06312215328216553,1959.25,5.320597e-05,2049.0,8357.86834359169
2639872,21.75657,0.08989258,282,4.769989,2639872,0.0067837164,1289,0.4761415719985962,1959.11,-0.004883739,2049.0,8365.162786006927
2641920,20.039867,0.05341797,277,4.7848854,2641920,0.0042215334,1290,0.013210415840148926,1958.38,-0.0005313675,2049.0,8372.41976428032
2643968,19.368553,0.05605469,279,4.8201756,2643968,0.004650253,1291,0.07413506507873535,1958.63,-0.0014508817,2049.0,8379.795789957047
2646016,20.591272,0.054882813,283,4.834346,2646016,0.0044953777,1292,0.7580597400665283,1958.7,-0.0014085986,2049.0,8387.13111281395
2648064,20.266872,0.07670899,277,4.8370924,2648064,0.0064073703,1293,0.06476551294326782,1957.25,-0.0027377664,2049.0,8394.34906411171
2650112,19.789183,0.07558594,285,4.840163,2650112,0.0062957243,1294,0.06471455097198486,1958.24,-0.0032474801,2049.0,8401.719497203827
2652160,20.663452,0.049316406,286,4.8470435,2652160,0.0042831693,1295,0.08088010549545288,1957.85,-0.0013885384,2049.0,8408.90639925003
2654208,20.590359,0.020898437,284,4.8509436,2654208,0.0022565753,1296,-0.0032389163970947266,1957.74,0.0003047481,2049.0,8416.05903172493
2656256,20.714678,0.05595703,284,4.851469,2656256,0.0046925168,1297,0.06316196918487549,1957.64,-0.0030270005,2049.0,8423.265429258347
2658304,20.291092,0.08339844,283,4.8573713,2658304,0.006655631,1298,-0.002894878387451172,1957.27,-0.00029854183,2049.0,8430.473938465118
2660352,22.759373,0.07705078,281,4.8705897,2660352,0.006078141,1299,0.4684019088745117,1957.35,-0.0012865432,2049.0,8437.70341205597
2662400,20.355124,0.050341796,280,4.879983,2662400,0.004126401,1300,-0.0027521848678588867,1956.2,-0.0010238352,2049.0,8444.98997926712
2664448,20.441402,0.04921875,283,4.894652,2664448,0.0042277128,1301,-0.01029813289642334,1956.83,0.0003596088,2049.0,8452.291657924652
2666496,19.08134,0.083496094,285,4.8878927,2666496,0.0065583014,1302,0.13629275560379028,1957.39,-0.0026432832,2049.0,8459.505887269974
2668544,20.35578,0.04951172,287,4.883035,2668544,0.004039024,1303,-0.0018726587295532227,1957.23,-0.0002449778,2049.0,8466.678081035614
2670592,20.352055,0.021679688,283,4.8902235,2670592,0.0024125674,1304,-0.003995299339294434,1958.17,0.0008449033,2049.0,8473.797188520432
2672640,20.275154,0.046435546,286,4.8896637,2672640,0.00405211,1305,0.005369603633880615,1961.07,0.001070992,2049.0,8481.018648862839
2674688,13.380369,0.034423828,283,4.8941464,2674688,0.0030104965,1306,0.8185674548149109,1960.66,-0.0022434401,2049.0,8488.163106441498
2676736,20.130909,0.051123045,284,4.9053745,2676736,0.004241822,1307,0.047577083110809326,1960.13,-0.0012299311,2049.0,8495.379261255264
2678784,20.936451,0.03828125,279,4.909659,2678784,0.0036444184,1308,0.20197021961212158,1961.41,-0.0010389977,2049.0,8502.57925105095
2680832,20.360775,0.09116211,282,4.911645,2680832,0.0073570656,1309,-0.0066487789154052734,1967.03,-0.001575461,2049.0,8509.897091388702
2682880,20.96603,0.057617188,283,4.913417,2682880,0.004816051,1310,0.12796980142593384,1967.1,-0.0015094357,2049.0,8517.151155233383
2684928,20.609945,0.04345703,282,4.8981237,2684928,0.00391938,1311,0.04123485088348389,1967.04,-0.0010142914,2049.0,8524.374543428421
2686976,20.23434,0.058789063,284,4.8936353,2686976,0.0047982032,1312,0.007346153259277344,1967.64,-0.0006710174,2049.0,8531.623888969421
2689024,20.548925,0.045898438,284,4.8951364,2689024,0.003983326,1313,0.11293846368789673,1967.7,0.0011598247,2049.0,8538.816268205643
