total_timesteps,value_loss,clipfrac,fps,policy_entropy,serial_timesteps,approxkl,n_updates,explained_variance,ep_reward_mean,policy_loss,ep_len_mean,time_elapsed
718848,0.44145045,0.09067383,340,0.16993654,718848,0.007729835,351,0.997459928970784,68.82,-0.0009526737,209.75,2183.0867881774902
720896,0.5487006,0.06020508,341,0.1727439,720896,0.005166962,352,0.9980056525673717,72.52,-0.0012687629,212.05,2189.1044347286224
722944,0.3676808,0.06279297,346,0.16353652,722944,0.0051109036,353,0.9979043649509549,72.49,0.0019530337,211.28,2195.1027505397797
724992,0.24788249,0.058398437,344,0.15643308,724992,0.0048804414,354,0.9986224886961281,73.2,9.192014e-05,210.75,2201.017434120178
727040,0.76767176,0.04243164,342,0.1601485,727040,0.003725021,355,0.9971252304967493,73.44,0.0012445947,209.5,2206.9573380947113
729088,0.08630277,0.0921875,341,0.16687319,729088,0.0071482053,356,0.9993454981595278,73.66,0.0010659947,208.8,2212.9325823783875
731136,0.69082844,0.074560545,337,0.16944954,731136,0.0061648022,357,0.9979606105480343,75.97,-0.003127493,211.28,2218.928328514099
733184,0.41985577,0.11801758,346,0.17722483,733184,0.00984343,358,0.9975339383818209,74.26,-0.006344144,209.45,2225.000812292099
735232,1.1396452,0.07197265,342,0.19164506,735232,0.0058370545,359,0.9956980855204165,72.78,0.0014191492,207.5,2230.916750431061
737280,0.07418753,0.08759765,343,0.19642657,737280,0.0070224516,360,0.9992974393535405,75.71,0.00034633177,209.95,2236.899010658264
739328,0.29180866,0.08515625,340,0.20011297,739328,0.0073949695,361,0.9983584305737168,75.36,0.0013846203,209.47,2242.8645355701447
741376,0.7027424,0.057519533,335,0.20734051,741376,0.0049523585,362,0.9978494176175445,77.82,-0.00047202216,211.26,2248.884491920471
743424,0.31444222,0.09804688,341,0.22406912,743424,0.0076569007,363,0.9979857932776213,76.41,-0.0033618123,211.0,2254.9869232177734
745472,0.85714895,0.058007814,344,0.23332521,745472,0.004865567,364,0.99620162229985,75.39,-0.0016145818,210.57,2260.978677511215
747520,0.45748696,0.06020508,342,0.23238519,747520,0.0051177973,365,0.9971298724412918,74.37,0.0018629519,210.79,2266.922498703003
749568,0.3307542,0.09536133,342,0.23334774,749568,0.007713298,366,0.9985090191476047,75.68,-0.003344287,212.24,2272.8991713523865
751616,0.32333383,0.08642578,342,0.23781809,751616,0.0070601343,367,0.9982960970373824,73.59,-0.005093935,208.87,2278.882064342499
753664,0.78375685,0.08486328,340,0.24252002,753664,0.0064379377,368,0.995982354041189,72.7,-0.0005849912,206.38,2284.856426000595
755712,1.4565649,0.05961914,339,0.24259436,755712,0.0050310595,369,0.9917737497016788,74.7,0.004543408,208.89,2290.8645691871643
757760,0.3763513,0.062158205,338,0.24948947,757760,0.005027439,370,0.9974288383964449,73.16,0.00042603878,206.34,2296.903989315033
759808,0.6709522,0.0737793,344,0.24463126,759808,0.0063605583,371,0.9960114662535489,72.76,-1.1297222e-05,205.08,2302.9515640735626
761856,0.85757077,0.08110352,339,0.25409967,761856,0.006642728,372,0.9943804596550763,67.64,-0.0011561527,201.32,2308.9012591838837
763904,0.55697167,0.047314454,338,0.27152365,763904,0.0042042756,373,0.9963668503332883,66.9,0.00048618997,201.8,2314.9333453178406
765952,0.23923838,0.074316405,339,0.28221452,765952,0.006480463,374,0.9985466987127438,67.46,-0.005121394,201.42,2320.982886314392
768000,0.15470378,0.050976563,341,0.2917209,768000,0.004175251,375,0.9989706897176802,68.53,0.0015757373,203.34,2327.010211467743
770048,0.18550481,0.056933593,340,0.30078575,770048,0.00484752,376,0.9988645957782865,67.39,-0.0017260335,202.33,2333.0154037475586
772096,0.13221104,0.060302734,340,0.31132776,772096,0.004920681,377,0.9986696263076738,65.73,0.0007488736,201.89,2339.040714263916
774144,0.3058033,0.04799805,339,0.3233981,774144,0.0042088004,378,0.9982436245772988,66.82,-0.0005664658,204.45,2345.0511338710785
776192,0.20221743,0.089257814,338,0.3316092,776192,0.006882158,379,0.9986823317594826,66.3,-0.0038999796,200.99,2351.0856988430023
778240,0.47291416,0.061621092,340,0.33590767,778240,0.004663961,380,0.9982791115762666,68.78,-0.0014255154,204.17,2357.1429018974304
780288,0.13919812,0.06591797,337,0.3477782,780288,0.0053482815,381,0.998446264420636,67.23,0.0004209504,204.35,2363.1568009853363
782336,0.41005525,0.05415039,335,0.3526392,782336,0.0049988152,382,0.9977461267262697,66.54,0.0026260442,201.58,2369.2284882068634
784384,0.26446643,0.044970702,341,0.3508327,784384,0.003989134,383,0.998277755570598,67.5,0.0008785945,199.86,2375.32754278183
786432,0.41455752,0.086035155,341,0.34048945,786432,0.006910775,384,0.9982479538302869,67.88,-0.0054866537,197.48,2381.33353471756
788480,0.17515561,0.09091797,329,0.3347077,788480,0.008273576,385,0.9986490251030773,67.49,-0.004420612,195.85,2387.3372189998627
790528,1.16464,0.06196289,336,0.33578673,790528,0.0055106464,386,0.9958559554070234,66.89,0.00088334864,195.83,2393.547353029251
792576,0.18910767,0.07836914,337,0.3268982,792576,0.006592741,387,0.9987523743184283,68.85,0.002417632,197.69,2399.6339361667633
794624,0.21904388,0.064257815,339,0.32642984,794624,0.0050401716,388,0.9988670267630368,70.51,-0.0027920397,198.6,2405.702990293503
796672,0.56363416,0.057177734,341,0.33996683,796672,0.004785971,389,0.9917793367058039,67.09,0.0030772446,197.25,2411.7297887802124
798720,0.3292123,0.072021484,335,0.35470513,798720,0.0065457807,390,0.9984856521477923,66.17,-0.0012855607,195.15,2417.737601518631
800768,0.51354074,0.07763672,332,0.3454707,800768,0.006447073,391,0.9981887543108314,69.77,-0.00307429,197.38,2423.83931016922
802816,0.11386988,0.07485352,339,0.31905258,802816,0.006403604,392,0.9989101843675599,69.99,0.0008785186,199.47,2429.998120069504
804864,0.29314217,0.09370117,339,0.3106994,804864,0.007865583,393,0.9979586345143616,70.45,-0.0043300265,200.05,2436.035230398178
806912,0.603021,0.08496094,335,0.31550887,806912,0.0070038373,394,0.997395929414779,69.64,-0.0016939586,199.61,2442.0625216960907
808960,0.29327577,0.07773437,336,0.31442505,808960,0.0064479834,395,0.9988337624818087,71.72,-0.001677496,201.51,2448.1778602600098
811008,0.67444456,0.04584961,335,0.3165366,811008,0.0041810707,396,0.9973484154324979,72.76,0.0006200086,200.1,2454.2736120224
813056,0.71255195,0.018115234,335,0.31944585,813056,0.001998379,397,0.9977914304472506,74.47,0.0024316646,198.16,2460.3871219158173
815104,0.3625866,0.061523438,339,0.3233683,815104,0.0052483887,398,0.9976887141820043,73.06,0.0033728885,194.91,2466.4975605010986
817152,0.5778376,0.07094727,345,0.33802277,817152,0.0058678878,399,0.9969663713127375,73.14,-0.0008358954,193.2,2472.5387670993805
819200,0.46689957,0.07324219,339,0.3414327,819200,0.005832431,400,0.9978764145635068,72.16,-0.0022133712,190.65,2478.4636101722717
821248,0.72659886,0.105810545,332,0.32929033,821248,0.008827278,401,0.9979385992046446,74.97,-0.0048110657,191.74,2484.499409675598
823296,0.8600025,0.09990235,344,0.32848686,823296,0.008599645,402,0.9941626018844545,75.06,-0.002079427,188.43,2490.655671596527
825344,0.3113219,0.095019534,342,0.33412552,825344,0.009061286,403,0.9978589427191764,73.75,-0.0020112977,185.74,2496.61044716835
827392,0.4710467,0.10107422,335,0.34198806,827392,0.008703776,404,0.9967590374872088,69.54,-0.0025036333,178.46,2502.594732761383
829440,0.21583827,0.0725586,338,0.34792167,829440,0.0068247495,405,0.9986316523281857,66.03,0.00010576691,174.11,2508.705110311508
831488,0.25982744,0.099365234,335,0.34266582,831488,0.008999885,406,0.998349551577121,67.43,-0.0012094653,175.52,2514.759548664093
833536,0.22092536,0.07319336,333,0.32799286,833536,0.0062156534,407,0.9985993267036974,66.43,3.985752e-05,173.67,2520.870024204254
835584,0.21792701,0.09746094,336,0.31093112,835584,0.0079739075,408,0.9985789681086317,65.05,-0.0027596743,172.42,2527.008656978607
837632,0.36714804,0.06977539,340,0.30401605,837632,0.006006317,409,0.9977191695943475,62.6,-0.0015750859,168.82,2533.104565143585
839680,1.1670449,0.107373044,342,0.31698307,839680,0.008686246,410,0.9955005827359855,61.78,-0.0032028127,168.35,2539.125394821167
841728,0.47051144,0.09106445,337,0.3257303,841728,0.00750029,411,0.9982052338309586,65.29,-0.002689435,172.44,2545.114520549774
843776,0.7522732,0.10727539,331,0.33369052,843776,0.00836217,412,0.9966655750758946,66.72,-0.007511323,174.94,2551.184473991394
845824,0.6768452,0.07099609,334,0.3472542,845824,0.00566759,413,0.9974896910134703,69.23,-0.004184944,177.39,2557.3575797080994
847872,0.4596106,0.050878905,335,0.35598865,847872,0.0042629917,414,0.9980802248464897,70.05,0.0018159214,177.95,2563.4755766391754
849920,0.641527,0.08574219,337,0.36372048,849920,0.008723558,415,0.9965772670693696,70.37,0.0011936165,179.44,2569.5911712646484
851968,0.9188204,0.079833984,334,0.35721478,851968,0.007160224,416,0.9960591308772564,72.3,0.0018324197,180.72,2575.6572511196136
854016,0.81086415,0.08461914,335,0.35755396,854016,0.006854693,417,0.9951272993348539,73.18,-0.0012276594,179.93,2581.780291080475
856064,0.301264,0.07602539,334,0.35769448,856064,0.005926879,418,0.9986405225936323,74.86,-0.004155207,182.96,2587.8781003952026
858112,0.34156784,0.11420898,339,0.36425924,858112,0.009131333,419,0.9974202851299196,71.65,-0.0016018415,180.79,2594.012755393982
860160,0.60109407,0.08300781,338,0.3740315,860160,0.006763867,420,0.9964596892241389,70.2,0.0018823355,178.25,2600.048571586609
862208,0.63800514,0.08139648,343,0.37134904,862208,0.0064756847,421,0.9964344969484955,70.14,-0.00013256667,178.0,2606.109382390976
864256,0.5834686,0.079394534,336,0.3755969,864256,0.0063628545,422,0.9968927795998752,66.98,-0.0032687108,174.65,2612.071989774704
866304,0.56140006,0.04790039,337,0.37728804,866304,0.0046756915,423,0.9975200248882174,69.59,0.0016178942,175.68,2618.165555000305
868352,0.3067381,0.06713867,334,0.3769188,868352,0.0055037253,424,0.9980145832523704,68.52,-0.0035153613,173.22,2624.2313730716705
870400,0.61215025,0.061816406,337,0.38670987,870400,0.0051049953,425,0.9967920396011323,66.6,-0.002037185,172.76,2630.349768638611
872448,0.23434284,0.09833984,338,0.38999894,872448,0.009528053,426,0.9982212501345202,64.85,-0.0046114335,169.98,2636.4246764183044
874496,0.2700034,0.081445314,334,0.38575858,874496,0.006781268,427,0.9985193302854896,65.18,-0.0021229151,167.33,2642.4763357639313
876544,0.79580384,0.07094727,341,0.37954542,876544,0.005772828,428,0.9952953024767339,65.41,0.0009432069,166.74,2648.6096279621124
878592,0.28956136,0.064697266,339,0.37084952,878592,0.005224912,429,0.9984410172328353,65.72,-0.0003026097,165.4,2654.6089203357697
880640,0.21807846,0.07114258,335,0.37132224,880640,0.0063424073,430,0.998634293791838,64.36,-0.0011284405,162.77,2660.6521837711334
882688,1.2102189,0.05229492,335,0.3762067,882688,0.004453471,431,0.9955731756053865,64.01,-0.0012590415,161.54,2666.7537870407104
884736,0.1790578,0.100097656,339,0.3818589,884736,0.008396279,432,0.9982961075147614,62.39,-0.00072441605,159.82,2672.8624880313873
886784,0.65083784,0.073632814,341,0.38573697,886784,0.005818404,433,0.9968125752639025,62.45,-0.00211439,158.72,2678.889699459076
888832,0.19441278,0.052783202,334,0.38362017,888832,0.004583938,434,0.9989922493696213,65.09,1.1094718e-05,160.63,2684.8902809619904
890880,0.2802895,0.07055664,337,0.36794236,890880,0.0062854066,435,0.9985673737246543,66.7,-0.0007428867,160.17,2691.0187652111053
892928,0.44125167,0.0769043,333,0.3549216,892928,0.0062723616,436,0.9976832447573543,67.51,0.0006981292,160.27,2697.091385602951
894976,0.5165695,0.08286133,334,0.36269006,894976,0.0071378304,437,0.9979138083290309,68.9,-0.0007245954,160.4,2703.2269954681396
897024,0.5634202,0.08276367,337,0.37632602,897024,0.00694207,438,0.9974720908794552,72.42,0.0013007298,161.96,2709.3439667224884
899072,0.58692217,0.095947266,333,0.38337898,899072,0.007443367,439,0.9969488363713026,70.48,-8.099257e-05,158.8,2715.4211962223053
901120,0.69542557,0.055322267,336,0.3853008,901120,0.004579818,440,0.9976884447969496,73.43,0.0014458358,160.77,2721.5624861717224
903168,1.0403908,0.072509766,334,0.39262518,903168,0.006436955,441,0.9952226541936398,74.59,0.0023046774,161.14,2727.6536767482758
905216,1.2259179,0.06899414,334,0.40560555,905216,0.005741355,442,0.9963426860049367,75.96,0.00093933026,161.8,2733.776228904724
907264,0.6297293,0.08525391,337,0.41033155,907264,0.0072329165,443,0.9974478001240641,77.8,0.00011244662,163.14,2739.909891605377
909312,0.55148596,0.07358398,339,0.41276222,909312,0.0058882097,444,0.9974806783720851,76.85,0.0011736812,162.35,2745.9738323688507
911360,0.75524324,0.075732425,333,0.40588266,911360,0.0062088626,445,0.9968918827362359,76.18,-0.0017771429,161.99,2752.0126667022705
913408,0.799338,0.066308595,335,0.3983131,913408,0.0054763434,446,0.9972645728848875,77.0,-0.003018892,163.18,2758.1522455215454
915456,0.84586036,0.10024414,336,0.38930303,915456,0.007943981,447,0.9965737895108759,77.66,-0.0038677664,163.56,2764.2551369667053
917504,0.6922736,0.05883789,337,0.36095273,917504,0.005428673,448,0.9970564218237996,76.99,0.0002305482,162.57,2770.340281009674
919552,0.45469156,0.08178711,343,0.3463658,919552,0.0068450673,449,0.9975028238259256,73.73,-0.0030022492,159.6,2776.4043934345245
921600,0.39884052,0.047558594,339,0.34313345,921600,0.004202722,450,0.9973918551113456,70.57,0.000204243,156.34,2782.3742134571075
923648,0.3454677,0.084033206,337,0.33424753,923648,0.0069173537,451,0.9983516607899219,68.44,-0.0014120551,153.79,2788.410852432251
925696,0.45991492,0.106982425,343,0.3406056,925696,0.008864246,452,0.9975787908770144,69.08,-0.0013728626,154.0,2794.4732065200806
927744,1.3864906,0.0515625,335,0.3561892,927744,0.0043488145,453,0.9962731094565243,70.16,0.00067836663,154.7,2800.4376635551453
929792,0.24690242,0.06088867,333,0.35161212,929792,0.0052119712,454,0.9985836879350245,69.93,-0.0028274902,154.19,2806.539567708969
931840,0.4959151,0.06318359,340,0.34527537,931840,0.005191755,455,0.9973467614036053,69.43,0.001572516,153.91,2812.6842291355133
933888,0.5449932,0.07353516,340,0.33658743,933888,0.0067180134,456,0.9976779953576624,72.04,-0.00066754426,156.47,2818.697914123535
935936,0.40975982,0.1137207,339,0.3271968,935936,0.009232369,457,0.9978696401230991,74.51,-0.0044576586,158.74,2824.714684009552
937984,1.5476174,0.073876955,337,0.32318014,937984,0.0065382966,458,0.9932375499047339,75.02,5.57948e-05,159.64,2830.7501134872437
940032,0.78662527,0.061669923,338,0.3232119,940032,0.0051849713,459,0.9965829800348729,76.54,0.0012314129,161.52,2836.8198046684265
942080,1.0821481,0.08476563,337,0.31790304,942080,0.0068986667,460,0.9963628810364753,77.43,0.00053175,162.62,2842.8717906475067
944128,0.66070366,0.054003906,347,0.31257194,944128,0.0045517893,461,0.9966833533253521,74.85,8.5445514e-05,160.72,2848.940257549286
946176,1.6478847,0.07114258,335,0.3149905,946176,0.0057630814,462,0.9953739047050476,77.64,-0.0006495956,164.5,2854.8351743221283
948224,1.3600246,0.09897461,338,0.32157534,948224,0.008318676,463,0.9938910491764545,79.22,-0.0036280334,166.21,2860.948666572571
950272,1.2478657,0.08276367,336,0.32332224,950272,0.006609072,464,0.9953459561802447,76.9,-0.001310874,165.08,2867.004651069641
952320,0.60930383,0.06899414,334,0.3130142,952320,0.0056178416,465,0.9976532342843711,78.94,0.00016797807,166.9,2873.097408771515
954368,0.94142216,0.066503905,337,0.28368184,954368,0.0059875525,466,0.9966610826086253,80.61,-0.0015330398,168.34,2879.2271525859833
956416,0.51861966,0.06757812,340,0.2690787,956416,0.0059567597,467,0.997794727794826,80.19,-6.293204e-05,168.98,2885.304809808731
958464,0.77217984,0.06347656,340,0.2752208,958464,0.005380538,468,0.9955008076503873,75.63,-0.0014021302,165.41,2891.314080953598
960512,0.3626272,0.083984375,345,0.29327112,960512,0.0069716005,469,0.9980768295936286,75.93,-0.00078089,166.11,2897.3292071819305
962560,0.3810894,0.123291016,341,0.30608493,962560,0.010464624,470,0.9984561550663784,74.96,-0.0024203279,164.59,2903.2584838867188
964608,0.4904878,0.058398437,342,0.29814774,964608,0.0051892274,471,0.9978428292088211,76.09,0.0045190984,165.61,2909.2495427131653
966656,0.6483297,0.06796875,338,0.28925356,966656,0.0058054463,472,0.9960486069321632,74.76,0.0017188456,164.6,2915.237272500992
968704,0.42064658,0.06796875,341,0.29068762,968704,0.0056892186,473,0.9977350030094385,71.83,0.0016709883,162.82,2921.2905762195587
970752,0.8299726,0.0847168,341,0.29800195,970752,0.0068310066,474,0.9952147426083684,69.02,-0.003079923,162.03,2927.288332462311
972800,1.6737633,0.06147461,340,0.29989442,972800,0.0054927696,475,0.987928026355803,68.09,0.0020254254,161.99,2933.295702457428
974848,0.51277006,0.13764648,338,0.3033194,974848,0.01212153,476,0.9980149974580854,70.89,-0.012004033,164.28,2939.3118612766266
976896,0.5309564,0.10043945,350,0.30096406,976896,0.008565357,477,0.9971436990890652,68.97,-0.0013231713,162.59,2945.35892534256
978944,1.6942018,0.10771485,338,0.2965861,978944,0.0084741255,478,0.9944930877536535,69.28,0.0005994985,163.13,2951.1980545520782
980992,1.2527895,0.08725586,337,0.2942484,980992,0.0074329944,479,0.9959373897872865,71.96,-0.0028958737,164.8,2957.250213623047
983040,0.41068968,0.07841797,342,0.29432768,983040,0.0065083406,480,0.9975003239233047,73.78,0.001382549,165.16,2963.3255121707916
985088,0.82579577,0.072509766,341,0.283021,985088,0.0062917657,481,0.9967578435316682,76.33,0.0021476364,166.63,2969.314047574997
987136,1.0109185,0.0959961,345,0.2714644,987136,0.008073734,482,0.9937940202653408,74.85,-0.0006398392,164.98,2975.321073293686
989184,1.0974976,0.044873048,344,0.2661578,989184,0.0042965137,483,0.9956290437839925,76.19,0.0024444212,165.23,2981.2568233013153
991232,0.4076202,0.10546875,346,0.26399726,991232,0.008816338,484,0.997381575172767,75.1,-0.0017046541,164.12,2987.1973025798798
993280,0.50105244,0.095947266,350,0.256074,993280,0.007508648,485,0.996897658566013,73.66,0.00040368605,162.96,2993.1149044036865
995328,1.2600026,0.06601562,337,0.25732043,995328,0.0054911477,486,0.9956095963716507,73.39,0.0035510801,162.19,2998.9586448669434
997376,0.6254617,0.09379883,346,0.2577817,997376,0.0072286227,487,0.9964219364337623,68.26,-0.0021216203,157.55,3005.02844953537
999424,0.66813123,0.12104492,341,0.25236902,999424,0.01057355,488,0.9967022864148021,68.32,-0.003562003,157.43,3010.943961620331
1001472,1.9438454,0.058691405,345,0.25072446,1001472,0.0054887207,489,0.9930604049004614,67.9,0.0021645923,157.03,3016.9507219791412
1003520,0.58372176,0.07402344,341,0.23899615,1003520,0.0061626625,490,0.9975185678340495,70.55,0.00094243896,159.33,3022.8882687091827
1005568,1.4628313,0.080517575,347,0.2416619,1005568,0.0069224103,491,0.9933639918453991,69.08,0.0013360833,158.18,3028.881122112274
1007616,1.3758508,0.0765625,341,0.2544056,1007616,0.0062921545,492,0.9942622468806803,69.55,2.5612291e-05,158.68,3034.7697224617004
1009664,4.266673,0.06875,349,0.2525041,1009664,0.0060787005,493,0.9875648403540254,72.35,-0.0009866416,162.25,3040.763761281967
1011712,1.0450264,0.07998047,344,0.24394178,1011712,0.006838272,494,0.9968886801507324,72.24,0.0015803489,162.84,3046.6194961071014
1013760,6.985611,0.09335937,344,0.2472208,1013760,0.008665375,495,0.9651255272328854,73.95,0.004098581,164.5,3052.5716710090637
1015808,0.862003,0.083935544,342,0.24308681,1015808,0.007841669,496,0.9947734735906124,70.2,-0.0011739826,162.06,3058.5154054164886
1017856,0.9050298,0.068847656,342,0.23037124,1017856,0.0065163076,497,0.9968156937975436,70.32,0.0007909235,162.28,3064.5047788619995
1019904,1.9453611,0.08681641,345,0.22359893,1019904,0.008771244,498,0.9914338672533631,69.68,0.0031325598,161.93,3070.490709543228
1021952,9.083747,0.06113281,330,0.22126362,1021952,0.006300672,499,0.9724696222692728,72.67,-0.0024202385,164.44,3076.414879322052
1024000,0.510207,0.08876953,344,0.23264365,1024000,0.007342021,500,0.9968437142670155,73.08,0.0006720261,164.13,3082.6124362945557
1026048,0.44129127,0.058544923,351,0.25113338,1026048,0.004807685,501,0.9977671741507947,71.31,0.0010436035,161.5,3088.560688972473
1028096,1.0665942,0.07836914,340,0.25997108,1028096,0.006436257,502,0.9963832413777709,70.18,0.0031064027,160.33,3094.3941905498505
1030144,0.9171112,0.08291016,349,0.25842708,1030144,0.0072537796,503,0.9951821356080472,69.17,0.00023718567,159.96,3100.4148240089417
1032192,0.47994208,0.07944336,345,0.26410022,1032192,0.0064394376,504,0.9968479229137301,69.5,0.0033268868,160.12,3106.2771711349487
1034240,0.9890081,0.060498048,340,0.2680842,1034240,0.004949084,505,0.996361545054242,71.45,0.0006591458,161.87,3112.208990573883
1036288,1.1862361,0.09106445,341,0.26458782,1036288,0.008215907,506,0.9948805174790323,71.61,-0.0001273946,161.77,3118.2281057834625
1038336,1.0922267,0.068554685,346,0.2573807,1038336,0.0055578286,507,0.9951586998067796,69.98,0.0015700783,160.05,3124.2333030700684
1040384,1.0011101,0.11079101,344,0.25751942,1040384,0.009512668,508,0.9956440622918308,70.45,-0.0005671724,160.38,3130.1386983394623
1042432,0.6864302,0.05908203,348,0.26010832,1042432,0.0049410863,509,0.9973218631930649,70.39,-0.0010072279,159.4,3136.0932919979095
1044480,0.57468385,0.07646485,344,0.25340533,1044480,0.0063108914,510,0.997479198500514,70.88,-0.0012825679,159.03,3141.9719433784485
1046528,0.90513104,0.0836914,344,0.24711505,1046528,0.007169357,511,0.9963838728144765,70.69,-0.0020078404,157.57,3147.9152553081512
1048576,0.7697887,0.07426758,346,0.25443864,1048576,0.0063286647,512,0.9965688085649163,73.8,0.00084529445,159.22,3153.8683965206146
1050624,0.53894734,0.1027832,341,0.25461608,1050624,0.007786644,513,0.9977908488363028,73.62,-0.0049018213,157.97,3159.783320426941
1052672,1.2027476,0.083935544,351,0.25239465,1052672,0.0071344636,514,0.989725336432457,71.93,0.006167615,156.74,3165.782158136368
1054720,0.8942522,0.07060547,345,0.252159,1054720,0.0060435394,515,0.9966129143722355,71.29,0.0012149998,156.57,3171.6181592941284
1056768,0.50305825,0.07504883,353,0.23075981,1056768,0.0061036134,516,0.9969931964296848,69.98,9.452895e-05,155.2,3177.5521693229675
1058816,1.2452867,0.09125976,344,0.22558096,1058816,0.007574798,517,0.9943534224294126,70.42,-0.0017719356,156.58,3183.3478841781616
1060864,0.79089314,0.09975586,343,0.23509526,1060864,0.007869912,518,0.9951507961377501,69.5,0.00079817965,156.68,3189.2985968589783
1062912,0.80245,0.092480466,344,0.22231126,1062912,0.0076117357,519,0.997429521754384,70.8,-0.005862618,158.4,3195.2605214118958
1064960,0.8626326,0.07919922,347,0.20092157,1064960,0.0072398325,520,0.9943674616515636,68.67,0.003626388,156.89,3201.209573984146
1067008,1.7029507,0.07651367,347,0.18853487,1067008,0.006120776,521,0.993844601791352,66.17,0.00057949516,156.03,3207.106738090515
1069056,1.9409254,0.12421875,348,0.18686467,1069056,0.010867933,522,0.9886612026020885,67.13,0.0020918264,157.18,3212.9967546463013
1071104,2.3655162,0.068408206,353,0.1898443,1071104,0.0056382944,523,0.9907301617786288,68.2,0.00033430522,158.72,3218.8779776096344
1073152,2.8478174,0.09462891,348,0.18877448,1073152,0.0076988973,524,0.9899571100249887,70.05,0.00027245097,160.31,3224.6735911369324
1075200,1.4928335,0.11855469,347,0.18333605,1075200,0.008979421,525,0.991487605497241,68.5,-0.0086978655,158.18,3230.552766084671
1077248,1.3253652,0.095898435,343,0.17961386,1077248,0.007959707,526,0.9952474618330598,69.22,-0.0017024059,158.49,3236.4530069828033
1079296,0.82068586,0.06113281,348,0.17152917,1079296,0.0051135193,527,0.996315467171371,68.74,-0.00086295063,158.1,3242.4142940044403
1081344,0.6916855,0.09296875,344,0.17087387,1081344,0.0076256944,528,0.9947151099331677,68.53,0.00041361,157.66,3248.2850654125214
1083392,1.5982524,0.067675784,337,0.18103716,1083392,0.0062138243,529,0.9929412072524428,67.51,0.0028284122,155.89,3254.22451543808
1085440,0.51026654,0.054394532,346,0.18250796,1085440,0.0045950036,530,0.9973732461221516,68.64,-1.3163587e-05,155.94,3260.3018703460693
1087488,1.1905838,0.0831543,344,0.1755531,1087488,0.0068590334,531,0.9968210763763636,72.46,-0.0014554961,159.05,3266.2199835777283
1089536,1.5152478,0.09306641,345,0.1617721,1089536,0.0070369295,532,0.9953310345299542,73.67,-0.00024478408,159.71,3272.167516708374
1091584,0.6748816,0.1046875,344,0.16286378,1091584,0.008145122,533,0.9973276408854872,76.25,-0.003120792,162.02,3278.0920135974884
1093632,2.01599,0.078710936,349,0.15133072,1093632,0.0065058647,534,0.9918627152219415,73.01,0.00023027838,159.42,3284.043651342392
1095680,1.6340554,0.09350586,349,0.14531255,1095680,0.0072455457,535,0.9882509391754866,72.1,-0.0014523899,158.66,3289.9116926193237
1097728,0.75694925,0.08178711,343,0.14120267,1097728,0.0067119324,536,0.9960390594787896,74.92,-0.0005167854,160.2,3295.7726175785065
1099776,0.58949816,0.08881836,355,0.1290734,1099776,0.007798739,537,0.9971893378533423,74.6,-0.0020043245,158.92,3301.730691432953
1101824,0.78181493,0.0875,352,0.1241336,1101824,0.0075118043,538,0.9961986353155226,73.47,0.0030617337,158.36,3307.49969124794
1103872,0.8685821,0.10424805,340,0.12870538,1103872,0.008606667,539,0.9969427101314068,73.89,-0.0007532055,158.58,3313.3069455623627
1105920,0.27714616,0.0703125,348,0.14956301,1105920,0.0057875477,540,0.9980212680529803,69.82,0.0032236017,154.64,3319.3185143470764
1107968,0.8576107,0.047607422,345,0.16155699,1107968,0.004393368,541,0.9958919109776616,70.58,0.0019335296,155.2,3325.196513414383
1110016,0.6266036,0.10244141,343,0.15630008,1110016,0.008602924,542,0.997209720313549,71.36,-0.0034243024,155.83,3331.1309456825256
1112064,0.81685334,0.050048828,346,0.1561632,1112064,0.0044560293,543,0.9966037590056658,73.97,0.0023564599,157.82,3337.087408542633
1114112,0.99563473,0.08916016,344,0.15064162,1114112,0.0071882876,544,0.9959395029582083,76.11,0.0013752461,160.29,3342.993304014206
1116160,0.33382788,0.09946289,357,0.15251064,1116160,0.008078557,545,0.9978276151232421,75.49,-0.0013254713,160.02,3348.9384331703186
1118208,0.9279388,0.10805664,341,0.15588567,1118208,0.008633766,546,0.9969985617790371,75.98,-0.0005883671,160.26,3354.670032978058
1120256,0.44905692,0.11308594,348,0.15122107,1120256,0.008771775,547,0.9982059568865225,76.9,-0.004050453,160.74,3360.6615381240845
1122304,0.42166567,0.10292969,346,0.15263455,1122304,0.00845385,548,0.9978696706239134,77.24,-0.00071565714,161.45,3366.537047624588
1124352,1.1254075,0.09819336,340,0.14903133,1124352,0.007824017,549,0.9962927603628486,78.06,-0.00019402313,162.36,3372.446871995926
1126400,0.79693186,0.064648435,346,0.14618902,1126400,0.005726646,550,0.9967159477528185,78.6,0.0016851807,162.66,3378.468011856079
1128448,0.8596269,0.0902832,342,0.148736,1128448,0.0072106943,551,0.995557636488229,76.88,0.00012234258,161.61,3384.3923869132996
1130496,1.2315701,0.10825195,354,0.15391748,1130496,0.008908561,552,0.9896254856139421,73.35,0.0006375265,159.44,3390.3714306354523
1132544,1.1532061,0.09951172,345,0.16298029,1132544,0.008017171,553,0.9953466611914337,71.17,0.001317037,157.71,3396.157874584198
1134592,0.7249063,0.08828125,345,0.1663622,1134592,0.007193034,554,0.9973003857303411,71.74,0.001909554,158.63,3402.0836095809937
