ep_reward_mean,policy_loss,total_timesteps,policy_entropy,explained_variance,n_updates,approxkl,ep_len_mean,serial_timesteps,time_elapsed,clipfrac,value_loss,fps
60.19,-0.0013121279,720896,-0.058121037,0.9980909539153799,352,0.007240011,245.65,720896,2153.387815952301,0.09169922,0.14828104,355
59.39,0.0008914016,722944,-0.06460755,0.9978335625492036,353,0.010448545,244.56,722944,2159.15211725235,0.12514648,0.08943427,361
59.98,0.0012487246,724992,-0.06913102,0.9967531957663596,354,0.0074046487,244.69,724992,2164.820506811142,0.08955078,0.56010514,356
60.4,0.0010335315,727040,-0.058880247,0.9978782560210675,355,0.0056246514,245.16,727040,2170.568473815918,0.06948242,0.22702773,357
62.01,0.0013204782,729088,-0.05514788,0.9988345506135374,356,0.005189823,247.0,729088,2176.291208744049,0.063964844,0.15994462,353
59.24,0.001540328,731136,-0.065184966,0.9990209565730765,357,0.005519739,244.52,731136,2182.081247806549,0.06796875,0.06050963,359
59.32,-0.00018716176,733184,-0.08394708,0.996406955178827,358,0.005938365,244.83,733184,2187.7748453617096,0.070654295,0.77649957,357
61.5,-0.00079028157,735232,-0.08597318,0.9986461924854666,359,0.007789085,246.82,735232,2193.5055656433105,0.099121094,0.1996941,358
62.29,0.00017579393,737280,-0.08935358,0.9976553085725754,360,0.0068371696,247.5,737280,2199.220810174942,0.07905273,0.39082012,359
63.16,0.0013106933,739328,-0.10133456,0.9970684128347784,361,0.0071864375,248.17,739328,2204.926659822464,0.08134766,0.51997375,352
64.85,0.0012324249,741376,-0.108526185,0.9943873668089509,362,0.006712274,249.76,741376,2210.7415199279785,0.08334961,1.2718605,348
64.11,-0.0017037994,743424,-0.11312016,0.9986014335881919,363,0.0093697,248.62,743424,2216.6199791431427,0.11420898,0.18655102,355
63.41,0.0004067841,745472,-0.11374636,0.9940219568088651,364,0.0067864805,248.04,745472,2222.3755564689636,0.08642578,0.58982027,355
66.8,0.0030777901,747520,-0.11274433,0.9965044765267521,365,0.005526483,251.5,747520,2228.1350479125977,0.06757812,0.7499957,355
65.78,0.00017298106,749568,-0.119385555,0.9982652917969972,366,0.010893872,251.02,749568,2233.9053094387054,0.12988281,0.12988918,364
67.37,0.0016901735,751616,-0.12992732,0.997556057292968,367,0.0068646073,252.65,751616,2239.523110628128,0.084179685,0.5138801,358
68.13,0.0007580758,753664,-0.14372055,0.9966656935866922,368,0.007103151,253.71,753664,2245.234062194824,0.084423825,0.8142975,354
69.08,0.0010767964,755712,-0.14323518,0.9987728879787028,369,0.0084813805,254.76,755712,2251.0152928829193,0.0980957,0.13976634,358
70.52,0.003028265,757760,-0.12838301,0.994524150621146,370,0.008853494,255.94,757760,2256.72948884964,0.107861325,0.47332478,360
66.55,0.0008213359,759808,-0.118972436,0.998786308337003,371,0.0060649435,252.53,759808,2262.40763258934,0.07265625,0.14248501,362
66.28,-0.0002986617,761856,-0.12428852,0.9982512763235718,372,0.0075752484,252.35,761856,2268.0573840141296,0.08989258,0.16247335,352
67.99,-0.0015046087,763904,-0.13017341,0.9987464414443821,373,0.007287448,254.53,763904,2273.867844581604,0.08671875,0.18570018,357
67.1,0.0021247438,765952,-0.12582049,0.9933749022893608,374,0.008972112,253.53,765952,2279.6022052764893,0.09907226,1.2988088,354
71.01,0.001266568,768000,-0.11493842,0.995278462767601,375,0.0062723793,258.54,768000,2285.385462999344,0.07358398,1.7927277,350
69.66,0.0034115687,770048,-0.10575912,0.9990472447825596,376,0.0076663354,257.7,770048,2291.230585336685,0.09414063,0.06452028,363
70.54,0.001744156,772096,-0.08787519,0.9948606290854514,377,0.009480825,258.51,772096,2296.866277217865,0.10825195,0.6519191,356
68.98,0.00013060645,774144,-0.08136507,0.9985949711408466,378,0.0074576824,257.13,774144,2302.6077752113342,0.08759765,0.1359954,354
70.56,0.00046983763,776192,-0.08099295,0.9966206215322018,379,0.008633739,259.11,776192,2308.381493806839,0.101220705,0.5350953,350
66.81,-2.0854355e-05,778240,-0.078190304,0.9979628198780119,380,0.0070329728,255.72,778240,2314.2323081493378,0.08598633,0.22037211,358
67.51,0.0008293811,780288,-0.058865696,0.9987665010849014,381,0.009360463,256.49,780288,2319.950197458267,0.11435547,0.08675642,360
69.14,-6.765289e-05,782336,-0.040826004,0.997202429920435,382,0.0051957476,258.51,782336,2325.6353526115417,0.063964844,0.72024816,351
69.19,0.0032067578,784384,-0.05673199,0.9972827471792698,383,0.009425373,259.33,784384,2331.4659724235535,0.11381836,0.14758328,350
69.64,0.0013438624,786432,-0.06886806,0.9992422983050346,384,0.0074972487,260.18,786432,2337.311886072159,0.091308594,0.0758686,357
69.53,-0.0048171757,788480,-0.071917854,0.9981240371707827,385,0.0078046396,260.18,788480,2343.0404045581818,0.09672852,0.20518692,353
66.72,8.9016976e-07,790528,-0.07881465,0.9984049148624763,386,0.0068336553,257.94,790528,2348.83149600029,0.08476563,0.23568372,357
66.71,0.0007912718,792576,-0.09536559,0.9975316247437149,387,0.007844622,257.69,792576,2354.565818309784,0.09453125,0.19856368,355
63.84,0.0012108968,794624,-0.12061427,0.9970953059382737,388,0.0071688714,254.71,794624,2360.3325843811035,0.0881836,0.33887604,352
63.51,0.0016805336,796672,-0.13607311,0.9976679983083159,389,0.007335345,254.02,796672,2366.136512041092,0.08867188,0.31312263,350
63.97,0.0014781188,798720,-0.1514412,0.9976967924740165,390,0.006631133,254.46,798720,2371.9799904823303,0.079833984,0.18557711,358
63.16,0.00036714395,800768,-0.16405466,0.9993477197713219,391,0.008076026,253.08,800768,2377.6950883865356,0.09482422,0.07955314,361
61.85,-0.0049210913,802816,-0.1551564,0.9982948447577655,392,0.00863395,251.77,802816,2383.3680651187897,0.09887695,0.10122577,364
60.95,-0.0028858075,804864,-0.1493523,0.9973812396638095,393,0.00786616,251.23,804864,2388.984100818634,0.090429686,0.35189044,357
61.49,0.0012682462,806912,-0.17432806,0.9981886360328645,394,0.0062526674,250.84,806912,2394.7196655273438,0.07236328,0.30134386,359
60.85,3.4289937e-05,808960,-0.18998939,0.9969756572972983,395,0.005293834,249.43,808960,2400.4207859039307,0.061914064,0.40783262,360
59.58,-0.0043710833,811008,-0.187888,0.9958179392851889,396,0.01083955,248.34,811008,2406.0971417427063,0.13129883,0.39128,373
60.48,-0.0004083733,813056,-0.17148341,0.996618090197444,397,0.010756619,248.68,813056,2411.5841603279114,0.11762695,0.41446185,359
61.29,0.00050866156,815104,-0.16002563,0.9982628071447834,398,0.0073197135,248.81,815104,2417.289520740509,0.08520508,0.19316551,359
60.81,-0.00011786241,817152,-0.1527628,0.9948707669973373,399,0.0075953663,248.28,817152,2422.996028661728,0.091992185,0.6717852,359
62.98,-0.003831227,819200,-0.14276347,0.9984714149031788,400,0.0075840363,249.77,819200,2428.695398569107,0.09379883,0.25903493,356
62.84,0.002091294,821248,-0.1408954,0.9952379753813148,401,0.0073606917,250.01,821248,2434.4423582553864,0.083935544,1.2210281,359
64.63,0.0018043481,823296,-0.13939674,0.9961963226087391,402,0.0065993285,251.45,823296,2440.1367213726044,0.07788086,0.78179395,357
65.73,0.0033202507,825344,-0.14168456,0.9949041688814759,403,0.006784459,252.27,825344,2445.8704199790955,0.08554687,0.45689687,358
65.34,0.0024894015,827392,-0.13154602,0.9962858348153532,404,0.008053342,251.59,827392,2451.5867762565613,0.10102539,0.47992554,358
66.43,-0.0016938498,829440,-0.11259127,0.993707905523479,405,0.010998429,251.98,829440,2457.2974860668182,0.12563476,0.60086864,356
66.61,-0.0015196407,831488,-0.1087808,0.9970482210628688,406,0.008937677,251.53,831488,2463.0399124622345,0.10429688,0.5572724,363
67.9,0.0018871576,833536,-0.115477785,0.9966399734839797,407,0.004544948,252.84,833536,2468.6732971668243,0.04892578,0.8946727,354
69.94,0.0002734232,835584,-0.11416646,0.9989350733812898,408,0.009169796,253.42,835584,2474.4461052417755,0.10795899,0.15312657,359
69.81,-0.0014033323,837632,-0.10667859,0.9948441018350422,409,0.009281177,252.12,837632,2480.1455636024475,0.1059082,0.88458014,359
69.71,0.0042548305,839680,-0.09041186,0.995101185515523,410,0.006985806,250.69,839680,2485.844887495041,0.08266602,0.7550654,363
71.27,-0.0034190393,841728,-0.07711711,0.9964319756254554,411,0.0101345,250.86,841728,2491.481501340866,0.121240236,0.7325806,358
68.69,0.0021452818,843776,-0.06454546,0.995933884754777,412,0.005102651,248.36,843776,2497.1893129348755,0.06088867,0.3788789,361
69.11,0.0010655957,845824,-0.051156927,0.9974011888261884,413,0.0055428143,248.54,845824,2502.8525388240814,0.06567383,0.7799178,350
69.31,0.0017627825,847872,-0.051529817,0.997930427081883,414,0.0052419337,247.94,847872,2508.702388525009,0.061914064,0.45823544,352
71.15,-0.004590337,849920,-0.046947397,0.9977623361628503,415,0.00935698,249.15,849920,2514.509501695633,0.11347656,0.4220677,354
71.48,0.0021211202,851968,-0.030085245,0.9958094931207597,416,0.005599508,248.9,851968,2520.294910669327,0.07050781,0.41666585,364
72.52,0.00028604618,854016,-0.022832323,0.9986127375159413,417,0.0058846683,248.4,854016,2525.9158391952515,0.06977539,0.31728017,351
73.9,0.001027493,856064,-0.012414796,0.9987031760392711,418,0.007972577,249.79,856064,2531.7487802505493,0.091845706,0.2463841,353
72.98,-0.00086348207,858112,-0.0018708747,0.9969843323342502,419,0.0060753496,246.93,858112,2537.5454635620117,0.07460938,0.396898,354
70.16,0.0006812656,860160,0.01403552,0.9948561326600611,420,0.007884949,243.82,860160,2543.3211829662323,0.09423828,0.43557963,359
67.21,0.0023626897,862208,0.04133907,0.9982925495132804,421,0.0043955166,241.28,862208,2549.0191309452057,0.05307617,0.2032043,360
71.65,0.0018593839,864256,0.04596259,0.9966427674517035,422,0.005028547,245.49,864256,2554.7041585445404,0.056591798,0.9061127,347
69.28,0.0018411983,866304,0.04029803,0.9976054816506803,423,0.0041520195,243.25,866304,2560.6044068336487,0.048339844,0.19406198,353
71.3,0.00046000845,868352,0.037116677,0.9980822056531906,424,0.008622231,242.88,868352,2566.4017295837402,0.10634766,0.46587625,351
68.41,-0.0043332754,870400,0.05755799,0.9903639545664191,425,0.009211423,239.5,870400,2572.2240431308746,0.09477539,0.45575333,365
65.1,0.00057785015,872448,0.074513815,0.9979660448152572,426,0.0056699747,234.65,872448,2577.838786125183,0.06660156,0.23640141,358
61.67,-0.0031084397,874496,0.0875081,0.9900522204115987,427,0.005952532,231.34,874496,2583.5525665283203,0.06977539,0.6532866,358
60.93,-0.0038669393,876544,0.110376455,0.9955887319520116,428,0.006763424,230.9,876544,2589.273347377777,0.08291016,0.621723,350
58.06,0.0010965524,878592,0.12018275,0.9951262148097157,429,0.0048934594,226.35,878592,2595.119684457779,0.058691405,0.51402414,352
57.15,-0.00077880186,880640,0.11720642,0.9951920914463699,430,0.0049496912,225.11,880640,2600.939516067505,0.057910156,0.54041946,350
59.2,0.0015204545,882688,0.11808225,0.9900613315403461,431,0.005444548,225.79,882688,2606.78267455101,0.06669922,2.15957,351
58.52,-0.0026605711,884736,0.12236706,0.9893245361745358,432,0.006654539,221.87,884736,2612.609833717346,0.07675781,1.4334844,358
55.25,-0.0019230666,886784,0.13487986,0.9957978236488998,433,0.0045103147,215.83,886784,2618.3267459869385,0.054052733,0.45229277,352
55.79,-0.00042407535,888832,0.13900161,0.9974405341781676,434,0.0036130056,213.98,888832,2624.1386811733246,0.037646484,0.4644873,351
55.02,-0.0048073744,890880,0.14786586,0.9981817802181467,435,0.010245988,212.96,890880,2629.970989704132,0.12612304,0.15305226,353
56.25,-0.003930463,892928,0.15096393,0.9951842301525176,436,0.005858356,211.66,892928,2635.772895336151,0.0737793,1.3324015,351
58.29,-0.0007063535,894976,0.15470402,0.9949095267802477,437,0.005685826,212.43,894976,2641.5936806201935,0.0668457,0.8818504,352
61.87,-0.0012515082,897024,0.1624287,0.9940057853236794,438,0.0065113595,211.71,897024,2647.403084754944,0.07924805,1.1269833,350
61.98,-0.0034314464,899072,0.15795693,0.9968168470077217,439,0.006400247,208.93,899072,2653.2480545043945,0.07167969,0.35688347,346
62.92,-0.0016422741,901120,0.15695348,0.994777184445411,440,0.009874979,207.34,901120,2659.158018350601,0.117529295,0.9992043,347
61.73,-8.8155466e-05,903168,0.1676644,0.9962061541154981,441,0.004532607,203.79,903168,2665.0538325309753,0.054541014,0.43331903,346
63.65,-0.00083419756,905216,0.16836865,0.9956989069469273,442,0.005732264,204.19,905216,2670.9702005386353,0.060253907,0.81940204,348
66.64,0.0020141345,907264,0.170752,0.9967143558897078,443,0.003905307,206.56,907264,2676.856096506119,0.043798827,0.6823641,352
66.06,-0.004560648,909312,0.1711419,0.9972191853448749,444,0.0071151927,205.78,909312,2682.664699316025,0.08955078,0.37763017,343
69.93,-0.0005441642,911360,0.15525731,0.99646792630665,445,0.00578982,206.7,911360,2688.620834350586,0.05908203,0.95667124,344
70.76,-0.0050533297,913408,0.14600554,0.9952589897438884,446,0.010516705,207.21,913408,2694.574520111084,0.11538086,0.44808683,351
67.55,0.0020499239,915456,0.15555295,0.995583456940949,447,0.0048087,202.33,915456,2700.4029586315155,0.059570312,0.8278775,352
69.0,-0.0019724474,917504,0.15998626,0.9964582407847047,448,0.007333352,202.11,917504,2706.2242538928986,0.08461914,0.72412235,349
70.03,-0.0045328764,919552,0.16496994,0.9954468891955912,449,0.007985538,201.06,919552,2712.087046146393,0.097998045,1.0720363,353
71.48,-0.0053052977,921600,0.15984832,0.997260746313259,450,0.005094201,200.9,921600,2717.887314558029,0.062207032,0.7205918,347
72.77,-0.0058621243,923648,0.16034082,0.9972239495255053,451,0.008665435,200.28,923648,2723.793235063553,0.10986328,0.5471178,348
72.94,-0.0005979341,925696,0.16526234,0.9973398179281503,452,0.0053075934,197.04,925696,2729.6803090572357,0.062646486,0.5704277,347
71.53,0.00029137643,927744,0.16456988,0.9960514837875962,453,0.0060223145,191.25,927744,2735.58136343956,0.067919925,0.6802274,349
73.29,-0.0011957178,929792,0.1670933,0.9977395290043205,454,0.0053795683,191.15,929792,2741.441310405731,0.06542969,0.40909824,350
72.08,-0.0020892553,931840,0.16830851,0.9979189981240779,455,0.006649106,186.59,931840,2747.2866156101227,0.0796875,0.3951802,351
73.27,-0.00072444754,933888,0.15893005,0.9950796645134687,456,0.0058360863,184.97,933888,2753.114068031311,0.07241211,1.2571213,351
70.05,0.004488485,935936,0.15544379,0.9940252457745373,457,0.006248654,180.81,935936,2758.940966129303,0.07075195,0.8619668,353
66.88,0.0028685785,937984,0.15824106,0.9955798638984561,458,0.006138191,175.44,937984,2764.730586051941,0.07539062,0.58479875,351
65.45,0.0004472669,940032,0.16154918,0.9958051173016429,459,0.0066745854,171.4,940032,2770.5668137073517,0.082128905,0.62745464,350
64.36,0.0015137149,942080,0.1555789,0.9968365193344653,460,0.005026701,169.28,942080,2776.4204964637756,0.05629883,0.6875106,354
65.12,-0.0035372775,944128,0.14629248,0.9971403833478689,461,0.0090846205,169.58,944128,2782.195552587509,0.10664062,0.7975973,353
66.03,0.00080910465,946176,0.14640112,0.9973138084169477,462,0.007362181,171.37,946176,2787.9944865703583,0.089746095,0.4809479,348
66.36,0.0012807043,948224,0.15124716,0.9980410228017718,463,0.005544354,170.13,948224,2793.876716375351,0.06611328,0.36266902,347
63.89,-0.0018379489,950272,0.15334988,0.9948162189684808,464,0.008714381,166.66,950272,2799.776388645172,0.10595703,1.1128701,346
63.98,0.00041806704,952320,0.15108743,0.994430139195174,465,0.0078724725,165.48,952320,2805.6808552742004,0.0831543,0.68127215,349
68.12,-0.00073879445,954368,0.15066066,0.9984465810703114,466,0.006615368,168.64,954368,2811.5410528182983,0.079394534,0.4059767,351
72.59,-0.00016383975,956416,0.14922847,0.9967474716249853,467,0.0063275853,173.25,956416,2817.3618054389954,0.07675781,1.0647061,343
71.29,-0.0017621011,958464,0.15574057,0.9967544430401176,468,0.00843912,171.75,958464,2823.3184113502502,0.10688476,0.650526,349
68.11,7.723326e-05,960512,0.1664014,0.9965759390033782,469,0.006546141,167.23,960512,2829.1812028884888,0.08510742,0.7127787,348
68.49,-0.001933145,962560,0.1628329,0.9981249116826802,470,0.0070476746,164.62,962560,2835.068122148514,0.080761716,0.37815064,347
70.56,0.00079164363,964608,0.15894178,0.9966334986966103,471,0.0051009124,163.88,964608,2840.9684913158417,0.061621092,0.9669441,343
72.83,-0.003838443,966656,0.15123627,0.9972544822376221,472,0.00710673,163.64,966656,2846.9309029579163,0.08701172,0.7615007,351
75.03,-0.00043986342,968704,0.14648439,0.9961547062266618,473,0.008540498,165.08,968704,2852.757598400116,0.09331055,0.6643828,350
72.43,-0.00095417973,970752,0.14715046,0.9975772115867585,474,0.005569323,162.64,970752,2858.602601289749,0.070458986,0.5188244,349
71.48,-0.0029036074,972800,0.13829605,0.9964678976684809,475,0.0062894346,161.27,972800,2864.4565579891205,0.07314453,0.9928166,343
74.21,-0.002280327,974848,0.13570853,0.9973564608953893,476,0.0061300625,164.78,974848,2870.4262840747833,0.07075195,0.6845708,345
76.03,-0.006046277,976896,0.13368943,0.9960011127404869,477,0.009989451,167.46,976896,2876.3605217933655,0.11508789,0.9104614,348
76.79,0.002334952,978944,0.12904395,0.9920599274337292,478,0.0062751584,169.3,978944,2882.232477426529,0.07919922,1.9270093,348
74.48,0.001367998,980992,0.1309314,0.9967950829304755,479,0.004863685,168.41,980992,2888.1123855113983,0.05673828,0.6082831,355
72.96,-0.0046870685,983040,0.13699536,0.995093482080847,480,0.008648622,167.51,983040,2893.87264418602,0.10966797,0.97443867,347
74.17,0.002738765,985088,0.12598416,0.9950791327282786,481,0.006747386,169.9,985088,2899.7762961387634,0.07744141,1.5928978,342
75.85,0.0045741396,987136,0.11725409,0.9955852944403887,482,0.0083576385,171.58,987136,2905.765780210495,0.10288086,1.0784357,347
72.64,0.0022245788,989184,0.11006166,0.997769461479038,483,0.0066017634,168.86,989184,2911.662265062332,0.08178711,0.2842334,350
67.33,0.0016405589,991232,0.110133395,0.996182139730081,484,0.0072869584,165.02,991232,2917.50998210907,0.09082031,0.407018,354
67.14,0.0012946471,993280,0.12461913,0.9971229343209416,485,0.00538064,165.65,993280,2923.2941904067993,0.064404294,0.5584454,350
63.4,-0.0012953695,995328,0.13768896,0.9967657497618347,486,0.0059637083,163.77,995328,2929.146674156189,0.070410155,0.5865258,355
64.38,-0.00224785,997376,0.14600292,0.9980290492530912,487,0.005459417,165.35,997376,2934.9127390384674,0.06796875,0.5398244,347
67.6,0.0014582633,999424,0.13971896,0.9964182307012379,488,0.0038134016,169.9,999424,2940.8046708106995,0.04082031,0.9522172,345
68.22,-0.0031048087,1001472,0.13850293,0.9955473961308599,489,0.008165756,171.1,1001472,2946.739575624466,0.095898435,1.50998,348
67.96,-0.0011423246,1003520,0.14329287,0.995345494709909,490,0.00709355,173.11,1003520,2952.6107835769653,0.08691406,1.046951,347
67.92,0.0026616014,1005568,0.13883023,0.9966636886820197,491,0.0070168884,173.81,1005568,2958.50448679924,0.08251953,0.442726,348
71.7,-0.002137707,1007616,0.12276777,0.9949718238785863,492,0.008598557,179.03,1007616,2964.386226415634,0.10390625,1.3281759,358
74.6,0.00078940374,1009664,0.111695364,0.9939783890731633,493,0.00377706,181.72,1009664,2970.108653783798,0.039404295,1.6799986,347
75.65,0.0008091432,1011712,0.10054274,0.9930866938084364,494,0.0074450397,183.91,1011712,2976.0034370422363,0.0909668,1.884229,346
78.72,-0.00084336766,1013760,0.09622532,0.9950653249397874,495,0.0074067293,187.76,1013760,2981.912066221237,0.08847656,1.0446794,348
78.4,-0.0017881483,1015808,0.09759216,0.9898201953619719,496,0.005868753,188.82,1015808,2987.7850637435913,0.070214845,2.3230069,350
75.59,3.700721e-05,1017856,0.10420046,0.9910392686724663,497,0.006478279,188.56,1017856,2993.6341140270233,0.078125,1.5986598,348
72.73,0.00030816003,1019904,0.106441215,0.993057603482157,498,0.008604234,187.37,1019904,2999.516957759857,0.10107422,0.9671137,349
75.29,0.0028832494,1021952,0.09653864,0.9853678168728948,499,0.004073655,191.14,1021952,3005.386053085327,0.043066405,4.3228145,353
75.1,0.0016813958,1024000,0.09060368,0.9946092339232564,500,0.0043909806,190.48,1024000,3011.1849002838135,0.047167968,0.90123355,351
72.65,-0.0017210294,1026048,0.09366438,0.9957967111840844,501,0.0072423667,187.01,1026048,3017.010757923126,0.09379883,0.9154067,351
69.28,0.0011842248,1028096,0.111811325,0.9798633996397257,502,0.0068220696,184.14,1028096,3022.8444340229034,0.07539062,1.7364975,354
69.96,-0.0013032595,1030144,0.12607019,0.9930539280176163,503,0.007013061,185.98,1030144,3028.6288919448853,0.08710937,1.9841658,345
69.9,-0.00017049174,1032192,0.13556442,0.9964649036992341,504,0.0062543415,186.38,1032192,3034.5535612106323,0.077783205,0.83991706,345
70.29,-0.0019154481,1034240,0.14289062,0.9940625512972474,505,0.0070962287,187.2,1034240,3040.477015733719,0.08911133,1.1969396,354
71.96,-0.0012580433,1036288,0.14228716,0.9955145618878305,506,0.006473615,190.14,1036288,3046.258982181549,0.07885742,0.94904584,342
75.59,-0.0006541338,1038336,0.13923723,0.9965865109115839,507,0.006566736,191.58,1038336,3052.2336282730103,0.07236328,0.88850355,348
72.93,-0.00041118992,1040384,0.14083514,0.9878771742805839,508,0.0055128657,190.66,1040384,3058.10862660408,0.068554685,1.8896202,349
70.44,0.0028278276,1042432,0.14439103,0.9915695386007428,509,0.0076043606,190.36,1042432,3063.9688913822174,0.08637695,0.9155494,351
68.09,0.000109248605,1044480,0.16406265,0.9918347578495741,510,0.006698828,187.32,1044480,3069.7989387512207,0.08066406,1.687707,349
69.52,-0.00068389473,1046528,0.16153243,0.9964085652027279,511,0.0096302945,188.12,1046528,3075.669434785843,0.08476563,0.5102729,352
68.69,0.0006133788,1048576,0.15297475,0.9925904683768749,512,0.0036322516,186.83,1048576,3081.484556913376,0.04018555,1.5234468,349
67.7,-0.0005641898,1050624,0.16164455,0.994861017446965,513,0.006875912,184.23,1050624,3087.3456807136536,0.08496094,0.7075518,343
67.9,0.0010848104,1052672,0.16950788,0.9938768353313208,514,0.0050344313,184.52,1052672,3093.306748867035,0.060058594,1.6524264,346
67.53,-0.0011500496,1054720,0.1690818,0.9964277422986925,515,0.00813435,181.18,1054720,3099.211179494858,0.0965332,0.916798,348
66.48,-0.0014990908,1056768,0.1623927,0.9961420400068164,516,0.005668345,177.85,1056768,3105.091310977936,0.068603516,0.90753937,345
69.04,0.0022703845,1058816,0.16389842,0.9955728524364531,517,0.00420292,180.11,1058816,3111.013967514038,0.044140626,0.7996987,350
70.41,0.0012675512,1060864,0.16688095,0.9888979764655232,518,0.0037469384,180.28,1060864,3116.852511882782,0.04111328,1.4472815,352
71.68,0.0006444073,1062912,0.1644316,0.9940572236664593,519,0.0046891854,181.94,1062912,3122.6677780151367,0.053857423,1.2655704,350
69.54,0.0014892656,1064960,0.15770136,0.9950722558423877,520,0.0053912867,180.63,1064960,3128.507538318634,0.06621094,0.4779377,348
70.42,-0.003607165,1067008,0.15827438,0.9957795236259699,521,0.0051064035,183.17,1067008,3134.3830947875977,0.060791016,1.0547912,351
69.39,0.00065555895,1069056,0.15595803,0.9968124071601778,522,0.004195536,180.96,1069056,3140.2107503414154,0.04824219,0.72725606,348
71.04,-0.0017792452,1071104,0.15730402,0.9936444042250514,523,0.004457144,183.09,1071104,3146.0900218486786,0.05263672,2.4893343,347
71.53,-0.00020703414,1073152,0.1582866,0.9934497945941985,524,0.0035978395,186.13,1073152,3151.993131875992,0.039648436,1.8330498,348
72.29,-0.0008434009,1075200,0.1449045,0.9934158022515476,525,0.0052507957,188.83,1075200,3157.867970943451,0.06040039,1.4630167,348
70.35,-0.004725511,1077248,0.14611667,0.9964762828312814,526,0.0063911667,189.83,1077248,3163.7571330070496,0.08339844,0.73569113,345
70.72,0.0025892807,1079296,0.14809689,0.9948675571940839,527,0.0069203437,191.41,1079296,3169.6872220039368,0.08256836,0.7422849,352
69.57,0.0016807694,1081344,0.13897021,0.9963067590724677,528,0.0042413753,191.09,1081344,3175.507129907608,0.049951173,0.59234124,357
68.37,-0.0017911419,1083392,0.1454804,0.9944571536034346,529,0.007586322,191.81,1083392,3181.23828291893,0.085839845,0.9391553,360
67.14,0.0031876701,1085440,0.15303677,0.9933092924766243,530,0.0052523306,189.14,1085440,3186.9239134788513,0.060839843,1.1099774,355
68.14,-0.0006311166,1087488,0.14856023,0.9960864842869341,531,0.0062686712,190.98,1087488,3192.6947684288025,0.07602539,0.7885802,347
66.87,0.00047870167,1089536,0.14157541,0.992456890642643,532,0.006139894,190.67,1089536,3198.5865893363953,0.07216797,1.0050437,347
61.51,-0.00015211421,1091584,0.14024337,0.9932374232448637,533,0.0067007495,183.54,1091584,3204.48827791214,0.072509766,1.0709968,348
61.78,-0.0027522012,1093632,0.14321157,0.9945914903655648,534,0.008017837,181.92,1093632,3210.366890192032,0.092285156,1.2301276,355
63.3,-0.0014107554,1095680,0.14774671,0.9943740954622626,535,0.0061846185,178.71,1095680,3216.1358330249786,0.07729492,1.3022096,358
61.05,0.0015174684,1097728,0.1566252,0.987427675165236,536,0.0068652197,176.81,1097728,3221.853451728821,0.07553711,1.074869,349
62.63,9.115341e-05,1099776,0.16831936,0.9843674618750811,537,0.009676084,178.77,1099776,3227.719659090042,0.10043945,3.9757786,344
65.77,0.0010783358,1101824,0.17269203,0.9927308978512883,538,0.0060957815,178.26,1101824,3233.6721289157867,0.068847656,1.6537409,345
63.19,-0.00045752348,1103872,0.1815563,0.9870114242658019,539,0.0110813165,176.7,1103872,3239.596754550934,0.10649414,2.3484578,347
64.2,-0.0026551061,1105920,0.17634548,0.9957898203283548,540,0.005727955,176.34,1105920,3245.4901814460754,0.06381836,1.046665,347
66.48,-0.0017430913,1107968,0.17486641,0.9909339994192123,541,0.006235284,176.49,1107968,3251.3811893463135,0.076611325,1.8352144,357
66.07,-0.001403392,1110016,0.16673164,0.99494948098436,542,0.0061167683,177.8,1110016,3257.1104187965393,0.06435547,0.99436903,351
65.1,0.0013268001,1112064,0.14519632,0.9936152384616435,543,0.0047395034,178.64,1112064,3262.94545173645,0.05234375,1.4312123,356
65.75,0.0019895253,1114112,0.14904134,0.9913326231762767,544,0.005813474,178.46,1114112,3268.6984915733337,0.06875,1.9767271,354
67.73,-0.00028288405,1116160,0.16421889,0.9941095444373786,545,0.0073688095,179.11,1116160,3274.4857149124146,0.08540039,1.4537017,347
66.39,-0.0012125559,1118208,0.17065251,0.9918913468718529,546,0.007059296,176.27,1118208,3280.3823783397675,0.08525391,1.7457447,349
64.86,0.0035429038,1120256,0.17182007,0.993290567304939,547,0.004416785,173.71,1120256,3286.252673625946,0.04838867,0.8023626,355
66.44,0.00021156567,1122304,0.16846779,0.9946598438546062,548,0.004344495,173.15,1122304,3292.0103390216827,0.052197266,1.2506796,355
67.03,0.0004257983,1124352,0.16641095,0.9943284001201391,549,0.0058068587,172.79,1124352,3297.7739429473877,0.06958008,1.2598481,351
67.39,-0.0005638714,1126400,0.1567872,0.994671521242708,550,0.0057069696,170.84,1126400,3303.609889984131,0.06289063,1.3475354,346
67.05,0.0023199178,1128448,0.14095671,0.9891268368810415,551,0.0070231473,166.29,1128448,3309.5292291641235,0.080322266,1.8887446,348
68.48,-0.0005554671,1130496,0.1322157,0.9969049035571516,552,0.00806094,167.03,1130496,3315.4010655879974,0.091601565,0.6241926,351
67.58,-0.0048736413,1132544,0.13522801,0.9891693694517016,553,0.010689981,164.77,1132544,3321.2279562950134,0.1105957,2.7163413,355
67.45,0.0008352518,1134592,0.1503157,0.9955595382489264,554,0.007045012,163.94,1134592,3326.99573969841,0.08427735,0.8490921,356
70.75,-0.0016602601,1136640,0.1446985,0.9932313254103065,555,0.004291259,167.95,1136640,3332.7486221790314,0.050488282,1.7299055,347
