ep_reward_mean,policy_loss,total_timesteps,policy_entropy,explained_variance,n_updates,approxkl,ep_len_mean,serial_timesteps,time_elapsed,clipfrac,value_loss,fps
77.29,-0.003709667,1501184,-0.021277782,0.9960534651763737,733,0.007860741,178.79,1501184,4362.240002155304,0.09624024,0.73579234,366
75.77,0.00057483214,1503232,-0.020374179,0.9968246938660741,734,0.006841688,177.28,1503232,4367.835988998413,0.08544922,0.8640629,357
74.71,0.00015624086,1505280,-0.01963675,0.9970112142618746,735,0.01100593,174.3,1505280,4373.568058252335,0.12539062,0.84733486,354
74.46,-2.3179013e-05,1507328,-0.005795189,0.992821341380477,736,0.005814351,173.49,1507328,4379.352473020554,0.0737793,1.6368784,354
72.44,-0.004723576,1509376,0.0062205982,0.9934636121615767,737,0.011122787,170.87,1509376,4385.1345911026,0.1315918,1.6812696,349
72.51,0.003329866,1511424,0.019686949,0.9949276158586144,738,0.0064480184,168.82,1511424,4391.002346038818,0.075,1.3859327,357
77.63,-0.0010693679,1513472,0.020406002,0.9952484513632953,739,0.0050182235,170.79,1513472,4396.7351541519165,0.059423827,1.3814869,365
73.38,0.0008989916,1515520,0.027104234,0.9944219002500176,740,0.0072642467,164.81,1515520,4402.345306634903,0.08911133,1.142513,359
76.61,-2.1413443e-05,1517568,0.031112324,0.9966782815754414,741,0.0051504243,166.41,1517568,4408.052418231964,0.06391601,0.9431114,351
77.98,-0.002698372,1519616,0.033628263,0.9948137113824487,742,0.0077772057,165.55,1519616,4413.8746073246,0.09887695,1.2857051,357
77.71,-0.00067421765,1521664,0.041797366,0.9928814861923456,743,0.0046386486,164.72,1521664,4419.610410690308,0.05029297,2.0157094,353
78.22,-0.0033536036,1523712,0.042587392,0.9976325142197311,744,0.0076812194,163.11,1523712,4425.411671876907,0.09458008,0.758969,355
78.79,-0.0025701765,1525760,0.054262854,0.9968605877365917,745,0.0076258453,162.88,1525760,4431.17707657814,0.09741211,0.77684075,356
79.03,-0.009246746,1527808,0.072257124,0.9980194638483226,746,0.011139857,163.61,1527808,4436.932213544846,0.11860351,0.51011485,354
76.27,-0.0012149655,1529856,0.08471714,0.994560063816607,747,0.008228255,161.66,1529856,4442.718418836594,0.10107422,1.0725839,353
78.57,-0.00077111967,1531904,0.096923724,0.9948772001080215,748,0.0071697063,164.69,1531904,4448.508108615875,0.08432617,1.7874931,353
76.39,-0.0014500627,1533952,0.10565089,0.9947516205720603,749,0.006555239,163.73,1533952,4454.309063673019,0.08305664,1.4350625,347
73.13,-0.0035433932,1536000,0.10426424,0.9941134145483375,750,0.007839212,162.43,1536000,4460.200758457184,0.08847656,1.1669815,347
72.01,-0.00085707457,1538048,0.10821195,0.9949887054972351,751,0.009777563,164.12,1538048,4466.096914052963,0.11811523,1.1238128,349
71.46,-0.0028793893,1540096,0.10805508,0.9967457067687064,752,0.008924003,164.97,1540096,4471.951899290085,0.10756836,1.0835149,350
70.03,-0.00054810225,1542144,0.09564928,0.9955780608579516,753,0.008124551,164.17,1542144,4477.805584430695,0.08691406,0.8919164,349
69.83,-0.0020012022,1544192,0.089393735,0.9967890933621675,754,0.0063835816,163.4,1544192,4483.660898923874,0.08256836,0.85101604,350
70.98,-0.0031514051,1546240,0.09085203,0.9940978288650513,755,0.006651552,164.3,1546240,4489.501782655716,0.07626953,1.4291155,350
72.99,-0.0036003918,1548288,0.08017925,0.9965364690870047,756,0.00885948,164.35,1548288,4495.351185798645,0.103710935,0.94118196,355
72.73,-0.0011595469,1550336,0.07047722,0.9954153657890856,757,0.0071498207,164.91,1550336,4501.1120002269745,0.08671875,1.1624153,358
77.83,-0.0004760768,1552384,0.070648566,0.9965912492480129,758,0.0059515415,168.4,1552384,4506.830092906952,0.07392578,0.995364,354
78.67,-0.0059100306,1554432,0.07365898,0.9978355609346181,759,0.0093890205,167.79,1554432,4512.610618829727,0.108789064,0.6120902,359
81.68,-0.00040622609,1556480,0.072066076,0.9951091529801488,760,0.0077872775,169.62,1556480,4518.309278011322,0.08955078,1.8984182,348
84.07,0.0012540478,1558528,0.069986135,0.9956730911508203,761,0.007542692,172.57,1558528,4524.187699079514,0.08823242,1.340347,350
85.55,-0.0020405245,1560576,0.05867685,0.9959922349080443,762,0.0065442966,175.3,1560576,4530.028386354446,0.078466795,1.291838,348
84.21,-0.0009833274,1562624,0.046052154,0.9953110427595675,763,0.008146193,176.06,1562624,4535.900508880615,0.09921875,1.3643101,357
83.4,0.000978118,1564672,0.04266728,0.9957172041758895,764,0.0054723667,175.29,1564672,4541.626374006271,0.06689453,1.4964865,353
84.96,0.0007416502,1566720,0.039859682,0.9964377952273935,765,0.008089514,176.67,1566720,4547.415603160858,0.09765625,1.0383406,360
83.55,0.0006146148,1568768,0.049498674,0.9971540176775306,766,0.009775084,175.66,1568768,4553.102510929108,0.1171875,0.68750405,357
84.15,-0.0030704373,1570816,0.046421513,0.9966022006701678,767,0.006222599,176.62,1570816,4558.834267377853,0.075,0.95898294,353
86.42,-0.0018275458,1572864,0.04089794,0.9963052570819855,768,0.008922363,178.49,1572864,4564.637287378311,0.111572266,1.016951,350
84.65,-0.0016809251,1574912,0.041299082,0.995160446036607,769,0.0074360194,176.27,1574912,4570.486369132996,0.09023438,1.2667203,356
88.1,0.0017746547,1576960,0.044482037,0.9966465807519853,770,0.005821558,178.83,1576960,4576.232127666473,0.070654295,1.5098016,351
85.48,0.0010657258,1579008,0.05129037,0.9964738404378295,771,0.006614356,176.27,1579008,4582.062672138214,0.07734375,0.897659,359
88.4,-0.004060567,1581056,0.04615279,0.9951268695294857,772,0.00697733,178.37,1581056,4587.759924888611,0.08500977,1.40826,354
85.53,-0.0011602278,1583104,0.04749348,0.9958550445735455,773,0.007189331,176.71,1583104,4593.5454206466675,0.083789065,1.0090792,356
85.09,-0.00094607676,1585152,0.03586163,0.9960975490976125,774,0.007572704,176.04,1585152,4599.295445203781,0.08564453,1.6347939,352
89.02,-0.0011972515,1587200,0.015591631,0.9949400764890015,775,0.007204509,178.52,1587200,4605.106456756592,0.09101562,1.8851789,355
89.43,-0.007838183,1589248,0.004182367,0.997509344946593,776,0.009324655,178.54,1589248,4610.873672008514,0.11601563,1.0788189,346
89.65,-0.0012526622,1591296,-0.0058349515,0.9966787290759385,777,0.0058524846,178.32,1591296,4616.781211137772,0.07241211,1.1069607,356
91.79,-0.0012379575,1593344,-0.008489175,0.9938094769604504,778,0.009564795,181.19,1593344,4622.531819820404,0.1140625,1.9347637,353
91.79,0.0013825941,1595392,-0.017641218,0.9946283004246652,779,0.008404195,180.86,1595392,4628.332948684692,0.0972168,2.1330128,351
94.87,-0.007623557,1597440,-0.030791948,0.9964934582822025,780,0.0069102244,184.58,1597440,4634.162420988083,0.08549805,1.6497285,350
98.97,-0.0013055435,1599488,-0.037396178,0.9937140452675521,781,0.006709787,188.98,1599488,4640.015205383301,0.08842774,2.921514,351
102.62,-0.002706134,1601536,-0.040704332,0.9932985217310488,782,0.007814119,192.81,1601536,4645.849331855774,0.09301758,2.864769,346
108.78,-0.0043564206,1603584,-0.04498937,0.996709457365796,783,0.008990476,197.81,1603584,4651.76131772995,0.11000977,1.4173878,356
109.75,-0.0014038037,1605632,-0.06129148,0.9937910931184888,784,0.006650484,199.85,1605632,4657.507918596268,0.07524414,3.0174882,349
110.83,-0.0034917318,1607680,-0.07848729,0.9916447019204497,785,0.008173279,203.37,1607680,4663.367311477661,0.10200195,3.3700423,349
114.52,-0.0030103833,1609728,-0.08927825,0.9948717877268791,786,0.008422913,208.98,1609728,4669.234591960907,0.103564456,2.3822322,351
110.91,-0.00027384772,1611776,-0.1031395,0.9908347325399518,787,0.006839644,207.9,1611776,4675.06405043602,0.082128905,2.3265557,359
109.87,-0.0056083975,1613824,-0.10917546,0.9921379676088691,788,0.009564426,206.94,1613824,4680.763458013535,0.11801758,2.6252396,351
113.68,-0.0033181221,1615872,-0.10195259,0.9951064614579082,789,0.008670857,211.04,1615872,4686.596850156784,0.107226565,2.4947553,354
118.6,-0.0054974123,1617920,-0.09820197,0.9952501142397523,790,0.008385764,216.43,1617920,4692.379305124283,0.10683594,3.7318301,340
123.74,-0.0028279356,1619968,-0.10053476,0.9938182230107486,791,0.009145992,223.64,1619968,4698.400149822235,0.11069336,5.0550547,341
131.21,-0.0031227816,1622016,-0.111183405,0.9913767855614424,792,0.006802325,232.42,1622016,4704.396283388138,0.08867188,5.113559,339
133.27,-0.0068926746,1624064,-0.12233044,0.9948842138983309,793,0.010347819,237.33,1624064,4710.431977033615,0.12993164,3.0364573,346
137.18,-0.00081242836,1626112,-0.12702054,0.9829372465610504,794,0.009393835,240.86,1626112,4716.350383520126,0.11171875,11.655448,331
166.15,-0.0133160455,1628160,-0.13790374,0.9918944090604782,795,0.022032738,272.05,1628160,4722.531434059143,0.24936524,4.741653,329
185.08,-0.00080146827,1630208,-0.1533796,-0.10486745834350586,796,0.0146733625,289.87,1630208,4728.7398471832275,0.17231445,19.795723,323
203.17,-0.0055363523,1632256,-0.17027475,0.9217017218470573,797,0.0134221595,307.49,1632256,4735.062819004059,0.15507813,19.044556,339
220.73,0.0030943053,1634304,-0.18402366,0.8584755659103394,798,0.011081075,324.26,1634304,4741.090046167374,0.111767575,19.200138,329
238.22,-0.0007293092,1636352,-0.18877253,-0.028810739517211914,799,0.018018533,342.06,1636352,4747.310052394867,0.18569335,18.34135,330
257.38,-0.0011787115,1638400,-0.19588456,0.004741013050079346,800,0.009378006,360.54,1638400,4753.513568401337,0.12211914,17.76039,326
277.13,6.605642e-05,1640448,-0.19672757,0.2313452959060669,801,0.017509894,379.56,1640448,4759.797576904297,0.19467774,15.024147,326
296.07,0.0027798044,1642496,-0.19688213,0.04836535453796387,802,0.010196005,397.79,1642496,4766.073172092438,0.12954101,19.597961,329
315.85,0.0007757922,1644544,-0.19784024,0.22036337852478027,803,0.006729214,416.76,1644544,4772.282832860947,0.08691406,15.8725815,330
335.99,-0.0075981384,1646592,-0.20037308,0.7679027169942856,804,0.013736539,435.83,1646592,4778.482043981552,0.1894043,19.724987,329
353.47,0.00059764355,1648640,-0.20364842,0.08005160093307495,805,0.012421825,453.52,1648640,4784.708157539368,0.14453125,18.492083,324
371.88,0.0010592721,1650688,-0.21026,0.0734100341796875,806,0.013290005,471.13,1650688,4791.014401674271,0.15439454,17.486374,326
390.84,-0.0013382264,1652736,-0.20929118,0.1307581067085266,807,0.012412577,489.25,1652736,4797.282280445099,0.14995117,17.958616,330
410.22,-0.00024243262,1654784,-0.19414774,-0.02790093421936035,808,0.015015578,507.97,1654784,4803.488538265228,0.17260742,18.336834,331
428.26,-0.003834925,1656832,-0.17639807,0.05273157358169556,809,0.016186854,525.37,1656832,4809.669988155365,0.19262695,17.35185,323
448.66,0.0007787469,1658880,-0.17556976,0.22903019189834595,810,0.010115709,544.44,1658880,4815.99632692337,0.1203125,17.693043,329
468.73,-0.006188661,1660928,-0.17623033,0.016430914402008057,811,0.018351462,562.86,1660928,4822.217234134674,0.23120117,17.98496,325
485.93,0.0053621023,1662976,-0.1731288,-0.01451122760772705,812,0.012648419,578.95,1662976,4828.501667499542,0.14155273,18.392254,325
506.4,-0.0011449702,1665024,-0.16365585,0.9220611602067947,813,0.016458543,598.36,1665024,4834.787314653397,0.1703125,19.715107,326
522.3,0.0041479836,1667072,-0.15126584,0.023190200328826904,814,0.010355741,615.89,1667072,4841.060207366943,0.113623045,18.189686,329
541.71,0.003120129,1669120,-0.14879885,0.03307032585144043,815,0.01632151,634.53,1669120,4847.269357204437,0.17158203,18.357407,327
562.16,0.0019828894,1671168,-0.15172917,-0.022774100303649902,816,0.011447547,653.73,1671168,4853.522972822189,0.13544922,19.042793,333
581.55,0.0024657636,1673216,-0.15792955,-0.023944616317749023,817,0.008738297,672.05,1673216,4859.670995235443,0.103466794,19.031475,327
601.06,0.0021025208,1675264,-0.15428694,0.016755342483520508,818,0.015211676,690.71,1675264,4865.934720039368,0.16484375,18.54678,329
619.57,0.0037913031,1677312,-0.14032687,-0.014657258987426758,819,0.007824638,708.53,1677312,4872.152300357819,0.09882812,19.378042,326
639.91,0.0023170565,1679360,-0.1238718,-0.005759477615356445,820,0.007936457,727.86,1679360,4878.4219880104065,0.10200195,19.02777,322
660.37,0.0032617047,1681408,-0.11054299,0.10542166233062744,821,0.016325716,746.98,1681408,4884.784620761871,0.18066406,17.582743,321
680.08,0.00296655,1683456,-0.09595763,0.050543010234832764,822,0.0122057665,765.83,1683456,4891.162846565247,0.13598633,19.000717,324
699.71,0.0014208589,1685504,-0.08460729,0.1866319179534912,823,0.009255474,784.3,1685504,4897.473893165588,0.12163086,18.585665,328
716.35,0.0009005368,1687552,-0.08708632,0.06352496147155762,824,0.006384994,800.17,1687552,4903.7006096839905,0.07998047,18.685848,324
736.84,0.0078032874,1689600,-0.07236563,-0.0362476110458374,825,0.010184718,819.39,1689600,4910.011126995087,0.0965332,19.763124,323
757.16,0.0031521465,1691648,-0.05538659,0.027147769927978516,826,0.011029381,838.28,1691648,4916.342261314392,0.13017578,20.781275,324
776.97,0.0046252864,1693696,-0.039748624,0.003061950206756592,827,0.011862057,857.46,1693696,4922.661443948746,0.14106445,19.340988,324
796.79,-0.0009813646,1695744,-0.028565485,0.009050846099853516,828,0.010970333,876.1,1695744,4928.975742816925,0.13662109,19.546253,322
815.12,-0.0048878165,1697792,-0.019117426,0.01746070384979248,829,0.01586866,893.75,1697792,4935.319236040115,0.19887695,19.514637,323
834.84,0.0022121733,1699840,-0.011657961,0.339042067527771,830,0.008836895,912.56,1699840,4941.641946554184,0.11484375,20.06992,320
854.14,-0.0005425293,1701888,-0.010522315,0.027172505855560303,831,0.012336716,930.78,1701888,4948.027502298355,0.15205078,19.465458,319
871.55,0.0016252482,1703936,-0.01128919,0.3571186661720276,832,0.007980591,947.09,1703936,4954.442656040192,0.09711914,23.031618,319
889.5,0.0022293618,1705984,0.0021188606,0.004054248332977295,833,0.0066661625,965.35,1705984,4960.856155633926,0.08134766,19.742722,315
909.26,0.00072586106,1708032,0.018351648,0.11633336544036865,834,0.0062930956,984.21,1708032,4967.356265068054,0.08154297,19.621874,319
927.25,0.006113404,1710080,0.038472205,-0.014819622039794922,835,0.012151715,1001.41,1710080,4973.763232707977,0.12807617,20.170065,320
947.51,-0.0013116177,1712128,0.064967066,-0.009399056434631348,836,0.011261758,1020.48,1712128,4980.164221048355,0.13608399,20.092855,320
966.69,0.0044057546,1714176,0.098877445,-0.03221166133880615,837,0.009383927,1038.33,1714176,4986.565013885498,0.10708008,20.307102,319
986.95,0.0029877338,1716224,0.12164305,-0.016088485717773438,838,0.0091988575,1057.18,1716224,4992.97199511528,0.115039065,20.21722,327
1007.05,-0.003733823,1718272,0.13472584,-0.01458132266998291,839,0.010403352,1076.37,1718272,4999.22749710083,0.13891602,20.129066,323
1026.21,0.001098165,1720320,0.1526188,0.018073201179504395,840,0.01139531,1094.23,1720320,5005.557633399963,0.13979492,19.774067,323
1046.7,0.00049845624,1722368,0.1865583,-0.011856913566589355,841,0.004006887,1113.24,1722368,5011.896628856659,0.04663086,20.14276,318
1065.22,0.0028934244,1724416,0.2185167,-0.018302083015441895,842,0.007239075,1130.93,1724416,5018.323416471481,0.087207034,20.503216,314
1085.68,0.0014246138,1726464,0.23421347,-0.0021877288818359375,843,0.008723116,1150.26,1726464,5024.838552951813,0.10322265,20.302773,318
1105.18,0.00050543004,1728512,0.25594786,0.010001838207244873,844,0.0064228848,1169.1,1728512,5031.264389038086,0.08359375,20.115292,318
1125.66,0.000514536,1730560,0.2755373,-0.010609865188598633,845,0.012014171,1188.25,1730560,5037.698863506317,0.14829102,20.349224,315
1145.18,0.0009748487,1732608,0.2850855,0.5115752220153809,846,0.0077721654,1206.82,1732608,5044.201073408127,0.09301758,21.707174,317
1163.76,-0.00010809483,1734656,0.29760072,0.018591701984405518,847,0.008317312,1225.75,1734656,5050.658000946045,0.10668945,20.019312,322
1183.37,-0.0005483881,1736704,0.32514605,-0.013883829116821289,848,0.007096366,1244.69,1736704,5057.001922369003,0.08500977,20.360888,318
1196.11,-0.0004803355,1738752,0.3574735,0.9474587142467499,849,0.0058523044,1260.04,1738752,5063.425524234772,0.06889649,40.7835,323
1197.83,-0.0031266313,1740800,0.37031356,0.9997905042109778,850,0.0061992235,1261.49,1740800,5069.753659248352,0.07910156,0.02287495,324
1217.58,-0.0010721225,1742848,0.37277237,0.3979913592338562,851,0.0058796997,1280.07,1742848,5076.072445392609,0.075488284,23.678902,321
1236.11,0.0010627145,1744896,0.3842636,-0.0005898475646972656,852,0.005364482,1299.15,1744896,5082.453298330307,0.0652832,20.280827,319
1256.55,0.0022912172,1746944,0.3978656,0.2497749924659729,853,0.005551879,1317.83,1746944,5088.859824180603,0.066308595,20.676092,321
1275.22,0.00022329642,1748992,0.41729254,0.06591957807540894,854,0.0070059327,1336.36,1748992,5095.2360372543335,0.083740234,20.557024,320
1293.38,0.0011628212,1751040,0.42671713,-0.004365682601928711,855,0.0058951327,1354.1,1751040,5101.6370408535,0.07236328,20.411673,319
1313.36,0.00091810134,1753088,0.44026747,0.017897427082061768,856,0.0063882144,1373.06,1753088,5108.056001901627,0.07519531,20.104767,315
1331.4,0.0013995051,1755136,0.46369863,0.00683826208114624,857,0.006264045,1389.93,1755136,5114.555094003677,0.08046875,20.299948,316
1350.36,0.0016736211,1757184,0.4824956,0.016811251640319824,858,0.0057952213,1408.22,1757184,5121.027803659439,0.07197265,20.315432,320
1368.82,-0.0018138787,1759232,0.49502486,0.3077073097229004,859,0.0044667027,1426.08,1759232,5127.429119825363,0.055029295,21.875448,317
1384.95,-0.0009859821,1761280,0.49978605,0.23518580198287964,860,0.0052030543,1442.18,1761280,5133.886608839035,0.06113281,20.962719,319
1404.7,0.0005627942,1763328,0.5125461,-0.015925288200378418,861,0.008918902,1461.43,1763328,5140.28937625885,0.11430664,20.502592,314
1423.0,0.00032773698,1765376,0.5340289,-0.0012046098709106445,862,0.0051899846,1479.02,1765376,5146.812968492508,0.065625,20.584818,322
1442.9,0.0014613881,1767424,0.54141355,0.0014717578887939453,863,0.005944553,1498.02,1767424,5153.159182071686,0.07094727,20.601095,315
1463.22,0.0009087388,1769472,0.5488398,-0.0008106231689453125,864,0.0044527794,1517.32,1769472,5159.657390594482,0.050048828,20.367575,317
1482.83,-0.00046181967,1771520,0.55713975,0.014736652374267578,865,0.008424169,1536.03,1771520,5166.106487989426,0.107617185,20.22311,314
1500.39,-0.0042226305,1773568,0.5776707,0.012476563453674316,866,0.011504161,1552.93,1773568,5172.609799861908,0.14677735,20.097424,317
1514.95,0.0029101213,1775616,0.6119941,-0.016931533813476562,867,0.0070864535,1566.78,1775616,5179.069526195526,0.087451175,20.585115,313
1535.36,0.0012203546,1777664,0.64906156,0.006437242031097412,868,0.005132993,1585.68,1777664,5185.596975326538,0.053125,20.313776,313
1555.68,-0.001049961,1779712,0.68581593,0.009992659091949463,869,0.006930937,1604.97,1779712,5192.136310100555,0.087841794,20.237284,312
1573.87,0.0016405355,1781760,0.7027896,0.08735638856887817,870,0.0043118484,1621.92,1781760,5198.697438001633,0.04951172,21.62296,311
1585.94,-0.00203102,1783808,0.70302796,0.009008944034576416,871,0.010047021,1632.89,1783808,5205.264984130859,0.12685546,20.521465,309
1606.23,-0.0018047579,1785856,0.726478,-0.011513352394104004,872,0.00788133,1652.17,1785856,5211.885711193085,0.09921875,20.392176,313
1623.21,-0.0015854368,1787904,0.75133413,-0.0035860538482666016,873,0.007106612,1668.32,1787904,5218.42141866684,0.08588867,21.119139,313
1643.41,-0.0031515514,1789952,0.7659403,0.001468360424041748,874,0.009830611,1687.01,1789952,5224.959990978241,0.12773438,20.268711,314
1663.9,0.0012854652,1792000,0.78138125,0.5366891026496887,875,0.0051991357,1706.09,1792000,5231.48326086998,0.0625,25.579222,312
1681.43,-0.005090674,1794048,0.78505266,0.14794045686721802,876,0.008540641,1724.76,1794048,5238.038484573364,0.11245117,20.941118,311
1696.23,0.00220906,1796096,0.78248465,0.8311123847961426,877,0.008406311,1739.33,1796096,5244.610560894012,0.099853516,21.21296,318
1712.75,-0.002930603,1798144,0.78984195,0.7865533530712128,878,0.006283257,1756.82,1798144,5251.04124045372,0.08325195,22.355309,312
1729.98,0.0013817272,1800192,0.80988437,0.01706331968307495,879,0.009302888,1775.16,1800192,5257.596004009247,0.111279294,20.060293,314
1745.46,-0.0019793718,1802240,0.82989216,0.2627164125442505,880,0.005951468,1789.99,1802240,5264.119521141052,0.072021484,21.054081,313
1764.65,-0.0019144127,1804288,0.8553219,0.0007072687149047852,881,0.008790872,1807.39,1804288,5270.65398311615,0.111523435,20.247448,313
1781.42,0.00039204577,1806336,0.87816906,-0.003035902976989746,882,0.00898424,1823.38,1806336,5277.192163467407,0.114794925,20.330893,309
1801.85,-0.00044471966,1808384,0.8890176,0.6709544956684113,883,0.0071859015,1842.33,1808384,5283.8176147937775,0.08691406,22.643948,312
1821.11,0.0011976317,1810432,0.8927802,0.1331883668899536,884,0.0056525907,1860.56,1810432,5290.3717658519745,0.06772461,20.424614,310
1841.29,-0.00048789458,1812480,0.9140409,-0.00041675567626953125,885,0.007834038,1880.03,1812480,5296.972867965698,0.084375,20.400013,307
1859.61,0.0008824881,1814528,0.92773914,-0.002409696578979492,886,0.0058638365,1896.77,1814528,5303.642246961594,0.074560545,20.37533,308
1879.94,-0.00032116903,1816576,0.9272841,-0.008233904838562012,887,0.005555569,1915.29,1816576,5310.293439865112,0.06850586,20.414839,308
1897.33,-0.00066781,1818624,0.9468318,0.15827536582946777,888,0.0060216314,1932.06,1818624,5316.942034006119,0.072265625,20.813917,309
1916.71,0.0011324493,1820672,0.97109115,-0.008935093879699707,889,0.0082875,1951.18,1820672,5323.559511899948,0.10498047,20.441296,311
1932.8,0.0011999223,1822720,0.99311745,0.004930734634399414,890,0.005287786,1966.64,1822720,5330.129062652588,0.0690918,20.732533,306
1935.57,0.0010603,1824768,1.0016824,0.17533206939697266,891,0.0039156554,1966.72,1824768,5336.814270734787,0.043945312,20.397583,310
1941.5,-0.0028490175,1826816,1.006451,0.750900149345398,892,0.011921652,1972.25,1826816,5343.408751249313,0.1508789,20.311487,311
1940.34,0.00038733863,1828864,1.0247828,0.029124081134796143,893,0.007063678,1972.25,1828864,5349.989991903305,0.08427735,20.73484,315
1940.09,0.0005424265,1830912,1.030373,0.5030947029590607,894,0.0035717557,1972.25,1830912,5356.478046178818,0.03955078,20.71661,311
1959.97,-0.0015804013,1832960,1.0461805,0.001013040542602539,895,0.006141202,1991.52,1832960,5363.054393053055,0.07998047,20.355328,311
1959.9,-0.0043908497,1835008,1.0642941,0.020233750343322754,896,0.00883977,1991.52,1835008,5369.627133369446,0.115478516,20.045498,311
1960.99,-0.0015614446,1837056,1.0857116,-0.009766697883605957,897,0.006016001,1991.52,1837056,5376.21062374115,0.072216794,20.405342,309
1960.99,-0.0024432228,1839104,1.1083829,-0.0032536983489990234,898,0.007999041,1991.52,1839104,5382.830421924591,0.1015625,20.313427,308
1960.91,-0.00035131568,1841152,1.1323556,0.0030134916305541992,899,0.0067464644,1991.52,1841152,5389.472868680954,0.084423825,20.533066,306
1960.7,-0.0034646387,1843200,1.1460707,0.028288185596466064,900,0.008484563,1991.52,1843200,5396.148806810379,0.115234375,20.425135,305
1960.47,-0.00016623188,1845248,1.1563947,0.04328298568725586,901,0.008636637,1991.52,1845248,5402.854184627533,0.10830078,20.48451,310
1960.18,0.00021140184,1847296,1.1721398,0.5924427211284637,902,0.002959993,1991.52,1847296,5409.461988925934,0.033251952,20.666492,302
1960.46,-0.00011139164,1849344,1.1833344,-0.003041386604309082,903,0.0036419455,1991.52,1849344,5416.224123954773,0.04086914,20.306414,305
1960.42,-0.0023596182,1851392,1.1936662,0.010173916816711426,904,0.008049854,1991.52,1851392,5422.928582668304,0.10756836,20.116713,303
1960.42,0.0005449437,1853440,1.2068555,0.1638358235359192,905,0.003987098,1991.52,1853440,5429.671195030212,0.048095703,20.468956,307
1960.11,0.0010712997,1855488,1.2337337,-0.004761815071105957,906,0.0065220683,1991.52,1855488,5436.323476314545,0.07851563,20.277475,309
1960.11,0.0001687668,1857536,1.265685,-0.005547642707824707,907,0.0046524405,1991.52,1857536,5442.934539556503,0.056396484,20.286386,306
1960.11,-0.00463882,1859584,1.2883675,-0.017836809158325195,908,0.009691337,1991.52,1859584,5449.610470294952,0.1274414,20.627422,306
1960.07,-8.644619e-05,1861632,1.3049887,0.005288302898406982,909,0.008031266,1991.52,1861632,5456.290835380554,0.10620117,20.19783,309
1960.09,-0.002246813,1863680,1.3382648,0.003775656223297119,910,0.010167688,1991.52,1863680,5462.919304609299,0.12202148,20.247475,309
1960.09,-0.0025833547,1865728,1.3766624,0.025882244110107422,911,0.0059787044,1991.52,1865728,5469.540786743164,0.072216794,20.024202,309
1962.41,0.0012120567,1867776,1.4026148,-0.007784605026245117,912,0.0033230851,1991.52,1867776,5476.149508476257,0.03803711,20.414072,309
1962.38,0.00083627395,1869824,1.4212444,0.020243823528289795,913,0.004153023,1991.52,1869824,5482.761214256287,0.047705077,20.89313,309
1961.91,0.00037938502,1871872,1.4322318,0.16386640071868896,914,0.0074623874,1991.52,1871872,5489.375999689102,0.09414063,20.87425,308
1961.37,0.00023786657,1873920,1.4460179,-0.001015305519104004,915,0.0065048523,1991.52,1873920,5496.011614561081,0.08125,20.34108,309
1961.37,-0.00050365075,1875968,1.4607915,-0.008573055267333984,916,0.0043575806,1991.52,1875968,5502.625081777573,0.052783202,20.420551,305
1961.3,0.00054491946,1878016,1.482838,-0.008554458618164062,917,0.0058597997,1991.52,1878016,5509.325154781342,0.07416992,20.420391,302
1961.36,-0.0030015928,1880064,1.5004551,0.001664578914642334,918,0.00885587,1991.52,1880064,5516.095214605331,0.10385742,20.456726,304
1961.21,0.001693131,1882112,1.5133885,-0.00026488304138183594,919,0.004562284,1991.52,1882112,5522.82922244072,0.054345705,20.23352,303
1961.21,-0.0006267509,1884160,1.541788,0.05081087350845337,920,0.0062746606,1991.52,1884160,5529.580325841904,0.06748047,20.503723,305
1961.18,-0.00030504976,1886208,1.5606791,-0.0033153295516967773,921,0.005787646,1991.52,1886208,5536.284766674042,0.068359375,20.275831,304
1961.53,0.0006672281,1888256,1.5632358,0.14425128698349,922,0.004321345,1991.52,1888256,5543.02285528183,0.048339844,20.233322,302
1961.1,0.00028281307,1890304,1.5703533,0.004749774932861328,923,0.005304997,1991.52,1890304,5549.794963359833,0.06669922,20.474682,300
1961.03,-0.0017105915,1892352,1.5777159,0.6212869584560394,924,0.003966876,1991.52,1892352,5556.6208782196045,0.04765625,23.535408,302
1959.25,0.0022185994,1894400,1.593444,-0.003977060317993164,925,0.0044797594,1991.52,1894400,5563.384440898895,0.04951172,20.489326,299
1959.07,-0.00080393197,1896448,1.6089048,0.008788764476776123,926,0.0071060834,1991.52,1896448,5570.23580789566,0.09492187,20.267511,301
1958.93,-0.0024164277,1898496,1.6220278,0.003704667091369629,927,0.005991797,1991.52,1898496,5577.022626876831,0.07304688,20.10904,302
1958.95,-0.002462907,1900544,1.6211799,0.6377074718475342,928,0.005552494,1991.52,1900544,5583.789652347565,0.072265625,20.695358,302
1958.29,-0.00021408983,1902592,1.6226928,0.19049829244613647,929,0.003983463,1991.52,1902592,5590.56449007988,0.043310545,34.928177,303
1954.33,-0.0022398692,1904640,1.6299242,0.06773406267166138,930,0.0039806706,1991.52,1904640,5597.318987369537,0.04472656,21.684002,302
1954.47,0.0007379556,1906688,1.6470915,0.043521761894226074,931,0.0046256296,1991.52,1906688,5604.088505268097,0.05292969,20.085138,298
1954.37,0.0011323001,1908736,1.6654224,-0.0024489164352416992,932,0.0036444124,1991.52,1908736,5610.944639205933,0.04194336,20.364685,304
