n_updates,fps,policy_entropy,ep_len_mean,policy_loss,explained_variance,time_elapsed,serial_timesteps,clipfrac,value_loss,total_timesteps,ep_reward_mean,approxkl
188,402,1.391378,519.61,-0.004610245,0.9720319341868162,974.4704928398132,385024,0.053271484,2.5511222,385024,257.52694075999995,0.004454244
189,407,1.4011161,519.95,-0.0025458501,0.8993073627352715,979.5600786209106,387072,0.04741211,9.496236,387072,257.85637371,0.004053938
190,434,1.406403,523.36,-0.0048617595,0.9169165194034576,984.589870929718,389120,0.024902344,6.5941987,389120,260.37120434,0.002533061
191,445,1.4021543,517.48,-0.002933343,0.830667644739151,989.3066918849945,391168,0.040722657,15.367439,391168,257.37822773999994,0.0038898147
192,392,1.3958747,509.77,-0.0036478266,0.8584428876638412,993.906721830368,393216,0.04633789,12.916733,393216,252.88609469,0.004122247
193,412,1.401987,509.73,-0.0035750498,0.8822770640254021,999.1251382827759,395264,0.029199218,9.199167,395264,252.95566866999997,0.003101049
194,408,1.412533,512.07,-0.0035781513,0.9298013225197792,1004.0865812301636,397312,0.04345703,5.330282,397312,254.60155209999996,0.003832935
195,432,1.4256464,510.41,-0.0015062282,0.9254947677254677,1009.1013083457947,399360,0.03725586,6.0638676,399360,253.76207327,0.0033684236
196,396,1.4364269,513.67,-0.002539969,0.9390301443636417,1013.8368442058563,401408,0.037158202,5.5009294,401408,255.94724346000004,0.003427577
197,428,1.4342138,504.43,-0.00222223,0.7504043728113174,1019.0013029575348,403456,0.041992188,17.409222,403456,250.27879674,0.0037981526
198,390,1.434711,504.25,-0.0029714066,0.9339030385017395,1023.7781555652618,405504,0.06479492,6.5605836,405504,250.42688002,0.005215693
199,393,1.4366257,505.53,-0.00304146,0.9558953568339348,1029.0298805236816,407552,0.03676758,3.2911048,407552,251.41743572,0.003512251
200,397,1.4496081,501.92,-0.0062969797,0.8477709293365479,1034.2322523593903,409600,0.06499024,10.739678,409600,249.34738567,0.0054246257
201,387,1.4702256,497.89,-0.0033376694,0.8230437785387039,1039.3862817287445,411648,0.058154296,11.704113,411648,246.67448747000003,0.0048431708
202,348,1.4706719,493.06,-0.0050072153,0.8157719075679779,1044.6667280197144,413696,0.05180664,12.508826,413696,243.4820889,0.004710539
203,391,1.4495881,495.66,-0.0032332346,0.959429033100605,1050.5440754890442,415744,0.044628907,3.1440701,415744,244.89796705,0.0042572124
204,417,1.4388145,494.17,-0.004896841,0.8621780276298523,1055.7721724510193,417792,0.06386719,11.674884,417792,244.29381518999998,0.0055433544
205,434,1.4334233,497.35,-0.0038999892,0.9463310539722443,1060.6780803203583,419840,0.04638672,3.8158188,419840,245.93793088,0.0048200744
206,366,1.4260825,500.94,-0.0032178543,0.9372229427099228,1065.396543264389,421888,0.051611327,5.115994,421888,247.58595437,0.0045527522
207,413,1.427427,501.4,-0.0011780252,0.8635680824518204,1070.9792733192444,423936,0.037109375,7.5923576,423936,247.58824596,0.003398471
208,365,1.4248294,503.42,-0.0016037335,0.9163218513131142,1075.9325301647186,425984,0.02709961,6.42097,425984,248.42965765,0.0028570197
209,405,1.4230815,505.72,-0.0032739379,0.9255766049027443,1081.5353796482086,428032,0.039257813,5.8798265,428032,249.63941990000004,0.0035719718
210,426,1.4217457,505.62,-0.0022791666,0.9218546375632286,1086.5895237922668,430080,0.05356445,6.271758,430080,248.95559308,0.0048725507
211,411,1.4274898,514.07,-0.0071151815,0.9663083553314209,1091.3979558944702,432128,0.08022461,2.4728987,432128,254.1447554,0.006275545
212,446,1.4416643,516.99,-0.003560314,0.9728044159710407,1096.3766276836395,434176,0.051220704,1.934481,434176,255.6207388,0.004583874
213,430,1.4442606,520.78,-0.007336033,0.9555846378207207,1100.9635577201843,436224,0.07495117,3.1789813,436224,257.33601048,0.0063714636
214,400,1.4463177,519.65,-0.0036696517,0.8548155128955841,1105.7269105911255,438272,0.0637207,8.893458,438272,255.72442034,0.0056687864
215,404,1.4494109,514.0,-0.0039907466,0.7507665157318115,1110.838095664978,440320,0.05673828,15.692258,440320,251.77852033,0.004707583
216,404,1.4513971,514.26,-0.006833031,0.7936094850301743,1115.9064123630524,442368,0.061767578,12.059307,442368,251.28848232,0.005115925
217,376,1.4589562,522.32,-0.002441725,0.8956021890044212,1120.9769341945648,444416,0.05307617,6.0007706,444416,255.95407486,0.004596301
218,396,1.4701569,531.53,-0.002726416,0.7699275612831116,1126.4231843948364,446464,0.045947265,14.328235,446464,261.14745289000007,0.004127173
219,405,1.4656626,535.29,-0.0030492428,0.9170436263084412,1131.593440771103,448512,0.046142578,5.040452,448512,263.1135509,0.0043732463
220,418,1.4603022,538.84,-0.0045033246,0.9340730607509613,1136.6475672721863,450560,0.06728516,5.080554,450560,264.89654633000004,0.006013599
221,425,1.4627846,539.5,-0.0033286954,0.8751771673560143,1141.5370635986328,452608,0.02446289,7.272409,452608,264.73355978,0.002398191
222,410,1.4662979,548.13,-0.004318437,0.9142964482307434,1146.3461108207703,454656,0.051660158,5.871083,454656,269.63406211999995,0.004208529
223,397,1.4792968,548.34,-0.003288122,0.8818567395210266,1151.3341903686523,456704,0.06538086,9.391483,456704,269.67545287999997,0.005352091
224,367,1.4864496,558.0,-0.0013278503,0.850917860865593,1156.491869211197,458752,0.032128908,10.726059,458752,275.21596947,0.0032436594
225,412,1.4906347,565.82,-0.002010074,0.903660848736763,1162.0717318058014,460800,0.024658203,7.725988,460800,279.41916283,0.002479286
226,409,1.4987988,568.77,-0.0055481354,0.9016997143626213,1167.0342962741852,462848,0.051367186,6.9578886,462848,280.84905443,0.0043969965
227,443,1.5099118,570.42,-0.003172848,0.8574232459068298,1172.033117055893,464896,0.040722657,10.747702,464896,281.14816364,0.00378105
228,388,1.5060775,576.41,-0.0029710461,0.9033245295286179,1176.6497266292572,466944,0.03339844,6.4573374,466944,284.30746393000004,0.0050069783
229,419,1.4975436,586.33,-0.0014475372,0.6176136136054993,1181.9183368682861,468992,0.051171876,20.50188,468992,289.80645381,0.004423281
230,359,1.4951164,591.72,-0.002527034,0.8727183490991592,1186.8039412498474,471040,0.029541016,11.768782,471040,292.82697838999997,0.002731063
231,383,1.4999883,598.8,-0.00032286934,0.7774326801300049,1192.5083949565887,473088,0.057128906,10.462241,473088,296.75265676,0.0049790964
232,355,1.5026037,613.49,-0.0020690423,0.7181091010570526,1197.8483581542969,475136,0.0546875,10.498177,475136,305.20512552,0.0045961174
233,373,1.5033857,623.68,-0.00092888635,0.8162250071763992,1203.6133034229279,477184,0.0265625,10.979575,477184,310.18589777,0.0028782939
234,428,1.5090456,622.12,-0.0034169513,0.8434490114450455,1209.097910642624,479232,0.053466797,10.935061,479232,308.48242575000006,0.004393612
235,407,1.5187726,618.1,-0.008339545,0.8306988626718521,1213.8825993537903,481280,0.080273435,11.361216,481280,304.72544868000006,0.006671656
236,348,1.5223439,618.1,-0.0017594742,0.7663015574216843,1218.9071414470673,483328,0.06772461,3.4100468,483328,304.72544868000006,0.00574835
237,381,1.5084126,639.31,-0.0021859766,0.8157544583082199,1224.7809445858002,485376,0.049316406,10.098403,485376,316.92590245,0.0046154694
238,380,1.5012264,641.1,-0.0049476703,0.5858290195465088,1230.1500444412231,487424,0.05126953,22.030373,487424,317.66195985999997,0.004416596
239,376,1.4905269,637.34,-0.0045359833,0.4011632204055786,1235.5280833244324,489472,0.062451173,21.071003,489472,315.08711855999996,0.0055567967
240,430,1.4873579,643.25,-0.004949364,0.9195610731840134,1240.9648869037628,491520,0.06508789,5.546815,491520,318.53595047999994,0.005249656
241,359,1.4912508,643.25,-0.0021827505,0.37682998180389404,1245.7237656116486,493568,0.05756836,18.788929,493568,318.53595047999994,0.0048980988
242,407,1.4892238,656.88,-0.001431821,0.7701411247253418,1251.421133518219,495616,0.08486328,14.5409975,495616,325.89410225,0.007446649
243,438,1.4905158,655.81,-0.002083871,0.8149870783090591,1256.4437124729156,497664,0.079882815,12.845431,497664,325.33734076,0.006914442
244,412,1.4785125,644.34,-0.0027824868,0.8422045707702637,1261.1144089698792,499712,0.04633789,9.652093,499712,318.46694129,0.0042655384
245,412,1.4772247,640.33,-0.0033741253,0.8723399490118027,1266.0877916812897,501760,0.035058595,8.474809,501760,316.18645764,0.0031642143
246,439,1.4759126,634.62,-0.0012179689,0.718854695558548,1271.0556061267853,503808,0.03881836,15.910776,503808,312.42035862999995,0.0036977562
247,456,1.4771748,630.83,-0.0020112004,0.8618945926427841,1275.7200825214386,505856,0.03730469,10.973874,505856,310.5403838,0.0033918403
248,443,1.4862955,623.57,-0.0064028664,0.8970902860164642,1280.2095539569855,507904,0.06347656,7.065173,507904,306.23472756,0.005691993
249,409,1.4915988,614.8,-0.0029889003,0.8690690249204636,1284.826523065567,509952,0.04042969,6.3490024,509952,301.19630121,0.0038162116
250,359,1.484465,609.11,-0.0032039254,0.8254037797451019,1289.8266472816467,512000,0.020898437,11.679046,512000,298.10584841,0.0022315988
251,429,1.4808639,604.49,-0.003587677,0.8072572648525238,1295.521024465561,514048,0.035791017,10.141928,514048,295.19586315,0.003266457
252,391,1.4832169,599.55,-0.0037835736,0.7676341980695724,1300.2916207313538,516096,0.028320312,12.430582,516096,292.23174973000005,0.0027220256
253,409,1.4945036,594.81,-0.003946903,0.8154129236936569,1305.5243673324585,518144,0.09453125,9.894858,518144,289.38670512999994,0.008187386
254,418,1.5066432,588.77,-0.0020648055,0.8210038989782333,1310.532966375351,520192,0.08730469,10.590328,520192,285.76080336999996,0.007192093
255,388,1.5100977,588.77,0.0006371428,-0.6996841430664062,1315.430166721344,522240,0.0690918,33.04958,522240,285.76080336999996,0.0057602637
256,415,1.5084823,611.43,-0.0025526981,0.9095031470060349,1320.7052013874054,524288,0.038623046,6.6823325,524288,299.05329158999996,0.0034654117
257,387,1.504651,607.65,-0.0044218176,0.7574794590473175,1325.6352965831757,526336,0.051660158,10.0247,526336,296.76474328999996,0.0042781136
258,348,1.4942619,607.65,-0.0012968597,0.3671422600746155,1330.91503739357,528384,0.07626953,13.691356,528384,296.76474328999996,0.005997238
259,359,1.4898791,651.85,-0.00023822472,0.7426096796989441,1336.7914247512817,530432,0.038378906,9.655486,530432,322.56939887,0.0035493714
260,350,1.4861201,651.85,-0.002998262,0.6599686145782471,1342.4834632873535,532480,0.066308595,4.35311,532480,322.56939887,0.0057440465
261,328,1.4760194,651.85,-0.0011289135,0.6075098216533661,1348.3251791000366,534528,0.0640625,5.4448028,534528,322.56939887,0.0052277637
262,390,1.4706197,692.43,-0.0015438065,0.7579596042633057,1354.5523927211761,536576,0.037646484,12.150286,536576,346.0430313,0.0035880995
263,452,1.4772204,679.29,0.0006656804,0.7699664384126663,1359.800903081894,538624,0.11074219,11.903447,538624,337.94549544999995,0.011624901
264,374,1.4888167,681.55,-0.00685011,0.7061866223812103,1364.3315091133118,540672,0.059326172,8.786094,540672,339.1948136699999,0.0048878957
265,380,1.4910284,705.23,-0.004182076,0.8039144277572632,1369.8083386421204,542720,0.054296874,8.565794,542720,352.8889130999999,0.0045561395
266,372,1.4948843,718.03,-0.004671697,0.8015544265508652,1375.1886384487152,544768,0.06645508,6.9503546,544768,360.15523849,0.005428002
267,342,1.482362,718.03,-0.0011993941,0.9102400690317154,1380.6831085681915,546816,0.111279294,1.1709206,546816,360.15523849,0.00966343
268,343,1.4821699,718.03,-0.003420305,0.809107631444931,1386.664898633957,548864,0.07705078,1.0285691,548864,360.15523849,0.00602265
269,360,1.4723613,718.03,-0.0017786681,0.8665425181388855,1392.6287240982056,550912,0.1315918,0.44484782,550912,360.15523849,0.011280457
270,361,1.459279,718.03,-0.0026733533,0.8522873967885971,1398.3072345256805,552960,0.07382812,0.96523035,552960,360.15523849,0.006222624
271,334,1.4545314,718.03,-0.0031801597,0.8592043817043304,1403.9677095413208,555008,0.08227539,0.7208725,555008,360.15523849,0.0062944866
272,338,1.4557548,718.03,-0.0012095682,0.9176526889204979,1410.1002895832062,557056,0.11767578,0.29343492,557056,360.15523849,0.009201879
273,347,1.4486687,718.03,-0.007710719,0.9624909274280071,1416.1491224765778,559104,0.15073243,0.124276236,559104,360.15523849,0.012315184
274,364,1.4286028,718.03,-0.0119744465,0.9807609654963017,1422.040421962738,561152,0.15058593,0.06699444,561152,360.15523849,0.011296058
275,361,1.4091434,718.03,-0.0053751273,0.9857126194983721,1427.653394460678,563200,0.10620117,0.046419658,563200,360.15523849,0.008963716
276,337,1.3865877,718.03,-0.006386135,0.9858907479792833,1433.3244791030884,565248,0.11748047,0.039367933,565248,360.15523849,0.009658631
277,343,1.3690387,718.03,-0.004651693,0.9936573593877256,1439.400277376175,567296,0.090429686,0.017655658,567296,360.15523849,0.0073016486
278,371,1.3582466,718.03,-0.0038966783,0.9952457491308451,1445.3629813194275,569344,0.09667969,0.013432296,569344,360.15523849,0.008030715
279,384,1.350661,718.03,-0.0068273135,0.9943016767501831,1450.8764922618866,571392,0.104003906,0.015215376,571392,360.15523849,0.008040219
280,359,1.3572083,718.03,-0.0016958058,0.9887120118364692,1456.2022440433502,573440,0.119580075,0.051026963,573440,360.15523849,0.010005554
281,350,1.3653194,718.03,-0.004120789,0.9863002235069871,1461.9066796302795,575488,0.08085938,0.07837407,575488,360.15523849,0.0066461167
282,344,1.3761294,718.03,-0.002098014,0.9885630588978529,1467.7524025440216,577536,0.07885742,0.19835511,577536,360.15523849,0.0063011358
283,402,1.4023249,718.03,-0.004272139,0.9812124837189913,1473.7060837745667,579584,0.1116211,0.18849257,579584,360.15523849,0.008872974
284,439,1.4153595,718.03,-0.0034859714,0.9884513597935438,1478.7937769889832,581632,0.0668457,0.2934461,581632,360.15523849,0.005860443
285,435,1.4109029,1061.49,-0.005186416,0.7737809121608734,1483.4524321556091,583680,0.062402345,21.889826,583680,565.0285788300001,0.0051096985
286,449,1.40792,993.08,-0.0028927538,0.5703119337558746,1488.1591303348541,585728,0.044189453,34.201088,585728,527.3824976500001,0.0040286733
287,422,1.4166324,960.74,-0.004118915,0.4609225392341614,1492.7218396663666,587776,0.054736327,27.796183,587776,510.0930261900001,0.0047794827
288,441,1.4191997,900.31,-0.0047830255,0.44597744941711426,1497.5649638175964,589824,0.034423828,36.185635,589824,475.77075448000005,0.003236559
289,411,1.4155663,882.39,-0.0026052087,0.8026053160429001,1502.2089030742645,591872,0.037890624,13.323567,591872,466.35140277000005,0.0031950634
290,411,1.408798,882.39,-0.007612838,0.696569174528122,1507.1881408691406,593920,0.10756836,2.1577373,593920,466.35140277000005,0.008378962
291,415,1.4030031,882.39,-0.003386382,0.7797770947217941,1512.1647617816925,595968,0.08457031,0.72526294,595968,466.35140277000005,0.006698345
292,413,1.4009386,882.39,-0.008055041,0.8056530803442001,1517.0942556858063,598016,0.09091797,0.5996969,598016,466.35140277000005,0.0073687136
293,422,1.3901699,882.39,-0.008122977,0.9223297387361526,1522.05366563797,600064,0.06713867,0.36890224,600064,466.35140277000005,0.0061874418
294,417,1.3733826,882.39,5.7790498e-05,0.8779970183968544,1526.9015185832977,602112,0.053613283,1.5200136,602112,466.35140277000005,0.004604066
295,429,1.367427,882.39,-0.002844695,0.9130243211984634,1531.804648399353,604160,0.092041016,1.3717763,604160,466.35140277000005,0.007093499
296,421,1.3646684,882.39,-0.0018226495,0.936279296875,1536.5691885948181,606208,0.09541015,0.85433424,606208,466.35140277000005,0.0076414933
297,401,1.3500015,882.39,-0.0030632121,0.9650098606944084,1541.4291701316833,608256,0.07856445,0.7390396,608256,466.35140277000005,0.006911417
298,404,1.3245976,882.39,-0.002541469,0.9721608497202396,1546.5273180007935,610304,0.07783203,0.6704499,610304,466.35140277000005,0.0065150796
299,408,1.3117156,882.39,-0.0071056434,0.9109750464558601,1551.58620095253,612352,0.056152344,0.91754836,612352,466.35140277000005,0.004914346
300,394,1.3107643,882.39,-0.006319338,0.8179469555616379,1556.6036427021027,614400,0.0796875,0.41684633,614400,466.35140277000005,0.0064325975
301,428,1.3072512,882.39,-0.007377869,0.9236052855849266,1561.8047547340393,616448,0.08164062,0.22732536,616448,466.35140277000005,0.0068952264
302,420,1.3051736,882.39,-0.0074926866,0.9363793879747391,1566.588366985321,618496,0.08984375,0.16266768,618496,466.35140277000005,0.006948644
303,409,1.2950429,882.39,-0.005379674,0.9608396589756012,1571.4589018821716,620544,0.071875,0.28573558,620544,466.35140277000005,0.0059460877
304,389,1.2740474,882.39,-0.0045793727,0.9588298834860325,1576.4666421413422,622592,0.08662109,0.50151074,622592,466.35140277000005,0.00676983
305,386,1.252619,882.39,-0.0045996746,0.9231518879532814,1581.7196431159973,624640,0.071826175,0.85654515,624640,466.35140277000005,0.0061757946
306,401,1.2469801,882.39,-0.0050167935,0.9372960403561592,1587.0175580978394,626688,0.08227539,0.5057134,626688,466.35140277000005,0.006127041
307,414,1.2436068,882.39,-0.005556608,0.9690895024687052,1592.1254658699036,628736,0.07006836,0.28389975,628736,466.35140277000005,0.00590447
308,426,1.2322744,882.39,-0.0056295013,0.9796379338949919,1597.0636751651764,630784,0.115478516,0.24171972,630784,466.35140277000005,0.008555466
309,379,1.2163193,882.39,-0.0012971485,0.9863965027034283,1601.8710775375366,632832,0.059570312,0.1138129,632832,466.35140277000005,0.0052025896
310,338,1.2073233,882.39,-0.004890149,0.986533148214221,1607.2719671726227,634880,0.115429685,0.105284706,634880,466.35140277000005,0.008859548
311,389,1.2022805,882.39,-0.007795281,0.9893021918833256,1613.317979812622,636928,0.1046875,0.08692612,636928,466.35140277000005,0.008030733
312,414,1.1952796,882.39,-0.0061690197,0.991136328317225,1618.5763630867004,638976,0.10834961,0.070761956,638976,466.35140277000005,0.008697028
313,399,1.1966022,882.39,-0.009446679,0.9923925823532045,1623.5202085971832,641024,0.13798828,0.06937895,641024,466.35140277000005,0.010944913
314,349,1.2010432,882.39,-0.0033685067,0.921510748565197,1628.652349948883,643072,0.06923828,1.2145872,643072,466.35140277000005,0.006025813
315,384,1.208916,882.39,-0.0018945955,0.7291203737258911,1634.5173888206482,645120,0.052490234,1.0333682,645120,466.35140277000005,0.0044094017
316,416,1.1984816,882.39,-0.00529891,0.8235179483890533,1639.8467042446136,647168,0.06035156,0.61485493,647168,466.35140277000005,0.005516109
317,430,1.1791265,882.39,-0.0022009886,0.8598000705242157,1644.7654764652252,649216,0.057958983,0.4281097,649216,466.35140277000005,0.0051907212
318,395,1.1735785,882.39,-0.00453044,0.922628603875637,1649.5185437202454,651264,0.09624024,0.2810516,651264,466.35140277000005,0.007592792
319,388,1.1691098,882.39,-0.004459697,0.9272474572062492,1654.692790031433,653312,0.061669923,0.22934303,653312,466.35140277000005,0.0053640567
320,404,1.1708578,882.39,-0.007460327,0.9404836744070053,1659.9669003486633,655360,0.09047852,0.18879537,655360,466.35140277000005,0.008588401
321,407,1.168496,882.39,-0.009509474,0.9633558914065361,1665.035902261734,657408,0.11655273,0.17862065,657408,466.35140277000005,0.0088684065
322,407,1.1562041,882.39,-0.0074350415,0.9770221635699272,1670.0666980743408,659456,0.08852539,0.117425606,659456,466.35140277000005,0.007171338
323,431,1.1422184,882.39,-0.0027608855,0.9561166130006313,1675.089600801468,661504,0.07514648,0.4189105,661504,466.35140277000005,0.006214056
324,386,1.1273496,882.39,-0.005199168,0.9793292097747326,1679.8342280387878,663552,0.11391602,0.14871107,663552,466.35140277000005,0.009445033
325,353,1.1107996,882.39,-0.0026081973,0.9832855127751827,1685.1330432891846,665600,0.0909668,0.13784708,665600,466.35140277000005,0.0075338767
326,382,1.0856738,882.39,-0.0048923795,0.9871134320273995,1690.930644273758,667648,0.081933595,0.096750304,667648,466.35140277000005,0.007353914
327,352,1.055496,882.39,-0.007647748,0.9906776677817106,1696.2799158096313,669696,0.091113284,0.075780116,669696,466.35140277000005,0.007924223
328,421,1.048907,882.39,-0.009828724,0.9901631642132998,1702.088883638382,671744,0.15019532,0.074871205,671744,466.35140277000005,0.01340417
329,405,1.0448298,882.39,-0.007026094,0.9908450925722718,1706.9469347000122,673792,0.09794922,0.08543184,673792,466.35140277000005,0.008121768
330,402,1.0430775,882.39,-0.009537717,0.9920930033549666,1712.0038499832153,675840,0.13081054,0.064331576,675840,466.35140277000005,0.0109001305
331,405,1.0427198,882.39,-0.0068490305,0.9939201916567981,1717.0934555530548,677888,0.097509764,0.046244226,677888,466.35140277000005,0.008566889
332,381,1.0412624,882.39,-0.0058175735,0.9890401130542159,1722.1511557102203,679936,0.109960936,0.12144433,679936,466.35140277000005,0.009253205
333,398,1.034778,882.39,-0.0027204822,0.9907167972996831,1727.5146622657776,681984,0.09741211,0.089235395,681984,466.35140277000005,0.0077399625
334,412,1.0333518,882.39,-0.005042902,0.9502777010202408,1732.660083770752,684032,0.10288086,0.6570532,684032,466.35140277000005,0.009191887
335,397,1.0359836,882.39,-0.005391675,0.6955371201038361,1737.6272337436676,686080,0.09746094,0.9894203,686080,466.35140277000005,0.008172711
336,389,1.0428302,882.39,-0.008692797,0.7790066599845886,1742.7750098705292,688128,0.0887207,0.76048726,688128,466.35140277000005,0.009643019
337,365,1.0460936,882.39,-0.0020528487,0.8234333097934723,1748.0299174785614,690176,0.06870117,0.5654374,690176,466.35140277000005,0.005583889
338,381,1.0516557,882.39,-0.0024401832,0.8417290896177292,1753.6334364414215,692224,0.070166014,0.44389597,692224,466.35140277000005,0.0059729675
339,435,1.0602857,882.39,-0.0075100055,0.8551012277603149,1759.0022263526917,694272,0.10073242,0.4015233,694272,466.35140277000005,0.008115877
340,431,1.0593699,882.39,-0.0070327604,0.9186077862977982,1763.7024948596954,696320,0.09350586,0.17049554,696320,466.35140277000005,0.0076128184
341,434,1.0557805,882.39,-0.004678282,0.9517123475670815,1768.4459159374237,698368,0.069726564,0.09955398,698368,466.35140277000005,0.005603892
342,423,1.0580747,882.39,-0.0033455542,0.9634615182876587,1773.1616613864899,700416,0.088330075,0.06442149,700416,466.35140277000005,0.0070139826
343,419,1.051219,882.39,-0.008148484,0.9789377320557833,1778.0038871765137,702464,0.10439453,0.04240154,702464,466.35140277000005,0.008464113
344,355,1.0312992,882.39,-0.005634285,0.969829399138689,1782.8896598815918,704512,0.08828125,0.19673978,704512,466.35140277000005,0.007001943
345,441,1.0320169,882.39,-0.009929674,0.9841241408139467,1788.64430975914,706560,0.115478516,0.038348503,706560,466.35140277000005,0.010745141
346,359,1.0392507,882.39,-0.0038488507,0.9664558954536915,1793.281016111374,708608,0.07553711,0.41889352,708608,466.35140277000005,0.0062314635
347,409,1.0305574,882.39,-0.0023931502,0.9210964366793633,1798.9840576648712,710656,0.07036133,1.139271,710656,466.35140277000005,0.0057628565
348,425,1.0249728,882.39,-0.0020297926,0.9398822858929634,1803.9861888885498,712704,0.085595705,0.7257999,712704,466.35140277000005,0.0073123826
349,429,1.0181513,882.39,-0.0010980102,0.9513269402086735,1808.799535036087,714752,0.078466795,0.6783448,714752,466.35140277000005,0.006332755
350,404,1.0072329,882.39,-0.005983367,0.9543441571295261,1813.566915512085,716800,0.0949707,0.7656482,716800,466.35140277000005,0.007808884
351,429,0.99685574,882.39,-0.003056459,0.8199078291654587,1818.6314914226532,718848,0.081689455,1.1074618,718848,466.35140277000005,0.0068280585
352,414,0.9910576,882.39,-0.005034416,0.7496211528778076,1823.4034461975098,720896,0.10136719,0.80347747,720896,466.35140277000005,0.008577459
353,424,1.0059893,882.39,-0.006654919,0.898782804608345,1828.3486006259918,722944,0.079638675,0.3343566,722944,466.35140277000005,0.0073978864
354,385,1.0118649,882.39,-0.004711452,0.9751227218657732,1833.177222251892,724992,0.072265625,0.1747017,724992,466.35140277000005,0.006157986
355,411,0.9978922,882.39,-0.0046530976,0.9708092883229256,1838.4892654418945,727040,0.09267578,0.33237785,727040,466.35140277000005,0.008584497
356,435,0.988314,882.39,-0.0038588233,0.9785885345190763,1843.4641025066376,729088,0.09311523,0.2674231,729088,466.35140277000005,0.0075810505
357,371,0.97981584,882.39,-0.0043851966,0.9837839547544718,1848.1684515476227,731136,0.08505859,0.24371481,731136,466.35140277000005,0.007130964
358,381,0.9736354,882.39,-0.006403125,0.9827597923576832,1853.6772236824036,733184,0.091308594,0.26968417,733184,466.35140277000005,0.007466092
359,392,0.9659529,882.39,-0.0076642605,0.9853802574798465,1859.0466873645782,735232,0.109472655,0.25561553,735232,466.35140277000005,0.011240298
360,423,0.95692176,882.39,-0.0037808376,0.9736096914857626,1864.2703969478607,737280,0.069726564,0.38075155,737280,466.35140277000005,0.0061217966
361,376,0.9534548,882.39,-0.0066807196,0.9720128513872623,1869.102697610855,739328,0.09604492,0.6229436,739328,466.35140277000005,0.007652034
362,403,0.95421094,882.39,-0.0029341993,0.9849698003381491,1874.5405814647675,741376,0.09282227,0.22519521,741376,466.35140277000005,0.0078454185
363,409,0.9594959,882.39,-0.0014362206,0.9755960516631603,1879.6125648021698,743424,0.0765625,0.42359075,743424,466.35140277000005,0.007338113
364,370,0.9581717,882.39,-0.005028274,0.9656015411019325,1884.6143779754639,745472,0.0887207,0.35851103,745472,466.35140277000005,0.008641142
365,438,0.955579,882.39,-0.005549594,0.979724857956171,1890.144011259079,747520,0.09536133,0.20044753,747520,466.35140277000005,0.0076420633
366,367,0.94882077,882.39,-0.0045974255,0.9836605787277222,1894.8151242733002,749568,0.087939456,0.21831748,749568,466.35140277000005,0.0077825272
367,426,0.940849,882.39,-0.0045792414,0.9790834430605173,1900.3857996463776,751616,0.082128905,0.25771958,751616,466.35140277000005,0.007361966
368,436,0.9363311,882.39,-0.0058173295,0.9858961226418614,1905.189216375351,753664,0.115283206,0.22725534,753664,466.35140277000005,0.009425817
369,430,0.9318827,882.39,-0.004384881,0.9825684577226639,1909.8803133964539,755712,0.09658203,0.1372455,755712,466.35140277000005,0.007623545
370,417,0.94192266,882.39,-0.005989502,0.9841856956481934,1914.642930984497,757760,0.09189453,0.15886882,757760,466.35140277000005,0.007949514
371,365,0.9461819,882.39,-0.0051436853,0.9808952305465937,1919.544587135315,759808,0.08735351,0.20650971,759808,466.35140277000005,0.0070934356
372,402,0.93684214,882.39,-0.007650363,0.9828090220689774,1925.1494801044464,761856,0.089746095,0.16264018,761856,466.35140277000005,0.007559794
373,415,0.94048816,882.39,-0.0024112908,0.984572215937078,1930.2435631752014,763904,0.1149414,0.17978889,763904,466.35140277000005,0.009464624
374,396,0.9466432,882.39,-0.00251071,0.9886429877951741,1935.1759827136993,765952,0.08823242,0.10716371,765952,466.35140277000005,0.0078027495
375,397,0.9593595,882.39,-0.0048629986,0.9825081788003445,1940.3406374454498,768000,0.13144532,0.19552189,768000,466.35140277000005,0.011258504
376,403,0.97295713,882.39,-0.0031925165,0.9913226505741477,1945.4972975254059,770048,0.07558594,0.08624472,770048,466.35140277000005,0.006388883
377,438,0.9652584,882.39,-0.0063911974,0.9922965914011002,1950.5730357170105,772096,0.087402344,0.07586775,772096,466.35140277000005,0.007238147
378,439,0.9565732,882.39,-0.0048118923,0.9781940318644047,1955.2447605133057,774144,0.10888672,0.28871238,774144,466.35140277000005,0.009163889
379,414,0.94996536,882.39,-0.004992005,0.9918957529589534,1959.9049348831177,776192,0.083740234,0.08213954,776192,466.35140277000005,0.0071326257
380,407,0.94432783,882.39,-0.005736635,0.9871051041409373,1964.8476254940033,778240,0.095214844,0.14411013,778240,466.35140277000005,0.008471461
381,447,0.94135606,882.39,-0.0021902502,0.9873614469543099,1969.8711364269257,780288,0.1265625,0.16531453,780288,466.35140277000005,0.010416053
382,412,0.9495095,882.39,-0.0041471445,0.9467898868024349,1974.4489705562592,782336,0.12675782,6.782885,782336,466.35140277000005,0.011426529
383,375,0.96527207,882.39,0.0038954914,-3.5255517959594727,1979.4174728393555,784384,0.13398437,8.446852,784384,466.35140277000005,0.011590311
384,393,0.97604114,882.39,0.00084382435,-5.688952445983887,1984.8781099319458,786432,0.08637695,6.179246,786432,466.35140277000005,0.0072391434
