#{"t_start": 1567457612.489768, "env_id": null}
r,l,t
0,634,4.764436
0,405,7.208781
0,520,8.957029
0,547,11.274955
0,501,14.180317
0,333,16.803189
0,621,18.814396
0,1030,22.11975
0,389,22.990752
0,521,26.163153
0,307,27.60746
0,372,31.68271
0,335,35.27385
0,388,36.476648
0,302,39.730415
0,355,41.539229
0,311,43.245112
0,508,45.285347
0,499,48.728024
0,2049,55.867929
0,2049,61.689612
0,2049,67.610555
0,2049,73.810278
0,2049,80.870085
0,2049,89.090322
0,2049,94.187428
0,2049,100.287196
0,2049,107.142501
0,2049,112.16282
0,2049,118.914564
0,176,121.429534
0,211,123.727567
0,2049,131.394981
0,2049,137.811737
0,210,140.481963
0,2049,147.948218
0,2049,155.638524
0,1909,163.254222
0,1943,169.945344
0,303,171.742573
0,1309,176.67099
0,2049,181.523391
0,1965,186.453846
0,2049,192.397523
0,2049,197.651336
0,2049,203.035564
0,1603,207.562935
0,1736,214.245793
0,1860,220.549826
0,1784,225.494666
0,459,228.658539
0,2049,234.13965
0,1261,237.688045
0,1419,243.996984
0,2049,251.350424
0,744,253.932858
0,333,255.884635
0,312,258.223281
0,295,259.850228
0,307,261.298813
0,324,263.452078
0,597,265.955321
0,316,268.917875
0,314,271.042611
0,306,273.475698
0,300,275.10142
0,335,278.765444
0,331,279.954623
0,319,281.336948
0,490,282.82819
0,296,286.211794
0,437,288.666514
0,412,289.797351
0,317,292.744067
0,595,297.033303
0,316,299.70679
0,390,301.366622
0,299,303.17505
0,313,304.891877
0,320,306.222252
0,306,309.5761
0,377,310.8411
0,252,312.373749
0,307,313.394257
0,364,315.365512
0,375,318.208269
0,220,321.033834
0,384,322.588583
0,204,323.160507
0,252,324.486647
0,355,327.605136
0,255,331.067134
0,198,331.796654
0,228,334.417387
0,217,335.33861
0,373,339.313123
0,260,341.763986
0,231,343.451385
0,203,345.144887
0,310,346.640608
0,217,347.665645
0,197,349.619399
0,237,352.126533
0,227,355.418679
0,209,357.853152
0,207,358.816403
0,214,361.00864
0,248,363.769593
0,230,366.268125
0,198,368.238909
0,208,370.595003
0,190,373.908914
0,221,377.274734
0,199,380.637654
0,213,382.262944
0,193,384.727835
0,193,386.830311
0,213,388.292412
0,215,389.380672
0,192,391.955734
0,214,395.330408
0,180,398.62337
0,206,400.604657
0,191,403.203854
0,221,406.654274
0,188,409.826609
0,200,412.355453
0,194,412.947771
0,204,415.182959
0,214,417.797359
0,196,420.058202
0,204,421.986651
0,191,422.977519
0,187,423.940269
0,237,427.085886
0,249,430.531423
0,185,432.666554
0,224,435.56901
0,193,437.210609
0,188,439.617401
0,188,442.713376
0,187,443.639666
0,175,444.296217
0,194,446.27548
0,194,447.859011
0,186,449.664816
0,190,452.915398
0,183,456.221595
0,194,456.767191
0,186,457.214742
0,195,459.311046
0,187,462.038342
0,198,465.437516
0,195,467.790841
0,179,470.665869
0,184,472.682347
0,179,474.081085
0,181,475.229785
0,194,477.68712
0,173,479.988261
0,193,483.021204
0,174,484.99612
0,204,487.406123
0,177,488.640438
0,194,490.088946
0,191,491.95973
0,175,494.320601
0,193,496.928811
0,187,498.605598
0,169,500.000495
0,194,500.626965
0,195,501.391368
0,199,503.750612
0,164,506.461361
0,202,507.993999
0,175,511.133568
0,188,512.537514
0,162,514.143912
0,191,515.136153
0,201,515.807441
0,201,519.036994
0,170,520.310104
0,181,520.91977
0,192,523.911977
0,175,526.341393
0,161,527.556801
0,163,529.467263
0,174,531.295567
0,181,532.614581
0,157,536.150814
0,188,537.551958
0,177,537.955812
0,196,540.222086
0,171,542.616271
0,183,543.695438
0,177,544.260153
0,194,546.327044
0,162,549.299317
0,170,551.984918
0,177,554.772176
0,177,557.256474
0,171,558.346094
0,164,561.778514
0,195,562.721702
0,164,564.811847
0,152,565.121619
0,162,566.93829
0,171,568.312894
0,159,569.151354
0,150,572.185581
0,162,575.209178
0,173,576.680988
0,143,577.777702
