fps,ep_len_mean,serial_timesteps,policy_loss,clipfrac,policy_entropy,total_timesteps,approxkl,value_loss,time_elapsed,explained_variance,n_updates,ep_reward_mean
53,93.89,806912,0.0018059522,0.09379883,0.37993518,806912,0.007968893,1.2742372e-08,14389.483607292175,-2.6404340267181396,394,0.0
69,94.12,808960,0.00089284533,0.099853516,0.38132554,808960,0.008423418,1.2277943e-07,14427.538588047028,-2.9440839290618896,395,0.0
49,94.18,811008,0.00083356106,0.074560545,0.38471323,811008,0.006173355,3.2677267e-08,14456.920200824738,-2.672901153564453,396,0.0
57,94.29,813056,0.0011245881,0.09023438,0.38729408,813056,0.0076524927,1.9500628e-07,14498.246919631958,0.4147985577583313,397,0.0
55,94.78,815104,-0.0009921337,0.07558594,0.38772583,815104,0.006891818,1.1032455e-06,14533.651047468185,-1.9187204837799072,398,0.0
51,95.12,817152,-0.0017194471,0.083935544,0.38701183,817152,0.0069053224,1.14408486e-07,14570.37175989151,-0.5504821538925171,399,0.0
45,95.2,819200,-0.00071821536,0.0796875,0.38965333,819200,0.0066058687,1.2190908e-07,14610.167104244232,0.37349933385849,400,0.0
53,95.19,821248,-0.00035306887,0.12231445,0.37525892,821248,0.010547372,1.0403774e-05,14655.39444899559,-2.514038562774658,401,0.0
41,95.17,823296,-0.0005363577,0.10263672,0.3632764,823296,0.008504691,1.1941756e-08,14693.397953987122,-5.831085205078125,402,0.0
57,95.35,825344,2.2552617e-06,0.098242186,0.35243544,825344,0.0080694845,1.111254e-08,14742.934913396835,-2.9611196517944336,403,0.0
51,95.25,827392,0.0021524609,0.08876953,0.35254022,827392,0.0074703,9.519722e-09,14778.699678897858,-2.192164421081543,404,0.0
65,95.28,829440,0.0017567363,0.0887207,0.35708788,829440,0.007460958,2.1484661e-08,14818.705338001251,-3.9578614234924316,405,0.0
62,95.28,831488,-0.004685349,0.12084961,0.34946343,831488,0.009972966,1.7155307e-08,14850.121114492416,-7.889449119567871,406,0.0
54,95.12,833536,0.0016107366,0.100048825,0.34562093,833536,0.008410884,2.8582019e-08,14882.927300214767,-7.273303985595703,407,0.0
52,95.23,835584,0.0024648,0.09648438,0.35405856,835584,0.008897903,2.9514233e-06,14920.753935337067,-0.4569509029388428,408,0.0
51,95.57,837632,-0.0016912136,0.0987793,0.35348755,837632,0.007674638,1.6341234e-08,14959.672910690308,0.7382861077785492,409,0.0
53,95.91,839680,0.0016365998,0.08320312,0.3474516,839680,0.0070891576,2.3981746e-08,14999.677652359009,0.7134119868278503,410,0.0
65,96.15,841728,-0.0009771211,0.08867188,0.3598972,841728,0.0076752817,1.7399817e-08,15037.644277572632,0.53265580534935,411,0.0
58,96.48,843776,-0.0012074176,0.1,0.37256843,843776,0.008443116,1.5092801e-06,15069.078714847565,0.09636390209197998,412,0.0
48,96.52,845824,-0.0007849432,0.08339844,0.36232075,845824,0.0069863647,3.035114e-08,15104.038672208786,-2.2267045974731445,413,0.0
50,96.37,847872,-0.0013747037,0.08569336,0.35926548,847872,0.0070904894,1.5920742e-08,15146.390395641327,-6.192718029022217,414,0.0
51,96.3,849920,0.0007583803,0.07080078,0.3548745,849920,0.0062183095,1.190477e-07,15186.909080266953,-12.137468338012695,415,0.0
53,96.21,851968,-0.001093976,0.093847655,0.3414514,851968,0.0073948153,5.9443933e-06,15226.366214752197,-5.437240123748779,416,0.0
55,96.0,854016,0.0010239203,0.06923828,0.3272701,854016,0.0060475324,2.556708e-08,15264.650264024734,-2.2737479209899902,417,0.0
59,95.82,856064,0.00030857237,0.11831055,0.30714852,856064,0.0097683165,1.277864e-08,15301.648886442184,0.3969106078147888,418,0.0
60,95.74,858112,-0.0037832446,0.1140625,0.3059771,858112,0.009250011,1.7060021e-08,15336.135010242462,0.033132076263427734,419,0.0
66,95.53,860160,-0.0016958315,0.107910156,0.32106143,860160,0.0088757835,2.3312732e-07,15370.067550182343,-3.1042227745056152,420,0.0
57,95.62,862208,-0.00018585779,0.08129883,0.328213,862208,0.0065017603,3.982928e-08,15400.688608169556,-2.7849068641662598,421,0.0
50,95.71,864256,-0.0018491767,0.08266602,0.33128452,864256,0.007153941,1.30685605e-08,15436.31616306305,-1.2576336860656738,422,0.0
52,95.67,866304,-0.00024323731,0.08989258,0.3250964,866304,0.0071020266,8.144108e-08,15476.616575956345,-1.5047850608825684,423,0.0
62,95.68,868352,-0.0044628726,0.10229492,0.31599343,868352,0.00867652,1.087953e-05,15515.362082242966,-5.360296726226807,424,0.0
69,95.93,870400,-0.00041634636,0.097509764,0.3128698,870400,0.008890175,3.2272247e-08,15548.158815145493,-0.8350160121917725,425,0.0
45,96.03,872448,-0.00180369,0.11381836,0.3091634,872448,0.009116213,1.27034285e-08,15577.663230657578,0.4043123722076416,426,0.0
55,96.52,874496,-0.0008612318,0.10058594,0.30695575,874496,0.008017214,9.688353e-09,15622.262480258942,0.3424937129020691,427,0.0
53,97.39,876544,-0.005319854,0.113378905,0.30721447,876544,0.009409955,1.548466e-08,15658.887119054794,0.25174516439437866,428,0.0
48,97.92,878592,-0.00062352454,0.0902832,0.29944414,878592,0.0068931594,5.011868e-08,15696.965114116669,0.34738218784332275,429,0.0
62,98.41,880640,-0.0034701582,0.11333008,0.2935044,880640,0.008676505,4.5485425e-08,15739.016248703003,0.3145575523376465,430,0.0
53,98.71,882688,-0.0015448744,0.10053711,0.30498728,882688,0.008756669,3.6271146e-08,15771.612317323685,0.27250224351882935,431,0.0
58,98.57,884736,0.00025867193,0.08222656,0.30760404,884736,0.006885105,1.9114509e-08,15809.904668569565,0.37586510181427,432,0.0
60,98.43,886784,-0.0031360674,0.101464845,0.28951448,886784,0.008283045,4.0984663e-08,15844.929802179337,0.28619879484176636,433,0.0
57,98.16,888832,4.270646e-05,0.07763672,0.27555814,888832,0.0061930483,6.767515e-07,15878.827085971832,-3.4977240562438965,434,0.0
53,97.95,890880,0.0018511398,0.1,0.2648331,890880,0.008318672,8.996043e-06,15914.2654337883,-2.513371706008911,435,0.0
58,97.96,892928,-0.0014230746,0.08071289,0.26012734,892928,0.006335455,1.3072709e-08,15952.704267024994,0.568229466676712,436,0.0
48,98.23,894976,0.0017669477,0.109033205,0.26045033,894976,0.009320335,1.0896384e-08,15987.984273910522,0.5361554026603699,437,0.0
57,98.26,897024,0.0034119945,0.09682617,0.26635557,897024,0.008597312,9.085417e-09,16030.331958532333,0.20794689655303955,438,0.0
53,98.37,899072,0.00044152522,0.09990235,0.28039247,899072,0.008430639,1.1694839e-08,16066.02898144722,-0.19169747829437256,439,0.0
57,98.44,901120,-0.00073301356,0.101708986,0.27946398,901120,0.008312449,1.282571e-08,16104.198684930801,-1.6398518085479736,440,0.0
61,98.37,903168,0.00040102197,0.08876953,0.2775721,903168,0.007136786,1.8671168e-08,16139.93619465828,-8.041475296020508,441,0.0
55,98.1,905216,1.7876888e-05,0.093164064,0.26628014,905216,0.008045012,1.2572005e-08,16173.105286836624,-11.470076560974121,442,0.0
60,97.91,907264,0.0013713165,0.12045898,0.2483062,907264,0.009673247,1.1588713e-06,16210.168924331665,-12.574830055236816,443,0.0
51,97.56,909312,-0.00010080561,0.09277344,0.23975496,909312,0.007719422,3.9522766e-07,16244.071999788284,-1.175408124923706,444,0.0
57,97.17,911360,0.00093463884,0.061181642,0.23447497,911360,0.00533461,4.003482e-06,16283.692307949066,-0.5475262403488159,445,0.0
56,97.01,913408,0.001211526,0.07875977,0.24378815,913408,0.006282506,2.5442404e-07,16319.275644540787,0.6086259186267853,446,0.0
55,96.97,915456,-0.0002353981,0.084423825,0.257867,915456,0.0070003523,6.810224e-08,16355.375139474869,0.9343632236123085,447,0.0
51,97.23,917504,0.0010973417,0.09838867,0.26443604,917504,0.0080346,3.082303e-07,16392.415946006775,0.8398435264825821,448,0.0
67,97.88,919552,0.0009342381,0.1116211,0.26566845,919552,0.010097114,2.5266965e-07,16432.171362161636,0.5534856021404266,449,0.0
62,98.43,921600,2.4071622e-05,0.103564456,0.2606717,921600,0.008317395,1.5878888e-07,16462.513574123383,0.6056349873542786,450,0.0
53,99.05,923648,-0.00087800773,0.10083008,0.25320116,923648,0.008888672,3.7076912e-08,16495.34980916977,0.3864508867263794,451,0.0
56,99.39,925696,0.00014668847,0.08320312,0.25080556,925696,0.007283469,5.337701e-08,16533.69258069992,-0.3327043056488037,452,0.0
49,99.52,927744,0.0025242541,0.089501955,0.24232511,927744,0.0076631783,2.2389663e-06,16569.97525715828,-0.32072746753692627,453,0.0
51,99.28,929792,-0.0022092988,0.08735351,0.23871474,929792,0.007585437,1.0054598e-07,16611.190372943878,-0.8417757749557495,454,0.0
55,99.1,931840,-0.0053796363,0.0887207,0.2637399,931840,0.0072183935,1.7455777e-08,16650.886762857437,-1.8479793071746826,455,0.0
63,98.49,933888,0.0005243161,0.08632813,0.29375702,933888,0.007014408,8.734879e-08,16687.67994594574,-1.4268732070922852,456,0.0
48,98.05,935936,0.002771091,0.07880859,0.30260366,935936,0.0068439036,6.862898e-06,16719.917663812637,-1.481276035308838,457,0.0
60,98.17,937984,-0.002073193,0.109277345,0.28190607,937984,0.009712207,1.0823479e-08,16762.075226306915,-0.09720969200134277,458,0.0
56,98.1,940032,0.0022068946,0.08408203,0.259401,940032,0.007286717,8.281612e-09,16795.897941350937,-0.39493751525878906,459,0.0
56,97.99,942080,0.0007910058,0.08798828,0.25636336,942080,0.0077506183,7.620667e-09,16831.87936282158,-1.302574872970581,460,0.0
52,98.22,944128,0.0025028938,0.09101562,0.25670892,944128,0.0073388666,1.4907682e-08,16868.10739517212,-3.798098564147949,461,0.0
47,98.33,946176,0.0012497697,0.10043945,0.2621661,946176,0.00878018,6.4055435e-08,16907.277449846268,-0.6269601583480835,462,0.0
56,98.15,948224,-0.00075566076,0.10644531,0.27601728,948224,0.009208996,1.631015e-08,16950.41877269745,0.13374674320220947,463,0.0
66,97.8,950272,0.0024771644,0.08647461,0.27986175,950272,0.0071310746,1.6139424e-07,16986.595139026642,0.31184959411621094,464,0.0
62,97.58,952320,-0.0033887983,0.12871094,0.28854972,952320,0.011785664,2.449369e-07,17017.35763978958,-0.4384192228317261,465,0.0
48,97.26,954368,-0.000780703,0.09301758,0.30193517,954368,0.00758526,9.190775e-08,17049.90353655815,-2.5644500255584717,466,0.0
56,96.66,956416,0.0005799949,0.077978514,0.2975374,956416,0.0064735166,1.1527904e-06,17091.765159845352,-0.4825526475906372,467,0.0
56,96.31,958464,0.00019653742,0.09326172,0.29676,958464,0.008121947,9.026491e-09,17127.996594429016,-0.20560145378112793,468,0.0
49,96.0,960512,0.0021574486,0.07954101,0.30089024,960512,0.006712491,4.3939547e-08,17164.429840564728,-2.104722499847412,469,0.0
60,95.51,962560,0.0037785103,0.087841794,0.30745098,962560,0.007539886,1.3884414e-05,17205.44043660164,-7.127172470092773,470,0.0
61,95.19,964608,0.0002723084,0.076367185,0.31261423,964608,0.006596189,3.9400085e-08,17239.18547821045,-1.4016082286834717,471,0.0
53,95.1,966656,-0.0004056836,0.08647461,0.3266354,966656,0.006915799,1.3885142e-08,17272.716305732727,-0.3149045705795288,472,0.0
57,94.82,968704,0.0015380894,0.088330075,0.32956603,968704,0.0069488413,4.2769628e-08,17310.78028869629,0.45238977670669556,473,0.0
45,94.89,970752,0.001415817,0.10727539,0.3393009,970752,0.00897854,7.3306987e-09,17346.295726776123,0.6223725974559784,474,0.0
53,94.65,972800,0.0001619991,0.08041992,0.34538016,972800,0.006601413,9.940624e-09,17391.687705516815,0.3324546813964844,475,0.0
50,94.62,974848,0.0006259168,0.088378906,0.35028058,974848,0.007951578,9.3792725e-09,17430.02499294281,-0.2711297273635864,476,0.0
56,94.7,976896,-0.002691872,0.10639648,0.35585228,976896,0.009414727,8.1733326e-08,17470.47411966324,-2.826693058013916,477,0.0
51,94.76,978944,-0.0011142592,0.10224609,0.3536168,978944,0.0087768445,6.7710803e-06,17506.601081848145,-1.7126579284667969,478,0.0
58,94.83,980992,0.0028365036,0.054785155,0.35399958,980992,0.0049673426,4.5135913e-08,17546.671082258224,-1.9020495414733887,479,0.0
62,95.18,983040,-0.00331491,0.10185547,0.3514694,983040,0.009136103,1.5799063e-08,17581.6728079319,-0.46123063564300537,480,0.0
47,95.34,985088,0.0024486228,0.084033206,0.34478986,985088,0.007197713,1.314132e-07,17614.6550180912,-0.8335011005401611,481,0.0
50,95.38,987136,-0.00076752395,0.09047852,0.3368146,987136,0.007689708,1.6807107e-07,17657.442811727524,0.23385274410247803,482,0.0
54,95.39,989184,-0.0035386537,0.103320315,0.34574428,989184,0.008796355,2.3943954e-08,17697.8661775589,0.836532860994339,483,0.0
48,95.4,991232,0.0036734107,0.09584961,0.35854036,991232,0.00782392,2.090751e-07,17735.520709514618,0.8489756137132645,484,0.0
49,95.09,993280,-0.004556566,0.08930664,0.37546104,993280,0.008681341,4.80327e-07,17777.37221646309,0.757275328040123,485,0.0
56,95.04,995328,0.0014025151,0.06064453,0.38972306,995328,0.005760955,7.398114e-07,17818.838801145554,0.5343354046344757,486,0.0
62,95.08,997376,-0.00013683569,0.08496094,0.40239114,997376,0.0066765,2.0083444e-08,17854.852382183075,0.5291441679000854,487,0.0
54,95.34,999424,0.0006730515,0.08173828,0.4066258,999424,0.007195902,4.5565275e-07,17887.655584573746,0.23195475339889526,488,0.0
