fps,ep_len_mean,serial_timesteps,policy_loss,clipfrac,policy_entropy,total_timesteps,approxkl,value_loss,time_elapsed,explained_variance,n_updates,ep_reward_mean
52,95.54,399360,-0.00084477,0.06621094,0.79260457,399360,0.005221204,1.1147826e-07,6803.083335161209,-0.1470412015914917,195,0.0
46,95.41,401408,1.627832e-05,0.08310547,0.78086054,401408,0.0068749636,4.9595457e-08,6841.7598965168,-0.25312328338623047,196,0.0
63,95.1,403456,-0.0027698844,0.08251953,0.7591016,403456,0.0069955504,6.978034e-06,6886.163640022278,-1.0682735443115234,197,0.0
67,94.6,405504,-0.0022276381,0.08256836,0.7546698,405504,0.006666308,4.674977e-08,6918.168491363525,-1.5053632259368896,198,0.0
54,94.45,407552,-3.4940214e-05,0.0668457,0.7488548,407552,0.0054931235,5.3092112e-08,6948.73117017746,-2.3553569316864014,199,0.0
52,93.98,409600,-0.0023374395,0.08232422,0.7327246,409600,0.0066311033,1.3929374e-06,6986.028214454651,-3.140449047088623,200,0.0
71,93.28,411648,-0.00090987294,0.0637207,0.71937853,411648,0.005259268,5.1780484e-07,7024.75740480423,-0.04889178276062012,201,0.0
58,92.92,413696,0.0002529816,0.06123047,0.7143058,413696,0.0055087106,5.6145257e-08,7053.212193012238,0.3068886995315552,202,0.0
72,92.57,415744,-0.0010240775,0.09238281,0.71958005,415744,0.007253262,4.1970598e-06,7088.3046317100525,0.08871835470199585,203,0.0
46,92.33,417792,0.00054269657,0.06508789,0.7326576,417792,0.005328639,1.1817351e-06,7116.540060758591,-8.500689506530762,204,0.0
45,92.37,419840,0.0004911455,0.07875977,0.74458563,419840,0.006200753,4.8973682e-08,7160.86558175087,-5.863452911376953,205,0.0
44,92.17,421888,0.0004907614,0.08291016,0.7536701,421888,0.0068908953,2.6914205e-07,7205.737585306168,-5.761693477630615,206,0.0
52,92.09,423936,0.0009802722,0.060009766,0.75644165,423936,0.005081236,1.4052526e-06,7252.126012086868,-3.180850028991699,207,0.0
43,92.06,425984,-0.0024832594,0.076367185,0.7537662,425984,0.006176873,5.2553894e-08,7290.984940767288,-0.5949910879135132,208,0.0
51,92.06,428032,-0.0016951902,0.09121094,0.75352854,428032,0.007353871,8.566411e-07,7337.621706724167,-2.1908977031707764,209,0.0
47,92.0,430080,-0.001400177,0.099609375,0.7516874,430080,0.008334348,4.5827073e-07,7377.288194894791,-8.814584732055664,210,0.0
48,92.26,432128,-0.0018979304,0.072705075,0.74659705,432128,0.0060287705,1.7407499e-06,7420.854576587677,-7.099430084228516,211,0.0
49,92.3,434176,-0.0038131874,0.07011719,0.7304156,434176,0.006008078,6.182904e-06,7463.411540269852,-0.6217414140701294,212,0.0
55,92.48,436224,-5.2382715e-05,0.07514648,0.7191872,436224,0.006001027,1.4031482e-07,7505.093700170517,0.48509377241134644,213,0.0
42,92.75,438272,0.001070243,0.1,0.7252518,438272,0.008504993,6.1675074e-08,7541.8468544483185,0.789440393447876,214,0.0
57,93.24,440320,0.00025724398,0.074365236,0.7338592,440320,0.006232836,1.6578757e-06,7589.603973388672,0.2687525749206543,215,0.0
49,93.62,442368,-0.0014546213,0.06616211,0.7272216,442368,0.005408003,3.3663498e-06,7625.147394895554,-3.872264862060547,216,0.0
59,94.37,444416,-0.0007586946,0.07583008,0.7274327,444416,0.006564931,4.3166037e-06,7666.449834823608,0.4519230127334595,217,0.0
52,94.52,446464,-0.00054436375,0.08178711,0.7277183,446464,0.006676418,1.8031855e-07,7700.963852405548,-2.7708652019500732,218,0.0
55,94.66,448512,-0.0014962209,0.08486328,0.737684,448512,0.006959921,2.654643e-08,7739.734354019165,-1.3456106185913086,219,0.0
45,94.66,450560,0.0008791404,0.07197265,0.75464994,450560,0.005844045,7.9991366e-08,7776.674595832825,-0.3708301782608032,220,0.0
58,94.54,452608,0.0013497429,0.07832031,0.7594318,452608,0.00644827,2.499753e-07,7821.52320766449,-0.6965439319610596,221,0.0
46,94.73,454656,0.0009783246,0.06865235,0.75594,454656,0.0060849325,6.2688728e-06,7856.718994140625,-1.684701919555664,222,0.0
52,95.18,456704,0.0011680579,0.07280274,0.7555794,456704,0.0059544668,9.253693e-06,7900.304823637009,-1.0112550258636475,223,0.0
47,95.56,458752,0.0010759827,0.075,0.74409646,458752,0.006391936,1.7216834e-07,7939.3149061203,0.43396246433258057,224,0.0
47,95.77,460800,-0.00025943853,0.07626953,0.7225935,460800,0.0066055707,1.3838198e-07,7982.327146291733,0.6842876076698303,225,0.0
54,95.22,462848,-0.0020905018,0.095654294,0.7079992,462848,0.0077603823,1.8584257e-07,8025.120819330215,0.6478613018989563,226,0.0
62,94.86,464896,0.0012641388,0.0659668,0.7079019,464896,0.00547471,4.7831094e-08,8062.948167324066,0.6000783741474152,227,0.0
51,94.7,466944,0.0005387581,0.07915039,0.71251595,466944,0.0062708734,2.2548302e-07,8095.6940133571625,-0.8525605201721191,228,0.0
63,94.55,468992,-0.0013116805,0.07358398,0.7159518,468992,0.006396188,4.0214105e-05,8135.511141300201,-2.044996738433838,229,0.0
56,94.74,471040,0.0026337318,0.06430664,0.71036637,471040,0.005503085,1.7699843e-07,8167.872536897659,-1.5799362659454346,230,0.0
71,95.36,473088,-0.000984508,0.10566406,0.700548,473088,0.009200922,4.4024517e-08,8204.275008916855,-0.8120218515396118,231,0.0
58,95.83,475136,0.0012934329,0.07119141,0.6900702,475136,0.005900169,3.459807e-08,8232.905237674713,0.09577172994613647,232,0.0
56,96.16,477184,0.0015303113,0.07050781,0.68815434,477184,0.005963239,2.8381304e-08,8267.657514572144,0.15696680545806885,233,0.0
65,96.39,479232,-3.5553192e-05,0.09765625,0.7031683,479232,0.008149333,2.6964718e-08,8303.6302754879,-0.35153067111968994,234,0.0
68,96.66,481280,-0.0024010346,0.087646484,0.7150732,481280,0.0072467835,3.0476407e-08,8335.1126101017,-2.7094671726226807,235,0.0
52,96.51,483328,0.00031709403,0.0734375,0.7053451,483328,0.0062402557,2.4872232e-08,8365.051272630692,-8.035268783569336,236,0.0
54,96.51,485376,-0.00019860822,0.08701172,0.6930564,485376,0.0070246225,2.372981e-08,8403.82899570465,-9.827044486999512,237,0.0
52,96.21,487424,7.163146e-05,0.07514648,0.69423926,487424,0.0062449463,2.3533623e-06,8441.51893210411,-10.191937446594238,238,0.0
52,96.18,489472,-0.0018389955,0.111376956,0.70274454,489472,0.009330608,9.1912204e-07,8480.435310125351,-3.1860404014587402,239,0.0
54,95.78,491520,0.0012326844,0.075,0.69117725,491520,0.006528145,3.9361204e-08,8519.355773687363,-7.170191764831543,240,0.0
55,95.34,493568,0.001689562,0.078466795,0.6734058,493568,0.006735391,1.0956218e-06,8557.210705280304,-6.256707191467285,241,0.0
47,95.35,495616,-0.00016892872,0.07128906,0.65505314,495616,0.00579339,2.7117602e-07,8594.346088409424,-0.4077380895614624,242,0.0
45,95.29,497664,-0.0010961986,0.088134766,0.6477294,497664,0.0075715417,4.3469856e-05,8637.027255296707,0.8494141399860382,243,0.0
58,95.33,499712,0.0013218459,0.08129883,0.6518636,499712,0.0063884943,5.6369068e-08,8682.178337097168,0.7586707919836044,244,0.0
59,95.54,501760,-0.00320237,0.0972168,0.6517577,501760,0.009007236,3.592248e-08,8717.404421567917,0.7363929748535156,245,0.0
53,95.85,503808,-0.0010789975,0.084472656,0.6502115,503808,0.007013309,2.9360049e-08,8751.540380239487,0.6129578351974487,246,0.0
55,96.11,505856,0.00058177265,0.0765625,0.6459261,505856,0.006380738,2.4714293e-08,8790.144663095474,0.3634170889854431,247,0.0
49,96.34,507904,-0.00077658397,0.09047852,0.62976784,507904,0.007425132,3.3771027e-08,8827.007819890976,-0.734205961227417,248,0.0
60,96.48,509952,-0.0007323591,0.086083986,0.62320405,509952,0.0068314797,2.0038238e-08,8868.340341567993,-0.5699669122695923,249,0.0
51,96.72,512000,0.00049424154,0.082177736,0.6175234,512000,0.00668324,3.5010822e-07,8902.447826623917,-0.945319414138794,250,0.0
54,96.75,514048,-0.0011893383,0.09121094,0.6160989,514048,0.0070577646,1.0733155e-07,8942.152374982834,-1.5999248027801514,251,0.0
57,96.86,516096,-0.0014040008,0.07954101,0.61943805,516096,0.007056497,2.6091737e-08,8979.673008918762,-1.8515853881835938,252,0.0
61,96.84,518144,-0.0009256524,0.091113284,0.6127853,518144,0.008158676,2.3411108e-05,9015.206810712814,-4.123461723327637,253,0.0
50,96.71,520192,-0.0010792728,0.07836914,0.6069602,520192,0.0063085617,2.1940279e-08,9048.733224153519,-6.382745742797852,254,0.0
45,96.31,522240,0.0016924043,0.066308595,0.6098969,522240,0.005760673,2.490306e-08,9089.310600757599,-6.124947547912598,255,0.0
50,95.54,524288,-4.7470794e-06,0.07524414,0.6083784,524288,0.006431875,2.453766e-08,9134.232357025146,-7.940473556518555,256,0.0
52,94.86,526336,0.00044337093,0.08891602,0.6055256,526336,0.007183931,1.7593681e-08,9174.620284795761,-16.13099479675293,257,0.0
48,94.2,528384,0.00033973833,0.06958008,0.6011547,528384,0.0058540488,2.9030975e-08,9213.802017211914,-9.975749969482422,258,0.0
44,93.9,530432,-0.001611951,0.094091795,0.59902894,530432,0.0074518733,2.754067e-08,9255.934255123138,-5.823895454406738,259,0.0
48,93.43,532480,0.001965105,0.096875,0.59976155,532480,0.009179967,4.7341823e-06,9302.084730863571,-5.126295566558838,260,0.0
57,93.12,534528,0.0027015344,0.068408206,0.5894771,534528,0.0057950015,3.951114e-08,9344.642860651016,-0.6941733360290527,261,0.0
59,92.91,536576,0.00035606645,0.097802736,0.576649,536576,0.008132339,6.848044e-07,9380.136039733887,0.3851901888847351,262,0.0
52,92.88,538624,-4.2567124e-05,0.091748044,0.57318527,538624,0.0075961603,6.667182e-08,9414.69814491272,0.5966098606586456,263,0.0
69,92.94,540672,0.0027805034,0.07504883,0.5688855,540672,0.006405006,1.9153133e-07,9453.665320158005,0.06511014699935913,264,0.0
54,93.34,542720,0.0018013881,0.081689455,0.5657775,542720,0.006705592,4.3995406e-08,9482.973411798477,-0.9429746866226196,265,0.0
63,93.68,544768,0.000635148,0.0793457,0.5526347,544768,0.006566786,1.9040151e-07,9520.710902690887,-2.9417684078216553,266,0.0
53,93.97,546816,0.002786879,0.08149414,0.5474478,546816,0.0068886327,3.0591028e-07,9553.042168855667,-1.982724666595459,267,0.0
56,94.05,548864,0.0019153066,0.066308595,0.5554416,548864,0.0058739455,1.7012714e-07,9591.15656709671,-1.9824163913726807,268,0.0
60,94.34,550912,0.00018797694,0.09711914,0.5583159,550912,0.0077824667,3.2601492e-06,9627.500752210617,-0.40027642250061035,269,0.0
54,94.81,552960,0.00082148565,0.08916016,0.5541539,552960,0.00766458,9.43693e-06,9661.28335738182,-0.8127622604370117,270,0.0
64,94.89,555008,-0.0030360757,0.08828125,0.5551357,555008,0.0073553203,1.7866478e-07,9698.665100097656,0.8707907646894455,271,0.0
54,94.77,557056,0.0013795285,0.08701172,0.55517465,557056,0.007662537,1.8135006e-06,9730.184133529663,0.8930630683898926,272,0.0
54,94.91,559104,-0.0007481935,0.08696289,0.5485392,559104,0.0073957974,1.8247435e-07,9767.43134188652,0.8051083385944366,273,0.0
55,94.61,561152,-0.0005080726,0.08779297,0.54098636,561152,0.008023645,9.785116e-08,9805.054567098618,0.7964941561222076,274,0.0
53,94.5,563200,0.00019708075,0.0746582,0.5342308,563200,0.006209073,1.0314407e-07,9841.650433301926,0.6407775282859802,275,0.0
52,94.59,565248,-0.0018773165,0.09873047,0.5451039,565248,0.008418046,1.9421525e-07,9880.251433372498,0.5323261320590973,276,0.0
49,94.25,567296,-0.0011253854,0.09140625,0.547305,567296,0.0083104465,3.7172658e-08,9919.328431367874,0.3566957116127014,277,0.0
57,93.81,569344,-0.0013292951,0.08520508,0.5356494,569344,0.007377889,7.810863e-08,9960.780965566635,0.037795186042785645,278,0.0
56,93.35,571392,-0.000880843,0.10014649,0.5229212,571392,0.0088625485,5.041653e-07,9996.13266134262,-0.8589367866516113,279,0.0
43,92.84,573440,-0.002624719,0.097509764,0.50813425,573440,0.008628775,2.8404662e-07,10032.068371295929,-0.9220677614212036,280,0.0
45,92.84,575488,-0.0011081668,0.0915039,0.49438888,575488,0.0072809733,6.3369434e-06,10078.714386940002,-2.6193065643310547,281,0.0
51,93.0,577536,-0.00021310076,0.103466794,0.4947806,577536,0.0083968565,2.8618084e-08,10123.308743953705,-3.5508785247802734,282,0.0
55,92.94,579584,-0.0021442804,0.08383789,0.48915702,579584,0.0071321526,2.2332443e-08,10162.767315626144,-4.077134609222412,283,0.0
50,92.98,581632,0.0009048373,0.07875977,0.4710076,581632,0.006409998,2.8851286e-08,10199.53005027771,-2.250828266143799,284,0.0
50,92.62,583680,0.00029928648,0.1078125,0.47288308,583680,0.008705923,7.4363134e-06,10240.082377433777,-0.7263844013214111,285,0.0
53,92.05,585728,-0.0002925438,0.080761716,0.46564603,585728,0.0068120123,2.2638108e-08,10280.789404392242,-7.382041931152344,286,0.0
59,91.56,587776,0.0013852165,0.088378906,0.45293465,587776,0.0070705055,2.2908004e-08,10318.837564229965,-5.583502769470215,287,0.0
50,91.05,589824,-0.000696689,0.109716795,0.45970735,589824,0.0100915115,3.4905913e-08,10353.445373296738,-4.083495616912842,288,0.0
66,91.14,591872,-0.0012513676,0.09165039,0.46154127,591872,0.0074821212,4.078839e-06,10393.870870828629,-0.17945241928100586,289,0.0
50,91.36,593920,0.0016807172,0.080126956,0.45099849,593920,0.007004411,1.2627444e-07,10424.826674222946,-6.77256965637207,290,0.0
46,91.89,595968,0.00039348117,0.0980957,0.43918157,595968,0.008195235,1.7472756e-08,10465.451245546341,0.0017897486686706543,291,0.0
48,92.29,598016,0.0026417742,0.09477539,0.43193346,598016,0.007876922,2.9370218e-08,10509.69457602501,-0.22450435161590576,292,0.0
52,92.92,600064,-5.743378e-05,0.12446289,0.43331623,600064,0.010684548,3.250199e-06,10552.299164295197,-0.9594316482543945,293,0.0
66,93.01,602112,-0.00070143776,0.10849609,0.42688838,602112,0.009058716,2.4645507e-08,10591.480101585388,-0.8785576820373535,294,0.0
48,93.03,604160,0.0015232505,0.08828125,0.4279481,604160,0.0074379286,1.6615875e-08,10622.2691655159,-4.652049541473389,295,0.0
53,93.23,606208,-0.00019731573,0.08574219,0.4141942,606208,0.007531778,2.184592e-08,10664.817504882812,-15.340274810791016,296,0.0
48,93.07,608256,0.00038100145,0.08486328,0.39747727,608256,0.0072276862,1.0704082e-06,10703.047214984894,-9.164098739624023,297,0.0
47,93.04,610304,-0.0024905945,0.09296875,0.39491516,610304,0.007475124,2.0106643e-06,10745.210751056671,-1.1185169219970703,298,0.0
47,92.83,612352,-0.00035464257,0.095458984,0.395822,612352,0.007979524,6.772119e-08,10788.314331054688,0.7254533171653748,299,0.0
59,92.48,614400,0.00072469836,0.10830078,0.40168485,614400,0.009742576,1.4869199e-06,10831.531403779984,0.8144991546869278,300,0.0
52,92.35,616448,0.00088863296,0.07075195,0.40916353,616448,0.0059083374,5.8220536e-08,10866.204725503922,0.6266220510005951,301,0.0
63,92.21,618496,0.0017990753,0.07700195,0.41363844,618496,0.0062740766,8.5272184e-08,10904.855930566788,0.43209779262542725,302,0.0
56,92.26,620544,0.0012344259,0.09326172,0.41271424,620544,0.007517668,7.5206617e-07,10937.163078784943,-0.08969378471374512,303,0.0
46,92.73,622592,-0.00022530826,0.099414065,0.41560882,622592,0.008186642,4.767432e-07,10973.542509317398,-1.8111300468444824,304,0.0
62,93.11,624640,-0.0027271267,0.11225586,0.41630378,624640,0.008945213,3.7969835e-06,11017.697793722153,-2.5631229877471924,305,0.0
56,93.5,626688,0.00027906342,0.0803711,0.41411167,626688,0.0068249935,1.4087927e-07,11050.362274646759,-1.0866808891296387,306,0.0
51,93.93,628736,0.0014735647,0.0769043,0.40779242,628736,0.006977085,9.084817e-07,11086.426145553589,0.26859408617019653,307,0.0
53,94.1,630784,-0.0004320926,0.113623045,0.40331206,630784,0.009539481,4.622127e-08,11125.892167329788,0.8036705255508423,308,0.0
47,93.84,632832,-0.0021964503,0.08164062,0.39047363,632832,0.0065984703,1.8026062e-08,11164.423247337341,0.7366975247859955,309,0.0
52,93.51,634880,0.0014115559,0.088330075,0.39157468,634880,0.0070685707,2.567916e-08,11207.289602041245,0.5414808988571167,310,0.0
61,93.5,636928,-0.0016993799,0.08847656,0.3845796,636928,0.0070367223,6.7825977e-07,11246.059368133545,-0.04075002670288086,311,0.0
62,93.44,638976,0.0012121452,0.08637695,0.36414742,638976,0.007503125,1.15043555e-07,11279.388295173645,-1.6434404850006104,312,0.0
52,93.51,641024,-0.0024004574,0.0921875,0.351952,641024,0.007272046,3.3510997e-07,11311.981851816177,-5.331656455993652,313,0.0
50,93.7,643072,0.0016568957,0.08979492,0.34627202,643072,0.0075173443,2.6285572e-05,11351.341712236404,-9.492588996887207,314,0.0
54,93.81,645120,-0.0006245736,0.11904297,0.3517359,645120,0.010468443,2.0996534e-08,11391.526524066925,-12.731378555297852,315,0.0
48,94.07,647168,-0.0018203349,0.09428711,0.35608757,647168,0.007820355,1.2505477e-08,11429.245703220367,-7.080212593078613,316,0.0
53,94.05,649216,0.0018655062,0.08383789,0.34982476,649216,0.0067727207,1.3204814e-08,11471.339244365692,-8.464001655578613,317,0.0
40,94.06,651264,0.0012256203,0.084423825,0.3412106,651264,0.0066793105,1.2252646e-08,11509.50277042389,-10.957255363464355,318,0.0
48,93.99,653312,0.0014128718,0.09116211,0.33125436,653312,0.007258172,1.6293194e-08,11559.526189804077,-9.786982536315918,319,0.0
57,93.61,655360,0.00024892125,0.09677734,0.3377359,655360,0.008175679,4.518625e-08,11601.910977602005,-5.957786560058594,320,0.0
58,93.24,657408,-0.003621898,0.10727539,0.3423624,657408,0.009084461,4.383327e-08,11637.774820804596,-5.666490077972412,321,0.0
52,93.14,659456,0.0020332718,0.08183594,0.33808812,659456,0.0068482617,2.7957398e-08,11672.955385684967,-13.992589950561523,322,0.0
60,93.19,661504,-0.0012785655,0.10864258,0.3340909,661504,0.00870377,1.100107e-06,11711.60969376564,-6.705899715423584,323,0.0
57,93.08,663552,-0.00020363808,0.11279297,0.33115822,663552,0.008860407,2.0272942e-08,11745.311714410782,-9.635210990905762,324,0.0
54,92.9,665600,-0.0010846667,0.0987793,0.32693118,665600,0.007855261,2.6032515e-08,11781.153285264969,-4.610002040863037,325,0.0
52,93.0,667648,0.0008242346,0.11303711,0.31547496,667648,0.009395591,3.5271836e-07,11818.766444683075,-7.595315933227539,326,0.0
50,92.71,669696,3.993554e-05,0.10341797,0.31201774,669696,0.009158959,2.3498865e-06,11857.678750514984,-1.2650268077850342,327,0.0
47,92.28,671744,0.004347879,0.11225586,0.3176496,671744,0.011190139,2.3052871e-07,11898.029619216919,0.27179521322250366,328,0.0
54,92.13,673792,0.0007210029,0.09013672,0.3333234,673792,0.007159018,5.12906e-06,11941.09225821495,0.5374771058559418,329,0.0
47,91.79,675840,-0.00093174103,0.08549805,0.35311598,675840,0.0068911305,1.1240597e-07,11978.36963057518,-1.348909616470337,330,0.0
57,91.44,677888,0.00044662226,0.10429688,0.365188,677888,0.0080093,9.2476796e-07,12021.122319936752,-0.9110637903213501,331,0.0
56,91.36,679936,0.00053230877,0.07626953,0.36132696,679936,0.0064774654,3.374304e-08,12056.480540275574,-1.4333679676055908,332,0.0
52,91.26,681984,-0.0011866738,0.10820313,0.37475747,681984,0.009418969,1.225124e-05,12092.414672851562,-1.3245384693145752,333,0.0
51,91.21,684032,0.0019891984,0.10541992,0.3863525,684032,0.009409651,1.5920309e-08,12131.069993019104,-1.15232515335083,334,0.0
63,91.28,686080,-0.00027618356,0.09819336,0.39969197,686080,0.008639492,1.7399284e-08,12170.558284282684,-0.21434032917022705,335,0.0
52,91.28,688128,-0.0037490758,0.09423828,0.4077684,688128,0.007996778,2.3075218e-08,12202.716700077057,-0.03509652614593506,336,0.0
57,91.33,690176,-0.004069695,0.11025391,0.40708023,690176,0.008893529,1.4669368e-07,12241.581912994385,-6.099575042724609,337,0.0
49,91.3,692224,0.001123661,0.066748045,0.4072167,692224,0.0060797953,3.2809123e-07,12277.2669672966,-1.1418325901031494,338,0.0
55,91.19,694272,0.001384443,0.10239258,0.40754437,694272,0.008197391,5.1319034e-08,12318.720247268677,0.4585025906562805,339,0.0
54,91.32,696320,0.0011691262,0.070214845,0.40691352,696320,0.005660671,4.0090562e-08,12355.692331075668,0.6559887826442719,340,0.0
55,91.16,698368,0.0021054912,0.08989258,0.40865198,698368,0.0077710687,1.9849747e-07,12393.15560245514,0.6713029742240906,341,0.0
58,91.29,700416,0.0008020346,0.088330075,0.4149328,700416,0.007394756,1.8338154e-06,12430.193856239319,0.5328623056411743,342,0.0
55,91.5,702464,0.0012654632,0.09306641,0.4143928,702464,0.008271479,6.081399e-07,12465.35155081749,-0.21815776824951172,343,0.0
51,91.64,704512,-0.00036486238,0.09375,0.41113657,704512,0.00733813,1.2775311e-07,12502.195358991623,-5.835789680480957,344,0.0
50,91.99,706560,-0.0020764763,0.111816406,0.40985194,706560,0.009447364,2.2192387e-07,12542.049261569977,-7.941886901855469,345,0.0
53,92.2,708608,-0.005460617,0.12563476,0.4138693,708608,0.01077148,3.2894375e-06,12582.808950424194,-1.9825880527496338,346,0.0
56,92.54,710656,-0.0008853975,0.08774414,0.41444665,710656,0.0069543333,2.2985542e-08,12620.881460905075,-2.80812668800354,347,0.0
49,92.71,712704,-0.0020280713,0.10390625,0.41076794,712704,0.008017992,2.5675473e-07,12657.048038244247,-6.623291492462158,348,0.0
63,92.96,714752,0.0007803117,0.083935544,0.40390253,714752,0.0072350455,9.144948e-08,12698.331910610199,-3.4909420013427734,349,0.0
51,93.25,716800,5.856622e-06,0.08300781,0.39227358,716800,0.006708607,1.9995791e-07,12730.613511562347,-7.530031204223633,350,0.0
53,93.35,718848,0.0002919968,0.09331055,0.39120984,718848,0.007869203,7.085906e-06,12770.279757976532,-1.8837847709655762,351,0.0
48,93.33,720896,-0.0025432715,0.07368164,0.39829224,720896,0.006267847,1.8214084e-08,12808.726149320602,-0.856337308883667,352,0.0
57,93.65,722944,0.0008897545,0.08432617,0.39496958,722944,0.0067627965,1.7115521e-08,12850.820959091187,-0.18213129043579102,353,0.0
50,93.87,724992,-0.002580043,0.107470706,0.38772187,724992,0.0093616005,2.066174e-08,12886.408750772476,-0.8895668983459473,354,0.0
47,93.96,727040,0.00057861273,0.09785156,0.3694094,727040,0.008076993,3.0645094e-07,12926.915971279144,-1.1654038429260254,355,0.0
55,93.85,729088,0.00012239658,0.09643555,0.35994822,729088,0.007864425,8.563408e-07,12970.14456319809,-1.5358092784881592,356,0.0
61,94.07,731136,0.0023856615,0.10800781,0.37322626,731136,0.009692101,1.8435504e-08,13007.272741556168,-3.0167479515075684,357,0.0
55,93.85,733184,0.0011167694,0.080126956,0.38991365,733184,0.0068238615,3.1913015e-07,13040.549592018127,-6.902196884155273,358,0.0
65,93.61,735232,-0.0020451525,0.06499024,0.39470717,735232,0.005498347,6.784764e-07,13077.337239027023,-2.5311288833618164,359,0.0
50,93.82,737280,-0.00052418286,0.09838867,0.39406338,737280,0.0077419938,1.0548744e-07,13108.666618347168,-0.35463881492614746,360,0.0
56,93.52,739328,-0.0022010892,0.11015625,0.38785738,739328,0.010023583,1.0322151e-06,13149.096143484116,-1.1255393028259277,361,0.0
57,93.22,741376,0.0008145684,0.069970705,0.38989204,741376,0.0057563754,3.5796438e-07,13185.326530218124,-2.209169626235962,362,0.0
57,92.88,743424,-9.137396e-05,0.095214844,0.39718774,743424,0.008106117,1.7976855e-07,13220.768836975098,-4.567398548126221,363,0.0
51,92.62,745472,0.0013469447,0.10649414,0.39129242,745472,0.009074468,1.3130241e-06,13256.460047483444,0.027506887912750244,364,0.0
52,92.5,747520,-0.00077207695,0.0828125,0.38382575,747520,0.0068682507,3.6788926e-08,13295.992713212967,0.5196995437145233,365,0.0
56,92.69,749568,0.0010132188,0.101708986,0.37620252,749568,0.009100983,6.9065745e-06,13335.147663116455,-0.9201418161392212,366,0.0
59,92.78,751616,0.0015804885,0.0769043,0.37407377,751616,0.0063100844,1.5874946e-07,13371.637685775757,-2.470702886581421,367,0.0
59,93.11,753664,0.001936088,0.078271486,0.38038594,753664,0.0067216023,1.6850091e-08,13406.02207994461,0.23735904693603516,368,0.0
49,93.36,755712,6.4425345e-05,0.08222656,0.3796245,755712,0.0070679924,1.3210456e-08,13440.177990913391,0.44604384899139404,369,0.0
60,93.71,757760,0.0014311698,0.061865233,0.37759906,757760,0.005213563,2.1011028e-08,13481.75065612793,0.17873799800872803,370,0.0
52,93.92,759808,-0.00032859333,0.085839845,0.36591423,759808,0.0072554043,7.138914e-08,13515.799124479294,-1.4774410724639893,371,0.0
57,94.3,761856,-0.0006053212,0.110644534,0.36806795,761856,0.008750779,4.2940746e-06,13554.511568069458,-2.8330912590026855,372,0.0
57,94.52,763904,-0.0043471903,0.12548828,0.37051588,763904,0.009728949,1.3098928e-08,13590.37697005272,-7.0315704345703125,373,0.0
51,94.62,765952,-0.0009969703,0.08881836,0.37011573,765952,0.007015723,1.4430834e-08,13626.137350797653,-7.879417419433594,374,0.0
50,94.54,768000,0.00097373873,0.08588867,0.379026,768000,0.006894801,2.9396787e-08,13665.826997041702,-10.325518608093262,375,0.0
64,94.31,770048,-0.0017744638,0.102148436,0.38906568,770048,0.008829985,2.958617e-06,13706.337852716446,-15.796966552734375,376,0.0
45,93.85,772096,0.0005080743,0.096875,0.3953018,772096,0.007724376,1.6353239e-08,13737.9271774292,-2.8164761066436768,377,0.0
56,93.66,774144,0.0022300489,0.106933594,0.40219426,774144,0.008662781,2.0436431e-08,13782.536074876785,-5.830807685852051,378,0.0
51,93.4,776192,-0.00064327463,0.09238281,0.40582806,776192,0.007650555,1.3246269e-08,13818.58413362503,-4.434807300567627,379,0.0
55,93.55,778240,0.00096201926,0.08886719,0.4086977,778240,0.007531137,2.888884e-08,13858.304212093353,-3.7365994453430176,380,0.0
50,94.11,780288,-0.0014264006,0.090429686,0.4087091,780288,0.007479804,5.231118e-08,13895.518784046173,-2.6814651489257812,381,0.0
54,94.4,782336,-0.0042416295,0.10893555,0.40323845,782336,0.009654443,3.5255484e-06,13936.35790681839,-6.574729919433594,382,0.0
50,94.49,784384,-0.0027958483,0.09345703,0.40268478,784384,0.007269518,3.147469e-08,13973.906028032303,-7.1873064041137695,383,0.0
51,94.59,786432,-3.954147e-05,0.093164064,0.3888605,786432,0.008818084,4.1432205e-07,14014.471913814545,-4.239720344543457,384,0.0
56,94.53,788480,0.00059754367,0.08613281,0.39051893,788480,0.007831784,1.420107e-07,14053.864572763443,-0.3242138624191284,385,0.0
59,94.36,790528,0.00086242484,0.084228516,0.3969566,790528,0.0071405107,2.4285666e-06,14090.396308898926,0.8662684708833694,386,0.0
58,94.32,792576,-0.0026058122,0.10541992,0.3843319,792576,0.008540748,3.0565033e-08,14124.634825706482,0.7743014693260193,387,0.0
51,94.54,794624,-0.00031784532,0.10844727,0.390761,794624,0.009414488,1.080212e-08,14159.912355184555,0.2863674759864807,388,0.0
54,94.47,796672,0.0023180419,0.10454102,0.40121445,796672,0.0086475145,3.206905e-08,14199.70741724968,-0.4488341808319092,389,0.0
67,94.41,798720,-0.00073479547,0.08544922,0.4054497,798720,0.0070417314,3.9098047e-08,14237.463975191116,-2.705089569091797,390,0.0
53,94.45,800768,-0.0033235052,0.13803712,0.39821926,800768,0.01203216,3.950786e-06,14267.928153514862,-5.279263973236084,391,0.0
43,94.4,802816,0.00035652207,0.10385742,0.38553134,802816,0.008229883,1.1892632e-08,14306.262025356293,-2.5510971546173096,392,0.0
57,94.11,804864,-0.00038015083,0.07734375,0.38394052,804864,0.0065394104,1.8335816e-08,14353.667808771133,-1.0825183391571045,393,0.0
