time_elapsed,n_updates,ep_len_mean,value_loss,fps,policy_entropy,clipfrac,ep_reward_mean,serial_timesteps,policy_loss,approxkl,total_timesteps,explained_variance
714.3457577228546,119,973.19,14.687508,298,2.2076287,0.018603515,914.8372080700001,243712,-0.00041216618,0.0022871606,243712,0.034735798835754395
721.2178730964661,120,988.5,14.866472,299,2.203746,0.03378906,929.4015609700001,245760,-0.0035059184,0.003073028,245760,0.08351653814315796
728.0525517463684,121,1004.73,14.513725,295,2.2007024,0.05288086,945.04910888,247808,-0.003825175,0.004518964,247808,0.08248579502105713
734.9868316650391,122,1021.52,14.797177,296,2.200396,0.027636718,961.0227819700001,249856,-0.0015000493,0.0030427973,249856,0.03863358497619629
741.9056670665741,123,1036.46,16.96074,307,2.1955645,0.019873047,974.9700334400001,251904,-0.0013666169,0.002387174,251904,0.43358439207077026
748.563866853714,124,1050.73,12.618602,296,2.207137,0.037646484,987.1661697799999,253952,-0.0037168104,0.003291263,253952,0.30147427320480347
755.4840998649597,125,1065.84,14.739934,298,2.2353137,0.03754883,1001.0304121500001,256000,-0.0014085905,0.0031451813,256000,0.13346660137176514
762.3610305786133,126,1078.8,14.58803,294,2.2533479,0.038671874,1013.4929163000002,258048,-0.0004946816,0.003541076,258048,0.12289959192276001
769.3186728954315,127,1089.99,15.1735935,294,2.2572186,0.027148437,1023.7673956900002,260096,8.956389e-06,0.0028951168,260096,0.033120036125183105
776.2721831798553,128,1102.86,18.088125,293,2.258179,0.023339843,1036.03771503,262144,-0.0015368134,0.0025225296,262144,0.7365055978298187
783.2556190490723,129,1116.65,9.219442,296,2.269882,0.049804688,1048.53321981,264192,-0.0036426983,0.0042324406,264192,0.5499698221683502
790.172290802002,130,1129.71,15.757993,300,2.27791,0.041748047,1060.37930307,266240,-0.0016080305,0.0037734718,266240,0.025027096271514893
796.9863102436066,131,1142.05,15.584028,292,2.2773094,0.01640625,1071.96434991,268288,-0.00032994297,0.0019472837,268288,0.018252849578857422
803.9848747253418,132,1152.4,15.558568,296,2.2900167,0.04121094,1081.2512973999999,270336,-0.0021615536,0.0034759114,270336,0.0698583722114563
810.884626865387,133,1152.4,16.008127,297,2.3155613,0.025292968,1081.56586159,272384,-0.0014761589,0.0022087987,272384,0.018751859664916992
817.7696967124939,134,1164.83,18.340204,296,2.3285942,0.006640625,1093.2292426099998,274432,-0.0003337607,0.0012301534,274432,0.843455508351326
824.6830861568451,135,1181.35,1.637203,290,2.3183901,0.03725586,1108.5508228899998,276480,-0.00148965,0.003542199,276480,0.9703615419566631
831.7393298149109,136,1196.93,9.629905,298,2.326536,0.034765624,1123.32548394,278528,-0.004645287,0.0030777636,278528,0.5944990813732147
838.5940923690796,137,1212.33,16.81715,299,2.343155,0.07368164,1137.96782551,280576,-0.0058107274,0.0054834452,280576,0.008851766586303711
845.4403641223907,138,1228.18,17.083952,295,2.3519034,0.049560547,1152.67762536,282624,-0.002680978,0.0041996553,282624,-0.04398190975189209
852.3681561946869,139,1240.58,15.626009,293,2.3689132,0.02626953,1164.26743552,284672,-0.0018969137,0.0027277954,284672,0.1528422236442566
859.3490221500397,140,1255.98,16.667566,295,2.4008934,0.034228515,1179.3484613100002,286720,-0.0042292895,0.003160268,286720,0.040480732917785645
866.2822725772858,141,1279.91,27.941036,296,2.4173522,0.025292968,1201.88983548,288768,-0.0019990113,0.0023867588,288768,0.9064695164561272
873.2015807628632,142,1297.55,16.727623,294,2.4210384,0.012451172,1219.0596695800002,290816,0.00060437387,0.0014366363,290816,0.05583316087722778
880.1685934066772,143,1315.23,6.1031647,293,2.4235868,0.0075683594,1235.83032665,292864,-0.001582747,0.0014807868,292864,0.9765178635716438
887.1509652137756,144,1331.59,6.7895555,295,2.4221272,0.023779297,1251.67687281,294912,-0.0026686755,0.0026311863,294912,0.8613350987434387
894.0884318351746,145,1347.44,15.507192,292,2.4129336,0.050390624,1266.7493022200001,296960,-0.0036495435,0.0043438245,296960,0.9590066373348236
901.1031024456024,146,1360.47,17.486507,294,2.4103212,0.053466797,1279.25055039,299008,-0.0034574554,0.00440819,299008,0.013876259326934814
908.0553472042084,147,1376.07,17.975758,289,2.4298434,0.03286133,1294.39235891,301056,-0.0008105611,0.0032853312,301056,0.0119856595993042
915.1426939964294,148,1391.75,17.010992,289,2.4360433,0.07675781,1309.2735906399998,303104,-0.0027973994,0.005845011,303104,0.10352081060409546
922.2235443592072,149,1406.57,18.09172,295,2.4328146,0.021142578,1323.1965719899997,305152,-9.965668e-05,0.0023959521,305152,0.013483583927154541
929.1637568473816,150,1421.54,17.54768,288,2.4440827,0.018115234,1337.75574788,307200,9.197339e-05,0.0019929851,307200,0.07748180627822876
936.2601177692413,151,1435.3,17.669147,294,2.4526515,0.021777343,1350.7082939599998,309248,0.00052612537,0.0022675558,309248,0.04283273220062256
943.22412109375,152,1448.5,18.489315,295,2.455596,0.04575195,1363.3104136499999,311296,-0.0038840529,0.0038933991,311296,-0.015304207801818848
950.1608695983887,153,1464.31,17.334957,294,2.4596913,0.021240234,1378.5009376299997,313344,-0.00035595422,0.0020367312,313344,0.1305178999900818
957.1207339763641,154,1480.13,16.725386,292,2.4616787,0.029003907,1393.82599394,315392,-0.0019495387,0.0026943441,315392,0.16642922163009644
964.1271543502808,155,1494.62,17.572483,298,2.472035,0.04423828,1407.3699700299999,317440,-0.0011107959,0.003556434,317440,0.02656567096710205
970.9882702827454,156,1511.16,15.747355,293,2.4836745,0.016845703,1422.5265857100003,319488,-0.00019375494,0.0019611206,319488,0.25092512369155884
977.9720504283905,157,1526.94,17.769054,292,2.4888873,0.018310547,1437.8593297000002,321536,0.0005144631,0.0019831017,321536,0.0894777774810791
984.9671351909637,158,1541.7,17.880451,293,2.485396,0.020898437,1452.06458931,323584,-0.00031558852,0.0023983228,323584,0.0632137656211853
991.9524126052856,159,1557.56,18.24966,288,2.4821496,0.06523438,1467.2300458399998,325632,-0.003153047,0.0050773015,325632,0.020465612411499023
999.0624823570251,160,1569.2,18.807484,293,2.488481,0.027929688,1478.4961768,327680,-0.0013194156,0.0028257442,327680,0.009508728981018066
