serial_timesteps,policy_entropy,total_timesteps,ep_reward_mean,ep_len_mean,policy_loss,clipfrac,fps,approxkl,n_updates,explained_variance,value_loss,time_elapsed
688128,3.7509658,688128,1784.82750215,1875.76,-0.0025613676,0.031347655,298,0.0030029719,336,0.06579989194869995,18.780937,2258.2930912971497
690176,3.7465158,690176,1785.1097238899997,1875.76,-0.0026740904,0.034716796,296,0.0032263163,337,0.027973175048828125,19.023626,2265.1452209949493
692224,3.7494228,692224,1785.25568737,1875.76,-0.0002555864,0.014941406,296,0.0018288533,338,0.007209837436676025,18.930534,2272.0629830360413
694272,3.756596,694272,1785.06414008,1875.76,0.0007360717,0.016455078,298,0.00175077,339,0.017789065837860107,18.457973,2278.973824262619
696320,3.7641017,696320,1784.76936146,1875.76,-0.0009409959,0.02055664,297,0.0023866137,340,0.12754535675048828,17.9209,2285.8373029232025
698368,3.7713618,698368,1785.00976904,1875.76,-0.0033000305,0.046875,295,0.004071168,341,0.009920835494995117,18.846226,2292.7160654067993
700416,3.788384,700416,1784.9260105899998,1875.76,-0.005724831,0.050048828,296,0.0047205286,342,0.2501135468482971,16.874546,2299.644281387329
702464,3.803547,702464,1785.0647873900004,1875.76,-0.0012901152,0.032958984,296,0.0029694524,343,0.0899425745010376,18.279264,2306.5525345802307
704512,3.8035164,704512,1785.0017777300004,1875.76,-0.00044597825,0.014208985,299,0.002294731,344,-0.02194035053253174,18.962765,2313.451757669449
706560,3.8009918,706560,1784.86127287,1875.76,-0.0010535242,0.021191407,298,0.002446769,345,-0.007846832275390625,19.184671,2320.29416680336
708608,3.8078213,708608,1785.1936078800004,1875.76,-0.002424426,0.039404295,294,0.0034112171,346,0.05184537172317505,18.54385,2327.161563873291
710656,3.8190446,710656,1785.1547692800002,1875.76,-0.0013649884,0.03022461,296,0.0029782974,347,0.03618353605270386,18.799328,2334.1233959198
712704,3.817651,712704,1785.2730850500002,1875.76,-0.0012586141,0.025634766,302,0.0028127502,348,0.00797182321548462,19.201708,2341.0287375450134
714752,3.81879,714752,1785.03367199,1875.76,-0.00034827492,0.009863282,298,0.001459454,349,0.02027130126953125,18.900927,2347.810685157776
716800,3.8291726,716800,1785.56198722,1875.76,-0.0013482275,0.04892578,298,0.0041890643,350,0.03435933589935303,18.743418,2354.6794652938843
718848,3.839759,718848,1785.5425788199998,1875.76,-0.0020572955,0.046826173,298,0.0039051014,351,0.012526869773864746,18.709654,2361.549284696579
720896,3.8425598,720896,1785.8829457800002,1875.76,-0.00045979334,0.01694336,304,0.0021327096,352,-0.015537858009338379,18.98645,2368.4078986644745
722944,3.8384366,722944,1786.0614392199998,1875.76,-0.0012359077,0.025830079,304,0.00248349,353,0.015379905700683594,18.900229,2375.1439888477325
724992,3.8428102,724992,1785.9423113100002,1875.76,-0.0014494256,0.030273438,302,0.0028242033,354,0.012784183025360107,19.079489,2381.869818687439
727040,3.8541934,727040,1786.21192005,1875.76,-0.0009216036,0.029345702,303,0.0028308763,355,0.07729238271713257,18.36568,2388.635859966278
729088,3.8747478,729088,1786.4833968,1875.76,0.00011719503,0.0006347656,297,0.00049600995,356,0.0019170045852661133,19.309237,2395.381830215454
731136,3.8843853,731136,1786.5775687399998,1875.76,-0.0011491919,0.02993164,304,0.0027098155,357,0.026872217655181885,18.806778,2402.2578144073486
733184,3.8918655,733184,1786.9312943600003,1875.76,-0.00080199103,0.03564453,298,0.0032236774,358,0.050481319427490234,18.698313,2408.993669986725
735232,3.8994918,735232,1787.3508282,1875.76,-6.7016175e-05,0.012158203,305,0.0015399685,359,0.01991063356399536,19.194565,2415.86318564415
737280,3.9146142,737280,1787.2510453000002,1875.76,-0.0010537481,0.018066406,305,0.0019895239,360,0.017155051231384277,18.548672,2422.5746805667877
739328,3.9200501,739328,1787.36802203,1875.76,-0.0012343402,0.024414062,303,0.0024833144,361,0.0007409453392028809,19.156498,2429.2809607982635
741376,3.919386,741376,1787.4821739200002,1875.76,-0.00037159276,0.01225586,305,0.0015434865,362,0.09012413024902344,18.603283,2436.0370256900787
743424,3.929942,743424,1787.59766955,1875.76,-0.0006076717,0.02631836,299,0.0025124808,363,0.020358741283416748,18.774023,2442.745517730713
745472,3.9444332,745472,1787.81890993,1875.76,-0.0029909,0.046826173,304,0.0041018343,364,0.06003683805465698,18.397709,2449.57626247406
747520,3.9417572,747520,1787.9413278099998,1875.76,-0.001987843,0.03491211,306,0.0031078644,365,-0.004900813102722168,18.843845,2456.301134824753
749568,3.9551303,749568,1787.9715457699997,1875.76,-0.00031423537,0.010546875,309,0.0014064194,366,0.04238241910934448,19.384314,2462.9838449954987
751616,3.9728973,751616,1788.2467028999997,1875.76,-0.002280818,0.029736329,301,0.0027778219,367,-0.015836596488952637,19.053034,2469.5989105701447
753664,3.9817607,753664,1788.38860074,1875.76,-0.001216478,0.040136717,299,0.0035450645,368,-0.006592869758605957,19.214983,2476.4000730514526
755712,3.9938195,755712,1788.34670507,1875.76,-0.00032021603,0.031103516,299,0.0028385227,369,0.06609869003295898,18.13964,2483.241158246994
757760,4.0153966,757760,1788.46203497,1875.76,-0.0022517797,0.02578125,301,0.0023583185,370,0.08699506521224976,18.869026,2490.071864128113
759808,4.028939,759808,1788.64189288,1875.76,-0.0018030144,0.060546875,304,0.004753516,371,-0.043431997299194336,19.445597,2496.862552881241
761856,4.0244117,761856,1788.2147785,1875.76,2.9554183e-06,0.0145019535,302,0.0017888034,372,0.0689045786857605,18.452913,2503.6008796691895
763904,4.0218973,763904,1769.23269708,1855.52,-0.002346616,0.025292968,301,0.0026123868,373,0.22071576118469238,32.069786,2510.3775963783264
765952,4.029283,765952,1768.9018805900005,1855.52,-0.00069412135,0.012207031,301,0.0016382134,374,0.04061853885650635,18.78188,2517.1797292232513
768000,4.0208,768000,1769.0549194200003,1855.52,-0.0014880643,0.020117188,304,0.002231206,375,0.009474337100982666,19.06799,2523.9791016578674
770048,4.010475,770048,1769.21589722,1855.52,-0.0017449682,0.0362793,305,0.0032213847,376,0.09756040573120117,18.008379,2530.713629722595
772096,4.0094924,772096,1768.9836780800003,1855.52,-0.0005030356,0.0146484375,304,0.0019624957,377,0.06591558456420898,18.251448,2537.4158494472504
774144,4.0102844,774144,1769.1385924100002,1855.52,-0.0011412546,0.029492188,302,0.0027619044,378,0.06873267889022827,18.586136,2544.150520801544
776192,4.0302496,776192,1769.0456367,1855.52,-0.0040606735,0.058789063,307,0.004998756,379,0.058383941650390625,18.66858,2550.927807569504
778240,4.0434656,778240,1768.7730882100002,1855.52,-0.0026990199,0.03769531,302,0.0034534107,380,0.004736781120300293,19.04366,2557.589118003845
780288,4.0397315,780288,1754.12063466,1840.55,-0.0011993756,0.01640625,308,0.0020331761,381,0.08688348531723022,36.335472,2564.3668129444122
782336,4.033746,782336,1754.3556547700002,1840.55,-0.00046053174,0.029101562,306,0.0026115992,382,0.04544764757156372,18.412191,2571.015395641327
784384,4.0403566,784384,1754.5872479900002,1840.55,-0.0006691619,0.013769532,308,0.0016211716,383,0.04505866765975952,18.650486,2577.7071776390076
786432,4.05777,786432,1754.6103927600002,1840.55,-0.0047183665,0.05493164,306,0.0046126056,384,0.05758059024810791,18.524477,2584.3537442684174
788480,4.070919,788480,1753.9896606500004,1840.55,-0.0011242696,0.031982422,312,0.0031065526,385,-0.03970539569854736,19.30743,2591.0307857990265
790528,4.071131,790528,1754.1929703300004,1840.55,-0.001309967,0.015478516,309,0.0019446624,386,0.041692495346069336,18.728712,2597.57572388649
792576,4.079445,792576,1754.4304590400002,1840.55,-0.0036200013,0.04897461,305,0.0040191906,387,0.0870441198348999,18.374548,2604.185860157013
794624,4.0849476,794624,1754.65631563,1840.55,-0.0013909424,0.05419922,305,0.004498911,388,0.03973245620727539,18.773298,2610.8854932785034
796672,4.088453,796672,1754.8378969,1840.55,-0.0040159347,0.05239258,306,0.0041455026,389,0.07806128263473511,18.2993,2617.59632730484
798720,4.0950975,798720,1754.59069843,1840.55,-0.0020703126,0.03276367,309,0.0029058503,390,0.044461071491241455,18.643076,2624.272826910019
800768,4.106454,800768,1754.3841705,1840.55,-0.00020272649,0.00834961,310,0.0011649622,391,0.08060961961746216,18.950832,2630.891058444977
802816,4.1389046,802816,1754.3366484299997,1840.55,-0.0071781897,0.07836914,308,0.0062293303,392,0.0905572772026062,18.215603,2637.4865531921387
804864,4.171087,804864,1756.4289035299998,1842.79,-0.0009463505,0.02470703,308,0.0023620822,393,0.0049613118171691895,19.027636,2644.1339292526245
806912,4.17986,806912,1758.3862470800002,1844.84,9.060015e-05,0.01850586,308,0.0019003048,394,0.06516200304031372,18.486317,2650.768529891968
808960,4.166799,808960,1758.22564142,1844.84,-0.0014467224,0.011230469,310,0.0018314645,395,0.19911789894104004,17.073822,2657.4076919555664
811008,4.166638,811008,1757.92474331,1844.84,-0.0025966435,0.045556642,308,0.004013999,396,0.07840430736541748,18.156225,2664.0038919448853
813056,4.185685,813056,1757.84647521,1844.84,-0.0015176175,0.03564453,306,0.003296439,397,0.0762905478477478,18.547092,2670.649034023285
815104,4.2015896,815104,1758.08373196,1844.84,-0.0016748492,0.037597656,304,0.0031221954,398,6.0677528381347656e-05,19.225805,2677.3345708847046
817152,4.215835,817152,1771.51078977,1858.77,-0.0012458429,0.01928711,305,0.0024493425,399,-0.03917360305786133,19.487873,2684.0732181072235
819200,4.2286763,819200,1782.6422922800002,1870.0,0.00010157838,0.005566406,304,0.000830985,400,-0.004300594329833984,19.245495,2690.774378299713
821248,4.2411633,821248,1797.5330595000005,1885.38,-0.0012010045,0.019677734,306,0.0022273012,401,-0.004088044166564941,19.279243,2697.5133380889893
823296,4.2468977,823296,1809.99672637,1898.29,-0.00024245451,0.005029297,300,0.0010583082,402,-0.03257262706756592,19.286524,2704.1930260658264
825344,4.2551804,825344,1813.1875445300002,1901.7,-0.0008975343,0.013183594,303,0.0017325667,403,-0.015004754066467285,19.089954,2711.0051317214966
827392,4.263983,827392,1830.96242201,1920.02,-0.0013337279,0.016064454,302,0.0021137511,404,0.012653172016143799,18.998318,2717.7577891349792
829440,4.2675233,829440,1844.0411526999999,1933.67,-0.001114056,0.042871095,302,0.0037049316,405,0.06488299369812012,18.504494,2724.5408165454865
831488,4.2730827,831488,1860.6263350499999,1951.0,-0.004842484,0.035009764,303,0.0030587907,406,0.006632685661315918,18.971798,2731.3020584583282
833536,4.2800174,833536,1860.7103422,1951.0,-0.00070700486,0.019042969,304,0.0021218727,407,-0.015370368957519531,19.126503,2738.056434392929
835584,4.268325,835584,1874.3862160199997,1965.09,-0.004341601,0.039697267,305,0.0037390708,408,0.05536389350891113,17.875967,2744.7902026176453
837632,4.2578163,837632,1874.03280974,1965.09,-0.0051729972,0.039160155,304,0.0034925328,409,0.13983380794525146,17.942574,2751.48473072052
839680,4.2579613,839680,1874.1699388,1965.09,-0.0017859973,0.03354492,302,0.0030905774,410,-0.004665732383728027,19.031971,2758.203384876251
841728,4.2520843,841728,1883.9514080300003,1975.42,-0.0015444718,0.031982422,307,0.0030462425,411,0.09488677978515625,17.40549,2764.9647958278656
843776,4.2523255,843776,1895.91831563,1987.58,-0.0011061525,0.052978516,304,0.0044010985,412,-0.008193492889404297,19.214968,2771.630876302719
845824,4.2623777,845824,1895.62189408,1987.58,-0.0036270637,0.048046876,306,0.003911326,413,0.04106545448303223,18.464981,2778.3557422161102
847872,4.2715287,847872,1895.8000969500001,1987.58,-0.0035965447,0.06640625,305,0.005553118,414,-0.06846988201141357,19.031862,2785.0311257839203
849920,4.3001604,849920,1896.09007496,1987.58,-0.004221552,0.052099608,306,0.0044302735,415,0.11208057403564453,17.925564,2791.733297586441
851968,4.3261733,851968,1896.09924828,1987.58,-0.0014700273,0.031689454,305,0.003047231,416,-0.03440272808074951,18.919254,2798.4193992614746
854016,4.3474393,854016,1896.31619063,1987.58,-0.0003844101,0.02475586,308,0.0024595563,417,0.10542571544647217,17.50061,2805.115596294403
856064,4.3626485,856064,1896.5300353700002,1987.58,-0.0011878491,0.037158202,308,0.003289224,418,0.10391002893447876,18.080402,2811.756335735321
858112,4.377734,858112,1896.4593212300003,1987.58,-0.00096810126,0.038378906,308,0.0034518589,419,0.025364160537719727,18.59438,2818.4056010246277
860160,4.3930817,860160,1896.9464561200002,1987.58,-0.0023711205,0.04272461,305,0.0037329092,420,-0.0029267072677612305,18.847675,2825.035913467407
862208,4.394291,862208,1896.9955996100005,1987.58,-0.0039712796,0.052490234,307,0.0043899743,421,0.010554790496826172,18.690115,2831.7317368984222
864256,4.4003763,864256,1897.2678563700001,1987.58,-0.0029940442,0.04736328,303,0.0041305977,422,0.05595928430557251,18.589003,2838.399517059326
866304,4.415679,866304,1897.4063101400004,1987.58,-0.0022905231,0.031201173,308,0.0028941785,423,0.00994938611984253,19.17905,2845.1583337783813
868352,4.4075136,868352,1897.4246122999998,1987.58,0.00030882127,0.015625,302,0.002121916,424,0.033898234367370605,18.369946,2851.791776418686
870400,4.4076304,870400,1915.221468,2005.91,-0.0005832926,0.013476563,304,0.0019846086,425,0.020974397659301758,18.829178,2858.5743024349213
872448,4.4159956,872448,1915.3780109699999,2005.91,-0.00029633273,0.015771484,300,0.0016848885,426,-0.029887795448303223,19.124004,2865.3099699020386
874496,4.4280596,874496,1923.3259115700002,2013.79,0.00025955326,0.013134765,301,0.0019508332,427,0.023205935955047607,18.922758,2872.1296949386597
876544,4.442079,876544,1922.9828449200002,2013.79,-2.3997016e-05,0.024951171,306,0.0024368484,428,0.072726309299469,18.14375,2878.928113222122
878592,4.4567904,878592,1923.2695937799997,2013.79,-0.00022345681,0.0078125,305,0.0011130574,429,0.05580073595046997,18.241884,2885.6114320755005
880640,4.4598074,880640,1923.35810697,2013.79,-0.0009319318,0.046923827,302,0.003834142,430,0.044172704219818115,18.750668,2892.3225140571594
882688,4.4615674,882688,1923.63649659,2013.79,-0.0019629844,0.051513672,302,0.0040072137,431,0.0747184157371521,18.3933,2899.1008834838867
884736,4.4712076,884736,1923.98782556,2013.79,-0.0031861872,0.038769532,309,0.0031587337,432,0.0026914477348327637,19.103487,2905.8732028007507
886784,4.479803,886784,1924.0159888399994,2013.79,-0.0011305817,0.015625,302,0.001697019,433,-0.013454318046569824,19.123608,2912.4830465316772
888832,4.4960146,888832,1924.2734561199998,2013.79,-0.001806768,0.028222656,303,0.0023299495,434,0.061642229557037354,18.827953,2919.2506849765778
890880,4.516078,890880,1924.3545817499999,2013.79,-0.0014283822,0.039501954,302,0.0033693393,435,0.02300894260406494,18.928816,2926.0041711330414
892928,4.515176,892928,1924.4882162099998,2013.79,-0.0025908719,0.03100586,300,0.0030658382,436,0.014794588088989258,19.01103,2932.7851824760437
894976,4.507576,894976,1924.7014506799999,2013.79,-0.00030686765,0.017773438,300,0.0022241767,437,0.045607030391693115,18.74412,2939.6139628887177
897024,4.5087233,897024,1924.97767593,2013.79,-0.00014615669,0.017382812,303,0.0018233845,438,0.03139287233352661,18.402855,2946.4376554489136
899072,4.5207987,899072,1924.7958206900003,2013.79,-0.00059457717,0.012451172,304,0.0015773317,439,0.07858198881149292,18.271698,2953.1782047748566
901120,4.520738,901120,1924.7014272400002,2013.79,-0.0022595949,0.057275392,302,0.005073832,440,-0.005502820014953613,18.874483,2959.909720182419
903168,4.5145674,903168,1924.9317322900006,2013.79,-0.00030829263,0.019677734,305,0.0021147286,441,-0.02544534206390381,19.403622,2966.6841835975647
905216,4.514599,905216,1925.1206131900003,2013.79,-0.0016367789,0.017480468,310,0.0019178375,442,0.03577840328216553,18.895283,2973.3978791236877
907264,4.5151777,907264,1925.1760278800002,2013.79,-0.0018843797,0.024267578,310,0.0026481047,443,-0.0014147758483886719,19.336338,2980.002683877945
909312,4.5136056,909312,1925.12956551,2013.79,-0.00044547656,0.023876954,309,0.0024625259,444,0.0627785325050354,18.44669,2986.601258993149
911360,4.5124288,911360,1925.2013867800001,2013.79,-0.0018269261,0.029248048,311,0.0028510534,445,0.10224980115890503,17.704762,2993.213571548462
913408,4.5105944,913408,1925.51018549,2013.79,-0.00015383407,0.008886719,309,0.0012919033,446,-0.027704358100891113,19.319023,2999.782507419586
915456,4.5215015,915456,1925.8507261999998,2013.79,-0.00042147568,0.020166015,308,0.00236385,447,0.012598872184753418,18.99207,3006.405501842499
917504,4.5285964,917504,1926.1228563900002,2013.79,-0.00045519104,0.013574218,302,0.0017794858,448,0.013338088989257812,19.137333,3013.040512561798
919552,4.531806,919552,1926.29899552,2013.79,-0.0006464505,0.020263672,306,0.00228562,449,0.021709859371185303,18.530018,3019.8102281093597
921600,4.5346575,921600,1926.49820638,2013.79,-0.0012497588,0.032470703,303,0.0034447785,450,-0.008482575416564941,19.199396,3026.49578166008
923648,4.5300016,923648,1926.81501862,2013.79,0.00021681175,0.034570314,304,0.003342639,451,0.05376625061035156,18.812326,3033.238725423813
925696,4.5359664,925696,1926.7975589900002,2013.79,-0.0027117317,0.04008789,299,0.0032868474,452,0.008853495121002197,19.11225,3039.9765355587006
927744,4.5443697,927744,1926.30030956,2013.79,-0.0019368187,0.017626952,302,0.0018298745,453,0.04722040891647339,18.297216,3046.822237968445
929792,4.543269,929792,1926.04605842,2013.79,9.370735e-05,0.0040527345,302,0.00094456144,454,0.20225995779037476,17.043724,3053.583846092224
931840,4.5317264,931840,1926.1094153,2013.79,-0.0013433516,0.012451172,304,0.001655601,455,0.006864666938781738,18.974453,3060.3592824935913
933888,4.526527,933888,1914.54907475,2001.85,-0.0042243437,0.043359376,305,0.003848939,456,0.2729831337928772,15.587984,3067.0826206207275
935936,4.53578,935936,1897.3472035500006,1984.07,-0.001398328,0.019970704,301,0.0021862523,457,0.13492733240127563,34.23197,3073.7804837226868
937984,4.542276,937984,1896.57329208,1984.07,-0.00048255883,0.033740234,301,0.0030991416,458,0.1848686933517456,17.945433,3080.5659923553467
940032,4.5387754,940032,1896.1326506200003,1984.07,-0.0017374905,0.018066406,301,0.002070036,459,0.08824527263641357,18.582285,3087.35285115242
942080,4.5336747,942080,1878.89629767,1966.46,-0.0015722634,0.021972656,298,0.0021747327,460,0.31525081396102905,29.596731,3094.157909154892
944128,4.5392447,944128,1878.46265503,1966.46,-0.0016728218,0.036230467,305,0.0029487791,461,0.24613654613494873,15.953395,3101.010811805725
946176,4.551386,946176,1878.4173946500002,1966.46,-0.00059023086,0.024072265,303,0.0022840158,462,-0.03714346885681152,19.14859,3107.709788799286
948224,4.5561523,948224,1878.3217910900005,1966.46,-0.0041155526,0.058203124,306,0.004663938,463,-0.010287642478942871,19.17371,3114.4638242721558
950272,4.552128,950272,1877.9203915900005,1966.46,0.00022874861,0.01118164,303,0.0016308014,464,0.049900591373443604,18.520725,3121.155992269516
952320,4.547942,952320,1878.0422927900001,1966.46,-0.00093194033,0.01118164,304,0.0014691306,465,0.003521442413330078,19.043638,3127.909292459488
954368,4.55028,954368,1878.1937374000001,1966.46,0.0004681278,0.0022460937,298,0.00049488276,466,-0.006654024124145508,19.158178,3134.645620584488
956416,4.5439343,956416,1866.8089587000002,1954.6,-0.0018721722,0.015332031,305,0.0018992651,467,0.13256043195724487,17.658224,3141.505784034729
958464,4.5349226,958464,1866.65350704,1954.6,-0.001892531,0.045214843,299,0.004195855,468,0.1170119047164917,18.02434,3148.21156001091
960512,4.5297337,960512,1874.74685659,1963.23,-0.0009963068,0.03618164,300,0.0031217684,469,0.13107818365097046,18.081667,3155.0422370433807
962560,4.528224,962560,1885.85852802,1974.84,-0.00077139447,0.013964844,295,0.001832127,470,0.08136451244354248,18.32578,3161.8705739974976
964608,4.52427,964608,1886.1510078200001,1974.84,-0.0014394436,0.05415039,303,0.004792826,471,-0.04459214210510254,18.484207,3168.8048479557037
966656,4.5309477,966656,1885.49948784,1974.84,-0.0005560826,0.024121094,301,0.0024174051,472,0.11748695373535156,17.817287,3175.5523476600647
968704,4.5328555,968704,1885.21946223,1974.84,-0.00024287691,0.0109375,299,0.0014732984,473,0.07163882255554199,18.29139,3182.347188949585
970752,4.530632,970752,1885.1503434099996,1974.84,-0.0019634848,0.02602539,297,0.0023986856,474,0.015477120876312256,18.9703,3189.190738916397
972800,4.5559845,972800,1885.2419901999997,1974.84,-0.005310413,0.06484375,297,0.00510135,475,0.09018969535827637,18.261232,3196.0816593170166
974848,4.5775213,974848,1885.41056302,1974.84,-0.0021758026,0.025146484,295,0.0023254496,476,0.03883308172225952,18.882547,3202.9792532920837
976896,4.582193,976896,1885.73006086,1974.84,-0.0016238242,0.01826172,299,0.0020914604,477,0.01791614294052124,18.847147,3209.9097249507904
978944,4.5772233,978944,1885.8493688400004,1974.84,-9.085905e-05,0.007861328,297,0.0013139992,478,0.0993795394897461,18.320248,3216.759300470352
980992,4.5782986,980992,1900.4489969400001,1989.81,-0.001723489,0.038378906,300,0.0035562254,479,-0.02825450897216797,19.368168,3223.646235704422
983040,4.583437,983040,1900.4546645100004,1989.81,-0.0018182034,0.035302736,297,0.0030744204,480,-0.00017201900482177734,19.202892,3230.4610917568207
985088,4.574679,985088,1900.45526115,1989.81,-0.0011834534,0.041894533,295,0.0037139407,481,-0.014242172241210938,19.183647,3237.350665330887
987136,4.5657845,987136,1900.2994304000001,1989.81,-0.0009195603,0.016015625,299,0.0019172464,482,0.04503148794174194,18.48223,3244.2800612449646
989184,4.5609484,989184,1900.4247720700002,1989.81,-0.0010693822,0.043359376,300,0.0038168323,483,0.0026279091835021973,18.895445,3251.109932422638
991232,4.5748906,991232,1883.8089385000003,1973.2,-0.0014993695,0.032324217,297,0.002938064,484,0.1791592836380005,33.62771,3257.9349393844604
993280,4.587125,993280,1883.45431999,1973.2,-0.0024813062,0.03237305,302,0.0028972602,485,0.05113452672958374,18.86008,3264.819419145584
995328,4.599875,995328,1883.78557945,1973.2,3.0473242e-05,0.005957031,300,0.0009519444,486,-0.010978460311889648,19.030666,3271.598766565323
997376,4.6035852,997376,1883.6309300599999,1973.2,-0.0014072718,0.02631836,299,0.0023204186,487,0.11478108167648315,18.080145,3278.410320043564
999424,4.612568,999424,1883.9708306100001,1973.2,-0.004424623,0.057617188,296,0.0049910448,488,0.020559728145599365,18.75834,3285.2501339912415
1001472,4.623418,1001472,1883.8117094499999,1973.2,-0.0034139368,0.023339843,299,0.002490902,489,0.08406084775924683,18.370808,3292.1676614284515
1003520,4.6202493,1003520,1884.34173929,1973.2,-0.0010699342,0.020019531,295,0.0023279856,490,0.035579144954681396,18.809925,3299.005832672119
1005568,4.6211157,1005568,1884.5876601599998,1973.2,-0.0019486934,0.03569336,297,0.0031325996,491,0.04816371202468872,18.686182,3305.930626153946
1007616,4.6415873,1007616,1884.6369875399998,1973.2,-0.00019132692,0.012597656,299,0.001347535,492,0.020049691200256348,18.939886,3312.814747095108
1009664,4.6610293,1009664,1884.9573596,1973.2,-0.0022079921,0.035595704,297,0.002972526,493,0.06629174947738647,18.634752,3319.648175239563
1011712,4.671731,1011712,1884.21585263,1972.44,-0.0009830055,0.037841797,300,0.003386621,494,0.10114949941635132,18.30168,3326.527072429657
1013760,4.6748457,1013760,1884.14458996,1972.44,-0.00050966674,0.0067382813,301,0.0011555488,495,-0.016504764556884766,19.172876,3333.3449256420135
1015808,4.680722,1015808,1883.95097407,1972.44,-0.0005383432,0.014160156,298,0.0016460102,496,0.030114293098449707,18.783566,3340.1387271881104
1017856,4.6911297,1017856,1883.9028892999997,1972.44,-0.0015883638,0.027636718,295,0.0026976184,497,-0.008321881294250488,19.384953,3346.99565410614
1019904,4.704434,1019904,1883.7503780199997,1972.44,-0.0012768318,0.03491211,302,0.0030236668,498,0.001547396183013916,19.23737,3353.9210109710693
1021952,4.7067604,1021952,1883.6528306399998,1972.44,-0.0020391531,0.02758789,301,0.002794513,499,0.03449380397796631,18.588032,3360.7032749652863
1024000,4.715796,1024000,1883.6509607199996,1972.44,-0.00079343887,0.03173828,302,0.002781806,500,0.130967915058136,18.183952,3367.501806497574
1026048,4.748022,1026048,1883.4367144899998,1972.44,-0.0038670853,0.046679687,304,0.00381598,501,0.11364006996154785,17.901566,3374.2688014507294
1028096,4.766655,1028096,1883.2518202299998,1972.44,-0.0012284995,0.035302736,305,0.0031931854,502,0.09464156627655029,18.408583,3380.9907484054565
1030144,4.7757497,1030144,1883.0716075100001,1972.44,-0.00071756204,0.014355469,301,0.0014682045,503,0.11637449264526367,18.418125,3387.7057774066925
1032192,4.7978144,1032192,1883.33382298,1972.44,-0.00353629,0.050683595,301,0.004115288,504,-0.009912371635437012,19.314579,3394.4983785152435
1034240,4.8122396,1034240,1883.7346364900002,1972.44,-0.001429199,0.03569336,300,0.003111634,505,0.06280416250228882,18.641916,3401.3022725582123
1036288,4.8123484,1036288,1884.2530835999999,1972.44,-0.0018969085,0.01953125,305,0.0021930893,506,0.0661882758140564,18.61196,3408.1254971027374
1038336,4.8184404,1038336,1884.2723400500004,1972.44,-0.0023004797,0.034570314,303,0.0029930058,507,0.07124173641204834,18.910288,3414.8353362083435
1040384,4.8347383,1040384,1884.4375288000003,1972.44,-0.00073629146,0.011035156,305,0.0014578549,508,-0.010404825210571289,19.361752,3421.582896232605
1042432,4.842528,1042432,1884.2652707400002,1972.44,-0.0013208669,0.012207031,304,0.0016872172,509,0.011723220348358154,18.966022,3428.2830629348755
1044480,4.8446193,1044480,1884.5620602099998,1972.44,2.7388514e-05,0.016357422,305,0.0019186964,510,0.04961508512496948,18.534548,3435.0213363170624
1046528,4.8502684,1046528,1870.7788130100002,1958.24,-0.002427947,0.026904296,305,0.002684503,511,0.04635417461395264,37.16071,3441.736002922058
1048576,4.8552117,1048576,1871.21015572,1958.24,-0.00066475396,0.0071289064,300,0.0010511421,512,-0.0009702444076538086,18.935005,3448.4353930950165
1050624,4.851379,1050624,1871.0377930500001,1958.24,-0.00028749343,0.007861328,301,0.0013308802,513,0.010668396949768066,19.17085,3455.2480115890503
1052672,4.854644,1052672,1871.0674355900003,1958.24,-0.0026710243,0.05239258,304,0.004326134,514,0.02214711904525757,18.950474,3462.0430541038513
1054720,4.8712373,1054720,1870.8969879399997,1958.24,-0.0009212235,0.034863282,305,0.0030255225,515,0.02634948492050171,18.90775,3468.7741961479187
1056768,4.8811255,1056768,1870.4989556399998,1958.24,-0.00055232504,0.013134765,306,0.0015021905,516,0.10218745470046997,18.28639,3475.483191728592
1058816,4.8917236,1058816,1870.59505585,1958.24,9.32893e-05,0.0087890625,300,0.0010500873,517,0.060451626777648926,18.607122,3482.1713972091675
1060864,4.9130955,1060864,1870.6991148000002,1958.24,-0.0051715756,0.057910156,305,0.00495711,518,0.10964030027389526,18.312208,3488.9936344623566
1062912,4.9339366,1062912,1870.5218652800002,1958.24,-0.0019051727,0.028466797,306,0.0027207062,519,0.007108747959136963,19.050503,3495.7083265781403
1064960,4.9407263,1064960,1870.25821132,1958.24,-0.0005357511,0.014355469,304,0.0015876077,520,0.019478321075439453,18.79135,3502.3911349773407
1067008,4.9413633,1067008,1869.44524265,1958.24,-0.00068349455,0.014746094,306,0.0015512544,521,0.13298290967941284,18.172676,3509.125150680542
1069056,4.934814,1069056,1869.64679882,1958.24,-0.001249194,0.020019531,300,0.0022083723,522,0.03858315944671631,18.714544,3515.8108806610107
1071104,4.9262934,1071104,1869.7128980500004,1958.24,-0.0004158672,0.0108886715,299,0.0013868434,523,0.04018688201904297,18.553509,3522.621884584427
1073152,4.9318857,1073152,1869.8801767300001,1958.24,-0.00078829844,0.0125488285,296,0.0015494035,524,0.05519235134124756,18.824898,3529.4638760089874
1075200,4.9349394,1075200,1869.80253567,1958.24,-0.000117913805,0.0009765625,299,0.0005696435,525,0.013787448406219482,18.698639,3536.3773345947266
1077248,4.9419756,1077248,1869.9360598700002,1958.24,-0.0019647905,0.018798828,298,0.001619312,526,0.08114206790924072,18.08681,3543.2224628925323
