serial_timesteps,policy_entropy,total_timesteps,ep_reward_mean,ep_len_mean,policy_loss,clipfrac,fps,approxkl,n_updates,explained_variance,value_loss,time_elapsed
1560576,5.824975,1560576,1934.4075728000003,2032.17,-0.0035105913,0.029248048,294,0.0027561574,762,0.06538736820220947,18.118816,5166.837799072266
1562624,5.834301,1562624,1934.86830962,2032.17,-0.002194961,0.014111328,299,0.001414864,763,0.12871193885803223,17.944897,5173.789158821106
1564672,5.8519564,1564672,1934.97691454,2032.17,-0.0025786604,0.023876954,299,0.0020142994,764,0.07026857137680054,18.934517,5180.632677078247
1566720,5.8640785,1566720,1929.51663893,2026.71,-0.0017912078,0.030078124,300,0.0025260255,765,0.1665576696395874,17.894999,5187.469961166382
1568768,5.869144,1568768,1929.60482709,2026.71,-0.0017757702,0.028955078,301,0.0025160753,766,0.14838260412216187,18.295294,5194.286041498184
1570816,5.861548,1570816,1929.9960480900002,2026.71,-0.003524866,0.043652344,297,0.003567943,767,-0.00439000129699707,19.207129,5201.087602138519
1572864,5.855624,1572864,1916.7508982699999,2012.52,-0.0013076456,0.03461914,298,0.0029217761,768,0.22090965509414673,33.13223,5207.967727661133
1574912,5.8476872,1574912,1917.0517422500002,2012.52,-0.00084419025,0.015917968,299,0.0016875726,769,-0.0039441585540771484,19.158173,5214.83479642868
1576960,5.851142,1576960,1917.2847307000002,2012.52,-0.0022857862,0.033251952,299,0.0028816345,770,0.0480724573135376,18.831093,5221.670280218124
1579008,5.836452,1579008,1900.05246627,1994.43,-0.003656252,0.02060547,305,0.0021944488,771,0.16196292638778687,17.857286,5228.505437612534
1581056,5.8266306,1581056,1899.9202268199997,1994.43,-0.002175041,0.046533205,299,0.0039401776,772,0.03709179162979126,19.184517,5235.219628572464
1583104,5.832446,1583104,1900.01195156,1994.43,-0.0009141882,0.013378906,300,0.0015578337,773,-0.008574485778808594,19.049809,5242.05097079277
1585152,5.844273,1585152,1884.51509063,1978.34,-0.002005928,0.016113281,300,0.0018711329,774,0.1453126072883606,34.941723,5248.861768484116
1587200,5.8606443,1587200,1884.7753161399994,1978.34,-0.00013164016,0.016748047,298,0.0018240556,775,0.10357856750488281,18.307823,5255.686676979065
1589248,5.862355,1589248,1884.7786396999998,1978.34,-0.0046499334,0.058447264,297,0.004918683,776,0.05877596139907837,18.922379,5262.554883956909
1591296,5.8708887,1591296,1884.945121,1978.34,-0.0012652518,0.014599609,297,0.0017613193,777,-0.03928041458129883,19.063917,5269.431372642517
1593344,5.88355,1593344,1884.93656154,1978.34,0.0006128474,0.0065429686,294,0.0010450826,778,0.09086114168167114,17.984356,5276.321330785751
1595392,5.8827167,1595392,1874.4745426900001,1967.36,-0.0008322781,0.013623047,297,0.0014719656,779,0.058886945247650146,36.77412,5283.26621055603
1597440,5.882617,1597440,1874.3770206000002,1967.36,-0.0009938848,0.014013672,299,0.0015129594,780,-0.004472851753234863,19.166399,5290.140820026398
1599488,5.8901553,1599488,1874.40300741,1967.36,-0.00093792164,0.02451172,304,0.0021399097,781,0.11903691291809082,18.483906,5296.991408109665
1601536,5.8967867,1601536,1874.4758114300002,1967.36,-0.0011567953,0.024072265,300,0.0022157114,782,0.0796474814414978,18.19163,5303.72740483284
1603584,5.8930244,1603584,1874.99162264,1967.36,-0.0020377166,0.038427733,299,0.0031294995,783,0.04496961832046509,19.1379,5310.534083843231
1605632,5.87938,1605632,1863.46496404,1955.68,-0.0014127456,0.011523438,305,0.001488568,784,0.1968538761138916,17.873417,5317.368029356003
1607680,5.8785586,1607680,1862.9796137800001,1955.68,-0.000466368,0.01586914,295,0.001639724,785,0.006762087345123291,19.339174,5324.064521789551
1609728,5.8909483,1609728,1863.1447925400007,1955.68,-0.0007500337,0.012451172,296,0.001613247,786,-0.008059263229370117,19.457554,5330.989669084549
1611776,5.883077,1611776,1863.4371997900005,1955.68,-0.0019511409,0.021826172,300,0.0021029739,787,0.0502626895904541,19.279823,5337.895101547241
1613824,5.88729,1613824,1863.2918795300002,1955.68,-0.0017737765,0.035595704,295,0.0028727632,788,0.04616302251815796,18.762775,5344.719130277634
1615872,5.912807,1615872,1856.7355527700001,1949.38,-0.0019329604,0.024609376,299,0.0021509337,789,0.07134819030761719,36.41607,5351.643570423126
1617920,5.9269,1617920,1856.9621654399996,1949.38,-0.0007239028,0.023925781,302,0.002053707,790,0.05604207515716553,19.008568,5358.4790205955505
1619968,5.9221373,1619968,1857.26201518,1949.38,-3.106097e-05,0.006591797,299,0.0009586131,791,0.007445871829986572,19.33994,5365.2611627578735
1622016,5.9215226,1622016,1857.0208730499999,1949.38,-0.002872192,0.031884767,298,0.0028103166,792,0.05867612361907959,18.855282,5372.102592468262
1624064,5.9324427,1624064,1833.4553951100002,1925.04,-0.0022258935,0.019970704,302,0.0019233177,793,0.20240896940231323,33.71688,5378.966288089752
1626112,5.9453096,1626112,1817.7795506900002,1909.02,-0.00044442777,0.0016113281,300,0.00046440182,794,0.36920082569122314,30.465958,5385.72931933403
1628160,5.935918,1628160,1808.83579318,1899.98,-0.0020027962,0.023974609,300,0.0024292192,795,0.22270852327346802,17.871237,5392.536115407944
1630208,5.9209356,1630208,1798.04354916,1888.88,-0.002881929,0.034716796,296,0.0030288843,796,0.09674745798110962,35.65673,5399.361651182175
1632256,5.9291425,1632256,1798.2649261199997,1888.88,-0.0036340323,0.04350586,301,0.0035920567,797,0.060487210750579834,18.727192,5406.277822494507
1634304,5.9397116,1634304,1789.4179629000002,1879.58,-0.0027812629,0.024169922,299,0.002181854,798,0.2798216938972473,17.135128,5413.08291721344
1636352,5.9484787,1636352,1783.76917652,1874.06,0.0022065449,0.035302736,299,0.0030864237,799,0.2476215958595276,15.991493,5419.9159779548645
1638400,5.959863,1638400,1784.04292948,1874.06,-0.0006201003,0.016601562,299,0.0016545381,800,0.046680986881256104,18.908503,5426.754368543625
1640448,5.965064,1640448,1783.74249422,1874.06,-0.005035536,0.034472656,300,0.0030611404,801,0.11157500743865967,18.301594,5433.606662750244
1642496,5.975514,1642496,1783.7477871899996,1874.06,-0.0016707515,0.022021484,298,0.0021574988,802,0.02569723129272461,19.158813,5440.434762239456
1644544,5.9839406,1644544,1783.8811573699998,1874.06,-0.00013562341,0.013671875,298,0.0014727913,803,0.03082883358001709,18.585186,5447.30241394043
1646592,5.988615,1646592,1783.8528778399998,1874.06,-0.0041874116,0.031298827,296,0.0025835142,804,0.020408332347869873,18.92921,5454.163890123367
1648640,5.9964747,1648640,1770.72946775,1860.84,-0.0019540295,0.009472656,300,0.0015401671,805,0.20190280675888062,33.64926,5461.084484577179
1650688,5.9958916,1650688,1771.32107254,1860.84,-0.0006051026,0.025976563,297,0.0023382332,806,0.17461895942687988,17.711582,5467.894520998001
1652736,6.0089164,1652736,1771.29152437,1860.84,0.0003494941,0.027783204,301,0.002491333,807,-0.018207669258117676,19.231651,5474.789537668228
1654784,6.01903,1654784,1771.32228114,1860.84,-0.0021733402,0.025976563,302,0.0022678175,808,0.12331479787826538,17.976513,5481.584491252899
1656832,6.024459,1656832,1771.4785553,1860.84,-0.0005309979,0.022265624,304,0.002106152,809,0.013104736804962158,18.789349,5488.345901489258
1658880,6.0218163,1658880,1771.29923855,1860.84,-0.0007534441,0.014404297,303,0.0017828781,810,0.09988290071487427,18.599392,5495.067739486694
1660928,6.004164,1660928,1770.5148445700002,1860.26,-0.001736653,0.0076660155,303,0.0011853185,811,0.27220451831817627,16.115845,5501.812499523163
1662976,5.994033,1662976,1770.41660327,1860.26,-0.0010045127,0.010839844,295,0.0013050035,812,-0.0003243684768676758,18.932348,5508.566252708435
1665024,6.0016003,1665024,1770.49896571,1860.26,-0.001551775,0.0203125,302,0.0019737263,813,0.04377615451812744,18.248621,5515.49822807312
1667072,6.0114126,1667072,1770.78477252,1860.26,0.0006864742,0.039208986,302,0.003409886,814,0.0017786622047424316,18.83142,5522.261757850647
1669120,6.0208354,1669120,1770.8029555100002,1860.26,-0.00015282491,0.005957031,300,0.0008199274,815,-0.017885923385620117,18.827637,5529.042115211487
1671168,6.0198045,1671168,1770.75504631,1860.26,-0.0004156177,0.0105957035,298,0.0013242118,816,-0.006997585296630859,19.25636,5535.863692045212
1673216,6.0205655,1673216,1770.6770139899998,1860.26,-0.0012156907,0.008203125,302,0.0010715041,817,-0.0010048151016235352,18.832846,5542.730798244476
1675264,6.018548,1675264,1770.4431865999995,1860.26,0.00010621514,0.010058594,301,0.0014243164,818,-0.0332409143447876,18.96937,5549.498575210571
1677312,6.018365,1677312,1753.3757931500002,1842.48,-0.0015327958,0.030615235,302,0.0025875622,819,0.06429320573806763,35.574608,5556.297415018082
1679360,6.0504184,1679360,1752.92883898,1842.48,-0.0016864827,0.050976563,297,0.0044140304,820,0.03369241952896118,18.769655,5563.069389104843
1681408,6.0783544,1681408,1735.0012484000001,1823.78,-0.005749759,0.046923827,303,0.004247502,821,0.1475743055343628,34.424232,5569.9498953819275
1683456,6.0873504,1683456,1725.1506190500002,1813.17,-0.0012739624,0.024316406,304,0.0020812363,822,0.12231940031051636,17.93713,5576.707402467728
1685504,6.0832915,1685504,1716.1107444,1803.52,-0.0027566375,0.034228515,302,0.0030975568,823,0.15717166662216187,34.400307,5583.445829868317
1687552,6.07954,1687552,1623.35188876,1706.16,-0.0009160688,0.01875,302,0.0016839219,824,0.14764755964279175,99.47438,5590.218752145767
1689600,6.0809326,1689600,1598.56672413,1680.5,-0.0021478077,0.035058595,302,0.0029050703,825,0.2032008171081543,32.22393,5596.984601259232
1691648,6.0950885,1691648,1564.5286717,1644.7,-0.0019675137,0.01953125,301,0.0018218793,826,0.21101629734039307,47.30938,5603.750186920166
1693696,6.1096315,1693696,1509.6804616900001,1587.54,-0.0033829417,0.038134765,304,0.0030481785,827,0.24845761060714722,62.20268,5610.548454999924
1695744,6.1180186,1695744,1461.3031670999999,1537.22,-0.002470518,0.021289062,303,0.0019182703,828,0.2655884027481079,59.966595,5617.2681567668915
1697792,6.130047,1697792,1460.5434676499997,1536.79,-0.0012895883,0.017041016,300,0.0016791573,829,0.28419816493988037,15.420407,5624.015053987503
1699840,6.1266136,1699840,1420.54564133,1494.97,-0.0009529545,0.006298828,298,0.00086618384,830,0.1835532784461975,49.87518,5630.827962875366
1701888,6.127321,1701888,1382.90950243,1455.06,-0.0015717747,0.023242187,297,0.0020422563,831,0.32059037685394287,43.3442,5637.681191444397
1703936,6.123243,1703936,1376.2310989400003,1447.65,-0.0029658803,0.025244141,298,0.002425278,832,0.1537691354751587,17.526108,5644.566651105881
1705984,6.1147037,1705984,1357.6880588099998,1428.47,-0.0014168054,0.006591797,302,0.00094724755,833,0.5231144428253174,24.294664,5651.434605836868
1708032,6.1215835,1708032,1357.8314612699996,1428.47,-0.0007209236,0.01875,295,0.0018490053,834,0.05906158685684204,18.032104,5658.198462963104
1710080,6.13636,1710080,1355.1678282399996,1425.88,-0.002043647,0.019335937,301,0.0018187414,835,0.33620232343673706,15.208923,5665.126509666443
1712128,6.158487,1712128,1350.05555976,1420.85,-0.0015853597,0.01015625,296,0.0011322529,836,0.18332630395889282,33.18713,5671.924278020859
1714176,6.16864,1714176,1350.0950329799996,1420.85,-0.00026658335,0.009863282,298,0.0010686817,837,0.08932167291641235,18.835623,5678.823129415512
1716224,6.1759024,1716224,1363.8647865200003,1435.04,-0.0016042499,0.015332031,297,0.0014113581,838,-0.049268364906311035,19.249952,5685.676329135895
1718272,6.186873,1718272,1364.1190788699998,1435.04,-0.0016263403,0.009765625,293,0.0010798863,839,-0.02240920066833496,19.01321,5692.561349630356
1720320,6.195552,1720320,1363.6070470599998,1435.04,-0.0006731964,0.01796875,298,0.0015911186,840,0.0562596321105957,18.758268,5699.536412477493
1722368,6.21161,1722368,1380.76789048,1453.13,-0.0004864904,0.009716797,297,0.0011105246,841,0.1318199634552002,18.025557,5706.409419536591
1724416,6.227989,1724416,1380.80301095,1453.13,-0.0011157956,0.011474609,299,0.0012052445,842,-0.04117882251739502,19.307695,5713.296358823776
1726464,6.2352743,1726464,1353.7390478800005,1425.02,-0.0007172753,0.009814453,296,0.0010872026,843,0.20065510272979736,48.666683,5720.143141269684
1728512,6.249295,1728512,1353.8539458100004,1425.02,-0.0021393402,0.028076172,295,0.0023316254,844,0.23490965366363525,17.326794,5727.058467626572
1730560,6.2437863,1730560,1337.4553968300002,1407.95,-0.0025479125,0.027734375,296,0.0026688944,845,0.2510998249053955,6.2672462,5733.98658657074
1732608,6.2282243,1732608,1337.4194760399998,1407.95,-0.000109145905,0.0036621094,296,0.00042974218,846,0.13591891527175903,8.621279,5740.884863615036
1734656,6.2255507,1734656,1337.5824414699998,1407.95,-0.0024683455,0.023974609,298,0.002178248,847,0.19110780954360962,9.62591,5747.801960229874
1736704,6.2098665,1736704,1337.28406526,1407.95,-0.002805988,0.019384766,298,0.0021825724,848,0.2544880509376526,9.864647,5754.669347286224
1738752,6.197281,1738752,1347.53502047,1418.93,-0.0017651446,0.028955078,298,0.0024432794,849,0.09757339954376221,11.911806,5761.521270036697
1740800,6.206476,1740800,1347.49536853,1418.93,-0.00015264182,0.004345703,293,0.0008130396,850,0.05873847007751465,12.92056,5768.385098218918
1742848,6.209917,1742848,1347.5977371899999,1418.93,-0.00078763487,0.009667968,301,0.0011577934,851,0.06648367643356323,13.271242,5775.365882873535
1744896,6.203521,1744896,1347.57057741,1418.93,-0.0034031249,0.035009764,294,0.0029885552,852,0.05205744504928589,14.185583,5782.170454740524
1746944,6.191355,1746944,1347.14624284,1418.93,-0.00064403954,0.0089355465,295,0.0010159296,853,0.10339391231536865,14.076658,5789.120524406433
1748992,6.1891456,1748992,1358.5301944100001,1430.61,-0.0024980395,0.021582032,300,0.0017386464,854,0.024825453758239746,15.514508,5796.052106142044
1751040,6.191942,1751040,1358.5885942399996,1430.61,-0.0016038802,0.015478516,295,0.0014588136,855,-0.003948211669921875,15.8847,5802.879266023636
1753088,6.181086,1753088,1358.28356454,1430.61,-0.001971671,0.039648436,294,0.0035750102,856,-0.00803983211517334,15.853079,5809.811686515808
1755136,6.1627564,1755136,1358.1920855699998,1430.61,-0.0014664589,0.017089844,298,0.0017517786,857,0.0711740255355835,16.038849,5816.773008346558
1757184,6.1562757,1757184,1358.3635223299998,1430.61,5.61992e-05,0.00078125,295,0.00028294043,858,0.0038871169090270996,16.939081,5823.64661860466
1759232,6.1708364,1759232,1358.1966144199998,1430.61,-0.0017835449,0.03652344,292,0.003338584,859,0.046497464179992676,16.555925,5830.583040714264
1761280,6.183037,1761280,1364.4838010100002,1436.91,-0.00061751634,0.007470703,292,0.0007939165,860,0.08179283142089844,16.632748,5837.589301586151
1763328,6.190589,1763328,1364.5491870199999,1436.91,-0.0010611378,0.008105469,296,0.00088467915,861,0.11672711372375488,16.560297,5844.583941936493
1765376,6.188447,1765376,1364.28728384,1436.91,-0.0002511887,0.015527343,291,0.001427752,862,0.12101525068283081,16.522135,5851.490094900131
1767424,6.1821737,1767424,1364.17184401,1436.91,-0.00054300495,0.015136719,295,0.0014437233,863,0.0311318039894104,17.451447,5858.508145809174
1769472,6.1765347,1769472,1375.5903412500004,1448.61,-0.0013294661,0.02475586,292,0.002040681,864,0.0028467774391174316,18.292877,5865.437113523483
1771520,6.1718273,1771520,1388.00506627,1461.25,-0.001759875,0.018798828,297,0.0016943949,865,0.03271138668060303,18.09896,5872.437129497528
1773568,6.1679726,1773568,1392.21964962,1465.11,-0.0040883804,0.053271484,295,0.0042165313,866,-0.01797187328338623,18.488918,5879.3257875442505
1775616,6.169036,1775616,1404.03079192,1477.27,0.00010063652,0.0038085938,296,0.0006902146,867,0.1339792013168335,17.040712,5886.2651834487915
1777664,6.170252,1777664,1413.2447687499998,1486.31,7.9459394e-05,0.012451172,292,0.0013348525,868,0.018256783485412598,18.482517,5893.167785644531
1779712,6.1728907,1779712,1412.8187971900002,1486.31,-0.0018000787,0.024414062,292,0.002229859,869,0.06418853998184204,17.329647,5900.175972223282
1781760,6.176343,1781760,1423.3576264400003,1497.41,-0.0019066805,0.034326173,292,0.0028285556,870,-0.017545461654663086,19.154873,5907.181007146835
1783808,6.1895456,1783808,1423.28554746,1497.41,-0.0017222923,0.023046875,293,0.0021269596,871,0.06807374954223633,18.483732,5914.180889844894
1785856,6.206126,1785856,1432.17922159,1506.71,-0.0011931777,0.028759766,294,0.002325798,872,0.06316524744033813,18.543947,5921.155292510986
1787904,6.208604,1787904,1437.4344797500003,1512.23,-0.00014630823,0.004931641,291,0.0007936248,873,-0.009205102920532227,18.724201,5928.103764295578
1789952,6.2158656,1789952,1437.6477540100002,1512.23,-0.002833356,0.012060547,292,0.0013045284,874,0.048839688301086426,18.083805,5935.134467601776
1792000,6.2359667,1792000,1437.61545635,1512.23,-0.0011485978,0.020654297,294,0.0017331631,875,0.06757551431655884,18.023376,5942.130388021469
1794048,6.2405295,1794048,1437.7878201199999,1512.23,-0.0020381494,0.025097657,294,0.0028608239,876,0.033167123794555664,18.760668,5949.081664800644
1796096,6.238705,1796096,1437.6563205799998,1512.23,0.00096486026,0.0068359375,292,0.0007956334,877,0.06504237651824951,18.331936,5956.03676199913
1798144,6.243583,1798144,1437.67150516,1512.23,-0.0016370954,0.015722657,301,0.0015448948,878,0.006816267967224121,19.179062,5963.047247886658
1800192,6.2584095,1800192,1438.0392657700002,1512.23,-0.002964017,0.027490234,296,0.0024160664,879,0.045040249824523926,19.115652,5969.845355272293
1802240,6.259024,1802240,1450.83229526,1525.45,-0.0012822812,0.01826172,295,0.0017918047,880,0.028426826000213623,18.951857,5976.743470191956
1804288,6.240387,1804288,1450.4171716199996,1525.45,-0.0003675132,0.019921875,296,0.0018193796,881,0.08798807859420776,18.672245,5983.681492090225
1806336,6.2410564,1806336,1450.5427013199994,1525.45,-0.0014962911,0.043847658,291,0.0037325143,882,0.17208480834960938,17.248217,5990.589209079742
1808384,6.2422357,1808384,1450.6690793700002,1525.45,-0.00046158745,0.02084961,293,0.0019310914,883,-0.033742427825927734,19.22659,5997.606031894684
1810432,6.2464867,1810432,1450.50010511,1525.45,-0.0008964612,0.02055664,296,0.001844733,884,0.006329178810119629,18.904106,6004.579027414322
1812480,6.257637,1812480,1450.7091989699998,1525.45,6.880184e-05,0.017285157,296,0.0016194803,885,0.06691068410873413,18.684551,6011.482684373856
1814528,6.2628355,1814528,1451.4198616200001,1526.03,-0.0005450962,0.009326172,295,0.0011377112,886,0.0064879655838012695,18.832655,6018.384042978287
1816576,6.2655945,1816576,1451.4820728300003,1526.03,-0.0015223577,0.014208985,298,0.0015457846,887,-0.047231316566467285,19.30832,6025.322247266769
1818624,6.2723293,1818624,1451.48059384,1526.03,-0.0021210401,0.0296875,300,0.002521477,888,0.08218622207641602,18.884079,6032.18878364563
1820672,6.282687,1820672,1451.2504681099997,1526.03,0.00014723341,0.025244141,295,0.002180008,889,0.18453192710876465,17.115202,6039.016381978989
1822720,6.2891207,1822720,1451.6604610099998,1526.03,-0.0006641319,0.010107422,301,0.0010436197,890,0.018722712993621826,19.253237,6045.945525407791
1824768,6.298593,1824768,1451.7320651299995,1526.03,-0.002223019,0.029003907,299,0.0024824478,891,0.003394603729248047,19.081781,6052.7415182590485
1826816,6.3104033,1826816,1451.8898313899997,1526.03,-0.00014162656,0.01640625,298,0.0015190977,892,0.03739708662033081,19.136038,6059.584663391113
1828864,6.3132987,1828864,1451.9956968299996,1526.03,-0.0007248769,0.009228515,299,0.00091662555,893,-0.04206991195678711,19.433647,6066.450792312622
1830912,6.3093157,1830912,1452.1297487399997,1526.03,-0.0003001704,0.015673827,299,0.0017035527,894,0.11532449722290039,18.065344,6073.290610790253
1832960,6.301932,1832960,1469.23085525,1543.81,7.6469725e-05,0.0107421875,293,0.001423036,895,-0.009064912796020508,19.0239,6080.128349781036
1835008,6.3101473,1835008,1469.3684437300003,1543.81,-0.0016908267,0.038378906,301,0.0032296493,896,0.03885197639465332,19.182743,6087.117993354797
1837056,6.332921,1837056,1469.64203591,1543.81,-0.0011978056,0.0105957035,298,0.0012476807,897,0.10747319459915161,18.341179,6093.92157292366
1839104,6.360553,1839104,1487.3652164100004,1562.51,-0.0013970956,0.013818359,301,0.0014574619,898,0.059513866901397705,18.722673,6100.778631210327
1841152,6.3832664,1841152,1497.48660162,1573.12,-0.00013275594,0.0034179688,294,0.0006389251,899,0.05348330736160278,18.66322,6107.56231045723
1843200,6.379613,1843200,1497.7468321200001,1573.31,-0.0003932189,0.009472656,296,0.0011984443,900,0.04836761951446533,18.759594,6114.507582187653
1845248,6.3702455,1845248,1506.9101650899997,1582.77,0.00015544143,0.01015625,296,0.0011912177,901,-0.005381941795349121,19.154984,6121.415386676788
1847296,6.374718,1847296,1520.460332,1597.09,-0.0030265357,0.03793945,296,0.003071148,902,0.0925489068031311,18.57241,6128.330459356308
1849344,6.3840113,1849344,1545.2184143299999,1622.78,-0.0033969977,0.025244141,299,0.001963733,903,0.0895911455154419,36.057747,6135.2296051979065
1851392,6.402204,1851392,1544.66540801,1622.28,-0.0011036226,0.0109375,293,0.0011989423,904,0.236585795879364,10.81957,6142.062553167343
1853440,6.409373,1853440,1561.9941734500003,1640.52,-0.0019491749,0.032568358,300,0.0024065094,905,0.06677806377410889,13.212522,6149.047108411789
1855488,6.396512,1855488,1579.7007759700002,1659.1,-0.00094037765,0.019335937,299,0.0018879197,906,0.05150336027145386,14.097508,6155.857808589935
1857536,6.3957777,1857536,1578.6192889500005,1657.98,-0.0038988125,0.043164063,296,0.0037306026,907,0.08488112688064575,48.413292,6162.704492092133
1859584,6.4061303,1859584,1595.0467608800004,1675.32,-0.0005692836,0.023535157,297,0.002179297,908,0.09374362230300903,18.358238,6169.603250980377
1861632,6.4133315,1861632,1602.7272562500002,1683.57,-0.0023088246,0.017919922,298,0.0017024232,909,0.2809271216392517,16.473537,6176.486091375351
1863680,6.4271836,1863680,1618.07003861,1699.08,-0.0010919509,0.020507812,298,0.0016916975,910,0.025088191032409668,18.649422,6183.342162132263
1865728,6.4298005,1865728,1633.6716837499998,1715.42,-0.0037899236,0.017285157,298,0.0017806919,911,0.3198000192642212,15.499362,6190.208533287048
1867776,6.421792,1867776,1650.2383026500002,1733.09,-0.002068016,0.01850586,297,0.0018410466,912,0.18260055780410767,64.98216,6197.07817697525
1869824,6.4201293,1869824,1633.5100848000004,1714.81,-0.00029479663,0.017382812,294,0.0018861394,913,0.35739666223526,41.91609,6203.955260276794
1871872,6.42352,1871872,1639.6917753200003,1721.46,-0.0029145107,0.019042969,296,0.0016760409,914,0.21340256929397583,31.965145,6210.919381856918
1873920,6.4266663,1873920,1657.7181297500003,1740.51,-0.0009266953,0.0147949215,301,0.0015147642,915,0.20332574844360352,17.079273,6217.834108114243
1875968,6.429488,1875968,1652.7776324000004,1735.56,-0.0022495545,0.04018555,300,0.003412779,916,0.3232489824295044,14.822321,6224.638876199722
1878016,6.438506,1878016,1676.27829775,1760.6,1.2143515e-05,0.013916016,298,0.0013406872,917,0.18363803625106812,32.892467,6231.463071107864
1880064,6.441924,1880064,1682.7238010500005,1768.01,-0.00036702497,0.011376953,300,0.0011926574,918,0.10538673400878906,17.860794,6238.333458900452
1882112,6.4511633,1882112,1683.1707202200007,1768.52,-0.0013353091,0.019921875,299,0.0018053859,919,0.2536105513572693,16.71478,6245.16073012352
1884160,6.456188,1884160,1698.7242758000002,1784.88,-0.00076504407,0.0109375,296,0.0011013251,920,0.10338765382766724,18.353788,6251.991803407669
1886208,6.4551406,1886208,1698.7483509000003,1784.88,-0.0012433603,0.017822266,299,0.0015916632,921,0.01538550853729248,18.779879,6258.892562866211
1888256,6.4544587,1888256,1691.1754180000003,1776.48,-0.0008033559,0.0045410157,302,0.00089239806,922,0.05866330862045288,36.06088,6265.7281794548035
1890304,6.458163,1890304,1694.46871488,1780.01,0.00015405695,0.009814453,301,0.0010299908,923,0.34008824825286865,14.965029,6272.50683093071
1892352,6.475705,1892352,1694.24284102,1780.01,-0.0042380244,0.039697267,304,0.0036302223,924,0.02951180934906006,18.835876,6279.297012329102
1894400,6.4829254,1894400,1694.06614703,1780.01,-0.000831068,0.008251953,299,0.0010797904,925,0.08638596534729004,18.11213,6286.024547100067
1896448,6.4763894,1896448,1666.16785489,1750.68,-0.00045891773,0.009765625,299,0.0010311,926,0.1899045705795288,32.73079,6292.86448597908
1898496,6.4663553,1898496,1665.9582796,1750.68,-0.00071163045,0.01977539,300,0.002069675,927,0.1524832844734192,17.585102,6299.703871250153
1900544,6.458022,1900544,1665.8025917499995,1750.68,-0.0012575649,0.042529296,296,0.0036943876,928,0.022830724716186523,18.638805,6306.527813196182
1902592,6.464414,1902592,1679.0683000499996,1764.65,-0.00074566173,0.009472656,298,0.0013557742,929,0.004410862922668457,18.863968,6313.438790798187
1904640,6.4634423,1904640,1690.9978158,1776.93,-0.00032244707,0.013183594,297,0.001410092,930,0.08826595544815063,18.290993,6320.308428764343
1906688,6.4771957,1906688,1708.11714306,1794.88,-0.0013649731,0.016015625,297,0.0016510144,931,0.057774126529693604,18.392082,6327.184661149979
1908736,6.491559,1908736,1707.8913184199998,1794.88,-0.0028287503,0.040722657,298,0.003358674,932,0.006014108657836914,19.001503,6334.078933477402
1910784,6.4919877,1910784,1706.70997702,1794.21,-0.0016403055,0.037353516,302,0.0027974893,933,0.17019927501678467,35.237602,6340.947141170502
1912832,6.489506,1912832,1694.3690251799999,1781.08,-0.0012054213,0.015185547,294,0.0015854302,934,0.07869464159011841,35.69946,6347.724043607712
1914880,6.4860396,1914880,1694.5436601900003,1781.08,-0.00091625034,0.01665039,295,0.00174479,935,-0.013678431510925293,18.713385,6354.674713850021
1916928,6.495513,1916928,1694.6178897300001,1781.08,-0.0014926218,0.008447265,300,0.0010130492,936,0.10860699415206909,17.603956,6361.600935935974
1918976,6.5100183,1918976,1694.6234998800003,1781.08,0.00082441384,0.022216797,296,0.0018622769,937,0.013656795024871826,18.691097,6368.427010774612
1921024,6.5159235,1921024,1683.69322177,1769.66,-0.0033766027,0.030566406,296,0.0028662675,938,0.3402543067932129,14.84046,6375.33283829689
1923072,6.5303435,1923072,1652.46224579,1736.86,-0.0026084154,0.040283203,296,0.003357136,939,0.40649592876434326,40.38672,6382.2416207790375
1925120,6.5408425,1925120,1644.7605800600002,1728.89,-0.0010790903,0.015332031,297,0.0015991466,940,0.2388109564781189,16.748184,6389.154013872147
1927168,6.5362053,1927168,1643.5138342800003,1727.72,-0.0017940626,0.016992187,300,0.0014691033,941,0.2582588791847229,15.966527,6396.03550028801
1929216,6.535084,1929216,1624.3082137600002,1707.68,-0.0017224688,0.007470703,297,0.0008797018,942,0.291568398475647,31.458563,6402.8434274196625
1931264,6.5327177,1931264,1596.1830131799998,1678.68,-0.0010125497,0.015673827,293,0.0014434974,943,0.23695629835128784,46.781673,6409.738810777664
1933312,6.5418997,1933312,1595.86955967,1678.68,0.00046608984,0.01430664,298,0.0014061128,944,0.19174635410308838,17.557966,6416.729714155197
1935360,6.545675,1935360,1595.4942166400003,1678.68,-0.0009045942,0.009814453,298,0.00095026736,945,0.19576126337051392,17.72969,6423.58464884758
1937408,6.550218,1937408,1595.39299759,1678.68,-0.0007265321,0.009472656,294,0.0010009927,946,0.012220501899719238,18.493593,6430.443460941315
1939456,6.569819,1939456,1590.81753277,1674.33,-0.004607172,0.05131836,298,0.005831178,947,0.3007164001464844,14.988342,6437.407130241394
1941504,6.5909796,1941504,1590.49866819,1674.33,0.0003234122,0.0032714843,301,0.00047878208,948,0.0842674970626831,18.095284,6444.2775185108185
1943552,6.589795,1943552,1590.2723932,1674.33,-0.00089413597,0.013183594,298,0.0014352973,949,0.02383255958557129,18.072653,6451.0699462890625
