n_updates,total_timesteps,ep_len_mean,value_loss,fps,policy_entropy,clipfrac,serial_timesteps,time_elapsed,explained_variance,approxkl,policy_loss,ep_reward_mean
752,1540096,145.74,3.3055503e-08,440,-0.3997279,0.10991211,1540096,3879.455358505249,-3.1152968406677246,0.009137512,-2.9601482e-05,0.0
753,1542144,145.78,3.3366796e-08,455,-0.41293567,0.103759766,1542144,3884.1072368621826,-3.3599867820739746,0.008365471,-0.00071434386,0.0
754,1544192,144.94,2.622454e-08,488,-0.41364375,0.095703125,1544192,3888.6009488105774,-1.8632068634033203,0.008052291,-0.0011704632,0.0
755,1546240,146.0,3.3193842e-06,475,-0.42080826,0.10615234,1546240,3892.7931497097015,-1.1921031475067139,0.009764692,-0.00015911141,0.0
756,1548288,144.07,2.5656082e-06,443,-0.42644793,0.11328125,1548288,3897.100665330887,-1.5673315525054932,0.009572019,-0.0004706381,0.0
757,1550336,144.45,4.3030408e-07,466,-0.41085154,0.08149414,1550336,3901.719422340393,0.17889022827148438,0.006878417,-0.0025306935,0.0
758,1552384,145.01,1.848543e-07,455,-0.3900459,0.097509764,1552384,3906.113130569458,0.2939952611923218,0.007882715,-0.0047192937,0.0
759,1554432,144.42,7.727802e-08,469,-0.37304252,0.09887695,1554432,3910.606464624405,0.45020610094070435,0.008386801,-0.004084223,0.0
760,1556480,145.44,4.05644e-08,481,-0.36432892,0.09301758,1556480,3914.971168279648,0.5746509432792664,0.008971673,-0.0007007121,0.0
761,1558528,148.24,1.4906175e-06,452,-0.3731158,0.097070314,1558528,3919.2295582294464,0.5810481607913971,0.0081258165,-0.0013038146,0.0
762,1560576,146.51,1.9121858e-07,476,-0.38182798,0.10966797,1560576,3923.7548100948334,-1.5130255222320557,0.010149064,0.0016327597,0.0
763,1562624,148.78,1.9063853e-07,447,-0.3878736,0.071826175,1562624,3928.057405233383,0.5694873929023743,0.0064488733,0.0003577126,0.0
764,1564672,146.85,7.758449e-08,417,-0.3832355,0.08208008,1564672,3932.63556098938,0.6386700868606567,0.006575494,-0.0001749687,0.0
765,1566720,147.5,1.3785737e-07,440,-0.3786342,0.08452149,1566720,3937.543991804123,0.7962455749511719,0.0070757037,-0.0016276296,0.0
766,1568768,147.92,1.8009029e-06,428,-0.37730625,0.09272461,1568768,3942.199189901352,0.770038828253746,0.010907144,-0.0054015666,0.0
767,1570816,147.33,4.3326932e-07,437,-0.36178252,0.095263675,1570816,3946.9789488315582,-2.027405261993408,0.00773237,-0.0017768511,0.0
768,1572864,146.68,3.068039e-06,452,-0.3426985,0.0725586,1572864,3951.658113002777,-0.06486701965332031,0.005648411,-0.0026341607,0.0
769,1574912,147.21,5.164157e-08,455,-0.3467858,0.07729492,1574912,3956.186728477478,0.8022758066654205,0.0064796247,-0.00022437869,0.0
770,1576960,146.64,1.7018773e-07,452,-0.3464429,0.07036133,1576960,3960.680721759796,0.9083127975463867,0.005944238,-0.0007443461,0.0
771,1579008,147.28,4.0286204e-07,431,-0.34296742,0.10322265,1579008,3965.213281393051,0.7974976599216461,0.00865621,-0.00044582487,0.0
772,1581056,146.4,5.2648392e-08,466,-0.3476686,0.08505859,1581056,3969.966544151306,0.7482600212097168,0.0073266,-0.0022811373,0.0
773,1583104,144.41,1.2197006e-06,468,-0.34726357,0.11787109,1583104,3974.3602380752563,0.6812500059604645,0.009573005,-0.0033676408,0.0
774,1585152,143.67,7.594164e-09,465,-0.3475678,0.070166014,1585152,3978.7338724136353,0.5353902280330658,0.005958029,0.0005483017,0.0
775,1587200,143.28,1.1105157e-08,469,-0.34267727,0.091113284,1587200,3983.131862640381,-0.07023942470550537,0.0080845645,0.00077019323,0.0
776,1589248,142.12,2.6291793e-05,447,-0.34033337,0.07416992,1589248,3987.502601146698,-3.124056816101074,0.006662241,-0.0023817243,0.0
777,1591296,142.3,4.7312318e-07,461,-0.35219985,0.10932617,1591296,3992.078717947006,-0.40501248836517334,0.008323905,-0.0015260781,0.0
778,1593344,143.41,5.4456926e-08,422,-0.3571934,0.07338867,1593344,3996.51926779747,0.8301052749156952,0.0059607243,-0.0007368956,0.0
779,1595392,143.48,7.887548e-08,458,-0.35248885,0.083496094,1595392,4001.3636860847473,0.9019614830613136,0.006701225,0.0015184961,0.0
780,1597440,143.23,1.093421e-07,481,-0.34980235,0.11010742,1597440,4005.8336486816406,0.875193327665329,0.010003721,-0.002328532,0.0
781,1599488,143.6,2.344912e-08,442,-0.34414113,0.0836914,1599488,4010.0899770259857,0.8877545595169067,0.006555526,-0.0017910933,0.0
782,1601536,144.14,2.5480123e-08,472,-0.333791,0.10844727,1601536,4014.7209544181824,0.8054603338241577,0.0110887075,-0.0025011792,0.0
783,1603584,142.89,3.9303327e-08,460,-0.3304372,0.08491211,1603584,4019.0582945346832,0.6980467736721039,0.007156686,-0.00029866784,0.0
784,1605632,142.29,3.1589508e-07,448,-0.331348,0.11035156,1605632,4023.505896806717,0.6653773486614227,0.009182647,-0.00092217774,0.0
785,1607680,142.52,3.9340026e-08,469,-0.31687942,0.11191406,1607680,4028.0766553878784,0.429456889629364,0.010055283,-0.0055411137,0.0
786,1609728,142.15,9.3343026e-08,439,-0.30007842,0.07329102,1609728,4032.4364020824432,-0.05904531478881836,0.0064716875,-0.00036458345,0.0
787,1611776,142.72,7.2438084e-08,462,-0.29773396,0.10834961,1611776,4037.096213579178,-1.676152229309082,0.008814339,-0.0033612147,0.0
788,1613824,143.26,2.0405563e-08,431,-0.29874784,0.07949219,1613824,4041.52730345726,-0.772294282913208,0.0071807345,-0.0041580345,0.0
789,1615872,141.78,2.7211132e-07,432,-0.30139402,0.085791014,1615872,4046.272116422653,-1.3054466247558594,0.009628453,-0.00079192145,0.0
790,1617920,143.71,2.6172676e-05,428,-0.3113904,0.072460935,1617920,4051.015429496765,-1.863896369934082,0.006039827,-0.0023445922,0.0
791,1619968,144.01,2.545282e-08,465,-0.31783575,0.07055664,1619968,4055.7915461063385,-2.6210672855377197,0.006713108,0.00060093484,0.0
792,1622016,143.9,1.3378504e-08,469,-0.3030701,0.09145508,1622016,4060.19135928154,-0.45518016815185547,0.0073727136,-0.0028428524,0.0
793,1624064,145.17,6.982185e-09,438,-0.30074358,0.09082031,1624064,4064.5596919059753,0.11942148208618164,0.0077517023,-0.0019698695,0.0
794,1626112,146.52,7.245305e-09,455,-0.3130303,0.095947266,1626112,4069.2357861995697,0.14953380823135376,0.007907171,-0.0028821654,0.0
795,1628160,144.47,1.3241167e-08,442,-0.3255253,0.11210938,1628160,4073.7297747135162,-0.23731696605682373,0.009087028,-0.0018389238,0.0
796,1630208,145.87,1.3520153e-08,447,-0.32141054,0.08334961,1630208,4078.3646790981293,-0.19713234901428223,0.006923435,-0.0045428476,0.0
797,1632256,145.15,3.2231085e-08,454,-0.29999083,0.070898436,1632256,4082.941736459732,-5.983304023742676,0.005800076,0.0006512343,0.0
798,1634304,143.69,4.8460898e-08,468,-0.2883112,0.08618164,1634304,4087.4489409923553,-2.443586826324463,0.009033232,-0.0035380833,0.0
799,1636352,143.03,1.7856604e-05,449,-0.2899706,0.0972168,1636352,4091.8203768730164,-0.17966651916503906,0.009008375,-0.0032718058,0.0
800,1638400,139.63,5.871362e-06,404,-0.29601285,0.09633789,1638400,4096.381982564926,-3.17604398727417,0.008014365,0.00084688904,0.0
801,1640448,140.24,2.5930927e-07,428,-0.3043986,0.10600586,1640448,4101.446372747421,0.5604682564735413,0.0087966565,-0.0013637037,0.0
802,1642496,140.05,2.2312463e-07,458,-0.3046825,0.07109375,1642496,4106.230484485626,0.8762860521674156,0.0060066693,0.00066737016,0.0
803,1644544,140.6,8.349715e-08,418,-0.29389143,0.08276367,1644544,4110.701387166977,0.9085483178496361,0.0064750635,-0.00097643415,0.0
804,1646592,139.54,7.4834205e-08,465,-0.2939972,0.10473633,1646592,4115.59637761116,0.8509663194417953,0.009155448,-0.0016138811,0.0
805,1648640,139.42,4.2480497e-08,434,-0.31351674,0.072460935,1648640,4119.994333982468,0.8189972043037415,0.0064269165,-0.0006040212,0.0
806,1650688,139.51,4.900762e-08,452,-0.31865492,0.07114258,1650688,4124.708803892136,0.8041090667247772,0.0061128805,-0.0033898156,0.0
807,1652736,141.57,3.2242433e-08,484,-0.30362034,0.104199216,1652736,4129.23899936676,0.7367820739746094,0.008777273,0.0012032099,0.0
808,1654784,140.41,1.901193e-08,468,-0.2992749,0.095507815,1654784,4133.466827392578,0.5529005527496338,0.008129971,-0.0009055052,0.0
809,1656832,141.72,3.609079e-07,439,-0.2933067,0.07109375,1656832,4137.84067440033,0.485525906085968,0.0061122878,-0.0008171986,0.0
810,1658880,139.94,1.1064954e-07,448,-0.28244266,0.058984376,1658880,4142.501782178879,-1.7896215915679932,0.0059774,0.0009831531,0.0
811,1660928,140.92,1.3627167e-07,451,-0.27805576,0.090429686,1660928,4147.071795225143,-0.6948113441467285,0.0131727485,-0.008380768,0.0
812,1662976,140.56,0.00010974626,438,-0.27250403,0.055517577,1662976,4151.609805822372,0.015363335609436035,0.0074688545,-0.0019241668,0.0
813,1665024,141.26,1.8890443e-08,437,-0.27695653,0.07900391,1665024,4156.278493404388,0.8330724835395813,0.006627155,-0.0030362795,0.0
814,1667072,140.99,2.2668706e-08,447,-0.2880615,0.08461914,1667072,4160.964773178101,0.7368642687797546,0.007148537,-0.002654412,0.0
815,1669120,140.09,3.0110563e-08,453,-0.2900769,0.084375,1669120,4165.5399260520935,0.518203854560852,0.007363283,-0.0028397013,0.0
816,1671168,139.33,1.756915e-08,455,-0.2869585,0.09414063,1671168,4170.056509971619,0.4790753126144409,0.007593737,-0.002161365,0.0
817,1673216,138.29,3.534108e-08,455,-0.27935022,0.11508789,1673216,4174.55179977417,-1.0192108154296875,0.0096081095,-0.0017212632,0.0
818,1675264,139.56,1.5928075e-08,461,-0.27297318,0.07739258,1675264,4179.045737743378,-0.359588623046875,0.0065543675,-0.0011223435,0.0
819,1677312,139.08,2.0230136e-08,441,-0.26263335,0.08291016,1677312,4183.4857721328735,-1.1318557262420654,0.0068204524,-0.0014244791,0.0
820,1679360,140.3,1.1198002e-08,436,-0.25833622,0.10014649,1679360,4188.126467704773,-0.9807262420654297,0.008233766,-2.3176079e-05,0.0
821,1681408,138.78,1.8440563e-08,459,-0.26325697,0.105126955,1681408,4192.8227553367615,-4.190755367279053,0.009286368,-0.0022561215,0.0
822,1683456,140.08,2.999827e-08,470,-0.2770198,0.10849609,1683456,4197.282646417618,-7.75697135925293,0.008403005,-0.0053396225,0.0
823,1685504,140.26,1.8504032e-08,478,-0.27873492,0.07670899,1685504,4201.635437250137,-4.37577486038208,0.006930855,-0.0034341943,0.0
824,1687552,140.81,1.8431896e-08,452,-0.29146084,0.08256836,1687552,4205.919464349747,-5.7546820640563965,0.0076443874,-0.0022778532,0.0
825,1689600,140.2,2.2178238e-08,426,-0.31227213,0.09287109,1689600,4210.451924324036,-7.440046310424805,0.007262661,-0.0016268559,0.0
826,1691648,139.37,1.7947093e-08,462,-0.31297323,0.08154297,1691648,4215.254702091217,-3.539499282836914,0.0066326647,-0.0026122164,0.0
827,1693696,137.21,1.88811e-07,444,-0.31177953,0.09458008,1693696,4219.686816930771,-12.211250305175781,0.007949018,-0.0025023466,0.0
828,1695744,134.06,4.8084917e-06,446,-0.3233422,0.08383789,1695744,4224.300318479538,-0.545225977897644,0.006934808,0.00091924204,0.0
829,1697792,132.92,3.628165e-08,463,-0.33017832,0.08149414,1697792,4228.887154340744,0.8069252073764801,0.0065191314,-0.00327725,0.0
830,1699840,135.2,1.460747e-07,481,-0.33621395,0.09208985,1699840,4233.309603691101,0.8946176394820213,0.007924517,0.0012968188,0.0
831,1701888,133.64,1.8677744e-08,432,-0.33816975,0.10527344,1701888,4237.565848350525,0.6150118708610535,0.0083315205,-0.0017428743,0.0
832,1703936,132.85,2.5276131e-08,442,-0.34517497,0.12797852,1703936,4242.299462556839,0.503489226102829,0.012722941,-0.0077975816,0.0
833,1705984,133.42,5.4991744e-08,457,-0.34608477,0.070458986,1705984,4246.9290952682495,0.34252315759658813,0.0063755414,-0.0012788039,0.0
834,1708032,135.17,1.1341789e-07,453,-0.33735678,0.0965332,1708032,4251.412053108215,0.3952874541282654,0.00797728,-0.0033658869,0.0
835,1710080,137.67,8.0140427e-07,434,-0.33115986,0.10473633,1710080,4255.93475151062,-0.20117104053497314,0.008543411,-0.004722138,0.0
836,1712128,138.34,1.4808721e-08,449,-0.33380872,0.11459961,1712128,4260.648710012436,-1.1560618877410889,0.01082853,-0.0011430968,0.0
837,1714176,137.86,2.1181537e-08,446,-0.34198675,0.07583008,1714176,4265.204509973526,-3.321956157684326,0.00780403,-0.0012204295,0.0
838,1716224,138.47,5.230394e-08,450,-0.35271204,0.107177734,1716224,4269.795736789703,-5.467471122741699,0.008495413,-0.00095454464,0.0
839,1718272,137.8,6.021176e-08,416,-0.35467923,0.12817383,1718272,4274.34338092804,-1.217693567276001,0.0135746505,-0.00091942167,0.0
840,1720320,138.81,1.3485495e-05,465,-0.3439779,0.09628906,1720320,4279.257188081741,-0.8908827304840088,0.00952976,-0.0036419265,0.0
841,1722368,137.81,1.7733936e-07,441,-0.3283522,0.08339844,1722368,4283.6612141132355,-0.48899245262145996,0.014364603,-0.003194151,0.0
842,1724416,137.76,2.3694612e-08,438,-0.32254973,0.09848633,1724416,4288.298509597778,0.237554669380188,0.008435109,-0.0022391386,0.0
843,1726464,136.91,1.3328129e-08,450,-0.33480817,0.07915039,1726464,4292.9670317173,0.4201139807701111,0.0069534173,-0.001985596,0.0
844,1728512,136.41,1.819328e-08,450,-0.35185495,0.08178711,1728512,4297.510491847992,-0.2011880874633789,0.0068719843,-0.0005777981,0.0
845,1730560,136.88,2.8724784e-08,449,-0.36278278,0.10805664,1730560,4302.056262016296,-0.11076927185058594,0.010297436,-0.0023850289,0.0
846,1732608,135.82,2.0563489e-08,444,-0.3570997,0.08730469,1732608,4306.613442182541,0.05765050649642944,0.0081661865,-0.003419996,0.0
847,1734656,135.68,1.878333e-08,467,-0.368446,0.10273437,1734656,4311.223980426788,-0.4947638511657715,0.0091640465,-0.004491959,0.0
848,1736704,136.21,1.462448e-08,480,-0.38139814,0.078271486,1736704,4315.607995033264,-2.3693392276763916,0.0065472475,-0.0024840322,0.0
849,1738752,135.21,7.182568e-06,443,-0.3832499,0.109277345,1738752,4319.870776414871,-1.1022329330444336,0.0099287275,-0.0004906429,0.0
850,1740800,134.01,3.7629473e-08,461,-0.3821551,0.09560547,1740800,4324.488010644913,-4.673722267150879,0.009442905,-0.0010889033,0.0
851,1742848,134.71,1.30970275e-08,454,-0.383683,0.08183594,1742848,4328.934091806412,-3.01871919631958,0.0066448003,-0.003692725,0.0
852,1744896,133.61,1.4527146e-08,465,-0.38917032,0.09033203,1744896,4333.4436094760895,-4.509188175201416,0.0075413086,-0.001927083,0.0
853,1746944,133.01,2.1062792e-08,468,-0.387508,0.0824707,1746944,4337.848612308502,-3.167670249938965,0.027618492,-0.002859766,0.0
854,1748992,131.81,1.278015e-08,451,-0.39143,0.10444336,1748992,4342.22146654129,-2.9327118396759033,0.009013844,-0.002988423,0.0
855,1751040,131.4,4.0852246e-08,465,-0.38576207,0.09584961,1751040,4346.763444185257,-3.707347869873047,0.008346544,0.0012935383,0.0
856,1753088,130.76,4.6339946e-06,459,-0.3778721,0.095214844,1753088,4351.160533189774,-3.20013427734375,0.0134162335,-0.005675949,0.0
857,1755136,130.52,7.6291217e-06,465,-0.38882872,0.07832031,1755136,4355.621325016022,-1.0140876770019531,0.0069492115,-0.001735134,0.0
858,1757184,129.04,4.463919e-08,451,-0.4004013,0.08642578,1757184,4360.024830579758,0.409895658493042,0.0071879267,-0.0026827152,0.0
859,1759232,129.08,2.9782242e-08,448,-0.40648073,0.09609375,1759232,4364.56459903717,0.7117851972579956,0.007975622,0.00058564864,0.0
860,1761280,128.42,1.6220609e-08,444,-0.4082221,0.08867188,1761280,4369.130737543106,0.8137206137180328,0.009404877,0.00076340995,0.0
861,1763328,127.41,1.4695563e-08,425,-0.41298014,0.06777344,1763328,4373.742046356201,0.7854958772659302,0.0070796595,-0.002884101,0.0
862,1765376,126.85,1.4573092e-08,476,-0.41484198,0.08930664,1765376,4378.556814193726,0.6472485065460205,0.007945474,-0.0008053033,0.0
863,1767424,126.45,1.06078035e-08,460,-0.40180326,0.07695313,1767424,4382.855886697769,0.4991035461425781,0.0065192156,0.00063503784,0.0
864,1769472,127.77,9.9244355e-09,440,-0.39957383,0.09257813,1769472,4387.3032150268555,0.14186358451843262,0.007789336,0.00022706322,0.0
865,1771520,127.99,2.7693668e-08,437,-0.39988384,0.06733398,1771520,4391.951711177826,-1.3621654510498047,0.0053995727,0.0014997855,0.0
866,1773568,127.4,2.9998397e-08,434,-0.40091333,0.109472655,1773568,4396.638134479523,-1.4347796440124512,0.009924153,-0.0016300684,0.0
867,1775616,127.08,4.4742646e-07,434,-0.39642516,0.111132815,1775616,4401.354240894318,-1.9824039936065674,0.012301976,-0.0009978882,0.0
868,1777664,127.15,4.5423963e-07,437,-0.3922551,0.0959961,1777664,4406.0720911026,-3.7296156883239746,0.008032737,-0.00062880217,0.0
869,1779712,126.96,1.7271052e-08,464,-0.39444712,0.08359375,1779712,4410.760340929031,-1.860687494277954,0.009344388,-0.001432589,0.0
870,1781760,126.61,4.553466e-06,435,-0.39619437,0.119140625,1781760,4415.169190406799,-6.061182022094727,0.011435681,-0.0033380701,0.0
871,1783808,126.46,3.0103184e-08,413,-0.40129334,0.068115234,1783808,4419.877314329147,-1.5031094551086426,0.0058361595,0.0030848146,0.0
872,1785856,127.88,2.6199071e-08,458,-0.39565042,0.08510742,1785856,4424.827507972717,-2.3391847610473633,0.008564341,-0.0003821941,0.0
873,1787904,128.02,2.1977053e-08,445,-0.38793704,0.0815918,1787904,4429.298107147217,-2.9523520469665527,0.0069820955,-0.0011382357,0.0
874,1789952,128.39,2.5248877e-08,457,-0.39058265,0.095507815,1789952,4433.892156839371,-1.9917635917663574,0.008950817,-0.002203005,0.0
875,1792000,129.05,1.4692015e-08,448,-0.39885205,0.0824707,1792000,4438.374789237976,-0.606834888458252,0.008054646,-0.0034879404,0.0
876,1794048,129.13,6.210641e-07,409,-0.4130733,0.10732422,1794048,4442.94851231575,-3.081906318664551,0.010763687,0.0044535347,0.0
877,1796096,129.68,1.7133831e-07,422,-0.4156747,0.099853516,1796096,4447.951876163483,-0.25340211391448975,0.011907475,-0.0046559973,0.0
878,1798144,128.33,3.8247767e-06,442,-0.39552197,0.1265625,1798144,4452.803760051727,-0.16674554347991943,0.0144116925,-0.0044158273,0.0
879,1800192,127.33,2.84893e-08,452,-0.37841177,0.09077148,1800192,4457.432206869125,0.6638515889644623,0.0075704465,0.0008806551,0.0
880,1802240,127.58,1.0113109e-08,432,-0.37716347,0.087646484,1802240,4461.95570397377,0.738711804151535,0.008882671,0.00011161559,0.0
881,1804288,126.78,1.0068031e-08,440,-0.3833175,0.08383789,1804288,4466.697528600693,0.5886204540729523,0.007629621,-0.0041537443,0.0
882,1806336,126.79,2.2843193e-05,441,-0.38710994,0.07485352,1806336,4471.353409051895,0.37200915813446045,0.007358222,-0.0049580713,0.0
883,1808384,126.53,1.3453342e-08,408,-0.39834267,0.111083984,1808384,4475.990221977234,-0.3860403299331665,0.010306411,-0.0016212981,0.0
884,1810432,126.83,9.180216e-09,436,-0.40721774,0.092041016,1810432,4481.00874710083,-0.3166980743408203,0.008540828,0.00046202555,0.0
885,1812480,127.18,9.146357e-09,438,-0.4148461,0.11787109,1812480,4485.7002058029175,-0.9647493362426758,0.010208743,-0.0032257766,0.0
886,1814528,126.61,9.990328e-09,425,-0.41738662,0.10595703,1814528,4490.37474322319,-1.7489094734191895,0.009367784,0.00023905006,0.0
887,1816576,126.41,9.693889e-09,447,-0.41385382,0.093408205,1816576,4495.190942764282,-2.964996814727783,0.009271441,0.0021530404,0.0
888,1818624,124.77,9.985525e-09,457,-0.4065283,0.111083984,1818624,4499.772439479828,-2.0946426391601562,0.011187926,-0.004401966,0.0
889,1820672,124.33,2.8728104e-08,466,-0.3993476,0.109716795,1820672,4504.250426769257,-1.9611387252807617,0.011794277,0.0011300296,0.0
890,1822720,124.44,1.14757825e-07,445,-0.38393518,0.10610352,1822720,4508.6455907821655,-1.3577396869659424,0.009270188,-0.0031197756,0.0
891,1824768,124.72,3.638599e-07,414,-0.3761935,0.1071289,1824768,4513.240389823914,-2.611973285675049,0.008765878,-0.0025447255,0.0
892,1826816,124.41,1.4759623e-08,460,-0.38497993,0.087402344,1826816,4518.188362121582,-1.581850528717041,0.010005084,-0.007417474,0.0
893,1828864,124.05,1.4448858e-08,433,-0.3966409,0.106933594,1828864,4522.637347459793,-2.18542742729187,0.009818704,0.002008311,0.0
894,1830912,123.49,1.2394568e-08,433,-0.40770036,0.10913086,1830912,4527.3618133068085,-0.7110459804534912,0.010712663,-0.0013824792,0.0
895,1832960,123.83,1.5348666e-08,457,-0.41203198,0.08852539,1832960,4532.084276914597,-0.34844982624053955,0.008238347,0.0032217286,0.0
896,1835008,123.47,1.4964098e-06,459,-0.41755468,0.09628906,1835008,4536.559479475021,-1.1822013854980469,0.009094777,-3.926181e-05,0.0
897,1837056,122.42,6.74382e-09,462,-0.42705685,0.098925784,1837056,4541.01478099823,-1.2745189666748047,0.009080028,-8.434143e-05,0.0
898,1839104,123.02,6.6428676e-09,428,-0.42974368,0.11005859,1839104,4545.442782878876,-1.9959716796875,0.009541138,0.001446784,0.0
899,1841152,123.33,2.9457993e-07,448,-0.42965135,0.115917966,1841152,4550.226676225662,-2.103024959564209,0.010732644,-0.0034600697,0.0
900,1843200,124.05,1.3680296e-06,457,-0.42516413,0.10239258,1843200,4554.795763731003,-1.743481159210205,0.011553091,-0.0004947471,0.0
901,1845248,124.17,2.4192798e-06,455,-0.42699584,0.11010742,1845248,4559.275280714035,-0.2347811460494995,0.070698045,-0.007820728,0.0
902,1847296,123.96,1.0822267e-08,413,-0.4251666,0.084033206,1847296,4563.770573377609,0.4129059314727783,0.008813305,0.0019129071,0.0
903,1849344,124.47,1.0644072e-08,455,-0.420533,0.105615236,1849344,4568.724098920822,0.6344937980175018,0.009118241,-0.002890866,0.0
904,1851392,124.03,1.28055415e-08,460,-0.4207653,0.1253418,1851392,4573.223872184753,0.3269416093826294,0.010382147,-0.00015370188,0.0
905,1853440,123.31,1.2272693e-08,468,-0.42177638,0.09355469,1853440,4577.677182435989,-0.43876659870147705,0.007871879,-0.00013646661,0.0
906,1855488,122.9,9.110575e-09,459,-0.42246595,0.10224609,1855488,4582.053177118301,-1.1092302799224854,0.008688555,-0.0039086766,0.0
907,1857536,122.64,1.5718025e-07,448,-0.43660635,0.117285155,1857536,4586.515643596649,-1.3142962455749512,0.010820903,-0.0012611088,0.0
908,1859584,123.4,2.062396e-08,439,-0.44550437,0.09257813,1859584,4591.083662509918,-1.3882298469543457,0.012537392,-0.00037315933,0.0
909,1861632,122.52,1.0219931e-08,448,-0.44125804,0.10834961,1861632,4595.749671697617,-0.6925762891769409,0.009527716,0.0013570238,0.0
910,1863680,123.07,3.6701798e-07,442,-0.44705763,0.10727539,1863680,4600.320297956467,-0.11486279964447021,0.009481773,-0.0015775521,0.0
911,1865728,123.35,1.0932506e-05,445,-0.45120668,0.10864258,1865728,4604.9509353637695,-0.9786547422409058,0.010208264,-0.0027077347,0.0
912,1867776,123.55,3.6690273e-07,440,-0.4443156,0.08232422,1867776,4609.549166202545,-0.32311105728149414,0.0070026084,0.0024503309,0.0
913,1869824,124.12,1.5832576e-08,459,-0.44529644,0.083300784,1869824,4614.2037081718445,-0.1934831142425537,0.0076205567,0.00011437691,0.0
914,1871872,123.71,8.791918e-09,449,-0.43834057,0.08920898,1871872,4618.662764072418,0.23039615154266357,0.0075711226,-0.0017936744,0.0
915,1873920,124.93,1.3826808e-08,470,-0.4422564,0.08134766,1873920,4623.220661878586,0.28307509422302246,0.0072145695,-0.0022060578,0.0
916,1875968,124.76,8.299951e-09,460,-0.45120853,0.07773437,1875968,4627.572196960449,0.23033839464187622,0.0061945687,0.001411956,0.0
917,1878016,124.74,2.0944505e-08,456,-0.44347072,0.10180664,1878016,4632.018419265747,-0.21847689151763916,0.008471725,0.00012315862,0.0
918,1880064,125.29,3.9516483e-08,459,-0.45170063,0.09736328,1880064,4636.506389379501,-1.4213778972625732,0.009216775,0.0002013257,0.0
919,1882112,125.93,5.2664683e-07,428,-0.46682954,0.09282227,1882112,4640.969336748123,-1.558112382888794,0.0080467295,0.0020898897,0.0
920,1884160,126.22,1.204805e-08,462,-0.473078,0.097314455,1884160,4645.751302242279,-2.609442710876465,0.01788285,-0.0057058604,0.0
921,1886208,125.31,3.0827355e-08,412,-0.475699,0.09038086,1886208,4650.185713529587,-1.7173588275909424,0.0077134795,0.003004239,0.0
922,1888256,125.85,1.8488361e-08,428,-0.46162528,0.1128418,1888256,4655.1540496349335,-0.5438054800033569,0.063900486,-0.001046189,0.0
923,1890304,126.34,1.2365151e-06,435,-0.45122176,0.09458008,1890304,4659.931883573532,-3.121243953704834,0.008100789,0.00012754163,0.0
924,1892352,126.97,5.1408723e-08,466,-0.4514969,0.09082031,1892352,4664.638300418854,0.636101096868515,0.007767071,-0.0011069649,0.0
925,1894400,126.63,1.0630053e-08,451,-0.453111,0.12158203,1894400,4669.030211687088,0.687524676322937,0.009930508,-0.0008302141,0.0
926,1896448,126.41,1.0792944e-06,468,-0.44799954,0.10957031,1896448,4673.5718126297,0.3205958604812622,0.00894284,0.0015050386,0.0
927,1898496,126.68,1.0926087e-08,435,-0.43756548,0.1,1898496,4677.944144487381,0.01940739154815674,0.009538638,0.000553844,0.0
928,1900544,127.15,7.635302e-07,462,-0.4324444,0.087695315,1900544,4682.645745515823,-0.22925543785095215,0.009317222,-0.0022776283,0.0
929,1902592,126.92,8.611404e-07,444,-0.43892542,0.10014649,1902592,4687.076229333878,0.030135929584503174,0.00849211,0.0015467189,0.0
930,1904640,126.89,5.6210035e-07,453,-0.43602467,0.13120118,1904640,4691.681015491486,-1.563161849975586,0.01081079,0.00021681348,0.0
931,1906688,127.04,7.5540504e-07,455,-0.42805052,0.10732422,1906688,4696.195382595062,-1.369971513748169,0.009178851,0.0033451368,0.0
932,1908736,126.73,5.086279e-08,457,-0.42943674,0.114746094,1908736,4700.692419528961,0.6475359201431274,0.009458711,-0.0010543473,0.0
933,1910784,125.99,3.3654377e-08,467,-0.42933387,0.09609375,1910784,4705.173496961594,0.8587591797113419,0.007922042,0.00039278585,0.0
934,1912832,125.87,2.198326e-05,445,-0.42951232,0.08266602,1912832,4709.554878950119,0.794540137052536,0.008395582,0.0009639983,0.0
935,1914880,125.6,1.2358107e-08,465,-0.43888697,0.09511719,1914880,4714.152732372284,0.7458542883396149,0.0079822475,0.0006819118,0.0
936,1916928,125.1,9.807569e-09,450,-0.44676852,0.10664062,1916928,4718.557202339172,0.6841905117034912,0.008522641,0.00096525473,0.0
937,1918976,124.1,7.648028e-09,452,-0.4511392,0.100976564,1918976,4723.102651357651,0.49190521240234375,0.009385523,8.923812e-05,0.0
938,1921024,123.86,6.66853e-09,424,-0.45256224,0.11806641,1921024,4727.635012149811,-0.07538938522338867,0.009778265,-0.00021205828,0.0
939,1923072,123.04,6.863451e-09,463,-0.45867556,0.1046875,1923072,4732.465358972549,-0.6227484941482544,0.00943313,0.001716914,0.0
940,1925120,121.4,7.2240014e-09,457,-0.4623529,0.12675782,1925120,4736.881357192993,-0.9513622522354126,0.013987714,-0.003201098,0.0
941,1927168,120.82,9.891846e-09,450,-0.46404743,0.09633789,1927168,4741.362067222595,-1.0929946899414062,0.009954833,0.0012500009,0.0
