n_updates,total_timesteps,ep_len_mean,value_loss,fps,policy_entropy,clipfrac,serial_timesteps,time_elapsed,explained_variance,approxkl,policy_loss,ep_reward_mean
376,770048,231.29,6.23452e-07,389,0.9233631,0.036376953,770048,2021.5487625598907,-0.20120227336883545,0.0034952785,-0.0025712813,0.0
377,772096,229.85,3.518331e-08,384,0.9295742,0.049609374,772096,2026.8141312599182,-0.37671732902526855,0.0042459304,-0.0036505554,0.0
378,774144,227.81,3.8989953e-07,393,0.91964996,0.04321289,774144,2032.1407647132874,0.12003391981124878,0.003796804,-0.0018711826,0.0
379,776192,225.91,1.5739775e-05,390,0.9034999,0.04609375,776192,2037.3497231006622,-3.9816412925720215,0.0043138275,-0.00041710475,0.0
380,778240,224.79,3.8376605e-08,389,0.89024293,0.046972655,778240,2042.5987541675568,0.26379597187042236,0.0041248566,-0.0009858146,0.0
381,780288,225.06,3.8148976e-08,389,0.88680756,0.050341796,780288,2047.8565018177032,0.8372482508420944,0.004533764,0.0006290015,0.0
382,782336,225.41,4.2228216e-08,384,0.87771195,0.0546875,782336,2053.112800836563,0.8904007896780968,0.004457863,-0.0028716298,0.0
383,784384,225.78,3.618592e-08,408,0.8704961,0.0453125,784384,2058.4396736621857,0.9006844237446785,0.003993641,0.00023327861,0.0
384,786432,225.93,6.9917326e-07,380,0.87277126,0.06381836,786432,2063.456835746765,0.6063216030597687,0.0052976008,-0.002911404,0.0
385,788480,226.63,8.149168e-07,380,0.88333386,0.06337891,788480,2068.8390607833862,-1.3088831901550293,0.005076299,-0.0024804366,0.0
386,790528,227.23,2.2198932e-08,400,0.8856101,0.042138673,790528,2074.220200061798,0.6101879477500916,0.003654162,-0.0011943046,0.0
387,792576,227.67,6.93431e-08,350,0.8827033,0.05341797,792576,2079.334605693817,0.7948283553123474,0.0045607574,-0.0016652442,0.0
388,794624,228.83,9.142115e-06,385,0.87668025,0.0484375,794624,2085.1834309101105,0.8833378255367279,0.004288093,-0.0024577728,0.0
389,796672,230.23,2.1543917e-07,402,0.8555951,0.052001953,796672,2090.5038783550262,0.20332109928131104,0.004711666,-0.0028385057,0.0
390,798720,231.06,1.14877645e-08,388,0.83399785,0.043798827,798720,2095.599615097046,0.9467599727213383,0.0040911697,-0.0005301606,0.0
391,800768,231.65,6.684839e-08,401,0.8212641,0.06665039,800768,2100.879387617111,0.9381630793213844,0.005467117,-0.00032044525,0.0
392,802816,231.7,4.924589e-06,371,0.8139017,0.06337891,802816,2105.9835526943207,0.9242933839559555,0.0053077014,-0.0032409374,0.0
393,804864,231.49,9.496477e-07,376,0.81532955,0.03720703,804864,2111.495903491974,-5.6091508865356445,0.003574476,-0.0015202131,0.0
394,806912,231.59,2.1834725e-07,394,0.8286123,0.053955078,806912,2116.9422657489777,0.6171307265758514,0.0045744684,-0.001880958,0.0
395,808960,231.58,6.9544285e-08,386,0.8201607,0.099853516,808960,2122.1401727199554,0.784443587064743,0.008102508,-0.0048222505,0.0
396,811008,231.46,3.005929e-06,379,0.8078067,0.06577148,811008,2127.4412937164307,0.8812319859862328,0.005200089,-0.0016728466,0.0
397,813056,231.35,1.2611856e-06,375,0.7936803,0.061083984,813056,2132.834165096283,-3.359804630279541,0.005149531,-0.003844974,0.0
398,815104,231.01,2.19677e-07,362,0.7702948,0.032177735,815104,2138.2902867794037,0.27719879150390625,0.003305906,0.0004187456,0.0
399,817152,230.16,1.3718427e-05,382,0.7713354,0.056396484,817152,2143.9356224536896,-2.632833242416382,0.0047241333,-0.0026155463,0.0
400,819200,229.27,1.8274223e-08,384,0.78468627,0.06782226,819200,2149.2982218265533,0.8099980503320694,0.0055527496,-0.00206099,0.0
401,821248,227.79,2.6551607e-08,380,0.7838885,0.058398437,821248,2154.6247968673706,0.8207967877388,0.0050090537,-0.0017767374,0.0
402,823296,226.46,1.0231682e-08,396,0.7800688,0.058740236,823296,2160.0048685073853,0.7968227863311768,0.004688613,-5.6263372e-05,0.0
403,825344,225.28,6.9506115e-08,386,0.76924187,0.04765625,825344,2165.178342103958,-0.2059462070465088,0.004316807,-0.0019766146,0.0
404,827392,224.4,8.868132e-06,401,0.7565683,0.028955078,827392,2170.481515645981,-2.0558950901031494,0.0029396506,-0.00013087408,0.0
405,829440,223.37,1.1834311e-08,411,0.76955783,0.04135742,829440,2175.5778484344482,0.717757374048233,0.003777783,-0.0026026997,0.0
406,831488,222.09,1.15370655e-08,389,0.77698267,0.06679688,831488,2180.5588159561157,0.8456375300884247,0.005408866,-0.0028011226,0.0
407,833536,220.92,1.3904045e-08,386,0.7760031,0.048193358,833536,2185.825129508972,0.7423794865608215,0.004268115,-0.0027699783,0.0
408,835584,219.33,6.608591e-06,394,0.7721996,0.039990235,835584,2191.1261806488037,0.7356933951377869,0.0036832418,-0.0005870481,0.0
409,837632,218.31,1.0316392e-06,392,0.7757178,0.038623046,837632,2196.3195974826813,-3.3956732749938965,0.0035915575,0.00035544718,0.0
410,839680,216.94,1.1225253e-07,369,0.7852293,0.06411133,839680,2201.5415728092194,0.5471882820129395,0.0050910846,-0.0018666486,0.0
411,841728,216.09,7.7731855e-08,372,0.7846216,0.0578125,841728,2207.0796110630035,0.807480975985527,0.0047588116,-0.0029326905,0.0
412,843776,215.33,4.7901672e-08,397,0.77332157,0.076855466,843776,2212.578301668167,0.3897983431816101,0.005815814,-0.0028126324,0.0
413,845824,214.36,4.1831254e-06,415,0.7594619,0.030029297,845824,2217.7311928272247,0.761292576789856,0.0030261981,0.0010405668,0.0
414,847872,212.83,2.5134934e-08,390,0.74121654,0.07998047,847872,2222.6575832366943,0.7771505862474442,0.006413675,-0.0028359634,0.0
415,849920,211.81,2.6347518e-08,366,0.7049709,0.06411133,849920,2227.904324531555,0.8595028072595596,0.0060833963,-0.0041601337,0.0
416,851968,210.49,1.0552874e-06,391,0.689056,0.05996094,851968,2233.4917075634003,0.7807362824678421,0.0049142907,-0.0024437706,0.0
417,854016,209.69,2.385084e-07,400,0.6884822,0.047753908,854016,2238.718607902527,0.7711481153964996,0.0042130207,-0.0022076995,0.0
418,856064,208.76,1.409065e-07,397,0.6765551,0.057373047,856064,2243.8398320674896,0.25064945220947266,0.004801002,-0.0018043758,0.0
419,858112,208.19,4.921219e-05,405,0.66584176,0.04711914,858112,2248.989059448242,0.4802052974700928,0.0040206844,-0.0020100905,0.0
420,860160,207.94,2.965749e-07,396,0.6458066,0.08876953,860160,2254.041371822357,-5.269333839416504,0.0070962585,-0.004130389,0.0
421,862208,207.58,2.7561075e-08,382,0.6279815,0.07324219,862208,2259.2063176631927,-0.731627345085144,0.005882079,-0.0041063977,0.0
422,864256,207.4,2.0926041e-08,394,0.61152107,0.065820314,864256,2264.568132162094,0.19990748167037964,0.005662119,-0.0035474251,0.0
423,866304,207.26,8.069739e-09,387,0.58302915,0.052490234,866304,2269.767236471176,0.6640274822711945,0.004676079,-0.0013884268,0.0
424,868352,207.43,8.99505e-09,383,0.56617,0.040380858,868352,2275.05211353302,0.8037316203117371,0.0037697244,0.0010115862,0.0
425,870400,207.29,1.2849317e-08,391,0.56549966,0.041992188,870400,2280.3877971172333,0.7501609474420547,0.0038651307,-0.0031667806,0.0
426,872448,207.78,1.1021344e-08,391,0.566065,0.090429686,872448,2285.6189289093018,0.6985940039157867,0.007373492,-0.0046926104,0.0
427,874496,208.69,9.562209e-08,386,0.55981535,0.082128905,874496,2290.8545224666595,0.557746022939682,0.0068940967,-0.009414413,0.0
428,876544,209.38,2.1459636e-08,379,0.54764724,0.043017577,876544,2296.151580810547,0.5394078493118286,0.004042444,-0.0012611892,0.0
429,878592,209.64,7.1212143e-09,362,0.54898345,0.043554686,878592,2301.5459163188934,0.030015110969543457,0.0038799034,-0.0017593246,0.0
430,880640,210.0,1.0383492e-07,401,0.5550608,0.058203124,880640,2307.1967623233795,-1.4891598224639893,0.0047241664,-0.0013839545,0.0
431,882688,210.21,5.6446747e-06,416,0.5527435,0.047216795,882688,2312.3041338920593,-1.9205400943756104,0.0041808016,-0.00044427914,0.0
432,884736,210.53,2.5506754e-08,391,0.5502095,0.057910156,884736,2317.219955444336,0.3901020288467407,0.0048509957,-0.0046526645,0.0
433,886784,211.61,1.9113315e-08,389,0.53646153,0.040283203,886784,2322.456507205963,0.4626380205154419,0.003827719,0.0018063687,0.0
434,888832,212.25,3.9629548e-08,403,0.5168146,0.06044922,888832,2327.715550661087,0.6720991134643555,0.005189621,-0.0022437032,0.0
435,890880,213.44,2.524406e-06,395,0.5115398,0.05708008,890880,2332.7959525585175,0.6431393623352051,0.004664475,-0.0028923207,0.0
436,892928,214.0,1.6547237e-06,391,0.5150811,0.050927736,892928,2337.974477291107,-2.6249828338623047,0.004775693,-0.0020398744,0.0
437,894976,214.37,6.2697e-06,403,0.5170205,0.045947265,894976,2343.209483385086,0.822945311665535,0.0040637744,-0.0015198033,0.0
438,897024,214.31,5.2115944e-08,405,0.52610445,0.09970703,897024,2348.281766653061,0.43246203660964966,0.0077015273,-0.005089649,0.0
439,899072,214.43,1.0786123e-06,397,0.5457541,0.09311523,899072,2353.335786342621,0.7875020354986191,0.007449697,-0.004872876,0.0
440,901120,215.21,3.5649826e-08,379,0.5690385,0.047021486,901120,2358.4875407218933,0.9006757959723473,0.0040492867,-0.0009942646,0.0
441,903168,215.7,3.3763646e-07,371,0.5845319,0.089941405,903168,2363.891532421112,0.14135056734085083,0.0067376457,-0.0011382082,0.0
442,905216,216.2,1.734162e-06,398,0.57604283,0.05571289,905216,2369.401778936386,-0.7366153001785278,0.0049458835,-0.00025350018,0.0
443,907264,217.33,1.1175505e-06,399,0.5534503,0.06689453,907264,2374.5410833358765,-4.271514415740967,0.005730412,-0.002192644,0.0
444,909312,218.0,1.1812889e-07,395,0.544824,0.07392578,909312,2379.6630556583405,0.388366162776947,0.0058593275,-0.0039926427,0.0
445,911360,219.26,2.5901663e-05,397,0.54787886,0.062353514,911360,2384.8418719768524,0.6544912457466125,0.0053155385,-0.0032724373,0.0
446,913408,220.41,1.1129074e-06,409,0.57070434,0.04560547,913408,2389.997116804123,-5.207703590393066,0.0038322788,-0.003609402,0.0
447,915456,221.85,1.07749244e-07,383,0.5819125,0.029833984,915456,2395.0006217956543,-0.04405355453491211,0.002952527,-0.00033513881,0.0
448,917504,223.01,3.8215365e-08,381,0.58082783,0.061425783,917504,2400.3480994701385,0.6605762541294098,0.004968091,-0.0030925842,0.0
449,919552,224.43,2.497355e-08,373,0.584526,0.04057617,919552,2405.7197341918945,0.8596753031015396,0.0036952465,-0.0027828515,0.0
450,921600,225.73,3.8133518e-08,395,0.57995784,0.043066405,921600,2411.210574865341,0.8559727072715759,0.003836641,-0.0020248864,0.0
451,923648,226.05,1.4857073e-07,385,0.5832984,0.046875,923648,2416.3930377960205,0.8656227290630341,0.0041251,-5.825906e-05,0.0
452,925696,227.51,2.1041471e-07,414,0.5969907,0.078710936,925696,2421.7086956501007,0.8125360161066055,0.006151734,-0.0032618616,0.0
453,927744,228.49,3.6815584e-07,402,0.60994345,0.03666992,927744,2426.6465742588043,-1.4364356994628906,0.0033266153,0.00074365875,0.0
454,929792,228.83,2.4423111e-06,403,0.6248126,0.042919923,929792,2431.7371604442596,0.4350467920303345,0.0036942535,-0.0026976985,0.0
455,931840,229.01,3.3148908e-08,371,0.63050437,0.09628906,931840,2436.8156917095184,0.7624083012342453,0.0072134,-0.0039888797,0.0
456,933888,228.65,8.142749e-08,383,0.63248664,0.059033204,933888,2442.329243659973,0.7730340361595154,0.005027045,-0.0014084707,0.0
457,935936,228.21,1.2711853e-05,390,0.63486564,0.0690918,935936,2447.6723504066467,0.7017446458339691,0.005532332,-0.0019585192,0.0
458,937984,227.97,9.2183575e-07,384,0.62505865,0.0578125,937984,2452.9129762649536,-0.6193876266479492,0.004955272,-0.0014678341,0.0
459,940032,228.35,1.1410526e-08,386,0.61637384,0.04033203,940032,2458.239713907242,0.503945380449295,0.003781056,-0.00028354552,0.0
460,942080,228.54,9.262067e-09,363,0.6064372,0.04916992,942080,2463.5430896282196,0.52244633436203,0.0043511805,-0.0015195159,0.0
461,944128,228.64,2.5957624e-07,345,0.59097743,0.042041015,944128,2469.1814815998077,0.4960974454879761,0.0038550466,-0.0008581939,0.0
462,946176,229.27,2.9006148e-06,383,0.5897334,0.05810547,946176,2475.1078114509583,0.50982466340065,0.004749365,-0.0029586314,0.0
463,948224,228.67,3.4515717e-06,390,0.5804269,0.03828125,948224,2480.455409526825,-2.8549811840057373,0.0038683307,-0.00066664896,0.0
464,950272,228.84,1.2064302e-07,401,0.55803454,0.04663086,950272,2485.706964969635,0.6213563978672028,0.004017391,-0.000105796185,0.0
465,952320,229.35,2.9448466e-07,405,0.5467044,0.058447264,952320,2490.8064975738525,0.8539813309907913,0.005005347,-5.157065e-05,0.0
466,954368,230.14,3.84073e-06,399,0.5444123,0.06640625,954368,2495.8617010116577,0.8517169803380966,0.005583779,-0.002430368,0.0
467,956416,231.11,1.3142085e-07,393,0.5469241,0.06035156,956416,2500.9957342147827,0.902779258787632,0.0051809647,-0.0023976152,0.0
468,958464,231.37,9.209271e-08,389,0.5404023,0.055029295,958464,2506.1966559886932,0.9103861376643181,0.004678292,-0.002063096,0.0
469,960512,231.55,7.13536e-08,397,0.5274051,0.04838867,960512,2511.4570639133453,0.8940223157405853,0.0044962573,-0.00043904377,0.0
470,962560,230.78,2.091601e-06,390,0.5119135,0.044628907,962560,2516.6110219955444,0.8689709156751633,0.003957668,-0.0009685446,0.0
471,964608,229.99,4.805693e-07,376,0.49971157,0.052783202,964608,2521.854684829712,0.8812903091311455,0.0045767473,-0.00012585484,0.0
472,966656,228.68,3.2122824e-07,399,0.49138457,0.06147461,966656,2527.299269914627,0.8351209461688995,0.0051730825,-0.00358031,0.0
473,968704,227.89,1.0269383e-05,385,0.48409843,0.0921875,968704,2532.4260466098785,-1.8466179370880127,0.0070731966,-0.0013590895,0.0
474,970752,226.9,2.1259886e-08,413,0.4781592,0.07651367,970752,2537.744113922119,0.908927321434021,0.0059379386,-0.0031878357,0.0
475,972800,225.67,3.1619784e-08,389,0.48890394,0.051171876,972800,2542.7036674022675,0.9405055977404118,0.0044707516,-0.0012908773,0.0
476,974848,224.15,1.39891485e-08,414,0.47800112,0.0546875,974848,2547.959277868271,0.9282651841640472,0.00496902,-0.004333378,0.0
477,976896,222.68,2.7841836e-08,388,0.45611507,0.08588867,976896,2552.9069645404816,0.8884457722306252,0.0071471506,-0.0033463214,0.0
478,978944,220.99,7.9460943e-07,404,0.43720466,0.049853515,978944,2558.1854531764984,0.7430593073368073,0.005616663,-0.004212782,0.0
479,980992,219.83,2.017515e-06,419,0.43632394,0.05595703,980992,2563.252682209015,-8.239855766296387,0.0075722174,-1.7687067e-05,0.0
480,983040,218.96,3.45394e-06,391,0.4451359,0.052490234,983040,2568.133926153183,0.5569844245910645,0.0043793926,-0.002053847,0.0
481,985088,218.81,7.839177e-06,391,0.46278468,0.074121095,985088,2573.3680567741394,0.04349195957183838,0.0060750437,-0.0039050574,0.0
482,987136,218.21,3.2102214e-08,394,0.47778273,0.054736327,987136,2578.596348285675,0.725012332201004,0.0046010064,-0.0016944632,0.0
483,989184,218.14,3.488149e-08,381,0.4771835,0.052099608,989184,2583.792186021805,0.6592414975166321,0.0044288384,0.00034307447,0.0
484,991232,217.97,1.515967e-08,396,0.45817,0.058935545,991232,2589.1622166633606,0.5228672623634338,0.005253973,-0.0007359084,0.0
485,993280,218.04,1.1845402e-08,419,0.4389782,0.05673828,993280,2594.3232519626617,0.48432987928390503,0.0047384473,-0.0015002994,0.0
486,995328,218.36,3.0520258e-07,407,0.42786545,0.0578125,995328,2599.209916830063,0.31063538789749146,0.00548577,-0.0024314902,0.0
487,997376,218.28,1.291976e-08,395,0.418564,0.0668457,997376,2604.237758398056,-0.10044777393341064,0.005402808,-0.005182554,0.0
488,999424,218.31,4.5376277e-07,373,0.4201396,0.062158205,999424,2609.423931837082,-0.24067306518554688,0.004902127,0.0010601215,0.0
489,1001472,218.32,3.933541e-06,391,0.4129897,0.0725586,1001472,2614.9049570560455,-12.30927562713623,0.0060267034,-0.0053760433,0.0
490,1003520,218.0,2.0228513e-06,382,0.412247,0.077978514,1003520,2620.1401648521423,-11.206745147705078,0.0064613507,-0.007586322,0.0
491,1005568,217.83,1.1334138e-06,394,0.41905612,0.06289063,1005568,2625.4911704063416,-0.10768282413482666,0.0051987525,-0.001882206,0.0
492,1007616,217.94,8.653968e-09,395,0.4102139,0.057373047,1007616,2630.6892235279083,0.34897780418395996,0.0049620583,-0.0020662239,0.0
493,1009664,217.61,9.0418325e-07,398,0.4015428,0.051220704,1009664,2635.8651514053345,0.2515811324119568,0.0044892286,-0.0013939363,0.0
494,1011712,216.68,5.1828715e-07,400,0.40121365,0.033691406,1011712,2641.007184743881,-0.09256207942962646,0.0032957443,0.00019202424,0.0
495,1013760,215.94,1.3353413e-07,390,0.41511488,0.04042969,1013760,2646.1252675056458,-0.21158277988433838,0.0034834836,-0.0019971458,0.0
496,1015808,215.47,4.2033466e-07,382,0.4177974,0.02446289,1015808,2651.3713314533234,-0.8967046737670898,0.002763986,-0.0011721023,0.0
497,1017856,214.86,9.218131e-05,407,0.4144886,0.05986328,1017856,2656.721337080002,0.6580195426940918,0.00505779,-0.0019808325,0.0
498,1019904,213.89,1.5990967e-08,390,0.42247957,0.06298828,1019904,2661.7521657943726,-0.5671654939651489,0.0052598277,-0.002552232,0.0
499,1021952,213.57,8.471369e-09,365,0.42102227,0.051123045,1021952,2666.9948811531067,0.544467955827713,0.004648082,-0.0023057403,0.0
500,1024000,213.31,9.558429e-09,413,0.40345,0.05390625,1024000,2672.594528198242,0.5470725893974304,0.004464771,-0.0033137524,0.0
501,1026048,212.9,9.949952e-09,422,0.39385134,0.04902344,1026048,2677.5515887737274,0.4818096160888672,0.004370865,-0.0026567501,0.0
502,1028096,212.57,8.541643e-09,378,0.37819934,0.051757812,1028096,2682.4029092788696,-0.0530695915222168,0.004608134,-0.0026054115,0.0
503,1030144,212.6,7.688025e-09,393,0.34722346,0.056884766,1030144,2687.8156521320343,-0.547747015953064,0.0052443026,-0.0013422484,0.0
504,1032192,212.95,5.2581504e-09,405,0.33140868,0.037646484,1032192,2693.019966840744,-0.25423717498779297,0.0034187515,-0.00045613822,0.0
505,1034240,213.8,6.4628205e-09,406,0.3273106,0.063769534,1034240,2698.0752351284027,-0.49719321727752686,0.0052548414,-0.0030866356,0.0
506,1036288,214.07,1.2993401e-08,375,0.33074635,0.07768555,1036288,2703.117509841919,-2.2682859897613525,0.006178208,-0.0056666997,0.0
507,1038336,214.2,6.294133e-09,394,0.33152694,0.050488282,1038336,2708.5672359466553,-2.184589385986328,0.0042169294,-0.0005685518,0.0
508,1040384,214.38,1.5657864e-08,373,0.32116312,0.05708008,1040384,2713.7654161453247,-2.340745210647583,0.004847437,-0.0028118386,0.0
509,1042432,214.03,1.7888487e-07,428,0.31414318,0.064892575,1042432,2719.2500619888306,-2.3946361541748047,0.0053662006,-0.0025760795,0.0
510,1044480,213.65,1.9223272e-08,404,0.30712157,0.06967773,1044480,2724.0364458560944,-3.2859725952148438,0.006001353,0.00040922104,0.0
511,1046528,213.12,4.594105e-08,413,0.2973943,0.044433594,1046528,2729.1015117168427,-2.0756382942199707,0.0039905193,-0.0017740317,0.0
512,1048576,213.15,2.3754267e-06,395,0.294269,0.06542969,1048576,2734.0605540275574,-1.54060697555542,0.005635307,-0.0058531323,0.0
513,1050624,213.2,3.882511e-07,402,0.29007092,0.054003906,1050624,2739.2380497455597,-1.0539922714233398,0.0044782823,-0.00013381703,0.0
514,1052672,213.48,1.2925895e-07,390,0.2693668,0.058447264,1052672,2744.330151796341,0.32278144359588623,0.0050344295,-0.000540331,0.0
515,1054720,213.81,6.5322354e-07,394,0.24456926,0.050976563,1054720,2749.574938058853,-2.782536268234253,0.0046704365,-0.0022206537,0.0
516,1056768,212.93,4.6488358e-07,365,0.23365171,0.047705077,1056768,2754.7667627334595,0.6653953492641449,0.0040946044,0.00020498087,0.0
517,1058816,212.37,1.4648829e-07,410,0.22447912,0.06586914,1058816,2760.366379737854,0.8728408664464951,0.005377778,-0.0036377911,0.0
518,1060864,211.92,5.051149e-08,424,0.20719293,0.061279297,1060864,2765.352797985077,0.9141305908560753,0.00520469,-0.001802738,0.0
519,1062912,211.49,1.1637361e-05,395,0.20152025,0.08525391,1062912,2770.181756258011,0.6400822103023529,0.006789107,-0.002318558,0.0
520,1064960,211.81,9.906234e-07,404,0.20202982,0.064208984,1064960,2775.3682296276093,-1.1971492767333984,0.005697813,-0.002402832,0.0
521,1067008,212.92,3.4650558e-08,378,0.20051925,0.06704102,1067008,2780.435079097748,-1.3231236934661865,0.0057949414,-0.0020927323,0.0
522,1069056,213.19,1.726562e-07,388,0.20971553,0.080566406,1069056,2785.850255012512,-1.4001836776733398,0.0065399064,-0.0012036155,0.0
523,1071104,212.28,6.453915e-08,386,0.2247642,0.05288086,1071104,2791.1260006427765,-3.011937141418457,0.0045178607,-0.0012518022,0.0
524,1073152,212.02,2.7483484e-08,393,0.22555709,0.04790039,1073152,2796.4277811050415,-0.22724604606628418,0.004271365,-0.001932909,0.0
525,1075200,212.88,0.00010060556,402,0.21251936,0.08413086,1075200,2801.6315591335297,-6.948095321655273,0.006698032,-0.0022811298,0.0
526,1077248,213.99,2.9533226e-06,430,0.18159471,0.06567383,1077248,2806.7275097370148,-5.281252861022949,0.0057031247,-0.0014355016,0.0
527,1079296,215.24,2.3004763e-07,394,0.16597702,0.065820314,1079296,2811.4862706661224,0.01650005578994751,0.0053228745,-0.002828959,0.0
528,1081344,216.47,8.73226e-08,414,0.157155,0.0753418,1081344,2816.675591945648,0.7462929487228394,0.006064583,0.0005195565,0.0
529,1083392,219.04,7.011432e-08,372,0.15014794,0.089941405,1083392,2821.621584892273,0.8214530944824219,0.0072455965,-0.0029334333,0.0
530,1085440,220.59,4.527367e-08,378,0.14281781,0.06665039,1085440,2827.115209341049,0.8651951253414154,0.00527084,-0.00189818,0.0
531,1087488,222.26,2.2616442e-08,371,0.12770003,0.059228517,1087488,2832.522033214569,0.8983615711331367,0.0049548396,-0.0019632804,0.0
532,1089536,223.63,2.3397533e-08,374,0.11963209,0.08110352,1089536,2838.0309517383575,0.8808927088975906,0.0062900544,-0.00068894366,0.0
533,1091584,225.99,1.3510561e-08,403,0.11638278,0.0758789,1091584,2843.5003159046173,0.8907168358564377,0.0062946053,-0.001214056,0.0
534,1093632,228.23,1.7592196e-08,409,0.10233817,0.06508789,1093632,2848.5753524303436,0.8043065071105957,0.0053677936,0.00044531148,0.0
535,1095680,228.99,1.9305714e-08,387,0.09132789,0.09428711,1095680,2853.576379776001,0.7948532104492188,0.007550598,-0.0037878393,0.0
536,1097728,230.02,8.792009e-09,384,0.07593228,0.076855466,1097728,2858.857947587967,0.7780284732580185,0.007149032,-0.0016564045,0.0
537,1099776,229.96,4.1209955e-08,415,0.05969984,0.06748047,1099776,2864.181148290634,0.20808714628219604,0.005802176,0.00011820897,0.0
538,1101824,230.63,1.680508e-08,368,0.048920196,0.070898436,1101824,2869.107519388199,-0.10350191593170166,0.0064756433,-0.0019639155,0.0
539,1103872,230.54,1.5429701e-05,415,0.050807916,0.08017578,1103872,2874.661222934723,-1.5054469108581543,0.0062868698,-0.0026650105,0.0
540,1105920,228.91,4.941258e-08,414,0.05949887,0.08613281,1105920,2879.5917358398438,-4.149529457092285,0.0069977054,-0.0016063012,0.0
541,1107968,228.06,1.0206145e-07,426,0.06314083,0.11103515,1107968,2884.5397777557373,-1.9328105449676514,0.009078035,0.00064237823,0.0
542,1110016,225.8,3.3322927e-08,410,0.05302284,0.08125,1110016,2889.3447437286377,-4.168601036071777,0.0068181404,-0.0027087203,0.0
543,1112064,224.34,2.9098473e-08,411,0.03493446,0.08413086,1112064,2894.3397369384766,-6.926296234130859,0.0070160762,-0.0032959084,0.0
544,1114112,223.42,3.4830673e-08,379,0.023986649,0.08920898,1114112,2899.3288600444794,-6.121496200561523,0.0071197525,-0.003333324,0.0
545,1116160,221.05,5.982132e-07,412,0.015970046,0.07626953,1116160,2904.7243633270264,-1.2822344303131104,0.006119478,-0.0006949194,0.0
546,1118208,218.24,4.3918803e-07,397,0.0053585824,0.099658206,1118208,2909.687345981598,-0.9308246374130249,0.0078886645,2.7162012e-05,0.0
547,1120256,213.13,7.6310505e-07,404,0.0099869985,0.08862305,1120256,2914.8421308994293,-1.4409208297729492,0.0070848814,-0.0051182313,0.0
548,1122304,212.26,2.305755e-06,383,0.010686586,0.1381836,1122304,2919.9098796844482,-3.9723472595214844,0.011394899,0.0030639297,0.0
549,1124352,209.41,2.5971626e-06,398,-0.013353231,0.06289063,1124352,2925.244891166687,-1.1129968166351318,0.0054740035,0.0023619954,0.0
550,1126400,203.83,4.90844e-07,408,-0.019448608,0.10224609,1126400,2930.386944293976,-0.3159346580505371,0.010038357,-0.005900162,0.0
551,1128448,204.8,8.7536456e-08,415,-0.018073853,0.05078125,1128448,2935.404120206833,0.8493064641952515,0.0043157917,-5.0737937e-05,0.0
552,1130496,202.7,3.144681e-06,406,-0.02050616,0.053027343,1130496,2940.3351650238037,0.6440279185771942,0.0044937884,0.001113955,0.0
553,1132544,198.79,1.8909175e-06,420,-0.019658344,0.061279297,1132544,2945.3739869594574,-2.3320412635803223,0.0054729027,-0.0029819661,0.0
554,1134592,198.33,3.4812084e-07,395,-0.029014546,0.08120117,1134592,2950.250210046768,0.008628904819488525,0.0066490807,0.0008485983,0.0
555,1136640,195.95,4.986085e-07,433,-0.03324881,0.07509766,1136640,2955.4309418201447,0.2618248462677002,0.0064797155,-0.002377366,0.0
556,1138688,194.1,2.4578787e-07,404,-0.028164232,0.10014649,1138688,2960.1525995731354,0.30053234100341797,0.00837007,-0.0038854214,0.0
557,1140736,191.41,5.442167e-06,422,-0.0272767,0.07578125,1140736,2965.2137393951416,0.48103809356689453,0.0064583546,-0.0026627996,0.0
558,1142784,188.06,1.8075437e-07,401,-0.035693105,0.061669923,1142784,2970.060427427292,-0.5326169729232788,0.005030589,0.0021585335,0.0
559,1144832,189.4,1.7775423e-07,404,-0.040163442,0.092285156,1144832,2975.164863348007,-0.01909494400024414,0.0072952276,0.0009835672,0.0
560,1146880,186.99,1.3284713e-07,406,-0.043663338,0.099365234,1146880,2980.2339675426483,-0.6536558866500854,0.0083433855,-0.0012571309,0.0
561,1148928,181.27,2.234469e-07,434,-0.051057797,0.091552734,1148928,2985.2766103744507,-1.349956750869751,0.007362142,-0.0005927598,0.0
562,1150976,179.52,1.2672738e-06,403,-0.053254616,0.083300784,1150976,2989.9918220043182,0.02660953998565674,0.0071102297,-0.0010099693,0.0
563,1153024,177.77,1.0693066e-06,404,-0.0525765,0.093408205,1153024,2995.0687997341156,-4.814470291137695,0.007160933,-0.0020923435,0.0
564,1155072,172.99,3.8890943e-07,450,-0.04701633,0.08110352,1155072,3000.1343297958374,-1.4666423797607422,0.006503211,-0.0024089443,0.0
565,1157120,172.16,1.7272382e-07,420,-0.034312796,0.083789065,1157120,3004.6852564811707,-2.5112881660461426,0.007118414,-0.0014432764,0.0
566,1159168,171.82,2.5288026e-07,422,-0.019061673,0.07915039,1159168,3009.557606935501,-3.508350372314453,0.007141826,-0.0017798392,0.0
567,1161216,171.74,1.2504989e-05,407,-0.018939186,0.08256836,1161216,3014.4028861522675,-4.053410530090332,0.0069092014,-0.0051988983,0.0
568,1163264,170.15,1.3998229e-07,420,-0.024147864,0.1234375,1163264,3019.429033756256,-4.7792534828186035,0.009932632,-0.00040715025,0.0
569,1165312,171.11,1.17759576e-07,435,-0.027895186,0.09267578,1165312,3024.3044786453247,-5.360654830932617,0.007409853,-0.0048039025,0.0
