value_loss,policy_entropy,ep_reward_mean,fps,time_elapsed,explained_variance,total_timesteps,serial_timesteps,n_updates,policy_loss,clipfrac,ep_len_mean,approxkl
0.7114018,0.6295842,65.25,393,1087.6155905723572,0.9905241020023823,417792,417792,204,0.0010936321,0.061669923,213.57,0.005223711
0.4384225,0.62273014,65.0,370,1092.815871477127,0.9934224248863757,419840,419840,205,-0.00041084923,0.06635742,215.28,0.005564985
0.7384156,0.6206316,59.89,375,1098.345184803009,0.9892075704410672,421888,421888,206,-0.005544125,0.12241211,211.79,0.0091615375
1.7145617,0.62518954,59.71,396,1103.8075182437897,0.9902104688808322,423936,423936,207,-0.002067258,0.09414063,215.02,0.007289377
1.3789958,0.61801016,57.4,396,1108.973906993866,0.9906405406072736,425984,425984,208,-0.00026449846,0.06889649,216.19,0.0057182834
0.6931875,0.6143176,59.17,395,1114.134701013565,0.9958636802621186,428032,428032,209,-0.0020454866,0.054638673,219.36,0.005036232
0.45870233,0.61562383,60.15,412,1119.3202764987946,0.9974895878694952,430080,430080,210,-0.0025942014,0.0993164,220.9,0.008221112
0.36740944,0.62140155,58.11,413,1124.2833194732666,0.9960821634158492,432128,432128,211,0.0007995139,0.084423825,225.7,0.0069734603
0.8624571,0.62078416,58.48,360,1129.2331779003143,0.9935803385451436,434176,434176,212,0.00042738346,0.0625,227.55,0.005216374
1.7086713,0.61632407,61.03,392,1134.9151463508606,0.9917282601818442,436224,436224,213,0.0023161676,0.057128906,232.23,0.0049179127
1.2935131,0.6204925,62.06,400,1140.1309733390808,0.9925421536900103,438272,438272,214,0.0011956957,0.062353514,236.15,0.0051869135
0.52484494,0.6238804,61.3,367,1145.252369403839,0.9956709439866245,440320,440320,215,0.00037373404,0.066308595,237.05,0.0056240703
0.81525105,0.6292733,61.0,371,1150.8210361003876,0.9931541229598224,442368,442368,216,0.00075526856,0.052685548,236.83,0.0046267346
0.6194525,0.62444985,61.14,421,1156.333253145218,0.9943294925615191,444416,444416,217,-0.0014468147,0.06928711,231.88,0.0053620366
1.3490287,0.62234885,61.64,437,1161.1935296058655,0.9935047551989555,446464,446464,218,-8.856096e-05,0.053613283,229.83,0.0048766322
1.7483771,0.6094583,64.89,412,1165.880252122879,0.9920288268476725,448512,448512,219,-0.0037502218,0.080761716,231.67,0.0069272057
0.825657,0.59434956,62.4,373,1170.8498468399048,0.9927167310379446,450560,450560,220,0.0012410337,0.04135742,228.78,0.0037749491
1.643173,0.59133995,59.07,360,1176.332392692566,0.9839171525090933,452608,452608,221,-0.00093648426,0.062646486,225.19,0.0054386994
0.90709114,0.59062904,59.2,386,1182.0203647613525,0.9934638291597366,454656,454656,222,0.0010649457,0.05654297,223.13,0.004736018
0.8875,0.5897284,56.87,432,1187.3268375396729,0.9885997893288732,456704,456704,223,0.00015982334,0.049804688,219.84,0.0041498714
0.81452245,0.5901331,56.83,377,1192.0682530403137,0.9951918916776776,458752,458752,224,-0.0008102137,0.091113284,218.7,0.007738194
0.76833725,0.5801989,59.07,396,1197.4997465610504,0.9958035657182336,460800,460800,225,6.1380306e-05,0.08691406,219.28,0.0073444573
2.5763447,0.5650916,62.56,368,1202.6654040813446,0.993290709797293,462848,462848,226,-0.00082392537,0.050488282,221.0,0.004532804
0.5027813,0.5671357,65.15,384,1208.2213788032532,0.9964434304274619,464896,464896,227,-0.00024021142,0.074365236,222.66,0.0061236843
1.9485155,0.56485534,67.32,381,1213.54896402359,0.9915394224226475,466944,466944,228,-0.0008432285,0.05571289,227.63,0.004678536
0.8011795,0.5480517,67.45,401,1218.912724018097,0.9949869839474559,468992,468992,229,-0.0021118273,0.09379883,225.78,0.007333887
1.5120952,0.5354876,66.51,401,1224.0144226551056,0.9926593373529613,471040,471040,230,-0.0052965214,0.10444336,219.45,0.0076612616
1.722368,0.514481,68.11,396,1229.1146767139435,0.9912362946197391,473088,473088,231,-0.0024299736,0.08955078,220.46,0.007215526
2.6538205,0.50172883,70.99,407,1234.2772526741028,0.9889087248593569,475136,475136,232,-0.002461668,0.057910156,221.68,0.0047059758
0.51932067,0.49888152,71.42,391,1239.3008415699005,0.997257811948657,477184,477184,233,2.6350986e-05,0.06586914,223.79,0.00576601
0.3127798,0.4859159,73.19,423,1244.5380606651306,0.9977539272513241,479232,479232,234,-0.004723751,0.082373045,227.88,0.006187705
0.4146138,0.4629089,71.86,377,1249.3772511482239,0.9971736278384924,481280,481280,235,0.00080498063,0.089746095,226.58,0.008027567
0.4554426,0.43910307,71.43,380,1254.7970924377441,0.9972608883399516,483328,483328,236,-0.002786548,0.07919922,227.14,0.006573265
0.2607275,0.4331619,65.26,385,1260.185537815094,0.9946370404213667,485376,485376,237,0.0002692607,0.11772461,223.11,0.009797359
0.14027648,0.4410808,64.36,353,1265.4950575828552,0.9976458661258221,487424,487424,238,-0.00046493873,0.052099608,222.91,0.004407084
0.9499267,0.44384378,65.31,384,1271.2936894893646,0.9967453614808619,489472,489472,239,-0.000459868,0.05253906,225.1,0.0046416963
0.44195923,0.43784136,64.82,421,1276.6249015331268,0.9973688614554703,491520,491520,240,0.0026987728,0.07929687,228.24,0.0062357117
0.9880327,0.43389073,64.99,377,1281.4817502498627,0.9959933692589402,493568,493568,241,-0.00012311453,0.0515625,230.32,0.0043376707
0.18132325,0.4288485,62.56,416,1286.910507440567,0.9970992603339255,495616,495616,242,0.0009894429,0.06938477,231.32,0.0055338475
0.278693,0.42881685,60.99,370,1291.8286657333374,0.9970654712524265,497664,497664,243,-0.0014838184,0.1125,229.35,0.009358899
0.4222443,0.4220727,61.19,402,1297.3539972305298,0.9977172496728599,499712,499712,244,0.0015553316,0.051220704,229.45,0.004362249
2.0181348,0.4194004,64.1,384,1302.4377326965332,0.9943991298787296,501760,501760,245,0.0003652863,0.09194336,231.79,0.007446195
0.5054616,0.41943341,64.63,373,1307.7692592144012,0.9958084784448147,503808,503808,246,0.0013528172,0.08227539,232.8,0.0067506274
0.41716218,0.41592225,60.2,375,1313.246904850006,0.9873842680826783,505856,505856,247,0.0006034896,0.111572266,229.28,0.009277611
0.4087604,0.4112699,61.39,385,1318.7032797336578,0.9966532234102488,507904,507904,248,-0.00016835882,0.0859375,229.73,0.0070202574
1.1017096,0.40674448,62.68,407,1324.0219831466675,0.9939374565146863,509952,509952,249,0.0008510381,0.060498048,231.3,0.0050209244
0.9017364,0.39366466,61.78,435,1329.0448796749115,0.995280101429671,512000,512000,250,7.8639e-05,0.09819336,230.57,0.008374861
0.27924538,0.37909997,61.56,416,1333.746349811554,0.9983437590999529,514048,514048,251,-0.0036149598,0.10366211,229.26,0.0086584035
0.74139583,0.37326422,62.71,395,1338.6694462299347,0.9959351122379303,516096,516096,252,-0.00058058463,0.083984375,231.13,0.00683578
0.22926001,0.37130162,63.25,379,1343.8468008041382,0.9980793565046042,518144,518144,253,0.0019956853,0.04526367,229.8,0.0038802773
0.39329672,0.3741962,64.1,423,1349.249472618103,0.9971771889831871,520192,520192,254,0.00022393679,0.075732425,228.65,0.00574267
0.5499346,0.37409815,66.99,425,1354.0814671516418,0.9973407418001443,522240,522240,255,0.00069240003,0.038232423,230.36,0.0036390226
1.3896656,0.3791592,67.01,394,1358.8990366458893,0.9958428544923663,524288,524288,256,-0.00011980809,0.05756836,228.43,0.00474576
0.44060868,0.38216043,66.8,398,1364.09632563591,0.9977647815831006,526336,526336,257,-0.00057238596,0.076220706,228.6,0.006085644
0.5021412,0.37880284,71.19,412,1369.2372674942017,0.9967931611463428,528384,528384,258,0.0014142932,0.06928711,230.32,0.005476427
0.4489395,0.3820178,70.4,408,1374.206194639206,0.9947105902247131,530432,530432,259,0.00067817536,0.08476563,228.76,0.0068991864
1.0405245,0.37470272,73.78,400,1379.2222197055817,0.9969291638117284,532480,532480,260,-0.000102741564,0.05913086,226.58,0.005162042
0.31384435,0.37069693,73.21,403,1384.3358206748962,0.9978045257739723,534528,534528,261,-0.0062689334,0.12456055,224.0,0.00961553
0.7429069,0.36711305,76.08,395,1389.4072561264038,0.9978458438999951,536576,536576,262,0.001149212,0.06303711,224.7,0.0055022845
0.7899414,0.35539964,76.86,439,1394.5885560512543,0.9972604950889945,538624,538624,263,-0.002615233,0.09785156,223.94,0.008115904
0.41908756,0.34485173,79.7,427,1399.2547159194946,0.9970894535072148,540672,540672,264,0.0011921538,0.09682617,226.18,0.008941149
0.31824064,0.35029703,79.19,416,1404.043787240982,0.9978546183556318,542720,542720,265,0.0003492858,0.051953126,228.09,0.0043314933
1.1233909,0.35377118,79.45,409,1408.9589760303497,0.9967897739261389,544768,544768,266,0.001146104,0.060058594,228.63,0.00507544
0.31788036,0.34868863,76.27,399,1413.9619629383087,0.9982507543172687,546816,546816,267,-0.0018870864,0.082128905,222.54,0.006492055
0.27548602,0.36088222,74.61,390,1419.093707561493,0.997915054904297,548864,548864,268,-0.0015818201,0.10751953,221.29,0.008681254
0.14597292,0.35889834,75.05,384,1424.3382177352905,0.9983730618841946,550912,550912,269,0.0013808312,0.073876955,221.55,0.006251847
0.2896484,0.34868267,75.52,426,1429.6621325016022,0.9982444093329832,552960,552960,270,-0.00088950637,0.052685548,218.86,0.004497279
0.62671673,0.33231446,71.96,429,1434.463984489441,0.9969107662327588,555008,555008,271,-0.0004827817,0.07602539,217.6,0.0060168896
0.2691632,0.32082343,72.67,390,1439.2350907325745,0.9986473266035318,557056,557056,272,-0.001225484,0.08867188,219.19,0.00707185
0.4500273,0.31649068,71.2,432,1444.4798047542572,0.9975486006587744,559104,559104,273,0.0012121022,0.10263672,218.5,0.008471438
0.7898264,0.31563407,69.5,421,1449.221455335617,0.9962699608877301,561152,561152,274,0.0015163205,0.078222655,216.14,0.0063973577
0.49168363,0.32343972,68.86,386,1454.0770690441132,0.996841873973608,563200,563200,275,-0.0015016755,0.09819336,210.59,0.00766873
0.46709424,0.3316247,67.23,407,1459.381719827652,0.9977500776294619,565248,565248,276,0.00046630454,0.07299805,206.07,0.005799571
0.5171293,0.32428953,69.73,381,1464.40615940094,0.9980483700055629,567296,567296,277,0.00063466455,0.047802735,206.77,0.0043552117
0.52571815,0.31515005,73.29,395,1469.7748801708221,0.9979471005499363,569344,569344,278,-0.0027751473,0.07148437,206.75,0.0057390253
0.57907146,0.30571043,73.1,375,1474.956701040268,0.9974000491201878,571392,571392,279,0.0007414002,0.042138673,203.01,0.003936618
0.20132868,0.30300665,74.06,425,1480.4081363677979,0.9983189133927226,573440,573440,280,0.0021976926,0.104003906,201.97,0.008554487
0.26553914,0.30190533,72.24,378,1485.222445011139,0.9973880904726684,575488,575488,281,-0.0068611875,0.09609375,195.62,0.0073635667
0.9592045,0.29335505,70.67,391,1490.6398901939392,0.996169390855357,577536,577536,282,-0.010288065,0.117529295,186.41,0.009246143
0.53796256,0.28769562,66.7,394,1495.8786098957062,0.9946946958079934,579584,579584,283,-0.0019902359,0.08852539,179.79,0.00761721
0.3760122,0.28925556,67.95,386,1501.06520986557,0.9981344084953889,581632,581632,284,-0.0022457144,0.10224609,180.31,0.0081770215
0.3814704,0.29012108,67.14,367,1506.361820936203,0.9975796486251056,583680,583680,285,-0.0017976854,0.09428711,177.98,0.007685779
0.3622943,0.3019373,63.82,419,1511.9312291145325,0.9985595128964633,585728,585728,286,0.0002160606,0.093896486,173.55,0.0073791645
0.48423275,0.3085688,64.54,416,1516.815633058548,0.9978385604918003,587776,587776,287,-0.00245337,0.097998045,169.33,0.007598848
0.13588572,0.3056701,64.52,391,1521.7387917041779,0.9992353850975633,589824,589824,288,-0.0026797568,0.11489258,169.17,0.009448027
0.5314267,0.29121527,68.18,421,1526.9721508026123,0.998021938605234,591872,591872,289,0.0004961441,0.07602539,172.16,0.0065598087
0.57416207,0.26009443,68.06,424,1531.8375709056854,0.9972465571481735,593920,593920,290,-0.00068738277,0.09291992,171.34,0.0079270275
0.3354455,0.2295069,69.74,398,1536.661578655243,0.9980057873763144,595968,595968,291,0.0025829286,0.07050781,175.62,0.006063709
0.2903759,0.22205114,70.84,433,1541.8021416664124,0.9982041016919538,598016,598016,292,0.0011156145,0.097753905,177.16,0.0075001246
0.4909565,0.21691234,74.59,400,1546.5300459861755,0.9983317712321877,600064,600064,293,0.0015939355,0.07416992,178.59,0.006122138
0.6291971,0.20581684,75.98,392,1551.6512491703033,0.9977831214200705,602112,602112,294,7.730883e-05,0.061669923,180.05,0.005102955
0.50159085,0.20482194,74.27,400,1556.8721730709076,0.9967151125892997,604160,604160,295,0.004224062,0.11147461,176.73,0.009041882
0.12411503,0.20282598,73.94,425,1561.9904310703278,0.9992349325329997,606208,606208,296,0.0005975413,0.095019534,179.89,0.008929065
0.52368367,0.19338599,72.0,387,1566.8007550239563,0.9974379232153296,608256,608256,297,-0.0016317021,0.08256836,176.94,0.007162248
0.1808898,0.1870548,70.76,412,1572.0888240337372,0.9985482988413423,610304,610304,298,0.002408677,0.12412109,178.52,0.009777824
0.7851792,0.1852391,73.06,368,1577.0595121383667,0.997875280212611,612352,612352,299,0.0011808907,0.074804686,180.02,0.006077224
0.400909,0.17522632,73.81,434,1582.6142930984497,0.9981076767435297,614400,614400,300,0.0038850096,0.11367188,178.61,0.010061948
0.28832096,0.16882177,74.34,426,1587.3315439224243,0.9987126928754151,616448,616448,301,-0.0033040936,0.13061523,179.97,0.011004221
0.21368822,0.16147134,72.29,402,1592.1309905052185,0.9990416648215614,618496,618496,302,0.0019559532,0.09257813,178.91,0.0076442817
1.2801573,0.1557137,72.46,407,1597.2175645828247,0.9954684879630804,620544,620544,303,-0.001393642,0.12509766,178.99,0.0106794685
0.25663376,0.15904616,73.64,412,1602.2412707805634,0.9987102368613705,622592,622592,304,0.0037926263,0.09482422,180.08,0.007860886
0.3516907,0.15625986,74.09,403,1607.2076473236084,0.9981982772005722,624640,624640,305,-4.9606908e-05,0.096142575,179.54,0.00888152
0.85691893,0.15831104,74.17,436,1612.2848007678986,0.9952471144497395,626688,626688,306,-0.002376412,0.12363281,177.46,0.010152086
0.6195987,0.1725297,74.79,353,1616.9751951694489,0.99763980996795,628736,628736,307,0.0013935213,0.0769043,177.56,0.0063718418
0.30727786,0.17138688,75.19,415,1622.77184009552,0.9986890619620681,630784,630784,308,-0.0004413208,0.122558594,176.97,0.009908414
2.9880414,0.17320631,73.69,429,1627.7063388824463,0.9843808505684137,632832,632832,309,0.010837829,0.1397461,174.85,0.016330242
1.3587878,0.17327745,75.96,376,1632.4763181209564,0.9963215477764606,634880,634880,310,0.0027998232,0.09560547,173.43,0.0074680047
4.894751,0.1754778,73.57,410,1637.9229972362518,0.967816598713398,636928,636928,311,0.002552025,0.13515624,168.52,0.017661061
0.69929534,0.17376053,74.72,385,1642.918615579605,0.997481522615999,638976,638976,312,-0.00061498757,0.062402345,166.99,0.0056943023
0.26692936,0.16388454,76.33,356,1648.226500749588,0.9988932467531413,641024,641024,313,-0.003782592,0.09716797,165.28,0.007206262
1.6082996,0.16682893,78.23,414,1653.9756925106049,0.9938974231481552,643072,643072,314,-0.0005133051,0.10800781,162.02,0.009737575
0.4024352,0.17250443,78.04,413,1658.9205837249756,0.9986469713039696,645120,645120,315,-0.0031811732,0.11601563,158.5,0.00929592
1.7966808,0.1658025,82.82,388,1663.877942085266,0.9947944404557347,647168,647168,316,0.004389528,0.10639648,160.59,0.00880998
0.9948133,0.17066477,80.28,389,1669.1488947868347,0.9935185238718987,649216,649216,317,0.00021179533,0.134375,155.17,0.011605267
0.97909963,0.17051218,78.9,401,1674.4116497039795,0.9962132498621941,651264,651264,318,0.0027530717,0.07348633,153.06,0.00602264
2.0502098,0.15962721,84.25,384,1679.5117537975311,0.9947149641811848,653312,653312,319,0.0013484003,0.102148436,159.28,0.008990493
0.69360906,0.16445485,84.52,372,1684.8354141712189,0.996845138957724,655360,655360,320,-0.00035197238,0.11298828,159.38,0.009214817
0.7043063,0.17923018,82.94,380,1690.3332424163818,0.9978132161777467,657408,657408,321,0.0003559456,0.055273436,157.13,0.0047020107
0.82997143,0.17905676,83.62,394,1695.7207725048065,0.9974298609886318,659456,659456,322,-0.005959592,0.08828125,158.57,0.0067480253
0.7856246,0.17227006,78.52,407,1700.9157202243805,0.9968588131014258,661504,661504,323,0.0023337184,0.1043457,154.3,0.0084149
1.0034344,0.17235377,77.32,394,1705.9445400238037,0.9961870096158236,663552,663552,324,-0.0016752497,0.11396484,155.1,0.009183079
0.4783574,0.17675614,80.36,387,1711.1318547725677,0.9981613856507465,665600,665600,325,0.0012579698,0.08911133,158.23,0.0071355524
0.4282638,0.18439528,77.66,409,1716.4202122688293,0.9983030799776316,667648,667648,326,-0.005673221,0.116601564,154.65,0.009231225
0.7513744,0.19824225,79.5,389,1721.4224026203156,0.9968854526523501,669696,669696,327,-0.0023048548,0.11103515,156.33,0.008342821
0.42316326,0.21656832,75.28,395,1726.681217432022,0.9973420961759984,671744,671744,328,0.0035064027,0.09609375,152.47,0.008187518
0.6973378,0.22381885,72.34,342,1731.8548214435577,0.9947502603754401,673792,673792,329,-0.00045131147,0.11279297,149.33,0.011342906
2.53699,0.22904816,69.21,390,1737.8342025279999,0.9861726816743612,675840,675840,330,0.027332127,0.1269043,147.81,0.018340342
0.18070357,0.23050055,67.98,404,1743.0797724723816,0.9985650653252378,677888,677888,331,0.00070174504,0.10258789,148.37,0.008365916
0.28682008,0.22878039,65.29,382,1748.1433777809143,0.9982289059553295,679936,679936,332,0.0011669334,0.10292969,149.48,0.008512603
0.31879702,0.2302306,66.7,402,1753.5016903877258,0.9986821641214192,681984,681984,333,-0.0021411479,0.089746095,154.58,0.007010906
0.57147217,0.22754106,69.41,379,1758.5952291488647,0.9983349945396185,684032,684032,334,-0.00017092409,0.093603514,160.74,0.007544941
0.8412967,0.24212892,67.54,370,1763.9901564121246,0.9965004816185683,686080,686080,335,0.0033363812,0.09448242,160.0,0.009831188
0.61535513,0.26573804,67.77,398,1769.5269861221313,0.9960583238862455,688128,688128,336,0.0032370132,0.123291016,161.48,0.009603787
0.30941314,0.27677396,70.65,428,1774.6708679199219,0.9981287741102278,690176,690176,337,0.0032230574,0.08295898,170.43,0.0066793114
0.37630308,0.2842829,72.07,428,1779.4558644294739,0.9980634200619534,692224,692224,338,0.0013103688,0.08208008,173.54,0.006538754
0.708964,0.28941318,71.13,403,1784.2325766086578,0.9963346873410046,694272,694272,339,0.003025672,0.09448242,174.91,0.007541146
0.3334785,0.29470962,71.47,395,1789.309191942215,0.9971499352250248,696320,696320,340,0.0023012422,0.11123047,179.49,0.008877123
0.19927736,0.2951194,72.39,376,1794.4861845970154,0.9989244568860158,698368,698368,341,0.00041332896,0.06938477,181.42,0.005623235
0.5467958,0.299537,72.34,387,1799.9313485622406,0.9980885968543589,700416,700416,342,-0.010899769,0.11601563,180.22,0.00882318
0.4195187,0.29149714,67.92,385,1805.2162466049194,0.9975691069848835,702464,702464,343,0.0016341653,0.10991211,179.17,0.009849973
0.4522944,0.2815974,72.59,378,1810.5242540836334,0.9985382747836411,704512,704512,344,-0.010230471,0.11630859,182.37,0.008582849
0.15818235,0.28127688,73.78,392,1815.93097782135,0.9990431762998924,706560,706560,345,0.0015216252,0.07583008,184.67,0.00615865
0.27668327,0.28784004,74.21,408,1821.1569390296936,0.9986520014936104,708608,708608,346,-0.00087177864,0.09345703,184.87,0.0074131587
0.79086864,0.29379362,73.81,401,1826.1750643253326,0.9973607258871198,710656,710656,347,0.0015592123,0.08935547,184.18,0.007115332
0.43350267,0.29461086,77.8,396,1831.2772402763367,0.9986394079169258,712704,712704,348,-0.0011517934,0.072265625,189.08,0.00566916
0.17464772,0.286823,79.27,408,1836.4415040016174,0.9991200083168224,714752,714752,349,-0.0026490132,0.14560547,188.18,0.012958373
0.33671784,0.26970276,79.73,399,1841.4574177265167,0.9983950846362859,716800,716800,350,0.00313203,0.090625,186.19,0.007419139
0.4173089,0.2596547,79.37,390,1846.5920038223267,0.9982624788535759,718848,718848,351,-0.00031611318,0.07119141,187.9,0.0059119943
0.5084384,0.25937003,77.59,393,1851.843060016632,0.9962776873726398,720896,720896,352,0.0028257268,0.11611328,183.72,0.009781125
0.8156883,0.2603878,72.95,437,1857.054208278656,0.9967751966323704,722944,722944,353,0.0022086904,0.05913086,180.28,0.0050163777
0.27449772,0.2529751,71.55,412,1861.7363712787628,0.9982273371424526,724992,724992,354,-0.00045634265,0.10043945,177.66,0.00829927
0.7558123,0.26424652,73.95,408,1866.7001667022705,0.997228680877015,727040,727040,355,-0.005952033,0.10449219,177.0,0.009299278
1.0125922,0.27067316,73.22,390,1871.7200763225555,0.9973664549179375,729088,729088,356,0.00036494416,0.05581055,174.63,0.004603128
0.6602184,0.27461407,71.7,393,1876.9634342193604,0.9970829649828374,731136,731136,357,-0.002064127,0.09995117,173.95,0.007755312
0.47482952,0.279319,71.04,378,1882.1740231513977,0.9975925609469414,733184,733184,358,0.0030817538,0.072753906,173.12,0.006032796
0.108809076,0.271543,72.03,419,1887.5817093849182,0.9989039337961003,735232,735232,359,0.001987356,0.12543945,175.05,0.011174688
0.429708,0.2628088,71.59,397,1892.465285539627,0.9983516175998375,737280,737280,360,-0.0018158003,0.11635742,176.25,0.01005193
0.34570196,0.2599867,71.62,399,1897.6136691570282,0.9972329887095839,739328,739328,361,0.004790562,0.10107422,177.75,0.007872046
0.66100514,0.2675004,69.4,398,1902.7475941181183,0.9950750051066279,741376,741376,362,0.0023969507,0.072460935,178.32,0.006101259
0.27793163,0.28481594,69.35,387,1907.8893828392029,0.9972133343107998,743424,743424,363,-0.0036225184,0.11831055,183.87,0.009757028
0.107415035,0.29814118,66.22,389,1913.1751096248627,0.9988599279895425,745472,745472,364,0.0018850084,0.08452149,185.76,0.007151128
0.176022,0.30117017,63.63,406,1918.4390285015106,0.9986286974744871,747520,747520,365,0.0031389701,0.09052734,185.25,0.0073433346
0.11951617,0.30399662,62.86,413,1923.4729511737823,0.9991786136524752,749568,749568,366,0.0021379434,0.09643555,186.44,0.008233158
0.22013721,0.30108503,62.86,430,1928.4289004802704,0.9989749955711886,751616,751616,367,0.0008199526,0.057958983,188.09,0.0049926145
0.2859709,0.3096391,62.22,414,1933.1882355213165,0.9981393123744056,753664,753664,368,-0.0019274775,0.11401367,190.06,0.009751525
0.7377484,0.3239246,62.4,383,1938.1305124759674,0.9967831328976899,755712,755712,369,0.0033301064,0.080761716,195.7,0.006565579
0.4491418,0.34281975,63.0,403,1943.4678754806519,0.9976431420072913,757760,757760,370,-0.0010944931,0.09506836,197.7,0.00780082
0.21203104,0.36558717,64.7,375,1948.5512845516205,0.9986861960496753,759808,759808,371,0.0015605461,0.055078126,202.04,0.004534558
0.5902217,0.37468994,65.9,413,1954.0063874721527,0.9963400345295668,761856,761856,372,0.0020707282,0.040722657,204.64,0.0036438338
1.1278329,0.37034014,67.49,404,1958.9596633911133,0.9949731137603521,763904,763904,373,0.002109574,0.07734375,205.48,0.0061890017
0.43442744,0.37010846,68.96,382,1964.0263242721558,0.9968240326270461,765952,765952,374,0.00048540308,0.10019531,206.43,0.0084025515
0.7180908,0.39235422,67.12,404,1969.3888459205627,0.9937041406519711,768000,768000,375,0.0011808254,0.11328125,204.25,0.008820424
0.56804585,0.4157439,65.17,388,1974.4598910808563,0.9952978920191526,770048,770048,376,0.0004186686,0.06254883,200.95,0.005434872
0.869798,0.4260076,63.17,424,1979.7326834201813,0.9938537627458572,772096,772096,377,-0.00043400805,0.06318359,196.56,0.005192961
0.57470024,0.42140493,61.79,369,1984.5625495910645,0.9971928526647389,774144,774144,378,-0.00031246644,0.05913086,191.8,0.005000411
0.24476907,0.40174946,60.98,386,1990.1096210479736,0.9981497843982652,776192,776192,379,-0.0024014625,0.08154297,185.9,0.006796724
1.1579351,0.3924052,64.74,407,1995.405668258667,0.9963821489363909,778240,778240,380,0.0016048899,0.07163086,184.37,0.0056047575
0.584562,0.40076977,64.02,403,2000.4329426288605,0.9961457839235663,780288,780288,381,-0.006885027,0.11464844,183.32,0.008687188
0.8389121,0.41977963,63.61,413,2005.5146837234497,0.996281469007954,782336,782336,382,0.0012194325,0.06318359,179.81,0.0049870126
0.49833637,0.4329837,66.47,369,2010.467054605484,0.9978867811150849,784384,784384,383,0.0008781501,0.06064453,180.19,0.004912424
0.5274767,0.42297515,69.43,368,2016.009286403656,0.998214463936165,786432,786432,384,0.0005693863,0.061523438,179.22,0.0053210733
0.6371816,0.4053518,71.04,398,2021.568303346634,0.9965404781978577,788480,788480,385,-0.0014125742,0.07553711,179.77,0.006030674
0.4178617,0.40381312,72.33,348,2026.7073483467102,0.9985443260520697,790528,790528,386,-0.0026275385,0.070458986,176.97,0.0055051665
0.9539646,0.41007572,73.55,397,2032.578521490097,0.9961170193273574,792576,792576,387,-0.0005266465,0.06386719,175.48,0.0055576153
0.48382077,0.40828505,70.56,384,2037.7356259822845,0.9971906773280352,794624,794624,388,0.0013395594,0.068408206,171.8,0.005582126
0.45050588,0.41346234,71.6,413,2043.0695638656616,0.9979737824760377,796672,796672,389,-0.0011191614,0.11196289,170.52,0.008886802
0.5581714,0.42186832,72.46,382,2048.0274291038513,0.9976778437849134,798720,798720,390,-0.0009524392,0.10039063,168.16,0.007816434
0.21898167,0.4232737,68.67,416,2053.3790991306305,0.9983620478305966,800768,800768,391,0.0028162934,0.11347656,161.96,0.009886379
0.5550604,0.421043,67.67,400,2058.293356180191,0.9973793672397733,802816,802816,392,-0.00737781,0.09975586,159.74,0.0076296874
0.54539865,0.40729252,68.51,405,2063.4051752090454,0.9980066926218569,804864,804864,393,-0.0007604406,0.0831543,159.69,0.006780663
0.43938303,0.3883386,69.13,409,2068.458943605423,0.9977335173171014,806912,806912,394,0.0011345557,0.09267578,158.67,0.007544046
0.47500324,0.37259528,70.05,366,2073.4595472812653,0.9977183202281594,808960,808960,395,-0.0007711639,0.085351564,157.86,0.006550507
0.6275296,0.36141455,71.85,377,2079.0486187934875,0.9974575403612107,811008,811008,396,-0.00045982498,0.08935547,158.99,0.0069132918
0.08409097,0.35169548,68.44,424,2084.4768817424774,0.9993929297779687,813056,813056,397,0.0016990086,0.12446289,155.59,0.010110502
0.46017948,0.34993708,69.76,436,2089.30543923378,0.9984217993915081,815104,815104,398,0.0021712002,0.053515624,158.26,0.004453037
0.8051341,0.34965098,68.87,382,2093.9995789527893,0.9944950588978827,817152,817152,399,0.0026127887,0.08574219,159.42,0.0074394136
0.33686674,0.34105077,66.98,425,2099.3529682159424,0.9982599358772859,819200,819200,400,3.194523e-05,0.078125,158.5,0.0060961205
0.43175283,0.33783913,69.53,385,2104.167581319809,0.9986458610510454,821248,821248,401,-0.000998806,0.068603516,161.3,0.005526152
0.6439754,0.34038454,69.37,417,2109.486886739731,0.9970103942323476,823296,823296,402,-0.002273551,0.11816406,162.65,0.010002367
0.1956182,0.3477369,69.56,380,2114.3887350559235,0.9989289772929624,825344,825344,403,0.0021495144,0.08920898,163.06,0.0069656475
1.3243859,0.3590551,67.71,399,2119.7763617038727,0.9938963847234845,827392,827392,404,0.0022943756,0.09086914,161.76,0.007332506
0.2988091,0.35730714,72.59,364,2124.908369779587,0.9988980739144608,829440,829440,405,-0.0014525277,0.095458984,164.79,0.008016909
0.564501,0.3393234,72.19,371,2130.5323746204376,0.9982951664132997,831488,831488,406,-0.011254823,0.11826172,163.45,0.009119869
0.3001059,0.3286788,77.62,437,2136.050115585327,0.998569008661434,833536,833536,407,0.0011434107,0.060546875,167.5,0.005230641
0.12157283,0.32248875,77.58,412,2140.731025695801,0.9990947250043973,835584,835584,408,0.0018709762,0.118945315,167.92,0.0105118975
0.8606583,0.32466975,73.48,407,2145.694538116455,0.9957564240321517,837632,837632,409,0.0022470325,0.061669923,167.37,0.005112834
0.33939764,0.32785758,72.03,419,2150.722070455551,0.9978152203839272,839680,839680,410,-0.0011622483,0.076611325,166.38,0.0061562224
