serial_timesteps,ep_reward_mean,fps,value_loss,time_elapsed,n_updates,policy_loss,clipfrac,policy_entropy,ep_len_mean,total_timesteps,explained_variance,approxkl
397312,298.58694687,305,12.862521,2683.764806509018,194,-0.0030709784,0.05078125,1.8018545,420.23,397312,0.4948933720588684,0.004451049
399360,314.2203862,412,12.272165,2690.4749319553375,195,-0.0017733506,0.047460936,1.8001654,439.23,399360,0.3099215030670166,0.0041875285
401408,328.92246925,319,11.519194,2695.4426608085632,196,-0.0026572372,0.074316405,1.8012711,457.23,401408,0.5057553052902222,0.00606843
403456,344.37319614999996,277,11.566095,2701.8556504249573,197,-0.0011389101,0.027539063,1.8023636,476.15,403456,0.3507348299026489,0.002721914
405504,359.75472950999995,343,11.955237,2709.245527267456,198,-0.0010856715,0.025488282,1.8031664,495.15,405504,0.37622708082199097,0.0026536023
407552,375.1803440299999,265,11.288139,2715.2065014839172,199,-0.0015906896,0.032324217,1.8040508,514.04,407552,0.4328046441078186,0.0031142677
409600,390.91719278,275,16.779905,2722.926625728607,200,-0.001787062,0.028515626,1.8074667,533.45,409600,0.5119984745979309,0.002827573
411648,405.20332068999994,439,10.876037,2730.374480485916,201,-0.00093155436,0.03286133,1.8044741,551.07,411648,0.38822877407073975,0.0031998144
413696,414.55809154999986,247,26.252005,2735.032197713852,202,-0.0017979663,0.039404295,1.796135,564.26,413696,0.33423709869384766,0.0036272001
415744,424.27662936999985,371,10.51105,2743.322742700577,203,-0.0009794701,0.04350586,1.8064983,576.28,415744,0.38782650232315063,0.0039693117
417792,430.94967495,400,10.562933,2748.842467069626,204,-0.0010479271,0.04511719,1.8041422,584.67,417792,0.407911479473114,0.004023118
419840,446.24351119999994,388,11.243707,2753.9531054496765,205,-0.0022441852,0.043115236,1.8036247,603.53,419840,0.3646794557571411,0.0038743163
421888,461.56664866999995,270,11.086989,2759.224061727524,206,-0.0031113543,0.04873047,1.8097156,622.38,421888,0.3504127264022827,0.0039911857
423936,476.9517198,277,10.894161,2766.792068719864,207,-0.00309064,0.07094727,1.813701,641.22,423936,0.30836594104766846,0.0059248414
425984,492.36935329,393,11.272307,2774.179708480835,208,-0.0038711117,0.034521483,1.8198436,660.13,425984,0.3105297088623047,0.003120136
428032,507.94310541000004,395,11.539591,2779.380626440048,209,-0.0025491274,0.029248048,1.8204113,678.99,428032,0.309947669506073,0.002877458
430080,523.42429372,310,11.54689,2784.5551297664642,210,-0.0038532831,0.06757812,1.818208,697.83,430080,0.2956271171569824,0.005338252
432128,538.96674731,266,11.548406,2791.1468930244446,211,-0.003347918,0.04926758,1.8165096,716.61,432128,0.27643638849258423,0.004413997
434176,538.51663676,270,11.783422,2798.8469598293304,212,-0.0033333409,0.044189453,1.8229513,716.61,434176,0.3053542375564575,0.0038265814
436224,554.44759066,256,12.196378,2806.4191999435425,213,-0.0023872298,0.06611328,1.8534018,735.49,436224,0.2259833812713623,0.005467261
438272,570.5690270800001,287,12.086825,2814.409658908844,214,-0.0021546006,0.03466797,1.8619264,754.49,438272,0.2536734938621521,0.003390892
440320,586.5376697000002,343,12.714918,2821.545815229416,215,-0.0043673054,0.05317383,1.8711841,773.31,440320,0.28146570920944214,0.0043318435
442368,602.37834464,267,12.546118,2827.51086974144,216,-0.0010011678,0.03334961,1.8928554,792.15,442368,0.27466559410095215,0.003304032
444416,618.35988721,414,12.713772,2835.177613258362,217,-0.002130987,0.060253907,1.8928111,811.12,444416,0.27639472484588623,0.0048604095
446464,634.53672848,283,12.608452,2840.1164467334747,218,-0.0005552011,0.019580077,1.881609,830.07,446464,0.27914416790008545,0.0022068631
448512,650.81106025,334,12.251003,2847.346801519394,219,-0.002580097,0.050097656,1.870826,849.0,448512,0.3023679256439209,0.0042234394
450560,667.0049051999999,330,12.35566,2853.463746070862,220,-0.0015322606,0.042871095,1.8585129,867.94,450560,0.2618318200111389,0.0040613553
452608,683.2210036199999,414,12.760368,2859.660722017288,221,-0.004313202,0.05756836,1.8442234,886.87,452608,0.2560718059539795,0.0050015254
454656,698.6734533700001,330,12.650301,2864.6061873435974,222,-0.0016111822,0.040283203,1.8374288,904.72,454656,0.34503334760665894,0.0036025755
456704,698.89865563,260,12.851303,2870.802988052368,223,-0.00036841858,0.029736329,1.8318924,904.72,456704,0.25612837076187134,0.0029794
458752,715.4332144699999,261,12.7442045,2878.6552441120148,224,-0.0017409449,0.026367188,1.8338442,923.67,458752,0.271557092666626,0.0026029553
460800,731.9681025699999,380,13.268923,2886.4920716285706,225,-0.0034862417,0.032910157,1.8401725,942.52,460800,0.26816415786743164,0.0032798026
462848,748.75365691,268,13.484339,2891.8761670589447,226,-0.002088326,0.043017577,1.8484493,961.55,462848,0.2578362822532654,0.0037750222
464896,765.3666931199998,345,13.26042,2899.4927127361298,227,-0.0047032144,0.03642578,1.8417959,980.4,464896,0.27299463748931885,0.0036012256
466944,782.3191597699999,407,13.438547,2905.4151825904846,228,-0.0007971566,0.029150391,1.8458229,999.58,466944,0.29199057817459106,0.0026596962
468992,799.0003803299998,229,24.378496,2910.4367213249207,229,-0.0043293075,0.042285156,1.8558518,1018.43,468992,0.38871026039123535,0.0037508034
471040,799.9068921300001,85,134.54387,2919.3634099960327,230,-0.00247742,0.010693359,1.862943,1018.12,471040,-0.11291229724884033,0.0015202297
473088,799.8437860699997,137,70.40437,2943.3168251514435,231,-0.006562957,0.030664062,1.8669434,1017.37,473088,0.37977463006973267,0.0030061724
475136,810.50553948,201,28.545813,2958.19287109375,232,-0.0022627006,0.0390625,1.8725519,1029.3,475136,0.5978748500347137,0.0033430539
477184,827.27235028,388,13.209555,2968.36789560318,233,-0.0017533402,0.03666992,1.884526,1048.2,477184,0.3383226990699768,0.0034059174
479232,844.0034541599999,419,13.10065,2973.6370375156403,234,-0.00062654243,0.032080077,1.9063034,1067.1,479232,0.3532411456108093,0.0029032356
481280,860.73176097,283,13.103838,2978.5211901664734,235,-0.001637121,0.04111328,1.9141763,1085.99,481280,0.3601190447807312,0.0035682912
483328,861.5988172999998,394,13.172673,2985.7534906864166,236,-0.0022010722,0.031201173,1.9126222,1085.99,483328,0.38919514417648315,0.002929298
485376,878.2338911799999,302,13.927689,2990.943859100342,237,-0.003282883,0.038330078,1.9272007,1104.87,485376,0.340293288230896,0.0034666255
487424,894.9811893499999,380,13.502188,2997.71724319458,238,-0.005496169,0.0362793,1.9350103,1123.82,487424,0.34018146991729736,0.0035637724
489472,911.7660445999999,262,13.946632,3003.095226287842,239,-0.0027212906,0.021533202,1.9400526,1142.81,489472,0.33083581924438477,0.0022993023
491520,928.47809001,258,13.632242,3010.890641450882,240,-9.832423e-05,0.043896485,1.9474281,1161.77,491520,0.30737727880477905,0.0037050396
493568,945.2491048699999,275,13.526625,3018.800106525421,241,-0.0018555745,0.04511719,1.9585832,1180.67,493568,0.32977068424224854,0.0040244972
495616,962.1046958400002,393,13.763351,3026.242163658142,242,-0.0017360251,0.021435548,1.9651716,1199.61,495616,0.3167518377304077,0.0022471063
497664,978.96677934,277,13.818609,3031.448019504547,243,5.4364587e-05,0.032568358,1.9815394,1218.44,497664,0.3006631135940552,0.0031232373
499712,1000.88447678,229,26.380627,3038.8279213905334,244,-0.005987886,0.052685548,1.9953134,1243.15,499712,0.3099818229675293,0.004226947
501760,1017.64962929,414,13.836438,3047.7582461833954,245,-0.0035412745,0.03955078,2.0004287,1262.06,501760,0.29992252588272095,0.0036314155
503808,1034.5482273399998,283,14.195694,3052.697504758835,246,-0.001996814,0.027294923,1.9991515,1281.0,503808,0.3035362958908081,0.0028078754
505856,1051.51077646,399,14.119657,3059.9318919181824,247,-0.004554839,0.044042967,1.9970417,1299.93,505856,0.33545440435409546,0.0039649196
507904,1068.31142677,279,13.930713,3065.055243730545,248,-0.0004785434,0.02236328,1.998203,1318.79,507904,0.39436399936676025,0.0023255048
509952,1078.66047345,403,14.108113,3072.3931381702423,249,-0.002596561,0.033984374,1.9961907,1330.42,509952,0.3719962239265442,0.003170096
512000,1079.6013154599998,382,14.115835,3077.4648559093475,250,-0.0031480181,0.03984375,1.9932976,1330.42,512000,0.36611974239349365,0.003745074
514048,1096.34976931,258,13.9032955,3082.823623418808,251,-0.0019598117,0.03652344,1.9906403,1349.32,514048,0.44020694494247437,0.0038334597
516096,1112.94366901,289,14.454921,3090.7493410110474,252,-0.0029951383,0.035791017,1.9943631,1368.23,516096,0.3586488962173462,0.0032801009
518144,1129.6176968099999,429,14.150678,3097.8337326049805,253,-0.0009531865,0.014746094,2.0002751,1387.22,518144,0.3905569911003113,0.0016349641
520192,1146.29811028,357,14.27771,3102.6076049804688,254,-0.002428675,0.030517578,2.0106182,1406.05,520192,0.3526715040206909,0.002757383
522240,1163.40019271,353,14.0194645,3108.334128856659,255,-0.0017143972,0.020947266,2.037237,1425.36,522240,0.31491291522979736,0.0021471856
524288,1180.1400405699999,311,14.631861,3114.129297018051,256,0.000103210026,0.034716796,2.049882,1444.29,524288,0.3290024399757385,0.003431702
526336,1196.78712714,311,14.346372,3120.696785926819,257,-0.0020360001,0.03666992,2.0403895,1463.17,526336,0.2969096899032593,0.0037268754
528384,1213.6054781999999,397,14.788228,3127.275264978409,258,-0.0024650502,0.041015625,2.0295825,1482.1,528384,0.33088481426239014,0.003505772
530432,1230.25499899,324,14.528236,3132.4283871650696,259,-0.0021599396,0.059667967,2.0326838,1500.97,530432,0.2891771197319031,0.0048384913
532480,1246.91971111,356,15.216509,3138.73593378067,260,-0.0030122926,0.02265625,2.0337994,1519.83,532480,0.33700329065322876,0.0023897102
534528,1247.8975234,287,14.99583,3144.476997613907,261,-0.003669212,0.045654297,2.0433335,1519.83,534528,0.30035001039505005,0.0040626526
536576,1248.80223098,315,14.899313,3151.595894575119,262,-0.0015275364,0.02631836,2.0636299,1519.83,536576,0.2933831810951233,0.0025300565
538624,1249.66364045,283,14.7333145,3158.0797488689423,263,-0.0027527353,0.050927736,2.064083,1519.83,538624,0.33825594186782837,0.00463387
540672,1266.5219189000002,440,14.692617,3165.3007006645203,264,-0.0037232756,0.053759765,2.0616937,1538.77,540672,0.319011926651001,0.0046483055
542720,1267.5381009799999,351,15.327614,3169.951005935669,265,-0.0031034327,0.043066405,2.0671453,1538.77,542720,0.28749990463256836,0.0035101126
544768,1268.54066365,344,14.659114,3175.782631635666,266,-0.0024033338,0.045166016,2.076633,1538.77,544768,0.4135366678237915,0.0041744225
546816,1269.29668327,331,14.841124,3181.7214126586914,267,-0.0031099815,0.035253905,2.0882566,1538.77,546816,0.3453570604324341,0.0032495905
548864,1270.21825928,282,15.12219,3187.907478094101,268,-0.0031406102,0.021972656,2.0813572,1538.77,548864,0.30348992347717285,0.0023894277
550912,1271.4384808000002,329,15.045893,3195.162750005722,269,-0.0011797368,0.01845703,2.0734148,1538.77,550912,0.38067448139190674,0.0022286861
552960,1272.63319381,265,14.613451,3201.3804426193237,270,-0.0050370563,0.054736327,2.0755546,1538.77,552960,0.37079447507858276,0.004636201
555008,1274.84254085,353,15.264626,3209.0882408618927,271,-0.0012322819,0.039697267,2.071783,1539.87,555008,0.3400322198867798,0.0036005755
557056,1276.21121329,369,14.695219,3214.8798835277557,272,-0.0012694472,0.03466797,2.0740373,1539.87,557056,0.35693299770355225,0.0034639793
559104,1277.81319399,408,15.917686,3220.4189417362213,273,-0.0024148975,0.059814453,2.0742176,1539.87,559104,0.29589736461639404,0.004967184
561152,1279.3796890499998,352,16.025078,3225.431909561157,274,-0.0012300678,0.026953125,2.070978,1539.87,561152,0.3213711380958557,0.002782287
563200,1281.2158881299997,302,15.2860565,3231.240875482559,275,-0.0023217034,0.036816407,2.0850096,1539.87,563200,0.3273877501487732,0.00326919
565248,1298.18646564,270,15.525922,3238.021509170532,276,-0.001968683,0.021142578,2.0898054,1558.81,565248,0.39794331789016724,0.0024473022
567296,1300.9985873699998,311,15.612987,3245.596424818039,277,-0.001177763,0.038769532,2.0825584,1560.19,567296,0.3410671353340149,0.0035135094
569344,1304.2659716399999,372,15.727934,3252.162157535553,278,-0.0031259332,0.035253905,2.0911503,1561.8,569344,0.3978400230407715,0.0034007553
571392,1317.67204749,390,15.3964205,3257.661864042282,279,-0.0028868536,0.057958983,2.114427,1576.02,571392,0.3674319386482239,0.004940021
573440,1326.8047766999998,319,16.022459,3262.9093368053436,280,-0.0015578276,0.028710937,2.1255121,1584.89,573440,0.36060798168182373,0.0027990714
575488,1334.21980444,322,15.981192,3269.3123536109924,281,-0.0004038547,0.03261719,2.1251602,1591.79,575488,0.3634786009788513,0.0029275222
577536,1344.62036941,301,15.9605465,3275.673044204712,282,-0.0016077061,0.01694336,2.1284282,1602.37,577536,0.37945467233657837,0.0018546808
579584,1346.56998532,372,16.245813,3282.474448442459,283,-0.0014286938,0.02993164,2.1230779,1602.37,579584,0.3783497214317322,0.0030479603
581632,1348.3975220700002,289,16.716278,3287.969099998474,284,-0.0045425645,0.035546876,2.1307971,1602.37,581632,0.31845420598983765,0.0033423472
583680,1350.58285209,371,16.300938,3295.045548915863,285,-0.0069201454,0.083544925,2.14344,1602.37,583680,0.4178808331489563,0.006943848
585728,1352.49829035,361,16.922077,3300.5610778331757,286,-0.0049124644,0.03828125,2.1535597,1602.37,585728,0.3384110927581787,0.0033221613
587776,1354.29886602,314,16.258406,3306.2346618175507,287,-0.0022931492,0.052783202,2.161596,1602.37,587776,0.3785151243209839,0.004511331
589824,1356.3404780099997,302,16.576721,3312.7499601840973,288,-0.0029331935,0.058642577,2.1719294,1602.37,589824,0.38639503717422485,0.004898887
591872,1358.58933097,270,16.718365,3319.5141384601593,289,-0.0040896335,0.031640626,2.1796374,1602.37,591872,0.39829379320144653,0.003097779
593920,1360.57878421,274,16.710073,3327.0750246047974,290,-0.0038560673,0.034277342,2.1936743,1602.37,593920,0.42498141527175903,0.0030912696
595968,1362.86372129,311,16.575161,3334.5353815555573,291,-0.002892052,0.041259766,2.1971838,1602.37,595968,0.38942182064056396,0.0037677288
598016,1363.2703458699998,277,16.112555,3341.104428768158,292,-0.0043527866,0.050683595,2.1979618,1601.29,598016,0.4292214512825012,0.0041299346
600064,1364.75691734,377,17.094969,3348.493350505829,293,-0.00117528,0.022607422,2.198979,1601.29,600064,0.42577964067459106,0.0024241246
602112,1367.3881859899996,330,17.917286,3353.9132010936737,294,-0.002024029,0.02578125,2.2007067,1601.29,602112,0.3956754207611084,0.0026167543
604160,1370.0503505899999,347,17.645292,3360.1028621196747,295,-0.00095861667,0.036376953,2.2051659,1601.29,604160,0.4163135290145874,0.0032889068
606208,1372.40338593,240,17.606815,3366.00204706192,296,-0.004822048,0.038720705,2.2133193,1601.29,606208,0.42205798625946045,0.0036714333
608256,1374.7400675499998,276,17.629314,3374.519971847534,297,-0.0032079746,0.039404295,2.2224164,1601.29,608256,0.4156046509742737,0.0034170658
610304,1377.0190469599997,291,17.666721,3381.92164850235,298,-0.0022795557,0.023242187,2.22755,1601.29,610304,0.4270206093788147,0.0024399462
612352,1379.1420880099997,349,17.42857,3388.9379370212555,299,-0.0008892411,0.02084961,2.228152,1601.29,612352,0.42441850900650024,0.0021727867
614400,1381.83071809,354,17.644009,3394.797694206238,300,-0.0025602623,0.023632813,2.2302947,1602.3,614400,0.45182424783706665,0.0023141382
616448,1338.69125987,177,59.834282,3400.5779960155487,301,-0.0041630017,0.03730469,2.2316935,1550.82,616448,0.47692960500717163,0.0036939357
618496,1284.4487007,134,69.018005,3412.090715408325,302,-0.0021065779,0.023828125,2.2295496,1488.33,618496,0.4815300703048706,0.0024026223
620544,1295.73606558,154,66.66884,3427.2704186439514,303,-0.0028884842,0.026416015,2.2294683,1500.97,620544,0.4749438166618347,0.0026571534
622592,1312.1180945400004,167,52.68918,3440.488183736801,304,-0.0031149194,0.028808594,2.2337751,1518.56,622592,0.5477633774280548,0.003000949
624640,1330.44832112,271,17.761768,3452.7323620319366,305,-0.0015793052,0.028027344,2.2388017,1537.55,624640,0.41771888732910156,0.0026686979
626688,1344.9672264399996,233,26.917843,3460.282166481018,306,-0.0026491182,0.04042969,2.236546,1553.29,626688,0.5992618799209595,0.0037213732
628736,1358.91300797,173,53.973442,3469.0416548252106,307,-0.0044831987,0.03955078,2.2328904,1568.46,628736,0.5679120123386383,0.0037785042
630784,1361.9588583799998,317,14.018552,3480.8508858680725,308,-0.004263586,0.04433594,2.2702553,1571.89,630784,0.6444306969642639,0.0037803114
632832,1380.2256976800002,264,18.127205,3487.3061742782593,309,-0.0027443266,0.03730469,2.2947588,1590.81,632832,0.3881208300590515,0.0032752748
634880,1397.8758953499998,260,17.881329,3495.0631353855133,310,-0.0021432524,0.03466797,2.3115475,1610.08,634880,0.3386949896812439,0.0032070498
636928,1404.47842473,334,17.877888,3502.9151678085327,311,-0.003043711,0.051123045,2.3212159,1616.64,636928,0.3229314088821411,0.0044078743
638976,1422.99250285,289,18.078375,3509.044281721115,312,-0.002947116,0.035498045,2.3220422,1635.97,638976,0.3836671710014343,0.003528871
641024,1441.5119855099997,323,18.754723,3516.127913713455,313,-0.005821961,0.10571289,2.3356004,1654.82,641024,0.47176140546798706,0.0080132205
643072,1443.25812695,265,18.16352,3522.457361936569,314,-0.00084863824,0.02236328,2.353277,1654.82,643072,0.3771889805793762,0.0023142416
645120,1445.08837139,273,18.266823,3530.1656560897827,315,-0.0016049391,0.029492188,2.3712616,1654.82,645120,0.36445820331573486,0.002661808
647168,1446.55167798,278,17.783056,3537.643759727478,316,-0.0022436306,0.020117188,2.3863642,1654.82,647168,0.44051241874694824,0.0022061043
649216,1447.8563041300001,283,18.632267,3545.0117497444153,317,-0.005101188,0.03461914,2.3929095,1654.82,649216,0.4294469952583313,0.0029617443
651264,1449.7553642399996,349,18.388546,3552.2307612895966,318,-0.0013717305,0.012646484,2.4005034,1654.82,651264,0.4023643732070923,0.0017923746
653312,1451.2313970199996,271,18.411167,3558.09015083313,319,-0.0066152425,0.050195314,2.386458,1654.82,653312,0.4455943703651428,0.004440326
655360,1452.1239027399997,293,18.710545,3565.623659849167,320,-0.003387548,0.045458984,2.3928907,1654.82,655360,0.4811481237411499,0.0041255862
657408,1453.61152498,327,18.385601,3572.597118139267,321,-0.0018551502,0.018847656,2.4011362,1654.82,657408,0.4176592230796814,0.0022323304
659456,1455.25490772,275,18.474283,3578.8499007225037,322,-0.003010138,0.055419922,2.3987558,1654.82,659456,0.45515966415405273,0.0046239207
661504,1456.3794627400002,329,18.032513,3586.27258849144,323,-0.004655649,0.071777344,2.4050744,1654.82,661504,0.4916960597038269,0.005707952
663552,1457.6667108,258,18.813223,3592.493250131607,324,-0.002752682,0.044921875,2.4165096,1654.82,663552,0.5017200112342834,0.0037495128
665600,1459.14082916,262,18.616587,3600.4024410247803,325,-0.0028566173,0.028173828,2.421066,1654.82,665600,0.41917169094085693,0.0029534742
667648,1472.1702549600002,257,18.85963,3608.2149138450623,326,-0.0027191122,0.024365235,2.411181,1667.93,667648,0.5094316303730011,0.0026038457
669696,1473.82036746,270,18.6263,3616.1742746829987,327,-0.0028878225,0.029785156,2.4049437,1667.93,669696,0.394257128238678,0.0029770774
671744,1475.47016153,246,18.818838,3623.759239435196,328,-0.006266984,0.07358398,2.4100604,1667.93,671744,0.4500654339790344,0.006016679
673792,1477.2021902599997,255,18.72953,3632.063290119171,329,-0.0022653386,0.043115236,2.4154098,1667.93,673792,0.4204861521720886,0.0036627564
675840,1478.9980955099998,282,18.837225,3640.0805852413177,330,-0.0019924804,0.036328126,2.426711,1667.93,675840,0.5246696174144745,0.003389816
677888,1487.02095193,363,18.593283,3647.3340694904327,331,-0.002843904,0.046728514,2.431356,1675.23,677888,0.4261801242828369,0.0040642316
679936,1488.68209333,359,18.766117,3652.975429058075,332,-0.0019856608,0.029638672,2.4349399,1675.23,679936,0.4799855947494507,0.0029104317
681984,1490.3766762599998,255,18.427511,3658.678065776825,333,-0.0018836474,0.03173828,2.4334893,1675.23,681984,0.4158114194869995,0.002963707
684032,1458.5424750999996,172,48.453762,3666.6924364566803,334,-0.0029757307,0.023583984,2.4387953,1637.52,684032,0.5764237344264984,0.002162362
686080,1459.5128476099999,276,18.597872,3678.5478568077087,335,-0.0012518363,0.043164063,2.452036,1637.52,686080,0.4082251191139221,0.0037221108
688128,1444.1829401799998,201,33.67368,3685.9465703964233,336,-0.005472032,0.04663086,2.4597561,1618.63,688128,0.5091045200824738,0.0039386735
690176,1412.4991409399997,190,46.046436,3696.131960630417,337,-0.0023859227,0.017138671,2.4578729,1581.38,690176,0.5632566809654236,0.0020952453
692224,1380.2368314799999,176,47.316204,3706.8796105384827,338,-0.0056471126,0.024658203,2.460803,1543.4,692224,0.5836579501628876,0.0025389264
694272,1381.4811578599997,372,18.219301,3718.502041578293,339,-0.0024936306,0.019189453,2.4722733,1543.4,694272,0.3392993211746216,0.0021062782
696320,1367.15757618,272,33.202126,3723.9995074272156,340,-0.0013755936,0.013671875,2.4787517,1525.33,696320,0.5866155922412872,0.0016111115
698368,1368.6728352499997,263,18.144714,3731.5060057640076,341,-0.0015551664,0.018798828,2.4789891,1525.33,698368,0.3895869255065918,0.0021057779
700416,1370.46306627,281,18.50015,3739.2750911712646,342,-0.0026616608,0.04448242,2.487602,1525.33,700416,0.501341849565506,0.0040323334
702464,1371.8000791999998,238,18.628239,3746.546966314316,343,-0.002959081,0.034082033,2.504812,1525.33,702464,0.49273681640625,0.0030608876
704512,1373.1988086499998,256,18.386845,3755.148590326309,344,-0.0009187162,0.026757812,2.5087702,1525.33,704512,0.4717954993247986,0.003016441
706560,1374.81806413,261,18.487465,3763.133229970932,345,-0.0042655496,0.05356445,2.5067084,1525.33,706560,0.47068506479263306,0.004538776
708608,1376.24066517,277,18.391655,3770.9780156612396,346,-0.0016310755,0.013720703,2.514583,1525.33,708608,0.49519509077072144,0.0018627843
710656,1377.5585961800002,255,18.359335,3778.3527233600616,347,-0.0008958763,0.02578125,2.5045085,1525.33,710656,0.48784583806991577,0.0027224293
712704,1344.23631276,235,47.516197,3786.381998538971,348,-0.002596981,0.027636718,2.504042,1487.36,712704,0.559310108423233,0.002691577
714752,1327.1970642,332,14.234802,3795.06551527977,349,-0.0025244423,0.01977539,2.5199542,1468.36,714752,0.7074758410453796,0.0020090037
716800,1327.9584432899999,285,18.314453,3801.228574037552,350,-0.0017570786,0.04169922,2.5324254,1468.36,716800,0.48609423637390137,0.0036625923
718848,1328.9519880300002,274,18.10776,3808.3935697078705,351,-0.0029004305,0.05229492,2.5311067,1468.36,718848,0.5501004457473755,0.004469091
720896,1329.7323356199997,240,18.500431,3815.868679523468,352,-0.0009215734,0.01928711,2.535699,1468.36,720896,0.4986589550971985,0.0019321085
722944,1331.1171625,287,18.603098,3824.393524646759,353,-0.0055317404,0.07236328,2.5412207,1468.36,722944,0.5090364515781403,0.006031462
724992,1332.4746943499997,313,18.449802,3831.512405872345,354,-0.0019564228,0.028027344,2.5486283,1468.36,724992,0.5234415233135223,0.0029037173
727040,1333.58703533,279,18.752108,3838.0420236587524,355,-0.005062039,0.079882815,2.5499797,1468.36,727040,0.3997863531112671,0.0062163398
729088,1335.16895831,339,18.711834,3845.377308368683,356,-0.0044711786,0.07333984,2.550764,1468.36,729088,0.42254626750946045,0.005548469
731136,1336.30598617,314,18.839832,3851.4145526885986,357,-0.0027046553,0.06279297,2.5508244,1468.36,731136,0.3907002806663513,0.005093384
733184,1337.62556687,308,18.774097,3857.930451631546,358,-0.0014775962,0.017724609,2.5420046,1468.36,733184,0.4155682921409607,0.0022272961
735232,1338.8166919499997,266,18.71832,3864.560729265213,359,-0.0016326603,0.009716797,2.5312428,1468.36,735232,0.4757732152938843,0.0013020288
737280,1339.71448293,321,18.901567,3872.250765323639,360,-0.0029467442,0.028173828,2.5256677,1468.36,737280,0.550224095582962,0.0034219152
739328,1323.11442755,286,36.530453,3878.628301382065,361,-0.0032439209,0.02211914,2.526383,1450.3,739328,0.5309925079345703,0.0023001307
741376,1322.65926036,292,18.574747,3885.782028913498,362,-0.0008026588,0.02265625,2.540595,1450.3,741376,0.5059031546115875,0.0021654584
743424,1324.00809155,369,18.68436,3892.789614200592,363,-0.0038956278,0.033154298,2.5459757,1451.38,743424,0.5091321170330048,0.0027812712
745472,1324.1905438699998,347,19.020159,3898.3321084976196,364,-0.0030335342,0.05546875,2.5494742,1451.38,745472,0.5236099362373352,0.0047579724
747520,1323.16114072,245,18.529987,3904.2320272922516,365,-0.0019796311,0.015966797,2.5591614,1451.38,747520,0.5091977417469025,0.0017545719
749568,1322.70571816,367,18.53542,3912.559745311737,366,-0.0026360448,0.018994141,2.567161,1451.38,749568,0.522413969039917,0.002108626
751616,1321.9523945299998,271,16.34995,3918.133611679077,367,-0.0062258043,0.058642577,2.5769382,1451.38,751616,0.6226417124271393,0.0048547694
753664,1321.44289992,260,18.678047,3925.6702263355255,368,-0.00200486,0.017822266,2.5893464,1451.38,753664,0.5057463943958282,0.0018241194
755712,1321.3971906700003,269,18.642736,3933.523650407791,369,-0.0017883651,0.025927734,2.5917418,1451.38,755712,0.5481926798820496,0.0025605594
757760,1321.3012648800002,355,18.824682,3941.1209077835083,370,-0.0021565566,0.07070313,2.592762,1451.38,757760,0.5115533471107483,0.005595493
759808,1321.53116378,361,18.66258,3946.889110326767,371,-0.003558001,0.037597656,2.5952241,1451.38,759808,0.5427557229995728,0.0033062291
761856,1321.8030509999999,345,18.820278,3952.556028842926,372,-0.0026206677,0.04091797,2.594307,1451.38,761856,0.49250292778015137,0.0038033575
763904,1340.28997151,311,19.134052,3958.480635404587,373,-0.0035838261,0.051953126,2.586411,1470.33,763904,0.4594651460647583,0.00436874
765952,1358.90306328,336,18.952982,3965.04802274704,374,-0.0044597043,0.041015625,2.5811906,1489.2,765952,0.4971136450767517,0.003979153
768000,1372.84495803,387,18.899961,3971.1331288814545,375,-0.0044161547,0.048095703,2.585896,1502.86,768000,0.5036929845809937,0.004290854
770048,1379.4056269400003,365,19.227898,3976.421725988388,376,-0.003155515,0.038330078,2.5927413,1508.88,770048,0.5017242729663849,0.0035608276
772096,1397.8699453200002,322,19.359917,3982.023411989212,377,-0.0019696287,0.05986328,2.6027844,1527.73,772096,0.40962040424346924,0.0048901835
774144,1416.5324138000003,251,19.23917,3988.3825221061707,378,-0.0019146416,0.03276367,2.6053822,1546.57,774144,0.3725742697715759,0.0033692494
776192,1435.23327047,255,19.234203,3996.536915540695,379,-0.0032116328,0.04272461,2.6121252,1565.4,776192,0.4971342086791992,0.0038505464
778240,1453.6969797600002,298,19.211811,4004.5606451034546,380,-0.00021363985,0.014941406,2.6264167,1584.28,778240,0.42625176906585693,0.0019737803
780288,1469.7099702700004,290,19.120148,4011.422908782959,381,-0.0016625933,0.02758789,2.6344414,1600.19,780288,0.4594067931175232,0.0027877323
782336,1485.8690766100003,267,19.12968,4018.4791400432587,382,-0.003019023,0.05053711,2.6339846,1616.21,782336,0.41557788848876953,0.0045790495
784384,1504.4604506000003,268,19.185223,4026.1268236637115,383,-0.00033644127,0.027294923,2.6254096,1635.07,784384,0.42309778928756714,0.0027693263
786432,1520.32781123,274,19.148603,4033.75781750679,384,-0.0028330195,0.09067383,2.6185088,1650.87,786432,0.45497626066207886,0.0068099014
788480,1535.85542801,303,19.223679,4041.2329597473145,385,-0.00404339,0.07475586,2.623527,1666.46,788480,0.4422929286956787,0.0058404217
790528,1551.45113139,285,19.11643,4047.9902226924896,386,-0.001202863,0.047949217,2.640201,1682.04,790528,0.4777616262435913,0.0038413897
792576,1557.19773543,267,19.05536,4055.166430234909,387,-0.0026730434,0.039111327,2.655989,1687.3,792576,0.4335845112800598,0.0036951825
794624,1575.7812559899999,253,19.16441,4062.812098264694,388,-0.0044920994,0.065136716,2.6642594,1706.25,794624,0.5013808906078339,0.005071675
