serial_timesteps,ep_reward_mean,fps,value_loss,time_elapsed,n_updates,policy_loss,clipfrac,policy_entropy,ep_len_mean,total_timesteps,explained_variance,approxkl
796672,1594.32007947,287,19.611816,4070.878170490265,389,-0.0041779773,0.052099608,2.678041,1725.21,796672,0.6077325642108917,0.0043998472
798720,1594.4522758900002,241,19.37596,4077.9969890117645,390,-0.006598202,0.11904297,2.6947207,1725.21,798720,0.6047910451889038,0.009205151
800768,1606.6241156099998,249,19.267809,4086.4742374420166,391,-0.0018861417,0.04433594,2.6953144,1737.36,800768,0.5818094909191132,0.0043026195
802816,1617.11417503,273,19.17374,4094.6914780139923,392,-0.004230703,0.04868164,2.6942418,1747.64,802816,0.6329466998577118,0.004457061
804864,1628.6369274099998,270,19.142994,4102.178233385086,393,-0.0037692566,0.068310544,2.6987832,1759.11,804864,0.603071004152298,0.0053920466
806912,1640.2274364599998,388,19.40916,4109.738654375076,394,-0.0029629576,0.054980468,2.7100132,1770.56,806912,0.5464373528957367,0.004404416
808960,1658.78561442,349,19.293987,4115.012268543243,395,-0.0034643665,0.05722656,2.7229967,1789.49,808960,0.4813857674598694,0.004589304
811008,1677.5535409200002,332,19.379818,4120.8661897182465,396,-0.0020380311,0.025878906,2.7331188,1808.41,811008,0.5316154658794403,0.002725335
813056,1693.26431712,264,19.220982,4127.025415420532,397,-0.001228742,0.04736328,2.7403574,1824.07,813056,0.500874251127243,0.0039638444
815104,1693.6794083299997,365,19.185017,4134.770208597183,398,-0.002575531,0.04897461,2.7433867,1824.07,815104,0.47677385807037354,0.003955357
817152,1694.9396828599995,251,19.316471,4140.380715370178,399,-0.005083218,0.09516601,2.7479978,1824.07,817152,0.38654303550720215,0.007070401
819200,1696.2312736499996,337,19.242807,4148.535437822342,400,-0.004315077,0.05053711,2.7505126,1824.07,819200,0.4937801957130432,0.0043068463
821248,1696.5776554099998,303,19.23106,4154.599411725998,401,-0.00403432,0.042041015,2.7517188,1824.07,821248,0.4787818193435669,0.0039203195
823296,1696.7654876399997,288,19.225437,4161.348852396011,402,-0.0029477295,0.05683594,2.7546952,1824.07,823296,0.40533220767974854,0.004782702
825344,1697.13202983,244,19.175581,4168.443243741989,403,-0.0017141219,0.02866211,2.7521052,1824.07,825344,0.4177369475364685,0.0029760774
827392,1697.38676846,264,19.194527,4176.804362773895,404,-0.0030788062,0.057617188,2.7495387,1824.07,827392,0.37708747386932373,0.004511091
829440,1698.0954454100001,254,19.151552,4184.555972099304,405,-0.00047831758,0.04550781,2.7463932,1824.07,829440,0.3974008560180664,0.0038742349
831488,1698.95368783,360,19.143047,4192.5905821323395,406,-0.0004525651,0.012011719,2.74855,1824.07,831488,0.40528595447540283,0.0016220032
833536,1699.2634135100002,268,19.207542,4198.266667366028,407,-0.0020900797,0.04033203,2.757522,1824.07,833536,0.5013442933559418,0.0036763516
835584,1699.7207105300001,268,19.048164,4205.886389732361,408,-0.003934865,0.04609375,2.7527845,1824.07,835584,0.4395003318786621,0.004159562
837632,1700.8954285099999,338,19.561754,4213.522810935974,409,-0.0039088456,0.055615235,2.7378466,1824.07,837632,0.5764325559139252,0.004761818
839680,1701.2009454200002,263,19.475214,4219.579055070877,410,-0.0023215592,0.035253905,2.7336574,1824.07,839680,0.5863918960094452,0.0035126335
841728,1701.3238938700001,283,19.070492,4227.349913597107,411,-0.00021872921,0.015966797,2.7311826,1824.07,841728,0.5303450524806976,0.002075809
843776,1702.0861783800003,292,19.82024,4234.5792808532715,412,-0.0033943478,0.039697267,2.7246115,1824.07,843776,0.6711781620979309,0.0038483744
845824,1702.1925936700002,344,19.192753,4241.575896024704,413,-0.002863839,0.054833986,2.7319214,1824.07,845824,0.47349101305007935,0.0042917803
847872,1702.69903421,250,19.236097,4247.514146566391,414,-0.001797026,0.04902344,2.7342715,1824.07,847872,0.600735604763031,0.004272287
849920,1703.1144095,340,19.072926,4255.679211616516,415,-0.0019910964,0.05756836,2.7334068,1824.07,849920,0.5643901228904724,0.0049992986
851968,1703.34296434,309,19.098526,4261.6994524002075,416,-0.00047781365,0.02626953,2.7425225,1824.07,851968,0.5592843592166901,0.0026604037
854016,1703.5377921099998,352,19.176144,4268.311552762985,417,-0.0008202499,0.022607422,2.752948,1824.07,854016,0.4401075839996338,0.0024134782
856064,1703.6470336399998,343,19.146225,4274.12800860405,418,-0.0037754278,0.06484375,2.7517862,1824.07,856064,0.39934539794921875,0.0051795477
858112,1703.76775336,260,18.971876,4280.086213111877,419,-0.002057465,0.036083985,2.750505,1824.07,858112,0.4333953857421875,0.0033390757
860160,1704.14855652,320,19.042372,4287.956570386887,420,-0.0015333745,0.020947266,2.7614994,1824.07,860160,0.4240402579307556,0.0020173925
862208,1704.46875849,245,18.99206,4294.34828543663,421,-0.0022360063,0.02265625,2.7678936,1824.07,862208,0.4486253261566162,0.0026898966
864256,1704.7421329500005,249,18.934856,4302.695840835571,422,-0.0023132828,0.08803711,2.7637584,1824.07,864256,0.43817973136901855,0.0064522424
866304,1705.4128277900004,240,18.904316,4310.905705213547,423,-0.0053039677,0.06728516,2.7658384,1824.07,866304,0.5048998892307281,0.005580674
868352,1723.97733513,245,18.930723,4319.429012298584,424,-0.0026590622,0.0659668,2.7765646,1842.83,868352,0.38474154472351074,0.0053588278
870400,1742.7651639399999,315,18.921103,4327.783543109894,425,-0.0014268471,0.027490234,2.7799327,1861.78,870400,0.4984821677207947,0.0027359745
872448,1743.6046083799997,253,18.84837,4334.280997037888,426,-0.001989456,0.031640626,2.7924352,1861.78,872448,0.4914611577987671,0.0030296461
874496,1744.1201903499998,269,18.844328,4342.351515054703,427,-0.0033615078,0.05229492,2.8026521,1861.78,874496,0.46095502376556396,0.0043389723
876544,1762.66774529,284,18.923643,4349.946208000183,428,-0.0011283192,0.011376953,2.8078008,1880.67,876544,0.5593917965888977,0.001510959
878592,1763.1817087099998,335,18.926147,4357.149976730347,429,-0.0013734482,0.022949219,2.8080947,1880.67,878592,0.5003342032432556,0.0026723868
880640,1781.14028479,328,18.852146,4363.258834600449,430,-0.0011106755,0.018554688,2.815481,1898.82,880640,0.46932607889175415,0.0021113565
882688,1799.9502580599997,295,18.896513,4369.489531040192,431,-0.0013422834,0.02211914,2.8209074,1917.92,882688,0.45555853843688965,0.0025193184
884736,1800.6183772999998,245,18.872824,4376.431059360504,432,-0.0012632085,0.020214844,2.8153837,1917.92,884736,0.4264875054359436,0.0021235822
886784,1819.5097257099999,347,18.930746,4384.77539730072,433,-0.0012165187,0.025585938,2.8119864,1936.95,886784,0.4099254012107849,0.0025344216
888832,1838.25352374,280,18.879719,4390.6621634960175,434,-0.0010155041,0.009570313,2.81603,1955.9,888832,0.4028847813606262,0.0012927295
890880,1839.0109160700001,356,18.902668,4397.975472211838,435,-0.0017538049,0.030371094,2.8354948,1955.9,890880,0.4678362011909485,0.0026675235
892928,1839.3915567200002,260,18.912155,4403.717775821686,436,-0.0013272489,0.024267578,2.8571582,1955.9,892928,0.40758216381073,0.002383297
894976,1857.55538772,307,18.879772,4411.588925123215,437,-0.0019226099,0.031103516,2.873722,1973.97,894976,0.4905068874359131,0.002778106
897024,1858.0914186100001,333,18.996666,4418.24409031868,438,-0.0010908495,0.030957032,2.882872,1973.97,897024,0.44203394651412964,0.0031150703
899072,1858.537475,259,18.910185,4424.391846179962,439,-0.0038252894,0.058740236,2.8905015,1973.97,899072,0.5201623737812042,0.0050189747
901120,1859.0397347100004,250,19.051846,4432.275322198868,440,-0.0010647933,0.015673827,2.8954322,1973.97,901120,0.4810580015182495,0.0019565772
903168,1859.39594629,291,19.044477,4440.448002338409,441,-0.0009099262,0.0359375,2.8973224,1973.97,903168,0.5528921186923981,0.0032958114
905216,1859.3675022000002,339,19.074802,4447.475386857986,442,-0.006318799,0.07709961,2.893845,1973.97,905216,0.5642924010753632,0.006247946
907264,1859.6259174,272,19.151802,4453.502851009369,443,-0.0012623969,0.028759766,2.8927436,1973.97,907264,0.4156511425971985,0.002831071
909312,1860.1444979500002,299,18.949945,4461.025887966156,444,-0.0020644437,0.020458985,2.8926919,1973.97,909312,0.5633695423603058,0.0021196022
911360,1860.90371882,241,19.047386,4467.858873844147,445,-0.0027531427,0.026660156,2.8966908,1973.97,911360,0.49890005588531494,0.0026984373
913408,1879.6312017900004,260,19.18976,4476.357522249222,446,-3.1503936e-05,0.033203125,2.9040098,1992.97,913408,0.40675294399261475,0.0029223692
915456,1898.4283684900001,246,18.951088,4484.220478773117,447,-0.0033517268,0.020166015,2.9122806,2011.94,915456,0.479270339012146,0.002428387
917504,1917.0871331300002,291,19.065693,4492.545534133911,448,-0.0027054623,0.055273436,2.923693,2030.94,917504,0.437167227268219,0.0045145736
919552,1918.0312602599997,332,19.018078,4499.565890550613,449,-0.0031007188,0.039697267,2.9253464,2030.94,919552,0.4628106355667114,0.0037480115
921600,1918.58749558,336,19.123474,4505.734437227249,450,-0.0025797344,0.05859375,2.9285095,2030.94,921600,0.3546738624572754,0.004844689
923648,1919.4535701399998,324,19.308464,4511.819214105606,451,-0.0049107214,0.039697267,2.9299083,2030.94,923648,0.501110702753067,0.0038163855
925696,1919.5453786200003,227,19.018747,4518.139932394028,452,-0.00069250836,0.017138671,2.9339907,2030.94,925696,0.40849703550338745,0.0018247983
927744,1920.0426724800002,259,19.159405,4527.143877029419,453,-0.0022370974,0.045410156,2.9378567,2030.94,927744,0.43875569105148315,0.0036731958
929792,1920.4517170000004,301,19.159985,4535.049448013306,454,-0.0010250645,0.0671875,2.9391994,2030.94,929792,0.41435933113098145,0.005384654
931840,1920.5716252700001,275,19.151188,4541.839568138123,455,-0.0031153988,0.05996094,2.945443,2030.94,931840,0.3925896883010864,0.0050592395
933888,1920.7428970000003,352,19.210066,4549.26889872551,456,-0.0008915231,0.04057617,2.9491181,2030.94,933888,0.40552377700805664,0.0040568984
935936,1920.9721356,249,19.150274,4555.081711053848,457,-0.0039548157,0.055859376,2.9503143,2030.94,935936,0.44121628999710083,0.00444578
937984,1921.20449542,331,19.212437,4563.282633066177,458,-0.0016842106,0.050683595,2.9640353,2030.94,937984,0.4107022285461426,0.0043271254
940032,1921.62141163,309,19.209497,4569.454553365707,459,-0.0031961594,0.03745117,2.9739954,2030.94,940032,0.4045332670211792,0.0034820244
942080,1922.0685206000003,289,19.22449,4576.081260442734,460,-0.0014637534,0.06484375,2.9844375,2030.94,942080,0.36509156227111816,0.005056454
944128,1940.2615777700003,270,19.246931,4583.147886753082,461,-0.004431029,0.08500977,2.9916337,2049.0,944128,0.38155311346054077,0.0064263567
946176,1941.3706255299999,272,19.221436,4590.7277936935425,462,-0.0014344449,0.031640626,3.000114,2049.0,946176,0.3624241352081299,0.002902677
948224,1942.4735924200002,264,19.163332,4598.256665945053,463,-0.0018068384,0.042236328,2.997612,2049.0,948224,0.35408031940460205,0.0040781777
950272,1943.6106276700002,302,19.270796,4605.991630315781,464,-0.0028433509,0.03540039,2.9961982,2049.0,950272,0.43340981006622314,0.0033802807
952320,1944.7822735700006,271,19.12879,4612.758840560913,465,-0.00046367518,0.027441407,3.003303,2049.0,952320,0.4038492441177368,0.002722973
954368,1945.4164290300002,268,19.160975,4620.2994120121,466,-0.0012427324,0.023828125,3.0180483,2049.0,954368,0.5210320055484772,0.0025054067
956416,1946.2042458200006,276,19.151844,4627.941822052002,467,-0.002767742,0.046044923,3.0339177,2049.0,956416,0.43441081047058105,0.0039291545
958464,1946.8338393400004,307,19.202051,4635.362854957581,468,-0.00091669464,0.02319336,3.0472147,2049.0,958464,0.47299790382385254,0.002187223
960512,1947.0857174500002,285,19.265312,4642.028790712357,469,-0.0019277189,0.029394532,3.0531964,2049.0,960512,0.4637185335159302,0.002836987
962560,1947.3489991300003,290,19.736917,4649.195869207382,470,-0.0034926455,0.022460938,3.0687575,2049.0,962560,0.5867185294628143,0.002487893
964608,1947.1547577200004,295,19.257591,4656.250810623169,471,-0.0042869938,0.05317383,3.0739865,2049.0,964608,0.5421798825263977,0.004689442
966656,1947.0752734899997,303,19.227503,4663.188058376312,472,-0.0022797256,0.031054687,3.087336,2049.0,966656,0.5007074177265167,0.0029589278
968704,1947.1122282200001,309,19.05017,4669.929919719696,473,-0.0025040489,0.052001953,3.0937688,2049.0,968704,0.5284971296787262,0.0044579534
970752,1947.04749277,281,19.640463,4676.54119682312,474,-0.0042924127,0.037060548,3.0860953,2049.0,970752,0.6140105128288269,0.0029493799
972800,1946.87365251,242,20.030064,4683.828077554703,475,-0.001692943,0.024023438,3.0786843,2049.0,972800,0.548123836517334,0.0026437873
974848,1946.84635687,245,20.385576,4692.275432348251,476,-0.0041378355,0.04448242,3.0766606,2049.0,974848,0.7008902430534363,0.0042881747
976896,1946.24481942,291,20.071293,4700.619064569473,477,-0.0036941667,0.04453125,3.0838275,2049.0,976896,0.6161449253559113,0.003876558
978944,1945.8419691100003,315,19.268894,4707.637476682663,478,-0.0030815878,0.052685548,3.0966394,2049.0,978944,0.6057118475437164,0.0042738756
980992,1945.5574888200003,279,19.592413,4714.135175943375,479,-0.0026725375,0.044189453,3.0986476,2049.0,980992,0.5645180344581604,0.0036902935
983040,1945.5610037200001,286,19.665388,4721.455914020538,480,-0.0007552982,0.035449218,3.0973425,2049.0,983040,0.591837078332901,0.003453739
985088,1945.3997247900002,245,19.759607,4728.616991758347,481,-0.0028348572,0.058300782,3.0933251,2049.0,985088,0.4380829930305481,0.004577525
987136,1945.60327043,289,19.584309,4736.965053081512,482,-0.0012192695,0.03330078,3.0901184,2049.0,987136,0.4605175852775574,0.0031059273
989184,1945.58216725,342,19.472166,4744.044438838959,483,-0.0018376786,0.028955078,3.0850625,2049.0,989184,0.5022191405296326,0.0028854823
991232,1945.6418174,344,19.465105,4750.024349689484,484,-0.0012674776,0.046435546,3.0811667,2049.0,991232,0.4452739357948303,0.0040809703
993280,1945.8818180300004,285,19.54073,4755.965669870377,485,-0.0007661631,0.031347655,3.070283,2049.0,993280,0.5093041658401489,0.0030906643
995328,1945.9788608299998,268,19.570972,4763.139862298965,486,-0.0021505824,0.053857423,3.0732486,2049.0,995328,0.5015207827091217,0.004496154
997376,1945.92054108,349,19.396673,4770.78169631958,487,-0.001758694,0.060839843,3.0715446,2049.0,997376,0.43748050928115845,0.00477109
999424,1946.11045102,299,19.483309,4776.643933773041,488,-0.0037126958,0.09277344,3.0696635,2049.0,999424,0.45827192068099976,0.0069947885
