time_elapsed,serial_timesteps,total_timesteps,policy_entropy,n_updates,ep_reward_mean,value_loss,fps,clipfrac,ep_len_mean,policy_loss,explained_variance,approxkl
852.5123822689056,264192,264192,2.398002,129,1128.9871194300001,15.609073,302,0.020410156,1201.0,-0.00055958936,0.1013912558555603,0.0019539779
859.28564620018,266240,266240,2.419661,130,1139.33421381,16.64042,301,0.02861328,1211.91,-0.0016689512,0.01567244529724121,0.0024986386
866.0861959457397,268288,268288,2.4193122,131,1152.51608119,3.3951077,300,0.009472656,1225.81,-0.00060348643,0.951010562479496,0.001361292
872.9013116359711,270336,270336,2.4282637,132,1166.13770977,13.526622,299,0.020898437,1239.97,-0.0006235736,0.3349407911300659,0.0023388949
879.7392520904541,272384,272384,2.448804,133,1180.1322576599998,17.148577,299,0.018115234,1254.76,-0.0022362783,0.027441799640655518,0.002065105
886.5734238624573,274432,274432,2.4689615,134,1188.57560502,28.34017,298,0.058935545,1263.16,-0.004480714,0.6207009851932526,0.0047708666
893.4337069988251,276480,276480,2.4789042,135,1202.82381515,17.016008,305,0.045800783,1278.17,-0.0018014451,0.0021671652793884277,0.0038913712
900.1330673694611,278528,278528,2.4880419,136,1213.86226029,16.859943,301,0.025341798,1289.71,-0.0013153023,0.05000489950180054,0.0025919783
906.9280200004578,280576,280576,2.4977074,137,1224.07462756,9.082499,306,0.061035156,1300.65,-0.0051515787,0.6548948585987091,0.0052328156
913.6164679527283,282624,282624,2.5057425,138,1237.14783531,9.118674,303,0.03959961,1314.31,-0.0048510814,0.6726299524307251,0.0035634632
920.3748970031738,284672,284672,2.5138748,139,1251.36622251,17.010464,300,0.011816407,1329.45,0.0004721939,0.07784116268157959,0.001678942
927.1841034889221,286720,286720,2.5163848,140,1260.81986379,17.543148,297,0.024072265,1339.6,-0.0029027297,0.034300267696380615,0.0025157917
934.0686786174774,288768,288768,2.5269456,141,1273.72968956,17.726955,299,0.016845703,1353.53,-7.149267e-05,0.001673579216003418,0.0019050341
940.9102826118469,290816,290816,2.5301576,142,1287.98256064,17.64276,299,0.03286133,1368.67,-0.0015831955,0.0025356411933898926,0.0031670467
947.755331993103,292864,292864,2.5233426,143,1300.55047223,17.799763,306,0.04526367,1382.27,-0.0027149452,0.01383286714553833,0.003756019
954.431711435318,294912,294912,2.5314593,144,1314.1006480899998,18.100824,303,0.02734375,1396.84,-0.00063406926,-0.008214473724365234,0.002485931
961.1857931613922,296960,296960,2.536756,145,1325.1459040799998,19.237942,305,0.02080078,1408.34,-0.0003719916,0.6547894477844238,0.0023006867
967.897988319397,299008,299008,2.5386698,146,1332.0701891299998,4.910606,306,0.045410156,1416.06,-0.0045455014,0.8740454465150833,0.0037486996
974.5899844169617,301056,301056,2.5511374,147,1339.46695832,17.802069,299,0.0011230469,1423.65,-8.522312e-06,0.00706106424331665,0.00046713516
981.4349961280823,303104,303104,2.5591123,148,1356.1279137699999,17.822315,299,0.030761719,1441.02,-0.00088312535,-0.006263852119445801,0.0028409413
988.2775189876556,305152,305152,2.5647435,149,1366.4365956600002,17.680178,295,0.030908203,1451.65,-0.0005489046,0.05955183506011963,0.0029786099
995.2190546989441,307200,307200,2.5684752,150,1374.2592478699999,17.555866,296,0.035986327,1459.44,-0.0028358807,0.07523977756500244,0.0030970306
1002.1193134784698,309248,309248,2.5879917,151,1382.93883115,17.38257,297,0.04375,1468.34,-0.0019930138,0.058689653873443604,0.0035467807
