#{"t_start": 1566338533.6058664, "env_id": null}
r,l,t
42.335832,284,1.38192
78.50758,514,2.767558
39.964453,253,3.392246
98.27603,600,4.757721
124.901429,767,6.872601
324.08551,1989,11.595635
59.392848,361,12.565445
120.417759,812,14.517913
604.615025,3778,24.431064
27.888551,179,24.785759
32.913641,209,25.265969
86.092852,609,27.07387
59.526805,356,27.913549
33.502421,223,28.388226
39.401036,229,28.876533
199.810975,1321,32.534334
107.053078,660,33.947723
42.137157,238,34.517517
61.282321,349,35.296408
101.786862,662,37.186122
80.104071,463,38.238149
67.470254,431,39.169332
99.437577,650,40.735854
798.434878,5231,52.801286
102.014294,581,53.932401
560.095187,3681,63.782029
19733.943064,94759,304.330279
2655.374624,8503,326.817819
2529.736715,7158,345.674775
498.262587,1618,349.734059
1059.171813,3259,358.132606
505.291824,1667,362.489903
623.555021,2097,367.945081
542.465894,1734,372.243995
614.151708,2008,377.562263
471.578976,1584,381.357041
265.384815,936,383.397521
324.682526,1079,386.208329
356.919988,1240,389.359108
275.82288,980,392.35358
490.513822,1607,396.512924
318.19841,1070,398.800421
342.985962,1186,402.186594
212.74091,786,404.033107
377.907406,1225,407.462309
340.755196,1207,410.731899
686.512133,2284,416.79806
4584.629256,14074,453.68292
2606.244281,7030,472.495415
11149.844992,27731,547.295564
1580.122339,4064,558.435197
10911.414069,23114,618.337711
1139.924382,2612,624.943729
1109.034251,2545,631.548989
827.617056,2149,637.173881
1338.549406,3108,644.935409
748.567212,2039,650.004569
844.510667,2250,656.570457
804.457643,1987,661.41942
421.88429,1228,664.18385
562.313365,1476,668.069834
824.85449,1939,672.878375
890.221057,2033,678.216436
608.268817,1460,681.936266
605.56458,1430,685.334634
717.283893,1633,689.688572
460.57307,1140,692.403096
492.630358,1224,695.260006
645.724434,1470,699.020456
513.915034,1235,702.098871
2430.126795,4733,714.255478
880.958184,1850,718.857006
652.123461,1426,722.001373
561.758125,1249,725.473473
331.963888,864,727.663937
1409.148392,2935,734.972341
1320.633084,2729,741.383195
1045.24828,2252,747.125003
715.25904,1621,751.118649
1515.682854,3113,758.870031
1174.43683,2471,765.006784
12729.124875,24271,825.244206
747.903865,1763,829.73553
553.747669,1307,832.921273
676.462047,1643,837.218033
1311.735674,2678,843.339534
1607.337682,3225,852.190213
516.760156,1204,855.190531
413.519542,1006,857.876696
828.413151,1657,861.926823
1675.276967,3218,870.042706
2672.464468,4955,883.00758
796.325845,1709,887.160089
557.403946,1267,890.185363
398.439859,986,892.90479
461.613004,1054,895.314204
489.524417,1061,897.993093
460.112469,1012,900.157916
398.037381,893,902.455143
331.619981,775,904.2823
310.252658,726,905.943959
582.037476,1182,909.057379
333.972127,781,910.73661
405.662785,882,913.168483
369.080138,857,915.426443
389.26721,862,917.650508
317.536028,759,919.348199
298.471297,711,920.865083
302.135171,716,922.909995
389.736484,853,924.981228
368.84271,808,926.867175
267.875152,665,928.775891
308.315021,722,930.569705
324.489075,732,932.4886
327.285303,734,934.426732
273.500664,667,936.083361
270.168288,629,937.898246
274.464174,670,939.486713
294.999074,665,941.180566
276.489559,672,942.712247
318.353224,693,944.622006
270.221304,630,946.188565
291.489392,685,947.923678
284.842294,679,949.721788
245.180666,595,951.604254
270.305116,635,952.988991
276.484299,639,954.783468
299.88284,694,956.415028
283.57479,646,957.754619
290.96005,689,959.529468
305.710895,703,961.304335
340.069778,744,962.945369
320.786896,698,964.930021
253.572329,590,966.295265
314.474083,712,967.770077
278.527266,641,969.554282
263.24066,602,970.897781
259.013342,608,972.235763
247.494021,593,973.974439
266.269253,587,975.33169
263.437212,620,977.076163
265.548082,618,978.598748
287.135239,613,980.363789
258.612845,576,981.84869
258.456191,599,983.047415
273.018039,610,984.75857
281.958533,627,986.40279
198.055126,492,987.442951
243.266061,589,988.761279
266.920693,615,990.921812
256.765483,577,992.132947
244.625168,563,993.450045
345.97429,712,995.426524
259.452835,599,996.935893
288.3313,638,998.395518
354.266351,761,1000.606887
415.081011,846,1002.80841
286.559977,642,1004.592578
254.588736,567,1006.260378
343.926994,681,1007.872838
252.893367,569,1009.316911
244.65013,584,1011.289343
238.159884,554,1012.501144
454.651431,926,1014.551009
266.742693,586,1016.373883
231.427966,502,1017.524869
212.995221,511,1018.582602
232.799815,507,1019.737548
231.792258,530,1021.467248
223.799875,520,1022.611643
234.773871,529,1023.879059
217.930661,518,1025.213293
373.328161,766,1027.383917
405.090664,827,1029.588954
211.908898,507,1030.629125
331.668409,694,1032.668341
223.529819,520,1033.731582
162.631285,405,1034.681141
201.992683,465,1035.671681
232.199819,532,1037.340851
202.364224,460,1038.450896
171.651147,416,1039.317103
180.273456,426,1040.193474
229.312802,499,1041.805439
170.841569,416,1042.689584
176.740971,432,1043.911043
163.286723,407,1044.998187
174.225077,421,1045.942251
218.408215,481,1047.39956
170.559879,417,1048.380025
225.041278,502,1049.763768
270.582946,558,1051.01221
237.049503,512,1052.481733
216.090216,478,1053.668478
258.497732,533,1054.830282
240.246591,517,1056.243061
181.892469,427,1057.502199
249.192599,530,1059.233127
249.153123,555,1060.541717
200.869454,453,1061.513683
229.192587,506,1062.580745
177.611688,425,1064.02518
195.930274,444,1065.043373
177.344857,423,1066.044141
177.464115,420,1066.954432
172.787441,414,1068.226779
165.905011,409,1069.169642
206.621231,455,1070.348035
170.058315,414,1071.169665
242.105729,546,1072.524378
236.324173,507,1074.036176
184.141141,426,1074.954203
182.014315,423,1076.160161
197.037065,453,1077.34179
260.261624,542,1079.063517
257.411056,559,1080.19009
188.913009,434,1081.463224
273.485107,548,1082.774605
246.296768,547,1084.283157
241.804334,545,1085.557458
170.458035,414,1086.404397
190.960718,432,1087.359943
272.783449,513,1089.065778
172.742413,418,1090.135999
201.329396,438,1091.100252
191.221038,414,1092.296338
190.298715,412,1093.170372
195.088017,435,1094.441333
194.801759,424,1095.67492
187.371314,424,1096.544988
208.840641,450,1097.448873
256.048897,494,1098.645225
195.060366,418,1099.965908
187.762214,438,1100.974563
186.241382,404,1102.071521
216.275185,447,1103.203054
244.423601,486,1104.260725
224.088546,455,1105.639496
238.450117,474,1106.60261
203.752194,450,1107.782557
209.141459,438,1108.755902
191.230142,435,1110.067565
259.373466,561,1111.430198
237.313927,536,1112.61711
265.943761,513,1114.113554
262.603716,540,1115.794296
185.459306,429,1116.800552
205.565688,457,1117.967382
262.862925,536,1119.486359
191.638714,442,1120.920647
194.500163,446,1121.854837
202.396712,430,1122.827375
225.080841,452,1123.877225
192.346733,440,1124.881705
190.370497,435,1126.208058
278.699549,562,1127.615909
225.579511,487,1128.724014
189.001349,430,1129.784887
184.949332,431,1131.144151
247.027275,525,1132.438592
257.843818,530,1133.659093
258.877037,560,1134.942656
229.384811,497,1136.470359
265.373612,550,1137.778187
240.512166,505,1138.960455
197.765287,451,1140.008298
260.339545,539,1141.731434
243.317803,511,1142.872036
229.24281,492,1143.891979
263.490403,537,1145.136783
204.397783,457,1146.492832
253.969971,489,1147.899078
194.463635,443,1148.956649
280.700898,563,1150.33476
194.651934,439,1151.860225
204.526385,430,1152.817413
208.341252,431,1153.834523
213.494671,449,1154.984555
183.061615,426,1156.064922
182.88888,402,1157.338684
216.367126,446,1158.260344
207.044439,437,1159.288529
202.767104,438,1160.54178
245.166103,519,1161.727379
189.598392,434,1163.199612
198.905892,440,1164.184367
206.96131,443,1165.428918
259.347891,499,1166.915847
212.815502,461,1168.393262
191.030294,415,1169.751895
190.675554,434,1170.666899
214.989055,471,1171.777987
193.183884,444,1172.932238
202.623443,450,1174.238257
200.53762,451,1175.491231
234.181645,482,1176.588679
279.669254,522,1177.869815
229.582513,488,1179.270514
297.113586,592,1180.510036
200.041945,453,1181.468664
289.471309,576,1182.920485
228.32188,491,1184.453238
311.925509,605,1185.636546
232.928526,499,1186.68405
234.869695,494,1187.900222
381.941612,681,1190.17259
198.378786,447,1191.063961
221.639589,484,1192.349433
235.601574,498,1193.585779
279.691129,581,1195.323864
227.635439,490,1196.429079
304.732371,618,1197.757793
240.989276,512,1199.369713
271.212608,561,1200.612047
258.352057,560,1201.885641
233.755034,497,1202.914882
234.289779,494,1204.510889
282.476838,522,1205.747307
203.297141,452,1206.704829
298.071746,600,1208.319828
208.867381,460,1209.81687
230.783557,497,1211.079315
202.770985,450,1212.025039
239.535697,475,1213.13516
233.333533,467,1214.265566
233.490567,474,1215.639281
199.648525,428,1216.795961
249.45964,485,1217.955971
269.759575,508,1219.227017
222.302966,469,1220.806073
225.997644,490,1221.792527
261.981625,537,1222.88444
232.581579,500,1224.050762
261.045641,536,1225.920991
200.517822,427,1226.886435
204.044039,432,1227.99974
255.109235,556,1229.2233
246.773186,512,1230.745448
259.435041,505,1231.853543
188.437832,412,1233.024646
241.399509,508,1234.348052
192.359458,414,1235.556826
258.995802,528,1237.358126
216.685393,466,1238.848546
247.689236,520,1240.12724
250.387452,523,1241.896965
224.221813,470,1243.272469
240.353553,505,1244.32743
242.542156,509,1245.675402
200.29661,424,1246.562608
264.783336,541,1248.120234
204.773346,449,1249.123344
284.843612,527,1250.621494
239.729124,485,1251.774267
190.676759,437,1253.330234
256.210166,500,1254.414666
221.315108,459,1255.41909
211.629135,451,1256.381825
270.07382,557,1257.97129
255.427717,529,1259.037294
259.565831,523,1260.15737
247.660906,490,1261.603689
322.31951,620,1263.511999
238.793637,508,1264.850236
246.70015,486,1265.870868
254.927265,529,1267.022014
212.471199,456,1268.40734
281.890895,572,1269.667823
322.980923,663,1271.140776
312.807993,599,1272.512288
302.800102,628,1274.487129
292.819972,621,1275.781257
441.006756,876,1277.689305
278.828594,565,1279.238907
247.820135,523,1280.363398
264.948163,539,1281.527415
243.132296,515,1283.137005
249.880523,486,1284.28084
243.528388,517,1285.325212
249.790307,498,1286.290782
230.808925,475,1287.562156
221.692794,461,1288.960731
211.092651,439,1290.279293
201.658176,448,1291.365402
246.229397,484,1292.480237
212.968714,466,1293.769544
218.785383,470,1294.830903
360.779729,702,1296.680689
213.522109,463,1298.072309
251.351123,492,1299.683424
256.478179,525,1301.038481
210.962977,436,1302.148675
264.801576,539,1303.427019
323.336517,647,1305.18464
491.128375,888,1307.078356
315.989802,639,1308.453934
278.900929,562,1310.215003
335.170278,669,1311.942216
331.618944,668,1313.734488
410.801626,791,1316.228476
324.727882,644,1317.77247
262.943328,555,1319.356375
343.085825,643,1321.300803
347.407052,685,1322.955851
342.94105,675,1324.409816
249.722554,525,1326.204345
227.85495,478,1327.380357
261.345569,535,1328.499096
230.126359,467,1329.688781
256.248922,527,1331.183363
213.885405,439,1332.293314
243.596919,477,1333.378149
224.986321,461,1334.297853
224.671673,476,1335.340165
220.541387,447,1336.786053
230.466945,476,1337.884832
210.560917,441,1338.800097
246.115274,492,1339.967107
353.540594,644,1341.73745
282.13989,552,1343.104894
268.118901,548,1344.668679
334.614473,614,1346.856581
272.158157,551,1348.038543
289.967655,565,1349.356163
272.884574,550,1350.787958
259.319214,542,1352.48872
264.58792,539,1353.763071
342.777135,668,1355.325021
449.012903,842,1357.565123
283.588238,560,1359.089676
398.707369,776,1360.821368
390.312871,723,1363.018053
255.573244,534,1364.139937
433.722444,792,1366.173151
417.312179,804,1368.327234
276.239272,555,1369.762487
379.974339,739,1371.670524
360.822607,699,1373.917821
263.157166,545,1375.136775
552.567687,992,1377.283191
548.344894,1022,1380.203326
280.253544,581,1381.957018
327.568179,658,1383.719625
313.130531,614,1385.82366
398.7495,732,1387.697553
950.836499,1712,1392.127698
697.720931,1239,1395.182404
275.326417,556,1396.354752
278.992279,529,1397.846081
269.192157,554,1399.150933
737.049812,1392,1403.376698
861.001887,1557,1407.453918
258.886181,540,1408.880857
383.462214,733,1410.495179
2310.250335,3864,1420.856686
1599.391714,2778,1428.345368
532.308733,950,1430.377339
501.950475,954,1433.039798
386.46715,717,1434.789495
2930.335972,4767,1446.496911
661.006583,1178,1449.463937
1063.909124,1824,1453.917143
532.382102,959,1455.970111
1328.237314,2222,1461.613928
879.006676,1490,1465.365469
1411.816867,2388,1470.89904
2983.500336,4863,1483.226695
572.079594,1001,1485.516704
2217.092299,3672,1494.164565
1297.939548,2191,1499.873011
1318.04757,2262,1505.445935
1313.356822,2230,1511.035393
2385.058936,3876,1520.55225
1091.46824,1837,1525.234088
2319.291992,3768,1534.991747
657.133476,1139,1537.744536
1415.766859,2350,1544.221714
19422.032053,29486,1621.962921
4017.040566,6203,1637.9208
2400.94515,3899,1647.377115
33073.639132,47864,1768.581793
10295.240843,15106,1806.193162
24547.709354,35793,1896.737427
730.157727,1234,1899.976348
2066.420937,3245,1908.558101
482.510756,869,1911.163715
2933.900622,4519,1922.12188
409.33221,813,1924.034701
4933.269358,7229,1943.213257
7438.641496,11088,1971.333617
1871.162244,2904,1979.250637
1157.308487,1810,1983.174729
5051.969531,7400,2002.190084
1556.468243,2415,2008.213276
474.383658,915,2010.758644
7447.044245,10958,2038.574759
1098.545032,1855,2042.968258
651.277312,1230,2045.997569
2931.607773,4345,2056.294669
1962.225167,3011,2063.742676
1482.033573,2448,2069.390236
882.739231,1561,2073.514039
1801.208318,2884,2080.796821
980.2265,1584,2084.225265
2512.152256,3752,2093.059931
1647.779816,2574,2099.865114
893.047268,1446,2103.477305
3308.261162,4887,2115.852679
4853.046713,7112,2133.403914
3148.569737,4711,2144.494063
3072.965517,4715,2156.785171
4412.585503,6413,2172.698101
3354.248812,4980,2184.775735
2116.041618,3129,2192.875859
635.75421,1096,2195.48629
1243.725211,1952,2200.880124
6043.198182,8679,2222.393634
1025.486897,1668,2226.566993
383.698308,711,2228.821138
4384.790612,6390,2244.621422
967.729169,1551,2247.929842
916.425562,1499,2252.013791
335.339901,694,2253.539525
270.357988,586,2255.44971
2396.440345,3570,2263.931323
828.640558,1398,2267.094088
324.308526,695,2268.962226
1269.92093,2107,2274.200624
251.912207,550,2275.343791
1257.628411,2002,2280.382836
1070.978166,1927,2285.029567
88.171203,281,2285.626677
2330.890748,3543,2294.837797
1531.715404,2430,2300.811379
2145.899137,3288,2308.31111
3208.878778,4684,2320.811246
460.064623,882,2322.850171
2205.493127,3323,2331.185335
455.91352,848,2333.210657
1054.586072,1708,2337.403729
277.76893,575,2338.815953
263.987679,572,2340.722441
420.370871,815,2342.473535
861.989121,1485,2346.399062
1325.27347,2112,2351.609379
786.265292,1361,2355.040277
595.347321,1079,2357.649844
9933.581177,14367,2393.524451
367.681779,726,2395.124924
1628.879169,2554,2402.052566
1037.844166,1730,2405.856826
477.861521,872,2408.181236
891.259643,1452,2411.425177
2104.103162,3233,2419.244595
834.152361,1405,2422.741805
2487.138167,3667,2432.230397
320.462844,658,2433.820658
820.788623,1392,2437.733192
1100.458488,1868,2442.087548
284.350425,606,2443.936593
3512.355849,5251,2456.540972
1629.844983,2517,2462.819337
1058.610891,1754,2466.772301
271.600674,564,2468.367167
1085.612339,1867,2473.175326
3032.808025,4637,2485.249705
480.088848,934,2487.590543
354.185341,701,2489.632311
1255.534121,1960,2494.419913
1399.69642,2185,2500.083378
282.396277,577,2501.414328
2243.287004,3293,2509.445722
237.192693,530,2510.607218
176.919448,442,2511.93808
169.263102,428,2512.853026
179.784634,439,2513.844669
254.787623,551,2515.60317
244.009852,534,2517.004567
227.866743,506,2518.2192
214.795091,467,2519.49372
203.918702,454,2521.147848
1879.807123,2817,2527.764308
235.733033,515,2528.913819
757.783867,1262,2532.032066
381.720174,728,2533.723517
342.650439,688,2535.584294
367.770127,713,2537.078741
191.380003,452,2538.328253
