time_elapsed,serial_timesteps,ep_len_mean,ep_reward_mean,policy_loss,value_loss,clipfrac,n_updates,fps,policy_entropy,approxkl,explained_variance,total_timesteps
145.04905366897583,61440,211.85,57.05,-0.0011959166,17.894081,0.019189453,30,411,1.1654052,0.002717625,0.6231385767459869,61440
150.02386569976807,63488,211.23,55.9,-0.0020088353,8.108374,0.030566406,31,410,1.164215,0.003135654,0.6785366833209991,63488
155.01494669914246,65536,212.67,56.09,-0.00076818874,11.330962,0.031347655,32,406,1.170837,0.0028999683,0.6463126540184021,65536
160.05528926849365,67584,210.12,55.38,-0.002560314,22.660147,0.043945312,33,409,1.1779397,0.0038891777,0.6334291994571686,67584
165.0574164390564,69632,209.81,54.7,-9.3788374e-05,15.626564,0.020263672,34,407,1.1834036,0.0022092024,0.6509601771831512,69632
170.08784818649292,71680,211.97,57.61,-0.00088624994,22.41057,0.024072265,35,407,1.1768616,0.002786618,0.6866470277309418,71680
175.11563301086426,73728,206.09,53.42,-0.0016246841,9.151366,0.035253905,36,411,1.1672759,0.0036412794,0.6696250438690186,73728
180.08885717391968,75776,208.59,55.38,-0.0015670878,18.13725,0.03354492,37,407,1.1621318,0.0032971553,0.6857231557369232,75776
185.11225819587708,77824,209.48,55.29,-0.0020990272,17.574856,0.027880859,38,408,1.1588429,0.002996696,0.7098817825317383,77824
190.12962794303894,79872,205.29,55.67,-0.0022747107,10.119008,0.0440918,39,410,1.154619,0.0041617933,0.7692261636257172,79872
195.12131237983704,81920,204.54,55.72,-0.0006924154,14.257533,0.023876954,40,412,1.1556343,0.0025990456,0.7308563590049744,81920
200.0860676765442,83968,205.97,56.32,-0.0023088458,11.759168,0.025634766,41,408,1.1487312,0.002915055,0.7387319207191467,83968
205.10703802108765,86016,210.39,59.7,-0.00064435886,18.457417,0.009716797,42,410,1.1432287,0.0013788476,0.726283073425293,86016
210.09703922271729,88064,211.8,59.68,-7.2498924e-06,12.003538,0.011132812,43,407,1.1486112,0.0015764039,0.7616992741823196,88064
215.12987112998962,90112,213.37,61.05,-0.0003739442,17.079355,0.023144532,44,407,1.1493952,0.0025545752,0.761307030916214,90112
220.15398025512695,92160,212.72,60.14,-0.0008082528,14.113591,0.011425781,45,408,1.1495464,0.0018532947,0.7585136294364929,92160
225.17230010032654,94208,212.05,58.81,6.0427315e-05,7.9298034,0.011621093,46,408,1.1558752,0.001412939,0.8063995093107224,94208
230.184335231781,96256,211.36,58.71,-0.0013305028,9.023673,0.027734375,47,406,1.1579874,0.0033083986,0.8205529153347015,96256
235.22333550453186,98304,210.55,57.9,-0.00021076035,10.048163,0.01665039,48,408,1.1562818,0.0019645367,0.8116695582866669,98304
240.2332899570465,100352,210.71,59.75,-0.0006114877,17.882118,0.018652344,49,407,1.1545954,0.0023071342,0.8011440932750702,100352
245.25908637046814,102400,210.75,57.85,-0.0018364845,10.533302,0.041650392,50,408,1.1550523,0.003753055,0.8175170868635178,102400
250.28254628181458,104448,208.5,59.2,-0.00025178218,10.197001,0.022851562,51,409,1.1580257,0.0024148903,0.832750603556633,104448
255.28502225875854,106496,202.77,58.39,-0.0023146723,16.617409,0.043115236,52,407,1.164974,0.0039160172,0.8165780156850815,106496
260.3154194355011,108544,196.5,57.41,-0.0032230732,8.084858,0.045703124,53,412,1.157583,0.00453855,0.8448105603456497,108544
265.287709236145,110592,192.9,56.16,-0.00055073213,12.983469,0.020703126,54,410,1.1475006,0.0026012578,0.8276465237140656,110592
270.2801330089569,112640,186.58,54.52,-0.0017581356,6.9611063,0.02211914,55,412,1.1429434,0.0026952273,0.8664832562208176,112640
275.248601436615,114688,181.04,54.86,-0.004356337,11.969927,0.049072266,56,417,1.124326,0.004736614,0.8516062349081039,114688
280.15138840675354,116736,173.61,51.87,-0.0006451209,7.739601,0.044140626,57,417,1.1168494,0.0039001848,0.8591423481702805,116736
285.0614323616028,118784,170.45,51.59,-0.0032910742,14.860483,0.044921875,58,410,1.1165054,0.0043218043,0.8621800094842911,118784
290.0492353439331,120832,173.23,54.34,-0.0014841944,13.835993,0.012451172,59,410,1.1147017,0.0016127328,0.8335398733615875,120832
295.0399868488312,122880,170.76,53.53,-0.0014622572,8.429139,0.02451172,60,414,1.1129009,0.002566812,0.8855230733752251,122880
299.9832742214203,124928,172.59,55.17,-0.0008112878,15.1145115,0.03618164,61,410,1.1093123,0.0034496475,0.8582000136375427,124928
304.97867250442505,126976,172.49,55.97,-0.0010451738,11.490054,0.018994141,62,413,1.1075214,0.0024182752,0.8612217158079147,126976
309.9337623119354,129024,174.99,57.37,-0.0018262705,12.166515,0.055126954,63,411,1.107585,0.004508998,0.8687807023525238,129024
314.91584944725037,131072,177.53,58.54,-0.0026647518,10.201456,0.026367188,64,407,1.1100414,0.00269602,0.8675360977649689,131072
319.9470031261444,133120,180.06,57.9,-0.0016600298,5.4051642,0.039648436,65,415,1.1031808,0.003970297,0.9100309386849403,133120
324.87813687324524,135168,185.54,60.9,-0.00034127713,13.655157,0.016357422,66,406,1.0996029,0.0024134747,0.8797998055815697,135168
329.91274547576904,137216,186.87,60.67,-0.0015572098,6.717829,0.014990235,67,410,1.1008565,0.0022072296,0.8925956711173058,137216
334.9090209007263,139264,182.97,58.09,-0.0005185149,11.067538,0.021337891,68,412,1.0889809,0.00230167,0.8918622806668282,139264
339.8775520324707,141312,186.32,59.19,-0.0028454904,9.620678,0.031347655,69,413,1.0741649,0.0035316716,0.8860584944486618,141312
344.8332951068878,143360,182.96,54.58,-0.0022726927,3.8634553,0.04584961,70,414,1.072861,0.0040575396,0.9111699983477592,143360
349.7813823223114,145408,185.24,56.46,-0.0016435708,13.0078125,0.039990235,71,413,1.0870473,0.003430276,0.9040430188179016,145408
354.73720121383667,147456,186.78,58.82,-0.0005422557,15.20341,0.045166016,72,411,1.1062483,0.0037360708,0.9026738777756691,147456
359.71075224876404,149504,185.64,60.15,-0.0042138193,7.0915284,0.050927736,73,413,1.1163423,0.004350206,0.9305330365896225,149504
