serial_timesteps,n_updates,policy_entropy,value_loss,ep_reward_mean,fps,explained_variance,ep_len_mean,clipfrac,policy_loss,approxkl,total_timesteps,time_elapsed
397312,194,1.4495002,4.4763174,266.09223478,352,0.9418718479573727,526.94,0.050390624,-0.0020666234,0.0041873315,397312,1007.6878304481506
399360,195,1.4487195,6.940192,265.0030387,401,0.9249352812767029,525.44,0.07099609,-0.002864468,0.006651886,399360,1013.5057334899902
401408,196,1.4416958,9.667752,266.42669768,372,0.9131177738308907,527.09,0.06430664,-0.00016996279,0.005332798,401408,1018.6026127338409
403456,197,1.4328983,8.618481,268.01150605,405,0.9223675057291985,529.22,0.032714844,-0.0010455073,0.0033280693,403456,1024.0971522331238
405504,198,1.4277589,7.763648,269.39954959,357,0.925192154943943,531.25,0.06201172,-0.004080779,0.0058515863,405504,1029.1481640338898
407552,199,1.4300715,5.338018,267.89989693,423,0.9356125965714455,528.96,0.08803711,-0.0058961404,0.0077725584,407552,1034.8795108795166
409600,200,1.4275854,6.2487082,266.67683257,399,0.9265804886817932,526.93,0.07495117,-0.0051693753,0.0061340146,409600,1039.721107006073
411648,201,1.4312145,8.459668,268.82564133000005,400,0.9148829132318497,530.31,0.08183594,-0.006038615,0.0066821165,411648,1044.8512744903564
413696,202,1.4427505,4.6184425,270.09232966,377,0.9472930915653706,531.66,0.06708984,-0.0028485237,0.0060490323,413696,1049.9717726707458
415744,203,1.4353622,13.908737,277.65511641999996,358,0.7649042010307312,543.84,0.038232423,-0.0014762621,0.0036863505,415744,1055.3925426006317
417792,204,1.4297142,9.156435,281.21303434,391,0.9035535529255867,549.82,0.06660156,-0.0053559886,0.0054247854,417792,1061.1077919006348
419840,205,1.4216273,3.3693366,283.83092925,430,0.9588187709450722,554.24,0.03754883,-0.00258017,0.0036592945,419840,1066.3372938632965
421888,206,1.4110862,6.531558,285.52609572,362,0.8935433998703957,556.8,0.077783205,-0.0022905625,0.0065539354,421888,1071.1009230613708
423936,207,1.3990401,10.613412,305.42520755000004,436,0.8317082673311234,587.49,0.09257813,-0.0050739963,0.007898805,423936,1076.7477631568909
425984,208,1.3948,17.062302,315.93917535,409,0.8184778690338135,604.52,0.06328125,-0.00235271,0.005761229,425984,1081.4364604949951
428032,209,1.377375,2.0324636,315.93917535,384,0.8469661921262741,604.52,0.061767578,-0.005394133,0.0057219625,428032,1086.4350111484528
430080,210,1.3536658,9.4139805,339.80746767999995,388,0.9036413431167603,641.91,0.08271484,-0.00079665694,0.0069896616,430080,1091.7560503482819
432128,211,1.3458757,11.074946,343.80634387,410,0.8007447421550751,648.3,0.06982422,0.0006346031,0.006134031,432128,1097.026199579239
434176,212,1.3375143,9.591222,349.09330287999995,414,0.8242555856704712,656.84,0.05698242,-0.0020389406,0.0049719797,434176,1102.022331237793
436224,213,1.3284895,11.842909,367.96402672000005,396,0.859466090798378,686.28,0.06982422,-0.00043943417,0.0070242025,436224,1106.9640855789185
438272,214,1.3153744,5.2458696,373.56827321000003,380,0.9153318926692009,695.01,0.07807617,-0.002972684,0.006231594,438272,1112.1331179141998
440320,215,1.3098476,5.5907793,380.31816538,393,0.9288609474897385,705.72,0.031201173,-0.0018584293,0.0029602621,440320,1117.5210919380188
442368,216,1.302418,3.0928686,380.31816538,386,0.8734872788190842,705.72,0.089990236,0.00019226872,0.0074786097,442368,1122.72838306427
444416,217,1.2946641,7.16996,407.99429981000003,394,0.8212964683771133,749.8,0.06865235,-0.004924166,0.00548429,444416,1128.027055978775
446464,218,1.2767562,14.442182,418.04694923999995,399,0.7759059816598892,765.49,0.1003418,-0.0046599433,0.009350202,446464,1133.216816186905
448512,219,1.2636712,1.4683821,418.04694923999995,415,0.9284053891897202,765.49,0.0578125,-0.0022075179,0.0051461444,448512,1138.3501574993134
450560,220,1.2701523,0.8330925,418.04694923999995,405,0.9099433124065399,765.49,0.0859375,-0.003953599,0.006596087,450560,1143.2814712524414
452608,221,1.2726294,0.40445384,418.04694923999995,404,0.9331997334957123,765.49,0.07353516,-0.0058017513,0.0059253676,452608,1148.3372130393982
454656,222,1.2700545,0.2700209,418.04694923999995,377,0.9645458087325096,765.49,0.1387207,-0.008754537,0.010811032,454656,1153.4033558368683
456704,223,1.2557006,0.098902725,418.04694923999995,385,0.9705979339778423,765.49,0.10498047,-0.0027792202,0.009669658,456704,1158.8230452537537
458752,224,1.230871,0.056251757,418.04694923999995,367,0.9850482326000929,765.49,0.1065918,-0.0036610875,0.0088565275,458752,1164.1414980888367
460800,225,1.2386103,2.4098198,418.04694923999995,366,0.8470814079046249,765.49,0.10336914,-0.00486094,0.009348313,460800,1169.714750289917
462848,226,1.2578382,2.478496,418.04694923999995,395,0.5043266117572784,765.49,0.078027345,-0.001150173,0.006358356,462848,1175.3140466213226
464896,227,1.2572163,1.9185162,418.04694923999995,368,0.5722578763961792,765.49,0.08496094,-0.0032092973,0.0067143976,464896,1180.4895565509796
466944,228,1.2552359,1.0154612,418.04694923999995,385,0.7533095926046371,765.49,0.055664062,-0.002560711,0.0050047743,466944,1186.0484929084778
468992,229,1.2460325,0.6107443,418.04694923999995,420,0.7949745953083038,765.49,0.057373047,-0.001979487,0.0047992775,468992,1191.3685357570648
471040,230,1.2528728,0.80783445,418.04694923999995,427,0.7455533146858215,765.49,0.07416992,-0.0064944485,0.0057086926,471040,1196.2357420921326
473088,231,1.2529732,0.3503863,418.04694923999995,388,0.8677359968423843,765.49,0.07709961,-0.0037206025,0.006268489,473088,1201.032506942749
475136,232,1.2404369,0.353141,418.04694923999995,391,0.8714604824781418,765.49,0.093408205,-0.00788276,0.0075118346,475136,1206.304530620575
477184,233,1.2399404,0.16516237,418.04694923999995,402,0.9267839789390564,765.49,0.08852539,-0.006201228,0.0071796067,477184,1211.5416324138641
479232,234,1.2493823,0.22765708,418.04694923999995,394,0.9260813593864441,765.49,0.07739258,-0.004869033,0.0064467667,479232,1216.624739408493
481280,235,1.2475882,0.6895262,418.04694923999995,397,0.890048623085022,765.49,0.068408206,-0.005666686,0.0063197142,481280,1221.8217453956604
483328,236,1.2333015,1.9594631,418.04694923999995,406,0.9355575293302536,765.49,0.07446289,-0.0051737605,0.0063520023,483328,1226.9815464019775
485376,237,1.2296482,1.9029257,418.04694923999995,408,0.8942978605628014,765.49,0.05029297,-0.0026974895,0.004408554,485376,1232.0247511863708
487424,238,1.2280993,14.631441,631.7335026000002,410,0.8171028792858124,1139.17,0.038769532,-0.0016890634,0.0037490309,487424,1237.0416038036346
489472,239,1.219675,2.2921064,631.7335026000002,389,0.9078836292028427,1139.17,0.05419922,-0.004923256,0.004828442,489472,1242.027055978775
491520,240,1.2131175,11.796621,640.78804222,431,0.8567596822977066,1151.35,0.07299805,-0.0061591594,0.0059935506,491520,1247.2870826721191
493568,241,1.211978,4.148572,658.02527227,409,0.857571467757225,1179.53,0.0637207,-0.0026876805,0.0053852904,493568,1252.0380129814148
495616,242,1.2050912,3.8068607,655.81817198,389,0.913926750421524,1175.46,0.05078125,-0.0024138356,0.004249003,495616,1257.0451900959015
497664,243,1.2062223,6.305478,675.17984175,423,0.8692800998687744,1206.66,0.042089842,-0.0029868423,0.003962491,497664,1262.303760766983
499712,244,1.2142316,1.1772107,675.17984175,394,0.9742214176803827,1206.66,0.06591797,-0.004421768,0.0054113786,499712,1267.14386510849
501760,245,1.2187996,4.1396904,696.9908697700001,403,0.9048366695642471,1239.05,0.045800783,-0.0029888116,0.004050817,501760,1272.3387789726257
503808,246,1.2224813,6.217381,706.9085499300002,383,0.8493297100067139,1255.13,0.06518555,-0.0042062323,0.005269931,503808,1277.4164683818817
505856,247,1.2396119,6.623027,711.5208102,414,0.8218888342380524,1263.04,0.0730957,-0.004398181,0.0057587563,505856,1282.7530102729797
507904,248,1.2508844,1.1178966,711.5208102,370,0.9391037672758102,1263.04,0.06923828,-0.006051262,0.005857529,507904,1287.6938185691833
509952,249,1.2447883,5.502023,733.43050891,432,0.8267441242933273,1297.36,0.03930664,-0.0033524805,0.0036908954,509952,1293.2248990535736
512000,250,1.2356215,1.0142168,733.43050891,378,0.94676748290658,1297.36,0.0831543,-0.008421777,0.006845677,512000,1297.964425086975
514048,251,1.2307913,0.5807417,733.43050891,378,0.971011146903038,1297.36,0.07861328,-0.0015848018,0.0068143727,514048,1303.382815361023
516096,252,1.2263561,0.49016848,733.43050891,375,0.9654525741934776,1297.36,0.08115234,-0.0049387505,0.006368407,516096,1308.7891833782196
518144,253,1.226546,0.8360432,733.43050891,375,0.9652368202805519,1297.36,0.07104492,-0.0027134765,0.0059956806,518144,1314.2476994991302
520192,254,1.2169964,0.4868795,733.43050891,388,0.9763599000871181,1297.36,0.058251955,-0.0032150666,0.0050073355,520192,1319.7079863548279
522240,255,1.2086806,0.41249323,733.43050891,368,0.9726496376097202,1297.36,0.06552734,-0.0032905615,0.005535709,522240,1324.9739799499512
524288,256,1.2020925,0.30516785,733.43050891,436,0.9788745362311602,1297.36,0.083740234,-0.003489318,0.0070008347,524288,1330.5322053432465
526336,257,1.1850603,0.23488179,733.43050891,400,0.9791726358234882,1297.36,0.0758789,-0.004003536,0.0062695993,526336,1335.2210125923157
528384,258,1.1767695,0.38314182,733.43050891,408,0.9724582359194756,1297.36,0.054492187,-0.0032944768,0.004776887,528384,1340.333708524704
530432,259,1.1694944,0.32792574,733.43050891,377,0.9741815477609634,1297.36,0.055273436,-0.0021445465,0.004667799,530432,1345.3503742218018
532480,260,1.1677986,0.23705694,733.43050891,414,0.9794867038726807,1297.36,0.08989258,-0.0039264695,0.007359182,532480,1350.7736413478851
534528,261,1.1742148,8.604367,898.3419302799998,389,0.8100945204496384,1541.07,0.086523436,-0.006218922,0.006984872,534528,1355.7124960422516
536576,262,1.1882527,8.630266,908.60473664,404,0.7414366006851196,1557.67,0.07119141,-0.004304708,0.006345056,536576,1360.965610742569
538624,263,1.1887538,7.750036,922.13073756,380,0.8072414994239807,1578.85,0.06899414,-0.0058774007,0.0061067245,538624,1366.0338687896729
540672,264,1.1790835,0.49791497,922.13073756,392,0.9598653949797153,1578.85,0.07333984,-0.005427306,0.0065342514,540672,1371.4236290454865
542720,265,1.1655016,0.24009614,922.13073756,385,0.9805196337401867,1578.85,0.074560545,-0.002889529,0.006047843,542720,1376.647670507431
544768,266,1.15992,0.29113442,922.13073756,403,0.9731726348400116,1578.85,0.08662109,-0.003625786,0.007334476,544768,1381.9599173069
546816,267,1.1709142,6.3724737,973.1108347399999,411,0.86854487657547,1654.09,0.09165039,-0.0042532,0.014737387,546816,1387.030408859253
548864,268,1.1929554,0.7818649,973.1108347399999,423,0.8111821115016937,1654.09,0.083789065,-0.0043919147,0.0073247915,548864,1392.0085208415985
550912,269,1.2064986,0.8016898,973.1108347399999,411,0.8431713432073593,1654.09,0.081689455,-0.008851204,0.007458353,550912,1396.8507215976715
552960,270,1.2045591,0.3362822,973.1108347399999,367,0.9699151329696178,1654.09,0.040966798,-0.004600827,0.0038345035,552960,1401.8283083438873
555008,271,1.1928136,0.46617287,973.1108347399999,382,0.9644800238311291,1654.09,0.05673828,-0.0037289772,0.004886589,555008,1407.399233341217
557056,272,1.1832253,9.0492115,1036.09247588,374,0.7751922011375427,1754.76,0.027392577,-0.003943462,0.0027965542,557056,1412.761307477951
559104,273,1.1785233,0.5945755,1036.09247588,408,0.9667540453374386,1754.76,0.08081055,-0.0046868813,0.006469966,559104,1418.234775543213
561152,274,1.1821182,15.052797,1055.46051067,408,0.6628609597682953,1786.48,0.062646486,-0.003975023,0.006279501,561152,1423.2479197978973
563200,275,1.1951305,9.416437,1058.08152083,372,0.6902183592319489,1791.11,0.07133789,-0.0044691814,0.005838326,563200,1428.2679152488708
565248,276,1.2037426,15.149686,1071.8911007000002,425,0.7305034101009369,1814.26,0.054248046,-0.0010196606,0.00499757,565248,1433.764286518097
567296,277,1.214765,8.518515,1077.95672115,374,0.724155992269516,1824.76,0.0690918,-0.0018033863,0.006516895,567296,1438.5841462612152
569344,278,1.221957,7.558352,1086.63474487,422,0.8114568144083023,1839.06,0.07817383,-0.00600263,0.0074259527,569344,1444.0526480674744
571392,279,1.2298342,14.8536625,1095.45988424,395,0.7653753906488419,1853.05,0.066552736,-0.0032355413,0.0056419005,571392,1448.9066734313965
573440,280,1.239254,12.374786,1100.18255078,414,0.7846401482820511,1861.35,0.08657227,-0.0037457298,0.006666263,573440,1454.0847647190094
575488,281,1.2457967,10.502809,1108.73693899,429,0.8196442127227783,1875.34,0.06645508,-0.0063073873,0.0058031324,575488,1459.0214898586273
577536,282,1.2664148,9.650508,1115.87325361,365,0.8365131616592407,1886.88,0.06953125,-0.0041701715,0.016062373,577536,1463.7946119308472
579584,283,1.2870711,14.175715,1120.59039221,396,0.754131942987442,1894.54,0.07124023,-0.0057321065,0.0059920293,579584,1469.3921809196472
581632,284,1.2989997,12.909912,1126.56002556,385,0.834757536649704,1903.24,0.091357425,-0.004793116,0.00816235,581632,1474.5633239746094
583680,285,1.3154343,7.8696594,1136.53444136,408,0.8664145916700363,1919.17,0.072070315,-0.0053864345,0.0060963207,583680,1479.8835451602936
585728,286,1.3179195,5.415969,1145.3620653799999,374,0.8782445341348648,1933.11,0.043359376,-0.0018055886,0.0038467222,585728,1484.8977856636047
587776,287,1.329754,8.49099,1151.37778637,383,0.8748227804899216,1942.56,0.061572265,-0.004606271,0.005382846,587776,1490.3644969463348
589824,288,1.3422232,7.2604713,1158.04411883,373,0.8935199305415154,1952.77,0.044384766,-0.0047475966,0.0038001235,589824,1495.707939863205
591872,289,1.3592916,9.496895,1162.67475471,408,0.8572596609592438,1960.0,0.044628907,-0.0012887566,0.0037897634,591872,1501.1913328170776
593920,290,1.3749425,9.908827,1165.8192859099997,391,0.8368939757347107,1964.98,0.05654297,-0.0052465564,0.0050648726,593920,1506.2089638710022
595968,291,1.3823378,2.3848917,1177.42742798,393,0.9576933868229389,1982.1,0.056152344,-0.0021913184,0.004750533,595968,1511.4359776973724
598016,292,1.4007725,4.3017664,1179.9573876399998,391,0.9261021986603737,1985.37,0.074804686,-0.003205809,0.0064620427,598016,1516.6397104263306
600064,293,1.4159997,0.59806234,1179.9573876399998,405,0.9379375129938126,1985.37,0.07060547,-0.0057411455,0.0056263017,600064,1521.8742427825928
602112,294,1.4089279,3.3412693,1200.90090914,417,0.9090759605169296,2016.65,0.089746095,-0.0051421067,0.0070845657,602112,1526.9223210811615
604160,295,1.3924003,0.15270764,1200.90090914,379,0.9655928239226341,2016.65,0.13979492,-0.009026997,0.010564475,604160,1531.8340430259705
606208,296,1.3749042,0.19377683,1200.90090914,393,0.9601030573248863,2016.65,0.11665039,-0.008467533,0.010098824,606208,1537.2350594997406
608256,297,1.3721095,0.13307095,1200.90090914,398,0.974676076322794,2016.65,0.11674805,-0.008579475,0.008685896,608256,1542.4405782222748
610304,298,1.3662344,0.14496043,1200.90090914,379,0.9771512299776077,2016.65,0.09609375,-0.0034091242,0.008301524,610304,1547.5752928256989
612352,299,1.3393972,0.13597503,1200.90090914,377,0.9777589850127697,2016.65,0.0894043,-0.0050347513,0.008102051,612352,1552.9790799617767
614400,300,1.320407,0.083932444,1200.90090914,425,0.9860964324325323,2016.65,0.07583008,-0.0037780188,0.006552861,614400,1558.4064779281616
616448,301,1.308602,0.09142093,1200.90090914,399,0.9848753968253732,2016.65,0.092041016,-0.004068829,0.0074486705,616448,1563.2185583114624
618496,302,1.3046978,1.3733114,1200.90090914,409,0.8826156705617905,2016.65,0.06723633,-0.004554295,0.0059830495,618496,1568.3500673770905
620544,303,1.2925017,1.3854364,1200.90090914,389,0.349249005317688,2016.65,0.056689452,-0.003401698,0.004812957,620544,1573.3542761802673
622592,304,1.2935904,0.7746278,1200.90090914,403,0.732712984085083,2016.65,0.06020508,-0.0033770613,0.005289967,622592,1578.6134712696075
624640,305,1.3011006,0.29346734,1200.90090914,380,0.9198944419622421,2016.65,0.07358398,-0.0057665114,0.0062543526,624640,1583.6958112716675
626688,306,1.3008657,0.18954886,1200.90090914,432,0.9684188924729824,2016.65,0.06953125,-0.008924393,0.005573989,626688,1589.081708908081
628736,307,1.3006636,0.5360409,1200.90090914,404,0.9111928194761276,2016.65,0.06411133,-0.0019884,0.00536236,628736,1593.820635318756
630784,308,1.2989575,0.49376798,1200.90090914,370,0.8507239371538162,2016.65,0.07373047,-0.0024217325,0.00653252,630784,1598.8792850971222
632832,309,1.309118,0.21405232,1200.90090914,394,0.9213544279336929,2016.65,0.09692383,-0.004986771,0.008391773,632832,1604.4151773452759
634880,310,1.331827,0.17335054,1200.90090914,432,0.9519911706447601,2016.65,0.083935544,-0.0038433014,0.0073666335,634880,1609.607505083084
636928,311,1.3403333,0.06384904,1200.90090914,388,0.9814197067171335,2016.65,0.10058594,-0.0055407835,0.007961182,636928,1614.3466210365295
638976,312,1.3472929,0.033944067,1200.90090914,403,0.9911138387396932,2016.65,0.12807617,-0.010520374,0.010485947,638976,1619.6203413009644
641024,313,1.3525705,0.39269945,1200.90090914,378,0.9513609074056149,2016.65,0.064404294,-0.0056084567,0.005527444,641024,1624.700604915619
643072,314,1.3663627,1.8446735,1200.90090914,370,0.3200175166130066,2016.65,0.05029297,-0.0034543884,0.0042642592,643072,1630.1124970912933
645120,315,1.365927,1.4510182,1200.90090914,373,0.5221980810165405,2016.65,0.03339844,-0.00069129077,0.003170044,645120,1635.6424040794373
647168,316,1.3611495,0.7692739,1200.90090914,366,0.7711568474769592,2016.65,0.06147461,-0.003925898,0.004979982,647168,1641.1296396255493
649216,317,1.3686672,0.6953973,1200.90090914,386,0.806692361831665,2016.65,0.054003906,-0.0034480859,0.004585745,649216,1646.7131888866425
651264,318,1.3653287,0.29417166,1200.90090914,412,0.9258567467331886,2016.65,0.082373045,-0.009134401,0.0066845603,651264,1652.019651889801
653312,319,1.3507187,0.20327167,1200.90090914,420,0.9645136035978794,2016.65,0.064892575,-0.009636877,0.005345264,653312,1656.9868097305298
655360,320,1.3376335,0.7968508,1200.90090914,406,0.9540546014904976,2016.65,0.09287109,-0.004723907,0.0075390264,655360,1661.8637619018555
657408,321,1.328129,0.59833014,1200.90090914,398,0.9589049145579338,2016.65,0.08081055,-0.0052897693,0.0067076907,657408,1666.8981263637543
659456,322,1.3141419,0.5405825,1200.90090914,383,0.9368130192160606,2016.65,0.06333008,-0.0023740628,0.005659539,659456,1672.040640592575
661504,323,1.3100059,0.24728394,1200.90090914,398,0.9579304866492748,2016.65,0.10175781,-0.004799979,0.008188993,661504,1677.378910779953
663552,324,1.3107617,0.37697837,1200.90090914,405,0.9702979605644941,2016.65,0.05444336,-0.0048678317,0.0046395403,663552,1682.5234701633453
665600,325,1.3036463,0.39401045,1200.90090914,380,0.9762967266142368,2016.65,0.071826175,-0.0048175217,0.0060129287,665600,1687.580289363861
667648,326,1.299633,0.4098197,1200.90090914,419,0.9748531021177769,2016.65,0.077978514,-0.005474678,0.0062615015,667648,1692.961207151413
669696,327,1.2980636,0.577444,1200.90090914,382,0.9474065080285072,2016.65,0.07119141,-0.004618743,0.005633506,669696,1697.8454022407532
671744,328,1.2919252,0.3479024,1200.90090914,371,0.973724402487278,2016.65,0.07553711,-0.00411525,0.005980803,671744,1703.195569038391
673792,329,1.2808843,0.30844712,1200.90090914,395,0.9713170845061541,2016.65,0.059228517,-0.0048597115,0.0051941397,673792,1708.7162880897522
675840,330,1.2743266,5.2518134,1654.1398935199998,446,0.8603632599115372,2752.88,0.06875,-0.0022315828,0.005794526,675840,1713.8963022232056
677888,331,1.2753153,0.3287453,1654.1398935199998,403,0.9816533382982016,2752.88,0.08071289,-0.0044073323,0.006485825,677888,1718.4856605529785
679936,332,1.2749782,6.8159585,1675.3050586,418,0.7965041846036911,2784.22,0.058251955,-0.0033757822,0.005516231,679936,1723.568422794342
681984,333,1.2739552,0.38291997,1675.3050586,386,0.9775270484387875,2784.22,0.08803711,-0.008118687,0.0069958926,681984,1728.4601469039917
684032,334,1.2701228,0.3023658,1675.3050586,393,0.9718122631311417,2784.22,0.05644531,-0.0062706107,0.0047950917,684032,1733.757601261139
686080,335,1.2625251,0.37124345,1675.3050586,407,0.9794507641345263,2784.22,0.05673828,-0.0046749543,0.005254941,686080,1738.960483789444
688128,336,1.2576659,7.4442854,1738.26504833,411,0.8149461448192596,2875.49,0.05605469,-0.005158766,0.005846547,688128,1743.9886047840118
690176,337,1.2650913,0.4448769,1738.26504833,381,0.9699849803000689,2875.49,0.06313477,-0.007037434,0.005261301,690176,1748.9718055725098
692224,338,1.2681037,0.2677481,1738.26504833,374,0.9673472046852112,2875.49,0.08242188,-0.0070924126,0.0066558705,692224,1754.3369100093842
694272,339,1.2716582,0.24897762,1738.26504833,390,0.9829151183366776,2875.49,0.053222656,-0.0042484147,0.004292003,694272,1759.8015191555023
696320,340,1.2779703,0.39152697,1738.26504833,366,0.9618376344442368,2875.49,0.07504883,-0.0072358465,0.0060669603,696320,1765.0467476844788
698368,341,1.2899611,0.21710019,1738.26504833,413,0.9685012400150299,2875.49,0.103076175,-0.005630874,0.008438132,698368,1770.6350450515747
700416,342,1.3137126,0.290399,1738.26504833,388,0.9598347954452038,2875.49,0.06298828,-0.00662617,0.005867063,700416,1775.5941298007965
702464,343,1.3222818,0.24796465,1738.26504833,386,0.9778552483767271,2875.49,0.080273435,-0.0059260074,0.0062784217,702464,1780.8662009239197
704512,344,1.3243604,5.9226418,1837.6203992199999,403,0.8499334156513214,3022.01,0.0574707,-0.0027058532,0.0046729296,704512,1786.163562297821
706560,345,1.3311092,9.491526,1850.77633562,415,0.7741005569696426,3041.65,0.054980468,-0.0030980397,0.0044065854,706560,1791.2375671863556
708608,346,1.3492774,0.29603082,1850.77633562,436,0.9714824501425028,3041.65,0.04575195,-0.0062606772,0.0038893297,708608,1796.1707813739777
710656,347,1.3480717,0.18274337,1850.77633562,376,0.9833084493875504,3041.65,0.062304687,-0.0041984473,0.005135739,710656,1800.8622045516968
712704,348,1.3470035,7.488688,1889.6994088800002,416,0.8488857001066208,3098.78,0.048583984,-0.0045064213,0.005128826,712704,1806.3083534240723
714752,349,1.3540454,0.25174844,1889.6994088800002,443,0.971110638231039,3098.78,0.067675784,-0.0062802522,0.0055868374,714752,1811.2245802879333
716800,350,1.3500379,0.26479805,1889.6994088800002,406,0.9728642497211695,3098.78,0.068603516,-0.0062860185,0.0058354544,716800,1815.8445076942444
718848,351,1.3503314,0.31781676,1889.6994088800002,378,0.959219615906477,3098.78,0.102832034,-0.008162673,0.008207057,718848,1820.8864452838898
720896,352,1.3543613,8.667761,1930.6304995300002,365,0.7471901774406433,3160.5,0.08134766,-0.0048487512,0.007813396,720896,1826.3019304275513
722944,353,1.3585361,0.14115565,1930.6304995300002,391,0.9828706961125135,3160.5,0.06020508,-0.002871333,0.0052204137,722944,1831.8996493816376
724992,354,1.3693804,0.2239779,1930.6304995300002,328,0.9850406907498837,3160.5,0.09443359,-0.0066602277,0.0073619476,724992,1837.1309802532196
727040,355,1.3851403,0.3761165,1930.6304995300002,356,0.9776918832212687,3160.5,0.079589844,-0.005060029,0.0064020655,727040,1843.3716938495636
729088,356,1.3838434,8.257044,1993.0916922500003,417,0.7841217964887619,3250.53,0.08867188,-0.005775843,0.00827625,729088,1849.1205587387085
731136,357,1.3757795,23.3963,1996.5081010000001,414,0.6644289195537567,3255.42,0.10966797,-0.006400194,0.022518728,731136,1854.032620191574
733184,358,1.387892,7.57576,2002.5449858599998,442,0.8230436742305756,3264.36,0.071826175,-0.0077920123,0.0062824944,733184,1858.9778320789337
735232,359,1.4076314,26.3224,2011.3542397499996,400,0.6954320669174194,3276.01,0.095507815,-0.006034014,0.010915205,735232,1863.6050581932068
737280,360,1.411181,8.080948,2018.0049891199994,415,0.7543826848268509,3287.05,0.056005858,-0.0036739097,0.00490839,737280,1868.7240738868713
739328,361,1.4082227,6.678485,2027.7736622399998,426,0.8732787072658539,3300.78,0.06411133,-0.004667045,0.00591343,739328,1873.653785943985
741376,362,1.4231613,5.986519,2029.7683170799999,349,0.8665198981761932,3303.53,0.07421875,-0.00073893403,0.007052616,741376,1878.4619631767273
743424,363,1.445146,0.3031886,2029.7683170799999,382,0.965412113815546,3303.53,0.1144043,-0.007106868,0.010006919,743424,1884.327824831009
745472,364,1.4404585,0.330869,2029.7683170799999,400,0.9761702194809914,3303.53,0.042675782,-0.00431889,0.0041296794,745472,1889.6858637332916
747520,365,1.4289445,0.25473744,2029.7683170799999,372,0.9760754592716694,3303.53,0.082617186,-0.007459957,0.0063267103,747520,1894.796499490738
749568,366,1.4348376,0.41344792,2029.7683170799999,375,0.953246459364891,3303.53,0.08984375,-0.0061120326,0.007925107,749568,1900.292555809021
751616,367,1.4604266,0.25002903,2029.7683170799999,370,0.9672072641551495,3303.53,0.09833984,-0.0046399855,0.009171283,751616,1905.7481579780579
753664,368,1.4721187,0.32670754,2029.7683170799999,397,0.9605322033166885,3303.53,0.056591798,-0.0052498356,0.0047968603,753664,1911.2763650417328
755712,369,1.4718711,0.94070786,2029.7683170799999,377,0.8452886343002319,3303.53,0.06933594,-0.0025117989,0.005923045,755712,1916.431036233902
757760,370,1.4722965,0.3128373,2029.7683170799999,367,0.9721521139144897,3303.53,0.056396484,-0.008951079,0.0050761574,757760,1921.8524775505066
759808,371,1.4603094,0.18667725,2029.7683170799999,407,0.9772795755416155,3303.53,0.06772461,-0.007603568,0.005498214,759808,1927.4323513507843
761856,372,1.4515995,0.12741026,2029.7683170799999,429,0.98319729603827,3303.53,0.07285156,-0.0062710443,0.0057830913,761856,1932.4555995464325
763904,373,1.4531604,7.8072176,2187.6980032799997,444,0.8226271420717239,3540.6,0.052001953,-0.0044696503,0.0053848675,763904,1937.224544763565
765952,374,1.4500617,0.44604534,2187.6980032799997,401,0.9639505371451378,3540.6,0.06875,-0.0049601765,0.005660072,765952,1941.8294212818146
768000,375,1.4533472,0.25207308,2187.6980032799997,374,0.9753974005579948,3540.6,0.053808592,-0.0061817043,0.004717893,768000,1946.9255030155182
770048,376,1.4540564,0.7997211,2187.6980032799997,403,0.9629097245633602,3540.6,0.072753906,-0.0052632033,0.005844056,770048,1952.3997485637665
772096,377,1.4418347,0.22010556,2187.6980032799997,382,0.9765341002494097,3540.6,0.059326172,-0.006004352,0.005178939,772096,1957.4824583530426
774144,378,1.4315664,0.39836752,2187.6980032799997,406,0.9717447645962238,3540.6,0.060009766,-0.0040214704,0.0051536006,774144,1962.8342711925507
776192,379,1.4319025,0.364587,2187.6980032799997,382,0.9625111259520054,3540.6,0.087646484,-0.00881862,0.0069121122,776192,1967.8756437301636
778240,380,1.4439867,7.117063,2273.26942343,425,0.8396336287260056,3666.41,0.064453125,-0.0020736728,0.006323668,778240,1973.2260310649872
780288,381,1.4644883,22.203115,2281.47224611,417,0.6561854183673859,3678.71,0.081445314,-0.0036388654,0.0071008853,780288,1978.0456974506378
782336,382,1.4702125,0.30807328,2281.47224611,359,0.9686561562120914,3678.71,0.06552734,-0.0026303846,0.0051462776,782336,1982.95308303833
784384,383,1.4635236,0.19197452,2281.47224611,362,0.9791638534516096,3678.71,0.08779297,-0.008826511,0.0069549284,784384,1988.6487109661102
786432,384,1.4588869,0.20924787,2281.47224611,419,0.9815273769199848,3678.71,0.092236325,-0.0064633735,0.0071847057,786432,1994.2945823669434
788480,385,1.4555353,0.39267018,2281.47224611,394,0.9739695508033037,3678.71,0.10058594,-0.007000325,0.0076098577,788480,1999.1720895767212
790528,386,1.4535055,0.44118682,2281.47224611,366,0.9705124162137508,3678.71,0.055615235,-0.00681905,0.0049125305,790528,2004.3706948757172
792576,387,1.4581649,0.60166156,2281.47224611,418,0.897591769695282,3678.71,0.089501955,-0.008122243,0.0079066055,792576,2009.9592792987823
