explained_variance,clipfrac,approxkl,fps,ep_reward_mean,serial_timesteps,policy_loss,policy_entropy,value_loss,ep_len_mean,time_elapsed,n_updates,total_timesteps
0.9770841803401709,0.07124023,0.005419903,296,793.4351873899999,208896,-0.0048561925,2.1021028,7.391655,842.65,668.0067276954651,102,208896
0.4699059724807739,0.039453126,0.0038014886,295,807.4026433800001,210944,-0.0049381903,2.110412,12.272593,857.62,674.9083209037781,103,210944
-0.0005601644515991211,0.038769532,0.0035376605,295,818.79038342,212992,-0.0021621308,2.1159506,16.010899,869.44,681.8509695529938,104,212992
0.8646109700202942,0.04350586,0.0035939328,305,833.27728804,215040,-0.0019525839,2.1320734,7.6653404,885.36,688.774092912674,105,215040
0.8955879434943199,0.04453125,0.0035129641,296,846.29451384,217088,-0.001970965,2.1576378,8.523005,899.05,695.4819219112396,106,217088
0.8088968843221664,0.0105957035,0.0013641946,300,854.60663763,219136,-0.00019513574,2.178264,9.871838,908.11,702.3862891197205,107,219136
0.7662051320075989,0.05415039,0.0044066794,298,869.8744557899997,221184,-0.0015634939,2.17822,9.737986,924.3,709.2091460227966,108,221184
0.009284138679504395,0.03364258,0.003127911,299,880.20281699,223232,-0.0010318208,2.1761944,15.127408,935.18,716.080010175705,109,223232
0.8214169889688492,0.036230467,0.003286447,298,894.3385082399999,225280,-0.0023313016,2.1801162,10.949574,950.33,722.9197220802307,110,225280
-0.0013468265533447266,0.024609376,0.002447776,308,910.92266585,227328,0.00014052982,2.189258,14.756058,968.0,729.7763729095459,111,227328
0.06097733974456787,0.019140625,0.0021305538,296,925.0017539699999,229376,-0.00025273216,2.185537,15.067398,982.55,736.4177248477936,112,229376
0.0014679431915283203,0.022705078,0.0024943107,295,940.17465896,231424,-0.0010378411,2.1756294,15.128769,998.55,743.328277349472,113,231424
-0.0003490447998046875,0.050830077,0.00409219,295,954.69908068,233472,-0.0021651215,2.1784685,15.208994,1013.99,750.2586693763733,114,233472
0.9518068097531796,0.04897461,0.0041680085,298,969.0160812099999,235520,-0.0032565456,2.1817977,11.408213,1028.51,757.198489189148,115,235520
0.7785330414772034,0.0125,0.0019726206,293,981.75771634,237568,-0.00022987528,2.1817164,12.79248,1042.29,764.05131483078,116,237568
0.9093289822340012,0.014257813,0.0015280738,297,995.19284936,239616,-0.00011427621,2.1836035,10.061238,1056.48,771.0193920135498,117,239616
0.009205281734466553,0.05214844,0.0043436205,296,1008.8305124499999,241664,-0.0005290148,2.195493,14.6191635,1071.22,777.9080326557159,118,241664
0.1228300929069519,0.039746094,0.0034251742,299,1024.54709387,243712,-0.00080522103,2.2135513,13.7221775,1087.9,784.8143782615662,119,243712
0.07424968481063843,0.028759766,0.0028674267,294,1036.2607475099999,245760,-0.00013220236,2.2260087,13.781229,1100.55,791.6621799468994,120,245760
0.9775242041796446,0.02470703,0.0024363773,293,1050.8214207,247808,-0.0018652484,2.2386725,15.535746,1116.18,798.6192493438721,121,247808
0.9670911878347397,0.01508789,0.0020839921,289,1061.2965535800001,249856,-0.0012175322,2.22774,15.067906,1126.89,805.6019322872162,122,249856
0.9754869323223829,0.028857421,0.0029900642,297,1073.11140638,251904,-0.0017924927,2.203547,14.031636,1139.86,812.6690080165863,123,251904
0.02657264471054077,0.05629883,0.0045908806,294,1087.45498498,253952,-0.0027091238,2.198526,15.423483,1154.73,819.5535233020782,124,253952
0.04134869575500488,0.0076171877,0.001408613,291,1101.26459462,256000,-0.0007131896,2.197207,14.712504,1169.21,826.4984085559845,125,256000
-0.004857897758483887,0.03261719,0.0032551568,294,1114.0939235,258048,-0.0010156438,2.1986465,15.472181,1182.5,833.5181677341461,126,258048
0.2997193932533264,0.017529298,0.0019129028,294,1129.1698010000002,260096,0.001469699,2.2109346,13.359889,1198.46,840.4782538414001,127,260096
0.013487637042999268,0.050341796,0.003667806,294,1141.7887165000002,262144,-0.0029728874,2.2265658,15.16968,1211.57,847.4270069599152,128,262144
-0.0001862049102783203,0.01796875,0.0018820195,297,1157.2729531500001,264192,-0.000303597,2.2351456,16.056807,1227.68,854.3854703903198,129,264192
0.13641148805618286,0.03413086,0.0032183216,296,1168.47281739,266240,-0.0013778216,2.2392888,14.431447,1239.39,861.2716822624207,130,266240
0.012690424919128418,0.04296875,0.0035809067,294,1183.46232207,268288,-0.0011621757,2.2427828,15.639854,1255.36,868.1884980201721,131,268288
0.9182544052600861,0.033837892,0.0029524858,298,1198.4398735500001,270336,-0.0024216354,2.243341,4.004385,1271.42,875.1514964103699,132,270336
0.40228545665740967,0.047753908,0.003992069,294,1214.13521064,272384,-0.0023252065,2.256218,12.477766,1288.48,882.0177958011627,133,272384
0.057239830493927,0.029882813,0.0026612843,291,1229.56659318,274432,-0.0017530728,2.2908397,15.621214,1304.61,888.9679226875305,134,274432
-0.0008722543716430664,0.005859375,0.0011201581,296,1238.66097217,276480,-0.00014284137,2.307918,16.258137,1313.58,896.0050461292267,135,276480
0.025830447673797607,0.030957032,0.0028179514,305,1249.32400434,278528,-0.0017785935,2.3141332,15.477867,1324.84,902.9255995750427,136,278528
0.008696496486663818,0.023388673,0.0024212485,299,1256.4159149399998,280576,-0.0019954767,2.3208628,16.253067,1332.52,909.6244003772736,137,280576
0.04521852731704712,0.021142578,0.0020273507,300,1271.8969332499998,282624,0.0005071619,2.3387196,15.586382,1348.69,916.459493637085,138,282624
0.1529521942138672,0.04296875,0.003745544,304,1294.55156856,284672,-0.0017478287,2.360094,29.142736,1374.13,923.277890920639,139,284672
0.36530518531799316,0.0421875,0.0038099387,308,1306.8566110000002,286720,-0.0039894343,2.3781831,12.805403,1387.94,929.998331785202,140,286720
0.629719614982605,0.03642578,0.0033110578,293,1319.08844913,288768,-0.0017357938,2.3895597,12.989721,1401.41,936.6305544376373,141,288768
0.003541111946105957,0.015576172,0.0018681079,293,1333.81976513,290816,-0.0007132248,2.3882327,16.620417,1416.69,943.6068947315216,142,290816
0.17506319284439087,0.0140625,0.0016667768,299,1344.1268684899999,292864,-0.0017515365,2.3854516,14.630704,1427.17,950.5763816833496,143,292864
0.9516906477510929,0.015625,0.0019577995,298,1348.4640685,294912,-0.00025888465,2.3767512,4.0068865,1432.17,957.409033536911,144,294912
0.9594571217894554,0.006689453,0.001207446,297,1353.40205772,296960,-0.0019288812,2.3755143,3.678679,1437.37,964.2711069583893,145,296960
0.7435753643512726,0.0105957035,0.0017864294,299,1364.3346852299999,299008,-0.0017325841,2.3693702,8.76964,1449.35,971.1498444080353,146,299008
0.39979100227355957,0.014453125,0.0016796542,296,1376.8871915499997,301056,-0.0029647592,2.3644803,13.772675,1462.9,977.9857618808746,147,301056
0.007381796836853027,0.0515625,0.004231921,301,1384.7406304899998,303104,-0.004267928,2.3648758,16.992012,1471.69,984.8982725143433,148,303104
0.009265363216400146,0.0105957035,0.0016977089,296,1398.9560339099999,305152,0.00069232547,2.3681312,17.164791,1486.97,991.6935880184174,149,305152
0.0010927319526672363,0.044921875,0.0038405457,294,1411.30455081,307200,-0.0035495446,2.3927302,17.149578,1500.05,998.6090383529663,150,307200
