time_elapsed,clipfrac,explained_variance,value_loss,ep_len_mean,policy_loss,n_updates,fps,policy_entropy,approxkl,serial_timesteps,total_timesteps,ep_reward_mean
2489.594858646393,0.0546875,0.8811530992388725,5.0687504,1696.55,-0.002043357,492,401,2.4624982,0.004455082,1007616,1007616,1143.4034738400003
2494.6945283412933,0.046972655,0.7477180361747742,16.362988,1681.68,-0.004207834,493,434,2.462267,0.0041461075,1009664,1009664,1134.57240427
2499.4093837738037,0.07451172,0.6723284423351288,11.087964,1681.68,-0.0013286922,494,375,2.4717607,0.006624321,1011712,1011712,1134.1700554400002
2504.87042093277,0.053369142,0.6627245843410492,11.612027,1681.68,-0.0036522592,495,400,2.4840083,0.004709729,1013760,1013760,1135.0517454300002
2509.988787651062,0.057714842,0.7802233994007111,9.429189,1681.68,-0.0054567144,496,413,2.478063,0.0049180756,1015808,1015808,1136.51762517
2514.9462859630585,0.02265625,0.9073108732700348,4.4104886,1678.42,-0.0033987202,497,404,2.479545,0.0023898394,1017856,1017856,1134.7831676800001
2520.011929988861,0.03178711,0.8488830924034119,11.752906,1667.86,-0.0026599264,498,430,2.4983778,0.0028873873,1019904,1019904,1127.60931864
2524.77415394783,0.04921875,0.9039976820349693,4.483618,1657.67,-0.0023347086,499,405,2.508385,0.0042670807,1021952,1021952,1120.44522849
2529.8201479911804,0.05239258,0.8082943260669708,9.30828,1660.73,-0.0032429837,500,419,2.4975479,0.0045341076,1024000,1024000,1122.7671593300001
2534.7048399448395,0.04951172,0.7873524576425552,14.899951,1648.86,-0.0049562054,501,405,2.4874744,0.004148789,1026048,1026048,1116.49581165
2539.7574365139008,0.08120117,0.6230015754699707,11.831351,1648.86,-0.002416358,502,404,2.491286,0.0070069646,1028096,1028096,1116.10623886
2544.821919441223,0.04350586,0.9312013983726501,3.8540034,1645.93,-0.004255875,503,410,2.5047858,0.0038156423,1030144,1030144,1113.94274567
2549.810537815094,0.041064452,0.6930538713932037,12.05961,1645.93,-0.0023505334,504,394,2.5108392,0.0039970623,1032192,1032192,1114.30708764
2555.001779317856,0.03466797,0.7759393453598022,17.687216,1632.23,-0.0032364826,505,427,2.5071757,0.0033033248,1034240,1034240,1104.2822353000001
2559.796664953232,0.02734375,0.6963298618793488,12.294648,1632.23,-0.0010899233,506,389,2.51161,0.0027536803,1036288,1036288,1104.8954816900002
2565.053519487381,0.047802735,0.6936645209789276,14.379845,1632.23,-0.0017410775,507,407,2.5088344,0.0043133222,1038336,1038336,1104.6565865500002
2570.084769964218,0.0484375,0.7297252714633942,13.032145,1632.23,-0.004385532,508,371,2.5048134,0.004470716,1040384,1040384,1105.3666669300003
2575.592015504837,0.07426758,0.865042433142662,11.260351,1617.25,-0.0051380335,509,394,2.4897358,0.006212153,1042432,1042432,1095.47090871
2580.78023481369,0.08100586,0.5955460667610168,12.293524,1633.28,-0.0011491368,510,356,2.4835744,0.007719455,1044480,1044480,1105.7066851400002
2586.5219206809998,0.06313477,0.7322521507740021,11.883074,1633.28,-0.005385111,511,402,2.49137,0.0056340233,1046528,1046528,1106.1972926400001
2591.608407497406,0.055761717,0.7860845476388931,8.1099415,1633.28,-0.007073853,512,394,2.488897,0.004798108,1048576,1048576,1106.40242338
2596.7951459884644,0.066308595,0.5492092072963715,10.465886,1633.28,0.0009545578,513,400,2.486113,0.005845175,1050624,1050624,1104.51356402
