#{"t_start": 1566576136.116811, "env_id": null}
r,l,t
295.532042,1602,4.364995
116.47959,572,6.220085
34.884566,181,6.597337
94.851096,491,7.584908
169.87345,759,9.148644
64.384432,312,9.818394
42.080452,231,10.864231
131.758348,626,12.218388
50.180563,273,12.855262
437.539391,1782,16.981937
83.531631,417,17.904399
67.139294,350,18.690106
72.652884,409,19.761399
135.845182,634,21.518151
112.202391,563,22.627336
77.865289,403,23.488953
70.647279,372,24.295074
114.880805,642,26.19635
54.216535,284,26.758114
78.618114,375,27.584241
62.209118,358,28.335466
46.888967,274,29.010096
50.660635,266,29.588549
80.892763,445,31.205053
67.585956,343,32.017592
54.118152,298,32.746386
51.098523,304,33.335819
71.578926,397,34.090091
67.443137,378,35.285183
66.096859,377,36.194836
68.939184,383,37.111472
61.338854,348,38.046081
65.700039,384,39.086725
73.06827,402,40.019498
79.335366,393,41.23025
51.137708,292,41.821776
53.012674,276,42.546492
46.887984,257,43.068678
46.093062,242,43.719228
61.366339,309,44.458785
58.207416,295,45.091844
68.62119,362,46.347339
56.636685,290,46.976979
62.436365,343,47.909886
50.921042,289,48.496836
64.977313,357,49.241481
50.292043,251,49.771235
67.643545,360,50.898381
67.753159,359,51.613433
63.443046,319,52.575654
77.46577,461,53.515227
46.818541,248,54.007978
48.882514,266,54.628773
73.985392,362,55.787044
102.258704,649,57.215166
79.609645,481,58.157266
88.296611,532,59.274584
65.395964,385,60.409017
83.11428,501,61.490559
98.783661,638,62.961485
148.824899,964,65.452393
55.392541,340,66.147637
83.418497,515,67.380123
104.886739,647,68.766686
66.717487,394,69.570705
108.285821,693,71.491566
202.000693,1328,74.483588
128.02938,825,76.767791
162.869159,1065,79.317041
285.223527,1945,84.181157
308.74612,2049,89.11513
322.678566,2049,94.256563
320.62929,2049,99.499686
320.336831,2049,104.384206
331.41492,2049,110.12578
336.235934,2049,115.533664
348.744654,2049,120.730853
352.748207,2049,126.049313
366.500564,2049,131.291991
373.299996,2049,136.699399
378.982791,2049,141.879056
383.929508,2049,146.9654
389.449933,2049,152.420328
395.754197,2049,157.86552
404.80901,2049,163.04346
415.286308,2049,168.669141
419.502432,2049,173.926804
431.111704,2049,179.497654
425.082018,2049,185.062871
420.976002,2049,190.805634
427.280837,2049,196.386642
424.57983,2049,201.91518
420.010133,2049,207.22593
418.436186,2049,212.862251
415.550338,2049,218.210055
417.123989,2049,223.665742
411.877663,2049,229.473818
416.0637,2049,234.798206
417.286478,2049,240.97773
421.781572,2049,246.497421
424.349574,2049,251.842709
436.699179,2049,257.065941
430.204401,2049,262.40767
429.603178,2049,267.992163
426.159396,2049,273.478457
435.539388,2049,278.487192
439.438479,2049,283.427508
434.472293,2049,288.730381
436.606552,2049,293.893679
444.374457,2049,299.063415
435.065224,2049,303.947949
450.113345,2049,308.910121
441.063233,2049,314.080766
438.325911,2049,319.094911
447.181726,2049,324.105722
432.450785,2049,329.003424
429.142666,2049,334.167874
437.903946,2049,339.657621
442.537915,2049,344.400012
494.052206,2049,349.484501
532.865499,2049,354.375042
536.588798,2049,359.35038
581.484383,2049,364.4669
602.943917,2049,369.485134
563.020402,2049,374.3744
681.391312,2049,379.467639
758.434187,2049,384.572962
602.187745,2049,389.821398
660.166814,2049,395.147133
691.468257,2049,400.488434
712.88512,2049,406.297384
651.592967,2049,411.243973
702.026678,2049,416.292522
735.901508,2049,421.365175
806.047295,2049,426.637158
672.507449,2049,432.179221
703.69298,2049,437.697868
795.165188,2049,443.259697
841.791085,2049,448.618225
838.627943,2049,453.962987
833.904102,2049,459.260608
853.6084,2049,465.147307
766.634544,2049,470.272539
818.390889,2049,475.707145
826.648502,2049,480.721932
859.906125,2049,485.750264
905.152125,2049,490.888213
901.839247,2049,495.808568
609.053557,1363,499.72397
611.12484,1407,503.304444
812.210809,1877,507.974689
315.405886,810,509.735483
694.325098,1623,514.152451
334.132105,865,515.990528
373.35656,993,518.692137
352.51673,886,520.635098
708.126808,1610,524.500544
249.047622,695,525.996044
868.725153,2049,531.14865
876.709614,2049,536.300844
845.35534,2049,541.775758
855.877833,2049,547.060683
874.075476,2049,552.155388
866.510881,2049,557.226403
918.970882,2049,562.511414
962.596918,2049,567.410539
939.032999,2049,572.799192
967.743546,2049,578.007545
699.104147,1471,581.509848
438.174825,1014,584.291625
858.867418,1853,588.620883
890.293181,1850,593.592614
510.63821,1064,596.186516
376.641388,836,597.899416
490.49459,1041,600.547608
1008.696269,2049,605.336433
347.080078,761,606.920841
380.096872,845,609.019902
201.804979,483,610.037309
163.519073,398,610.912704
254.930384,574,612.239865
256.694808,581,613.892752
203.986216,486,614.943593
255.762527,578,616.211244
172.114981,409,616.987771
167.994593,405,617.802589
231.350321,520,619.369995
488.463765,1003,621.700776
351.612762,734,624.170929
305.644985,674,625.595987
497.668346,1010,627.652972
318.030729,686,629.524705
261.2967,585,631.050632
218.766686,502,632.1239
200.988082,481,633.172661
