policy_entropy,explained_variance,ep_reward_mean,clipfrac,fps,ep_len_mean,time_elapsed,approxkl,n_updates,serial_timesteps,policy_loss,value_loss,total_timesteps
2.333758,0.21399933099746704,155.48213355,0.017773438,118,263.71,2357.115138530731,0.0018365218,195,399360,-0.0019453053,45.914463,399360
2.3335626,0.2629128098487854,157.59358677,0.031152343,120,267.46,2374.3321878910065,0.0032126817,196,401408,-0.0036507566,38.509872,401408
2.3396583,0.30326342582702637,156.91846734,0.018066406,105,266.19,2391.2903101444244,0.001981486,197,403456,-0.001495293,42.28086,403456
2.35437,0.40277957916259766,157.61858524,0.012158203,109,267.78,2410.7372601032257,0.0013091082,198,405504,-0.0013982791,37.77546,405504
2.380692,0.5777428448200226,173.53376526000002,0.0637207,246,285.86,2429.366665124893,0.0054993266,199,407552,-0.006129154,20.05402,407552
2.3978324,0.3640119433403015,156.41780873,0.0029785156,145,267.8,2437.6788833141327,0.001114305,200,409600,-0.00067877164,37.470085,409600
2.3901813,0.5248625576496124,161.88825637999997,0.025146484,128,273.72,2451.749273777008,0.0025512984,201,411648,-0.0014212677,34.75357,411648
2.4007623,0.6942622363567352,162.0135542,0.058398437,244,273.8,2467.688652038574,0.005080032,202,413696,-0.00531573,12.161394,413696
2.4095547,0.46355313062667847,178.16294624,0.029638672,272,291.92,2476.062650680542,0.0030448486,203,415744,-0.0021879114,14.633008,415744
2.4070725,0.48972660303115845,194.34434423,0.04375,370,310.0,2483.592710018158,0.0039820066,204,417792,-0.0024976968,15.412709,417792
2.4130642,0.42741715908050537,210.48412646999998,0.037109375,409,328.15,2489.1277117729187,0.0034179925,205,419840,-0.0022853059,13.740423,419840
2.4195764,0.27332305908203125,226.55130296,0.022998046,383,346.2,2494.1305434703827,0.0026902223,206,421888,-0.0035745774,14.167262,421888
2.4308333,0.2916671633720398,243.72615899999997,0.03305664,368,365.6,2499.4651091098785,0.0030571488,207,423936,-0.002143393,14.082639,423936
2.4339414,0.3632156252861023,260.28991343999996,0.033447266,273,383.84,2505.0299685001373,0.0031707655,208,425984,-0.0022594687,14.404483,425984
2.4262023,0.3981519341468811,283.97206320999993,0.014990235,235,409.65,2512.507705450058,0.0018505888,209,428032,-0.0015745217,20.686413,428032
2.4204748,0.48648977279663086,300.70520586,0.039746094,264,427.87,2521.1936037540436,0.0036744971,210,430080,-0.0033163012,14.383324,430080
2.4256995,0.3599686622619629,316.90397339,0.04506836,305,445.97,2528.9455308914185,0.0039103227,211,432128,-0.002528976,14.681027,432128
2.4382665,0.3577878475189209,333.22847112999995,0.029248048,378,464.08,2535.6544785499573,0.0028527647,212,434176,-0.0020556333,13.746622,434176
2.4473739,0.3334113359451294,349.8132330899999,0.03701172,311,482.18,2541.072853565216,0.0035472673,213,436224,-0.00067064224,14.552046,436224
2.446411,0.4184621572494507,366.12120212,0.07163086,277,500.24,2547.6455912590027,0.005917683,214,438272,-0.0060832854,13.690994,438272
2.4574373,0.32832229137420654,382.57235593000007,0.06538086,309,518.48,2555.028071165085,0.00519237,215,440320,-0.0039571524,13.773756,440320
2.4661987,0.3014969229698181,399.12564463,0.04916992,333,536.65,2561.6388459205627,0.0042306376,216,442368,-0.0038705375,13.36026,442368
2.471414,0.28427445888519287,415.35185260000003,0.030908203,256,554.51,2567.779670238495,0.0031045503,217,444416,-0.0018053245,13.689684,444416
2.4695354,0.25925326347351074,432.1371965999999,0.06992187,323,572.54,2575.779397726059,0.0052889497,218,446464,-0.0030602706,13.814829,446464
2.4717689,0.24910825490951538,448.61204013999986,0.051855467,322,590.69,2582.108563184738,0.004854041,219,448512,-0.005240081,14.09178,448512
2.4816005,0.3126941919326782,456.6142155199999,0.039111327,366,599.31,2588.4510362148285,0.003612198,220,450560,-0.0028835398,14.535734,450560
2.4938884,0.534872829914093,473.15865308,0.0440918,318,617.3,2594.039247274399,0.004278262,221,452608,-0.0074230493,11.538057,452608
2.5148902,0.33912986516952515,489.44945072999997,0.022607422,285,635.52,2600.47891664505,0.0023057058,222,454656,-0.0020628825,13.920102,454656
2.5337315,0.318581223487854,506.05254551999997,0.04121094,383,653.63,2607.6574687957764,0.003370382,223,456704,-0.0025933427,14.2957735,456704
2.54837,0.40075868368148804,522.97040034,0.047265626,273,671.71,2613.0037178993225,0.0041792477,224,458752,-0.0048337122,13.673734,458752
2.562406,0.3114650249481201,552.46565858,0.03720703,218,705.35,2620.4953229427338,0.0033594507,225,460800,-0.0034553115,23.898205,460800
2.566567,0.44170135259628296,565.75820631,0.02211914,220,720.26,2629.8570189476013,0.0021243878,226,462848,-0.001387825,22.723232,462848
2.5614283,0.3905795216560364,582.46108306,0.022021484,355,738.36,2639.1506679058075,0.0025525598,227,464896,-0.0030177417,13.785289,464896
2.564215,0.4017203450202942,582.4724829500001,0.022900391,239,738.36,2644.918313264847,0.0023683924,228,466944,-0.0016100027,14.0472975,466944
2.5648446,0.36776065826416016,598.85131758,0.021337891,309,756.38,2653.476170063019,0.0025205617,229,468992,-0.0010263255,13.982669,468992
2.5694938,0.3428911566734314,614.90149966,0.011865234,407,774.48,2660.094505548477,0.0015970115,230,471040,-0.0008131374,13.035649,471040
2.5765226,0.28048354387283325,631.44913769,0.016162109,386,792.48,2665.1209440231323,0.0017592602,231,473088,-0.0012595628,14.168922,473088
2.5818927,0.3636557459831238,647.84549577,0.033837892,385,810.56,2670.4164214134216,0.003099248,232,475136,-0.0012713032,13.667607,475136
2.5780141,0.46983081102371216,657.01470907,0.03178711,310,821.05,2675.7292149066925,0.0029821447,233,477184,-0.0047822436,11.993506,477184
2.5710769,0.31050777435302734,672.6354141799999,0.028076172,298,839.17,2682.3302941322327,0.0027021407,234,479232,-0.002152891,13.111814,479232
2.5683274,0.318600594997406,688.2974420999999,0.045996092,388,857.33,2689.193276166916,0.003978202,235,481280,-0.0025146804,13.580795,481280
2.5780957,0.3569040894508362,704.4399784100001,0.02602539,327,875.65,2694.461300134659,0.0028464585,236,483328,-0.0011652827,25.337921,483328
2.5897415,0.3160262703895569,718.86144012,0.041259766,338,891.58,2700.7108113765717,0.003650726,237,485376,-0.0015693574,13.520571,485376
2.6165953,0.41772884130477905,741.21645301,0.04575195,262,915.27,2706.769697904587,0.0037314463,238,487424,-0.006379401,22.251654,487424
2.6407874,0.4358901381492615,756.3008749800001,0.043847658,260,931.6,2714.5725495815277,0.003872665,239,489472,-0.0047959825,12.3381195,489472
2.6475675,0.2365870475769043,773.51829763,0.02216797,299,949.73,2722.4390375614166,0.0024962542,240,491520,-0.001752873,14.790476,491520
2.6444414,0.27162694931030273,790.5199001100002,0.029882813,317,967.92,2729.286459684372,0.0029453267,241,493568,-0.0029147437,14.651617,493568
2.6516109,0.2479459047317505,807.68883695,0.050146483,264,987.18,2735.7382662296295,0.004101514,242,495616,-0.00365448,14.46976,495616
2.6539037,0.3947920799255371,814.3331012000001,0.03330078,311,994.87,2743.4876828193665,0.003192824,243,497664,-0.001160691,13.017946,497664
2.6618314,0.35316354036331177,830.66578848,0.041992188,383,1013.04,2750.0598196983337,0.0036932603,244,499712,-0.0015475642,14.0355015,499712
2.6806836,0.2488420009613037,847.17595197,0.039990235,369,1031.22,2755.4061675071716,0.0035214121,245,501760,-0.003393239,14.499472,501760
2.6927018,0.38305383920669556,863.6322387099999,0.025097657,323,1049.43,2760.9500625133514,0.002620412,246,503808,-0.0016890571,14.181398,503808
2.7084603,0.3614223003387451,880.1864387500001,0.044677734,319,1067.39,2767.2725913524628,0.0035208073,247,505856,-0.0038755643,14.353889,505856
2.7332838,0.25653743743896484,897.15218758,0.026464844,301,1085.67,2773.69313788414,0.0025468986,248,507904,-0.0012137748,14.912985,507904
2.7306118,0.30454397201538086,914.14622193,0.022216797,279,1103.87,2780.493156671524,0.002373834,249,509952,-0.0017014038,15.189249,509952
2.7268758,0.2511814832687378,930.92830503,0.03828125,311,1122.03,2787.8087294101715,0.0034807432,250,512000,-0.0023749673,14.781998,512000
2.728523,0.278761625289917,948.05164617,0.021435548,349,1140.14,2794.384722471237,0.0020459413,251,514048,-0.0026726194,15.198647,514048
2.74042,0.22267615795135498,965.07553205,0.013183594,358,1158.25,2800.2468118667603,0.0014810021,252,516096,-0.00039595627,15.394757,516096
2.7509418,0.30593085289001465,981.7245325000002,0.034472656,343,1176.47,2805.956150531769,0.0032407537,253,518144,-0.0018011089,14.57419,518144
2.7560542,0.35389840602874756,998.7210175400002,0.054052733,306,1194.62,2811.9226653575897,0.0044794334,254,520192,-0.001139107,15.041594,520192
2.7645357,0.4128883481025696,1022.3660785700002,0.020458985,274,1220.24,2818.595832824707,0.00237836,255,522240,-0.0033783508,26.325113,522240
2.7677112,0.38788431882858276,1039.1535764000002,0.024560547,306,1238.18,2826.0585703849792,0.0023555695,256,524288,-0.0036282628,26.370584,524288
2.7620854,0.4652674198150635,1049.6678376099999,0.012597656,236,1248.99,2832.7484493255615,0.0017473422,257,526336,-0.002935998,26.825052,526336
2.7613587,0.4541208744049072,1061.58186818,0.035058595,285,1261.74,2841.4231519699097,0.0030418138,258,528384,-0.001822484,12.981087,528384
2.777113,0.5740370750427246,1076.96561091,0.025585938,340,1278.29,2848.5944912433624,0.0025618623,259,530432,-0.0019245471,12.029334,530432
2.779662,0.50637286901474,1098.4482420399997,0.030078124,246,1301.49,2854.6114444732666,0.002948346,260,532480,-0.0048023844,24.789385,532480
2.7916715,0.29122674465179443,1116.29717111,0.02607422,390,1320.77,2862.9372510910034,0.0025587522,261,534528,-0.002219743,16.11494,534528
2.7959173,0.3153860569000244,1133.0114706,0.045654297,268,1338.84,2868.184111595154,0.0040810117,262,536576,-0.0026916522,16.120481,536576
2.7904143,0.31761521100997925,1149.95775896,0.040625,277,1356.99,2875.81706905365,0.003619093,263,538624,-0.002369894,16.412727,538624
2.7937846,0.36041444540023804,1167.33821575,0.041552734,382,1375.04,2883.202579498291,0.0036039487,264,540672,-0.0013468631,16.323383,540672
2.8053803,0.31842756271362305,1185.09195378,0.032421876,326,1393.27,2888.561210632324,0.0031623729,265,542720,-0.0020012588,16.808237,542720
2.8152177,0.32766056060791016,1202.8555309600001,0.00913086,324,1411.38,2894.827868938446,0.0012546296,266,544768,-0.0003816382,17.050795,544768
2.8175697,0.3080679774284363,1220.7888798499998,0.063769534,363,1429.49,2901.1440143585205,0.0054010255,267,546816,-0.0039899545,17.080595,546816
2.8307958,0.33281826972961426,1238.52964844,0.030810546,281,1447.64,2906.778580904007,0.0027839483,268,548864,-0.0011705272,16.920666,548864
2.8428147,0.35726428031921387,1256.46461111,0.017431641,309,1465.69,2914.062641620636,0.0018543083,269,550912,-0.0009047881,17.267477,550912
2.8415346,0.3451768159866333,1274.34520821,0.011425781,359,1483.7,2920.6850411891937,0.0017967395,270,552960,-0.00035657626,17.540436,552960
2.854377,0.37316077947616577,1292.3191970599999,0.02241211,311,1501.81,2926.385151386261,0.0023445573,271,555008,-0.0021498816,17.67986,555008
2.870332,0.3629971146583557,1310.45089414,0.012451172,349,1519.94,2932.9697074890137,0.0015649917,272,557056,-0.0009489771,17.750217,557056
2.8801126,0.32305604219436646,1328.68141989,0.024609376,345,1538.12,2938.824779987335,0.0023922764,273,559104,-0.0016371151,17.77597,559104
2.8823714,0.42361927032470703,1346.6903800100001,0.046972655,259,1556.27,2944.7599341869354,0.004575362,274,561152,-0.00300818,17.470448,561152
2.8876052,0.3665585517883301,1364.6628185199997,0.016308594,407,1574.41,2952.654205560684,0.0020406637,275,563200,-0.0010744603,17.943192,563200
2.8903298,0.33816003799438477,1366.31552994,0.020996094,420,1574.41,2957.687911748886,0.0023947735,276,565248,-0.002026376,17.564142,565248
2.881845,0.34623050689697266,1384.52641796,0.013720703,276,1592.47,2962.5590403079987,0.0019391589,277,567296,-0.0015648638,18.141281,567296
2.8786392,0.34032028913497925,1402.33749859,0.011376953,292,1610.59,2969.9550120830536,0.0014827226,278,569344,-0.0017125465,17.86327,569344
2.8730621,0.39383983612060547,1420.37909327,0.046484374,253,1628.67,2976.9461126327515,0.0041223997,279,571392,-0.0029776841,18.022099,571392
2.865693,0.362693190574646,1438.18526146,0.021923829,303,1646.77,2985.0364768505096,0.002389246,280,573440,-0.0011338231,18.488739,573440
2.870278,0.39167851209640503,1456.1914538199999,0.012353515,359,1664.91,2991.7943675518036,0.001616735,281,575488,-0.0015949393,18.591808,575488
2.8749883,0.33457738161087036,1474.17415575,0.04848633,339,1683.12,2997.4888253211975,0.0044527217,282,577536,-0.003308238,18.438272,577536
2.8719637,0.4169403314590454,1491.9553155699998,0.068603516,300,1701.17,3003.5286540985107,0.0053917803,283,579584,-0.0040460066,18.53901,579584
2.873783,0.39493024349212646,1509.7163837499997,0.051464844,389,1719.15,3010.3510632514954,0.0046091806,284,581632,-0.0037455265,18.190939,581632
2.8757749,0.39767444133758545,1527.2705905899995,0.037353516,256,1737.24,3015.6131641864777,0.0034822621,285,583680,-0.0010364174,17.381298,583680
2.8778465,0.3612346053123474,1540.59003207,0.047753908,244,1750.25,3023.6134662628174,0.0040919213,286,585728,-0.0005573873,18.384937,585728
2.8868332,0.34453779458999634,1558.7995581500002,0.006884766,329,1768.26,3031.974356174469,0.0011437506,287,587776,-0.0008934139,18.86033,587776
2.894514,0.33541983366012573,1576.84310624,0.026806641,296,1786.38,3038.1955280303955,0.0029301986,288,589824,-2.4538069e-05,18.849716,589824
2.8910317,0.4210354685783386,1594.80461562,0.048779298,264,1804.55,3045.1014318466187,0.004913433,289,591872,-0.000988994,18.432774,591872
2.891339,0.337130606174469,1612.7013489200003,0.027294923,363,1822.55,3052.8379242420197,0.002603743,290,593920,-0.0013701707,18.869686,593920
2.8963995,0.4010528326034546,1630.8540803199999,0.0126953125,355,1840.58,3058.475521326065,0.0015592619,291,595968,-0.0006607148,18.89014,595968
2.8988657,0.4344549775123596,1648.57470188,0.031152343,268,1858.77,3064.243337869644,0.002997045,292,598016,-0.0022247029,18.774849,598016
2.9029098,0.35724037885665894,1665.9628154300005,0.051464844,283,1876.74,3071.8590939044952,0.004571802,293,600064,-0.0027513453,18.616634,600064
2.905946,0.46550101041793823,1651.25020841,0.017529298,300,1857.82,3079.0820231437683,0.0018194944,294,602112,-0.00341316,35.043144,602112
2.913569,0.389667272567749,1653.08297812,0.011816407,357,1857.82,3085.907394886017,0.0013498226,295,604160,-0.0010076625,18.737621,604160
2.9241567,0.37974900007247925,1654.83604807,0.03286133,395,1857.82,3091.6293852329254,0.0030356983,296,606208,-0.001852129,18.721601,606208
2.9360728,0.3855981230735779,1656.39457918,0.04511719,308,1857.82,3096.8084683418274,0.004146207,297,608256,-0.0015535237,18.755085,608256
2.9400346,0.37543243169784546,1657.71231828,0.0730957,315,1857.82,3103.454311132431,0.005697521,298,610304,-0.0012100438,18.698755,610304
2.9511998,0.45895475149154663,1659.2607422500002,0.038671874,295,1857.82,3109.945957183838,0.0037372217,299,612352,-0.0028426598,18.841303,612352
2.967814,0.37474000453948975,1669.69416368,0.0421875,323,1868.28,3116.8719170093536,0.003811219,300,614400,-0.0021970493,18.924862,614400
2.974687,0.4267449975013733,1671.02419237,0.009863282,263,1868.28,3123.198714017868,0.0015619375,301,616448,-0.0004945283,18.790325,616448
2.973582,0.3727540373802185,1672.86257797,0.064501956,278,1868.28,3130.983050107956,0.005208985,302,618496,-0.0024607426,18.786705,618496
2.9646597,0.45869266986846924,1674.4618992099995,0.022314453,254,1868.28,3138.350682735443,0.0027930033,303,620544,-0.001537147,18.750208,620544
2.967911,0.31307071447372437,1675.2186366399997,0.06567383,248,1868.28,3146.392918109894,0.0053081033,304,622592,-0.004355344,19.344213,622592
2.9904752,0.38652461767196655,1676.4381519500002,0.04194336,351,1868.28,3154.625500202179,0.003962098,305,624640,-0.0029210837,19.230602,624640
2.992185,0.30697447061538696,1677.5095365400005,0.047802735,351,1868.28,3160.445196866989,0.004142319,306,626688,-0.0044320086,18.984129,626688
2.988782,0.36721640825271606,1678.96153221,0.019970704,328,1868.28,3166.266895532608,0.0022453535,307,628736,-0.0020888976,18.723988,628736
2.9856477,0.3291214108467102,1680.84821407,0.01953125,348,1868.28,3172.5045714378357,0.0019274649,308,630784,-0.0019933265,18.848898,630784
2.9769797,0.3362081050872803,1682.10788427,0.042919923,317,1868.28,3178.384790658951,0.0036955483,309,632832,-0.001638395,18.961407,632832
2.974082,0.3483813405036926,1683.7401358700001,0.04814453,287,1868.28,3184.835862159729,0.004238712,310,634880,-0.003008353,18.720797,634880
2.9719298,0.31670665740966797,1693.8419367399997,0.0126953125,236,1877.91,3191.9484100341797,0.0019466771,311,636928,-0.001048233,18.643936,636928
2.9712346,0.3226240277290344,1695.6478218700001,0.009326172,260,1877.99,3200.6130974292755,0.0013986793,312,638976,-0.00012408031,18.592155,638976
2.9633822,0.30370402336120605,1697.5971152000002,0.035058595,341,1877.99,3208.488943338394,0.0033114217,313,641024,-0.0014448393,19.024858,641024
2.9549127,0.2905661463737488,1699.21776941,0.025195312,236,1877.99,3214.4800622463226,0.0027992032,314,643072,-0.0004534639,19.187622,643072
2.9511058,0.3487347960472107,1700.6685276300004,0.010693359,288,1877.99,3223.1347103118896,0.00199573,315,645120,-0.0011092987,19.1519,645120
2.9464822,0.33110642433166504,1702.3790998800002,0.042626955,315,1877.99,3230.2284557819366,0.0045999885,316,647168,-0.0010987127,19.096157,647168
2.9429471,0.29910391569137573,1707.1732019,0.046826173,348,1880.61,3236.7241475582123,0.004064397,317,649216,-0.0047451765,18.983175,649216
2.9470851,0.3400964140892029,1716.2223210500001,0.02060547,377,1888.41,3242.5951347351074,0.0025930179,318,651264,-0.00051104266,18.869215,651264
2.960187,0.3267695903778076,1729.95921399,0.022070313,288,1901.74,3248.024130821228,0.0021734932,319,653312,-0.00022322114,19.126076,653312
2.971081,0.30435895919799805,1731.10050346,0.048095703,244,1901.74,3255.132830619812,0.0040076235,320,655360,-0.0015006845,19.118778,655360
2.9745355,0.3076290488243103,1732.39512101,0.048779298,299,1901.74,3263.522879600525,0.0038678565,321,657408,-0.0019166091,19.080765,657408
2.9737363,0.31510066986083984,1733.7969619199998,0.021142578,266,1901.74,3270.3696372509003,0.0021649837,322,659456,-0.0017338197,20.032375,659456
2.9788198,0.35209548473358154,1735.4134705800002,0.07329102,338,1901.74,3278.046877861023,0.0060615754,323,661504,-0.0023469734,19.06514,661504
2.989451,0.39795809984207153,1710.5550243300004,0.016748047,198,1871.29,3284.1069362163544,0.0017806044,324,663552,-0.0018208225,53.932873,663552
3.0047436,0.3509331941604614,1636.0153264300002,0.01640625,127,1784.51,3294.4488322734833,0.001863176,325,665600,-0.0027508708,100.68334,665600
3.0181699,0.35838305950164795,1642.0950522000003,0.03666992,264,1789.7,3310.536988735199,0.003428265,326,667648,-0.0025990338,19.075014,667648
3.0285685,0.4039161801338196,1644.71639134,0.04897461,257,1791.46,3318.2875628471375,0.004253405,327,669696,-0.0035801933,18.765827,669696
3.0448823,0.37917017936706543,1645.4997821700003,0.044287108,274,1791.46,3326.233400821686,0.003745834,328,671744,-0.001039263,19.190197,671744
3.0432727,0.44971054792404175,1629.5925576300003,0.05722656,309,1772.39,3333.7032210826874,0.004587161,329,673792,-0.005133835,35.704033,673792
3.0429788,0.36308175325393677,1641.7810270000002,0.035498045,261,1784.22,3340.326584339142,0.003235365,330,675840,-0.0020990553,19.029512,675840
3.035214,0.36797410249710083,1643.1769896900003,0.034277342,282,1784.22,3348.1718621253967,0.0031765297,331,677888,-0.001530281,19.179028,677888
3.0216637,0.40249907970428467,1628.1682307699998,0.0234375,235,1765.15,3355.4173271656036,0.0025691749,332,679936,-0.0014112676,36.24036,679936
3.0258865,0.384630024433136,1629.3720668099998,0.037646484,238,1765.15,3364.129974126816,0.0033735842,333,681984,-0.0013532576,18.933537,681984
3.0264397,0.37726908922195435,1630.7732628899996,0.01928711,234,1765.15,3372.722901582718,0.0027594971,334,684032,-0.00033926702,19.108395,684032
3.0177696,0.3457918167114258,1632.1292128599996,0.026464844,294,1765.15,3381.453414916992,0.0029841585,335,686080,-0.002137072,19.09579,686080
3.0152373,0.34586459398269653,1633.7294559499996,0.012353515,325,1765.15,3388.4140889644623,0.0015139529,336,688128,-0.0003957615,19.11926,688128
3.002254,0.2954866290092468,1634.81012853,0.025585938,328,1765.15,3394.7012016773224,0.0027040688,337,690176,-6.1567705e-05,19.377657,690176
2.9912152,0.3199673295021057,1635.9646790699999,0.013671875,341,1765.15,3400.935054063797,0.0017141523,338,692224,0.00068213185,18.945013,692224
2.9752886,0.3545052409172058,1637.58406164,0.025683593,333,1765.15,3406.933488845825,0.0025874649,339,694272,-0.0028636106,18.717659,694272
2.9751716,0.2740933895111084,1638.4694042200001,0.06723633,294,1765.15,3413.0789523124695,0.0053310185,340,696320,-0.0015583333,19.598967,696320
2.981272,0.3123794198036194,1632.31049261,0.027050782,241,1756.76,3420.03311920166,0.0028442428,341,698368,-0.0023864782,37.20392,698368
2.981897,0.3028057813644409,1643.2673231599997,0.05581055,263,1767.92,3428.5279586315155,0.004703558,342,700416,-0.001457619,19.00799,700416
2.9868722,0.2893717885017395,1651.0470193999995,0.03461914,285,1775.04,3436.2903895378113,0.0034190142,343,702464,-0.001011156,19.50128,702464
2.990533,0.31363052129745483,1662.78314503,0.025878906,357,1786.58,3443.4535014629364,0.0029577813,344,704512,-0.00047328143,18.936983,704512
2.9879298,0.27979719638824463,1676.6954661099996,0.029541016,255,1800.36,3449.1890320777893,0.0033280968,345,706560,-0.0027657482,19.261522,706560
2.9892328,0.322354257106781,1682.8712574200001,0.026953125,308,1805.71,3457.2023570537567,0.0025379003,346,708608,-0.0011787186,18.695024,708608
2.9901824,0.33090895414352417,1685.9386580999999,0.013769532,337,1807.33,3463.8413519859314,0.0016574971,347,710656,-0.0012852298,18.619474,710656
2.9974418,0.2823640704154968,1689.2774999300004,0.02265625,248,1809.29,3469.9126131534576,0.0022331255,348,712704,-0.0005143596,19.252287,712704
3.004235,0.28881561756134033,1700.5195654499998,0.022460938,336,1820.4,3478.1649584770203,0.0023193476,349,714752,-0.0003093196,19.487232,714752
3.0041878,0.28059881925582886,1701.5505774000003,0.017773438,324,1820.4,3484.2513132095337,0.0020157015,350,716800,-0.00047190776,19.119669,716800
2.9996457,0.32340508699417114,1702.9419441700002,0.03745117,356,1820.4,3490.5661227703094,0.0033802888,351,718848,-0.00073087343,18.541208,718848
2.9976292,0.2656475901603699,1704.0644793800002,0.05234375,275,1820.4,3496.3098866939545,0.0042579537,352,720896,-0.0015777051,19.299736,720896
2.9933727,0.28408825397491455,1704.7205363400003,0.058789063,293,1820.4,3503.741938352585,0.0047900523,353,722944,-0.003999879,19.092115,722944
3.009452,0.2636474370956421,1705.14660315,0.0265625,283,1820.4,3510.7179732322693,0.002650359,354,724992,0.0005893338,19.537312,724992
3.0085602,0.2796528935432434,1705.56937149,0.029248048,367,1820.4,3517.932561635971,0.0033752266,355,727040,-0.00095938845,19.274212,727040
3.0121338,0.31084221601486206,1705.9377683800003,0.11464844,243,1820.4,3523.512538909912,0.008820599,356,729088,-0.0060764174,18.845821,729088
3.0153704,0.30641841888427734,1706.5701812399996,0.02602539,353,1820.4,3531.914220094681,0.0024133504,357,731136,-0.0016060186,19.00645,731136
3.0159855,0.2919413447380066,1707.0721744799998,0.021337891,354,1820.4,3537.715362071991,0.0022191233,358,733184,-0.00067166693,19.172688,733184
3.0115223,0.2837004065513611,1707.4631733699998,0.06723633,278,1820.4,3543.489686489105,0.0056092106,359,735232,-0.003878732,19.621357,735232
3.0160472,0.28950345516204834,1707.9270793800001,0.052001953,336,1820.4,3550.8525693416595,0.0046159644,360,737280,-0.0024469742,19.287067,737280
3.011225,0.3080363869667053,1708.08360362,0.031396486,355,1820.4,3556.93230676651,0.0029101372,361,739328,-0.00076840224,19.027134,739328
3.0072377,0.30726516246795654,1708.2898670200002,0.04272461,313,1820.4,3562.6864988803864,0.004860848,362,741376,-0.003146144,19.254826,741376
3.0103993,0.2791547179222107,1708.57354992,0.031396486,279,1820.4,3569.2190647125244,0.0031408896,363,743424,-0.00017409683,19.917093,743424
3.0149097,0.5301260650157928,1706.6405177599997,0.061035156,259,1819.27,3576.549252271652,0.005522755,364,745472,-0.001793099,16.462297,745472
3.0111558,0.28281617164611816,1706.9888122799998,0.018945312,348,1819.27,3584.4353787899017,0.0024010367,365,747520,0.0004930155,19.486286,747520
3.0154014,0.31173908710479736,1706.8171644199997,0.04145508,346,1819.27,3590.315622329712,0.0033438844,366,749568,-0.00035911068,19.115303,749568
3.029423,0.298303484916687,1707.3632316599999,0.017626952,271,1819.27,3596.2348964214325,0.0021156755,367,751616,-0.00066995656,19.38387,751616
3.0339856,0.2914944887161255,1707.4550805599997,0.039697267,337,1819.27,3603.7891054153442,0.003521093,368,753664,-0.0018010468,19.677393,753664
3.035303,0.2934767007827759,1707.9612371099997,0.03955078,261,1819.27,3609.860699415207,0.00385295,369,755712,-0.0012082333,19.723267,755712
3.03474,0.3050714135169983,1708.4387317899998,0.010009766,298,1819.27,3617.703384876251,0.001602621,370,757760,-0.00061873236,19.557142,757760
3.0348697,0.310702383518219,1708.73475568,0.07919922,330,1819.27,3624.56773853302,0.006802825,371,759808,-0.00442501,19.444773,759808
3.0385475,0.2946385145187378,1709.2616288599997,0.045214843,357,1819.27,3630.7710721492767,0.0039882725,372,761856,-0.0039356593,19.581524,761856
3.0283854,0.2950792908668518,1709.79890815,0.04086914,357,1819.27,3636.496392726898,0.0040296204,373,763904,-0.003302927,19.733364,763904
3.022283,0.29436933994293213,1710.5234989699998,0.04941406,278,1819.27,3642.2231941223145,0.0044987663,374,765952,-0.0021553186,19.666714,765952
3.0409274,0.2892076373100281,1710.8480211600004,0.030029297,322,1819.27,3649.58909034729,0.003026713,375,768000,-0.0020655114,19.667776,768000
3.0616057,0.3077952265739441,1710.94314808,0.024072265,252,1819.27,3655.933871984482,0.0027506577,376,770048,-0.0019070558,19.608036,770048
3.0753794,0.3089052438735962,1711.1496976100004,0.021240234,334,1819.27,3664.040685892105,0.0023153522,377,772096,-0.0012551869,19.7321,772096
3.0891669,0.3283920884132385,1711.4579921400002,0.059423827,257,1819.27,3670.162262439728,0.0048415433,378,774144,-0.004606458,19.544973,774144
3.0935383,0.3226243257522583,1711.7307680300003,0.036230467,330,1819.27,3678.1108691692352,0.0031964728,379,776192,-0.001781133,19.54095,776192
3.1027381,0.427406370639801,1711.8893181500002,0.039013673,342,1819.27,3684.3180119991302,0.003827529,380,778240,-0.0037048496,19.737915,778240
3.1097078,0.33620893955230713,1712.33641291,0.029443359,261,1819.27,3690.290346622467,0.0030539825,381,780288,-0.00178445,19.432962,780288
3.1160011,0.4678693413734436,1713.27209847,0.05859375,344,1819.27,3698.120295524597,0.006335087,382,782336,-0.005911851,19.776814,782336
3.124089,0.37005043029785156,1713.3244415099998,0.04321289,284,1819.27,3704.071303844452,0.0038449217,383,784384,-0.0027444172,19.425085,784384
3.1289406,0.33074313402175903,1732.0403112699998,0.043798827,255,1838.19,3711.266877412796,0.003824252,384,786432,-0.0003170725,19.7745,786432
3.1285033,0.4223327040672302,1732.3591306199999,0.055419922,305,1838.19,3719.282060146332,0.004702539,385,788480,-0.0021975774,19.629734,788480
3.1411214,0.4605051875114441,1732.6517714899999,0.055615235,331,1838.19,3725.9965608119965,0.004549103,386,790528,-0.004076802,19.810207,790528
3.1784356,0.6126210391521454,1725.95627478,0.05415039,302,1832.39,3732.1844046115875,0.0051842015,387,792576,-0.0012825893,15.718242,792576
3.1887383,0.3887956738471985,1726.3350818199997,0.046484374,355,1832.39,3738.9559037685394,0.0038928553,388,794624,-0.0023153443,19.699835,794624
3.1918201,0.5255721807479858,1726.62778891,0.033935547,315,1832.39,3744.723100423813,0.0031726684,389,796672,-0.0021020675,19.977495,796672
