n_updates,policy_loss,fps,ep_len_mean,approxkl,policy_entropy,explained_variance,value_loss,time_elapsed,clipfrac,total_timesteps,serial_timesteps,ep_reward_mean
737,-0.0018895371,296,2007.21,0.0025659318,5.5752916,0.13752949237823486,17.94562,5017.368657827377,0.0296875,1509376,1509376,1911.10757505
738,-0.0042272066,294,2007.21,0.0033620833,5.5912914,0.22451138496398926,17.070238,5024.280833721161,0.039697267,1511424,1511424,1911.08563318
739,-0.0033947788,299,2007.21,0.0030450658,5.6022134,0.08439266681671143,18.329142,5031.247526407242,0.039355468,1513472,1513472,1911.1442740799998
740,-0.001993626,295,1997.85,0.0017254648,5.6135144,0.16103535890579224,34.418938,5038.094711303711,0.015136719,1515520,1515520,1902.15032703
741,-0.00074231805,293,1997.85,0.0020769972,5.612263,0.07490307092666626,18.17352,5045.025712490082,0.02080078,1517568,1517568,1902.30434935
742,-0.0010372403,297,1997.85,0.0019330813,5.6009183,-0.0015538930892944336,19.029854,5051.99587059021,0.01875,1519616,1519616,1902.3487432
743,-0.00015211644,294,1997.85,0.002142903,5.606206,0.06250488758087158,18.458536,5058.88657951355,0.02451172,1521664,1521664,1902.6365876900004
744,-0.0005416049,298,1997.85,0.0015391198,5.6201143,0.013797938823699951,18.879095,5065.841948032379,0.01225586,1523712,1523712,1902.83032285
745,-0.0033103488,298,1997.85,0.0018843561,5.626052,0.09364837408065796,18.217133,5072.708178758621,0.017382812,1525760,1525760,1902.96423415
746,-0.00069270685,298,1997.85,0.0013224984,5.631256,0.02847754955291748,18.900091,5079.564382076263,0.011767578,1527808,1527808,1902.8925871600002
747,-0.0027458114,294,1997.85,0.0028001196,5.6292295,-0.015374541282653809,19.10886,5086.427327871323,0.030029297,1529856,1529856,1903.3390594100001
748,-0.0020127608,297,1997.85,0.0018734295,5.637453,0.10456788539886475,18.387667,5093.381903171539,0.018945312,1531904,1531904,1903.5113080200003
749,-0.0012670244,297,1997.85,0.002204592,5.658727,-0.02506411075592041,18.962542,5100.267476797104,0.022216797,1533952,1533952,1903.62653463
750,-0.001333636,296,1997.85,0.0021351187,5.6620836,-0.005185127258300781,18.91599,5107.157915353775,0.021533202,1536000,1536000,1903.51531786
751,0.00035924287,298,1997.85,0.0005585783,5.6605077,0.025771796703338623,18.718542,5114.0807547569275,0.0034179688,1538048,1538048,1903.4173326599996
752,-0.00028008228,295,1997.85,0.0005364835,5.6625957,-0.008898377418518066,19.01785,5120.94980096817,0.002783203,1540096,1540096,1903.3477553399998
753,0.00034780148,296,1997.85,0.0012847987,5.662809,0.07859206199645996,18.588215,5127.871076822281,0.012011719,1542144,1542144,1903.6391845799997
754,-0.0011479207,297,1997.85,0.001148883,5.66119,0.032000184059143066,18.694271,5134.788815498352,0.007470703,1544192,1544192,1903.5298779299999
755,-0.00071778084,292,1997.85,0.0016467944,5.668231,-0.02561509609222412,19.023285,5141.6666696071625,0.016796876,1546240,1546240,1903.7165886799996
756,3.975049e-05,294,1997.85,0.001081211,5.6696997,0.008041739463806152,18.793182,5148.6703062057495,0.0076171877,1548288,1548288,1903.84440315
757,-0.0026951267,293,1997.85,0.0024526813,5.6766543,0.12290173768997192,18.159222,5155.627669095993,0.028564453,1550336,1550336,1904.13999476
758,-0.00017921363,296,1997.85,0.001002931,5.692157,-0.01234281063079834,19.22459,5162.605860710144,0.0072265626,1552384,1552384,1904.0772885100002
759,-3.3278164e-05,294,1997.85,0.0009706189,5.691314,0.16704654693603516,17.04842,5169.516421318054,0.0072753904,1554432,1554432,1904.1996241000002
760,-0.0013747474,296,1997.85,0.0030975493,5.679697,0.0023412108421325684,19.09145,5176.476562738419,0.03696289,1556480,1556480,1904.20855521
761,-0.0031426302,294,1997.85,0.004713358,5.669085,0.06687909364700317,18.875496,5183.386583805084,0.05859375,1558528,1558528,1903.95855404
762,-0.0017358151,295,1997.85,0.0019526959,5.66083,0.01768624782562256,19.220043,5190.34717464447,0.020410156,1560576,1560576,1903.6840330799998
763,-0.00040908632,300,1997.85,0.0010633885,5.6595964,-0.04581296443939209,19.514482,5197.282320261002,0.009423828,1562624,1562624,1903.57814602
764,-0.00022874435,292,1997.85,0.0010927455,5.6543455,-0.04663825035095215,19.410322,5204.093234062195,0.007958984,1564672,1564672,1903.4548843999999
765,-0.00045146205,294,1997.85,0.0008855068,5.661531,0.1159522533416748,18.142406,5211.103676557541,0.007519531,1566720,1566720,1903.64089891
766,-0.0022977167,297,1997.85,0.0015920881,5.673709,-0.015388250350952148,19.384905,5218.067333459854,0.017333984,1568768,1568768,1903.8194631700003
767,-0.00079370255,294,1997.85,0.0014135265,5.6938186,0.08389830589294434,18.528801,5224.956655740738,0.012792969,1570816,1570816,1903.9449034899997
768,-0.0025366538,297,1997.85,0.0023404155,5.7113047,0.054689109325408936,18.683643,5231.919037818909,0.027294923,1572864,1572864,1903.3841224500002
769,-0.0014114293,293,1997.85,0.001493337,5.706378,0.08770519495010376,18.718952,5238.799427270889,0.013818359,1574912,1574912,1903.8404506900001
770,-0.001726629,295,1997.85,0.0025003268,5.706407,0.013153910636901855,18.987013,5245.787053823471,0.032128908,1576960,1576960,1903.8232359
771,-0.003214931,298,1997.85,0.0034468125,5.698155,-0.050377488136291504,19.162498,5252.720613002777,0.036865234,1579008,1579008,1903.4935636599998
772,-0.00130937,294,1997.85,0.0027338213,5.69097,0.04726910591125488,18.491007,5259.58539891243,0.03100586,1581056,1581056,1903.38751738
773,-0.0009414117,299,1997.85,0.0019567008,5.6982794,-0.013206839561462402,18.855175,5266.531588315964,0.019726563,1583104,1583104,1903.15569956
774,-0.0030569648,295,1997.85,0.0038182463,5.6891074,0.10034161806106567,17.999113,5273.378933191299,0.047167968,1585152,1585152,1902.9902623899998
775,-0.0017331087,295,1997.85,0.00223407,5.6928325,0.0065762996673583984,19.035173,5280.309060573578,0.024658203,1587200,1587200,1903.2302672699998
776,-0.0022536344,294,1997.85,0.0034312264,5.7088313,0.02502042055130005,18.957142,5287.235775947571,0.039501954,1589248,1589248,1903.29073691
777,-0.0025093206,303,1997.85,0.0029809629,5.7101655,-0.02731645107269287,19.252657,5294.196671485901,0.03046875,1591296,1591296,1903.3496941800001
778,-0.001740075,296,1997.85,0.0019147072,5.7030945,0.0478743314743042,18.611681,5300.946180343628,0.017675782,1593344,1593344,1902.9916536899996
779,-0.0015219111,294,1997.85,0.002471862,5.7008276,0.023957550525665283,18.725344,5307.844798564911,0.029248048,1595392,1595392,1903.1933972
780,-0.003965283,297,1997.85,0.0030423133,5.7126045,0.042244017124176025,18.349356,5314.806356906891,0.036132812,1597440,1597440,1902.9569747799999
781,-0.00023244694,294,1997.85,0.0009886571,5.7288904,0.05927586555480957,19.284803,5321.683017015457,0.008105469,1599488,1599488,1903.044385
782,-0.0026249583,296,1997.85,0.0022641409,5.7356334,0.010949492454528809,18.83939,5328.642812728882,0.020996094,1601536,1601536,1903.19908063
783,-0.0012572675,298,1997.85,0.0017570922,5.731035,0.08363479375839233,18.601986,5335.554952144623,0.016552735,1603584,1603584,1903.6169562799998
784,-0.002285148,300,1997.85,0.0028871563,5.7167683,0.0024056434631347656,19.003527,5342.420483112335,0.027246093,1605632,1605632,1903.53937341
785,-0.0021395728,295,1997.85,0.0028416563,5.7139044,0.11214721202850342,17.868862,5349.244652509689,0.03364258,1607680,1607680,1903.2522965000003
786,-0.00047075748,294,1997.85,0.0020926273,5.72613,0.03758639097213745,18.421654,5356.177352905273,0.022314453,1609728,1609728,1903.79721844
787,-0.00020595959,297,1997.85,0.0010093609,5.7279153,0.038176894187927246,18.204193,5363.142928361893,0.006982422,1611776,1611776,1904.0196707700004
788,-0.0014471147,296,1997.85,0.0024964449,5.721044,-0.0007251501083374023,18.909998,5370.017381191254,0.029150391,1613824,1613824,1904.2149721100004
789,-0.0012606159,295,1997.85,0.0031706362,5.710797,0.06191551685333252,18.425396,5376.933327198029,0.03276367,1615872,1615872,1904.79848379
790,-0.0008762373,292,1997.85,0.0020415348,5.7166653,0.11502176523208618,17.992842,5383.859870433807,0.024267578,1617920,1617920,1904.7052357500004
791,-0.0018520703,294,1997.85,0.003486154,5.7173877,-0.011578917503356934,18.924314,5390.865787982941,0.039697267,1619968,1619968,1904.83448708
792,-0.0012152775,293,1997.85,0.002418984,5.712352,0.01851898431777954,19.332495,5397.825354576111,0.026611328,1622016,1622016,1905.0232166800001
793,-0.0020170284,298,1997.85,0.0032941508,5.7161765,0.22104984521865845,17.012957,5404.804379940033,0.04086914,1624064,1624064,1905.00256915
794,-0.0012734699,293,2014.68,0.0021344088,5.7255306,0.02883201837539673,19.11059,5411.669095039368,0.02475586,1626112,1626112,1921.14829764
795,-0.00018518581,294,2014.68,0.0012684157,5.7339916,0.02009725570678711,19.181581,5418.645975351334,0.011523438,1628160,1628160,1921.25087011
796,-0.00035771646,295,2014.68,0.0013539171,5.7490606,0.014035046100616455,18.685787,5425.603613138199,0.013525391,1630208,1630208,1921.7706293699998
797,-0.002960903,295,2014.68,0.0020818552,5.7572126,-0.030173182487487793,19.144218,5432.52489066124,0.02470703,1632256,1632256,1921.6534523399996
798,-0.00079473434,293,2014.68,0.0017330565,5.7643447,0.09044075012207031,18.550106,5439.451950550079,0.018847656,1634304,1634304,1921.5304298499996
799,-0.0016489351,294,2014.68,0.0022533874,5.7716956,0.01210641860961914,19.053738,5446.424360752106,0.025976563,1636352,1636352,1921.6109966899996
800,-0.006707906,293,2014.68,0.006284534,5.7952166,0.10271388292312622,18.113646,5453.372512578964,0.07143555,1638400,1638400,1921.5476369799999
801,-0.002177247,294,2014.68,0.0022660734,5.809833,0.06075364351272583,18.269876,5460.346138477325,0.028076172,1640448,1640448,1921.1059066300002
802,-0.00036561076,295,1999.22,0.00123869,5.8151526,0.22679221630096436,32.678757,5467.29053068161,0.010986328,1642496,1642496,1906.02315802
803,0.0006715631,294,1970.66,0.0015509501,5.838756,0.18494564294815063,49.796707,5474.215881347656,0.016162109,1644544,1644544,1878.57792827
804,-0.002155344,294,1896.9,0.002252391,5.8515778,0.22956371307373047,78.726944,5481.165787220001,0.026171874,1646592,1646592,1807.3400046099998
805,0.0002637012,293,1836.03,0.0008629647,5.859685,0.2223275899887085,63.02716,5488.13063955307,0.008203125,1648640,1648640,1749.03755237
806,-0.0024537225,292,1773.94,0.0031609323,5.8584757,0.2039749026298523,63.10676,5495.099815130234,0.03461914,1650688,1650688,1689.8817534799996
807,-0.0006761414,296,1712.59,0.0017421229,5.85287,0.2501258850097656,61.862476,5502.095191717148,0.018701172,1652736,1652736,1631.3042625300002
808,-0.0016257359,292,1590.45,0.00141309,5.8690147,0.26689326763153076,107.219925,5508.996652841568,0.014355469,1654784,1654784,1515.3008415299998
809,-0.00338463,298,1564.32,0.0035808336,5.889658,0.263569712638855,30.531906,5516.009920835495,0.044042967,1656832,1656832,1490.2379496899998
810,-0.00040145096,295,1550.45,0.0017563796,5.9023867,0.13035637140274048,34.358696,5522.8658702373505,0.016796876,1658880,1658880,1476.500074
811,-0.0033702806,300,1550.45,0.0023951654,5.9144583,0.2581741213798523,16.528837,5529.790426015854,0.026953125,1660928,1660928,1476.2614442699999
812,-0.001783826,300,1510.43,0.0014158053,5.924597,0.25408393144607544,45.781013,5536.598910331726,0.011816407,1662976,1662976,1437.7431834100003
813,-0.0013152631,297,1510.43,0.0013052546,5.920909,0.14871746301651,17.488644,5543.416607379913,0.0125488285,1665024,1665024,1437.8510444500002
814,-0.002799001,296,1519.79,0.0031395946,5.9154277,0.07062363624572754,18.825191,5550.312723398209,0.03754883,1667072,1667072,1446.74293476
815,-0.0017449962,297,1487.63,0.0026224707,5.911132,0.3892554044723511,27.112295,5557.233160018921,0.031591795,1669120,1669120,1416.41215886
816,-0.0005516565,295,1477.61,0.0011418931,5.9094796,0.3400914669036865,29.273754,5564.127978563309,0.01328125,1671168,1671168,1406.5555026700001
817,-0.0023120684,297,1473.46,0.004566051,5.920467,0.4202972650527954,13.545156,5571.057696819305,0.05546875,1673216,1673216,1402.28903559
818,-0.0016314046,292,1413.0,0.0016820086,5.940925,0.35772281885147095,55.978058,5577.9485602378845,0.016259765,1675264,1675264,1344.30547474
819,-0.001774195,295,1333.03,0.0019785473,5.962726,0.4012574553489685,65.952995,5584.956486225128,0.023339843,1677312,1677312,1267.87579499
820,-0.00016117792,297,1330.38,0.00090481277,5.978187,0.5730723738670349,11.467473,5591.894723892212,0.0069335937,1679360,1679360,1265.13682618
821,-0.0032149665,297,1321.88,0.0041061067,5.9900885,0.5204392075538635,12.045901,5598.785919189453,0.051611327,1681408,1681408,1256.76999938
822,-0.0010077611,293,1307.01,0.0013308297,6.0065627,0.17080414295196533,34.093727,5605.662094593048,0.014990235,1683456,1683456,1241.99752659
823,-0.0016702997,297,1266.77,0.0011046315,6.0214586,0.3135225772857666,43.46607,5612.649733304977,0.0108886715,1685504,1685504,1203.8985851199996
824,-0.001583828,291,1246.18,0.0016828645,6.0417066,0.4065266251564026,27.840866,5619.53263258934,0.018847656,1687552,1687552,1184.33355164
825,-0.0028964533,296,1229.64,0.0025015248,6.058039,0.429035484790802,26.931448,5626.557795524597,0.027539063,1689600,1689600,1168.73938978
826,-0.0017952273,299,1229.64,0.0016704701,6.0678325,0.11615914106369019,18.243198,5633.461887598038,0.017724609,1691648,1691648,1168.61542593
827,-0.0008679546,300,1212.46,0.0018044885,6.0697865,0.2709917426109314,30.74585,5640.298192501068,0.020166015,1693696,1693696,1151.81975036
828,-0.0013849464,297,1212.46,0.0017914592,6.0722895,0.099978506565094,17.628414,5647.107872962952,0.020654297,1695744,1695744,1151.12034154
829,-0.0019978625,299,1202.14,0.0025851855,6.072003,0.5105229914188385,12.730282,5653.9899225234985,0.027197266,1697792,1697792,1141.20323224
830,-0.0010981367,295,1202.14,0.0013437143,6.0617056,0.03273916244506836,18.486326,5660.833315372467,0.0109375,1699840,1699840,1141.4848593000002
831,-0.001396889,295,1187.32,0.0015616873,6.0701365,0.1580510139465332,33.04234,5667.777289152145,0.014160156,1701888,1701888,1127.51660532
832,-0.0019123263,298,1187.32,0.0023472863,6.086907,0.10378152132034302,18.294788,5674.708884477615,0.027539063,1703936,1703936,1127.52664064
833,-0.002009949,298,1187.32,0.0020381757,6.1008034,0.07287454605102539,18.359356,5681.576363325119,0.024609376,1705984,1705984,1127.53348463
834,-0.0010091871,299,1187.32,0.0007510512,6.106772,0.08287185430526733,19.190825,5688.445647954941,0.0052246093,1708032,1708032,1127.4720392099998
835,-0.0003388971,297,1187.32,0.000898223,6.101193,0.12765586376190186,18.185532,5695.29491519928,0.0068359375,1710080,1710080,1127.6560837
836,-0.0007420536,300,1184.58,0.0009868188,6.096658,0.17943918704986572,16.413149,5702.185103178024,0.007861328,1712128,1712128,1124.79730468
837,-0.0025777365,300,1170.81,0.0013102137,6.076885,0.05364346504211426,36.571274,5709.0059649944305,0.008886719,1714176,1714176,1111.16366964
838,-0.0038133445,296,1170.81,0.0025790685,6.0699215,0.11448299884796143,18.097416,5715.82305932045,0.0296875,1716224,1716224,1111.26095928
839,-0.0018943287,295,1170.81,0.0016699042,6.084067,0.10110324621200562,18.932125,5722.741701602936,0.015966797,1718272,1718272,1111.3315772400001
840,-0.000335699,296,1170.81,0.0017277341,6.0787587,0.03362780809402466,18.559595,5729.6664361953735,0.01689453,1720320,1720320,1110.75868481
841,-0.00024151252,293,1170.81,0.00093958934,6.055725,0.059751033782958984,18.145826,5736.565583229065,0.0053710938,1722368,1722368,1110.73926375
842,-0.0029148776,298,1170.81,0.0015512465,6.045705,-0.029047489166259766,19.414051,5743.545467615128,0.013378906,1724416,1724416,1111.15828998
843,-0.0031252243,295,1170.81,0.0017881067,6.041342,0.052412331104278564,18.77596,5750.397035598755,0.01875,1726464,1726464,1111.05154124
844,-0.0005032687,297,1170.81,0.001788724,6.044108,0.08576059341430664,18.478336,5757.318729400635,0.0203125,1728512,1728512,1110.72928711
845,-0.0029032726,298,1149.83,0.003217584,6.0473337,0.6238038539886475,21.392153,5764.205769300461,0.03618164,1730560,1730560,1090.1120937599999
846,-0.0020450782,298,1136.21,0.0015279639,6.0515885,0.596542239189148,11.243245,5771.072665691376,0.0145019535,1732608,1732608,1077.06033655
847,-0.0018087322,296,1136.21,0.0018156808,6.071516,0.05976027250289917,18.820465,5777.931334257126,0.020117188,1734656,1734656,1076.7378079300001
848,-0.0005065504,296,1122.54,0.0012461988,6.0694017,0.2988134026527405,30.735468,5784.840452432632,0.011132812,1736704,1736704,1063.6289742699998
849,-0.0010266223,295,1122.54,0.0018749846,6.0670652,0.0642889142036438,18.468996,5791.745387554169,0.019677734,1738752,1738752,1063.47642726
850,-0.0018811937,295,1122.54,0.0023930934,6.0722785,0.20378148555755615,17.153008,5798.678576231003,0.02421875,1740800,1740800,1063.47454405
851,-0.0009633228,300,1104.87,0.0024766787,6.0699987,0.39439183473587036,28.572735,5805.603896141052,0.024951171,1742848,1742848,1046.37447545
852,-0.000582162,292,1104.58,0.001273288,6.0701284,0.596764862537384,10.639311,5812.42959856987,0.012109375,1744896,1744896,1045.8824098000002
853,-0.0005432389,297,1104.58,0.0008403243,6.0661283,0.057594358921051025,19.05486,5819.440496206284,0.006787109,1746944,1746944,1045.2153877300002
854,-0.0014240459,295,1089.98,0.0017589622,6.077552,0.7003289759159088,9.006784,5826.330668210983,0.01875,1748992,1748992,1031.25073536
855,-0.0016803937,293,1089.98,0.0014002222,6.0818906,0.20254802703857422,17.818087,5833.273021697998,0.013525391,1751040,1751040,1031.6268038300002
856,-0.0009910694,293,1099.56,0.0010749389,6.072017,0.1487768292427063,17.442112,5840.241334676743,0.009863282,1753088,1753088,1041.13786428
857,-0.00080962235,296,1117.28,0.0009033365,6.0658817,-0.0005791187286376953,18.932278,5847.218455076218,0.005517578,1755136,1755136,1057.94376585
858,-0.0003784417,294,1124.91,0.0007082416,6.0501075,0.016579747200012207,18.591228,5854.138127326965,0.0045410157,1757184,1757184,1065.06590501
859,-0.0031513213,295,1145.99,0.0032138291,6.0460997,0.09951543807983398,34.343876,5861.088455200195,0.04169922,1759232,1759232,1085.5275052900001
860,-4.871622e-05,298,1153.97,0.0008869205,6.05058,0.06473559141159058,18.265202,5868.024688959122,0.0073242188,1761280,1761280,1093.18271735
861,-0.0007106538,297,1171.82,0.001155081,6.056379,0.08142966032028198,18.711746,5874.888948917389,0.01118164,1763328,1763328,1110.24708894
862,-7.917493e-05,293,1189.44,0.0011800275,6.066692,0.07697153091430664,18.507126,5881.771569728851,0.010058594,1765376,1765376,1126.6630510399998
863,-0.0015013737,296,1207.77,0.001840354,6.079945,0.3019499182701111,31.446827,5888.761680364609,0.021582032,1767424,1767424,1144.34994458
864,0.00017405719,295,1209.23,0.0007508837,6.0933003,0.3488461971282959,14.647638,5895.669704437256,0.006152344,1769472,1769472,1145.72152118
865,-0.0014769067,298,1216.62,0.0016184917,6.105287,0.017480790615081787,19.143785,5902.599079608917,0.01586914,1771520,1771520,1152.8858585599999
866,-0.0014562383,299,1235.88,0.0012509807,6.114812,0.27920979261398315,31.05251,5909.468931674957,0.012060547,1773568,1773568,1171.2354116899999
867,-0.0034254533,295,1249.76,0.0029638389,6.12613,0.0680730938911438,18.481031,5916.303338527679,0.03466797,1775616,1775616,1184.32124576
868,-0.00093140936,295,1267.79,0.0012371895,6.134536,-0.02525198459625244,18.956308,5923.238043785095,0.012207031,1777664,1777664,1201.51567585
869,-0.0008179642,298,1279.87,0.0016837675,6.143159,0.013644695281982422,19.091368,5930.171746730804,0.017138671,1779712,1779712,1212.9669469799999
870,-0.001631964,295,1297.97,0.0021734103,6.157204,0.08047515153884888,18.227955,5937.032033920288,0.024023438,1781760,1781760,1229.86589826
871,-0.00050976424,297,1315.68,0.0007800594,6.160681,0.11813110113143921,17.986217,5943.973834276199,0.0061035156,1783808,1783808,1246.50581536
872,-0.0001244387,294,1324.75,0.0007704582,6.1661286,-0.0033942461013793945,18.932875,5950.867866039276,0.006982422,1785856,1785856,1255.02160739
873,-0.0009999886,295,1343.2,0.0008159328,6.1598134,0.023358464241027832,18.650404,5957.819256067276,0.005957031,1787904,1787904,1272.68743112
874,-0.0011897425,296,1359.32,0.00095820613,6.162568,-0.019076108932495117,18.915695,5964.741612672806,0.00859375,1789952,1789952,1288.12116071
875,-0.00041096448,295,1375.86,0.0012859746,6.168351,-0.013222575187683105,18.763395,5971.64466881752,0.012744141,1792000,1792000,1303.89403159
876,-0.0029635401,295,1393.89,0.0028781237,6.1663322,-0.011239171028137207,18.886965,5978.591390371323,0.03178711,1794048,1794048,1320.9470595199998
877,-0.00075739995,296,1410.85,0.0017322839,6.163083,0.05133473873138428,18.759441,5985.526895999908,0.015429688,1796096,1796096,1336.9997385499998
878,-0.001869079,298,1427.8,0.0030448625,6.162114,0.148520827293396,17.811512,5992.4288029670715,0.035986327,1798144,1798144,1352.6837443699999
879,-0.0023828843,296,1445.88,0.0022076215,6.1703973,0.06708204746246338,18.73178,5999.284337043762,0.025195312,1800192,1800192,1369.98123788
880,-0.0014410022,295,1463.4,0.0018754225,6.1676173,0.0470615029335022,19.08172,6006.192600011826,0.019384766,1802240,1802240,1386.6156734500003
881,-0.00046721305,297,1481.46,0.0008732467,6.156882,0.1753537654876709,17.450115,6013.115948677063,0.0063964846,1804288,1804288,1403.7266294100002
882,-0.0007009879,293,1498.96,0.0017066172,6.154051,0.02998185157775879,18.76474,6020.0068645477295,0.014746094,1806336,1806336,1420.60228553
883,-0.0008669443,297,1508.76,0.0017514788,6.1435604,0.043495774269104004,18.715797,6026.994757175446,0.013964844,1808384,1808384,1429.85164503
884,-0.000115021154,294,1508.76,0.00044115973,6.129849,0.0023554563522338867,19.114937,6033.877912282944,0.0025878907,1810432,1810432,1430.50438367
885,-0.0026996054,297,1522.63,0.0020792715,6.1251764,0.07739156484603882,17.84399,6040.838999986649,0.023291016,1812480,1812480,1443.97201821
886,-0.0010113006,296,1522.63,0.0013436547,6.123763,-0.01705610752105713,19.24105,6047.719029664993,0.013623047,1814528,1814528,1443.7677619600001
887,-0.0019643712,298,1539.11,0.0018082593,6.127078,0.02537357807159424,18.775799,6054.621422529221,0.020214844,1816576,1816576,1459.94789669
888,-0.0016928979,294,1553.22,0.0018432576,6.1286,0.03828984498977661,18.897417,6061.489180803299,0.021484375,1818624,1818624,1473.4217798700004
889,-0.0006378838,298,1562.65,0.0019973689,6.1239653,0.037374794483184814,18.7418,6068.433391094208,0.021191407,1820672,1820672,1482.32837896
890,-0.0011066308,297,1562.65,0.0014594243,6.124272,0.045970141887664795,18.62171,6075.291739940643,0.014941406,1822720,1822720,1482.49365418
891,-0.000629468,294,1562.65,0.0023927775,6.108469,0.03802984952926636,18.699646,6082.183545827866,0.025634766,1824768,1824768,1482.8858736099999
892,-0.0003317476,294,1576.59,0.000677766,6.0947046,0.06958884000778198,19.042387,6089.133817911148,0.005029297,1826816,1826816,1495.8069905600005
893,-0.0013526555,296,1594.81,0.0029692936,6.094794,0.01708310842514038,19.315994,6096.088067293167,0.03652344,1828864,1828864,1513.3023131800003
894,-0.002876994,293,1594.81,0.0026253194,6.0989585,0.033883512020111084,18.694878,6103.004538536072,0.030371094,1830912,1830912,1513.7177658200003
895,-0.0014450429,294,1604.83,0.0014868762,6.1122737,0.0421261191368103,18.762066,6109.9932243824005,0.014697266,1832960,1832960,1523.3902320900002
896,-0.00039359956,300,1608.98,0.0007210313,6.1122265,0.05451232194900513,19.016212,6116.949579000473,0.0045410157,1835008,1835008,1527.5405011200003
897,-0.0019526973,294,1619.84,0.002121955,6.1062593,-0.02521681785583496,19.348589,6123.777588605881,0.024169922,1837056,1837056,1538.36117188
898,-0.0009886178,298,1637.2,0.0024786186,6.1218023,0.019882619380950928,18.760748,6130.7225069999695,0.030566406,1839104,1839104,1554.9080308300001
899,-0.0016663978,297,1655.3,0.0018590254,6.149387,-0.018355131149291992,19.54074,6137.587703466415,0.020703126,1841152,1841152,1572.1740690799998
900,-0.0013989249,296,1673.94,0.0016982909,6.155484,0.44053494930267334,28.356937,6144.484467506409,0.016845703,1843200,1843200,1589.81726727
901,-0.0012379272,296,1688.57,0.0037506942,6.1441016,-0.024499177932739258,19.20474,6151.3960020542145,0.043359376,1845248,1845248,1603.5582306999997
902,-0.0010743479,297,1704.24,0.0025525072,6.1425796,0.050082266330718994,18.354513,6158.305837154388,0.02836914,1847296,1847296,1618.6806420899998
903,-0.0004894404,296,1722.35,0.00097455614,6.1451583,-0.012637615203857422,19.157745,6165.182310342789,0.008154297,1849344,1849344,1635.78917222
904,-0.0004559943,291,1740.85,0.0019143496,6.14791,0.12847614288330078,17.453634,6172.092319965363,0.021191407,1851392,1851392,1653.06228335
905,-0.0027413014,301,1743.5,0.0036279797,6.1591883,0.09035974740982056,18.191364,6179.121999025345,0.039990235,1853440,1853440,1655.6371562399997
906,0.00018017528,296,1752.0,0.00095606054,6.1686964,0.12654411792755127,18.116512,6185.924791097641,0.008837891,1855488,1855488,1664.0374895799998
907,-0.00031790952,296,1752.0,0.0012119082,6.172282,0.12681955099105835,18.072952,6192.827325344086,0.010546875,1857536,1857536,1664.8443858299997
908,-0.0023551001,295,1766.87,0.005299296,6.172352,0.05052018165588379,18.042118,6199.725188493729,0.062304687,1859584,1859584,1678.76431173
909,-0.0008911431,297,1778.23,0.0015853958,6.1734643,0.01016002893447876,18.718933,6206.65533041954,0.016162109,1861632,1861632,1689.5237034299998
910,-0.0014881274,299,1789.61,0.0019389531,6.175065,0.13297224044799805,16.832764,6213.535046339035,0.020214844,1863680,1863680,1700.65817393
911,-0.0003797224,297,1807.11,0.0012723223,6.1817236,0.04938429594039917,19.21314,6220.381940841675,0.0107421875,1865728,1865728,1717.3910179400002
912,-0.0022597383,296,1818.65,0.0026943535,6.1759224,-0.040519118309020996,19.124737,6227.2773995399475,0.03178711,1867776,1867776,1728.3561282
913,-0.00017495951,297,1827.7,0.0022199,6.169203,0.058085501194000244,18.271025,6234.1945695877075,0.024072265,1869824,1869824,1737.0607559500004
914,-0.00082742015,296,1836.09,0.001988215,6.165768,0.0065593719482421875,19.036266,6241.08039522171,0.019091796,1871872,1871872,1745.2591933400004
915,-0.00026875862,298,1844.24,0.0013110144,6.160569,0.023050427436828613,18.783335,6247.98131108284,0.013183594,1873920,1873920,1752.9015503400005
916,-0.0026275516,296,1844.24,0.0037562747,6.1768694,0.11495769023895264,18.096958,6254.836713314056,0.049804688,1875968,1875968,1752.9904129600002
917,-0.00071159576,297,1856.02,0.0024783318,6.1922317,0.009372532367706299,19.419884,6261.74777507782,0.023779297,1878016,1878016,1764.3443458600002
918,-0.002711653,297,1861.42,0.00229169,6.1863933,0.013825833797454834,18.788555,6268.633816719055,0.02236328,1880064,1880064,1769.820031
919,-0.0024116612,301,1861.42,0.0035800436,6.1729026,0.09663188457489014,18.28577,6275.524787664413,0.04169922,1882112,1882112,1770.34497108
920,-0.001505424,297,1871.74,0.0024294213,6.164708,-0.018870949745178223,19.071266,6282.33047747612,0.02734375,1884160,1884160,1780.11882404
921,0.0003869038,297,1871.74,0.0047515193,6.1586447,0.06397432088851929,18.738195,6289.211515903473,0.05229492,1886208,1886208,1780.29886592
922,-0.0009874111,300,1871.74,0.0013261408,6.1615343,0.015132308006286621,18.945004,6296.106842517853,0.013476563,1888256,1888256,1780.4996609300003
923,-0.00039967112,304,1886.56,0.0023970595,6.1688824,0.11811119318008423,17.937086,6302.919986009598,0.024414062,1890304,1890304,1794.7423641300004
924,-0.00031149611,298,1886.56,0.00071218365,6.1708136,-0.03703463077545166,19.414814,6309.653116464615,0.004638672,1892352,1892352,1794.4037055800002
925,-0.0013601416,298,1886.56,0.0027835243,6.1798496,0.07339054346084595,18.416897,6316.516941547394,0.03339844,1894400,1894400,1794.2700269800002
