n_updates,policy_loss,fps,ep_len_mean,approxkl,policy_entropy,explained_variance,value_loss,time_elapsed,clipfrac,total_timesteps,serial_timesteps,ep_reward_mean
347,-0.0016011887,299,1479.58,0.0021936912,3.6518357,9.489059448242188e-05,18.803822,2343.831418991089,0.022802735,710656,710656,1406.5620719900003
348,-0.0018347856,301,1479.58,0.0037841008,3.6618068,-0.015035152435302734,19.06254,2350.668699979782,0.042626955,712704,712704,1406.8534198400002
349,-0.0019002097,300,1479.58,0.0021838318,3.6602714,0.05988812446594238,18.281807,2357.4545559883118,0.018847656,714752,714752,1406.36596628
350,-0.0010208269,297,1479.58,0.001832745,3.6683648,0.028363525867462158,18.473501,2364.267701148987,0.018359374,716800,716800,1406.47834668
351,-0.0005558887,296,1479.58,0.001358307,3.674336,0.0014345049858093262,19.02058,2371.154376268387,0.0087890625,718848,718848,1406.9140636299999
352,-0.00092017837,300,1479.58,0.0032204608,3.681039,0.02935892343521118,18.756626,2378.067089319229,0.03413086,720896,720896,1406.8899812200002
353,-0.0015845798,297,1479.58,0.0028773623,3.6929607,0.012514233589172363,18.89287,2384.8870096206665,0.03203125,722944,722944,1406.6614007000003
354,-0.0027232605,300,1465.06,0.002154061,3.707107,0.7659932672977448,24.21449,2391.772736310959,0.019677734,724992,724992,1392.71389702
355,-0.0032109718,304,1414.8,0.0027454277,3.715842,0.8714057952165604,23.583588,2398.5895450115204,0.03017578,727040,727040,1344.6251501099998
356,-0.0038847257,303,1414.8,0.0037957698,3.6951568,0.04664111137390137,18.926321,2405.3065667152405,0.03793945,729088,729088,1344.6365668699998
357,-0.0027156891,300,1408.62,0.0020088796,3.669084,0.38146883249282837,16.716267,2412.053543329239,0.017431641,731136,731136,1338.6918510400003
358,-0.00075102114,302,1408.62,0.0015949802,3.667469,0.07399755716323853,19.275478,2418.86114525795,0.014550781,733184,733184,1338.55440882
359,-9.644082e-05,299,1408.62,0.0036182154,3.6690402,-0.013657093048095703,19.04895,2425.63947224617,0.041748047,735232,735232,1338.56764527
360,-0.009361349,299,1408.62,0.0073503875,3.6793056,0.13086533546447754,18.058012,2432.486691713333,0.088378906,737280,737280,1338.5061343199998
361,-0.001222652,299,1408.62,0.0023269798,3.6899803,0.01619410514831543,18.636826,2439.3259902000427,0.021972656,739328,739328,1338.38843683
362,-0.0030263832,300,1408.62,0.0031552888,3.6967037,0.07682377099990845,18.19451,2446.1636090278625,0.03652344,741376,741376,1337.69698754
363,-0.0014527171,302,1408.62,0.0015903277,3.7077568,0.039605021476745605,19.055998,2452.972752571106,0.014550781,743424,743424,1337.1834930100001
364,-0.0034992907,296,1408.62,0.0058572367,3.7102401,0.0778505802154541,18.130018,2459.7378911972046,0.072460935,745472,745472,1337.5264012000002
365,-0.0015347162,298,1408.62,0.0022274065,3.714727,0.05212962627410889,18.629646,2466.648652076721,0.020361328,747520,747520,1337.91532644
366,-0.00064049533,304,1408.62,0.0015563552,3.7348454,0.030439376831054688,18.47435,2473.499998807907,0.014160156,749568,749568,1338.0404848000003
367,-0.002350298,300,1408.62,0.0035896134,3.7487178,0.0602838397026062,18.58367,2480.218296289444,0.042382814,751616,751616,1337.73005587
368,-0.00023586326,297,1408.62,0.0016908923,3.7583199,0.019955217838287354,18.920456,2487.0466763973236,0.016308594,753664,753664,1337.5102005899998
369,-0.0008088474,296,1419.82,0.0022078757,3.7546573,0.040687739849090576,18.81673,2493.934070110321,0.01665039,755712,755712,1348.4483565199998
370,-0.0008960951,297,1419.82,0.002306085,3.7427948,0.058024585247039795,18.824507,2500.8372979164124,0.02236328,757760,757760,1348.73510454
371,-0.0013744677,298,1419.82,0.0021385795,3.7433739,0.012172102928161621,18.79834,2507.7306339740753,0.015234375,759808,759808,1348.8586607799998
372,-0.0021671676,296,1419.82,0.0029216155,3.748711,0.03886270523071289,18.57086,2514.590491771698,0.027392577,761856,761856,1348.7740197800001
373,-0.0013883279,295,1419.82,0.0027773106,3.7520576,0.005727410316467285,19.451715,2521.4883682727814,0.02836914,763904,763904,1348.84858046
374,-0.0009187809,296,1419.82,0.0025509775,3.7584062,0.0010163187980651855,18.991337,2528.425050497055,0.029150391,765952,765952,1349.0418216800003
375,-0.0020927093,294,1419.82,0.0022304864,3.768132,-0.001141667366027832,19.147278,2535.325464963913,0.02451172,768000,768000,1349.0171087900003
376,-0.00091091107,293,1419.82,0.003493505,3.7691345,0.07670176029205322,18.162256,2542.285445213318,0.039892577,770048,770048,1348.9559202900002
377,-0.0035215456,295,1419.82,0.0042943824,3.7728226,0.0939408540725708,18.404324,2549.274558544159,0.050341796,772096,772096,1348.8366474399998
378,-0.00302818,295,1419.82,0.0032253605,3.772525,-0.04582774639129639,19.244793,2556.21816778183,0.036230467,774144,774144,1348.7328596199995
379,-0.0018213729,294,1419.82,0.0047457176,3.7849586,-0.017657041549682617,18.830362,2563.157161474228,0.059814453,776192,776192,1348.6333012599998
380,-5.6067256e-05,297,1419.82,0.0016163798,3.7986476,0.028759300708770752,18.695116,2570.1234154701233,0.016210938,778240,778240,1348.47616303
381,-0.00093496626,296,1420.23,0.0028473467,3.8005137,0.03745734691619873,18.770218,2577.004429578781,0.026708985,780288,780288,1348.6135627200001
382,-0.0018737372,294,1420.23,0.0028933233,3.811011,0.04540914297103882,18.636137,2583.918829202652,0.034228515,782336,782336,1348.50208316
383,-0.00034333594,295,1435.4,0.0020242683,3.8197308,-0.013699173927307129,19.01647,2590.8823919296265,0.015917968,784384,784384,1362.93317789
384,-0.00056966796,297,1433.87,0.0017426464,3.8198876,0.3383355736732483,15.741808,2597.8182632923126,0.017822266,786432,786432,1361.2575872299997
385,-0.0023344597,292,1414.31,0.003043665,3.82941,0.2742164134979248,46.252277,2604.700483560562,0.034814455,788480,788480,1342.6556529699997
386,-0.0020109338,298,1414.31,0.0030482463,3.8363147,0.25887084007263184,16.607002,2611.6981909275055,0.03334961,790528,790528,1342.8352637899998
387,-0.0017077224,296,1428.89,0.0024321382,3.8366551,0.09679120779037476,17.704525,2618.5588686466217,0.023242187,792576,792576,1356.71868892
388,-0.0024468047,297,1440.06,0.0037592002,3.8421683,0.1928601861000061,17.77786,2625.465562582016,0.04633789,794624,794624,1366.9924403
389,-0.0023725603,295,1458.45,0.0032071273,3.8424091,0.010922849178314209,18.997873,2632.347707271576,0.03413086,796672,796672,1385.00305803
390,-0.002093822,297,1471.93,0.0032768133,3.84236,0.10153168439865112,18.436022,2639.2900745868683,0.036035158,798720,798720,1398.16426183
391,-0.0008029228,294,1471.93,0.002332306,3.8439984,0.034179091453552246,19.092098,2646.185431957245,0.019873047,800768,800768,1398.3417650800004
392,-0.0020008364,297,1471.93,0.0021945233,3.8437772,0.07282596826553345,18.473734,2653.1341609954834,0.022265624,802816,802816,1398.4626949800002
393,-0.0019226475,298,1479.98,0.003156533,3.848444,0.05696350336074829,18.790714,2660.0136976242065,0.036230467,804864,804864,1405.98810465
394,-0.0009568031,301,1485.41,0.0018524055,3.8502471,0.040981829166412354,18.982079,2666.8749692440033,0.018652344,806912,806912,1411.1530683699998
395,0.00030906446,298,1501.74,0.0010214517,3.860656,0.07086008787155151,18.14832,2673.6661500930786,0.0045898436,808960,808960,1426.42511776
396,-0.00077619037,295,1501.74,0.0021536949,3.8658383,0.019919514656066895,19.018375,2680.533652305603,0.020751953,811008,811008,1426.4123582200002
397,-0.004508783,299,1501.74,0.003772683,3.873628,0.07238435745239258,18.316557,2687.4682478904724,0.04926758,813056,813056,1426.71358139
398,-0.0046443376,297,1501.74,0.0041864705,3.87456,0.01228022575378418,18.837124,2694.3136699199677,0.046533205,815104,815104,1426.6898989399997
399,-0.00078252313,295,1505.35,0.0023154453,3.8695626,0.0161973237991333,18.784998,2701.1885385513306,0.021972656,817152,817152,1430.3410967099999
400,-0.0022465994,293,1505.35,0.004368161,3.8694491,-0.003870725631713867,18.848782,2708.1254801750183,0.05288086,819200,819200,1430.5335943099997
401,-0.0024460268,295,1505.35,0.002928566,3.8835762,0.1334284543991089,17.820328,2715.101464986801,0.031396486,821248,821248,1430.9402757399998
402,-0.003921009,297,1518.56,0.0072444165,3.9045339,0.04132300615310669,18.822891,2722.0332934856415,0.08891602,823296,823296,1443.4680757299998
403,-0.0011394498,296,1523.74,0.0030252712,3.9144955,0.057416319847106934,18.471613,2728.915427684784,0.033251952,825344,825344,1448.3891384299998
404,-0.00043672795,298,1540.75,0.0022134767,3.9145646,-0.026741981506347656,19.036701,2735.828407049179,0.01953125,827392,827392,1464.62550656
405,-0.0016490668,298,1541.74,0.002181099,3.9262478,0.10728663206100464,18.30985,2742.6943221092224,0.026123047,829440,829440,1465.5704518799998
406,-0.0018094316,292,1556.2,0.0021942316,3.9423623,0.006766557693481445,18.971964,2749.5594341754913,0.020458985,831488,831488,1479.4443965799999
407,-0.0020096316,298,1572.96,0.001413959,3.9404316,0.09168457984924316,18.474129,2756.5589275360107,0.009521484,833536,833536,1495.2732345699997
408,-0.002511444,298,1583.78,0.0045455038,3.9346542,0.028720319271087646,18.70605,2763.4318623542786,0.055908203,835584,835584,1505.6166394600002
409,-0.000649935,296,1600.36,0.0016380304,3.9247162,-0.0013238191604614258,18.95438,2770.293158531189,0.010205078,837632,837632,1521.39833258
410,-0.0010198966,299,1617.54,0.0021158922,3.9128368,0.04038393497467041,19.246939,2777.20915555954,0.015332031,839680,839680,1537.60721574
411,-0.00082966156,296,1631.72,0.0024005969,3.9115098,0.06545555591583252,18.384369,2784.056092739105,0.021435548,841728,841728,1551.4546406200002
412,-0.0012470011,296,1647.78,0.0018725765,3.9158833,0.030255794525146484,18.90446,2790.9672498703003,0.017285157,843776,843776,1566.9723905099997
413,-0.002878952,299,1663.71,0.0035886287,3.9203026,0.08689045906066895,18.38111,2797.8861792087555,0.042822264,845824,845824,1582.1293328000002
414,0.00010352455,297,1679.87,0.00043588062,3.9275646,-0.009999752044677734,19.1656,2804.7263884544373,0.0010253906,847872,847872,1597.44307652
415,-0.0004240559,295,1690.48,0.0016515153,3.9316788,-0.0124284029006958,19.043833,2811.6007385253906,0.013476563,849920,849920,1607.9564549200002
416,-0.0009817389,293,1704.52,0.0015062266,3.9401321,0.0056906938552856445,19.096516,2818.542095184326,0.013916016,851968,851968,1621.6279476900004
417,-0.00045758853,297,1721.22,0.0021320814,3.942987,-0.005794405937194824,19.240307,2825.5145683288574,0.0171875,854016,854016,1637.5557258600002
418,-0.001317696,296,1736.51,0.0028976225,3.9463913,0.014055788516998291,18.814762,2832.4051637649536,0.029541016,856064,856064,1652.3515320700003
419,-0.0030356983,301,1747.97,0.0026006554,3.9489903,0.048265814781188965,18.698277,2839.3190150260925,0.026757812,858112,858112,1663.2636336100002
420,-0.0014210655,300,1765.73,0.0030942385,3.9533749,-0.01373302936553955,19.17561,2846.1154894828796,0.03305664,860160,860160,1680.26787375
421,-0.00054431363,300,1782.5,0.0019363065,3.9633965,0.030920088291168213,18.490543,2852.9298374652863,0.018701172,862208,862208,1696.2641285800003
422,-0.0018284818,297,1795.92,0.0025957732,3.9682827,0.0507771372795105,19.123985,2859.7462997436523,0.02734375,864256,864256,1709.0196006
423,-0.0019016063,300,1812.15,0.0024399946,3.9811692,0.1269664764404297,18.365936,2866.637249469757,0.024023438,866304,866304,1724.2984911700003
424,-8.16681e-05,298,1825.78,0.001080545,3.9914627,0.011122167110443115,18.86449,2873.4580550193787,0.0065429686,868352,868352,1737.6025697000005
425,-0.0030847187,300,1835.98,0.0021693257,3.9986157,0.16589218378067017,17.88689,2880.3133478164673,0.018847656,870400,870400,1747.5991479000002
426,-0.0023483965,297,1854.24,0.0028237405,4.011916,0.05719447135925293,36.397926,2887.1343059539795,0.030859375,872448,872448,1765.1950733800002
427,-0.0024497346,299,1869.85,0.004195104,4.026916,0.03965151309967041,18.70524,2894.0155444145203,0.054052733,874496,874496,1779.9585493799998
428,-0.0023905938,298,1873.59,0.0023483129,4.0437155,0.32439398765563965,14.969907,2900.8636326789856,0.026757812,876544,876544,1783.8060684799996
429,-4.4323584e-05,297,1884.79,0.0010685273,4.051946,0.03930377960205078,18.689713,2907.73717713356,0.0072265626,878592,878592,1794.2115990199998
430,-0.004402088,295,1884.79,0.0040496155,4.04978,0.07132810354232788,18.18607,2914.6119735240936,0.048779298,880640,880640,1794.34994233
431,-0.0014560297,297,1884.79,0.0031280923,4.048085,0.11567378044128418,18.474766,2921.541809797287,0.03388672,882688,882688,1794.1849350600003
432,-0.0015044456,298,1884.79,0.0030583807,4.0569634,0.11136728525161743,18.1217,2928.4340138435364,0.033496093,884736,884736,1794.1097249200002
433,-0.00073445117,297,1884.79,0.002088861,4.072872,0.006343841552734375,19.00509,2935.285217523575,0.018994141,886784,886784,1794.1912492700003
434,-0.00029251573,297,1884.79,0.0011929439,4.085318,-0.008920431137084961,18.838968,2942.181549549103,0.009423828,888832,888832,1794.1630457400004
435,-0.0019438236,297,1884.79,0.0023125499,4.0938063,-0.018773436546325684,18.794628,2949.062795639038,0.024853516,890880,890880,1794.2658072400006
436,-0.0035453488,300,1884.79,0.0033356603,4.0972385,0.11343199014663696,18.310104,2955.9378623962402,0.039355468,892928,892928,1794.0856253600007
437,-0.0023954445,295,1884.79,0.0028833696,4.105115,0.031235337257385254,18.433651,2962.743551492691,0.028808594,894976,894976,1794.6623577900007
438,-0.0014633115,300,1898.8,0.0020515248,4.1152005,0.06197702884674072,18.745571,2969.6872305870056,0.019824218,897024,897024,1808.6140341500004
439,-0.0035959743,296,1909.15,0.002752726,4.132655,0.06170684099197388,18.368912,2976.5022797584534,0.028857421,899072,899072,1818.4227603900001
440,-0.003481886,296,1909.15,0.0041579353,4.1402407,0.06675392389297485,18.33962,2983.4078636169434,0.05131836,901120,901120,1818.52057575
441,-0.0024924611,295,1909.15,0.0026513778,4.132322,0.0968775749206543,18.126469,2990.3214993476868,0.026757812,903168,903168,1818.16941805
442,-0.0040690084,298,1909.15,0.0036748145,4.1244535,0.13444173336029053,17.915413,2997.248269557953,0.0418457,905216,905216,1818.3425404700001
443,-0.0025306675,298,1909.15,0.0036057797,4.119972,0.08339720964431763,18.581676,3004.1218111515045,0.042529296,907264,907264,1818.54153805
444,-0.0011849955,294,1909.15,0.0021937718,4.118983,0.05291616916656494,18.638113,3010.9814171791077,0.020654297,909312,909312,1818.11693912
445,-0.001540654,296,1909.15,0.0025463717,4.1197066,0.03408491611480713,19.133947,3017.9419977664948,0.025634766,911360,911360,1818.1931899
446,-0.0009589784,296,1909.15,0.0013764522,4.114859,0.030143380165100098,18.857555,3024.8546855449677,0.012158203,913408,913408,1818.5002252599998
447,-0.0018023638,302,1909.15,0.0022483722,4.114892,0.05126303434371948,18.745874,3031.765517473221,0.023144532,915456,915456,1818.38535844
448,-0.003061892,297,1923.67,0.0036733125,4.1280513,0.08495551347732544,18.352627,3038.5435910224915,0.04321289,917504,917504,1832.2492383100002
449,-0.0036114242,297,1930.85,0.0042850487,4.1543756,0.09584832191467285,18.48624,3045.4254660606384,0.04941406,919552,919552,1839.41235141
450,-0.0007864806,297,1947.3,0.0011960111,4.178176,-0.0458674430847168,19.43043,3052.301066160202,0.0065429686,921600,921600,1855.3751821199999
451,-9.301589e-05,298,1961.7,0.00086308597,4.180177,0.06041276454925537,18.717266,3059.1808428764343,0.004003906,923648,923648,1869.3814556200002
452,0.00028311735,295,1977.23,0.0014902605,4.1852283,-0.019001364707946777,19.200056,3066.0458199977875,0.013232422,925696,925696,1884.4006273100001
453,-0.0016923085,298,1977.23,0.0040632035,4.1847887,0.033510446548461914,18.816914,3072.9680535793304,0.048828125,927744,927744,1884.7422242100001
454,-0.0010314945,294,1983.41,0.0014604809,4.185965,0.009944260120391846,19.274591,3079.8229303359985,0.010107422,929792,929792,1890.5399076700005
455,-0.00028359317,295,1983.41,0.0011417608,4.186132,0.021320879459381104,18.974758,3086.788028240204,0.008154297,931840,931840,1890.9802102100002
456,-0.0041797003,298,1983.41,0.0033004123,4.183292,0.08834177255630493,18.299726,3093.7297995090485,0.036572266,933888,933888,1891.3859216100004
457,-0.0011727494,293,1983.41,0.0021514122,4.1931396,0.05792015790939331,18.58891,3100.5941305160522,0.02216797,935936,935936,1891.2366054600002
458,-0.0008856629,298,1983.41,0.00196657,4.2057014,-0.021007657051086426,18.760506,3107.5711410045624,0.01850586,937984,937984,1891.18058929
459,-0.0010754374,299,1983.41,0.0022530598,4.2240267,0.06247878074645996,18.60055,3114.4249505996704,0.021826172,940032,940032,1891.5805824299998
460,-0.0009127717,298,1983.41,0.0019151103,4.236356,0.07562315464019775,18.584934,3121.254851579666,0.019433593,942080,942080,1892.0831856799996
461,-0.0023371805,296,1983.41,0.0036173607,4.2463636,0.1198236346244812,17.771612,3128.114757537842,0.037060548,944128,944128,1891.5419316999999
462,-0.0010775173,295,1983.41,0.0021864236,4.24397,0.01972264051437378,19.200222,3135.0252916812897,0.018847656,946176,946176,1891.2109445799997
463,-0.0002959845,297,1983.41,0.0015994946,4.234276,-0.004996895790100098,19.428638,3141.94841504097,0.013769532,948224,948224,1891.6320000699998
464,-0.0018738054,300,1983.41,0.0024852185,4.234373,0.09292793273925781,18.612375,3148.8417661190033,0.021142578,950272,950272,1892.03306914
465,-0.0019563127,295,1983.41,0.0030744306,4.2339616,-0.006562232971191406,19.21756,3155.668585538864,0.034082033,952320,952320,1891.89467584
466,-0.0009545594,296,1983.41,0.0032451998,4.232635,-0.014061212539672852,19.179468,3162.601316690445,0.03461914,954368,954368,1891.50157033
467,0.000740295,297,1983.41,0.0021661636,4.23211,0.06121468544006348,18.532444,3169.518698692322,0.016113281,956416,956416,1891.2549747099997
468,-0.0008164166,293,1983.41,0.0031492892,4.2393603,0.025391817092895508,18.935802,3176.404652118683,0.03769531,958464,958464,1890.8892886299998
469,-0.0027398493,294,1983.41,0.0025571915,4.2500963,0.03337454795837402,18.782894,3183.389933824539,0.026855469,960512,960512,1891.1163216699997
470,-0.0012871671,293,1983.41,0.0028544276,4.259003,-0.01472771167755127,19.130037,3190.3400728702545,0.027880859,962560,962560,1890.8269530899997
471,-0.00076571,293,1983.41,0.0031975284,4.2668185,0.04972672462463379,18.962896,3197.3151104450226,0.036132812,964608,964608,1890.58149116
472,-0.0025602463,294,1983.41,0.0039141974,4.279037,0.009458601474761963,19.100399,3204.292103290558,0.04638672,966656,966656,1890.67056298
473,-0.0015481715,299,1983.41,0.002770518,4.2777963,-0.01720595359802246,19.323534,3211.2541723251343,0.023486327,968704,968704,1890.7321128500002
474,-0.0021007827,297,1983.41,0.0031287794,4.2855844,0.09024983644485474,18.66476,3218.0989515781403,0.03540039,970752,970752,1890.5239521600001
475,-0.0004451222,297,1983.41,0.001775509,4.3146014,-0.009325027465820312,19.090523,3224.97949719429,0.017041016,972800,972800,1890.6093692800005
476,-0.00059366843,297,1983.41,0.0014797223,4.335764,0.095939040184021,18.307549,3231.8594737052917,0.011865234,974848,974848,1890.6499923100002
477,-0.00048268988,294,1983.41,0.0014332925,4.3366413,0.0841379165649414,18.300196,3238.734317302704,0.0128417965,976896,976896,1890.6372079000002
478,4.889817e-05,296,1983.41,0.002108712,4.3352704,-0.03960609436035156,19.39666,3245.683233499527,0.019091796,978944,978944,1890.9065800100004
479,-0.0028915314,296,1983.41,0.0029777517,4.33542,0.12373805046081543,17.967691,3252.584109067917,0.03251953,980992,980992,1890.7712167100005
480,-0.0011722809,296,1983.41,0.0030979319,4.33222,0.03861212730407715,18.298912,3259.5002105236053,0.03569336,983040,983040,1890.4844002500004
481,0.0001969669,296,1992.14,0.00069426803,4.3373575,0.025395870208740234,18.337591,3266.408090353012,0.0014648438,985088,985088,1898.9089540200005
482,-0.0027880261,300,1992.51,0.0031053736,4.3489504,-0.013445138931274414,19.330505,3273.318768978119,0.03642578,987136,987136,1899.5998426400004
483,-0.0044944566,297,2010.59,0.003534797,4.3667464,-0.014536380767822266,19.546474,3280.1400763988495,0.042773437,989184,989184,1916.79984746
484,-0.004032239,297,2026.7,0.003228699,4.378728,0.021831274032592773,18.695164,3287.019453763962,0.0390625,991232,991232,1932.43496793
485,0.00032083676,292,2026.7,0.001035912,4.3827133,0.031548380851745605,18.809078,3293.911961555481,0.0065429686,993280,993280,1932.64043357
486,-0.0021597594,290,2026.7,0.004235965,4.3996124,0.052035629749298096,18.706867,3300.9115850925446,0.052685548,995328,995328,1932.60741488
487,-0.0038681205,293,2026.7,0.0036845575,4.420413,0.05868476629257202,18.351562,3307.9548144340515,0.039453126,997376,997376,1933.1782779900002
488,-0.0006062801,298,2026.7,0.001360989,4.4358935,0.07431423664093018,18.427628,3314.9234528541565,0.011474609,999424,999424,1932.8764332300002
489,-0.0036290914,297,2026.7,0.0027984164,4.449515,0.02544987201690674,18.973427,3321.781854391098,0.03125,1001472,1001472,1932.79315582
490,-0.0018073579,296,2026.7,0.0021765432,4.4630466,-0.009184837341308594,19.265184,3328.6572272777557,0.023535157,1003520,1003520,1932.9224223
491,-0.0016574196,299,2026.7,0.0016793709,4.481143,0.023533642292022705,18.951107,3335.5741109848022,0.017431641,1005568,1005568,1933.2009226500002
492,-0.0021969709,300,2026.7,0.003007955,4.48426,0.015348374843597412,18.669676,3342.4104664325714,0.030078124,1007616,1007616,1933.09894427
493,-0.0019537036,294,2026.7,0.0035949438,4.4828215,0.023822247982025146,18.479006,3349.2291951179504,0.03852539,1009664,1009664,1933.3865326800003
494,-0.0014153663,293,2026.7,0.0022139526,4.4793806,0.009223759174346924,18.935413,3356.1758863925934,0.020507812,1011712,1011712,1933.7420827500005
495,5.444805e-05,295,2026.7,0.00081755983,4.4729733,-0.006864786148071289,19.147545,3363.151771068573,0.004296875,1013760,1013760,1933.9966150400003
496,2.7655415e-05,300,2026.7,0.0015427949,4.47814,-0.0338134765625,19.314745,3370.0726759433746,0.011035156,1015808,1015808,1934.0373582300003
497,-0.00022724419,296,2026.7,0.0017899206,4.4888663,0.02860260009765625,18.63647,3376.8885753154755,0.01977539,1017856,1017856,1934.0828576200001
498,-2.953448e-05,300,2026.7,0.0010597159,4.490086,0.012901246547698975,19.655663,3383.7965977191925,0.007470703,1019904,1019904,1934.0971375000001
499,-0.00011289483,297,2026.7,0.0006709016,4.4919767,0.05331140756607056,19.376719,3390.6167001724243,0.0031738281,1021952,1021952,1933.77210637
500,-0.001643176,297,2026.7,0.0022599716,4.5023885,0.013594329357147217,18.848934,3397.4942207336426,0.024365235,1024000,1024000,1933.8446348300004
501,-0.0003238218,306,2026.7,0.0030938152,4.509253,0.06025588512420654,19.174551,3404.379144668579,0.033203125,1026048,1026048,1933.5980112700001
502,-0.0005810963,298,2026.7,0.0012097451,4.510125,0.025466978549957275,19.5862,3411.0641555786133,0.0073242188,1028096,1028096,1933.2617178199998
503,-0.00042507326,298,2026.7,0.0020369417,4.5123997,0.10182541608810425,18.269255,3417.929325580597,0.01928711,1030144,1030144,1933.59233705
504,-0.002581053,298,2026.7,0.0031715445,4.5219765,-0.0013157129287719727,18.927145,3424.801959514618,0.03330078,1032192,1032192,1933.70212522
505,-0.002995718,300,2016.43,0.0046113045,4.536668,0.006864786148071289,37.866425,3431.660134077072,0.058935545,1034240,1034240,1924.0696425400001
506,-0.0002049907,299,2016.43,0.0016217295,4.551429,0.09389394521713257,18.821493,3438.4841639995575,0.0128417965,1036288,1036288,1923.9173618
507,-0.0041912664,296,2016.43,0.0036328011,4.553914,0.0464245080947876,18.580742,3445.320531845093,0.041650392,1038336,1038336,1923.9569327400002
508,-0.0009154937,296,2016.43,0.0021790857,4.5530763,0.1542208194732666,17.3951,3452.2258841991425,0.020263672,1040384,1040384,1924.05376076
509,0.00092108117,294,2016.43,0.0007562629,4.541911,-0.017784476280212402,19.297058,3459.1231713294983,0.0026855469,1042432,1042432,1923.78829836
510,-0.003451351,299,2005.23,0.00391932,4.540489,0.2294042706489563,16.059166,3466.0804631710052,0.04296875,1044480,1044480,1913.0445051699999
511,-0.004134246,296,1987.07,0.003018628,4.550789,0.10100579261779785,35.962654,3472.9166712760925,0.03491211,1046528,1046528,1895.8969962999995
512,-0.0036565245,300,1987.07,0.0040752995,4.578045,0.04575067758560181,19.1117,3479.83708524704,0.051367186,1048576,1048576,1895.7318532199995
513,-0.0007433435,295,1987.07,0.0018156506,4.5943446,0.018983662128448486,18.911848,3486.657379627228,0.015771484,1050624,1050624,1895.373218
514,-0.000478059,298,1987.07,0.0031300704,4.5966845,-0.014545440673828125,18.886665,3493.580230951309,0.03339844,1052672,1052672,1895.33543948
515,-4.0221737e-05,301,1987.07,0.002481575,4.6129136,0.027833282947540283,18.956196,3500.433277606964,0.027441407,1054720,1054720,1895.0901405500001
516,-0.0028084102,303,1987.07,0.0028056547,4.637479,0.05630558729171753,18.473362,3507.2216279506683,0.03666992,1056768,1056768,1895.00156691
517,-0.0014514682,300,1987.07,0.0018469291,4.6510067,0.10425859689712524,18.470932,3513.9630064964294,0.019677734,1058816,1058816,1894.9083374
518,-0.0002996681,304,1977.14,0.0019077394,4.6594687,0.14284425973892212,18.194668,3520.7909269332886,0.017431641,1060864,1060864,1885.72517905
519,-0.0030735794,304,1950.12,0.0025305324,4.6583147,0.44515806436538696,43.820107,3527.525304555893,0.027832031,1062912,1062912,1860.06794785
520,-0.0016217738,299,1950.12,0.001299413,4.653764,0.02295684814453125,19.236017,3534.2578411102295,0.01015625,1064960,1064960,1859.5520048
521,-0.0012113334,298,1950.12,0.0024870746,4.656424,0.12845098972320557,18.128202,3541.1039431095123,0.024365235,1067008,1067008,1859.3738334800003
522,-0.0015245612,296,1963.75,0.0016734119,4.642442,0.04459613561630249,18.416096,3547.9769546985626,0.014257813,1069056,1069056,1872.6316436299999
523,-0.0029128834,301,1963.75,0.0039660027,4.629738,0.05986177921295166,19.006804,3554.8957645893097,0.049951173,1071104,1071104,1872.47465775
524,-0.004897005,298,1972.42,0.0051393504,4.6389475,-0.03039729595184326,19.482227,3561.6816182136536,0.069042966,1073152,1073152,1880.45590177
525,-0.00080218614,300,1972.42,0.0015873484,4.655732,0.05047488212585449,18.87572,3568.5545802116394,0.0145019535,1075200,1075200,1880.28424637
526,-0.0032968223,298,1972.42,0.0030616054,4.654195,0.14587676525115967,17.827602,3575.373115539551,0.034228515,1077248,1077248,1880.5959098399999
527,-0.0015292302,301,1947.25,0.0029851443,4.655161,0.1332390308380127,34.38961,3582.225969552994,0.032910157,1079296,1079296,1856.51285754
528,0.0003470006,299,1931.97,0.0008456911,4.654194,0.1638144850730896,34.570377,3589.0234911441803,0.005029297,1081344,1081344,1841.7281514300003
529,-0.003598456,298,1931.97,0.0051621506,4.66433,0.01381373405456543,18.81267,3595.8655285835266,0.060498048,1083392,1083392,1841.63281973
530,-0.0003158115,300,1931.97,0.0015545223,4.672942,0.04066723585128784,18.729359,3602.7290399074554,0.014892578,1085440,1085440,1841.8635657200002
531,-0.002651204,306,1931.97,0.0040378426,4.692383,0.06900346279144287,18.294907,3609.548909187317,0.05,1087488,1087488,1841.0922307800001
532,-0.00014934357,297,1931.97,0.0014646214,4.7057757,0.08486157655715942,18.350384,3616.240000486374,0.010205078,1089536,1089536,1840.74593222
533,-0.00044974993,297,1931.97,0.0014599154,4.7084026,0.01460486650466919,18.885006,3623.125913143158,0.012988281,1091584,1091584,1840.9378260100002
534,-0.0050780126,300,1913.95,0.0032343175,4.7193923,0.11518853902816772,35.830906,3630.003514766693,0.03720703,1093632,1093632,1823.6544462
535,-0.0016892847,297,1913.95,0.0019926135,4.723733,0.021282970905303955,18.996006,3636.823580980301,0.018359374,1095680,1095680,1823.99775669
536,-0.00018191156,302,1913.95,0.0023639207,4.722999,0.07651740312576294,18.659733,3643.714396715164,0.023632813,1097728,1097728,1823.7918589700002
