clipfrac,time_elapsed,policy_entropy,value_loss,serial_timesteps,total_timesteps,n_updates,ep_len_mean,fps,approxkl,explained_variance,policy_loss,ep_reward_mean
0.084375,2140.80841088295,0.46558437,1.486532,841728,841728,411,195.89,384,0.0069801845,0.9950395110063255,-0.00043273316,77.43
0.086035155,2146.139181137085,0.46848708,7.6574554,843776,843776,412,196.91,391,0.10670893,0.9636725336313248,0.006297485,79.68
0.07607422,2151.3687841892242,0.47760695,0.7419778,845824,845824,413,195.92,381,0.00617559,0.996115091489628,0.0011821068,79.32
0.08510742,2156.7346839904785,0.4792424,0.42934808,847872,847872,414,193.46,416,0.007158173,0.9980821619974449,0.0021039187,76.48
0.07524414,2161.656508207321,0.48634028,0.3434175,849920,849920,415,192.61,390,0.0061335647,0.9979450907558203,0.0010231306,75.73
0.074804686,2166.899334192276,0.48709446,0.6305372,851968,851968,416,189.77,382,0.006469877,0.9976179981604218,0.0019551981,72.83
0.09604492,2172.2617053985596,0.48369136,3.037565,854016,854016,417,189.11,372,0.010556972,0.9776877462863922,0.00041646278,72.56
0.11376953,2177.7549107074738,0.49597782,0.7804301,856064,856064,418,188.21,383,0.009748553,0.9957761564292014,0.00061467336,70.86
0.09125976,2183.0929293632507,0.506155,7.9339585,858112,858112,419,184.89,367,0.015563598,0.9721205718815327,0.006304859,69.18
0.06098633,2188.6625213623047,0.5052761,0.3154211,860160,860160,420,183.45,378,0.005221991,0.9984558700816706,-0.0001142737,67.9
0.089501955,2194.0713567733765,0.4932909,0.7609218,862208,862208,421,183.42,368,0.007966613,0.9958490277640522,0.0035610697,68.69
0.05546875,2199.6345257759094,0.4808883,1.8184592,864256,864256,422,186.1,426,0.0047659343,0.9959135809913278,0.0019769694,71.99
0.115234375,2204.4390325546265,0.49125257,0.37894386,866304,866304,423,184.72,389,0.009514203,0.9978076359257102,-0.0030195639,70.51
0.08544922,2209.704567670822,0.5047401,2.2574959,868352,868352,424,183.17,423,0.012175122,0.9856558246538043,0.009005603,69.87
0.076416016,2214.5442955493927,0.5133706,9.996664,870400,870400,425,181.52,424,0.0113331545,0.9503379501402378,0.0018011078,68.21
0.07993164,2219.3674161434174,0.52133995,6.095374,872448,872448,426,181.98,399,0.012875408,0.975386492908001,0.0011459348,69.49
0.06391601,2224.498591899872,0.5327286,4.8871565,874496,874496,427,184.07,393,0.007119468,0.9805520586669445,0.003738074,72.36
0.09785156,2229.70699262619,0.53583086,4.0142884,876544,876544,428,184.25,405,0.018111996,0.980088222771883,6.356727e-05,72.46
0.106054686,2234.7623772621155,0.5484752,1.9729465,878592,878592,429,183.76,352,0.008128757,0.9838653802871704,-0.0062949015,70.19
0.06518555,2240.5685193538666,0.5507068,0.34751534,880640,880640,430,182.42,403,0.005508258,0.9984094343381003,0.0039880075,67.27
0.13676758,2245.643850326538,0.5389079,0.8579027,882688,882688,431,182.41,411,0.01089663,0.9969139595050365,-0.0016174888,67.52
0.1128418,2250.6182613372803,0.5260056,1.2096356,884736,884736,432,187.34,420,0.009419766,0.996989268111065,-0.0012967184,71.98
0.11015625,2255.4922246932983,0.51567733,0.33356208,886784,886784,433,189.0,380,0.008690329,0.9983067255234346,0.0011018205,73.95
0.08632813,2260.876038312912,0.5072268,1.534972,888832,888832,434,194.35,406,0.007872074,0.9948566467501223,-0.00013150623,78.62
0.048046876,2265.915502309799,0.49883372,1.031233,890880,890880,435,195.46,324,0.004260917,0.9961028341203928,0.0029458737,79.61
0.083300784,2272.2341175079346,0.5085971,0.33813477,892928,892928,436,195.25,424,0.007403263,0.9979967130348086,-0.0004908764,79.35
0.08149414,2277.0568804740906,0.5166713,0.78052604,894976,894976,437,198.25,396,0.006489894,0.9977679636795074,0.002668179,82.19
0.09458008,2282.2267546653748,0.5185443,0.76605934,897024,897024,438,203.38,369,0.00751762,0.9978140881285071,0.0017524514,86.91
0.09038086,2287.763986825943,0.52640975,0.5616888,899072,899072,439,204.48,398,0.0073050587,0.9977511723991483,-0.0013312341,89.91
0.06098633,2292.9088723659515,0.5413743,1.3764269,901120,901120,440,205.47,389,0.0049962904,0.9967140404041857,-0.00011235521,92.06
0.097314455,2298.17005610466,0.54592156,0.5427943,903168,903168,441,205.28,401,0.008144425,0.9966268704738468,0.00035022694,91.46
0.056689452,2303.273062467575,0.553869,0.4034925,905216,905216,442,201.46,380,0.0050797365,0.9980466165579855,0.0030339318,88.45
0.07578125,2308.6600062847137,0.5612311,0.45089555,907264,907264,443,200.9,411,0.0060620755,0.9978940295986831,0.0024527966,88.44
0.09487305,2313.644087076187,0.5560605,2.674975,909312,909312,444,199.92,412,0.00821708,0.9914246685802937,0.0011338481,86.56
0.08427735,2318.6111557483673,0.54801655,0.22482517,911360,911360,445,199.09,402,0.006995251,0.9987589092925191,0.0019339218,86.28
0.087841794,2323.6981654167175,0.5419826,0.3964439,913408,913408,446,196.8,424,0.0067847692,0.997431603493169,0.0017361678,84.73
0.08681641,2328.529542207718,0.5486208,0.940532,915456,915456,447,191.98,410,0.0071003316,0.996526099042967,0.0002454642,80.05
0.06567383,2333.520286798477,0.5479983,1.2131385,917504,917504,448,192.14,402,0.005674166,0.9967426275834441,0.0022466988,80.06
0.09082031,2338.6115469932556,0.5409623,0.36527592,919552,919552,449,191.82,365,0.0081569925,0.9976938779000193,0.0029567908,79.49
0.10024414,2344.2160272598267,0.54380226,3.1909606,921600,921600,450,189.13,393,0.14438403,0.9842781163752079,0.0054585687,77.44
0.080517575,2349.4212880134583,0.553939,8.957062,923648,923648,451,186.38,353,0.013736096,0.9614029489457607,0.0021913522,74.14
0.08623047,2355.220109462738,0.55691767,0.34718806,925696,925696,452,188.63,383,0.0070881904,0.9986529806628823,-5.6819e-05,76.67
0.07583008,2360.5641446113586,0.5466059,0.552083,927744,927744,453,191.04,405,0.0060786274,0.9978019595146179,-0.0020005917,79.3
0.11787109,2365.619666337967,0.53463376,2.3260143,929792,929792,454,188.82,406,0.02717773,0.9901612186804414,-0.00085050974,77.24
0.08359375,2370.6599414348602,0.535098,13.2270565,931840,931840,455,187.03,411,0.009805758,0.8905402943491936,0.0054964945,74.44
0.06850586,2375.6445639133453,0.53177214,0.405711,933888,933888,456,186.91,392,0.0058765835,0.9982599489158019,0.0018423802,73.66
0.10336914,2380.860804796219,0.51885426,3.8343632,935936,935936,457,185.05,419,0.053981774,0.9873983487486839,-0.002808825,71.89
0.07792969,2385.7441823482513,0.5174965,4.034589,937984,937984,458,187.27,408,0.009716938,0.9838212430477142,-0.0019217001,75.06
0.095263675,2390.759510755539,0.52259964,1.2457745,940032,940032,459,188.51,327,0.008121042,0.996043223887682,0.0043796683,75.68
0.0796875,2397.024256706238,0.5331335,8.988066,942080,942080,460,188.91,396,0.011088136,0.9438188001513481,-0.001080412,75.72
0.099560544,2402.195976495743,0.5534176,10.835291,944128,944128,461,185.21,389,0.020102894,0.9095259681344032,0.0053665685,70.67
0.07875977,2407.4527130126953,0.5628725,1.9507806,946176,946176,462,184.4,389,0.006290636,0.9920590212568641,0.0015259727,68.61
0.051660158,2412.7121415138245,0.57108504,5.6773424,948224,948224,463,184.43,395,0.0052791876,0.9764778781682253,-0.0034540598,68.73
0.09375,2417.8981325626373,0.5889558,0.6532117,950272,950272,464,187.45,388,0.0072866576,0.9964228346943855,0.00060432544,70.78
0.053613283,2423.1658527851105,0.5956703,0.68139565,952320,952320,465,187.23,432,0.0046359473,0.9969372812192887,0.0013648873,70.43
0.13183594,2427.9028911590576,0.5944423,10.799845,954368,954368,466,185.36,390,0.19633308,0.9500405378639698,-0.0016779869,68.77
0.06367187,2433.1536197662354,0.5988389,0.7516415,956416,956416,467,183.95,420,0.005097944,0.9958439003676176,0.0022043171,66.91
0.06533203,2438.024688243866,0.59329414,1.4599946,958464,958464,468,182.52,376,0.005196712,0.9949517124332488,0.0036191405,65.15
0.08544922,2443.4689536094666,0.5851007,1.2942803,960512,960512,469,186.21,395,0.0071478253,0.9954129378311336,-0.0015004296,69.08
0.08710937,2448.6495666503906,0.5724184,1.0187418,962560,962560,470,191.66,386,0.00686833,0.996812661876902,-0.0010385981,75.35
0.059667967,2453.9557492733,0.56678885,3.0094244,964608,964608,471,195.23,402,0.006134997,0.9901512525975704,0.0021467798,79.88
0.08867188,2459.0447568893433,0.57180357,1.0083005,966656,966656,472,196.67,403,0.0071387603,0.9958489257842302,0.0022568132,81.56
0.09238281,2464.1270723342896,0.56647986,0.35494012,968704,968704,473,196.45,382,0.0076003475,0.9979881315957755,0.0028833125,80.36
0.11445312,2469.483325242996,0.55052817,0.2918864,970752,970752,474,196.61,404,0.009199445,0.9982582263182849,-0.0010188855,80.28
0.09067383,2474.546136379242,0.5438465,0.7971004,972800,972800,475,198.66,387,0.0072489483,0.9968148234765977,0.002057985,81.76
0.10058594,2479.8363931179047,0.5416223,6.2731,974848,974848,476,200.1,399,0.02310284,0.9771719370037317,0.0061279847,83.39
0.09765625,2484.967735528946,0.5407216,9.861518,976896,976896,477,197.87,396,0.014652126,0.947483018040657,0.0008457814,81.18
0.08730469,2490.131891965866,0.551044,4.898629,978944,978944,478,198.23,368,0.0105805155,0.9808656293898821,-0.0010650184,82.38
0.111328125,2495.6931846141815,0.5531446,12.322751,980992,980992,479,192.97,393,0.013804266,0.9347867667675018,0.007112582,75.59
0.080566406,2500.896927833557,0.5547658,0.34284133,983040,983040,480,192.33,410,0.0065756002,0.9979403871111572,0.0010279617,74.6
0.07915039,2505.8847773075104,0.5533706,13.906583,985088,985088,481,188.97,353,0.009234117,0.933825671672821,0.0045160023,70.0
0.08676758,2511.676270723343,0.5563122,4.2838025,987136,987136,482,190.89,388,0.007816279,0.9875935195013881,0.0026129107,72.01
0.10292969,2516.94464302063,0.55874723,1.3654196,989184,989184,483,190.9,421,0.0109798405,0.9946522731333971,0.005431811,72.95
0.10341797,2521.802319049835,0.5604023,6.463496,991232,991232,484,191.07,388,0.010917701,0.9738066643476486,-0.0024345294,71.52
0.08081055,2527.0776269435883,0.5584718,1.139647,993280,993280,485,193.78,385,0.0063329013,0.9957568836398423,-0.0010304439,74.18
0.09291992,2532.395940542221,0.5422924,0.97339267,995328,995328,486,194.31,387,0.0077936994,0.9953940468840301,0.0034427387,73.48
0.09213867,2537.6772062778473,0.5220481,0.72975385,997376,997376,487,196.04,404,0.008048577,0.997020889306441,0.0030505643,74.23
0.11166992,2542.737884759903,0.51478064,0.49675545,999424,999424,488,194.89,396,0.009994796,0.9954279805533588,-0.0007852152,71.23
