clipfrac,time_elapsed,policy_entropy,value_loss,serial_timesteps,total_timesteps,n_updates,ep_len_mean,fps,approxkl,explained_variance,policy_loss,ep_reward_mean
0.06196289,1072.3736791610718,0.27658117,0.28000027,417792,417792,204,175.84,367,0.0051655313,0.9983374919975176,0.00248282,68.88
0.10043945,1077.955039024353,0.27364329,0.52939606,419840,419840,205,174.51,421,0.008116527,0.9973635964561254,0.001391421,67.19
0.06938477,1082.813376903534,0.27161393,0.89344406,421888,421888,206,174.27,418,0.005709269,0.996151213767007,0.00089938985,66.47
0.0753418,1087.7095742225647,0.26645637,0.2808445,423936,423936,207,174.12,404,0.006044987,0.9980724616907537,0.0018315706,65.61
0.06875,1092.7686741352081,0.27000707,0.5572559,425984,425984,208,177.29,417,0.00543451,0.9976457697339356,-0.0005129195,69.18
0.092236325,1097.6725928783417,0.27137285,0.3856488,428032,428032,209,178.3,399,0.007891918,0.998178509180434,-0.00018440586,69.95
0.11450195,1102.7997176647186,0.26097962,0.13044997,430080,430080,210,179.57,433,0.00922876,0.9990142461610958,-0.0008504838,71.51
0.08647461,1107.5282499790192,0.2633068,0.35844615,432128,432128,211,179.97,393,0.00693286,0.9981358167715371,0.0009344014,71.96
0.054345705,1112.740228652954,0.2629066,0.47029534,434176,434176,212,179.56,364,0.0047480026,0.9980378530453891,0.0006726495,70.81
0.08701172,1118.3591725826263,0.25427073,0.6459909,436224,436224,213,179.43,422,0.0069418936,0.9967109395656735,0.00031951824,69.58
0.08964844,1123.2101619243622,0.25968543,0.96134555,438272,438272,214,178.75,389,0.0072281645,0.9932896327227354,0.004614404,68.41
0.069042966,1128.473886013031,0.26102042,0.47566825,440320,440320,215,178.44,394,0.005715,0.9977414035238326,0.0021775975,68.97
0.095703125,1133.6632874011993,0.25947443,0.84098303,442368,442368,216,181.11,393,0.007811267,0.9973451551049948,-0.00018070303,71.85
0.12597656,1138.8719489574432,0.2545696,0.38415033,444416,444416,217,179.26,420,0.0097301,0.9975656250026077,-0.003755378,69.57
0.14580078,1143.7496182918549,0.267222,0.1423325,446464,446464,218,179.4,397,0.012168751,0.9991022545727901,-0.009029884,69.76
0.049951173,1148.9046592712402,0.27168074,0.44839793,448512,448512,219,181.42,432,0.0043596206,0.9981413291534409,0.0023789192,71.52
0.070214845,1153.637258052826,0.26729602,0.8726301,450560,450560,220,183.06,381,0.0057005556,0.9969616229645908,0.000923443,72.97
0.110888675,1159.0100252628326,0.2582247,0.26608792,452608,452608,221,180.52,435,0.008785533,0.9984565859194845,-0.0019139394,70.6
0.06801758,1163.7165195941925,0.25537843,0.7277972,454656,454656,222,180.77,381,0.0055410964,0.9968246778007597,0.0020264343,71.01
0.09624024,1169.0834617614746,0.25528157,0.30704498,456704,456704,223,182.72,392,0.00768077,0.998211219906807,0.0020651608,72.86
0.10981445,1174.3055160045624,0.25753674,0.4160962,458752,458752,224,183.39,397,0.008510813,0.9977777546737343,0.0028887247,72.7
0.07924805,1179.4564604759216,0.2576794,0.38341668,460800,460800,225,181.72,379,0.006159422,0.9986130906036124,0.0014835434,69.95
0.08901367,1184.8521089553833,0.2559951,0.17436242,462848,462848,226,181.84,368,0.007196429,0.9984883986180648,0.0023945342,69.87
0.10268555,1190.4099507331848,0.25478724,0.8456522,464896,464896,227,183.69,423,0.007967005,0.9966911140363663,-0.006887471,70.67
0.109033205,1195.243976354599,0.2560796,0.14951432,466944,466944,228,183.28,423,0.008390317,0.9992169968318194,-0.0027446938,70.63
0.106738284,1200.0814349651337,0.24221548,0.12521204,468992,468992,229,182.84,433,0.008705731,0.9993108915514313,-0.00083010586,69.83
0.06499024,1204.8042492866516,0.21640244,0.891125,471040,471040,230,186.5,372,0.005591569,0.9973402719479054,-0.0007835448,72.59
0.08251953,1210.2988393306732,0.20210318,1.0752856,473088,473088,231,187.69,428,0.0068953163,0.9968448104336858,0.00048177363,73.07
0.14521484,1215.0780200958252,0.20499381,0.37462312,475136,475136,232,188.23,418,0.013314998,0.9977958872914314,-0.0012121504,73.98
0.11279297,1219.9752888679504,0.20201692,0.18761578,477184,477184,233,186.56,377,0.009728362,0.9986468349816278,0.00035766372,72.46
0.11459961,1225.4060442447662,0.20683563,0.61729777,479232,479232,234,185.4,363,0.009151093,0.9966751709580421,0.0009697083,71.44
0.10083008,1231.037698507309,0.22462718,1.065642,481280,481280,235,187.02,408,0.008369895,0.9937899145297706,-0.000902275,72.25
0.097558595,1236.05424118042,0.239326,0.5414082,483328,483328,236,184.5,411,0.0080982605,0.9962621766608208,-0.0010226178,69.71
0.09350586,1241.03076338768,0.2485533,0.34337902,485376,485376,237,185.36,374,0.00726415,0.9986291629029438,4.9269023e-05,70.05
0.12246094,1246.5025284290314,0.24942267,0.5701121,487424,487424,238,187.97,390,0.009774936,0.9981532146921381,-0.0016615853,73.21
0.11357422,1251.7430083751678,0.24317989,0.27301973,489472,489472,239,186.47,395,0.009530583,0.9984599887393415,-0.00045959846,72.24
0.071777344,1256.923101902008,0.23187132,0.92159975,491520,491520,240,184.7,426,0.005912654,0.9962290185503662,0.0012649001,69.74
0.107861325,1261.7316763401031,0.22836521,0.10047146,493568,493568,241,185.88,350,0.008978228,0.9993877959786914,-0.0017692756,70.5
0.050927736,1267.5682559013367,0.22801523,0.5402144,495616,495616,242,187.67,388,0.0042928713,0.997861006995663,0.00022675609,71.91
0.08842774,1272.8353872299194,0.23018506,0.52702415,497664,497664,243,188.6,405,0.0069902935,0.9978902826551348,-0.0010152529,71.86
0.058935545,1277.8872528076172,0.23412593,0.35814747,499712,499712,244,189.67,362,0.004775525,0.9983041192172095,-0.00053339254,73.61
0.079589844,1283.5445141792297,0.23445418,0.51555073,501760,501760,245,192.41,397,0.0062822206,0.9981765614356846,0.0016481515,76.42
0.08198242,1288.6980142593384,0.23147483,0.7421796,503808,503808,246,193.07,399,0.0064232475,0.9975688818376511,-0.0037436846,76.9
0.107666016,1293.827629327774,0.23029885,0.53632593,505856,505856,247,194.41,376,0.009011861,0.9979578640777618,0.0015727455,77.66
0.093652345,1299.2703759670258,0.22764203,0.6519251,507904,507904,248,193.03,429,0.007440456,0.9973142298404127,0.0011347384,75.98
0.12055664,1304.044010400772,0.22555265,0.33391148,509952,509952,249,191.64,366,0.010238286,0.9979020168539137,0.0043004523,74.66
0.09658203,1309.6261940002441,0.22804424,0.34913495,512000,512000,250,192.94,379,0.008071056,0.9986787894740701,-0.0016431867,75.63
0.123535156,1315.027013540268,0.23169498,0.5119394,514048,514048,251,191.17,382,0.010529924,0.9960467298515141,0.004170385,73.71
0.095019534,1320.3891503810883,0.25008675,0.23323381,516096,516096,252,191.19,401,0.0075598927,0.9988490415271372,-0.0014058575,73.56
0.08569336,1325.4955823421478,0.25518912,0.7928711,518144,518144,253,190.21,407,0.0069230916,0.9961187776643783,0.0022973353,72.63
0.07197265,1330.5182769298553,0.24777946,0.29475933,520192,520192,254,191.2,395,0.0055599557,0.9987532674567774,0.001951705,73.4
0.111279294,1335.702932357788,0.25322086,0.24870732,522240,522240,255,186.67,382,0.009218983,0.9979592601303011,-0.0010219698,68.04
0.118945315,1341.0646147727966,0.2722469,0.43032447,524288,524288,256,186.25,437,0.009133584,0.997840269934386,-0.0015560671,67.65
0.08505859,1345.7423975467682,0.2813295,1.1518251,526336,526336,257,188.61,375,0.0066729835,0.9969819255638868,0.0023035153,69.78
0.122607425,1351.1919260025024,0.2821412,0.43950343,528384,528384,258,188.48,419,0.009420434,0.9975827431771904,-0.0017691755,69.0
0.11694336,1356.0705921649933,0.2818973,1.1210347,530432,530432,259,189.65,435,0.010255366,0.9964193226769567,0.0013801189,69.78
0.11987305,1360.77925157547,0.2860426,1.2456076,532480,532480,260,189.92,415,0.009982168,0.9935155059210956,0.0028448259,70.3
0.08457031,1365.7064023017883,0.2942714,1.9286753,534528,534528,261,189.7,385,0.007212803,0.9887222293764353,-0.00063908444,70.43
0.101220705,1371.0257992744446,0.29624093,3.3508873,536576,536576,262,192.0,404,0.007848155,0.9907883098348975,0.0029103043,73.24
0.08710937,1376.0926988124847,0.28516984,1.5715711,538624,538624,263,192.76,429,0.0072298446,0.9955833554267883,0.0005082564,73.91
0.100976564,1380.863646030426,0.26679176,0.18675269,540672,540672,264,192.97,405,0.008376565,0.9986865429673344,0.0013263534,74.61
0.10341797,1385.9204602241516,0.25650242,0.5947109,542720,542720,265,192.05,386,0.0080455765,0.9960281495004892,0.0016431283,73.8
0.08164062,1391.2222027778625,0.25271142,0.6905967,544768,544768,266,189.71,426,0.0063738064,0.9975960338488221,0.0017151341,71.99
0.10014649,1396.023511171341,0.24866955,0.70489734,546816,546816,267,190.44,406,0.008569106,0.9970778462011367,-0.00026693667,73.48
0.13676758,1401.0641083717346,0.25619015,0.93130267,548864,548864,268,191.11,400,0.010843763,0.9940188708715141,0.0027857525,74.84
0.096142575,1406.176976442337,0.25678262,0.1622684,550912,550912,269,187.68,382,0.0077270977,0.9990386919234879,-0.0011501859,71.85
0.099853516,1411.5379152297974,0.25189823,0.36387572,552960,552960,270,187.46,404,0.0084057525,0.9982398113934323,0.0037126902,72.34
0.07114258,1416.5971820354462,0.2605706,0.5872538,555008,555008,271,187.77,403,0.0057167485,0.9971839885693043,-7.623754e-05,72.84
0.09194336,1421.6762855052948,0.26612133,0.7161399,557056,557056,272,186.91,426,0.0080597345,0.9968870976008475,-0.00061481196,71.96
0.09267578,1426.4852442741394,0.26695237,0.29771876,559104,559104,273,183.27,405,0.0074576675,0.9976264245342463,0.0003926279,66.8
0.079589844,1431.540051460266,0.2707921,0.49165463,561152,561152,274,183.76,379,0.007196383,0.9972314604092389,-4.710685e-05,67.07
0.09443359,1436.9313671588898,0.2720936,0.41290516,563200,563200,275,184.12,411,0.007155888,0.9979964506346732,-0.0013018325,67.03
0.080322266,1441.9084706306458,0.28058168,0.47672516,565248,565248,276,182.9,406,0.0062439498,0.998176395194605,-0.00036448502,65.97
0.08496094,1446.9427144527435,0.29198048,0.37600452,567296,567296,277,183.86,403,0.006566712,0.9972918836865574,0.0010072038,66.85
0.09057617,1452.0152523517609,0.30111703,0.35568625,569344,569344,278,184.14,399,0.0072639817,0.9986191213829443,-0.0010997356,67.08
0.08754883,1457.1403331756592,0.30799136,0.9762904,571392,571392,279,183.6,378,0.0071810633,0.994288005400449,0.0014755337,65.7
0.08618164,1462.5491774082184,0.31754878,0.24162388,573440,573440,280,183.18,394,0.0068401257,0.9988409538054839,0.0023400763,65.04
0.12456055,1467.744866847992,0.33294517,0.3375638,575488,575488,281,181.55,411,0.0103021795,0.9958366742357612,-0.00012014839,63.8
0.096191406,1472.7179975509644,0.33608246,0.33527058,577536,577536,282,182.34,408,0.008949826,0.9976289926562458,0.0020126733,66.02
0.056640625,1477.7293994426727,0.3389352,0.860233,579584,579584,283,182.92,372,0.0046668043,0.9968438150826842,0.0023398548,66.65
0.09907226,1483.2354135513306,0.3456124,0.3492784,581632,581632,284,182.96,360,0.007920596,0.9980224596802145,0.0010733833,67.53
0.05649414,1488.914897441864,0.3492758,0.6130731,583680,583680,285,181.72,369,0.0047303797,0.9973279049154371,0.0020791197,66.06
0.07260742,1494.4616599082947,0.35562497,0.6984688,585728,585728,286,183.17,436,0.0057097515,0.9965000594966114,0.0015186273,67.48
0.10043945,1499.1544060707092,0.36810374,0.17061248,587776,587776,287,181.09,408,0.00821281,0.9988065958023071,0.0008430599,65.52
0.13305664,1504.1756546497345,0.36635736,0.268583,589824,589824,288,180.54,409,0.01145917,0.9980904283002019,0.00032807613,65.45
0.07705078,1509.1846280097961,0.35936546,0.5927216,591872,591872,289,180.94,406,0.0062531964,0.9977258190046996,0.0032354612,65.71
0.09487305,1514.2192516326904,0.35381213,0.5472647,593920,593920,290,182.95,374,0.0072543686,0.9968250310048461,0.002514222,67.66
0.10844727,1519.6883735656738,0.34574032,0.17631146,595968,595968,291,184.09,393,0.008457834,0.9990446798037738,-0.003128678,68.71
0.062158205,1524.8950912952423,0.35175362,0.46790576,598016,598016,292,183.65,408,0.005066269,0.9980095343198627,0.0015689135,68.52
0.08071289,1529.9082770347595,0.35903612,0.4520696,600064,600064,293,184.38,396,0.006825504,0.9977548960596323,3.148045e-06,68.89
0.080029294,1535.069272518158,0.3571961,0.34126884,602112,602112,294,184.06,421,0.00657093,0.9979440879542381,0.0013221033,68.24
0.07285156,1539.9318263530731,0.35794693,0.7388984,604160,604160,295,184.49,436,0.0059823524,0.9966847917530686,0.00082896976,68.33
0.08647461,1544.627328634262,0.3561774,0.9169358,606208,606208,296,187.28,390,0.007061089,0.9970279571134597,0.0012372076,71.61
0.08476563,1549.8715913295746,0.36011457,0.18685375,608256,608256,297,188.91,435,0.0069667115,0.9989250206854194,0.0018663164,73.53
0.0831543,1554.5788452625275,0.36556247,0.13744518,610304,610304,298,187.35,407,0.0066840565,0.9991820700815879,0.0010784267,71.8
0.107470706,1559.605797290802,0.35414523,0.8768295,612352,612352,299,190.61,413,0.009424253,0.9968634750694036,0.0001082699,75.27
0.059423827,1564.5617580413818,0.33940902,0.6453372,614400,614400,300,192.06,415,0.0051089786,0.9975789876189083,0.0011975043,76.25
0.12089844,1569.4944171905518,0.33708897,0.27310705,616448,616448,301,190.96,383,0.009706372,0.9984601875767112,-0.00084471906,74.57
0.07519531,1574.8413815498352,0.33311087,0.41520444,618496,618496,302,191.27,399,0.0061080134,0.9978434145450592,0.0021535242,74.9
0.07050781,1579.9631774425507,0.32893857,0.3807246,620544,620544,303,191.47,436,0.005684557,0.9979392313398421,-0.0011807868,74.82
0.07358398,1584.6585354804993,0.31994608,0.18718162,622592,622592,304,190.44,324,0.0061925175,0.9985946309752762,0.0016867013,73.47
0.082373045,1590.97713804245,0.319354,0.23075345,624640,624640,305,190.43,403,0.00662065,0.9989355863071978,-0.0043952786,72.84
0.12924805,1596.058165550232,0.32185394,1.0806569,626688,626688,306,190.16,393,0.010399344,0.9950350010767579,0.001702015,72.35
0.11679687,1601.2638218402863,0.3292493,0.74063706,628736,628736,307,190.03,420,0.009502578,0.9957058629952371,1.2615341e-05,71.4
0.105566405,1606.1411159038544,0.34561723,0.3816897,630784,630784,308,187.56,374,0.008729219,0.9969689061399549,0.0013941734,68.37
0.06147461,1611.6143510341644,0.3402645,0.5528541,632832,632832,309,186.8,382,0.0050975564,0.9977619561832398,0.00017750444,67.69
0.08457031,1616.964081287384,0.32851934,0.36691082,634880,634880,310,187.77,400,0.006958118,0.9983699762960896,0.0034143142,68.28
0.09648438,1622.0765707492828,0.33328766,0.120156206,636928,636928,311,186.91,371,0.0075604455,0.9991068479721434,-0.00018865764,66.58
0.09492187,1627.5898072719574,0.34392318,0.24698326,638976,638976,312,189.64,364,0.007098984,0.9991166100953706,-0.0038816407,68.81
0.07050781,1633.214554309845,0.3533492,0.7056935,641024,641024,313,191.59,398,0.0056625595,0.9970939299091697,0.0019619525,70.15
0.07319336,1638.3565492630005,0.3511183,0.387304,643072,643072,314,193.68,377,0.0058582677,0.9985496347071603,-0.0005958417,71.48
0.059814453,1643.782180070877,0.34969628,0.7907002,645120,645120,315,195.87,366,0.004978389,0.9976271374616772,-0.0006556174,72.36
0.095214844,1649.375230550766,0.35139534,0.19122677,647168,647168,316,196.85,407,0.0079319235,0.998758258880116,0.0012042463,73.1
0.058398437,1654.4017870426178,0.3584078,0.82368946,649216,649216,317,197.51,360,0.0049313693,0.9973080002237111,0.0024031638,74.11
0.08383789,1660.0792746543884,0.37185353,0.23847885,651264,651264,318,199.95,406,0.0068626134,0.9983488766010851,0.0034722437,75.63
0.09584961,1665.1139481067657,0.3736995,0.35304552,653312,653312,319,198.71,416,0.007996453,0.9980473160976544,0.0024391213,73.49
0.07919922,1670.0371339321136,0.36935616,0.6169002,655360,655360,320,200.51,392,0.006367749,0.9968108197208494,0.0025867568,74.88
0.052734375,1675.2512784004211,0.36298925,1.1952897,657408,657408,321,204.1,379,0.00464901,0.9971235259436071,0.0011162208,77.74
0.10366211,1680.6443676948547,0.3562257,0.23322889,659456,659456,322,200.47,385,0.008662368,0.9987031411146745,0.00089847855,74.21
0.054882813,1685.9546897411346,0.35370845,0.34347397,661504,661504,323,202.49,422,0.004655789,0.9984044252196327,0.0010319955,75.87
0.07504883,1690.8011965751648,0.34906587,0.25164708,663552,663552,324,200.83,384,0.0062935324,0.9983755747089162,0.002764918,74.57
0.088574216,1696.1295869350433,0.34521237,0.75465673,665600,665600,325,197.76,398,0.007371089,0.9966825644951314,0.0038361833,71.43
0.07856445,1701.2743544578552,0.3340189,0.26083988,667648,667648,326,196.28,407,0.006865058,0.9970741192810237,0.0040477174,69.0
0.092285156,1706.3013908863068,0.3308746,0.32067543,669696,669696,327,195.66,431,0.0071579916,0.9985311585478485,0.0013460125,68.04
0.1206543,1711.0542225837708,0.31799558,0.1750665,671744,671744,328,193.78,381,0.010553832,0.9981039960402995,0.0019291958,65.78
0.10639648,1716.4224500656128,0.3124079,0.10232456,673792,673792,329,191.94,355,0.008131728,0.9991841780720279,-0.00063377095,64.74
0.09145508,1722.1853518486023,0.32160828,0.29456106,675840,675840,330,191.61,421,0.007307615,0.9984598841983825,-0.0013863214,65.71
0.08110352,1727.0420575141907,0.33218893,0.57812047,677888,677888,331,188.9,430,0.0065168426,0.996220612898469,0.0014145834,62.21
0.10649414,1731.8033907413483,0.3289752,0.37739682,679936,679936,332,189.03,374,0.008539416,0.9985019067535177,-0.004652078,64.11
0.0887207,1737.2742309570312,0.3178203,0.17402601,681984,681984,333,186.75,419,0.0071903667,0.9986892723245546,0.002030633,61.84
0.10649414,1742.1589732170105,0.30923465,0.24338265,684032,684032,334,188.8,393,0.00840163,0.9988410631194711,-0.0017175184,65.46
0.09560547,1747.3648478984833,0.29444513,1.0214504,686080,686080,335,190.3,400,0.007887213,0.9970024125650525,0.0021207375,67.04
0.055664062,1752.482926607132,0.29325107,0.6112896,688128,688128,336,191.48,415,0.004768028,0.9973012628033757,0.0029948913,69.53
0.17670898,1757.4189653396606,0.3010305,0.33419186,690176,690176,337,192.78,424,0.016256202,0.9978629336692393,-0.0013544995,71.24
0.12939453,1762.2394757270813,0.2992522,0.16474551,692224,692224,338,193.21,393,0.009103327,0.9991997962933965,-0.010779289,72.89
0.08540039,1767.44060587883,0.2944321,0.3611793,694272,694272,339,193.98,428,0.008055644,0.9975806470029056,-0.001703606,74.75
0.09926758,1772.2199063301086,0.29199758,0.42131576,696320,696320,340,194.86,369,0.007841145,0.9980156777892262,0.002949349,75.88
0.072949216,1777.7703530788422,0.28950152,0.29484913,698368,698368,341,196.02,410,0.005912968,0.9990080987336114,0.002567608,77.61
0.14038086,1782.762490272522,0.27965555,0.24290033,700416,700416,342,195.48,402,0.011258518,0.9980664192698896,0.0025325934,76.01
0.08955078,1787.8571169376373,0.27400273,0.5131459,702464,702464,343,195.61,401,0.0070242444,0.9976738067343831,0.0025777635,75.59
0.12739258,1792.955891609192,0.27523372,0.5036872,704512,704512,344,195.2,424,0.01023549,0.9975174670107663,-0.0023087284,75.53
0.08696289,1797.7857029438019,0.28488138,0.4927877,706560,706560,345,192.98,404,0.0068091685,0.9978621525224298,0.003441555,73.28
0.11850586,1802.851271867752,0.2847647,1.0931058,708608,708608,346,192.78,390,0.010263296,0.9947921582497656,-0.00022153146,73.3
0.06635742,1808.1014506816864,0.28587288,2.1565547,710656,710656,347,193.71,368,0.0055070287,0.9929701457731426,0.0015772689,74.23
0.107617185,1813.6630959510803,0.29377115,1.2013632,712704,712704,348,194.61,403,0.008419758,0.9954406744800508,-0.00050118926,73.75
0.09306641,1818.7419321537018,0.31524828,0.4456118,714752,714752,349,193.69,414,0.007294594,0.997972367098555,0.00088253076,73.15
0.18041992,1823.684754371643,0.3299704,0.31826282,716800,716800,350,193.78,386,0.018736996,0.9980041880626231,-7.975784e-05,73.68
0.09233399,1828.9922502040863,0.33291227,0.79859215,718848,718848,351,191.9,412,0.007787739,0.9976952555589378,0.0011589832,71.42
0.12822266,1833.9603779315948,0.33145332,0.3500442,720896,720896,352,193.4,434,0.010424731,0.9971012487076223,0.00070619,74.11
0.06557617,1838.6737415790558,0.32852384,0.784602,722944,722944,353,194.62,354,0.0054410947,0.9977269410155714,-0.0014454838,75.94
0.09609375,1844.4591438770294,0.3299494,0.8743184,724992,724992,354,194.3,391,0.007976075,0.9965722390916198,0.0017140968,75.33
0.052734375,1849.6978373527527,0.34835118,0.9377772,727040,727040,355,192.65,353,0.004454556,0.9961849630344659,0.0016492311,72.96
0.08544922,1855.4937589168549,0.35733432,0.43556437,729088,729088,356,192.83,392,0.0070196004,0.9977602453436702,0.0030497261,74.26
0.059521485,1860.7169680595398,0.35893908,0.26752788,731136,731136,357,193.0,411,0.0056535346,0.998681059689261,0.0016283833,75.08
0.0753418,1865.6913559436798,0.3577389,0.49054304,733184,733184,358,192.27,412,0.006022164,0.9980103499256074,0.000315836,74.66
0.10258789,1870.6576523780823,0.35655975,0.38789508,735232,735232,359,192.62,394,0.008290732,0.9977692179381847,0.0054022297,74.58
0.13500977,1875.8459854125977,0.3552497,0.5366632,737280,737280,360,193.19,400,0.010282956,0.9977462121751159,-0.007004867,73.75
0.07744141,1880.9630167484283,0.3676563,1.5349691,739328,739328,361,193.65,415,0.006365725,0.9942186307162046,0.00084927643,74.12
0.07910156,1885.8947117328644,0.38018003,1.0463207,741376,741376,362,192.89,384,0.0063527054,0.995231993496418,-0.0011152761,73.37
0.08520508,1891.2266809940338,0.3893671,0.3661982,743424,743424,363,191.95,400,0.0069511137,0.9975742276292294,0.0011065642,71.06
0.09213867,1896.3401176929474,0.40624532,0.9797145,745472,745472,364,192.12,366,0.007479813,0.9942148695699871,0.0014789308,71.55
0.06689453,1901.9228746891022,0.41612348,0.66840804,747520,747520,365,193.97,391,0.0054114065,0.9972289353609085,-0.0008215696,73.76
0.08510742,1907.153392314911,0.4250409,0.7049174,749568,749568,366,192.41,427,0.0069461935,0.9969640015624464,0.00074129616,70.47
0.087841794,1911.9406430721283,0.434769,0.7188948,751616,751616,367,192.3,420,0.006959134,0.9959576278924942,0.0019877772,69.1
0.074072264,1916.8129706382751,0.44107237,0.54023254,753664,753664,368,192.78,390,0.005830191,0.997663079528138,0.0012067001,69.82
0.10078125,1922.0636653900146,0.4342804,0.25537282,755712,755712,369,192.97,407,0.008331476,0.9986941269598901,0.000567249,69.52
0.08930664,1927.0964584350586,0.4182598,0.5854266,757760,757760,370,194.87,379,0.0071648173,0.9975728411227465,0.0013501417,72.62
0.07895508,1932.4945831298828,0.411503,0.36396995,759808,759808,371,192.95,407,0.006301541,0.9975986119825393,0.002912841,70.2
0.08862305,1937.519641160965,0.40472308,0.5502583,761856,761856,372,193.92,394,0.007416145,0.9960621991194785,0.0019355438,71.28
0.085351564,1942.7128229141235,0.39469174,1.1058061,763904,763904,373,194.17,376,0.0066630244,0.9963110233657062,-0.0028298309,71.86
0.083496094,1948.151436328888,0.3910659,0.2805918,765952,765952,374,194.04,358,0.0070084343,0.9984962736489251,0.0011523569,72.41
0.0831543,1953.8649306297302,0.3885221,0.54446113,768000,768000,375,194.15,389,0.0065783947,0.9967030161060393,0.00041908055,72.84
0.12148438,1959.1222350597382,0.3843359,0.7057245,770048,770048,376,194.49,424,0.009676824,0.9973431737162173,-0.0041285343,73.94
0.13618164,1963.94810795784,0.37941188,0.76349974,772096,772096,377,193.98,442,0.01151778,0.9979416895657778,-0.0006876731,74.72
0.09047852,1968.5774817466736,0.37483674,0.6562556,774144,774144,378,196.54,391,0.0072686225,0.9977776312734932,-0.00091193133,77.89
0.07949219,1973.811569929123,0.38514292,1.3625703,776192,776192,379,196.28,442,0.006811131,0.9939754484221339,0.0016074826,77.05
0.047607422,1978.4423096179962,0.39143252,0.6968722,778240,778240,380,194.56,340,0.004032274,0.9973671876359731,0.00080405147,74.64
0.08569336,1984.461584329605,0.39537197,0.800593,780288,780288,381,196.44,378,0.006943082,0.9966631047427654,0.0015603814,76.75
0.10073242,1989.8673791885376,0.3983257,0.47060257,782336,782336,382,196.78,430,0.008577284,0.9966910984367132,0.0005278633,76.35
0.1071289,1994.622386455536,0.39312926,0.2905143,784384,784384,383,196.82,450,0.008315466,0.9986970484023914,0.00036677346,76.58
0.09838867,1999.1711204051971,0.39292225,0.24586609,786432,786432,384,197.58,373,0.008150532,0.9986125614959747,-0.0023147548,76.4
0.091552734,2004.6623258590698,0.38641477,0.19048564,788480,788480,385,198.16,343,0.007219973,0.9986403590301052,0.0018397262,77.7
0.076660156,2010.619301557541,0.3789145,0.5590392,790528,790528,386,198.33,369,0.005885893,0.9979444667696953,0.001642338,77.27
0.099414065,2016.1617894172668,0.3748376,0.2261209,792576,792576,387,196.82,406,0.008162754,0.9987416872754693,0.0009103959,75.12
0.099169925,2021.207631111145,0.37430397,0.30023304,794624,794624,388,196.12,401,0.0076915985,0.9987379678059369,0.000972947,74.25
0.089257814,2026.3158910274506,0.3807047,1.3181894,796672,796672,389,196.02,389,0.0075005763,0.9932260494679213,0.0062239533,74.33
0.08295898,2031.5701723098755,0.37675887,0.44153824,798720,798720,390,194.32,372,0.006522093,0.9971168923657387,0.001234773,72.36
0.096142575,2037.0682191848755,0.38021433,0.3830455,800768,800768,391,193.64,395,0.008180797,0.9971640268340707,0.0012639861,73.38
0.079589844,2042.250508069992,0.39365783,0.3273634,802816,802816,392,193.66,413,0.0069452366,0.9981466141762212,0.0053688246,72.55
0.09013672,2047.20778298378,0.40228143,0.48483616,804864,804864,393,193.93,357,0.007866373,0.9978653476573527,-0.0027727867,73.38
0.06962891,2052.942455291748,0.40783945,0.9577187,806912,806912,394,193.14,397,0.0058794087,0.9955464052036405,0.002130692,71.65
0.12680665,2058.0961015224457,0.4002893,0.3101935,808960,808960,395,192.67,377,0.009917242,0.998709516832605,-0.0062826015,71.28
0.08476563,2063.5197837352753,0.4118619,0.66955,811008,811008,396,193.2,377,0.00691455,0.9969622595235705,0.00053057715,71.99
0.053808592,2068.9422323703766,0.42719382,0.45221573,813056,813056,397,194.07,438,0.0045639966,0.9982179078506306,0.001051267,72.57
0.087939456,2073.613488674164,0.42703694,0.8584508,815104,815104,398,194.67,399,0.007270229,0.9968992986250669,0.0024681527,73.51
0.07285156,2078.7438044548035,0.42626348,0.47779483,817152,817152,399,195.78,374,0.0060588536,0.9986587536986917,0.0014276834,75.14
0.08496094,2084.211028814316,0.4331654,0.4198746,819200,819200,400,197.62,395,0.0067071775,0.998230145429261,0.00126373,77.93
0.09257813,2089.3976986408234,0.43367448,1.3207653,821248,821248,401,198.96,366,0.008032307,0.9943748419173062,-0.0012699066,78.92
0.103320315,2094.987037420273,0.43855,0.5751153,823296,823296,402,199.98,416,0.008009372,0.997654857346788,0.00014284442,80.16
0.08964844,2099.908931493759,0.44321948,0.97257006,825344,825344,403,197.67,410,0.0076405704,0.9953349996358156,-0.00011023858,76.67
0.109033205,2104.8949058055878,0.44740987,0.47103938,827392,827392,404,199.95,372,0.0083221905,0.9984710323624313,-0.005748083,80.75
0.08828125,2110.3887317180634,0.44893035,1.1031063,829440,829440,405,200.29,428,0.007184559,0.9965158747509122,0.0038278154,80.51
0.114990234,2115.1662979125977,0.45365915,0.50826865,831488,831488,406,198.93,395,0.009699412,0.9978995523415506,0.0043260143,80.04
0.05908203,2120.3441019058228,0.46660575,2.4289918,833536,833536,407,200.32,424,0.004827091,0.9933914430439472,0.00015403071,81.3
0.076660156,2125.169172525406,0.46646294,0.8391981,835584,835584,408,197.89,418,0.0062940246,0.9948301375843585,0.00064042455,79.47
0.064941406,2130.064104318619,0.46244866,0.49513364,837632,837632,409,194.75,375,0.0054685855,0.9968891586177051,0.0030280717,75.55
0.06538086,2135.517989397049,0.4632144,1.9716032,839680,839680,410,195.29,387,0.005474235,0.9948178264312446,-0.00033016063,75.68
