serial_timesteps,explained_variance,total_timesteps,approxkl,policy_entropy,clipfrac,fps,policy_loss,n_updates,time_elapsed,value_loss,ep_len_mean,ep_reward_mean
2316288,0.9192746058106422,2316288,0.005774762,1.4931729,0.072949216,238,-0.003413689,1131,13214.600506305695,1.3872439,1690.45,1132.8532714799999
2318336,0.956288605928421,2318336,0.003507311,1.4930024,0.04057617,181,-0.003245247,1132,13223.186580181122,2.2259324,1719.16,1154.20736719
2320384,0.9427548311650753,2320384,0.0070874607,1.491021,0.09262695,188,-0.004310024,1133,13234.499813079834,2.2801518,1720.32,1155.67250195
2322432,0.9641104079782963,2322432,0.006764617,1.4915328,0.08081055,176,-0.00475555,1134,13245.383255243301,1.9576313,1720.13,1155.2044277300001
2324480,0.90191650390625,2324480,0.007903636,1.4943981,0.0737793,142,-0.009821855,1135,13256.991924762726,10.215362,1692.91,1136.8974101499998
2326528,0.9566432163119316,2326528,0.005915816,1.4963882,0.06503906,187,-0.0047877203,1136,13271.31672167778,3.337087,1700.2,1142.4908769499998
2328576,0.9518764652311802,2328576,0.0044810986,1.4898347,0.054248046,151,-0.0023687426,1137,13282.223374605179,5.9076147,1718.48,1157.0608496099999
2330624,0.9786319099366665,2330624,0.006159554,1.4918272,0.07290039,185,-0.0063596456,1138,13295.77442240715,1.262907,1699.84,1144.1042831999998
2332672,0.9687075428664684,2332672,0.006115333,1.4866221,0.06713867,130,-0.0056350166,1139,13306.825594902039,2.9375806,1713.21,1154.8615507700001
2334720,0.9828366208821535,2334720,0.007220241,1.4793395,0.080078125,195,-0.0053341067,1140,13322.464765310287,1.2974638,1710.13,1152.3863984299999
2336768,0.9591044820845127,2336768,0.008098399,1.4767047,0.083789065,187,-0.005666441,1141,13332.96341252327,2.2225306,1720.45,1160.45755468
2338816,0.9733855668455362,2338816,0.0062224925,1.4787672,0.07446289,83,-0.0062219156,1142,13343.868878602982,2.9525654,1731.42,1168.431625
2340864,0.9284126982092857,2340864,0.007875254,1.4795147,0.09047852,140,-0.0060831094,1143,13368.26692533493,5.9182825,1728.46,1166.9627148499999
2342912,0.9735792223364115,2342912,0.0070087044,1.4866481,0.087841794,172,-0.005668003,1144,13382.863319158554,1.3056496,1740.56,1175.4000195400001
2344960,0.9715410210192204,2344960,0.00904212,1.4969637,0.10844727,182,-0.006501004,1145,13394.74887061119,1.3111331,1753.46,1185.06952345
2347008,0.9468313828110695,2347008,0.006335036,1.5107884,0.07817383,188,-0.004074077,1146,13405.968031167984,2.1228585,1764.86,1193.42096486
2349056,0.9706964492797852,2349056,0.0063634417,1.5209194,0.0796875,174,-0.0072578476,1147,13416.832855463028,1.3515894,1776.92,1201.61647267
2351104,0.9720698520541191,2351104,0.006476899,1.5365115,0.07402344,193,-0.0032281713,1148,13428.56380867958,1.6367953,1788.29,1209.41153713
2353152,0.9573497921228409,2353152,0.008141676,1.5563498,0.09306641,206,-0.0072887503,1149,13439.163150787354,1.7207083,1798.61,1216.2792988499998
2355200,0.9650629386305809,2355200,0.006436882,1.5749233,0.06782226,150,-0.004563636,1150,13449.100114107132,3.8634229,1811.47,1225.05330861
2357248,0.9329180344939232,2357248,0.008007255,1.5786626,0.078271486,144,-0.009812812,1151,13462.705490350723,8.173014,1789.76,1210.9045527499998
2359296,0.9754632115364075,2359296,0.0052061,1.5742825,0.06459961,191,-0.0045100884,1152,13476.875288248062,1.3637097,1792.57,1213.1838984600001
2361344,0.9654554612934589,2361344,0.0061100423,1.5764501,0.0737793,191,-0.0024925044,1153,13487.580929040909,1.5353161,1781.78,1206.27484768
2363392,0.9469106309115887,2363392,0.004534404,1.5997324,0.056103516,127,-0.005578338,1154,13498.291072845459,6.8966827,1777.48,1201.00922854
2365440,0.9685961976647377,2365440,0.006121506,1.6134704,0.07319336,184,-0.0045575825,1155,13514.306731462479,1.3638817,1775.1,1199.1490918199997
2367488,0.970869155600667,2367488,0.008722303,1.6132562,0.0847168,144,-0.0035126854,1156,13525.422204494476,3.0881896,1778.46,1201.7749980699998
2369536,0.970113905146718,2369536,0.0059747584,1.6268514,0.07373047,131,-0.01184718,1157,13539.587620735168,3.3781419,1777.82,1201.0026016
2371584,0.9730126652866602,2371584,0.00901098,1.6241457,0.104003906,172,-0.008634471,1158,13555.194067716599,1.338612,1761.28,1188.8025977
2373632,0.8903602808713913,2373632,0.009485611,1.6297929,0.11298828,165,-0.004541871,1159,13567.043076753616,6.411462,1761.95,1189.7571289500002
2375680,0.9590629674494267,2375680,0.010704816,1.6408707,0.10463867,238,-0.010319722,1160,13579.446057081223,2.4552264,1761.95,1189.7571289500002
2377728,0.9746227338910103,2377728,0.008227802,1.6324488,0.06669922,175,-0.0063259318,1161,13588.023756742477,1.4809208,1790.1,1207.40520707
2379776,0.9572644047439098,2379776,0.004348958,1.6269363,0.039355468,178,-0.0004182204,1162,13599.679504394531,3.1427488,1816.96,1227.49972465
2381824,0.9543858431279659,2381824,0.00456331,1.6335058,0.056152344,149,-0.0043117823,1163,13611.122364997864,3.7916455,1809.51,1221.30208598
2383872,0.918583944439888,2383872,0.003928048,1.6333654,0.042822264,173,-0.0030307407,1164,13624.86403298378,5.4324245,1802.54,1215.05640825
2385920,0.9701119735836983,2385920,0.004738963,1.6324961,0.054248046,152,-0.0033914645,1165,13636.699543714523,3.0449529,1799.71,1214.7647227100001
2387968,0.9818779267370701,2387968,0.004188518,1.6463684,0.047265626,185,-0.005255717,1166,13650.168890476227,1.0435444,1781.3,1201.56888872
2390016,0.8428691774606705,2390016,0.0066167424,1.6447039,0.080029294,238,-0.0019803136,1167,13661.19717001915,2.3724046,1781.3,1201.56888872
2392064,0.9724507909268141,2392064,0.0041746986,1.6554893,0.042236328,147,-0.0024154054,1168,13669.773600578308,2.6136413,1790.55,1208.5923203600003
2394112,0.9733246862888336,2394112,0.0037765875,1.672533,0.044042967,148,-0.0038435464,1169,13683.690172433853,2.7513824,1798.99,1214.34674223
2396160,0.9746063090860844,2396160,0.0041915756,1.6760309,0.05366211,137,-0.0064473846,1170,13697.437292814255,2.5352561,1799.32,1214.19947465
2398208,0.9607284739613533,2398208,0.0048646545,1.6876491,0.053759765,123,-0.004048652,1171,13712.361605882645,5.6984816,1759.76,1185.60982622
2400256,0.9662837982177734,2400256,0.006053393,1.6952798,0.07524414,141,-0.0046499404,1172,13728.895422935486,4.036374,1757.87,1184.0319688000002
2402304,0.9678165875375271,2402304,0.005249956,1.6993167,0.05654297,131,-0.0037231345,1173,13743.358631134033,3.2086887,1709.93,1148.48391216
2404352,0.9599598832428455,2404352,0.0063598948,1.7072599,0.07060547,122,-0.007622293,1174,13758.936882972717,4.9521656,1690.53,1134.7944512300003
2406400,0.9745025876909494,2406400,0.0043618996,1.7184229,0.051953126,141,-0.0041654008,1175,13775.624762296677,2.7613225,1674.91,1124.1524356
2408448,0.9588187374174595,2408448,0.0040706513,1.7279562,0.04536133,198,-0.0054773837,1176,13790.119854688644,3.353157,1673.25,1122.33263872
2410496,0.9677761346101761,2410496,0.0050276187,1.7310932,0.05683594,149,-0.0046945014,1177,13800.458776950836,3.6236362,1651.97,1106.41144536
2412544,0.9562458656728268,2412544,0.005858653,1.7300262,0.06962891,166,-0.0046188724,1178,13814.13475060463,1.9348948,1652.52,1106.6703145000001
2414592,0.9743929766118526,2414592,0.0042583,1.7204298,0.047314454,133,-0.003101781,1179,13826.399677276611,2.7150946,1656.19,1109.83008988
2416640,0.9361907318234444,2416640,0.004596225,1.710708,0.053125,146,-0.0018460632,1180,13841.739436388016,7.147419,1636.68,1094.95621879
2418688,0.9628547616302967,2418688,0.005416736,1.7099314,0.06098633,117,-0.0042112097,1181,13855.677697658539,5.417846,1594.22,1063.02014458
2420736,0.9814219009131193,2420736,0.005059966,1.7229846,0.04897461,171,-0.005442015,1182,13873.044669389725,1.5088346,1596.06,1064.24723051
2422784,0.8050969392061234,2422784,0.005491357,1.7311525,0.062597655,238,-0.005724434,1183,13884.969420671463,3.0899076,1596.06,1064.24723051
2424832,0.9793921764940023,2424832,0.004813275,1.733463,0.05834961,133,-0.0034012306,1184,13893.55537700653,2.7443728,1575.11,1047.7903066800002
2426880,0.9806311335414648,2426880,0.0055227038,1.7182096,0.06269531,197,-0.0036578167,1185,13908.89603638649,0.9274108,1557.17,1034.7368887100001
2428928,0.9780091568827629,2428928,0.0045428798,1.7083601,0.050927736,112,-0.0054300227,1186,13919.270884752274,2.7367558,1553.18,1031.0601523699997
2430976,0.9646638110280037,2430976,0.00578718,1.7221277,0.07099609,181,-0.0023289018,1187,13937.55226612091,1.6025212,1545.43,1025.5163340099998
2433024,0.971893060952425,2433024,0.010369847,1.7384056,0.059912108,163,-0.0066132112,1188,13948.823346376419,3.183864,1564.36,1037.9555449399998
2435072,0.9544821493327618,2435072,0.008674346,1.7573302,0.05756836,135,-0.007943791,1189,13961.323535442352,5.189511,1541.6,1020.60736135
2437120,0.9059469997882843,2437120,0.005046618,1.7612778,0.054345705,177,-0.001393704,1190,13976.40127325058,5.5995374,1536.34,1015.87450003
2439168,0.9808447994291782,2439168,0.0072864853,1.7630078,0.08637695,95,-0.008723606,1191,13987.937725782394,1.1166794,1536.17,1015.26118753
2441216,0.9611097648739815,2441216,0.0047124024,1.7596184,0.050927736,161,-0.0056386334,1192,14009.311094045639,4.068347,1529.34,1011.8331191599999
2443264,0.9717963356524706,2443264,0.007332491,1.7515275,0.08671875,116,-0.0067987083,1193,14022.008748292923,3.8947186,1474.32,974.7140429799999
2445312,0.9532820507884026,2445312,0.0055751624,1.7515285,0.066259764,135,-0.0018241877,1194,14039.572897911072,5.890225,1447.3,956.8098749999999
2447360,0.9743801485747099,2447360,0.0043293517,1.7517197,0.051074218,120,-0.0034229842,1195,14054.637288093567,3.6615157,1348.01,884.9691562400002
2449408,0.9789608512073755,2449408,0.0051095164,1.757588,0.06123047,143,-0.004858652,1196,14071.581379890442,2.1880147,1306.41,855.06833983
2451456,0.9517501331865788,2451456,0.006916385,1.7664953,0.08383789,177,-0.0032575894,1197,14085.861681461334,1.7569234,1290.25,843.4013769400001
2453504,0.9716097936034203,2453504,0.0057443334,1.7716053,0.06796875,157,-0.0066301585,1198,14097.39389014244,2.988768,1293.25,845.17268749
2455552,0.9672194644808769,2455552,0.0050355634,1.7717171,0.057275392,109,-0.0016912451,1199,14110.362287044525,4.3943963,1270.75,828.65265818
2457600,0.9835071600973606,2457600,0.006803696,1.7702948,0.08129883,139,-0.0060140425,1200,14129.105097055435,1.4860108,1258.71,820.1676796699999
2459648,0.9544862173497677,2459648,0.0057941983,1.7715435,0.06845703,142,-0.008324241,1201,14143.774368286133,5.557679,1263.14,823.8937617
2461696,0.9604621604084969,2461696,0.006387905,1.7797095,0.06557617,142,-0.003333566,1202,14158.178943634033,3.3658156,1247.08,811.65962693
2463744,0.9541953951120377,2463744,0.0061480827,1.7759869,0.061181642,135,-0.004342539,1203,14172.53557920456,4.0960855,1236.09,803.4271171600001
2465792,0.9678523316979408,2465792,0.0054385317,1.776076,0.059375,128,-0.0087882,1204,14187.697914123535,4.5268297,1226.57,796.84442965
2467840,0.9596218913793564,2467840,0.0072034807,1.7730501,0.07900391,138,-0.009549729,1205,14203.61951136589,3.981633,1203.65,781.3711073900001
2469888,0.9694545995444059,2469888,0.0045500603,1.7683818,0.056103516,98,-0.004467671,1206,14218.429847240448,4.452743,1157.65,749.7235859
2471936,0.9691857621073723,2471936,0.005172958,1.7837757,0.058251955,202,-0.006173613,1207,14239.183990955353,2.4500191,1147.66,743.1007694900001
2473984,0.9817743916064501,2473984,0.006078034,1.7968247,0.07392578,177,-0.0042577377,1208,14249.307282447815,1.3126358,1165.17,755.76129488
2476032,0.9730018451809883,2476032,0.005665695,1.7973223,0.064257815,154,-0.0041867504,1209,14260.827486276627,2.1528587,1154.22,746.8192675299999
2478080,0.9473244585096836,2478080,0.0074633905,1.7941039,0.08945312,239,-0.005828818,1210,14274.094872236252,1.0326798,1154.22,746.8192675299999
2480128,0.9732713531702757,2480128,0.008300477,1.7914368,0.091357425,191,-0.005717865,1211,14282.66302394867,1.2377384,1167.06,755.20356636
2482176,0.9695803616195917,2482176,0.005205646,1.785332,0.05859375,133,-0.002257216,1212,14293.377856254578,3.7334945,1185.26,768.35017964
2484224,0.9758181720972061,2484224,0.0048147184,1.7781241,0.058300782,144,-0.003914763,1213,14308.738852024078,2.0251377,1160.67,750.2765917500001
2486272,0.9704764895141125,2486272,0.004606908,1.7767754,0.054345705,174,-0.0044193557,1214,14322.87641119957,1.3796129,1167.17,754.95068159
2488320,0.9540669545531273,2488320,0.010020778,1.7855895,0.1128418,169,-0.0076502226,1215,14334.608348369598,1.748008,1171.32,757.8034022900001
2490368,0.9529742263257504,2490368,0.00981074,1.7888,0.08520508,195,-0.0044337944,1216,14346.660920381546,1.8383287,1187.91,769.1905936899999
2492416,0.9525629468262196,2492416,0.006832438,1.7813123,0.075683594,167,-0.0051489314,1217,14357.157370567322,4.4756103,1191.59,771.28274994
2494464,0.9739474579691887,2494464,0.0033909958,1.770673,0.03754883,115,-0.0018663034,1218,14369.401262998581,3.667295,1141.35,738.72299799
2496512,0.9811216630041599,2496512,0.006177713,1.7632459,0.069726564,177,-0.0054885917,1219,14387.09852552414,1.6716305,1154.42,748.7036757200002
2498560,0.9866218427196145,2498560,0.0040275576,1.7645334,0.0453125,141,-0.0026322152,1220,14398.646998643875,1.323434,1141.08,738.91396869
2500608,0.9539870619773865,2500608,0.0045346348,1.7657198,0.045703124,151,-0.0023819804,1221,14413.119403600693,3.579136,1131.74,731.99539252
2502656,0.9643847197294235,2502656,0.0053723427,1.7631559,0.061669923,119,-0.006091946,1222,14426.65135216713,3.9083984,1097.23,706.9310604899998
2504704,0.9422821216285229,2504704,0.005606086,1.7545574,0.0640625,179,-0.004710993,1223,14443.719574451447,4.955325,1104.57,712.4478065799999
2506752,0.9611851200461388,2506752,0.0071014143,1.7603724,0.06938477,193,-0.0020178917,1224,14455.155363321304,1.2727911,1105.92,713.47919916
2508800,0.9518821015954018,2508800,0.008040107,1.7716061,0.0836914,188,-0.0005279364,1225,14465.731786489487,1.4796147,1112.32,717.2179101000002
2510848,0.9735485594719648,2510848,0.004705812,1.7659343,0.057763673,139,-0.0061220806,1226,14476.607514381409,2.2829785,1124.67,726.00207221
2512896,0.9646387584507465,2512896,0.0051327143,1.7634459,0.06318359,122,-0.004561016,1227,14491.246814012527,4.4333544,1122.13,724.0280468200002
2514944,0.9684211201965809,2514944,0.0042949053,1.761561,0.050097656,126,-0.0034382395,1228,14508.038709640503,3.7136612,1133.29,732.5903026799999
2516992,0.9574337936937809,2516992,0.006144193,1.7556584,0.066992186,143,-0.0037395873,1229,14524.23474240303,5.0731688,1137.11,734.8294550199998
2519040,0.9648864157497883,2519040,0.0064621307,1.761035,0.07133789,168,-0.0042900397,1230,14538.542966127396,1.9714617,1135.96,733.91696869
2521088,0.9639154300093651,2521088,0.006842468,1.7635247,0.07216797,190,-0.003708092,1231,14550.676722288132,1.5011384,1146.88,741.75165229
2523136,0.9317964166402817,2523136,0.007947532,1.763834,0.08920898,239,-0.005647663,1232,14561.412670850754,0.45979658,1146.88,741.75165229
2525184,0.9865493755787611,2525184,0.004788575,1.7652667,0.05625,142,-0.005680224,1233,14569.97840499878,1.4690357,1163.45,752.62486714
2527232,0.9832116104662418,2527232,0.005374409,1.7632935,0.06098633,178,-0.008601951,1234,14584.374216079712,1.3237169,1171.04,758.1068163599999
2529280,0.7453008890151978,2529280,0.008251298,1.755345,0.09106445,239,-0.004225835,1235,14595.85739326477,1.5951035,1171.04,758.1068163599999
2531328,0.9752462804317474,2531328,0.0060406597,1.7525747,0.07124023,141,-0.005707976,1236,14604.42476606369,2.4692621,1195.17,775.19426362
2533376,0.9589524231851101,2533376,0.0053697834,1.7534745,0.06323242,149,-0.0020740577,1237,14618.867363214493,3.2157547,1183.02,766.1366913600001
2535424,0.9655998013913631,2535424,0.007777866,1.7514353,0.090185545,138,-0.004687805,1238,14632.566561460495,2.7656598,1194.45,773.7194960400001
2537472,0.9707500170916319,2537472,0.005079212,1.7565548,0.057958983,132,-0.0038894434,1239,14647.339818000793,2.5711772,1190.19,769.7795839300001
2539520,0.9352540522813797,2539520,0.0070326785,1.7568802,0.080322266,92,-0.0027710733,1240,14662.821806907654,3.2505126,1191.15,770.3369628400001
2541568,0.9626656360924244,2541568,0.0062060887,1.7552545,0.07553711,186,-0.005124918,1241,14684.882760047913,1.6551784,1197.2,774.1030780799999
2543616,0.9747475106269121,2543616,0.003938519,1.7639158,0.04799805,119,-0.0028885356,1242,14695.85306429863,2.6652522,1182.54,763.25902144
2545664,0.9371609836816788,2545664,0.005508858,1.7822021,0.0597168,158,-0.003475143,1243,14712.982517957687,5.719196,1177.27,759.2374901899999
2547712,0.9713497702032328,2547712,0.006251632,1.7905271,0.074121095,174,-0.008437198,1244,14725.868387699127,2.3593333,1185.06,764.45695308
2549760,0.9631591811776161,2549760,0.006130325,1.7956622,0.06845703,172,-0.0009337369,1245,14737.638954639435,1.3045704,1187.78,766.2504647999999
2551808,0.9709084220230579,2551808,0.00531486,1.7946209,0.058154296,149,-0.007138441,1246,14749.492493152618,2.714581,1186.91,767.1034042599998
2553856,0.9837642926722765,2553856,0.005543228,1.7969185,0.06391601,156,-0.005955537,1247,14763.23365521431,1.3315339,1178.95,762.3791659799999
2555904,0.9567823335528374,2555904,0.0041661104,1.8026222,0.044433594,144,-0.0052340687,1248,14776.284859895706,5.231334,1156.81,745.8445644200001
2557952,0.9784860666841269,2557952,0.004967944,1.8033416,0.06123047,140,-0.007350729,1249,14790.440135002136,1.9075447,1155.01,744.2457831800001
2560000,0.9401989988982677,2560000,0.006517774,1.8060458,0.0703125,173,-0.0020904846,1250,14805.03813457489,3.0985687,1157.58,745.36028709
2562048,0.9557809457182884,2562048,0.008018731,1.8040699,0.080029294,239,-0.0019998353,1251,14816.819824695587,0.37346283,1157.58,745.36028709
2564096,0.958757933229208,2564096,0.007914972,1.8102157,0.08666992,188,-0.005163234,1252,14825.387511730194,1.6192925,1188.08,766.4958378700003
2566144,0.9596939086914062,2566144,0.0058947857,1.8142774,0.06943359,189,-0.0067710318,1253,14836.269029140472,1.677735,1208.32,779.8961523300002
2568192,0.9580206200480461,2568192,0.0047548194,1.8044354,0.05605469,172,-0.0048929956,1254,14847.064037561417,1.7703178,1223.14,790.2239238200002
2570240,0.9594004265964031,2570240,0.008186833,1.7959166,0.08183594,182,-0.012085142,1255,14858.926795959473,1.6218802,1235.58,798.8588222500001
2572288,0.923048123717308,2572288,0.0061871493,1.8040409,0.068359375,187,-0.0049555507,1256,14870.179907798767,5.6034236,1250.37,808.87587694
2574336,0.9581458941102028,2574336,0.006161482,1.8027658,0.0725586,179,-0.0048204013,1257,14881.111150979996,1.6986129,1262.36,817.05498241
2576384,0.9682262390851974,2576384,0.0064819204,1.7945852,0.073632814,175,-0.0059295427,1258,14892.544008255005,1.3505901,1272.8,823.4453398299999
2578432,0.9615057148039341,2578432,0.006808996,1.7905461,0.06538086,166,-0.0035216925,1259,14904.225134849548,2.0846922,1290.38,835.3586289
2580480,0.9709405023604631,2580480,0.007169136,1.7783512,0.084228516,138,-0.005208849,1260,14916.56033205986,2.6647236,1296.23,838.6077363200001
2582528,0.9626317955553532,2582528,0.0065912055,1.7701569,0.07304688,171,-0.0030149494,1261,14931.314539670944,1.3381664,1290.24,834.393291
2584576,0.9255374222993851,2584576,0.0041079572,1.777161,0.043554686,139,-0.005646164,1262,14943.243171215057,6.9929657,1300.85,840.4376542900002
2586624,0.9670492261648178,2586624,0.008964294,1.7853047,0.10024414,189,-0.0074009793,1263,14957.87959599495,1.1641922,1298.72,838.37158007
2588672,0.864789605140686,2588672,0.006760667,1.7735208,0.07524414,238,-0.0074190036,1264,14968.667192459106,2.4076006,1298.72,838.37158007
2590720,0.9665471315383911,2590720,0.0063574896,1.7657869,0.07817383,181,-0.0033866432,1265,14977.243352651596,1.4238827,1332.08,860.97560351
2592768,0.9730411805212498,2592768,0.028260797,1.7657503,0.08671875,135,-0.009672494,1266,14988.49939918518,2.6829798,1347.35,870.1629570300001
2594816,0.9681991264224052,2594816,0.0058237063,1.7678114,0.06875,182,-0.006123837,1267,15003.600712060928,1.1750805,1337.51,862.4599921900001
2596864,0.8709615021944046,2596864,0.0055073043,1.7714436,0.059667967,238,-0.0006587759,1268,15014.853442430496,0.77917325,1337.51,862.4599921900001
2598912,0.9659645073115826,2598912,0.0050406987,1.7706223,0.059179686,194,-0.00477352,1269,15023.424510478973,1.61118,1372.3,886.5277617200002
2600960,0.9622933454811573,2600960,0.006011577,1.7661991,0.070410155,175,-0.0025519636,1270,15033.933636665344,1.6497953,1374.36,887.3327910200001
2603008,0.9473667852580547,2603008,0.0054630246,1.7601254,0.059228517,197,-0.002900767,1271,15045.589298963547,3.2712975,1393.08,900.0913086000002
2605056,0.9335334897041321,2605056,0.0049776435,1.7611191,0.053271484,134,-0.00643024,1272,15055.935809612274,6.524169,1400.25,904.6273965000001
2607104,0.9620091207325459,2607104,0.0073662475,1.757631,0.07734375,239,-0.010789095,1273,15071.172994613647,1.308201,1400.25,904.6273965000001
2609152,0.9133990556001663,2609152,0.007312598,1.7208929,0.075,238,-0.005975594,1274,15079.742163419724,0.68259305,1400.25,904.6273965000001
2611200,0.9754687789827585,2611200,0.007139119,1.6995494,0.08496094,146,-0.005511607,1275,15088.32211279869,2.1042802,1444.25,933.5410508
2613248,0.9705998655408621,2613248,0.007957069,1.693651,0.08115234,140,-0.007735019,1276,15102.30986070633,3.0978308,1447.01,934.88699806
2615296,0.8970536440610886,2615296,0.0054281102,1.6986306,0.059228517,174,-0.006992668,1277,15116.897622346878,6.8769407,1455.93,941.28254689
2617344,0.9050216153264046,2617344,0.007429201,1.6908159,0.07485352,238,-0.004584421,1278,15128.625909090042,2.217143,1455.93,941.28254689
2619392,0.9812801461666822,2619392,0.006061624,1.6788378,0.07578125,180,-0.007820031,1279,15137.21309876442,1.6673224,1492.93,968.2423925899999
2621440,0.9434804618358612,2621440,0.0049600643,1.6946146,0.055859376,148,-0.0031267176,1280,15148.555433034897,4.5160666,1510.34,980.76293751
2623488,0.926104448735714,2623488,0.007870987,1.7014027,0.08476563,170,-0.005351226,1281,15162.327996730804,4.872138,1515.25,983.6420410300001
2625536,0.9585051983594894,2625536,0.0051638335,1.7054287,0.05722656,141,-0.0031087855,1282,15174.309769392014,3.552774,1503.56,974.8562031400002
2627584,0.9761935342103243,2627584,0.004386998,1.7221963,0.05366211,160,-0.0067697177,1283,15188.825735569,2.0799513,1483.13,961.2299746200001
2629632,0.8430756777524948,2629632,0.005805918,1.7353214,0.068798825,238,-0.004138774,1284,15201.600899219513,1.903525,1483.13,961.2299746200001
2631680,0.9637511000037193,2631680,0.0064950795,1.7350963,0.080273435,177,-0.0069273324,1285,15210.19089603424,1.7367656,1495.04,970.32431642
2633728,0.9685699008405209,2633728,0.0055173715,1.733423,0.06591797,180,-0.0019944115,1286,15221.76013803482,1.2586253,1509.15,980.54086525
2635776,0.9707607533782721,2635776,0.0076682083,1.7365625,0.08481445,138,-0.007525245,1287,15233.137677192688,2.7431734,1521.47,988.7218125100001
2637824,0.9720887616276741,2637824,0.007581772,1.7427648,0.0831543,169,-0.0026069926,1288,15247.927407741547,1.2198908,1525.51,991.20241993
2639872,0.9731634072959423,2639872,0.0054141935,1.7434475,0.05986328,82,-0.0073692068,1289,15260.019411325455,2.907409,1521.61,987.9934843899999
2641920,0.9167073369026184,2641920,0.00900409,1.740256,0.09819336,238,-0.0069512464,1290,15284.774470090866,2.7872474,1521.61,987.9934843899999
2643968,0.9724450521171093,2643968,0.009309836,1.7477672,0.088378906,154,-0.00906265,1291,15293.358765602112,2.911425,1524.77,990.8734492399999
2646016,0.9752095490694046,2646016,0.0057212766,1.7501142,0.06713867,152,-0.003935098,1292,15306.638730049133,2.5727928,1529.43,993.2267636999999
2648064,0.9874984947964549,2648064,0.007562238,1.752363,0.08291016,183,-0.0067693293,1293,15320.069082260132,0.81636083,1521.3,987.3530468999999
2650112,0.9602104239165783,2650112,0.00602563,1.7432617,0.07382812,147,-0.0049270676,1294,15331.249837398529,3.618014,1526.41,991.14738675
2652160,0.953128457069397,2652160,0.0059632836,1.7382543,0.07104492,124,-0.0065457462,1295,15345.134795427322,6.308138,1529.18,992.62415041
2654208,0.9614411033689976,2654208,0.004422085,1.7518227,0.053271484,147,-0.0048593855,1296,15361.544168710709,3.1538286,1516.56,983.79599416
2656256,0.9713138714432716,2656256,0.0053597945,1.7588753,0.06254883,138,-0.005871282,1297,15375.398570299149,2.7495143,1506.71,976.1331933800002
2658304,0.9645679853856564,2658304,0.006271436,1.7676338,0.06933594,191,-0.0061689434,1298,15390.217592477798,1.9413855,1515.66,982.7444258
2660352,0.9785550162196159,2660352,0.012728946,1.7677729,0.07553711,143,-0.008895894,1299,15400.911974430084,2.1538794,1505.61,976.8989687600001
2662400,0.9031863138079643,2662400,0.01113124,1.7690086,0.06342773,123,-0.0025465689,1300,15415.224300384521,10.065373,1501.27,973.0065879000001
2664448,0.9692886546254158,2664448,0.0058111306,1.7770865,0.06669922,189,-0.0070041316,1301,15431.807190418243,2.278793,1503.17,974.0373437600001
2666496,0.9747870359569788,2666496,0.0058058063,1.7757981,0.066308595,138,-0.0041752947,1302,15442.631051063538,2.671732,1504.45,974.7304218900001
2668544,0.9789894297719002,2668544,0.005693842,1.7760786,0.06982422,150,-0.005108372,1303,15457.440009832382,2.2253842,1514.07,981.9203867400001
2670592,0.9360862746834755,2670592,0.007166967,1.7935212,0.077539064,144,-0.005578618,1304,15471.034537792206,6.107369,1500.85,972.27041018
2672640,0.9656738825142384,2672640,0.006335898,1.8014225,0.0690918,187,-0.0053089047,1305,15485.239345550537,1.6507854,1472.55,952.53047463
2674688,0.9621641226112843,2674688,0.008101428,1.795598,0.08916016,185,-0.010973849,1306,15496.143890857697,3.92419,1486.05,962.0923965000001
2676736,0.9675857834517956,2676736,0.006045769,1.7916954,0.070410155,167,-0.0038853358,1307,15507.197696685791,1.7012489,1491.21,966.6086445500001
2678784,0.9592784382402897,2678784,0.008704169,1.7849693,0.0909668,178,-0.0040735034,1308,15519.413127183914,1.7299426,1474.56,954.74988478
2680832,0.839362159371376,2680832,0.0059474013,1.7796314,0.07133789,239,-0.008003978,1309,15530.880203962326,2.0983038,1474.56,954.74988478
2682880,0.966544434428215,2682880,0.00612164,1.7696369,0.074316405,187,-0.0033492397,1310,15539.445010185242,1.7412872,1508.19,979.1480625100002
2684928,0.9735168293118477,2684928,0.004612009,1.7754743,0.0546875,162,-0.008967132,1311,15550.34554386139,3.4768162,1509.34,980.16868165
2686976,0.9522617906332016,2686976,0.0054789903,1.7775681,0.060546875,238,-0.0066962875,1312,15562.953314781189,0.5474861,1509.34,980.16868165
2689024,0.9630179665982723,2689024,0.0071573677,1.7699845,0.080566406,145,-0.0048412452,1313,15571.530205249786,3.563409,1538.55,1002.98443361
2691072,0.9287028610706329,2691072,0.004824532,1.7649065,0.05317383,184,-0.0029738164,1314,15585.645555973053,4.8998427,1536.49,1001.6501562699999
2693120,0.9641063511371613,2693120,0.008740462,1.7596489,0.09829102,194,-0.0075077317,1315,15596.760838747025,1.61603,1547.36,1009.61675002
2695168,0.9613334983587265,2695168,0.0061542774,1.7607034,0.07314453,177,-0.002057537,1316,15607.303957939148,1.730143,1556.39,1016.2532988400001
2697216,0.9671838209033012,2697216,0.007598631,1.7605355,0.07866211,153,-0.008987983,1317,15618.859767198563,3.850509,1544.17,1008.0223672000002
2699264,0.9766117073595524,2699264,0.007061813,1.7636216,0.0680664,188,-0.007378711,1318,15632.168533802032,1.3683313,1549.6,1012.08725392
