serial_timesteps,explained_variance,total_timesteps,approxkl,policy_entropy,clipfrac,fps,policy_loss,n_updates,time_elapsed,value_loss,ep_len_mean,ep_reward_mean
1040384,0.8415598422288895,1040384,0.005033003,1.2960407,0.065820314,188,-0.0038223912,508,6040.886244058609,7.713816,3207.48,2128.1193984
1042432,0.9609751850366592,1042432,0.0057354243,1.29859,0.06611328,179,-0.0044273245,509,6051.780787229538,1.8982433,3194.88,2119.3953964499997
1044480,0.7940338104963303,1044480,0.005038883,1.2937376,0.058935545,175,-0.0013245763,510,6063.1705322265625,8.725693,3179.55,2108.57252731
1046528,0.9576789848506451,1046528,0.006593929,1.2886711,0.08081055,238,-0.008336986,511,6074.864073514938,0.76220304,3179.55,2108.57252731
1048576,0.879709392786026,1048576,0.005808737,1.284519,0.0680664,146,-0.00065348286,512,6083.455261468887,6.1004686,3184.02,2111.3250527
1050624,0.7690590471029282,1050624,0.004263784,1.3004763,0.049121093,149,-0.0022930794,513,6097.3908615112305,15.642546,3182.99,2110.4891874600003
1052672,0.7925800979137421,1052672,0.006037637,1.3096714,0.07133789,150,-0.0027911847,514,6111.112097024918,12.635314,3081.52,2041.1334316000004
1054720,0.839092954993248,1054720,0.0048349192,1.3138338,0.055615235,148,-0.0019262859,515,6124.723588943481,8.985418,3023.41,1998.5589062100003
1056768,0.8275539129972458,1056768,0.0041617737,1.315244,0.045166016,155,-0.0050879857,516,6138.531178236008,9.079655,2940.76,1938.16694136
1058816,0.9666468389332294,1058816,0.005322871,1.317938,0.06542969,180,-0.0044958754,517,6151.682265520096,1.3248662,2805.76,1842.7520898
1060864,0.9448711164295673,1060864,0.006466163,1.3168412,0.07783203,166,-0.006262599,518,6163.054253101349,2.2491672,2805.75,1842.2995273
1062912,0.9644663706421852,1062912,0.005038822,1.3063672,0.055566408,238,-0.003872703,519,6175.375419378281,0.8860799,2805.75,1842.2995273
1064960,0.9717326257377863,1064960,0.0074207843,1.3053038,0.08823242,188,-0.0076065483,520,6183.957236766815,1.4060175,2825.76,1856.3826972199997
1067008,0.9547803401947021,1067008,0.006413759,1.2993801,0.07543945,188,-0.0053488323,521,6194.807023525238,2.3738103,2822.41,1854.6337987799998
1069056,0.8183925300836563,1069056,0.008668978,1.2946372,0.0824707,170,-0.0036618323,522,6205.6942274570465,9.321704,2824.63,1856.0430604999995
1071104,0.9809227138757706,1071104,0.006831754,1.2937405,0.0836914,171,-0.003412816,523,6217.735453367233,1.0124207,2805.76,1843.5612968299997
1073152,0.8417811989784241,1073152,0.0094674295,1.2958676,0.107177734,137,-0.004117898,524,6229.668308258057,11.179299,2694.14,1763.4091952699998
1075200,0.8678357303142548,1075200,0.008437235,1.3090144,0.096191406,144,-0.0073737754,525,6244.605631351471,12.434234,2665.73,1744.1536445
1077248,0.888322539627552,1077248,0.004049159,1.3247306,0.04609375,179,-0.00131501,526,6258.8129966259,7.254664,2642.72,1727.9849042699998
1079296,0.7048312425613403,1079296,0.0070821615,1.3400024,0.083300784,100,-0.0036613264,527,6270.198857784271,25.255396,2561.64,1671.4335663899997
1081344,0.9770644791424274,1081344,0.00649741,1.3518875,0.07978515,184,-0.00397138,528,6290.48063993454,1.2043178,2559.9,1670.5274999800001
1083392,0.8791675642132759,1083392,0.005812403,1.3610107,0.072460935,175,-0.0014016979,529,6301.570491075516,7.27584,2560.0,1671.37488084
1085440,0.639795571565628,1085440,0.006821102,1.3876685,0.08530273,97,-0.0052879145,530,6313.268070936203,17.346344,2412.85,1569.0925370999998
1087488,0.8974664062261581,1087488,0.006778559,1.3979138,0.08657227,238,-0.006790217,531,6334.25209236145,1.5122283,2412.85,1569.0925370999998
1089536,0.8616612404584885,1089536,0.0060549104,1.3851721,0.06733398,141,-0.0051059057,532,6342.839444160461,7.916949,2406.41,1566.0007792899999
1091584,0.933924987912178,1091584,0.0052847355,1.3772976,0.061279297,166,-0.0049807336,533,6357.364825963974,4.746477,2417.29,1572.72338671
1093632,0.8933287933468819,1093632,0.0054921,1.3788067,0.05517578,142,-0.00837958,534,6369.662265539169,8.867388,2298.42,1490.29341405
1095680,0.8433012664318085,1095680,0.0053820806,1.3930571,0.06137695,189,-0.0041169175,535,6383.989936590195,7.812906,2285.82,1481.4586289
1097728,0.9691148847341537,1097728,0.00556855,1.3846773,0.06850586,239,-0.0061880127,536,6394.792500495911,0.5675619,2285.82,1481.4586289
1099776,0.9643105231225491,1099776,0.0059359013,1.3747661,0.074072264,238,-0.005422853,537,6403.356602668762,1.0223749,2285.82,1481.4586289
1101824,0.8171868622303009,1101824,0.0053676567,1.3819774,0.062060546,141,-0.00052441057,538,6411.946150302887,13.683121,2263.74,1469.0562402199998
1103872,0.93814367800951,1103872,0.0049821036,1.38955,0.06137695,238,-0.003742803,539,6426.384540081024,1.03659,2263.74,1469.0562402199998
1105920,0.9726278483867645,1105920,0.004585462,1.3871324,0.052783202,239,-0.0040466264,540,6434.971346378326,0.56986046,2263.74,1469.0562402199998
1107968,0.9395905062556267,1107968,0.0055654473,1.3843055,0.06723633,174,-0.0072365394,541,6443.538640975952,3.6653004,2293.21,1490.6460077999998
1110016,0.9448514766991138,1110016,0.004853104,1.3807876,0.059912108,238,-0.0070941327,542,6455.281231403351,1.0440391,2293.21,1490.6460077999998
1112064,0.9127156138420105,1112064,0.0049177995,1.3644328,0.058886718,238,-0.0046184636,543,6463.856828212738,1.6654917,2293.21,1490.6460077999998
1114112,0.9654264338314533,1114112,0.0055246265,1.3468852,0.064501956,170,-0.0031437129,544,6472.443945646286,1.5521991,2313.54,1505.8983320199998
1116160,0.9003027081489563,1116160,0.0046070055,1.3417766,0.054003906,238,-0.0027169068,545,6484.443745851517,1.4318526,2313.54,1505.8983320199998
1118208,0.8048726618289948,1118208,0.009732163,1.345586,0.10390625,118,-0.0016105057,546,6493.031398534775,15.544174,2121.05,1367.1924745999997
1120256,0.9638261683285236,1120256,0.008132307,1.3601034,0.10527344,238,-0.0046996465,547,6510.259873390198,0.6288436,2121.05,1367.1924745999997
1122304,0.8737850934267044,1122304,0.0046398197,1.3664459,0.054833986,238,-0.0044563403,548,6518.849135160446,1.6001104,2121.05,1367.1924745999997
1124352,0.9662700109183788,1124352,0.0046777083,1.3646129,0.05214844,94,-0.004614389,549,6527.432848453522,1.721523,2109.33,1357.5387734199999
1126400,0.7655685245990753,1126400,0.0069416896,1.3529661,0.08886719,238,-0.0071193883,550,6549.135702133179,2.4309535,2109.33,1357.5387734199999
1128448,0.9021324142813683,1128448,0.006379932,1.3397939,0.07910156,172,-0.0044817654,551,6557.717482328415,5.687085,2068.42,1327.9727988099999
1130496,0.9017660319805145,1130496,0.007962383,1.3357126,0.07993164,174,-0.003213143,552,6569.618703126907,7.810945,2070.06,1329.3164784899998
1132544,0.9595632292330265,1132544,0.005738796,1.3390863,0.0647461,189,-0.005527072,553,6581.330944061279,2.649416,2048.32,1314.14618357
1134592,0.9721525553613901,1134592,0.0048794704,1.3419689,0.059521485,184,-0.0024199428,554,6592.141721248627,1.7980072,2047.94,1314.05407419
1136640,0.9380553960800171,1136640,0.004612602,1.337435,0.054882813,238,-0.0045264596,555,6603.251568555832,1.1166704,2047.94,1314.05407419
1138688,0.9374538883566856,1138688,0.0045787743,1.3253285,0.0519043,239,-0.005549996,556,6611.825312376022,1.1281135,2047.94,1314.05407419
1140736,0.9162951558828354,1140736,0.00538575,1.3184197,0.06542969,177,-0.0046703583,557,6620.393367290497,6.742505,2089.69,1344.0892968499998
1142784,0.9211685955524445,1142784,0.005138807,1.3116069,0.062353514,239,-0.004716364,558,6631.90868639946,1.9527075,2089.69,1344.0892968499998
1144832,0.9037515446543694,1144832,0.008154484,1.3054265,0.097753905,239,-0.0019461643,559,6640.47518992424,1.2243954,2089.69,1344.0892968499998
1146880,0.9670596048235893,1146880,0.0090814475,1.296942,0.10019531,199,-0.0075906008,560,6649.042021751404,1.7037913,2129.95,1373.61039646
1148928,0.8819075226783752,1148928,0.0053050127,1.3007917,0.06347656,238,-0.004676436,561,6659.327203035355,0.8417447,2129.95,1373.61039646
1150976,0.9402514584362507,1150976,0.0043545985,1.3131347,0.048193358,179,-0.0011707444,562,6667.899053812027,4.644683,2130.26,1372.00953904
1153024,0.9335620626807213,1153024,0.008214649,1.328923,0.09394531,173,-0.0035623717,563,6679.280848264694,5.795495,2128.45,1370.5048632599999
1155072,0.8767631351947784,1155072,0.0056577185,1.3408934,0.06796875,170,-0.0020370896,564,6691.113634586334,7.0913315,2089.12,1342.6597245900002
1157120,0.971103560179472,1157120,0.0066292165,1.3467429,0.079833984,185,-0.006931527,565,6703.126914978027,1.6315027,2007.07,1281.50286522
1159168,0.9411123804748058,1159168,0.006270282,1.3463157,0.07734375,238,-0.0054905573,566,6714.180592775345,0.6577561,2007.07,1281.50286522
1161216,0.931656502187252,1161216,0.0069296537,1.3381402,0.0803711,238,-0.008452949,567,6722.767637252808,0.86694366,2007.07,1281.50286522
1163264,0.9208874627947807,1163264,0.0058930963,1.3373753,0.06723633,146,-0.0066781053,568,6731.35528588295,6.9177027,1947.59,1238.81569139
1165312,0.9463493414223194,1165312,0.008692522,1.3337544,0.09511719,173,-0.0039668456,569,6745.302473783493,3.7189198,1945.73,1237.4145683400002
1167360,0.9742141552269459,1167360,0.005645763,1.3263595,0.066552736,188,-0.0040889587,570,6757.082323074341,1.3663485,1945.6,1238.12091014
1169408,0.7770747542381287,1169408,0.0068302974,1.3348461,0.07905273,121,-0.0021065017,571,6767.920059919357,17.354134,1848.52,1169.82690038
1171456,0.8723791837692261,1171456,0.0043221773,1.3521045,0.04951172,173,-0.005831669,572,6784.775936126709,6.864064,1848.53,1169.74859374
1173504,0.9283938556909561,1173504,0.0048523406,1.3547053,0.056933593,174,-0.002964888,573,6796.551140546799,3.9332802,1863.3,1179.98649803
1175552,0.9164657890796661,1175552,0.0048103025,1.3461365,0.053710938,171,-0.0043921033,574,6808.279193162918,6.0063515,1875.27,1187.79633788
1177600,0.8671380132436752,1177600,0.008270484,1.3434091,0.09995117,144,-0.00441029,575,6820.249253511429,9.208607,1885.78,1194.8337031199999
1179648,0.8324458301067352,1179648,0.0068982504,1.3500183,0.07880859,172,-0.0075563686,576,6834.409511566162,8.474375,1896.51,1201.4910898399999
1181696,0.910331204533577,1181696,0.0068245516,1.3655871,0.07651367,195,-0.006336972,577,6846.314717054367,3.9086223,1884.98,1193.3348535199998
1183744,0.839753270149231,1183744,0.0076449364,1.364179,0.093896486,239,-0.0066385223,578,6856.8069360256195,0.8693312,1884.98,1193.3348535199998
1185792,0.8317083120346069,1185792,0.0062960135,1.3581951,0.07446289,180,-0.0008790139,579,6865.374042034149,6.414354,1923.99,1216.80428516
1187840,0.9655116088688374,1187840,0.0074587725,1.3597106,0.09213867,188,-0.010559065,580,6876.738785743713,1.3340561,1936.37,1224.23053906
1189888,0.911567285656929,1189888,0.0039095627,1.3593662,0.040625,238,-0.0032461751,581,6887.596054553986,0.92229414,1936.37,1224.23053906
1191936,0.9549323469400406,1191936,0.004868225,1.3558581,0.057958983,238,-0.0063527124,582,6896.181522607803,0.73058945,1936.37,1224.23053906
1193984,0.9262385740876198,1193984,0.0051004523,1.3463193,0.06342773,174,-0.0034715831,583,6904.764521360397,4.7968507,1988.83,1259.7930507800002
1196032,0.9705840498209,1196032,0.007422528,1.3418612,0.09082031,172,-0.007770542,584,6916.531490087509,1.9609625,1992.44,1263.71559961
1198080,0.9452386237680912,1198080,0.0046437937,1.346222,0.057910156,172,-0.0028499477,585,6928.409874677658,3.8261864,1991.27,1264.9423281299999
1200128,0.9416217431426048,1200128,0.006680886,1.3572984,0.08115234,238,-0.0031330152,586,6940.303698062897,0.44854593,1991.27,1264.9423281299999
1202176,0.8876153379678726,1202176,0.0058606463,1.3569324,0.071875,176,-0.005318552,587,6948.885912656784,6.5367265,2016.52,1283.7001640699998
1204224,0.8797447085380554,1204224,0.0049000857,1.357301,0.05571289,238,-0.0031361089,588,6960.488201141357,1.2518858,2016.52,1283.7001640699998
1206272,0.8842904195189476,1206272,0.006217432,1.3610027,0.072021484,238,-0.0055747004,589,6969.068415403366,1.0382786,2016.52,1283.7001640699998
1208320,0.8201188445091248,1208320,0.013942788,1.3552202,0.10219727,202,-0.009110028,590,6977.654873132706,7.8606925,2069.68,1320.8704003999999
1210368,0.9480687007308006,1210368,0.0059627974,1.3389299,0.07070313,238,-0.0048431302,591,6987.789819478989,0.6231476,2069.68,1320.8704003999999
1212416,0.9360890686511993,1212416,0.004954215,1.3400527,0.056884766,194,-0.0011174761,592,6996.369054317474,3.3272262,2109.94,1346.7574042999997
1214464,0.9641311429440975,1214464,0.006993568,1.3454223,0.082373045,239,-0.008069862,593,7006.879182100296,0.28157085,2109.94,1346.7574042999997
1216512,0.9612751305103302,1216512,0.005687174,1.3416487,0.071777344,238,-0.008989827,594,7015.443811655045,0.7100275,2109.94,1346.7574042999997
1218560,0.9610010236501694,1218560,0.00765497,1.3337618,0.095263675,197,-0.004785518,595,7024.027319431305,2.276691,2154.06,1376.8019824199998
1220608,0.8909379839897156,1220608,0.0140941385,1.3303303,0.06621094,192,-0.005910716,596,7034.413951396942,7.005291,2170.29,1388.3549042999998
1222656,0.9703727848827839,1222656,0.0050407434,1.3325994,0.05678711,238,-0.0031872727,597,7045.081889867783,1.5344174,2170.29,1388.3549042999998
1224704,0.9333826303482056,1224704,0.005666829,1.3291497,0.06992187,238,-0.006211627,598,7053.669677734375,1.526686,2170.29,1388.3549042999998
1226752,0.969573637470603,1226752,0.006166268,1.3134775,0.07265625,93,-0.002853582,599,7062.255012512207,1.3112495,2211.61,1417.70722461
1228800,0.9182118922472,1228800,0.0073056654,1.3114803,0.08774414,188,-0.006648209,600,7084.08412528038,4.281619,2218.54,1422.7194824199996
1230848,0.9767196085304022,1230848,0.0051033515,1.3038169,0.05722656,173,-0.0029292214,601,7094.9465889930725,1.4649725,2231.79,1432.0931249999996
1232896,0.9517814442515373,1232896,0.004974658,1.2914612,0.059423827,187,-0.0076212427,602,7106.724672079086,3.16357,2231.71,1431.8964609399998
1234944,0.856139212846756,1234944,0.008917343,1.2999233,0.10473633,238,-0.0034769378,603,7117.626350641251,1.1087366,2231.71,1431.8964609399998
1236992,0.9773739613592625,1236992,0.0056833117,1.2960553,0.06611328,175,-0.003336298,604,7126.213058233261,1.4267864,2258.14,1451.1984453100001
1239040,0.974933810532093,1239040,0.0069574774,1.27627,0.08432617,170,-0.0064052106,605,7137.857857704163,1.6156381,2270.16,1460.18531445
1241088,0.9765816405415535,1241088,0.006414389,1.2717804,0.07993164,170,-0.0044673937,606,7149.860290288925,1.2472808,2272.24,1462.92709375
1243136,0.9725983645766973,1243136,0.0063438094,1.2844433,0.08203125,160,-0.0049175015,607,7161.84534740448,1.6905264,2276.22,1467.02344336
1245184,0.9769598040729761,1245184,0.006699088,1.2966523,0.07998047,188,-0.0053936196,608,7174.590679645538,1.4640273,2256.94,1455.5503496100002
1247232,0.9705041535198689,1247232,0.005219151,1.299577,0.06557617,175,-0.0041295043,609,7185.468823194504,1.6884925,2272.1,1466.06703125
1249280,0.9801618922501802,1249280,0.0059882575,1.3056321,0.06967773,173,-0.0049146106,610,7197.16876578331,1.4711065,2271.76,1466.54605468
1251328,0.9205991551280022,1251328,0.004412772,1.3080667,0.05288086,204,-0.0033159642,611,7209.00449347496,6.127935,2273.77,1468.5247597500002
1253376,0.9670296423137188,1253376,0.004823425,1.3148941,0.055908203,239,-0.002445345,612,7219.0155646800995,0.3123673,2273.77,1468.5247597500002
1255424,0.9715276397764683,1255424,0.006424775,1.3101181,0.07338867,189,-0.0019135664,613,7227.582906961441,1.6734216,2273.05,1469.3291406100002
1257472,0.9740291740745306,1257472,0.006584403,1.3005311,0.06328125,194,-0.0071635037,614,7238.375020742416,1.653088,2252.76,1454.81239061
1259520,0.9595854431390762,1259520,0.004338425,1.2982413,0.051416017,238,-0.0020222536,615,7248.9196565151215,0.7364184,2252.76,1454.81239061
1261568,0.9743657410144806,1261568,0.0056711053,1.2967155,0.064453125,197,-0.0043589836,616,7257.508291006088,1.399528,2273.22,1470.0618144399998
1263616,0.9781787600368261,1263616,0.0064102984,1.2862861,0.07382812,182,-0.0064689787,617,7267.874040603638,1.3787789,2273.28,1470.16186522
1265664,0.9074532464146614,1265664,0.005926159,1.2757454,0.06889649,238,-0.004914581,618,7279.083857536316,1.0742457,2273.28,1470.16186522
1267712,0.9714449029415846,1267712,0.00547143,1.266588,0.064697266,178,-0.0035614248,619,7287.660533428192,1.8124129,2293.76,1484.7580312300006
1269760,0.971645213663578,1269760,0.0064126984,1.2576678,0.07495117,193,-0.0063148523,620,7299.103133440018,1.562613,2304.99,1493.08491209
1271808,0.8898937478661537,1271808,0.010349563,1.2565687,0.10830078,179,-0.008437565,621,7309.68646812439,7.41479,2302.28,1491.1375038899998
1273856,0.9434993527829647,1273856,0.008038392,1.2647313,0.07919922,187,-0.0057647843,622,7321.122275114059,4.3380003,2314.47,1499.6642480299997
1275904,0.9568818956613541,1275904,0.0064597116,1.2623308,0.0758789,171,-0.0013003399,623,7332.017938613892,2.2134829,2309.09,1496.5958437299996
1277952,0.9158620238304138,1277952,0.010192617,1.2614439,0.097998045,166,-0.0077710436,624,7343.979927062988,6.8009977,2294.35,1486.3610507599997
1280000,0.953346025198698,1280000,0.0072051943,1.2537977,0.08779297,238,-0.00058373157,625,7356.254756689072,0.7516426,2294.35,1486.3610507599997
1282048,0.9715893063694239,1282048,0.008102487,1.2498724,0.1038086,193,-0.005779734,626,7364.844794750214,1.6077896,2324.93,1509.868541
1284096,0.8174069672822952,1284096,0.0064207343,1.266099,0.07451172,135,-0.005901956,627,7375.406634569168,16.076294,2322.13,1508.6925917799997
1286144,0.8508025854825974,1286144,0.008020708,1.2697355,0.09311523,239,-0.003784957,628,7390.506747484207,1.243612,2322.13,1508.6925917799997
1288192,0.8925165832042694,1288192,0.0064917887,1.2563775,0.071826175,186,-0.00046388913,629,7399.07613158226,6.4947867,2354.52,1530.8785546699999
1290240,0.9675226993858814,1290240,0.0062736147,1.2627676,0.07397461,238,-0.0077622496,630,7410.072742462158,0.47018176,2354.52,1530.8785546699999
1292288,0.934872567653656,1292288,0.0077226674,1.2694591,0.08486328,239,-0.0058877044,631,7418.644820928574,0.8097156,2354.52,1530.8785546699999
1294336,0.9670767150819302,1294336,0.0054619582,1.2568424,0.06411133,167,-0.0046599377,632,7427.213586330414,1.7688516,2407.09,1568.3342792800001
1296384,0.9211812913417816,1296384,0.007096143,1.2318057,0.08081055,239,-0.00251585,633,7439.42275762558,0.89549416,2407.09,1568.3342792800001
1298432,0.9058365896344185,1298432,0.005673873,1.2197199,0.06850586,183,-0.0037184372,634,7447.986577272415,6.9478683,2438.11,1590.3464277200003
1300480,0.9583186358213425,1300480,0.004657607,1.2296746,0.053125,238,-0.0008472493,635,7459.12882900238,0.41699186,2438.11,1590.3464277200003
1302528,0.9150884598493576,1302528,0.006682878,1.2321237,0.07426758,239,-0.0050484343,636,7467.717387914658,0.8388759,2438.11,1590.3464277200003
1304576,0.9168044105172157,1304576,0.006746889,1.228623,0.07890625,186,-0.003998528,637,7476.284520864487,6.5724106,2486.16,1625.7197949099998
1306624,0.9144549891352654,1306624,0.0073689083,1.2339754,0.07749023,238,-0.007940038,638,7487.288409233093,1.0796756,2486.16,1625.7197949099998
1308672,0.9757378362119198,1308672,0.008221323,1.2359087,0.10039063,173,-0.009590547,639,7495.876764535904,1.5630032,2519.04,1650.16328319
1310720,0.9771428555250168,1310720,0.0050290283,1.241997,0.06044922,175,-0.004219855,640,7507.701091527939,1.4479852,2527.14,1657.2225312399999
1312768,0.9705233536660671,1312768,0.006240249,1.2406422,0.06943359,239,-0.0022002538,641,7519.345840215683,0.49647394,2527.14,1657.2225312399999
1314816,0.9648009613156319,1314816,0.0070711263,1.2324367,0.08149414,238,-0.005218813,642,7527.91229224205,0.4609297,2527.14,1657.2225312399999
1316864,0.9227958470582962,1316864,0.0095318025,1.23048,0.10551758,169,-0.004752384,643,7536.4927723407745,5.189059,2580.54,1696.3229042899998
1318912,0.9534979797899723,1318912,0.008748268,1.2313384,0.09350586,197,-0.006829203,644,7548.552142620087,4.156441,2580.56,1696.8270663999997
1320960,0.9397188611328602,1320960,0.0055567874,1.2366822,0.06518555,208,-0.0047598532,645,7558.92421746254,5.886178,2560.7,1683.8717988199999
1323008,0.9468391947448254,1323008,0.007837521,1.2444893,0.090429686,238,-0.0050287256,646,7568.73694729805,0.8072731,2560.7,1683.8717988199999
1325056,0.9028485491871834,1325056,0.0060887267,1.2445271,0.07104492,239,-0.002239153,647,7577.324732303619,1.83235,2560.7,1683.8717988199999
1327104,0.9431559704244137,1327104,0.007780526,1.2563901,0.09658203,238,-0.004441495,648,7585.891571521759,0.7043031,2560.7,1683.8717988199999
1329152,0.968271054327488,1329152,0.0074389307,1.2760507,0.0890625,238,-0.0057404987,649,7594.4651646614075,0.582642,2560.7,1683.8717988199999
1331200,0.9647201150655746,1331200,0.0081013385,1.2911977,0.095019534,91,-0.0021855847,650,7603.049814224243,1.8875488,2641.87,1744.7101289000002
1333248,0.7791614681482315,1333248,0.0081055835,1.3164372,0.08955078,238,-0.003411154,651,7625.514299154282,1.3583295,2641.87,1744.7101289000002
1335296,0.9471006020903587,1335296,0.006375891,1.3240563,0.080761716,170,-0.005785157,652,7634.089699745178,3.2286267,2643.44,1744.70512304
1337344,0.942318320274353,1337344,0.006391092,1.3237764,0.07099609,183,-0.0042854133,653,7646.074056863785,3.2244205,2662.55,1756.1726953099999
1339392,0.9614144861698151,1339392,0.008211183,1.3235272,0.08779297,170,-0.009317767,654,7657.244106769562,2.2771997,2662.45,1755.1298457
1341440,0.9710586369037628,1341440,0.006821108,1.3257674,0.07631836,181,-0.006608355,655,7669.2684507369995,1.5188344,2671.62,1761.54963281
1343488,0.9760773666203022,1343488,0.006118401,1.3181,0.07304688,238,-0.0031972993,656,7680.532316207886,0.35503235,2671.62,1761.54963281
1345536,0.9729974009096622,1345536,0.0069296435,1.2989117,0.08618164,238,-0.006311356,657,7689.118463516235,0.42030653,2671.62,1761.54963281
1347584,0.8631438612937927,1347584,0.0113138165,1.3052623,0.11450195,182,-0.006986952,658,7697.700890779495,7.428019,2723.58,1799.3706406200001
1349632,0.9407468289136887,1349632,0.00624198,1.32287,0.06782226,238,-0.00679502,659,7708.899261236191,0.8204546,2723.58,1799.3706406200001
1351680,0.9564973898231983,1351680,0.006369388,1.3193743,0.07539062,238,-0.007326161,660,7717.487461805344,0.58089274,2723.58,1799.3706406200001
1353728,0.8983405083417892,1353728,0.0063412795,1.3237549,0.072705075,153,-0.009896742,661,7726.067539930344,10.200519,2766.87,1830.05010546
1355776,0.9499301463365555,1355776,0.006485486,1.3279002,0.07841797,239,-0.0075320303,662,7739.450396537781,0.6865057,2766.87,1830.05010546
1357824,0.9648144654929638,1357824,0.0067979125,1.341203,0.078710936,183,-0.0061622597,663,7748.013937473297,2.095335,2784.33,1842.26615819
1359872,0.9055190086364746,1359872,0.008910551,1.3639524,0.10200195,144,-0.00768643,664,7759.167343139648,10.490636,2796.02,1850.56453709
1361920,0.9708691779524088,1361920,0.008740478,1.3685722,0.1038086,195,-0.006138709,665,7773.347797632217,1.9486529,2808.3,1859.2501581800002
1363968,0.9252549260854721,1363968,0.0051739244,1.3665947,0.057958983,186,-0.00317677,666,7783.832075595856,4.879432,2826.46,1872.4048613100003
1366016,0.9744463097304106,1366016,0.00647883,1.3728096,0.07578125,181,-0.0022749167,667,7794.841725111008,1.627878,2824.93,1871.3140683400002
1368064,0.9275277704000473,1368064,0.006661917,1.3870105,0.086279295,238,-0.007968696,668,7806.0967037677765,1.0334585,2824.93,1871.3140683400002
1370112,0.9360580667853355,1370112,0.006485491,1.3958099,0.07978515,197,-0.005718377,669,7814.676367044449,4.77088,2846.92,1888.0097753700006
1372160,0.8549839705228806,1372160,0.0065530515,1.3955463,0.08183594,238,-0.0069029494,670,7825.070114850998,2.1974382,2846.92,1888.0097753700006
1374208,0.8299169540405273,1374208,0.0040896493,1.396004,0.043896485,239,-0.0018809125,671,7833.65619635582,2.0919657,2846.92,1888.0097753700006
1376256,0.8641709089279175,1376256,0.0077679963,1.3950157,0.087939456,239,-0.0026424741,672,7842.2215983867645,1.413962,2846.92,1888.0097753700006
1378304,0.8474391251802444,1378304,0.00900978,1.3835237,0.10415039,238,-0.0035823442,673,7850.790653467178,1.832688,2846.92,1888.0097753700006
1380352,0.9680619165301323,1380352,0.008246607,1.3663492,0.08725586,191,-0.0067634108,674,7859.370443344116,1.6535094,2946.24,1959.3359765500004
1382400,0.9416527524590492,1382400,0.0065130526,1.3533638,0.08408203,238,-0.0047249077,675,7870.045362472534,0.7182668,2946.24,1959.3359765500004
1384448,0.9203542992472649,1384448,0.008014269,1.3485352,0.089990236,177,-0.0038667645,676,7878.631451129913,4.5096235,2978.66,1983.3187831900002
1386496,0.8816966488957405,1386496,0.0053496175,1.3489549,0.061425783,178,-0.0037684776,677,7890.183711767197,6.0686035,2994.83,1994.6772656100002
1388544,0.9498507939279079,1388544,0.0051082755,1.3502197,0.05913086,238,-0.00502485,678,7901.683653116226,0.5881017,2994.83,1994.6772656100002
1390592,0.7825902700424194,1390592,0.0072849356,1.3418225,0.08549805,239,-0.0011781275,679,7910.266348838806,3.2642193,2994.83,1994.6772656100002
1392640,0.9564435333013535,1392640,0.007379903,1.3404393,0.094335936,238,-0.008564688,680,7918.832283258438,0.5605137,2994.83,1994.6772656100002
1394688,0.9281744658946991,1394688,0.005678291,1.3509586,0.06586914,174,-0.0062357592,681,7927.405966520309,5.5496683,3052.48,2035.2601757700002
1396736,0.9708323534578085,1396736,0.008466804,1.3566829,0.0987793,178,-0.007280984,682,7939.119322538376,1.6903403,3063.15,2043.65091015
1398784,0.9356182888150215,1398784,0.0074462495,1.3594778,0.093896486,238,-0.0067627057,683,7950.568389177322,1.2403214,3063.15,2043.65091015
1400832,0.9689127709716558,1400832,0.006682535,1.3604326,0.08300781,175,-0.004140895,684,7959.1569929122925,2.0168138,3091.75,2064.1627285100003
1402880,0.9737556744366884,1402880,0.005445405,1.3604256,0.062646486,199,-0.0034499497,685,7970.809628009796,1.468747,3090.58,2063.72795312
1404928,0.9319287240505219,1404928,0.0068466365,1.3705333,0.08569336,238,-0.0040830853,686,7981.06648850441,1.0554239,3090.58,2063.72795312
1406976,0.9702987633645535,1406976,0.0064089955,1.3722578,0.08095703,238,-0.0033604242,687,7989.642007350922,0.37964228,3090.58,2063.72795312
1409024,0.891695998609066,1409024,0.0072338195,1.3696543,0.087695315,184,-0.0032785553,688,7998.2186369895935,7.376876,3150.29,2107.6684746100004
1411072,0.9750274047255516,1411072,0.010554078,1.356772,0.1283203,238,-0.010850338,689,8009.340721845627,0.47436652,3150.29,2107.6684746100004
1413120,0.9152026772499084,1413120,0.007902944,1.3466381,0.087939456,145,-0.0032230113,690,8017.912453889847,8.36361,3107.79,2077.2860136800005
1415168,0.9575136564671993,1415168,0.007001324,1.3620646,0.08725586,239,-0.006669248,691,8031.971577167511,0.64163566,3107.79,2077.2860136800005
1417216,0.8788516223430634,1417216,0.006327424,1.3593054,0.07773437,238,-0.0057950416,692,8040.539917707443,1.9707072,3107.79,2077.2860136800005
1419264,0.9611513316631317,1419264,0.0076937363,1.3587781,0.0894043,171,-0.004713464,693,8049.120531082153,2.5393224,3163.5,2117.8618613300005
1421312,0.9355793446302414,1421312,0.008159082,1.3621521,0.094335936,238,-0.006800675,694,8061.070539474487,0.5757808,3163.5,2117.8618613300005
1423360,0.9277835264801979,1423360,0.007165055,1.3600974,0.08657227,239,-0.004787285,695,8069.645754575729,0.73973584,3163.5,2117.8618613300005
