ep_len_mean,n_updates,fps,value_loss,total_timesteps,time_elapsed,policy_entropy,approxkl,explained_variance,ep_reward_mean,serial_timesteps,clipfrac,policy_loss
262.03,194,118,7.538161e-08,397312,3256.858642578125,0.7114336,0.008114396,0.6728256344795227,0.0,397312,0.10253906,-0.003089931
262.6,195,127,4.8006325e-07,399360,3274.1019496917725,0.7052126,0.0061824205,0.6206774413585663,0.0,399360,0.07763672,-0.0054957466
264.04,196,143,1.5633468e-06,401408,3290.1370706558228,0.70665604,0.0065102316,0.4565885066986084,0.0,401408,0.07841797,-0.00080453063
266.1,197,96,4.735606e-08,403456,3304.3701236248016,0.69666255,0.007793597,0.1740369200706482,0.0,403456,0.095654294,-0.0028717373
267.47,198,145,3.8819613e-07,405504,3325.6453969478607,0.70091707,0.0049824705,0.4009849429130554,0.0,405504,0.06020508,-0.003542789
269.2,199,169,4.9385008e-06,407552,3339.680776119232,0.70900834,0.007919693,0.47869741916656494,0.0,407552,0.0987793,-0.0009145071
271.14,200,117,3.7421177e-07,409600,3351.7506806850433,0.69641775,0.0064444668,0.6327122747898102,0.0,409600,0.07290039,-0.0021822318
273.99,201,119,5.4394896e-08,411648,3369.1917536258698,0.6876844,0.006810779,0.6670421361923218,0.0,411648,0.081884764,-0.000849674
275.87,202,109,7.913211e-08,413696,3386.3807532787323,0.6758767,0.0066150487,0.66075000166893,0.0,413696,0.07539062,-0.0010179757
277.84,203,97,1.4203427e-07,415744,3405.0641555786133,0.65312076,0.006644351,0.6170832216739655,0.0,415744,0.076367185,-0.0013436773
278.95,204,118,1.801326e-05,417792,3426.046088695526,0.6362704,0.005656655,0.49332594871520996,0.0,417792,0.0671875,-0.000803095
280.4,205,129,3.4680106e-08,419840,3443.284043073654,0.62884104,0.010585228,0.06870412826538086,0.0,419840,0.12382813,-0.003403126
281.69,206,131,3.236698e-08,421888,3459.111820459366,0.6189527,0.0070288875,0.11736887693405151,0.0,421888,0.08203125,-0.0036854073
281.81,207,132,3.954903e-08,423936,3474.6822884082794,0.6199161,0.006529303,0.02460092306137085,0.0,423936,0.0753418,-0.00157669
281.65,208,128,3.5263785e-08,425984,3490.1450912952423,0.630972,0.0093032215,-1.7962234020233154,0.0,425984,0.11333008,-0.0053906622
280.52,209,129,4.1982517e-08,428032,3506.038456916809,0.6328041,0.0065736906,-2.1559386253356934,0.0,428032,0.07895508,-0.0018584256
280.02,210,121,8.122021e-08,430080,3521.88360786438,0.62971056,0.008467792,-2.4214534759521484,0.0,430080,0.096875,-0.0019070383
278.07,211,219,5.251082e-08,432128,3538.6760449409485,0.63190687,0.0069883307,-3.54647159576416,0.0,432128,0.086083986,-0.0014240874
276.78,212,89,1.3112445e-07,434176,3548.0195503234863,0.6234727,0.0092326915,0.18458592891693115,0.0,434176,0.103466794,-0.0035421662
274.91,213,135,1.13064615e-07,436224,3570.954737663269,0.6187848,0.008209141,-0.4940023422241211,0.0,436224,0.10205078,-0.0008533566
272.32,214,154,3.4870584e-06,438272,3586.0339875221252,0.6153402,0.007183384,-1.3250763416290283,0.0,438272,0.08300781,-0.0021074754
269.35,215,109,2.998875e-05,440320,3599.291387796402,0.61438406,0.006516137,0.6370129883289337,0.0,440320,0.08222656,-0.0015859982
266.07,216,93,8.754565e-08,442368,3618.0303676128387,0.6157649,0.005907018,0.7096613049507141,0.0,442368,0.06850586,-0.0022095707
263.11,217,111,5.443677e-08,444416,3639.863012313843,0.61359006,0.008020553,0.7411432266235352,0.0,444416,0.086035155,-0.002049845
260.82,218,141,7.4127044e-08,446464,3658.2091789245605,0.6176497,0.00829989,0.7080965638160706,0.0,446464,0.09326172,-0.0022801305
257.46,219,124,9.757014e-08,448512,3672.6509342193604,0.61748093,0.006936118,0.696653425693512,0.0,448512,0.076611325,-0.0002569339
254.86,220,124,6.257757e-08,450560,3689.075573205948,0.62173414,0.007638605,0.6208103597164154,0.0,450560,0.090625,-0.002402569
251.99,221,101,6.668306e-08,452608,3705.563709497452,0.6386565,0.0077558123,0.5234018862247467,0.0,452608,0.092041016,-0.0020376488
249.85,222,152,1.5341934e-07,454656,3725.7584524154663,0.6570108,0.012507901,0.3099905848503113,0.0,454656,0.091113284,-0.00314963
248.45,223,107,1.3683697e-07,456704,3739.2103323936462,0.6836464,0.0064165005,-1.3208074569702148,0.0,456704,0.07944336,-0.0022842824
246.78,224,125,1.0373615e-07,458752,3758.2014276981354,0.6928446,0.0084168855,-0.5610853433609009,0.0,458752,0.091601565,-0.0049054893
245.68,225,100,3.477338e-05,460800,3774.52019071579,0.6923455,0.006467578,-0.6936479806900024,0.0,460800,0.078027345,0.00049152935
244.29,226,127,5.0352195e-08,462848,3795.0001652240753,0.69724417,0.006388046,-1.0848298072814941,0.0,462848,0.07919922,-0.0022229287
244.33,227,135,4.447417e-08,464896,3811.1036303043365,0.6957479,0.0074902065,-0.41946113109588623,0.0,464896,0.09140625,-0.0046618534
244.54,228,115,3.5503874e-08,466944,3826.2356684207916,0.6937336,0.006785582,-0.8888289928436279,0.0,466944,0.07866211,-0.0017849285
244.84,229,117,4.505496e-08,468992,3843.957780599594,0.6981052,0.008011373,-1.2736551761627197,0.0,468992,0.097753905,-0.0032789044
243.53,230,105,1.5906002e-07,471040,3861.396198987961,0.70225656,0.007539538,-1.9063525199890137,0.0,471040,0.09052734,-0.0014537788
243.59,231,132,3.7474006e-08,473088,3880.7240438461304,0.7085097,0.0072782887,-0.43893539905548096,0.0,473088,0.08461914,-0.004733079
242.95,232,106,1.6684342e-05,475136,3896.129552125931,0.71075004,0.007822789,-0.19814181327819824,0.0,475136,0.0902832,-0.0040299674
242.17,233,102,4.320482e-08,477184,3915.2886695861816,0.7128149,0.009124136,-0.44480156898498535,0.0,477184,0.12070312,-0.0040040803
241.52,234,101,2.4399833e-08,479232,3935.2962839603424,0.7202126,0.008427617,0.11585116386413574,0.0,479232,0.10981445,-0.004384845
240.92,235,91,5.703979e-08,481280,3955.3918051719666,0.7178844,0.0064201513,-1.099034070968628,0.0,481280,0.082177736,-0.0033149912
240.54,236,116,9.269218e-08,483328,3977.7575051784515,0.701097,0.0059020435,-1.8015708923339844,0.0,483328,0.07353516,-0.0011338008
239.91,237,113,7.5261724e-08,485376,3995.322165489197,0.6994857,0.0067471312,-2.181835174560547,0.0,485376,0.085351564,-0.0030318932
239.64,238,85,2.0853095e-05,487424,4013.4337463378906,0.70146596,0.008356109,-1.2099125385284424,0.0,487424,0.10830078,-0.004895822
238.83,239,118,9.047658e-08,489472,4037.4492251873016,0.70434165,0.009846161,0.12126225233078003,0.0,489472,0.10834961,-0.003244692
237.87,240,122,4.3619714e-08,491520,4054.7684972286224,0.7155269,0.0074978443,0.3820008635520935,0.0,491520,0.0875,-0.0012311625
237.84,241,147,8.324719e-08,493568,4071.4334790706635,0.72528267,0.005912592,0.13957613706588745,0.0,493568,0.07265625,-0.00190451
237.52,242,136,5.066284e-08,495616,4085.294980764389,0.72585267,0.008098447,0.2952302098274231,0.0,495616,0.097509764,-0.0009158027
237.4,243,99,4.1574868e-08,497664,4100.321609735489,0.72799456,0.006520769,0.04203265905380249,0.0,497664,0.076416016,-0.0021502473
238.31,244,120,3.7660157e-05,499712,4120.863713264465,0.7316879,0.009198681,-0.8690959215164185,0.0,499712,0.10908203,-0.0061294683
238.51,245,124,7.2448756e-08,501760,4137.899693489075,0.7289816,0.008104633,-0.6286368370056152,0.0,501760,0.095751956,-0.003266538
238.81,246,160,8.498603e-08,503808,4154.352924108505,0.71522945,0.0056144632,-1.630807638168335,0.0,503808,0.068554685,-0.003522288
238.33,247,100,3.7068066e-08,505856,4167.1505835056305,0.70573676,0.0062470017,0.07754534482955933,0.0,505856,0.07416992,0.003716275
237.73,248,119,6.598465e-08,507904,4187.509765863419,0.70572674,0.008778128,-1.292362928390503,0.0,507904,0.10541992,-0.0043098624
237.14,249,106,6.255787e-08,509952,4204.596236944199,0.70426047,0.0068648816,-1.529236078262329,0.0,509952,0.07998047,0.00030950957
237.25,250,122,1.8770056e-07,512000,4223.787252187729,0.70872796,0.00824006,-2.726667881011963,0.0,512000,0.10639648,-0.004158078
236.74,251,110,1.3348134e-07,514048,4240.533773183823,0.7189708,0.007560657,0.3568815588951111,0.0,514048,0.094091795,-0.00085818983
235.93,252,97,6.954494e-08,516096,4259.041432380676,0.71462625,0.0072449585,0.5790197849273682,0.0,516096,0.08686523,-0.00023593032
235.0,253,117,4.890439e-08,518144,4280.095048904419,0.70623225,0.006628357,0.6518824994564056,0.0,518144,0.0831543,-0.0027276338
234.35,254,103,1.05962215e-07,520192,4297.549741744995,0.7085625,0.006485828,0.608536422252655,0.0,520192,0.08071289,-0.0012658802
233.14,255,101,3.038e-07,522240,4317.432462930679,0.7215657,0.007487846,0.3876301050186157,0.0,522240,0.09013672,-0.0027737464
231.88,256,110,7.5168123e-06,524288,4337.670217990875,0.73520696,0.006893476,-0.09300649166107178,0.0,524288,0.085839845,-0.0026471133
230.86,257,128,2.2970592e-06,526336,4356.18171787262,0.7303953,0.005130424,0.33747923374176025,0.0,526336,0.059570312,-0.001271178
230.52,258,128,2.8389198e-07,528384,4372.108871459961,0.721472,0.006358836,0.6470748782157898,0.0,528384,0.07905273,-0.0026480916
230.21,259,109,2.0599457e-07,530432,4388.042179584503,0.7128744,0.0046346807,0.6477457284927368,0.0,530432,0.05722656,-0.0033963162
229.33,260,126,8.782167e-08,532480,4406.744801282883,0.7047578,0.00570591,0.5449793934822083,0.0,532480,0.07128906,-0.0020180459
228.71,261,144,1.0414705e-06,534528,4422.89927482605,0.6944412,0.005462268,0.41268378496170044,0.0,534528,0.06611328,-0.0025673884
228.42,262,99,2.429853e-06,536576,4437.099641561508,0.66808456,0.007881836,0.4153072237968445,0.0,536576,0.09697266,-0.003899568
228.0,263,102,2.6967558e-07,538624,4457.675404310226,0.64673764,0.0058646547,0.3359041213989258,0.0,538624,0.06826172,-0.00014525272
227.42,264,154,1.2866253e-06,540672,4477.707245588303,0.6407003,0.008945936,0.38844913244247437,0.0,540672,0.10546875,-0.0029733793
227.06,265,108,3.078814e-07,542720,4490.922091245651,0.6505182,0.00763767,0.42399346828460693,0.0,542720,0.09663086,-0.004290928
227.25,266,113,3.261801e-07,544768,4509.797705173492,0.6459738,0.007517942,0.6610861122608185,0.0,544768,0.09770508,-0.0025328174
227.24,267,98,1.9371835e-06,546816,4527.904890537262,0.6460508,0.010119463,0.7264381647109985,0.0,546816,0.109033205,-0.008568877
227.32,268,106,4.0940273e-07,548864,4548.61107301712,0.639033,0.005756311,0.6693418622016907,0.0,548864,0.06894531,-0.0010935636
227.46,269,102,7.07032e-07,550912,4567.780891656876,0.62695974,0.0064832717,0.5741873383522034,0.0,550912,0.078710936,-0.0014495014
227.76,270,118,5.4196096e-07,552960,4587.727309703827,0.6323376,0.009395072,0.33070558309555054,0.0,552960,0.09208985,-0.0034722597
228.0,271,87,4.771527e-07,555008,4604.988327026367,0.64212465,0.0067511713,-0.8278268575668335,0.0,555008,0.07749023,-0.0020239411
228.13,272,95,1.0865638e-07,557056,4628.277320623398,0.6521671,0.006224992,-0.635174036026001,0.0,557056,0.07744141,-0.00045627466
228.33,273,140,1.2572357e-05,559104,4649.816610574722,0.6631187,0.005006911,-0.597124457359314,0.0,559104,0.059033204,-0.00091632333
228.53,274,97,3.88381e-08,561152,4664.446339845657,0.66162026,0.0074864803,-2.6656386852264404,0.0,561152,0.09003906,-0.003174708
228.75,275,94,1.4662601e-07,563200,4685.492920875549,0.65745497,0.009207347,-1.9795620441436768,0.0,563200,0.11772461,-0.0067589493
228.67,276,110,1.3916843e-07,565248,4707.070647716522,0.6708993,0.007998704,-0.4700833559036255,0.0,565248,0.10063477,-0.004579473
228.56,277,84,9.928142e-08,567296,4725.623769760132,0.68108183,0.0067181266,-0.1434534788131714,0.0,567296,0.0793457,-0.0028697974
227.82,278,117,2.4408525e-06,569344,4749.786841869354,0.68526053,0.0082619,0.0913017988204956,0.0,569344,0.0984375,-0.003808761
227.07,279,86,1.4632516e-07,571392,4767.171845674515,0.69337165,0.007021946,-0.9472044706344604,0.0,571392,0.085791014,-0.00070551416
226.77,280,130,5.7636316e-07,573440,4790.929550886154,0.69951767,0.006963183,-2.773132562637329,0.0,573440,0.08803711,-0.0059083924
226.6,281,84,5.129084e-06,575488,4806.636808395386,0.6965445,0.00776939,0.25326889753341675,0.0,575488,0.10263672,-0.0049801664
226.44,282,126,1.16694665e-07,577536,4830.734187841415,0.70170915,0.0065845936,0.315640389919281,0.0,577536,0.07954101,-0.00255063
226.86,283,126,1.3100114e-07,579584,4846.9044415950775,0.7111665,0.006761634,0.20034968852996826,0.0,579584,0.08642578,-0.006606119
227.13,284,114,4.594288e-06,581632,4863.0999121665955,0.70231164,0.0062539116,0.10314828157424927,0.0,581632,0.074316405,-0.005080099
227.14,285,113,1.2088012e-06,583680,4880.97700381279,0.6808249,0.007894712,0.5083374083042145,0.0,583680,0.089746095,-0.003931217
227.02,286,114,2.0575103e-06,585728,4899.088415622711,0.6659571,0.0071739517,0.6291556656360626,0.0,585728,0.08642578,-0.0030951358
226.91,287,96,1.3053712e-07,587776,4917.039318323135,0.65961015,0.006455645,0.6998526155948639,0.0,587776,0.08022461,-0.0018448345
226.93,288,153,4.7405223e-07,589824,4938.328421592712,0.6468064,0.0060008736,0.6653795540332794,0.0,589824,0.06821289,-0.0009801837
226.83,289,99,1.1767101e-07,591872,4951.713217496872,0.6476313,0.00856823,0.5785098969936371,0.0,591872,0.107617185,-0.0056775073
227.04,290,110,6.0906405e-07,593920,4972.195133686066,0.663384,0.006928391,0.4324243664741516,0.0,593920,0.083300784,-0.0022762853
226.84,291,121,9.007135e-08,595968,4990.716809511185,0.68016165,0.007136178,0.33367300033569336,0.0,595968,0.08686523,-0.0055613643
226.65,292,97,6.6212974e-06,598016,5007.5924870967865,0.6817515,0.008547973,0.10541349649429321,0.0,598016,0.103564456,-0.005178076
226.45,293,104,9.63785e-07,600064,5028.59566617012,0.683831,0.007729082,0.5710655450820923,0.0,600064,0.08505859,-0.0032591461
225.91,294,103,3.1467158e-07,602112,5048.115686416626,0.68302524,0.0057556774,0.6958237290382385,0.0,602112,0.06928711,-0.001995212
225.29,295,99,8.502361e-07,604160,5067.96115732193,0.67448103,0.0054651015,0.6877693235874176,0.0,604160,0.06572266,-0.0033728662
224.94,296,126,6.564379e-07,606208,5088.610992431641,0.68028516,0.0061465283,0.6627920567989349,0.0,606208,0.07402344,-0.0013872653
224.99,297,118,1.8223793e-07,608256,5104.759196281433,0.6916739,0.006577755,0.6899628639221191,0.0,608256,0.08227539,-0.0018384317
225.21,298,122,6.2536014e-07,610304,5122.027314424515,0.6978219,0.0067848316,0.5551643371582031,0.0,610304,0.08623047,-0.0030978776
224.85,299,102,2.0111145e-06,612352,5138.81320810318,0.7186823,0.006707902,0.6079367995262146,0.0,612352,0.08115234,-0.0026905746
224.62,300,105,2.4028e-06,614400,5158.767026901245,0.7419833,0.0052997605,0.67747762799263,0.0,614400,0.059423827,-0.0014226729
224.1,301,104,1.1925556e-07,616448,5178.273591518402,0.74848664,0.006480547,0.6435120403766632,0.0,616448,0.072314456,-0.0017307473
223.62,302,115,9.064991e-07,618496,5197.954782962799,0.76500857,0.007849018,0.5660231113433838,0.0,618496,0.09819336,-0.0051799943
223.16,303,93,1.5357631e-06,620544,5215.644187927246,0.7735952,0.0059086955,0.49176090955734253,0.0,620544,0.07104492,-0.00073284435
222.8,304,114,5.953383e-07,622592,5237.633011102676,0.7728483,0.0063331313,0.6218447089195251,0.0,622592,0.079589844,-0.0033605602
222.63,305,106,1.6051715e-07,624640,5255.593272447586,0.7770538,0.008234081,0.7358912527561188,0.0,624640,0.099853516,-0.0045104115
222.45,306,127,1.2053752e-07,626688,5274.853685379028,0.77495354,0.0048197107,0.7138094305992126,0.0,626688,0.056396484,-0.0018966455
222.27,307,104,5.4073126e-07,628736,5290.9666385650635,0.7748646,0.005314418,0.6335822343826294,0.0,628736,0.059765626,-0.00078648934
222.23,308,98,1.431308e-06,630784,5310.6182560920715,0.78093135,0.005684347,0.44916850328445435,0.0,630784,0.07011719,-0.0004060766
222.33,309,170,1.6910053e-07,632832,5331.404254436493,0.7759129,0.0067882487,0.4815449118614197,0.0,632832,0.08227539,-0.002781677
222.91,310,110,9.163455e-06,634880,5343.41778922081,0.7841892,0.0060479743,-0.012756586074829102,0.0,634880,0.08100586,-0.0031269125
223.38,311,84,2.821776e-06,636928,5361.883422613144,0.7747841,0.006952367,-0.8599780797958374,0.0,636928,0.083789065,-0.0051238756
224.1,312,118,7.45831e-08,638976,5386.1838121414185,0.75463504,0.0060953954,-0.8919171094894409,0.0,638976,0.07602539,-0.002293382
224.81,313,109,5.838882e-08,641024,5403.460511922836,0.746599,0.00725377,-0.6916964054107666,0.0,641024,0.08623047,-0.003401806
225.62,314,116,9.5089014e-08,643072,5422.092179775238,0.74210835,0.008901152,-0.002173781394958496,0.0,643072,0.0949707,-0.0033370312
226.22,315,118,1.6485499e-06,645120,5439.737586259842,0.7313412,0.008388894,-0.1946718692779541,0.0,645120,0.09672852,-0.0049034576
226.7,316,115,1.1090181e-07,647168,5457.050400972366,0.7176393,0.0067436537,-1.012932300567627,0.0,647168,0.07954101,-0.0025562197
227.38,317,95,1.7338121e-07,649216,5474.753722667694,0.7294333,0.007635967,-2.940716505050659,0.0,649216,0.09516601,-0.002515035
228.3,318,97,3.4896178e-07,651264,5496.134210824966,0.7434422,0.0068308315,0.2790207862854004,0.0,651264,0.086279295,-0.005037615
228.93,319,100,6.9326147e-06,653312,5517.18861913681,0.7462908,0.00802525,0.21795839071273804,0.0,653312,0.10195313,-0.0054308954
229.28,320,103,1.9952286e-07,655360,5537.60968708992,0.72345984,0.006476684,-0.11425435543060303,0.0,655360,0.07949219,-0.0018302711
230.03,321,115,2.1686988e-07,657408,5557.335647344589,0.70656526,0.0070672953,-0.37537097930908203,0.0,657408,0.08686523,-0.0019572445
231.16,322,99,4.2515245e-07,659456,5574.99690580368,0.69615877,0.0065620504,-0.11613571643829346,0.0,659456,0.08134766,-0.003853954
232.34,323,111,6.667649e-06,661504,5595.61780834198,0.68228394,0.0069452426,-0.42246270179748535,0.0,661504,0.07836914,-0.0011423004
233.48,324,113,4.2803677e-07,663552,5613.933148384094,0.6757463,0.0056693982,-0.8233039379119873,0.0,663552,0.06850586,-0.0035161092
234.34,325,101,3.9824948e-07,665600,5631.998050689697,0.6726507,0.006922339,-0.6647913455963135,0.0,665600,0.07524414,-0.0014017723
235.14,326,95,6.378654e-07,667648,5652.241514921188,0.6642658,0.0062936703,-0.8897966146469116,0.0,667648,0.07495117,-0.00035204168
236.11,327,115,1.2588351e-06,669696,5673.710103034973,0.65197706,0.006851045,0.044780075550079346,0.0,669696,0.083789065,-0.002082906
236.83,328,117,6.009357e-07,671744,5691.500841140747,0.64140165,0.0065674735,-1.3695311546325684,0.0,671744,0.085595705,-0.0035048216
237.5,329,125,3.6431055e-07,673792,5708.959535121918,0.6335577,0.0064122835,-4.907917022705078,0.0,673792,0.080078125,-0.0012846428
238.46,330,108,1.8269563e-07,675840,5725.311316251755,0.6327855,0.0071620247,-4.672067642211914,0.0,675840,0.084228516,-0.0023239565
239.06,331,117,2.615128e-05,677888,5744.229045629501,0.6291253,0.0074512786,-2.8998234272003174,0.0,677888,0.09438477,-0.005008407
240.06,332,107,2.670962e-07,679936,5761.620468139648,0.62717855,0.008348916,-0.7744085788726807,0.0,679936,0.09785156,-0.004220065
240.15,333,148,1.3106141e-07,681984,5780.658051967621,0.6210728,0.008720185,-0.9145276546478271,0.0,681984,0.10405274,-0.0014458342
240.22,334,140,1.3047375e-07,684032,5794.42117023468,0.6242267,0.0062538995,-2.587162494659424,0.0,684032,0.07290039,-0.0013152522
240.08,335,171,1.1053385e-07,686080,5808.985882759094,0.6133971,0.0074587367,-1.4971644878387451,0.0,686080,0.089746095,-0.0042261495
240.23,336,115,2.009172e-07,688128,5820.944536447525,0.60566044,0.009067239,-2.0370473861694336,0.0,688128,0.108105466,-0.0033853278
240.19,337,116,6.130699e-07,690176,5838.640238523483,0.60874546,0.0076086135,0.13392412662506104,0.0,690176,0.09506836,-0.0044737235
239.99,338,124,1.9901738e-07,692224,5856.234490871429,0.61456764,0.006203251,0.1317949891090393,0.0,692224,0.077539064,-0.00078730425
239.94,339,102,3.03212e-07,694272,5872.719873428345,0.61898553,0.0071779815,0.18064165115356445,0.0,694272,0.08984375,-0.0030171783
239.97,340,107,2.8762065e-07,696320,5892.731230020523,0.6129917,0.0063310293,0.41321051120758057,0.0,696320,0.078125,-0.0017768713
239.72,341,162,2.2761586e-07,698368,5911.847566366196,0.6240095,0.011044029,0.4873257875442505,0.0,698368,0.13237305,-0.0059834337
239.77,342,107,1.3338709e-05,700416,5924.48787689209,0.6363849,0.0072098696,0.39422357082366943,0.0,700416,0.096142575,-0.0036331925
239.57,343,121,2.2274415e-07,702464,5943.541771888733,0.64457595,0.0070824088,0.3539702296257019,0.0,702464,0.08896484,-0.004187261
239.71,344,124,1.8310875e-07,704512,5960.3575530052185,0.64115787,0.006191378,0.4051271080970764,0.0,704512,0.0758789,-0.0012420549
240.49,345,103,5.233343e-07,706560,5976.815649032593,0.63672924,0.0067865266,-0.1475236415863037,0.0,706560,0.085351564,-0.0027099405
240.8,346,142,4.8375557e-07,708608,5996.545133590698,0.6394768,0.0065963743,-0.2589433193206787,0.0,708608,0.082177736,-6.4951935e-05
241.38,347,122,4.891564e-07,710656,6010.873098611832,0.6381416,0.007079107,0.13126057386398315,0.0,710656,0.08852539,-0.0041537443
242.31,348,124,6.6502e-06,712704,6027.540372848511,0.6409439,0.007329157,-0.9835770130157471,0.0,712704,0.089257814,-0.0029183412
243.49,349,99,2.797736e-06,714752,6044.015990257263,0.63612133,0.006802714,-0.6845530271530151,0.0,714752,0.08154297,0.0008638043
245.05,350,129,6.477435e-07,716800,6064.671417474747,0.62645096,0.0072182454,-1.46335768699646,0.0,716800,0.08256836,-0.0031650357
245.57,351,101,5.181782e-07,718848,6080.435217857361,0.6305043,0.008250833,-0.8341785669326782,0.0,718848,0.0909668,-0.0032049112
246.42,352,147,2.3446634e-07,720896,6100.663053274155,0.6333357,0.006540327,0.019816339015960693,0.0,720896,0.0815918,-0.0028185963
246.94,353,97,2.2540868e-07,722944,6114.523860692978,0.64500874,0.009771043,0.2854078412055969,0.0,722944,0.122607425,-0.008126387
247.44,354,108,2.605512e-07,724992,6135.494165658951,0.6660045,0.00666112,0.17460566759109497,0.0,724992,0.08291016,-0.0055276854
248.42,355,116,4.2571833e-07,727040,6154.40527510643,0.66707206,0.007910945,-0.3840137720108032,0.0,727040,0.099365234,-0.007012206
248.78,356,134,5.1639034e-07,729088,6171.985734701157,0.6741293,0.0073845126,0.2059604525566101,0.0,729088,0.093847655,-0.0050929515
249.27,357,129,5.255828e-06,731136,6187.220889806747,0.69256294,0.008651203,-0.25332772731781006,0.0,731136,0.10043945,-0.003836634
249.92,358,108,1.5706546e-06,733184,6203.074045181274,0.698032,0.00795015,-0.46324896812438965,0.0,733184,0.09213867,0.0002624709
250.09,359,105,8.109136e-08,735232,6221.95725941658,0.6817833,0.007298278,-1.3242261409759521,0.0,735232,0.08896484,-0.0042202696
249.77,360,165,1.3129184e-07,737280,6241.354739189148,0.6873776,0.009969746,-1.5789990425109863,0.0,737280,0.12148438,-0.009127023
249.0,361,118,9.4334496e-08,739328,6253.755751848221,0.70665437,0.0071036117,-0.743789553642273,0.0,739328,0.09262695,-0.0024501798
248.19,362,94,7.609656e-06,741376,6271.047245264053,0.7008547,0.008587792,-2.9496548175811768,0.0,741376,0.09863281,-0.004751182
248.59,363,125,9.253482e-08,743424,6292.6336398124695,0.6978206,0.0064980173,-0.248671293258667,0.0,743424,0.08173828,-0.0011641139
248.2,364,109,1.15484866e-07,745472,6308.896960735321,0.7065843,0.0076100393,-0.6158879995346069,0.0,745472,0.0972168,-0.0059121093
248.44,365,106,2.3023999e-07,747520,6327.538077354431,0.7101687,0.0070556216,-0.41834938526153564,0.0,747520,0.09057617,-0.006902295
248.57,366,134,1.4190842e-06,749568,6346.786312580109,0.71961176,0.007872565,-0.3064652681350708,0.0,749568,0.096191406,-0.0055864165
248.05,367,127,4.1412136e-07,751616,6361.999069452286,0.7241367,0.006882523,-0.31214284896850586,0.0,751616,0.091748044,-0.0060519683
248.16,368,123,1.0678355e-06,753664,6378.043547153473,0.7289228,0.009236334,-0.07181799411773682,0.0,753664,0.10517578,-0.0073317164
247.87,369,118,1.5958395e-07,755712,6394.599493265152,0.725896,0.0062514683,-0.030841588973999023,0.0,755712,0.078125,-0.002215924
247.82,370,118,1.2278886e-07,757760,6411.837952375412,0.7302504,0.006690523,-0.08187484741210938,0.0,757760,0.0875,-0.00417578
248.49,371,154,4.708946e-07,759808,6429.056910991669,0.7395917,0.006424354,0.004788398742675781,0.0,759808,0.08164062,-0.0027943787
249.0,372,113,1.4631448e-07,761856,6442.28453874588,0.7257983,0.005746588,0.12856155633926392,0.0,761856,0.060595702,-0.0029591199
249.79,373,112,4.2273786e-07,763904,6460.399434089661,0.71546704,0.0070252507,0.10304713249206543,0.0,763904,0.08388672,-0.00300152
249.92,374,112,1.787276e-06,765952,6478.609410524368,0.7192732,0.005105296,-0.5459320545196533,0.0,765952,0.064404294,-0.0019284325
250.15,375,116,6.355011e-07,768000,6496.811052799225,0.7195136,0.0074260854,-0.4156762361526489,0.0,768000,0.08920898,-0.004584351
250.37,376,123,2.1762648e-06,770048,6514.320942640305,0.7167391,0.007930241,0.3867151737213135,0.0,770048,0.09072266,-0.005324549
250.61,377,139,2.64633e-07,772096,6530.859154701233,0.7072477,0.008115582,0.5587122142314911,0.0,772096,0.09663086,-0.0067814356
251.0,378,95,2.1768798e-07,774144,6545.56559586525,0.70210207,0.0056667402,0.5597493350505829,0.0,774144,0.06796875,-0.0028319927
251.18,379,144,2.2700472e-07,776192,6567.0424015522,0.69424033,0.0053684586,0.5287140011787415,0.0,776192,0.06347656,-0.002114295
251.32,380,135,9.585582e-08,778240,6581.227673530579,0.68239367,0.0061408835,0.35287153720855713,0.0,778240,0.07470703,-0.0028618134
251.46,381,145,1.900916e-06,780288,6596.335679769516,0.6647543,0.0065057143,-0.07281816005706787,0.0,780288,0.07680664,-0.0038941284
251.4,382,154,1.1244803e-07,782336,6610.377290248871,0.6623788,0.0077287005,-0.6184680461883545,0.0,782336,0.091992185,-0.0044796797
251.42,383,121,9.209278e-08,784384,6623.629149198532,0.66562223,0.008899059,-1.2457773685455322,0.0,784384,0.12011719,-0.0057951654
250.99,384,105,1.0263614e-06,786432,6640.438283205032,0.66136426,0.006604053,-1.5586249828338623,0.0,786432,0.07714844,-0.004459121
251.59,385,166,6.860372e-07,788480,6659.826232910156,0.67062527,0.009875599,-1.0850791931152344,0.0,788480,0.11171875,-0.004824235
251.82,386,135,4.3874257e-07,790528,6672.147904157639,0.6803128,0.00565141,-0.43754029273986816,0.0,790528,0.06992187,-0.0018243635
253.76,387,120,4.777861e-05,792576,6687.269246578217,0.6809035,0.0077691944,-1.2275748252868652,0.0,792576,0.093164064,-0.002186542
255.26,388,111,2.028653e-07,794624,6704.307753324509,0.67700136,0.0060491385,-1.0806105136871338,0.0,794624,0.07539062,-0.002708851
256.85,389,101,1.394599e-07,796672,6722.61697268486,0.66403806,0.008031098,-0.958606481552124,0.0,796672,0.09414063,-0.0049238675
258.36,390,110,1.852882e-07,798720,6742.868803262711,0.65708166,0.008341412,-2.1691837310791016,0.0,798720,0.10498047,-0.002593017
258.47,391,114,5.570625e-08,800768,6761.453377723694,0.66201514,0.0065115923,-1.1217026710510254,0.0,800768,0.080761716,-0.0012469272
