approxkl,time_elapsed,ep_len_mean,total_timesteps,policy_entropy,fps,explained_variance,policy_loss,clipfrac,ep_reward_mean,serial_timesteps,value_loss,n_updates
0.004200463,117.18950724601746,963.4509803921569,49152,1.4176867,365,0.5812160074710846,-0.0026293825,0.050048828,145.15306292156865,49152,0.9649498,24
0.0035237987,122.78640913963318,984.3269230769231,51200,1.4141107,393,0.6179294586181641,-0.0017339133,0.034765624,148.65105571153848,51200,0.8764718,25
0.0031273805,127.9953203201294,1004.4150943396227,53248,1.4072406,416,0.7271547615528107,-0.0023913174,0.031298827,151.390278,53248,0.7281766,26
0.0034503485,132.90973687171936,1023.7592592592592,55296,1.4067237,392,0.71064293384552,-0.0019471528,0.037597656,153.9705234814815,55296,0.6151496,27
0.0031922678,138.13224935531616,1042.4,57344,1.4089828,396,0.591376006603241,-0.0018091889,0.03378906,157.92096492727273,57344,0.9892171,28
0.004279169,143.2923276424408,1060.375,59392,1.4120085,398,0.6147640347480774,-0.0033347607,0.05102539,160.73423449999999,59392,0.5978762,29
0.0025761798,148.42863965034485,1077.719298245614,61440,1.4151336,398,0.6110008060932159,-0.00051948195,0.023632813,164.55677301754386,61440,0.97180355,30
0.0032616288,153.56726574897766,1094.4655172413793,63488,1.4200383,415,0.6349989771842957,-0.0019357152,0.034326173,167.96354896551725,63488,0.9102375,31
0.0032848367,158.49814653396606,1110.6440677966102,65536,1.4195365,402,0.7331781387329102,-0.0027079382,0.03149414,170.25853350847459,65536,0.4884573,32
0.0043690745,163.5923891067505,1126.2833333333333,67584,1.4085327,431,0.6495694220066071,-0.0029206667,0.046044923,172.2623738833333,67584,0.48337063,33
0.00565551,168.3352255821228,1141.4098360655737,69632,1.4064907,426,0.8121400773525238,-0.005017939,0.07446289,173.72594404918033,69632,0.40653294,34
0.0021201414,173.14306592941284,1156.0483870967741,71680,1.4029515,427,0.49458402395248413,-0.0016065186,0.017138671,176.94878032258063,71680,0.76248837,35
0.0047919443,177.9311728477478,1170.2222222222222,73728,1.3980346,415,0.673115998506546,-0.004569076,0.06069336,179.66304287301585,73728,0.7023026,36
0.0027611214,182.86630511283875,1183.953125,75776,1.3985411,405,0.7093150615692139,-0.001895776,0.03022461,181.81834109375,75776,0.46057877,37
0.002419799,187.91765809059143,1197.2615384615385,77824,1.4050274,368,0.6643434464931488,-0.00040090893,0.021386718,184.05958247692308,77824,0.73046994,38
0.0048985905,193.47089648246765,1210.1666666666667,79872,1.4108846,378,0.8157197088003159,-0.0041738143,0.061083984,185.85486699999998,79872,0.56447035,39
0.0021921264,198.87891817092896,1222.686567164179,81920,1.4069902,412,0.6831297278404236,-0.0013752666,0.016210938,188.23523505970147,81920,1.0250429,40
0.0041202903,203.84161615371704,1222.686567164179,83968,1.4099966,420,0.815602645277977,-0.002654681,0.045703124,188.23523505970147,83968,0.5858013,41
0.004673773,208.71656727790833,1234.8382352941176,86016,1.4041607,391,0.5515616536140442,-0.0022460772,0.05258789,191.48103276470587,86016,0.32628584,42
0.004254112,213.94854736328125,1246.6376811594203,88064,1.3934274,436,0.7854066789150238,-0.003879578,0.047021486,194.3314183478261,88064,0.28825173,43
0.004745466,218.6405167579651,1258.1,90112,1.382216,421,0.7495751082897186,-0.003980778,0.055126954,196.6989989857143,90112,0.35627848,44
0.0040608323,223.49730801582336,1269.2394366197184,92160,1.3722713,408,0.7393854260444641,-0.0020282874,0.044189453,198.5456072394366,92160,0.40992388,45
0.0035533991,228.51026940345764,1280.0694444444443,94208,1.362798,410,0.820923462510109,-0.0019397817,0.036230467,200.9778271527778,94208,0.43840346,46
0.0041624196,233.50419235229492,1290.6027397260275,96256,1.3555057,403,0.705708920955658,-0.003083372,0.04897461,202.62590909589042,96256,0.5717875,47
0.004288391,238.58298707008362,1300.8513513513512,98304,1.3520232,391,0.6326266825199127,-0.0030542642,0.051220704,205.33126351351353,98304,0.8548462,48
0.003450616,243.81409621238708,1310.8266666666666,100352,1.3458655,408,0.4276016354560852,-0.0033394273,0.036816407,208.13288330666668,100352,0.72460353,49
0.0039223405,248.8324499130249,1320.5394736842106,102400,1.3312018,432,0.6031018197536469,-0.002670523,0.040722657,211.23363898684212,102400,0.71560585,50
0.0049331076,253.56668257713318,1330.0,104448,1.3263347,414,0.3364255428314209,-0.00354558,0.05683594,213.7741968181818,104448,0.87806576,51
0.0049516456,258.50800681114197,1339.2179487179487,106496,1.3300226,424,0.3484746217727661,-0.0030299095,0.06274414,216.71282937179487,106496,1.0363953,52
0.00242485,263.33229517936707,1348.2025316455697,108544,1.3360511,401,0.43875443935394287,-0.0005464372,0.020507812,219.92950788607592,108544,0.9661989,53
0.0039888904,268.4321074485779,1356.9625,110592,1.3307799,384,0.3544653058052063,-0.0016517646,0.044140626,222.90045921249998,110592,0.8234537,54
0.0040227873,273.7652177810669,1365.5061728395062,112640,1.3288454,394,0.5424017310142517,-0.0026305043,0.04824219,225.36274711111108,112640,0.76523143,55
0.003037586,278.9533386230469,1373.841463414634,114688,1.3384807,404,0.47017520666122437,-0.002044864,0.030126953,227.86882196341458,114688,0.92154825,56
0.002200207,284.0159366130829,1381.9759036144578,116736,1.3492538,403,0.6374256908893585,-0.000514452,0.016796876,230.55059063855418,116736,0.81292295,57
0.0060536806,289.0964517593384,1389.9166666666667,118784,1.3432599,414,0.49843305349349976,-0.0031366167,0.070458986,232.76714061904758,118784,0.8577777,58
0.0041898442,294.0341773033142,1397.6705882352942,120832,1.3401754,416,0.5116897523403168,-0.0016105294,0.04638672,235.16689495294113,120832,1.2405539,59
0.0036787149,298.9549469947815,1405.2441860465117,122880,1.3452157,364,0.29269325733184814,-0.0016931565,0.040478516,238.31184047674415,122880,1.8601573,60
0.004519476,304.5751156806946,1412.6436781609195,124928,1.3534812,386,0.5962845385074615,-0.0032986347,0.054833986,242.14482626436777,124928,0.96617615,61
0.0044577154,309.8691966533661,1419.875,126976,1.3588707,375,0.5284131169319153,-0.0047755493,0.049560547,245.07424698863636,126976,0.9339778,62
0.004293956,315.32419419288635,1426.943820224719,129024,1.3619399,397,0.41502076387405396,-0.003989891,0.05317383,247.848380258427,129024,0.9032839,63
0.004857449,320.4767339229584,1433.8555555555556,131072,1.3630761,393,0.20263493061065674,-0.0018006021,0.057910156,250.1396462777778,131072,1.1151447,64
0.004193428,325.67719745635986,1440.6153846153845,133120,1.3603901,438,0.3592079281806946,-0.0024054016,0.048046876,252.86734062637365,133120,0.95045006,65
0.0031880948,330.3446292877197,1447.2282608695652,135168,1.3622358,379,0.5382290184497833,-0.0038101114,0.036230467,254.9279915434783,135168,0.890094,66
0.0023714048,335.7452161312103,1453.6989247311828,137216,1.3643653,409,0.14154869318008423,-0.00012153833,0.021142578,257.19990319354844,137216,1.1914918,67
0.0030427799,340.7529230117798,1460.031914893617,139264,1.3717289,428,0.25900185108184814,-0.0028951913,0.03149414,260.0701820319149,139264,1.1448594,68
0.0044437298,345.5308105945587,1466.2315789473685,141312,1.3776356,420,0.24530357122421265,-0.0027861295,0.050732423,262.526907,141312,0.9894104,69
0.0030749538,350.3978452682495,1472.3020833333333,143360,1.374089,372,0.31706446409225464,-0.0031061727,0.032568358,264.786575625,143360,1.4782813,70
0.003338992,355.89332914352417,1478.2474226804125,145408,1.3708473,413,0.5107280611991882,-0.0029892984,0.0375,267.6051376701031,145408,1.1070759,71
0.0038509485,360.8472361564636,1484.0714285714287,147456,1.3771842,409,0.3213053345680237,-0.003248851,0.0453125,270.0321926122449,147456,1.1707414,72
0.0031080134,365.84765219688416,1489.7777777777778,149504,1.3855286,432,0.3084260821342468,-0.0024002497,0.031396486,272.6788775050505,149504,1.4115362,73
0.0022882945,370.58914494514465,1505.78,151552,1.3823454,411,0.1959395408630371,-0.002695532,0.017333984,278.57481673,151552,2.1200254,74
0.004320792,375.5732798576355,1520.59,153600,1.3731544,412,0.34260445833206177,-0.0032302712,0.051757812,282.64821391,153600,1.2326736,75
0.0022883576,380.5457854270935,1537.53,155648,1.376086,382,0.2835249900817871,-0.0033419256,0.024023438,287.53855384999997,155648,1.4265018,76
0.003883381,385.89927983283997,1548.25,157696,1.3807704,421,0.6526631414890289,-0.002937076,0.04160156,291.18922274,157696,1.0851625,77
0.004326099,390.76464438438416,1557.24,159744,1.37694,394,0.4009089469909668,-0.0013356725,0.040625,293.71576348,159744,1.3525122,78
0.00326475,395.9566032886505,1571.59,161792,1.3776803,387,0.4591823220252991,-0.0009648567,0.031445313,297.39417109,161792,1.1728389,79
0.0020705606,401.2412748336792,1586.31,163840,1.3776449,421,0.3717135190963745,-0.00031701528,0.015527343,302.49072521,163840,1.9605532,80
0.0037464357,406.1042470932007,1599.48,165888,1.3787366,402,0.58183953166008,-0.0029555333,0.037841797,307.23832102999995,165888,1.7940295,81
0.0036806527,411.19109582901,1611.35,167936,1.3793399,401,0.5704067051410675,-0.0046171388,0.03803711,312.25298602,167936,2.6850114,82
0.0023722085,416.28994584083557,1618.17,169984,1.3793718,400,0.429859459400177,-0.0021740026,0.020361328,316.80791889999995,169984,1.8682827,83
0.0022468204,421.4069118499756,1635.92,172032,1.3829169,412,0.3310542702674866,-0.001200423,0.018847656,322.31728633,172032,1.9802862,84
0.0033085593,426.3745746612549,1662.44,174080,1.3901296,394,0.3489699363708496,-0.0032801866,0.034179688,330.93449935999996,174080,2.9002616,85
0.0031657976,431.5614323616028,1678.52,176128,1.3859076,368,0.5998190641403198,-0.0029272703,0.031347655,337.0710899399999,176128,2.9480786,86
0.0019484392,437.1157600879669,1694.77,178176,1.3704659,387,0.33712589740753174,-0.0004847559,0.014697266,342.89345795,178176,2.7746272,87
0.0059452755,442.40409803390503,1709.75,180224,1.3700258,421,0.5474923253059387,-0.0043897973,0.07729492,348.46255883,180224,2.4741826,88
0.007777454,447.2616903781891,1722.85,182272,1.3758807,386,0.351631760597229,-0.0032784548,0.10195313,352.48069175000006,182272,1.5055207,89
0.0028323662,452.5676736831665,1734.18,184320,1.3785198,412,0.712238222360611,-0.0023439855,0.029541016,356.42685826,184320,1.140841,90
0.0036831542,457.53599309921265,1751.47,186368,1.3760716,416,0.5348241627216339,-0.0030420928,0.04169922,362.1199793100001,186368,2.0730927,91
0.004672895,462.45697474479675,1767.23,188416,1.363033,374,0.4776008725166321,-0.0026783883,0.05595703,367.50119818999997,188416,1.8022372,92
0.0035904224,467.9304494857788,1781.89,190464,1.3484223,414,0.5489441156387329,-0.0021133914,0.036474608,372.80328288000004,190464,1.9050432,93
0.0016570555,472.86684942245483,1793.74,192512,1.3306963,382,0.5775161385536194,-0.0007735965,0.011962891,377.76492384000005,192512,2.2863271,94
0.0033370978,478.21785712242126,1809.98,194560,1.3241504,375,0.46411675214767456,-0.001914276,0.033447266,383.56149172000005,194560,2.1557832,95
0.0039795567,483.6671965122223,1827.87,196608,1.3177146,386,0.4674726128578186,-0.0037807412,0.049121093,390.33686737000005,196608,2.1416686,96
0.002887342,488.9651737213135,1841.32,198656,1.3143251,398,0.47725844383239746,-0.0020511723,0.02836914,396.19690196000005,198656,2.580786,97
0.003924293,494.10006856918335,1855.32,200704,1.3150868,389,0.40434783697128296,-0.0010491158,0.046240233,402.70193335000005,200704,2.8269641,98
0.0031354793,499.36392617225647,1870.08,202752,1.3147144,369,0.6610694527626038,-0.00089027436,0.03022461,409.49251230000004,202752,2.591293,99
0.005044225,504.91375637054443,1886.81,204800,1.3087175,387,0.5854739248752594,-0.003267855,0.061767578,416.10807438999996,204800,2.100204,100
0.0035551407,510.20229387283325,1903.38,206848,1.307079,383,0.6132439076900482,-0.0016053868,0.038720705,422.49755506999986,206848,2.0849147,101
